EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,DeadBallTurnovers,Travels,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG2M,StepOutOfBoundsTurnovers,Charge Fouls,Offensive Fouls,SecondChanceFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,Fg2aBlocked,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallTurnovers,SecondChanceTurnovers,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffShortMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceFtPoints,LongMidRangeAssists,OffThreePtRebounds,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,PenaltyTurnovers,Offensive Fouls Drawn,Blocked3s,BlockedArc3,BlockedLongMidRange,BlockedShortMidRange,LostBallOutOfBoundsTurnovers,on,Corner3FGM,PenaltyCorner3FGM,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,Corner3Assists,LostBallSteals,Clear Path Fouls,PenaltyFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SelfOReb,Charge Fouls Drawn,LongMidRangePctBlocked,SelfORebPct,OffAtRimReboundPct,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,Loose Ball Fouls,ShortMidRangePctBlocked,SecondChanceAtRimPctAssisted
201177,1610612766,Josh McRoberts,Josh McRoberts,201177,CHA,2597.0,43.0,-3,78.0,77.0,24.0,26.0,11.0,155.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,4.0,1.0,6.0,4.0,11.0,83.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,4.0,1.0,3.0,1.0,4.0,1.0,2.0,1.0,9.0,1.0,2.0,8.0,2.0,12.0,1.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,6.0,3.0,1.0,1.0,1.0,1.0,24.0,0.5,1.0,1.0,0.16666666666666666,0.16666666666666666,0.5,1.0,0.35,1.0,0.4230769230769231,1.0,0.1,0.6,15.555555555555555,0.6666666666666666,0.3076923076923077,0.05555555555555555,0.18181818181818182,0.2702702702702703,0.02857142857142857,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.2727272727272727,0.1111111111111111,0.5,0.3,0.6666666666666666,0.6666666666666666,0.5,0.1,0.2,0.4,0.25,0.25,1.0,1.0,1.0,0.25,0.25,0.25,0.9,0.25,0.546655,0.6662,0.51555,0.23076923076923078,0.42857142857142855,0.18181818181818182,0.09090909090909091,4.6,25.416666666666668,0.3076923076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
201604,1610612766,Chris Douglas-Roberts,Chris Douglas-Roberts,201604,CHA,1086.0,18.0,1,32.0,31.0,12.0,8.0,3.0,63.0,1.0,1.0,,,1.0,,1.0,,2.0,2.0,,1.0,1.0,2.0,3.0,2.0,10.0,26.0,,,3.0,1.0,,,2.0,2.0,,6.0,,2.0,2.0,,,,,,,,,,1.0,,1.0,,1.0,,,3.0,,3.0,3.0,5.0,1.0,2.0,1.0,,,,2.0,12.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,,1.0,1.5,1.0,1.5,1.0,0.75,22.22222222222222,,0.06666666666666667,,,0.058823529411764705,,,0.3333333333333333,,,,,0.25,1.0,1.0,1.0,,0.25,0.5,1.0,1.0,1.0,,,1.0,,,1.0,1.0,0.5750500000000001,0.4686,0.7204,0.2,0.5,0.3,0.2,1.3,25.333333333333332,0.375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
202390,1610612766,Gary Neal,Gary Neal,202390,CHA,2151.0,36.0,-1,66.0,65.0,31.0,34.0,8.0,131.0,2.0,6.0,,1.0,3.0,2.0,,,,7.0,2.0,5.0,11.0,,7.0,4.0,14.0,61.0,,1.0,,7.0,2.0,2.0,6.0,4.0,6.0,,,7.0,,1.0,1.0,2.0,1.0,,1.0,5.0,1.0,1.0,1.0,,2.0,1.0,3.0,,,1.0,,3.0,2.0,3.0,4.0,5.0,3.0,,,,6.0,31.0,0.4,0.4,,,,0.45454545454545453,,0.2777777777777778,,0.35,,0.3,0.3888888888888889,30.666666666666668,,0.045454545454545456,0.0625,0.09090909090909091,0.06060606060606061,0.034482758620689655,,,,0.1111111111111111,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4,,0.1111111111111111,,0.3888888888888889,,,,1.0,,0.3333333333333333,,0.2222222222222222,0.7222222222222222,,0.4990555555555556,,0.45917222222222226,0.15,0.23076923076923078,,0.42857142857142855,6.263636363636363,25.514285714285712,0.4696969696969697,,,,,,2.0,,,,,0.2857142857142857,0.2222222222222222,,,,,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09090909090909091,0.16666666666666666,0.6666666666666666,0.25,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
202687,1610612766,Bismack Biyombo,Bismack Biyombo,202687,CHA,2896.0,48.0,-5,87.0,86.0,31.0,34.0,11.0,173.0,2.0,4.0,,1.0,1.0,,,,,,,3.0,5.0,,,2.0,8.0,89.0,,1.0,1.0,2.0,,2.0,6.0,6.0,,,,,,1.0,,1.0,,,,2.0,1.0,3.0,3.0,,6.0,5.0,11.0,,,,,,2.0,4.0,4.0,6.0,,2.0,2.0,2.0,6.0,31.0,1.0,1.0,,,,0.6,,0.6,,0.5,0.16666666666666666,0.6,,8.080808080808081,,0.0967741935483871,0.047619047619047616,0.25,0.13953488372093023,0.1282051282051282,,0.125,0.1111111111111111,0.07142857142857142,0.3333333333333333,,0.8,0.5,0.5,1.0,,,,,,,1.0,,0.5,,,0.8,,0.58764,,0.58375,,,0.125,0.75,2.46,,0.3563218390804598,1.0,,,,,2.0,,,,,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,0.2,0.2,1.0,1.0,,,,1.0,1.0,4.0,4.0,3.0,2.0,3.0,0.2222222222222222,0.21428571428571427,0.25,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
202689,1610612766,Kemba Walker,Kemba Walker,202689,CHA,1879.0,31.0,-4,56.0,56.0,19.0,22.0,8.0,112.0,1.0,1.0,1.0,1.0,,3.0,,,3.0,6.0,,7.0,8.0,3.0,6.0,3.0,26.0,64.0,1.0,1.0,5.0,,,2.0,2.0,2.0,12.0,9.0,,6.0,3.0,2.0,1.0,3.0,1.0,2.0,,7.0,,1.0,3.0,,4.0,,4.0,1.0,1.0,2.0,,2.0,,,6.0,5.0,3.0,2.0,,3.0,2.0,19.0,0.14285714285714285,0.14285714285714285,1.0,0.5,0.5,0.875,1.0,0.8214285714285714,1.25,0.8125,1.25,1.0,0.42857142857142855,28.125,,0.17647058823529413,,0.125,0.16,,,,0.2,0.25,0.14285714285714285,,0.07142857142857142,1.0,1.0,,0.21428571428571427,,0.42857142857142855,0.5,0.5,1.0,0.5,1.0,,,,0.5,0.5,0.46760357142857145,,,0.1875,0.3,0.19230769230769232,0.07692307692307693,11.75,25.549999999999997,0.3392857142857143,,1.0,1.0,1.0,1.0,,,,,1.0,,,0.5,1.0,1.0,,4.0,4.0,2.0,,,2.0,,,,1.0,,,,,,0.2857142857142857,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,,,,,,2.0,,,,,0.6666666666666666,,1.0,1.0,1.0,1.0,1.0,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2457,1610612766,Jannero Pargo,Jannero Pargo,2457,CHA,160.0,3.0,2,5.0,5.0,5.0,5.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,2.0,,,1.0,,1.0,,1.0,,,,,1.0,,,,,,,,,,5.0,,,,,,,,,,,,,,20.0,,0.2,,,0.2,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2557,1610612766,Luke Ridnour,Luke Ridnour,2557,CHA,857.0,14.0,-3,26.0,25.0,7.0,7.0,3.0,51.0,,1.0,,,1.0,3.0,1.0,,,1.0,,2.0,7.0,,2.0,,4.0,25.0,,1.0,,3.0,,,,2.0,2.0,,,1.0,,1.0,1.0,2.0,1.0,1.0,,5.0,,1.0,,,1.0,,1.0,,,1.0,1.0,3.0,,,1.0,,,1.0,1.0,1.0,,7.0,0.5,0.5,,,,0.2857142857142857,,0.2222222222222222,,0.2222222222222222,,,0.2222222222222222,40.0,,,,0.25,0.07692307692307693,,,,,,0.5,,0.1111111111111111,,,,0.3333333333333333,0.1111111111111111,0.1111111111111111,,,,,,0.3333333333333333,,,0.3333333333333333,,0.43274999999999997,0.3963,0.4144333333333334,,,,,13.242857142857144,24.9,0.2692307692307692,,,,,,,,,,,,,,,,,2.0,3.0,,,2.0,,2.0,,,,,,,0.6666666666666666,,0.3333333333333333,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,0.5,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
201945,1610612766,Gerald Henderson,Gerald Henderson,201945,CHA,1538.0,26.0,-5,45.0,45.0,9.0,16.0,7.0,90.0,1.0,1.0,,,1.0,4.0,,,,,,2.0,6.0,,,3.0,7.0,57.0,1.0,1.0,2.0,1.0,,,2.0,4.0,,,,,,2.0,1.0,3.0,1.0,,,7.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,2.0,1.0,2.0,2.0,4.0,2.0,,,,2.0,9.0,1.0,1.0,,,,0.3333333333333333,1.0,0.3333333333333333,1.0,0.4375,1.0,1.0,,19.23076923076923,0.5,,,,,,,,,,,,0.16666666666666666,1.0,1.0,1.0,0.6666666666666666,,,,,,,,1.0,,,0.16666666666666666,,0.4432333333333333,0.4629,0.708,0.25,0.25,0.2857142857142857,0.2857142857142857,14.166666666666666,,0.2,1.0,,,,,1.0,,,,,1.0,1.0,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,,0.5,,0.16666666666666666,,,0.25,0.25,1.0,,2.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
203077,1610612766,Michael Kidd-Gilchrist,Michael Kidd-Gilchrist,203077,CHA,1017.0,17.0,-5,31.0,31.0,10.0,10.0,4.0,62.0,2.0,3.0,,,2.0,,,,,,,2.0,3.0,,,,4.0,34.0,,,,2.0,,,2.0,2.0,2.0,,,,,1.0,1.0,2.0,1.0,,,5.0,,1.0,2.0,,3.0,,3.0,,,,,,2.0,2.0,,,,,,,2.0,10.0,0.5,0.5,,,,0.6666666666666666,,0.6666666666666666,,0.6666666666666666,,0.5,,8.571428571428571,,0.18181818181818182,,0.16666666666666666,0.17647058823529413,,,0.3333333333333333,,0.2,,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,,1.0,,,1.0,,0.5808333333333334,,0.5399,,,,0.5,2.0,,0.3225806451612903,1.0,,,,,1.0,,,,,0.5,0.5,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
201229,1610612766,Anthony Tolliver,Anthony Tolliver,201229,CHA,11.0,,-1,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
