EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,SecondChanceTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefThreePtReboundPct,OffAtRimReboundPct,DefArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,LongMidRangeFGM,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsAssisted3s,SelfOReb,Steals,BadPassSteals,DeadBallTurnovers,LostBallTurnovers,PenaltyTurnovers,Charge Fouls,2pt And 1 Free Throw Trips,Assisted3sPct,SecondChanceFg3Pct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Accuracy,UnblockedCorner3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceArc3Frequency,PenaltyCorner3FGA,Corner3Assists,OffThreePtRebounds,FTOffRebounds,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,AtRimPctBlocked,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,LongMidRangePctAssisted,PenaltyCorner3Frequency,HeaveAttempts,LostBallSteals,BadPassOutOfBoundsTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,Blocked3s,BlockedArc3,BlockedAtRim,NonShootingPenaltyNonTakeFouls,PenaltyCorner3FGM,LongMidRangeAssists,Corner3PctAssisted,PenaltyCorner3Accuracy,SecondChanceFtPoints,Charge Fouls Drawn,OffCorner3ReboundPct,on,FTDefRebounds,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,BlockingFoulsDrawn,3SecondViolations,Defensive 3 Seconds Violations,DefFTReboundPct,SecondChanceArc3FGM,Travels,Technical Free Throw Trips,BlockedLongMidRange,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockingFouls,Offensive Fouls Drawn,DefensiveGoaltends,BlockedCorner3,SecondChanceCorner3PctAssisted
101135,1610612744,David Lee,David Lee,101135,GSW,964.0,16.0,-2,33.0,35,2.0,13.0,5.0,68,3.0,4.0,1.0,1.0,1.0,1.0,3.0,6.0,4.0,10.0,42,1.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,4.0,4.0,2.0,6.0,2.0,2.0,2.0,4.0,2.0,2.0,0.6666666666666666,1.0,0.5,1.0,0.5,1.0,0.625,1.0,0.16666666666666666,1.0,21.62162162162162,0.36363636363636365,0.25,0.26666666666666666,0.16666666666666666,0.25,0.3333333333333333,0.2,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.75,0.75,0.6666666666666666,0.16666666666666666,0.16666666666666666,1.0,1.0,0.6666666666666666,0.48371666666666663,0.477,0.25,0.25,0.2,5.816666666666666,0.06060606060606061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
201939,1610612744,Stephen Curry,Stephen Curry,201939,GSW,1663.0,28.0,12,58.0,61,13.0,19.0,12.0,119,2.0,3.0,,,2.0,1.0,3.0,6.0,6.0,18.0,67,1.0,1.0,2.0,,6.0,,,1.0,,4.0,1.0,5.0,,1.0,4.0,7.0,3.0,13.0,,,0.5,1.0,0.42857142857142855,1.0,0.5294117647058824,1.0,,,26.027397260273972,,0.045454545454545456,0.13793103448275862,0.03125,,,,,,0.21428571428571427,0.6666666666666666,0.6666666666666666,,0.14285714285714285,0.07142857142857142,,,0.7857142857142857,0.4910928571428572,0.4621,0.23529411764705882,0.3333333333333333,0.1111111111111111,6.349999999999999,0.22413793103448276,1.0,1.0,1.0,1.0,2.0,7.0,2.0,4.0,2.0,8.0,2.0,2.0,2.0,4.0,2.0,12.0,6.0,7.0,2.0,4.0,1.0,5.0,1.0,3.0,1.0,11.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,12.0,0.25,0.5,0.25,1.0,0.8333333333333334,0.8571428571428571,0.5714285714285714,1.0,0.4444444444444444,0.2,0.4444444444444444,0.5,0.5,0.07142857142857142,0.5,0.2857142857142857,0.2857142857142857,0.16666666666666666,1.0,0.6666666666666666,0.5,0.2857142857142857,0.44464166666666666,0.125,0.6666666666666666,25.787499999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
202348,1610612744,Jordan Crawford,Jordan Crawford,202348,GSW,3391.0,57.0,-8,116.0,115,34.0,32.0,25.0,231,5.0,9.0,3.0,5.0,13.0,4.0,10.0,26.0,11.0,37.0,135,4.0,8.0,11.0,4.0,16.0,4.0,,4.0,2.0,5.0,4.0,9.0,5.0,7.0,8.0,14.0,8.0,34.0,0.2,0.25,0.38461538461538464,0.5,0.3939393939393939,0.55,0.47435897435897434,0.55,,,29.53020134228188,0.05,0.08695652173913043,0.0847457627118644,0.05970149253731343,0.125,,0.07692307692307693,,0.0625,0.2727272727272727,0.5555555555555556,0.5555555555555556,0.2,0.3939393939393939,0.12121212121212122,0.5,0.6,0.48484848484848486,0.45577575757575756,0.5000222222222223,0.20512820512820512,0.25,0.2972972972972973,6.707692307692309,0.29310344827586204,2.0,3.0,4.0,1.0,1.0,6.0,,2.0,2.0,7.0,3.0,5.0,,2.0,5.0,11.0,3.0,6.0,1.0,2.0,,2.0,,2.0,,4.0,3.0,4.0,2.0,5.0,,,,11.0,0.2857142857142857,,0.2857142857142857,0.6,0.42857142857142855,0.55,0.21212121212121213,0.8,0.15789473684210525,0.125,0.125,0.3076923076923077,0.3076923076923077,0.030303030303030304,0.18181818181818182,0.16666666666666666,0.16666666666666666,0.42857142857142855,0.6666666666666666,0.2857142857142857,,0.16666666666666666,0.47428571428571425,,0.2972972972972973,25.842857142857145,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.3333333333333333,0.047619047619047616,0.25,0.25,0.25,1.0,1.0,1.0,0.3333333333333333,0.1,1.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
202691,1610612744,Klay Thompson,Klay Thompson,202691,GSW,909.0,15.0,-3,34.0,33,8.0,10.0,2.0,67,2.0,2.0,,,,,2.0,2.0,,4.0,45,,,,4.0,,,,,,,,,1.0,1.0,,,,8.0,1.0,1.0,1.0,,1.0,,1.0,,,,5.714285714285714,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,1.0,0.66585,,,,,2.4,0.23529411764705882,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
203084,1610612744,Harrison Barnes,Harrison Barnes,203084,GSW,3174.0,53.0,-4,108.0,107,33.0,26.0,25.0,215,,2.0,,1.0,4.0,5.0,3.0,11.0,2.0,14.0,123,1.0,2.0,2.0,4.0,2.0,2.0,1.0,,4.0,10.0,3.0,13.0,1.0,2.0,4.0,4.0,,33.0,0.6666666666666666,1.0,0.2727272727272727,0.5,0.35294117647058826,0.5,0.3684210526315789,0.5,0.09090909090909091,,14.893617021276597,0.10256410256410256,,0.17857142857142858,0.031746031746031744,,,,0.09090909090909091,0.1875,0.11764705882352941,,,,0.23529411764705882,0.29411764705882354,0.5,,0.47058823529411764,0.46232941176470593,,,,0.14285714285714285,10.999999999999998,0.3055555555555556,,2.0,1.0,3.0,2.0,3.0,,1.0,2.0,6.0,2.0,5.0,,2.0,2.0,6.0,,3.0,2.0,,1.0,1.0,,,,3.0,6.0,1.0,1.0,2.0,,,,6.0,0.3333333333333333,,0.3333333333333333,0.4,0.2857142857142857,0.3333333333333333,0.35294117647058826,0.5,0.35294117647058826,,0.35714285714285715,0.25,0.25,0.17647058823529413,0.17647058823529413,0.6666666666666666,0.6666666666666666,0.2857142857142857,,0.14285714285714285,,0.6666666666666666,0.47017857142857145,,0.42857142857142855,24.349999999999998,2.0,,,,,,,6.0,,,,1.0,,,,,1.0,,0.3333333333333333,,1.0,0.4,0.4,,,1.0,,,,,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,0.5,0.16666666666666666,0.10526315789473684,0.13333333333333333,0.5,0.5,0.14285714285714285,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
203110,1610612744,Draymond Green,Draymond Green,203110,GSW,2061.0,34.0,-1,71.0,70,12.0,24.0,15.0,141,3.0,4.0,2.0,2.0,,,3.0,4.0,2.0,11.0,78,2.0,2.0,4.0,,6.0,2.0,,2.0,9.0,11.0,4.0,15.0,2.0,4.0,3.0,2.0,1.0,12.0,,,0.75,1.0,0.5,0.6666666666666666,0.55,0.6666666666666666,,,16.483516483516482,0.34615384615384615,0.07692307692307693,0.3055555555555556,0.0975609756097561,0.1111111111111111,,0.3,0.2,0.45454545454545453,0.4444444444444444,0.75,0.75,,,,0.6666666666666666,1.0,1.0,0.50138125,0.5701,0.1,0.2,0.36363636363636365,2.075,0.16901408450704225,,,,,1.0,5.0,,3.0,1.0,5.0,,,,3.0,,,,4.0,1.0,5.0,,5.0,,3.0,2.0,10.0,2.0,3.0,1.0,5.0,1.0,,,,0.2,,0.25,,,,0.5555555555555556,0.6,0.2,0.1111111111111111,0.14285714285714285,,,,0.5555555555555556,0.2,0.2,,,1.0,,0.25,0.464775,,,31.4,,,,,1.0,,1.0,3.0,,1.0,,2.0,2.0,,,,1.0,,0.3333333333333333,,,,,,,1.0,,,,0.3333333333333333,,,2.0,,,3.0,,4.0,1.0,,,,0.13333333333333333,0.15384615384615385,0.25,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,
2581,1610612744,Steve Blake,Steve Blake,2581,GSW,1517.0,25.0,-10,49.0,47,21.0,13.0,13.0,96,1.0,1.0,,,,1.0,1.0,2.0,,5.0,56,,1.0,,,2.0,,,,1.0,1.0,1.0,2.0,,,1.0,,,21.0,,,0.5,,0.4166666666666667,,0.4166666666666667,,,,10.294117647058822,0.05555555555555555,,0.038461538461538464,0.03225806451612903,,,,0.3333333333333333,,0.16666666666666666,1.0,1.0,,,0.16666666666666666,,,0.8333333333333334,0.4951666666666667,0.5685,,,,8.299999999999999,0.42857142857142855,,,,1.0,,3.0,,1.0,1.0,4.0,,1.0,1.0,2.0,,3.0,,3.0,,1.0,1.0,2.0,1.0,,,5.0,,1.0,1.0,1.0,,,,3.0,0.25,0.5,0.25,,0.5,0.5,0.6666666666666666,1.0,,,,,,0.16666666666666666,0.5,,,,,0.3333333333333333,,,0.5080333333333333,,0.6,25.375,,1.0,,,1.0,,1.0,3.0,,,,,,1.0,,,1.0,,,,,,,1.0,1.0,,,,,0.5,1.0,,1.0,,,,,,,,,,0.09090909090909091,0.1,,,0.3333333333333333,,,,,,,,,,1.0,1.0,1.0,1.0,,,,True,,,,,,,,,,,,,,,,,,
200756,1610612744,Hilton Armstrong,Hilton Armstrong,200756,GSW,529.0,9.0,-10,16.0,15,12.0,4.0,6.0,31,1.0,3.0,,1.0,1.0,1.0,2.0,5.0,,4.0,29,,1.0,,2.0,2.0,,,3.0,,,3.0,3.0,,1.0,2.0,,,12.0,0.5,0.5,0.4,,0.4,,0.4,,,,33.333333333333336,,0.375,,0.3,,0.5,,,,0.6,0.3333333333333333,0.3333333333333333,1.0,0.2,0.2,1.0,,0.6,0.43879999999999997,0.3797,,,,5.5200000000000005,0.75,,2.0,1.0,,,,,,,,1.0,4.0,,,,2.0,,,,1.0,,1.0,,1.0,,2.0,,1.0,,3.0,3.0,,,2.0,,,,0.25,0.25,0.25,,0.3333333333333333,,0.3333333333333333,,1.0,1.0,,,,,0.5,,,,,0.45885,,0.5,,,,,,,,,,1.0,,,2.0,1.0,2.0,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
201578,1610612744,Marreese Speights,Marreese Speights,201578,GSW,1675.0,28.0,-2,56.0,54,17.0,11.0,15.0,110,7.0,11.0,2.0,5.0,3.0,3.0,8.0,17.0,4.0,20.0,57,2.0,6.0,5.0,12.0,4.0,4.0,,6.0,5.0,7.0,7.0,14.0,2.0,4.0,5.0,7.0,4.0,17.0,0.75,1.0,0.47058823529411764,0.3333333333333333,0.47058823529411764,0.3333333333333333,0.5,0.35714285714285715,,,26.923076923076923,0.22727272727272727,0.20689655172413793,0.21212121212121213,0.1794871794871795,0.18181818181818182,0.25,0.2,0.42857142857142855,0.1,0.6470588235294118,0.6363636363636364,0.6363636363636364,0.7142857142857143,0.17647058823529413,0.17647058823529413,0.8333333333333334,0.4,0.6470588235294118,0.5032529411764707,0.5407333333333333,0.2,0.2,0.25,5.841176470588234,0.30357142857142855,3.0,3.0,1.0,,,,,,,,3.0,5.0,,,,6.0,,,,1.0,1.0,2.0,1.0,1.0,,5.0,2.0,1.0,,1.0,,,,6.0,,,,0.6,0.6,0.6,,1.0,0.18181818181818182,0.2,0.25,0.3333333333333333,0.3333333333333333,,,,,0.6,1.0,,,,0.55782,,0.3,,,,,,,,,,2.0,,,,1.0,,,1.0,,,,0.2222222222222222,1.0,,,,,,,,,,,,1.0,,,2.0,,2.0,2.0,,,,0.1,0.125,1.0,,,,,,,,,,2.0,1.0,,,,,1.0,1.0,,True,,,,,,,,,,,,,,,,,,
203136,1610612744,Ognjen Kuzmic,Ognjen Kuzmic,203136,GSW,420.0,7.0,-1,14.0,14,14.0,4.0,2.0,28,,,,,,,,,,,16,,,,,,,,,2.0,3.0,1.0,4.0,1.0,1.0,,,,14.0,,,,,,,,,,,,0.5,,0.375,0.14285714285714285,,,,0.5,0.5,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.25,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
