EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTOffRebounds,Travels,NonShootingPenaltyNonTakeFouls,OffFTReboundPct,OffCorner3ReboundPct,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,NonHeaveArc3FGA,NonHeaveArc3FGM,BadPassOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,DefensiveGoaltends,PenaltyFg3Pct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,Fg3aBlocked,Charge Fouls Drawn,FG3APctBlocked,Corner3PctBlocked,PenaltyCorner3Accuracy,HeaveAttempts,Technical Free Throw Trips,Arc3PctBlocked,Blocked3s,BlockedCorner3,BlockedLongMidRange,on,BlockedArc3
200746,1610612757,LaMarcus Aldridge,LaMarcus Aldridge,200746,POR,16874.0,281.0,-24.0,530,527,116,70,84.0,1057,32.0,48.0,11.0,17.0,6.0,11.0,18.0,49.0,24.0,68.0,2.0,2.0,1.0,1.0,74.0,165.0,2.0,2.0,30.0,184.0,621.0,13.0,28.0,1.0,1.0,2.0,31.0,9.0,25.0,11.0,29.0,66.0,82.0,3.0,3.0,18.0,6.0,5.0,6.0,11.0,4.0,2.0,2.0,2.0,1.0,28.0,6.0,13.0,10.0,42.0,2.0,54.0,19.0,73.0,6.0,4.0,3.0,1.0,5.0,2.0,6.0,2.0,3.0,11.0,3.0,4.0,12.0,20.0,1.0,2.0,3.0,38.0,1.0,1.0,2.0,36.0,4.0,19.0,1.0,8.0,7.0,1.0,8.0,3.0,2.0,29.0,114,1.0,0.44594594594594594,0.5076923076923077,0.5,1.0,1.0,1.0,0.4484848484848485,0.4642857142857143,0.36,0.46107784431137727,0.5,0.36,0.5027322404371585,0.5166666666666667,0.46774193548387094,0.011976047904191617,0.03636363636363636,0.041666666666666664,0.04081632653061224,0.029411764705882353,30.99041533546326,0.45454545454545453,0.13333333333333333,0.21212121212121213,0.06565656565656566,0.16129032258064516,0.08450704225352113,0.2,0.07063197026022305,0.07272727272727272,0.10606060606060606,0.025974025974025976,0.11320754716981132,0.22535211267605634,0.19672131147540983,0.21212121212121213,0.16666666666666666,0.15,0.07142857142857142,0.375,0.2874251497005988,0.6666666666666666,0.6956521739130435,0.4375,0.2934131736526946,0.3673469387755102,0.3829787234042553,0.2777777777777778,0.40718562874251496,0.35294117647058826,0.36363636363636365,0.5833333333333334,0.011976047904191617,1.0,1.0,0.5,0.5862068965517241,0.6470588235294118,0.09090909090909091,0.034482758620689655,1.0,0.44,0.5454545454545454,0.2994011976047904,0.4481428143712576,0.5386222222222222,0.467564,0.1043956043956044,0.10555555555555556,0.16847826086956522,0.15760869565217392,10.530909090909091,23.950000000000003,0.2188679245283019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
201577,1610612757,Robin Lopez,Robin Lopez,201577,POR,22013.0,367.0,-72.0,700,704,159,94,105.0,1404,27.0,51.0,11.0,22.0,3.0,6.0,12.0,24.0,4.0,13.0,,,,,43.0,88.0,,,24.0,110.0,836.0,11.0,23.0,,,10.0,32.0,7.0,15.0,8.0,22.0,60.0,26.0,,,18.0,8.0,5.0,4.0,9.0,3.0,1.0,1.0,,4.0,22.0,10.0,36.0,16.0,37.0,1.0,54.0,47.0,101.0,4.0,5.0,3.0,2.0,6.0,2.0,5.0,1.0,4.0,11.0,3.0,3.0,19.0,40.0,,5.0,3.0,38.0,14.0,,,36.0,6.0,17.0,4.0,20.0,14.0,6.0,20.0,10.0,,22.0,157,4.0,0.6976744186046512,0.8823529411764706,,,,,0.48863636363636365,0.4782608695652174,0.4666666666666667,0.48863636363636365,0.4782608695652174,0.4666666666666667,0.5339805825242718,0.5517241379310345,0.5789473684210527,,0.09090909090909091,0.09803921568627451,0.08333333333333333,0.07692307692307693,13.818181818181818,0.5454545454545454,0.05555555555555555,0.14624505928853754,0.13846153846153847,0.17582417582417584,0.10204081632653061,0.15406976744186046,0.12849162011173185,0.14102564102564102,0.13580246913580246,0.13861386138613863,0.09333333333333334,0.13861386138613863,0.19480519480519481,0.10666666666666667,0.19696969696969696,0.12,0.10810810810810811,0.5,0.5795454545454546,0.5294117647058824,0.5869565217391305,0.5925925925925926,0.2727272727272727,0.5,0.5454545454545454,0.8333333333333334,0.14772727272727273,0.3076923076923077,0.3333333333333333,1.0,,,,,0.9565217391304348,0.5,0.09090909090909091,,,0.4,0.5,0.5795454545454546,0.5095715909090909,0.6030727272727273,0.4888733333333333,0.1717171717171717,0.1717171717171717,0.2909090909090909,0.2,5.306818181818182,,0.22714285714285715,1.0,1.0,2.0,0.05,0.13043478260869565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
201587,1610612757,Nicolas Batum,Nicolas Batum,201587,POR,19541.0,326.0,-40.0,618,621,144,77,92.0,1239,15.0,21.0,2.0,5.0,2.0,2.0,5.0,14.0,9.0,22.0,4.0,10.0,1.0,1.0,29.0,57.0,13.0,37.0,6.0,103.0,724.0,2.0,9.0,4.0,5.0,1.0,17.0,9.0,12.0,2.0,23.0,18.0,40.0,36.0,3.0,2.0,1.0,30.0,11.0,41.0,8.0,3.0,19.0,8.0,3.0,93.0,,4.0,8.0,36.0,6.0,50.0,5.0,55.0,1.0,11.0,10.0,1.0,17.0,11.0,5.0,2.0,6.0,22.0,3.0,5.0,4.0,12.0,,,1.0,13.0,,,,9.0,,3.0,1.0,4.0,4.0,,4.0,,,23.0,142,1.0,0.3103448275862069,0.32142857142857145,0.9230769230769231,0.35135135135135137,0.8,0.35135135135135137,0.5087719298245614,0.2222222222222222,0.75,0.5159574468085106,0.5714285714285714,0.5,0.5255102040816326,0.5666666666666667,0.5227272727272727,0.39361702127659576,0.017543859649122806,,0.07142857142857142,,16.483516483516482,0.7727272727272727,0.35294117647058826,0.1592920353982301,0.017777777777777778,0.1038961038961039,,0.14521452145214522,0.012861736334405145,0.015151515151515152,0.029411764705882353,0.01098901098901099,,0.10989010989010989,0.08955223880597014,0.29411764705882354,0.1320754716981132,0.041666666666666664,0.02,,0.22340425531914893,0.7142857142857143,0.7142857142857143,0.5333333333333333,0.14893617021276595,0.35714285714285715,0.38461538461538464,,0.23404255319148937,0.4090909090909091,0.4090909090909091,0.1111111111111111,0.10638297872340426,0.4,0.4,1.0,0.35714285714285715,0.4,0.5,0.07142857142857142,1.0,0.09523809523809523,1.0,0.6170212765957447,0.5253601063829787,0.5615772727272726,0.47993571428571424,0.041237113402061855,0.05,0.1650485436893204,0.22330097087378642,9.919298245614035,24.464864864864865,0.23300970873786409,1.0,,2.0,0.05555555555555555,,2.0,9.0,27.0,3.0,4.0,1.0,7.0,1.0,9.0,27.0,9.0,2.0,1.0,1.0,1.0,0.1111111111111111,0.2872340425531915,0.3333333333333333,0.3333333333333333,0.8888888888888888,1.0,0.2857142857142857,0.75,1.0,0.09523809523809523,0.3333333333333333,0.14285714285714285,0.3333333333333333,0.02702702702702703,,,,,,,,,,,,,True,
202083,1610612757,Wesley Matthews,Wesley Matthews,202083,POR,19350.0,322.0,-66.0,617,616,140,85,92.0,1233,15.0,22.0,1.0,1.0,6.0,8.0,6.0,16.0,7.0,15.0,2.0,13.0,1.0,2.0,28.0,53.0,14.0,49.0,18.0,116.0,742.0,1.0,1.0,1.0,6.0,4.0,9.0,8.0,14.0,4.0,26.0,20.0,36.0,42.0,,2.0,4.0,9.0,1.0,10.0,,1.0,4.0,2.0,3.0,21.0,4.0,3.0,10.0,12.0,1.0,23.0,7.0,30.0,1.0,10.0,4.0,6.0,8.0,3.0,6.0,2.0,5.0,14.0,2.0,3.0,10.0,25.0,,,3.0,27.0,,3.0,1.0,24.0,,11.0,1.0,4.0,3.0,1.0,4.0,2.0,,26.0,138,,0.35714285714285715,0.37037037037037035,1.0,0.2857142857142857,0.16666666666666666,0.2857142857142857,0.5283018867924528,1.0,0.5714285714285714,0.4803921568627451,0.35714285714285715,0.4782608695652174,0.5087719298245614,0.5,0.52,0.4803921568627451,0.07547169811320754,0.18181818181818182,,,17.517241379310345,0.5714285714285714,0.0625,0.05504587155963303,0.013100436681222707,0.12658227848101267,0.047619047619047616,0.07407407407407407,0.022364217252396165,0.029850746268656716,0.013513513513513514,,0.06557377049180328,0.0379746835443038,0.029411764705882353,0.09859154929577464,0.10344827586206896,0.19047619047619047,0.018867924528301886,0.5,0.21568627450980393,0.6818181818181818,0.8333333333333334,0.4,0.1568627450980392,0.375,0.375,0.3333333333333333,0.14705882352941177,0.4666666666666667,0.4666666666666667,0.2857142857142857,0.12745098039215685,0.15384615384615385,0.16666666666666666,1.0,0.14285714285714285,1.0,,0.2857142857142857,0.5,0.34782608695652173,0.75,0.696078431372549,0.5231656862745098,0.52692,0.5347673913043479,0.09734513274336283,0.171875,0.07758620689655173,0.22413793103448276,7.935849056603775,24.379591836734694,0.22690437601296595,,,3.0,,,3.0,12.0,36.0,,4.0,1.0,6.0,2.0,9.0,36.0,12.0,1.0,,,,0.2222222222222222,0.35294117647058826,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5714285714285714,,,0.13043478260869565,0.2608695652173913,0.16666666666666666,0.3333333333333333,,1.0,1.0,3.0,0.02040816326530612,0.07692307692307693,0.3333333333333333,,,,,,,True,
203081,1610612757,Damian Lillard,Damian Lillard,203081,POR,20060.0,334.0,-40.0,631,636,139,80,100.0,1267,21.0,38.0,3.0,4.0,6.0,10.0,5.0,18.0,13.0,29.0,3.0,5.0,1.0,1.0,39.0,85.0,16.0,42.0,42.0,168.0,750.0,7.0,10.0,2.0,3.0,10.0,30.0,11.0,21.0,16.0,50.0,6.0,72.0,15.0,33.0,,9.0,37.0,13.0,50.0,11.0,2.0,19.0,6.0,12.0,113.0,2.0,5.0,13.0,17.0,1.0,31.0,8.0,39.0,3.0,9.0,6.0,3.0,15.0,12.0,9.0,2.0,3.0,24.0,,7.0,9.0,16.0,1.0,,1.0,37.0,1.0,3.0,5.0,46.0,2.0,12.0,9.0,1.0,1.0,,1.0,1.0,,46.0,137,5.0,0.07692307692307693,0.07692307692307693,0.3125,0.38095238095238093,0.6666666666666666,0.3902439024390244,0.4588235294117647,0.7,0.5238095238095238,0.49606299212598426,0.7692307692307693,0.5666666666666667,0.5612244897959183,0.8529411764705882,0.6447368421052632,0.33070866141732286,0.10588235294117647,0.18421052631578946,0.05555555555555555,0.034482758620689655,22.83044058744993,0.625,0.058823529411764705,0.07327586206896551,0.02100840336134454,0.16666666666666666,0.022727272727272728,0.0967741935483871,0.02147239263803681,0.014084507042253521,0.04054054054054054,0.010752688172043012,0.028985507246376812,0.08791208791208792,0.04225352112676056,0.08571428571428572,0.19298245614035087,0.09523809523809523,0.04918032786885246,1.0,0.2992125984251969,0.5526315789473685,0.6774193548387096,0.14285714285714285,0.14173228346456693,0.2777777777777778,0.29411764705882354,,0.2283464566929134,0.4482758620689655,0.4642857142857143,,0.03937007874015748,0.6,0.6,0.6666666666666666,0.3076923076923077,0.75,0.3333333333333333,0.07692307692307693,1.0,0.3333333333333333,0.6,0.6299212598425197,0.5036126984126984,0.5203227272727272,0.5056862068965517,0.09420289855072464,0.12631578947368421,0.17857142857142858,0.2976190476190476,9.092941176470589,25.709523809523812,0.2202852614896989,1.0,,1.0,0.0625,,,13.0,37.0,1.0,2.0,4.0,9.0,4.0,9.0,36.0,13.0,4.0,,1.0,,0.4444444444444444,0.29133858267716534,0.35135135135135137,0.3611111111111111,0.23076923076923078,,0.15384615384615385,0.5,,,0.3,0.4444444444444444,0.3611111111111111,0.023255813953488372,,1.0,1.0,0.023809523809523808,,,1.0,3.0,0.02702702702702703,,,,True,
203115,1610612757,Will Barton,Will Barton,203115,POR,2047.0,34.0,-14.0,72,72,37,14,11.0,144,4.0,8.0,,2.0,1.0,4.0,1.0,4.0,,2.0,1.0,2.0,1.0,2.0,5.0,14.0,2.0,6.0,,16.0,73.0,,3.0,1.0,2.0,,3.0,2.0,7.0,,7.0,4.0,6.0,6.0,,,,1.0,,1.0,,,1.0,,,2.0,,2.0,,3.0,,3.0,2.0,5.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,2.0,,2.0,,2.0,,,,1.0,,,,,,,,,,,1.0,1.0,,7.0,37,,0.4,0.4,1.0,0.3333333333333333,0.5,0.4,0.35714285714285715,,0.2857142857142857,0.4,0.3,0.35,0.4,0.3,0.35,0.3,,,,,25.28735632183908,0.5,,0.15789473684210525,0.05714285714285714,,,0.08333333333333333,0.046511627906976744,0.06666666666666667,0.1111111111111111,,,0.125,0.4,,,,0.08333333333333333,1.0,0.4,0.5,0.5,0.25,0.2,0.25,0.25,1.0,0.1,,,,0.1,0.5,0.5,1.0,0.4,,,0.4,0.5,0.4,0.25,0.7,0.49395263157894737,0.57614,0.49650555555555553,,,0.1875,0.4375,5.957142857142857,28.816666666666674,0.5138888888888888,,,,,,,1.0,4.0,,,1.0,3.0,1.0,3.0,3.0,1.0,1.0,,,,0.3333333333333333,0.2,0.25,0.25,1.0,1.0,,,,,0.3,0.3333333333333333,0.3333333333333333,,,,,,,,1.0,,,1.0,1.0,,True,
2590,1610612757,Mo Williams,Mo Williams,2590,POR,4924.0,82.0,-51.0,159,161,18,21,16.0,320,5.0,7.0,,1.0,1.0,2.0,3.0,5.0,3.0,10.0,,2.0,,,11.0,22.0,3.0,10.0,1.0,32.0,217.0,,1.0,,1.0,,,1.0,3.0,,2.0,2.0,20.0,9.0,,,1.0,6.0,1.0,7.0,1.0,,5.0,,1.0,15.0,,1.0,2.0,5.0,,7.0,1.0,8.0,,,,,2.0,1.0,1.0,1.0,1.0,3.0,,,4.0,6.0,,,,1.0,,,,1.0,,,,,,,,,,2.0,18,,0.09090909090909091,0.09090909090909091,1.0,0.3,,0.3,0.5,,0.3333333333333333,0.484375,,0.25,0.484375,,0.25,0.3125,0.045454545454545456,0.14285714285714285,,,19.662921348314608,0.6666666666666666,,0.08620689655172414,0.019230769230769232,0.1,,0.08974358974358974,0.012987012987012988,0.07692307692307693,,,,0.0967741935483871,0.1111111111111111,,0.0625,0.25,,,0.21875,0.7142857142857143,0.8333333333333334,0.2,0.15625,0.6,0.6,,0.3125,0.3,0.3,,0.0625,,,,0.5,,,,,0.5,0.5,0.53125,0.47801166666666667,0.562125,0.5140666666666667,,,,0.0625,11.304545454545455,26.9,0.11320754716981132,,,,,,,3.0,8.0,,1.0,,1.0,,1.0,8.0,3.0,,,,,,0.25,0.375,0.375,1.0,,0.5,,,,0.25,,0.375,,,1.0,,0.1,0.5,,,1.0,,,,,True,
2748,1610612757,Dorell Wright,Dorell Wright,2748,POR,3089.0,51.0,-37.0,101,105,12,9,10.0,206,1.0,1.0,,,,,,2.0,1.0,3.0,1.0,2.0,,,2.0,6.0,3.0,9.0,8.0,21.0,139.0,,,,1.0,,,,,,,4.0,,9.0,,,1.0,1.0,2.0,3.0,2.0,,1.0,,,8.0,1.0,,1.0,6.0,,7.0,1.0,8.0,,3.0,3.0,,2.0,2.0,3.0,,,5.0,,1.0,,4.0,,1.0,1.0,5.0,,,,11.0,,4.0,,6.0,4.0,1.0,6.0,3.0,,,12,,1.0,1.0,1.0,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,,0.43333333333333335,,,0.525,,,0.6,0.16666666666666666,,0.5,,21.92982456140351,0.4,,0.17142857142857143,,0.0625,0.05555555555555555,0.13725490196078433,0.020833333333333332,,,,0.07142857142857142,0.09523809523809523,0.3,0.25,0.08333333333333333,,,0.5,0.06666666666666667,1.0,1.0,1.0,0.13333333333333333,,,,0.2,0.3333333333333333,0.3333333333333333,1.0,0.13333333333333333,0.5,0.5,1.0,,,,,,,,0.6666666666666666,0.5152833333333333,0.5271,0.57135,0.25,0.4,,,11.633333333333333,24.67777777777778,0.1188118811881188,,2.0,,,,,2.0,7.0,,1.0,,2.0,,2.0,7.0,2.0,,,1.0,,,0.4666666666666667,0.2857142857142857,0.3333333333333333,1.0,,1.0,,,,1.0,,0.2857142857142857,0.1,,1.0,,0.1111111111111111,,,,,0.14285714285714285,,,1.0,True,
200777,1610612757,Joel Freeland,Joel Freeland,200777,POR,8.0,,,1,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
201964,1610612757,Victor Claver,Victor Claver,201964,POR,246.0,4.0,-2.0,9,9,9,5,2.0,18,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,4.0,,4.0,,,,,1.0,1.0,,,,1.0,,1.0,,,,,,2.0,1.0,,,4.0,,,2.0,,,,,,,,9,2.0,,,,,,,,,,,,,,,,,,,,,25.0,1.0,,0.75,,0.25,,0.5,,,,,,,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
