EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,DefThreePtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,Offensive Fouls,FoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,Usage,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,PenaltyOffPossPct,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,Steals,BadPassSteals,ShootingFouls,BlockingFouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGM,PenaltyArc3FGA,PtsUnassisted3s,ThreePtAssists,Arc3Assists,OffThreePtRebounds,FTDefRebounds,OffRebounds,SelfOReb,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,Offensive Fouls Drawn,LiveBallTurnoverPct,DefFTReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,SelfORebPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,LongMidRangeAssists,LostBallTurnovers,AtRimPctAssisted,SecondChanceFtPoints,Fg2aBlocked,OffTwoPtRebounds,Charge Fouls,Loose Ball Fouls,2pt And 1 Free Throw Trips,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffShortMidRangeReboundPct,Corner3Assists,LostBallSteals,BlockingFoulsDrawn,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,PtsPutbacks,Defensive 3 Seconds Violations,SecondChanceFg2Pct,OffAtRimReboundPct,OffCorner3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,HeaveMakes,HeaveAttempts,BlockedLongMidRange,Loose Ball Fouls Drawn,on,Travels,SecondChanceTurnovers,3SecondViolations,OffLongMidRangeReboundPct,Charge Fouls Drawn,Technical Free Throw Trips,LongMidRangePctBlocked,ShortMidRangeAssists,FTOffRebounds,LostBallOutOfBoundsTurnovers,DefensiveGoaltends,OffFTReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Fg3aBlocked,3pt And 1 Free Throw Trips,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,BlockedCorner3
101133,1610612754,Ian Mahinmi,Ian Mahinmi,101133,IND,690.0,12,-2.0,22,21.0,6,6.0,1.0,43,24.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,6,4.3478260869565215,0.2,0.09090909090909091,0.25,0.5,0.2727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
201228,1610612754,C.J. Watson,C.J. Watson,201228,IND,3267.0,54,24.0,108,104.0,46,51.0,9.0,212,104.0,5.0,9.0,9.0,,,,4.0,,4.0,1.0,,1.0,1.0,1.0,46,16.10169491525424,0.29411764705882354,0.17647058823529413,0.2857142857142857,1.0,0.42592592592592593,3.0,6.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,8.0,12.0,3.0,5.0,1.0,26.0,1.0,2.0,3.0,4.0,4.0,1.0,1.0,1.0,12.0,2.0,14.0,9.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,12.0,2.0,1.0,0.125,0.125,1.0,0.6,0.5,1.0,0.6,0.6666666666666666,1.0,0.7352941176470589,0.75,1.1,0.6842105263157895,0.75,1.0,0.29411764705882354,0.11764705882352941,0.07142857142857142,0.08333333333333333,0.25,0.3333333333333333,0.35294117647058826,0.5,0.5,0.17647058823529413,0.6666666666666666,0.6666666666666666,0.17647058823529413,1.0,1.0,0.3333333333333333,0.11764705882352941,1.0,1.0,1.0,0.17647058823529413,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,1.0,0.2,1.0,0.6470588235294118,0.3333333333333333,0.503929411764706,0.480825,0.42874000000000007,0.05555555555555555,0.07692307692307693,0.11538461538461539,0.46153846153846156,7.858333333333334,24.520000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
201588,1610612754,George Hill,George Hill,201588,IND,2724.0,45,11.0,91,85.0,33,63.0,2.0,176,93.0,2.0,3.0,4.0,1.0,3.0,1.0,2.0,,5.0,,,,,,33,21.50537634408602,0.125,0.05263157894736842,0.14285714285714285,,0.3626373626373626,2.0,3.0,1.0,2.0,,1.0,,,,,5.0,9.0,,,3.0,6.0,5.0,9.0,,21.0,,,,1.0,1.0,5.0,6.0,,17.0,,6.0,6.0,9.0,5.0,1.0,4.0,1.0,11.0,,,,1.0,,4.0,1.0,1.0,17.0,,1.0,,,0.4,0.5555555555555556,,0.8333333333333334,0.5555555555555556,0.5,1.0,0.7,,1.2142857142857142,0.6176470588235294,,1.0625,0.6,,,,,,0.2,0.6666666666666666,0.6666666666666666,0.13333333333333333,0.5,0.5,0.06666666666666667,,,,,,,,0.6,0.5555555555555556,0.5555555555555556,0.4,,,,,,0.8,0.5555555555555556,0.44828999999999997,,0.41232857142857143,0.0625,0.14285714285714285,,0.8095238095238095,6.8999999999999995,27.577777777777776,1.0,1.0,5.0,6.0,9.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.6666666666666666,0.2,0.05263157894736842,0.03333333333333333,0.05555555555555555,0.14285714285714285,0.14285714285714285,1.0,0.8571428571428571,0.8333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
202323,1610612754,Evan Turner,Evan Turner,202323,IND,683.0,11,-3.0,23,22.0,23,22.0,,45,23.0,,2.0,2.0,,1.0,1.0,,,,,,,,,23,8.695652173913043,,0.2,,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,2.0,,,,1.0,1.0,,,,2.0,2.0,,,,,2.0,2.0,1.0,4.0,2.0,,,,,,,,2.0,,,1.0,1.0,,,,,,1.0,1.0,1.0,,1.0,1.0,,1.0,,0.2857142857142857,,,0.3333333333333333,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,0.6651,,0.6651,,,,1.0,1.7,,1.0,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
203142,1610612754,Chris Copeland,Chris Copeland,203142,IND,4903.0,82,38.0,164,155.0,84,99.0,10.0,319,154.0,2.0,4.0,5.0,2.0,5.0,2.0,13.0,,6.0,3.0,2.0,1.0,3.0,3.0,84,20.571428571428573,0.07692307692307693,0.0547945205479452,0.09523809523809523,1.0,0.5121951219512195,4.0,7.0,2.0,5.0,,,,1.0,,,6.0,15.0,,,6.0,12.0,6.0,16.0,6.0,36.0,,,2.0,6.0,10.0,3.0,9.0,3.0,24.0,2.0,10.0,15.0,15.0,6.0,,1.0,,3.0,2.0,3.0,3.0,6.0,1.0,9.0,5.0,1.0,24.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.375,,0.3333333333333333,0.375,0.5,0.6,0.5357142857142857,,0.5526315789473685,0.5806451612903226,1.0,0.6,0.5714285714285714,0.0425531914893617,,0.06666666666666667,0.058823529411764705,,0.25,0.5714285714285714,0.8,0.17857142857142858,0.4,0.5,,,,,0.03571428571428571,,,,0.5357142857142857,0.4,0.4,0.8333333333333334,,,,,,0.8214285714285714,0.4,0.48661785714285716,,0.5016526315789474,0.16666666666666666,0.35714285714285715,0.05555555555555555,0.6666666666666666,4.266666666666667,25.943749999999998,4.0,7.0,3.0,9.0,3.0,1.0,1.0,,,1.0,,3.0,,2.0,,0.6,,,0.01694915254237288,,,0.3684210526315789,0.5714285714285714,0.47368421052631576,0.3333333333333333,,1.0,0.25,2.0,3.0,1.0,1.0,1.0,3.0,0.25,0.2857142857142857,0.2,0.03333333333333333,0.125,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
202331,1610612754,Paul George,Paul George,202331,IND,3813.0,64,38.0,124,119.0,46,73.0,9.0,243,112.0,3.0,15.0,15.0,2.0,5.0,2.0,6.0,,13.0,1.0,1.0,,1.0,1.0,46,27.61194029850746,0.15,0.23728813559322035,0.125,1.0,0.3709677419354839,7.0,7.0,2.0,2.0,1.0,2.0,1.0,2.0,,1.0,6.0,12.0,,,10.0,11.0,7.0,14.0,15.0,56.0,,,,1.0,2.0,,3.0,8.0,10.0,6.0,14.0,12.0,12.0,6.0,2.0,6.0,,16.0,11.0,4.0,1.0,2.0,,16.0,5.0,2.0,10.0,2.0,2.0,0.3,0.3,0.5714285714285714,0.5,,,0.5,0.9090909090909091,0.5,0.82,,0.2,0.875,,0.5555555555555556,0.56,0.28205128205128205,0.21428571428571427,0.35714285714285715,0.2727272727272727,0.25,0.28,1.0,1.0,0.08,1.0,1.0,0.08,0.5,0.5,,0.08,0.5,0.5,,0.48,0.5,0.5,0.6666666666666666,,,,0.2,,0.84,0.5,0.48960799999999993,,0.47951,0.2,0.3333333333333333,,0.17857142857142858,5.363636363636363,25.842857142857145,1.0,1.0,,2.0,9.0,4.0,2.0,,1.0,,,3.0,1.0,2.0,,0.6,0.2,,,,,0.2,1.0,0.4,,2.0,1.0,0.42857142857142855,,,,1.0,,1.0,,,,,,2.0,3.0,1.0,1.0,0.06666666666666667,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
202362,1610612754,Lance Stephenson,Lance Stephenson,202362,IND,2326.0,39,36.0,80,75.0,38,48.0,7.0,155,64.0,3.0,8.0,11.0,,,,2.0,,5.0,1.0,1.0,,1.0,,38,15.909090909090908,0.25,0.20512820512820512,0.2222222222222222,,0.475,5.0,8.0,,,,1.0,,1.0,,1.0,,1.0,,,5.0,9.0,,2.0,5.0,15.0,,,5.0,2.0,3.0,,1.0,,4.0,6.0,4.0,,1.0,,2.0,4.0,1.0,10.0,5.0,,,,,7.0,4.0,,4.0,,,0.6,1.0,,,,,,0.5555555555555556,0.6666666666666666,0.45454545454545453,1.0,0.5,0.5357142857142857,0.8333333333333334,0.5,0.18181818181818182,0.18518518518518517,0.16666666666666666,0.14285714285714285,0.25,0.3333333333333333,0.7272727272727273,0.625,0.7142857142857143,,,,0.09090909090909091,,,,0.09090909090909091,,,,0.09090909090909091,,,,,,,0.25,,0.9090909090909091,,0.5477363636363637,,0.5402,0.2857142857142857,0.3333333333333333,0.3333333333333333,0.26666666666666666,3.644444444444444,24.25,2.0,3.0,,,,2.0,2.0,2.0,,3.0,,,,,,,,0.15384615384615385,0.1,0.09090909090909091,,0.75,0.6666666666666666,,,1.0,,0.6,1.0,1.0,1.0,,,1.0,0.1111111111111111,0.125,,0.058823529411764705,,,,,,,2.0,2.0,2.0,2.0,4.0,1.0,1.0,0.1,0.5,1.0,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
202388,1610612754,Donald Sloan,Donald Sloan,202388,IND,928.0,15,4.0,32,30.0,32,20.0,1.0,62,33.0,,1.0,1.0,1.0,2.0,2.0,,,2.0,,,,,,32,33.33333333333333,,0.09090909090909091,,,1.0,,1.0,1.0,1.0,,1.0,,,,,1.0,4.0,,,1.0,3.0,1.0,4.0,2.0,7.0,,,,1.0,3.0,1.0,4.0,2.0,7.0,,2.0,,2.0,,2.0,3.0,2.0,7.0,1.0,1.0,1.0,,,4.0,1.0,1.0,7.0,,1.0,,,,0.25,,0.25,,0.3333333333333333,0.3333333333333333,0.35714285714285715,,0.35714285714285715,0.3888888888888889,,0.3888888888888889,0.5714285714285714,0.16666666666666666,,,0.2,,0.14285714285714285,,,0.14285714285714285,1.0,1.0,0.14285714285714285,,,,,,,,0.5714285714285714,0.25,0.25,,,,,,,0.7142857142857143,,0.4844333333333333,,0.4844333333333333,0.125,0.25,,1.0,8.166666666666666,31.474999999999998,,1.0,1.0,4.0,3.0,1.0,1.0,,,,,1.0,,1.0,,0.5,,,,,,0.14285714285714285,,0.5714285714285714,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446,1610612754,Rasual Butler,Rasual Butler,2446,IND,1027.0,17,7.0,35,33.0,32,20.0,2.0,68,35.0,1.0,2.0,2.0,,,,,,1.0,1.0,,,1.0,1.0,32,10.81081081081081,0.2,0.09090909090909091,0.25,1.0,0.9142857142857143,1.0,1.0,,,,,,1.0,,1.0,,1.0,,,1.0,1.0,,2.0,2.0,4.0,,,,1.0,1.0,,1.0,2.0,4.0,2.0,,,1.0,,,,,,,,,,,2.0,1.0,,4.0,,,1.0,1.0,,,,,,1.0,1.0,0.3333333333333333,,0.5,0.5,,0.6666666666666666,0.6666666666666666,,,,,,0.3333333333333333,1.0,1.0,,,,,,,,0.3333333333333333,,,,0.3333333333333333,,,,,,,0.5,,1.0,,0.6245999999999999,,0.639825,0.25,0.5,,1.0,0.7,24.15,1.0,1.0,,,,,,,1.0,,,,,,,,0.5,,,,,0.5,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
201579,1610612754,Roy Hibbert,Roy Hibbert,201579,IND,488.0,8,3.0,14,13.0,1,,1.0,27,14.0,,,,,1.0,,,,1.0,2.0,1.0,1.0,2.0,1.0,1,13.333333333333334,,,,0.5,0.07142857142857142,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
