EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PtsPutbacks,FTDefRebounds,Charge Fouls,Loose Ball Fouls,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,Corner3FGM,PenaltyCorner3FGA,PtsAssisted3s,Assisted3sPct,LongMidRangePctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,PenaltyCorner3Frequency,LostBallOutOfBoundsTurnovers,Offensive Fouls,3SecondViolations,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGM,ThreePtShootingFoulsDrawn,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,BlockedShortMidRange,on,Blocked3s,BlockedCorner3,HeaveAttempts,FTOffRebounds,OffFTReboundPct
201144,1610612763,Mike Conley,Mike Conley,201144,MEM,12167.0,203,-19,381,381,87.0,81,43,762,15.0,27.0,1.0,2.0,3.0,6.0,11.0,19.0,3.0,8.0,4.0,3.0,19.0,1.0,1.0,3.0,29.0,54,3.0,23.0,9.0,76,388,1.0,3.0,1.0,2.0,4.0,7.0,14.0,1.0,3.0,4.0,21.0,18.0,40.0,9.0,19.0,3.0,3.0,35.0,5.0,40.0,4.0,1.0,15.0,11.0,9.0,85.0,1.0,4.0,5.0,15.0,20.0,5.0,25,4.0,7.0,4.0,3.0,5.0,3.0,2.0,4.0,3.0,1.0,9.0,2.0,2.0,4.0,1.0,8.0,17.0,2.0,2.0,1.0,12.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,18.0,83.0,1.0,0.3103448275862069,0.3103448275862069,0.13043478260869565,0.3333333333333333,0.13043478260869565,0.5370370370370371,0.3333333333333333,0.5,0.43506493506493504,0.25,0.5,0.4573170731707317,0.4,0.525,0.2987012987012987,0.05555555555555555,0.07407407407407407,0.05263157894736842,21.21212121212121,0.5555555555555556,0.12,0.024539877300613498,0.07352941176470588,0.02631578947368421,0.10362694300518134,0.024875621890547265,0.03773584905660377,0.03125,0.1111111111111111,0.1111111111111111,0.0975609756097561,0.14583333333333334,0.05172413793103448,0.2,0.0975609756097561,0.35064935064935066,0.5555555555555556,0.6,0.2,0.24675324675324675,0.5789473684210527,0.6111111111111112,0.36363636363636365,0.1038961038961039,0.375,0.375,0.6666666666666666,0.05194805194805195,0.24675324675324675,0.15789473684210525,0.15789473684210525,0.5,0.5,0.25,0.35294117647058826,0.5,0.17647058823529413,0.3333333333333333,0.6493506493506493,0.15789473684210525,0.4907824675324676,0.43588333333333334,0.45652058823529407,0.0379746835443038,0.05357142857142857,0.05263157894736842,0.27631578947368424,6.846296296296296,24.76086956521739,0.2283464566929134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
201188,1610612763,Marc Gasol,Marc Gasol,201188,MEM,11841.0,197,-35,367,367,75.0,80,41,734,11.0,19.0,2.0,3.0,1.0,3.0,17.0,45.0,5.0,16.0,,,,,,,33.0,80,,,9.0,75,387,2.0,3.0,,2.0,6.0,3.0,14.0,,,5.0,11.0,46.0,20.0,,,,8.0,19.0,1.0,20.0,,1.0,7.0,6.0,6.0,41.0,2.0,6.0,8.0,23.0,32.0,8.0,40,2.0,5.0,4.0,1.0,4.0,,1.0,1.0,3.0,,5.0,1.0,1.0,8.0,,17.0,16.0,1.0,2.0,1.0,11.0,1.0,,4.0,2.0,2.0,2.0,2.0,11.0,71.0,2.0,0.696969696969697,0.71875,,,,0.4125,0.6666666666666666,0.21428571428571427,0.4125,0.6666666666666666,0.21428571428571427,0.4411764705882353,0.75,0.3235294117647059,,0.1,0.15789473684210525,0.1111111111111111,21.58273381294964,0.8,0.2,0.037037037037037035,0.12307692307692308,0.05263157894736842,0.17222222222222222,0.04,,0.04918032786885246,,0.21212121212121213,0.20588235294117646,0.1875,0.09259259259259259,0.2727272727272727,0.05263157894736842,0.2375,0.5789473684210527,0.6875,0.6363636363636364,0.5625,0.37777777777777777,0.425,0.6470588235294118,0.2,0.3125,0.3125,1.0,,,,,1.0,0.6666666666666666,,0.21428571428571427,0.3333333333333333,,,0.2375,,0.438595,0.6352,0.38795,0.04819277108433735,0.04819277108433735,0.08,0.14666666666666667,8.381250000000001,,0.20435967302452315,2.0,1.0,1.0,3.0,1.0,1.0,0.16666666666666666,0.061224489795918366,0.07142857142857142,0.5,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
201584,1610612763,Courtney Lee,Courtney Lee,201584,MEM,9481.0,158,-19,295,296,62.0,50,33,591,6.0,12.0,,2.0,,2.0,6.0,10.0,4.0,10.0,4.0,2.0,8.0,,1.0,1.0,16.0,32,3.0,12.0,8.0,49,315,,2.0,,,,1.0,5.0,1.0,2.0,5.0,10.0,24.0,8.0,,8.0,2.0,6.0,6.0,2.0,8.0,1.0,1.0,2.0,2.0,2.0,18.0,1.0,2.0,4.0,5.0,10.0,3.0,13,2.0,4.0,1.0,3.0,3.0,,2.0,,1.0,,3.0,,,9.0,,14.0,8.0,,,1.0,11.0,1.0,,3.0,3.0,2.0,2.0,2.0,9.0,59.0,2.0,0.75,0.75,0.25,0.5,0.25,0.5,,0.2,0.4659090909090909,,0.35714285714285715,0.5,,0.5,0.2727272727272727,0.1875,0.25,0.2,15.615615615615615,1.0,0.052083333333333336,0.015503875968992248,0.08,0.038461538461538464,0.06164383561643835,0.01935483870967742,0.023255813953488372,,,0.06896551724137931,0.03125,0.05714285714285714,0.07317073170731707,0.1111111111111111,0.10526315789473684,0.2727272727272727,0.5,0.6666666666666666,0.8333333333333334,0.22727272727272727,0.6,0.75,0.5,0.22727272727272727,0.4,0.4444444444444444,1.0,0.09090909090909091,0.18181818181818182,0.25,0.25,1.0,,,0.2857142857142857,,0.14285714285714285,1.0,0.5454545454545454,0.25,0.5086647727272728,0.3946,0.4369285714285715,0.06521739130434782,0.08823529411764706,,0.20408163265306123,8.687500000000002,24.658333333333335,0.21016949152542372,,1.0,,,,2.0,0.2,0.02564102564102564,0.05555555555555555,,1.0,1.0,9.0,1.0,0.1,0.25,0.25,1.0,1.0,0.14285714285714285,,,,,,,,,,,,,,,True,,,,,
202334,1610612763,Ed Davis,Ed Davis,202334,MEM,215.0,4,-1,6,7,,1,2,13,1.0,3.0,1.0,2.0,,,,1.0,,,,,,,,,1.0,4,,,,2,6,1.0,3.0,,,2.0,,,,,,,,2.0,,,,2.0,,,,,,,,,,,3.0,,,,3.0,3,1.0,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.3333333333333333,,0.25,0.3333333333333333,,0.25,0.3333333333333333,,,0.5,0.3333333333333333,1.0,50.0,1.0,,0.5,,,,0.42857142857142855,0.5,0.5,,,,,,,1.0,0.75,0.3333333333333333,0.5,,0.25,,,,,,,,,,,,0.6666666666666666,0.5,,,,,,0.75,,0.6015,0.6212333333333333,,,,1.0,,2.525,,,2.0,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
2216,1610612763,Zach Randolph,Zach Randolph,2216,MEM,14067.0,234,-32,439,437,110.0,91,54,876,23.0,41.0,5.0,12.0,5.0,10.0,10.0,37.0,9.0,25.0,,,1.0,,,1.0,42.0,103,,1.0,25.0,109,453,6.0,20.0,,7.0,19.0,7.0,21.0,,1.0,9.0,23.0,58.0,26.0,,1.0,,14.0,12.0,2.0,14.0,2.0,,3.0,6.0,3.0,30.0,3.0,14.0,16.0,18.0,35.0,17.0,52,3.0,5.0,4.0,1.0,5.0,,2.0,5.0,3.0,,10.0,1.0,3.0,5.0,,13.0,32.0,,2.0,1.0,41.0,5.0,,20.0,3.0,1.0,1.0,1.0,23.0,106.0,3.0,0.6904761904761905,0.7435897435897436,,,,0.4077669902912621,0.3,0.3333333333333333,0.40384615384615385,0.3,0.3181818181818182,0.44672131147540983,0.38,0.39655172413793105,0.009615384615384616,0.13592233009708737,0.21951219512195122,0.13513513513513514,26.13861386138614,0.5,0.125,0.0707070707070707,0.20512820512820512,0.06521739130434782,0.15315315315315314,0.06967213114754098,0.043478260869565216,0.1111111111111111,0.16666666666666666,0.11627906976744186,0.15217391304347827,0.10909090909090909,0.203125,0.21428571428571427,0.06382978723404255,0.3942307692307692,0.5609756097560976,0.71875,0.7391304347826086,0.3557692307692308,0.2702702702702703,0.3125,0.7,0.2403846153846154,0.36,0.36,0.5555555555555556,,0.009615384615384616,,,0.6,0.4166666666666667,,0.45454545454545453,0.5,0.045454545454545456,,0.40384615384615385,,0.47214855769230774,0.5020000000000001,0.491525,0.16806722689075632,0.1694915254237288,0.1743119266055046,0.21100917431192662,7.066019417475727,25.4,0.2505694760820046,6.0,1.0,,5.0,1.0,,0.16666666666666666,0.05263157894736842,0.029411764705882353,1.0,,,,,,,,,,,3.0,1.0,1.0,0.4,,,,,,,,,,,True,,,,,
2034,1610612763,Mike Miller,Mike Miller,2034,MEM,4651.0,78,-14,149,144,49.0,36,20,293,,1.0,,,,1.0,,2.0,,4.0,2.0,6.0,14.0,2.0,1.0,2.0,,7,7.0,16.0,5.0,26,145,,2.0,2.0,,6.0,,3.0,1.0,3.0,4.0,7.0,,,3.0,14.0,6.0,2.0,4.0,1.0,5.0,1.0,,2.0,1.0,1.0,11.0,,1.0,9.0,6.0,15.0,1.0,16,,4.0,1.0,3.0,1.0,,1.0,,,,1.0,,1.0,4.0,,8.0,3.0,,1.0,,7.0,,1.0,1.0,2.0,,,,7.0,48.0,2.0,,,0.4375,0.3333333333333333,0.4375,,,,0.45652173913043476,0.75,0.25,0.4807692307692308,0.75,0.4375,0.6956521739130435,0.2857142857142857,1.0,0.5,15.340909090909092,1.0,0.1276595744680851,0.014084507042253521,0.2903225806451613,,0.19230769230769232,0.010869565217391304,0.038461538461538464,,,0.14285714285714285,0.07142857142857142,0.15789473684210525,0.3076923076923077,0.2,,0.043478260869565216,,,,0.08695652173913043,,,,0.17391304347826086,,,,0.08695652173913043,0.6086956521739131,0.42857142857142855,0.42857142857142855,,,0.5,0.16666666666666666,,0.3333333333333333,0.5,0.7391304347826086,0.42857142857142855,0.4568739130434783,0.4383875,0.48150833333333337,0.041666666666666664,0.125,0.23076923076923078,0.2692307692307692,13.514285714285714,24.9375,0.3288590604026846,,,,1.0,,1.0,,,,,1.0,1.0,18.0,0.8571428571428571,,0.5,0.5,1.0,0.8333333333333334,0.16666666666666666,,,,,2.0,2.0,1.0,1.0,1.0,,,,,,True,,,,,
2419,1610612763,Tayshaun Prince,Tayshaun Prince,2419,MEM,5560.0,93,-16,163,170,4.0,14,17,333,2.0,4.0,1.0,2.0,,,,2.0,4.0,11.0,2.0,,1.0,,,,6.0,17,1.0,3.0,,15,173,2.0,3.0,,,4.0,,1.0,,,,,8.0,4.0,,1.0,,1.0,5.0,,5.0,,,2.0,2.0,1.0,10.0,1.0,2.0,1.0,1.0,3.0,3.0,6,,1.0,1.0,,,,,1.0,,1.0,1.0,,,2.0,,6.0,,,,,,,,,,,,,,4.0,,0.6666666666666666,0.8,0.3333333333333333,,0.3333333333333333,0.35294117647058826,0.6666666666666666,,0.375,0.6666666666666666,,0.375,0.6666666666666666,,0.15,0.058823529411764705,,0.5,11.41304347826087,,0.01639344262295082,0.0273972602739726,0.045454545454545456,0.05,0.024096385542168676,0.03225806451612903,0.05555555555555555,0.03333333333333333,,,0.04,,0.05555555555555555,,,0.2,0.5,0.5,,0.1,,,,0.55,0.36363636363636365,0.36363636363636365,1.0,0.1,0.05,,,0.6666666666666666,0.5,,,,,,0.35,,0.457465,0.4507333333333334,0.3535,,,0.26666666666666666,,13.417647058823528,23.7,0.024539877300613498,2.0,1.0,,,,1.0,0.3333333333333333,,0.07142857142857142,,1.0,,3.0,1.0,,0.5,0.5,1.0,,,,,,,,,,,,,,,,,True,,,,,
2754,1610612763,Tony Allen,Tony Allen,2754,MEM,7902.0,132,-11,252,248,98.0,65,36,500,12.0,22.0,2.0,6.0,5.0,10.0,,1.0,1.0,6.0,2.0,,1.0,,,,13.0,29,,3.0,5.0,31,259,3.0,8.0,,,6.0,5.0,11.0,,1.0,1.0,11.0,12.0,14.0,,1.0,,4.0,6.0,,6.0,,,6.0,,,12.0,2.0,8.0,9.0,9.0,19.0,10.0,29,1.0,11.0,7.0,4.0,2.0,2.0,1.0,5.0,1.0,1.0,7.0,3.0,3.0,7.0,,15.0,7.0,,,2.0,7.0,1.0,,3.0,1.0,,,,10.0,94.0,,0.46153846153846156,0.5454545454545454,,,,0.4482758620689655,0.375,0.45454545454545453,0.40625,0.375,0.4166666666666667,0.44285714285714284,0.375,0.4230769230769231,0.09375,0.13793103448275862,0.18181818181818182,,14.285714285714286,0.2857142857142857,0.1125,0.07142857142857142,0.1836734693877551,0.08695652173913043,0.13953488372093023,0.07407407407407407,0.0425531914893617,0.08333333333333333,,0.034482758620689655,0.15,0.16129032258064516,0.2,0.1111111111111111,0.06666666666666667,0.6875,0.5454545454545454,0.6666666666666666,0.4166666666666667,0.03125,,,,0.1875,0.16666666666666666,0.16666666666666666,1.0,0.0625,0.03125,,,0.75,0.3333333333333333,,0.8333333333333334,0.5,,,0.78125,,0.620284375,0.6095833333333333,0.6932,0.08823529411764706,0.0967741935483871,0.1935483870967742,0.3548387096774194,4.76551724137931,23.5,0.3888888888888889,4.0,1.0,,,,3.0,0.3333333333333333,0.10344827586206896,0.11764705882352941,,,1.0,,,,,,,,0.08333333333333333,2.0,,,,,,,,,,,,,,True,,,,,
201949,1610612763,James Johnson,James Johnson,201949,MEM,797.0,13,-4,26,27,7.0,10,3,53,1.0,5.0,,1.0,,1.0,,,,,1.0,1.0,2.0,,1.0,1.0,1.0,5,2.0,3.0,5.0,13,28,,1.0,,1.0,1.0,,1.0,2.0,2.0,,6.0,,2.0,3.0,2.0,1.0,1.0,,,,,,,,,,,2.0,,1.0,1.0,2.0,3,,1.0,1.0,,,,,,,,,,,1.0,,1.0,3.0,,,,7.0,,,2.0,,,,,6.0,7.0,,,,0.6666666666666666,1.0,0.6666666666666666,0.2,,,0.5,,1.0,0.5909090909090909,0.25,1.0,0.375,0.2,0.2,,36.66666666666667,,0.14285714285714285,0.15384615384615385,,,0.08333333333333333,0.11764705882352941,0.2222222222222222,,,0.25,,,,,,0.625,0.2,0.25,,,,,,,,,,0.125,0.25,0.5,0.5,1.0,,,0.3333333333333333,,0.3333333333333333,1.0,1.0,0.5,0.64474375,0.7144,0.5531833333333334,0.2727272727272727,0.2857142857142857,0.07692307692307693,0.46153846153846156,0.5,25.333333333333332,0.2692307692307692,,,,,,,,,,,1.0,1.0,3.0,0.5,,1.0,1.0,1.0,,0.3333333333333333,,,,,,,,,,1.0,1.0,1.0,0.25,,True,,,,,
2757,1610612763,Beno Udrih,Beno Udrih,2757,MEM,2388.0,40,-15,76,71,32.0,20,13,147,2.0,4.0,,1.0,,,1.0,1.0,2.0,5.0,1.0,1.0,3.0,,,1.0,5.0,10,1.0,4.0,4.0,17,76,,1.0,,,,1.0,3.0,,1.0,3.0,5.0,8.0,2.0,,3.0,1.0,,1.0,1.0,2.0,,1.0,1.0,,,5.0,,2.0,2.0,3.0,5.0,2.0,7,,1.0,,1.0,,2.0,,2.0,,,2.0,,1.0,5.0,,7.0,4.0,,,,8.0,,,2.0,2.0,,,,5.0,32.0,2.0,0.8,0.8,0.25,,0.25,0.5,,0.3333333333333333,0.4642857142857143,,0.25,0.4722222222222222,,0.35714285714285715,0.2857142857142857,,,,20.833333333333336,,0.125,0.045454545454545456,0.16666666666666666,,0.1388888888888889,0.03773584905660377,0.05555555555555555,0.07692307692307693,,0.125,,0.2,0.125,0.25,,0.2857142857142857,0.5,0.5,1.0,0.07142857142857142,1.0,1.0,1.0,0.35714285714285715,0.4,0.4,0.5,0.07142857142857142,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,,,,,0.25,,0.5714285714285714,0.3333333333333333,0.5195964285714285,0.7315,0.40445,0.125,0.16666666666666666,,0.29411764705882354,10.32,24.475,0.42105263157894735,,,,,,,,,,,,,3.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,True,,,,,
