EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,BlockingFouls,Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,3pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,PenaltyAtRimFGM,ShortMidRangeFGM,SecondChanceFG2M,PtsPutbacks,LongMidRangeAssists,SelfOReb,Travels,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,2pt And 1 Free Throw Trips,SecondChanceFg2Pct,SecondChanceEfgPct,LongMidRangePctBlocked,OffLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,LostBallTurnovers,Charge Fouls,NonShootingPenaltyNonTakeFouls,HeaveAttempts,OffArc3ReboundPct,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,Corner3Assists,Technical Free Throw Trips,Blocked3s,BlockedCorner3,SecondChanceFg3Pct,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LostBallOutOfBoundsTurnovers,BlockedArc3,PenaltyCorner3FGM,PenaltyCorner3FGA,BlockingFoulsDrawn,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,3SecondViolations,StepOutOfBoundsTurnovers,on,DefensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTOffRebounds,OffFTReboundPct
101110,1610612764,Martell Webster,Martell Webster,101110,WAS,11717.0,195.0,-14.0,359.0,352,115.0,107,47.0,711,4.0,8.0,2.0,2.0,1.0,5.0,6.0,3.0,8.0,1.0,3.0,18.0,1.0,1.0,4.0,9.0,15.0,6.0,26.0,6.0,42.0,369,2.0,2.0,2.0,2.0,2.0,4.0,1.0,4.0,4.0,11.0,12.0,6.0,18.0,18.0,3.0,2.0,3.0,2.0,5.0,2.0,2.0,1.0,12.0,1.0,3.0,5.0,15.0,1.0,21.0,4.0,25.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,6.0,1.0,14.0,1.0,14.0,1.0,2.0,2.0,9.0,1.0,3.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,4.0,11.0,115.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.23076923076923078,0.25,0.23076923076923078,0.6,0.5,0.43902439024390244,0.4375,0.4666666666666667,0.2,0.55,0.6341463414634146,0.13333333333333333,0.125,1.0,11.893203883495145,0.25,0.06666666666666667,0.125,0.02158273381294964,0.11627906976744186,0.02564102564102564,0.12269938650306748,0.02247191011235955,0.02127659574468085,0.04878048780487805,0.08333333333333333,0.13333333333333333,0.1111111111111111,0.13333333333333333,0.17857142857142858,0.8,0.1951219512195122,0.5,0.5714285714285714,0.75,0.024390243902439025,0.14634146341463414,0.8333333333333334,0.8333333333333334,0.6,0.1951219512195122,0.375,0.375,1.0,0.43902439024390244,0.16666666666666666,0.16666666666666666,1.0,0.5,0.25,0.25,0.25,0.5,0.25,0.8292682926829268,0.16666666666666666,0.5335914634146339,0.556875,0.463725,0.09090909090909091,0.16666666666666666,0.038461538461538464,0.047619047619047616,0.2619047619047619,8.853333333333333,25.04615384615385,0.3203342618384401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
101162,1610612764,Marcin Gortat,Marcin Gortat,101162,WAS,5402.0,90.0,12.0,166.0,162,68.0,67,25.0,328,7.0,14.0,5.0,5.0,12.0,,3.0,,,,,,,,,9.0,29.0,,,12.0,30.0,159,7.0,,5.0,13.0,5.0,15.0,,,4.0,14.0,10.0,8.0,,,,4.0,1.0,,1.0,,,,2.0,1.0,11.0,3.0,13.0,1.0,17.0,12.0,29.0,2.0,1.0,1.0,2.0,,2.0,3.0,5.0,2.0,,3.0,,12.0,,1.0,,17.0,,7.0,,2.0,5.0,2.0,1.0,2.0,5.0,4.0,14.0,68.0,2.0,0.5555555555555556,1.0,,,,,0.3103448275862069,0.3333333333333333,0.3103448275862069,0.3333333333333333,0.40540540540540543,0.65,0.3684210526315789,,0.13793103448275862,0.14285714285714285,0.08333333333333333,21.53846153846154,0.4,0.14285714285714285,0.19117647058823528,0.16417910447761194,0.21428571428571427,0.05263157894736842,0.1951219512195122,0.13953488372093023,0.2916666666666667,0.09090909090909091,0.14285714285714285,0.2,0.12,0.25,0.14285714285714285,0.8,0.4827586206896552,0.5,0.5833333333333334,0.42857142857142855,0.41379310344827586,0.10344827586206896,,,,,,,,,,,,0.7142857142857143,,,0.3333333333333333,,,0.4827586206896552,,0.4841931034482758,0.57738,0.4528,0.2,0.2,,0.43333333333333335,0.4666666666666667,5.76551724137931,,0.40963855421686746,4.0,3.0,2.0,4.0,8.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.5714285714285714,0.5714285714285714,0.3333333333333333,0.09523809523809523,0.2857142857142857,0.125,0.16666666666666666,0.18181818181818182,1.0,0.8,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1733,1610612764,Al Harrington,Al Harrington,1733,WAS,2568.0,43.0,-5.0,82.0,82,32.0,27,8.0,164,4.0,4.0,,1.0,1.0,,1.0,,1.0,,,3.0,1.0,,2.0,5.0,6.0,,4.0,5.0,15.0,82,,1.0,,,1.0,2.0,,2.0,1.0,3.0,4.0,6.0,,3.0,,,,,,,,,,,,2.0,7.0,1.0,10.0,,10.0,3.0,1.0,2.0,1.0,,,2.0,3.0,7.0,,11.0,1.0,5.0,,1.0,,7.0,,3.0,,1.0,,,,,,,3.0,32.0,,0.4,0.4,,,,,0.8333333333333334,0.5,0.5,0.25,0.5357142857142857,,0.3,0.4,,,,17.77777777777778,0.3333333333333333,0.25,0.28,,0.16666666666666666,,0.24324324324324326,,,,,0.4444444444444444,0.16666666666666666,0.25,0.25,,0.4,1.0,1.0,0.25,0.1,0.1,,,,0.1,,,,0.3,,,,,,1.0,0.25,0.5,,0.8,,0.59782,0.4767,0.5382375,0.23076923076923078,0.3333333333333333,,,0.2,4.716666666666667,26.375,0.3902439024390244,,1.0,1.0,,,,,,,1.0,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1889,1610612764,Andre Miller,Andre Miller,1889,WAS,6193.0,103.0,-13.0,176.0,179,32.0,25,22.0,355,9.0,18.0,,4.0,10.0,1.0,7.0,,1.0,,1.0,2.0,,,1.0,15.0,35.0,1.0,3.0,5.0,38.0,190,1.0,,2.0,2.0,2.0,5.0,,1.0,2.0,6.0,10.0,20.0,3.0,1.0,1.0,6.0,6.0,3.0,9.0,3.0,5.0,,21.0,1.0,1.0,3.0,5.0,,8.0,2.0,10.0,3.0,1.0,2.0,6.0,,5.0,1.0,7.0,4.0,,12.0,,10.0,,1.0,,7.0,,4.0,,,,,,,,,6.0,32.0,,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,0.5,0.42857142857142855,0.4,0.4342105263157895,0.3333333333333333,0.4634146341463415,0.5,0.42857142857142855,0.07894736842105263,0.17142857142857143,0.2777777777777778,0.1,23.762376237623762,0.8571428571428571,,0.09259259259259259,0.014285714285714285,0.1111111111111111,0.0625,0.09876543209876543,0.023255813953488372,0.043478260869565216,,,,0.05263157894736842,0.18181818181818182,,,0.47368421052631576,0.5,0.6923076923076923,0.5555555555555556,0.2631578947368421,0.18421052631578946,0.14285714285714285,0.14285714285714285,,0.02631578947368421,,,,0.05263157894736842,0.5,0.5,1.0,,,,0.6666666666666666,0.16666666666666666,,0.5526315789473685,1.0,0.4611364864864865,,0.53264,0.0975609756097561,0.10526315789473684,,0.05263157894736842,0.15789473684210525,6.508571428571428,38.199999999999996,0.18181818181818182,,1.0,5.0,,,1.0,,1.0,1.0,2.0,1.0,1.0,,,,,0.3,,0.5,0.5555555555555556,,,0.25,1.0,,1.0,1.0,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,True,,,,,,
203078,1610612764,Bradley Beal,Bradley Beal,203078,WAS,7200.0,120.0,,214.0,212,33.0,29,25.0,426,7.0,14.0,2.0,3.0,7.0,10.0,17.0,1.0,2.0,,8.0,13.0,2.0,1.0,1.0,20.0,38.0,9.0,15.0,10.0,77.0,223,2.0,2.0,1.0,8.0,1.0,7.0,1.0,1.0,1.0,6.0,12.0,28.0,21.0,13.0,8.0,4.0,17.0,2.0,19.0,,6.0,1.0,40.0,,4.0,3.0,7.0,,10.0,4.0,14.0,5.0,4.0,1.0,5.0,,1.0,3.0,8.0,4.0,,11.0,,7.0,,,1.0,11.0,,5.0,,,1.0,,1.0,,2.0,2.0,6.0,33.0,,0.3,0.3157894736842105,0.7777777777777778,0.6,1.0,0.6,0.5263157894736842,0.14285714285714285,0.6320754716981132,0.3125,0.6607142857142857,1.0,0.3125,0.2830188679245283,0.10526315789473684,0.21428571428571427,,26.55601659751037,0.625,,0.1,0.05128205128205128,0.10344827586206896,,0.10101010101010101,0.0392156862745098,0.037037037037037035,,,0.125,0.034482758620689655,0.16,0.05263157894736842,1.0,0.2641509433962264,0.5,0.6363636363636364,0.42857142857142855,0.1320754716981132,0.32075471698113206,0.5882352941176471,0.625,0.2,0.03773584905660377,0.5,0.5,1.0,0.24528301886792453,0.6153846153846154,0.6153846153846154,0.75,0.5,,0.5,0.375,0.125,1.0,0.5471698113207547,0.6153846153846154,0.48434622641509445,0.5403333333333333,0.48274375,0.08928571428571429,0.12195121951219512,,0.1038961038961039,0.07792207792207792,11.052631578947368,25.613333333333333,0.1542056074766355,2.0,,3.0,2.0,2.0,10.0,,,1.0,2.0,1.0,2.0,1.0,0.875,0.058823529411764705,0.10714285714285714,0.2,,0.42857142857142855,0.42857142857142855,0.3333333333333333,1.0,,4.0,1.0,1.0,,,1.0,1.0,6.0,2.0,3.0,1.0,1.0,0.5,0.5,0.5,1.0,,,,,,,,,,True,,,,,,
202322,1610612764,John Wall,John Wall,202322,WAS,5198.0,87.0,5.0,169.0,159,69.0,68,23.0,328,4.0,11.0,,5.0,9.0,6.0,23.0,,1.0,,3.0,6.0,,2.0,3.0,13.0,43.0,3.0,7.0,11.0,46.0,162,4.0,,,2.0,6.0,23.0,2.0,3.0,9.0,27.0,4.0,22.0,6.0,5.0,3.0,2.0,15.0,7.0,22.0,3.0,8.0,3.0,51.0,,1.0,3.0,6.0,,9.0,1.0,10.0,3.0,3.0,,7.0,2.0,5.0,4.0,11.0,,,3.0,,10.0,,,,13.0,,4.0,1.0,2.0,,,,,1.0,1.0,27.0,69.0,2.0,0.15384615384615385,0.15384615384615385,0.6666666666666666,0.42857142857142855,0.6666666666666666,0.5,0.3023255813953488,0.2608695652173913,0.35,0.34615384615384615,0.41818181818181815,0.25,0.45,0.14,0.046511627906976744,0.09090909090909091,0.1111111111111111,34.02061855670103,0.6363636363636364,,0.09230769230769231,0.015384615384615385,0.2,,0.1125,0.011904761904761904,,0.05555555555555555,,0.11764705882352941,0.08,0.08695652173913043,0.3,1.0,0.22,0.36363636363636365,0.4,0.5,0.18,0.46,0.2608695652173913,0.2608695652173913,,0.02,,,,0.12,0.5,0.5,0.6666666666666666,,,,0.19230769230769232,0.11538461538461539,0.6666666666666666,0.36,0.6,0.43600816326530617,0.3994,0.41390000000000005,0.09433962264150944,0.08888888888888889,0.125,0.043478260869565216,0.5869565217391305,12.188372093023256,34.1,0.40828402366863903,,2.0,3.0,1.0,,4.0,,,,4.0,,2.0,0.25,0.25,,,,,0.3333333333333333,0.375,,,0.4,2.0,1.0,,1.0,,,,3.0,4.0,,1.0,,,,,,1.0,1.0,,,,,,,,True,,,,,,
2772,1610612764,Trevor Ariza,Trevor Ariza,2772,WAS,4185.0,70.0,-2.0,135.0,124,71.0,62,21.0,259,2.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,,1.0,3.0,,1.0,3.0,5.0,7.0,3.0,6.0,2.0,21.0,129,2.0,,,2.0,4.0,5.0,3.0,6.0,1.0,18.0,10.0,,9.0,3.0,1.0,,1.0,,1.0,,,,2.0,,1.0,2.0,6.0,4.0,12.0,1.0,13.0,3.0,2.0,1.0,1.0,3.0,,3.0,4.0,,,2.0,,2.0,,,,4.0,,2.0,,,,,,,,,18.0,71.0,,1.0,1.0,1.0,0.5,0.5,0.5,0.7142857142857143,0.8,0.7307692307692307,0.7727272727272727,0.7,0.5,0.75,0.46153846153846156,,,,11.949685534591195,0.25,0.8,0.125,0.017857142857142856,0.15384615384615385,,0.13114754098360656,0.014705882352941176,,,,,0.2,0.15789473684210525,,,0.23076923076923078,0.6666666666666666,0.6666666666666666,1.0,0.07692307692307693,0.23076923076923078,0.6666666666666666,0.6666666666666666,1.0,0.23076923076923078,0.6666666666666666,0.6666666666666666,1.0,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,0.5,,,0.18181818181818182,0.2727272727272727,0.3333333333333333,0.6923076923076923,0.3333333333333333,0.4769076923076922,0.5325,0.46176363636363627,0.13333333333333333,0.2222222222222222,,0.09523809523809523,0.8571428571428571,9.271428571428572,24.933333333333334,0.5259259259259259,,1.0,1.0,1.0,,1.0,,,,1.0,,,0.5,0.5,,0.045454545454545456,0.4,,1.0,1.0,1.0,,0.5,1.0,,,,,,,,,,,,,,,,,,2.0,3.0,1.0,0.2727272727272727,0.6666666666666666,,,True,,,,,,
202344,1610612764,Trevor Booker,Trevor Booker,202344,WAS,5434.0,91.0,-54.0,159.0,163,49.0,45,21.0,322,5.0,9.0,2.0,2.0,4.0,2.0,2.0,,1.0,,,,,,,7.0,15.0,,1.0,2.0,16.0,193,4.0,,,2.0,3.0,4.0,,1.0,,6.0,8.0,6.0,,,,3.0,5.0,1.0,6.0,1.0,3.0,,13.0,2.0,6.0,3.0,9.0,3.0,15.0,8.0,23.0,2.0,,2.0,,,,3.0,3.0,8.0,,19.0,1.0,4.0,,1.0,,4.0,,2.0,,,2.0,1.0,1.0,,2.0,2.0,6.0,49.0,,0.5714285714285714,0.6666666666666666,,,,,0.4666666666666667,0.75,0.4375,0.6,0.4444444444444444,0.25,0.6,0.0625,0.2,0.2222222222222222,0.25,11.475409836065573,,0.6,0.1836734693877551,0.08571428571428572,0.13043478260869565,0.15384615384615385,0.16666666666666666,0.0963855421686747,0.05263157894736842,0.1,,0.21428571428571427,0.125,0.21052631578947367,0.125,1.0,0.5625,0.5555555555555556,0.7142857142857143,0.4,0.25,0.125,1.0,1.0,1.0,0.0625,,,,,,,,0.5,,,0.4,,,0.625,,0.47710624999999995,0.554475,0.4439,0.1111111111111111,0.11764705882352941,,0.125,0.375,5.333333333333333,24.3,0.3081761006289308,1.0,1.0,,1.0,2.0,2.0,1.0,1.0,,,4.0,,0.25,0.25,,0.0967741935483871,0.14285714285714285,0.16666666666666666,,,,0.5,0.5,,,2.0,,0.2222222222222222,,,,,,,,,,,,,,,1.0,,0.2,,1.0,,True,,,,,,
2400,1610612764,Drew Gooden,Drew Gooden,2400,WAS,5417.0,90.0,24.0,166.0,158,44.0,40,21.0,324,5.0,10.0,6.0,2.0,5.0,4.0,8.0,,1.0,,,,,,,9.0,23.0,,1.0,3.0,21.0,154,9.0,,2.0,8.0,3.0,5.0,,,,6.0,12.0,6.0,,,,,4.0,,4.0,,2.0,,8.0,4.0,8.0,4.0,10.0,2.0,16.0,12.0,28.0,1.0,1.0,,,,,1.0,1.0,12.0,3.0,17.0,,6.0,,1.0,2.0,4.0,,2.0,,,2.0,1.0,,1.0,2.0,1.0,6.0,44.0,,0.6666666666666666,0.75,,,,,0.391304347826087,0.6,0.375,0.6,0.40384615384615385,0.4,0.6,0.041666666666666664,,,,14.136125654450263,,0.5,0.16393442622950818,0.13114754098360656,0.23529411764705882,0.2,0.1794871794871795,0.14814814814814814,0.14285714285714285,0.14285714285714285,0.1111111111111111,0.08333333333333333,0.28,0.08333333333333333,0.3,0.5,0.4166666666666667,0.5,0.5,0.4,0.20833333333333334,0.3333333333333333,0.5,0.5,1.0,0.041666666666666664,,,,,,,,0.6666666666666666,,,0.4,,,0.4583333333333333,,0.47098541666666666,0.5763571428571429,0.45732,0.07692307692307693,0.08,,0.38095238095238093,0.2857142857142857,9.6,23.2,0.26506024096385544,2.0,1.0,,3.0,2.0,2.0,1.0,,,,,,0.3333333333333333,0.3333333333333333,,0.10526315789473684,0.14285714285714285,0.06666666666666667,,,,0.3333333333333333,0.5,,,1.0,,0.2727272727272727,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,
2403,1610612764,Nene,Nene,2403,WAS,4293.0,72.0,-9.0,128.0,126,21.0,22,16.0,254,9.0,12.0,2.0,,8.0,8.0,20.0,,,,,,,,,20.0,40.0,,,2.0,42.0,136,6.0,,,4.0,3.0,6.0,,,,6.0,30.0,10.0,,,,2.0,4.0,4.0,8.0,4.0,4.0,,20.0,,2.0,6.0,8.0,2.0,16.0,2.0,18.0,2.0,1.0,1.0,2.0,2.0,,4.0,6.0,5.0,1.0,11.0,2.0,12.0,,1.0,,6.0,,2.0,,1.0,3.0,1.0,,2.0,3.0,2.0,6.0,21.0,1.0,0.75,0.75,,,,,0.5,0.5,0.5,0.5,0.4883720930232558,0.3333333333333333,0.42857142857142855,,0.05,0.08333333333333333,0.125,33.56164383561644,0.3333333333333333,0.2857142857142857,0.21621621621621623,0.04081632653061224,0.3157894736842105,,0.25,0.03278688524590164,0.05555555555555555,0.1,,0.2,0.3333333333333333,0.13333333333333333,0.2857142857142857,0.6666666666666666,0.3,0.75,0.8181818181818182,0.7777777777777778,0.2,0.5,0.4,0.4,1.0,,,,,,,,,0.3333333333333333,,,,,,0.3,,0.44732249999999996,0.5054333333333333,0.37779999999999997,0.047619047619047616,0.047619047619047616,,0.09523809523809523,0.14285714285714285,11.1825,,0.1640625,2.0,,3.0,2.0,,,1.0,,1.0,,1.0,,0.3333333333333333,0.3333333333333333,,,0.4,0.05555555555555555,0.375,0.42857142857142855,,1.0,,2.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,True,,,,,,
