EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,PlusMinus,DefPoss,TotalPoss,OpponentPoints,Minutes,OffPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PtsPutbacks,Corner3Assists,AtRimAssists,ShortMidRangeAssists,FTOffRebounds,FTDefRebounds,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,BlockingFouls,Charge Fouls,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChancePointsPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,HeaveAttempts,Fg3aBlocked,Charge Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,on,Defensive 3 Seconds Violations,HeaveMakes
101133,1610612754,Ian Mahinmi,Ian Mahinmi,101133,IND,23.0,-2.0,1.0,1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
201228,1610612754,C.J. Watson,C.J. Watson,201228,IND,6903.0,-56.0,208.0,415,247.0,115.0,207.0,59.0,26.0,20.0,3.0,6.0,1.0,3.0,1.0,5.0,1.0,3.0,1.0,2.0,5.0,9.0,1.0,3.0,5.0,5.0,14.0,6.0,12.0,11.0,39.0,2.0,1.0,2.0,4.0,7.0,2.0,14.0,2.0,8.0,15.0,3.0,9.0,5.0,2.0,2.0,2.0,4.0,2.0,2.0,10.0,1.0,1.0,5.0,8.0,13.0,2.0,15.0,1.0,6.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,6.0,1.0,4.0,9.0,1.0,1.0,14.0,1.0,1.0,15.0,2.0,5.0,4.0,14.0,59.0,1.0,2.0,0.2,0.2,0.8333333333333334,0.5,0.5714285714285714,0.5,0.35714285714285715,0.5384615384615384,0.6666666666666666,0.5909090909090909,0.6363636363636364,0.46153846153846156,0.14285714285714285,0.16666666666666666,0.2,16.593886462882097,0.5,0.12903225806451613,0.012987012987012988,0.14705882352941177,0.05,0.13541666666666666,0.020618556701030927,0.03125,0.07142857142857142,0.14285714285714285,0.043478260869565216,0.2222222222222222,0.15384615384615385,0.125,0.07692307692307693,0.23076923076923078,0.5,0.6,0.3333333333333333,0.11538461538461539,0.3333333333333333,0.3333333333333333,0.19230769230769232,0.2,0.25,0.11538461538461539,0.3333333333333333,0.3333333333333333,1.0,0.34615384615384615,0.5555555555555556,0.5555555555555556,0.8,0.3333333333333333,0.2222222222222222,0.5,0.5555555555555556,0.6,0.6923076923076923,0.5555555555555556,0.49722692307692307,0.431725,0.5148166666666667,0.1724137931034483,0.29411764705882354,0.358974358974359,9.364285714285714,25.01666666666667,0.28502415458937197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
201579,1610612754,Roy Hibbert,Roy Hibbert,201579,IND,32511.0,-33.0,980.0,1956,1033.0,542.0,976.0,259.0,157.0,106.0,31.0,56.0,28.0,73.0,7.0,17.0,,1.0,,,,,,,,66.0,146.0,,1.0,44.0,176.0,23.0,,42.0,,,28.0,72.0,78.0,54.0,,,,,16.0,11.0,6.0,17.0,3.0,2.0,40.0,6.0,36.0,23.0,34.0,61.0,43.0,104.0,3.0,4.0,3.0,1.0,7.0,,2.0,18.0,5.0,25.0,6.0,32.0,62.0,9.0,8.0,55.0,,1.0,57.0,5.0,19.0,12.0,72.0,258.0,2.0,12.0,0.5909090909090909,0.7090909090909091,,,,,0.4520547945205479,0.4489795918367347,0.5238095238095238,0.5086705202312138,0.631578947368421,0.006802721088435374,0.1095890410958904,0.17857142857142858,,18.13186813186813,0.28,0.10862619808306709,0.10843373493975904,0.12921348314606743,0.05660377358490566,0.11608961303462322,0.0958904109589041,0.10084033613445378,0.041666666666666664,0.09615384615384616,0.15384615384615385,0.0847457627118644,0.1386861313868613,0.0975609756097561,0.046875,0.38095238095238093,0.5535714285714286,0.6739130434782609,0.5161290322580645,0.4965986394557823,0.3835616438356164,0.417910447761194,0.11564625850340136,0.4117647058823529,0.4117647058823529,0.006802721088435374,,,,,,,,,,,,,0.3877551020408163,,0.45476258503401357,0.5417095238095238,0.4419857142857143,0.11801242236024845,0.11875,0.4090909090909091,6.426027397260274,24.2,0.26536885245901637,11.0,17.0,12.0,20.0,14.0,14.0,42.0,22.0,22.0,3.0,8.0,1.0,1.0,4.0,1.0,2.0,3.0,2.0,3.0,7.0,26.0,19.0,7.0,26.0,15.0,1.0,2.0,0.6086956521739131,0.5238095238095238,0.6086956521739131,0.6774193548387096,0.0821917808219178,0.19047619047619047,0.02702702702702703,0.13186813186813187,0.09836065573770492,0.08823529411764706,0.5769230769230769,0.6071428571428571,0.8571428571428571,0.7391304347826086,0.6470588235294118,0.09090909090909091,0.47619047619047616,0.6,0.23863636363636365,,,,,,,,,,,,,,,,,,,,,,,,,True,,
202323,1610612754,Evan Turner,Evan Turner,202323,IND,2276.0,-27.0,75.0,147,89.0,38.0,72.0,23.0,18.0,5.0,,,1.0,3.0,3.0,6.0,1.0,1.0,,,,1.0,,,,4.0,9.0,1.0,2.0,3.0,14.0,,,1.0,,,,,,8.0,3.0,,1.0,,,2.0,2.0,4.0,2.0,1.0,10.0,,,3.0,3.0,7.0,,7.0,,2.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,5.0,2.0,1.0,3.0,1.0,,2.0,,,3.0,1.0,2.0,,,23.0,,,,,1.0,0.5,,0.5,0.4444444444444444,0.5,,0.5833333333333334,,0.18181818181818182,,,,22.07792207792208,0.8,0.13043478260869565,,0.3,,0.18181818181818182,,,,0.16666666666666666,0.1,0.14285714285714285,0.2857142857142857,0.3333333333333333,,,,,,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.5454545454545454,0.5,0.5,0.09090909090909091,1.0,1.0,1.0,0.09090909090909091,,,,,,,,,0.18181818181818182,,0.41585909090909096,,0.4206,0.16666666666666666,0.2,,14.222222222222221,24.35,0.3194444444444444,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
202331,1610612754,Paul George,Paul George,202331,IND,30449.0,5.0,916.0,1829,952.0,507.0,913.0,233.0,143.0,103.0,33.0,44.0,7.0,22.0,16.0,54.0,11.0,23.0,3.0,5.0,20.0,57.0,4.0,3.0,16.0,56.0,120.0,31.0,80.0,65.0,270.0,14.0,8.0,24.0,6.0,21.0,27.0,67.0,42.0,70.0,69.0,24.0,56.0,20.0,10.0,37.0,6.0,43.0,6.0,12.0,92.0,1.0,5.0,32.0,48.0,86.0,6.0,92.0,1.0,22.0,12.0,10.0,23.0,6.0,16.0,9.0,7.0,32.0,5.0,11.0,36.0,2.0,1.0,72.0,4.0,3.0,83.0,6.0,31.0,11.0,67.0,232.0,3.0,10.0,0.375,0.3888888888888889,0.7419354838709677,0.3875,0.2857142857142857,0.3924050632911392,0.4666666666666667,0.5125,0.4444444444444444,0.5675105485232067,0.5403225806451613,0.4,0.08333333333333333,0.1590909090909091,0.018518518518518517,26.146341463414632,0.71875,0.15841584158415842,0.01639344262295082,0.19047619047619047,0.00980392156862745,0.16985138004246284,0.014742014742014743,0.009174311926605505,0.014492753623188406,0.13,0.13793103448275862,0.19827586206896552,0.1937984496124031,0.1794871794871795,0.010101010101010102,0.22,0.75,0.8918918918918919,0.36363636363636365,0.11,0.3181818181818182,0.35,0.27,0.2962962962962963,0.3018867924528302,0.115,0.4782608695652174,0.4782608695652174,0.9090909090909091,0.285,0.3508771929824561,0.35714285714285715,0.65,0.18181818181818182,0.1111111111111111,0.6,0.35555555555555557,0.1875,0.62,0.35714285714285715,0.4945726130653266,0.5698852941176471,0.47301777777777776,0.14601769911504425,0.21379310344827587,0.24814814814814815,10.3975,25.435,0.2552026286966046,5.0,9.0,7.0,9.0,5.0,5.0,27.0,11.0,4.0,,12.0,13.0,,6.0,,1.0,1.0,4.0,1.0,1.0,5.0,4.0,1.0,5.0,3.0,,,0.35714285714285715,0.4583333333333333,0.5,0.54,0.09090909090909091,0.3,,0.011627906976744186,0.02727272727272727,,0.6,0.14285714285714285,0.5,0.4090909090909091,0.5555555555555556,0.2,0.2,0.7777777777777778,0.1,3.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.0125,0.017543859649122806,0.18181818181818182,0.75,0.6666666666666666,0.25,1.0,0.024691358024691357,,,,,,True,,
201588,1610612754,George Hill,George Hill,201588,IND,27886.0,15.0,837.0,1669,855.0,465.0,832.0,219.0,143.0,93.0,23.0,42.0,10.0,19.0,3.0,9.0,5.0,12.0,1.0,2.0,8.0,27.0,3.0,2.0,5.0,36.0,70.0,13.0,39.0,31.0,142.0,7.0,3.0,15.0,3.0,7.0,10.0,33.0,26.0,46.0,33.0,6.0,27.0,8.0,9.0,18.0,11.0,29.0,5.0,12.0,69.0,1.0,9.0,14.0,26.0,41.0,10.0,51.0,1.0,21.0,11.0,10.0,8.0,3.0,3.0,11.0,5.0,19.0,4.0,12.0,30.0,1.0,3.0,36.0,2.0,1.0,38.0,4.0,18.0,3.0,33.0,218.0,4.0,3.0,0.3611111111111111,0.3939393939393939,0.8461538461538461,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.5142857142857142,0.5091743119266054,0.5227272727272727,0.5634920634920635,0.5892857142857143,0.3577981651376147,0.12857142857142856,0.19047619047619047,,15.508021390374331,0.42105263157894735,0.09558823529411764,0.03214285714285714,0.0880503144654088,0.010752688172043012,0.09280742459396751,0.02680965147453083,0.010416666666666666,0.015384615384615385,0.056818181818181816,0.07692307692307693,0.14150943396226415,0.07258064516129033,0.14285714285714285,0.02,0.3853211009174312,0.5476190476190477,0.6764705882352942,0.34782608695652173,0.1743119266055046,0.5263157894736842,0.5555555555555556,0.08256880733944955,0.3333333333333333,0.3333333333333333,0.11009174311926606,0.4166666666666667,0.4166666666666667,1.0,0.24770642201834864,0.2962962962962963,0.3076923076923077,0.75,0.3,0.09090909090909091,0.5,0.22727272727272727,0.4,0.7431192660550459,0.2962962962962963,0.5197412844036696,0.564045,0.5221954545454545,0.14634146341463414,0.21428571428571427,0.2323943661971831,5.772857142857143,25.22820512820513,0.26322115384615385,5.0,7.0,6.0,11.0,5.0,2.0,12.0,7.0,6.0,6.0,3.0,3.0,,1.0,1.0,1.0,,,1.0,1.0,2.0,2.0,,2.0,1.0,,,0.7142857142857143,0.4666666666666667,0.5,0.5454545454545454,0.05263157894736842,0.05555555555555555,,0.0625,0.028846153846153848,,0.5,0.3,0.6666666666666666,0.7,0.7142857142857143,0.2,0.5,0.5454545454545454,0.08450704225352113,,,,,,1.0,,,,,,0.02564102564102564,0.037037037037037035,,,,,,,1.0,,,,,True,,
2449,1610612754,Luis Scola,Luis Scola,2449,IND,4582.0,-58.0,140.0,282,168.0,76.0,142.0,32.0,18.0,13.0,3.0,7.0,4.0,7.0,3.0,18.0,,,,,,1.0,,,,10.0,32.0,,1.0,4.0,24.0,4.0,,6.0,,,,2.0,10.0,10.0,,,1.0,,1.0,,,,,,,1.0,5.0,2.0,8.0,11.0,6.0,17.0,2.0,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,3.0,1.0,2.0,6.0,2.0,,5.0,,,7.0,,2.0,2.0,2.0,32.0,1.0,1.0,0.5,0.625,,,,,0.3125,0.30303030303030304,0.16666666666666666,0.32432432432432434,0.14285714285714285,0.030303030303030304,0.03125,0.14285714285714285,,25.0,0.3333333333333333,0.18604651162790697,0.08928571428571429,0.08333333333333333,0.1,0.14925373134328357,0.09090909090909091,0.03225806451612903,0.14285714285714285,0.09090909090909091,0.29411764705882354,0.13333333333333333,0.05555555555555555,0.16666666666666666,0.1,0.21212121212121213,0.42857142857142855,0.5,,0.21212121212121213,0.5714285714285714,0.5714285714285714,0.5454545454545454,0.16666666666666666,0.16666666666666666,,,,,0.030303030303030304,,,,,,,,,0.24242424242424243,,0.42629545454545453,0.45865,0.4314,0.05714285714285714,0.058823529411764705,0.08333333333333333,12.334375,27.6,0.22535211267605634,2.0,3.0,,1.0,2.0,1.0,5.0,1.0,4.0,,,,,1.0,,,1.0,,1.0,2.0,,,,,,,,0.5,0.16666666666666666,0.5,0.5,,0.5,,0.3,0.06666666666666667,,,0.5,1.0,0.75,0.6666666666666666,,0.16666666666666666,,0.20833333333333334,,,,,,,,,,,,,,,,,,,,,,,,,True,,
2561,1610612754,David West,David West,2561,IND,27243.0,28.0,820.0,1635,841.0,454.0,815.0,221.0,133.0,91.0,20.0,30.0,22.0,51.0,35.0,65.0,,1.0,,,,3.0,,,2.0,77.0,146.0,,4.0,21.0,175.0,14.0,,37.0,,2.0,12.0,46.0,104.0,50.0,,,3.0,,8.0,35.0,14.0,49.0,8.0,4.0,112.0,2.0,5.0,17.0,41.0,61.0,9.0,70.0,1.0,6.0,3.0,3.0,13.0,5.0,10.0,14.0,3.0,27.0,7.0,17.0,32.0,1.0,3.0,38.0,,1.0,31.0,3.0,12.0,5.0,45.0,220.0,1.0,4.0,0.6753246753246753,0.7123287671232876,,,,,0.5273972602739726,0.5133333333333333,0.4358974358974359,0.5335365853658537,0.48936170212765956,0.02666666666666667,0.0547945205479452,0.1,0.015384615384615385,20.874316939890708,0.48148148148148145,0.15708812260536398,0.018518518518518517,0.11258278145695365,0.021505376344086023,0.1407766990291262,0.01928374655647383,,,0.16853932584269662,0.1388888888888889,0.16,0.1111111111111111,0.11764705882352941,0.015384615384615385,0.2,0.6666666666666666,0.7407407407407407,0.65,0.34,0.43137254901960786,0.46808510638297873,0.43333333333333335,0.5384615384615384,0.546875,0.006666666666666667,,,,0.02,,,,,,,0.05128205128205128,,0.22666666666666666,,0.42784900000000003,0.480490909090909,0.4382871794871795,0.07547169811320754,0.07741935483870968,0.26285714285714284,11.323972602739726,25.8,0.27116564417177913,3.0,6.0,6.0,11.0,8.0,1.0,17.0,17.0,8.0,6.0,25.0,6.0,2.0,3.0,,1.0,1.0,1.0,3.0,1.0,8.0,4.0,3.0,11.0,7.0,,,0.5714285714285714,0.4594594594594595,0.5714285714285714,0.5666666666666667,0.0784313725490196,0.16666666666666666,0.06666666666666667,0.01282051282051282,0.0380952380952381,0.06666666666666667,0.6363636363636364,0.4090909090909091,0.8571428571428571,0.42857142857142855,0.5,,0.28205128205128205,0.5454545454545454,0.09714285714285714,,,,,,,,,,,,,,,,,,,,,3.0,1.0,2.0,1.0,True,,
203142,1610612754,Chris Copeland,Chris Copeland,203142,IND,488.0,3.0,13.0,27,14.0,8.0,14.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,2.0,2.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,1.0,,,,,1.0,,1.0,,,1.0,,1.0,2.0,,,1.0,,,2.0,,1.0,,,1.0,,,,,,,,,,,,0.5,,,1.0,,,20.0,1.0,,0.3333333333333333,,,,0.2,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.3843,,,0.5,0.5,,4.2,,0.07142857142857142,,,,,,2.0,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,
202362,1610612754,Lance Stephenson,Lance Stephenson,202362,IND,28941.0,-23.0,874.0,1745,916.0,482.0,871.0,228.0,133.0,95.0,29.0,49.0,8.0,26.0,8.0,23.0,7.0,18.0,1.0,4.0,9.0,21.0,,2.0,4.0,45.0,98.0,16.0,39.0,17.0,155.0,10.0,2.0,22.0,3.0,8.0,7.0,40.0,40.0,50.0,30.0,18.0,21.0,9.0,10.0,46.0,10.0,56.0,3.0,18.0,122.0,5.0,6.0,30.0,41.0,73.0,11.0,84.0,2.0,10.0,7.0,3.0,24.0,2.0,17.0,9.0,7.0,33.0,8.0,3.0,30.0,3.0,3.0,23.0,1.0,1.0,24.0,4.0,11.0,3.0,40.0,227.0,5.0,3.0,0.4444444444444444,0.46511627906976744,0.625,0.41025641025641024,0.375,0.41025641025641024,0.45918367346938777,0.5036496350364964,0.55,0.5272108843537415,0.5714285714285714,0.2846715328467153,0.10204081632653061,0.16326530612244897,0.043478260869565216,18.46153846153846,0.7272727272727273,0.15129151291512916,0.020202020202020204,0.189873417721519,0.05102040816326531,0.1655011655011655,0.027848101265822784,0.01,0.0625,0.09574468085106383,0.125,0.21904761904761905,0.1885245901639344,0.19444444444444445,0.031746031746031744,0.35766423357664234,0.5918367346938775,0.7073170731707317,0.5172413793103449,0.1897810218978102,0.3076923076923077,0.32,0.1678832116788321,0.34782608695652173,0.36363636363636365,0.13138686131386862,0.3888888888888889,0.3888888888888889,0.7142857142857143,0.15328467153284672,0.42857142857142855,0.42857142857142855,0.5555555555555556,,0.13333333333333333,0.25,0.13333333333333333,0.5,0.6423357664233577,0.42857142857142855,0.5145879562043796,0.52082,0.4880016666666666,0.0763888888888889,0.10476190476190476,0.25806451612903225,7.6020408163265305,25.08974358974359,0.2617680826636051,3.0,4.0,8.0,11.0,6.0,3.0,18.0,12.0,4.0,7.0,16.0,12.0,,2.0,1.0,,2.0,1.0,2.0,2.0,3.0,3.0,,3.0,2.0,,,0.6,0.5454545454545454,0.625,0.6428571428571429,0.038461538461538464,0.10526315789473684,,0.011627906976744186,0.036036036036036036,0.029411764705882353,0.6666666666666666,0.375,0.25,0.3333333333333333,0.75,0.6666666666666666,0.36666666666666664,0.7272727272727273,0.11612903225806452,1.0,2.0,,1.0,,,1.0,,,,0.5,,,0.16666666666666666,0.5,1.0,,,,,,,,,True,,
