EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,FoulsDrawn,Charge Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTOffRebounds,FTDefRebounds,Travels,BlockingFouls,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,RecoveredBlocks,DefFTReboundPct,OffFTReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,Clear Path Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,Blocked3s,BlockedCorner3,DefensiveGoaltends,Defensive 3 Seconds Violations,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LongMidRangePctBlocked,Arc3PctBlocked,BlockedLongMidRange,on,StepOutOfBoundsTurnovers,3SecondViolations,HeaveAttempts
101114,1610612751,Deron Williams,Deron Williams,101114,BKN,25685.0,428,30,775,776,270,236,84,1551,19.0,46.0,2.0,2.0,2.0,10.0,14.0,23.0,9.0,30.0,3.0,9.0,1.0,2.0,15.0,44.0,2.0,8.0,17.0,42.0,99.0,18.0,53.0,36,174,835,3.0,3.0,2.0,5.0,11.0,9.0,28.0,9.0,19.0,21.0,66.0,22.0,62.0,33.0,21.0,4.0,44.0,15.0,9.0,1.0,39.0,31.0,70.0,22.0,9.0,28.0,3.0,8.0,171.0,2.0,5,11.0,20.0,31.0,7,38,3.0,13.0,6.0,7.0,17.0,5.0,12.0,10.0,2.0,5.0,27.0,1.0,11.0,8.0,31.0,2.0,45,1.0,4.0,3.0,45,5.0,2.0,15.0,9.0,2.0,1.0,1.0,2.0,66.0,270,7.0,8.0,0.2619047619047619,0.275,0.6111111111111112,0.33962264150943394,0.47368421052631576,0.33962264150943394,0.42424242424242425,1.0,0.32142857142857145,0.45394736842105265,0.6,0.4787234042553192,0.5029239766081871,0.6875,0.5416666666666666,0.34868421052631576,0.018867924528301886,0.09090909090909091,0.15217391304347827,0.08695652173913043,0.1111111111111111,22.591743119266052,0.6296296296296297,0.09523809523809523,0.022727272727272728,0.08943089430894309,0.014814814814814815,0.09309309309309309,0.01971830985915493,0.02857142857142857,0.014705882352941176,0.024390243902439025,0.019417475728155338,0.0847457627118644,0.07894736842105263,0.12,0.08433734939759036,0.1,0.037037037037037035,0.3026315789473684,0.41304347826086957,0.48717948717948717,0.3157894736842105,0.1513157894736842,0.6086956521739131,0.6666666666666666,0.14285714285714285,0.19736842105263158,0.3,0.3,0.3333333333333333,0.05921052631578947,0.3333333333333333,0.375,1.0,0.2894736842105263,0.3409090909090909,0.3409090909090909,0.5333333333333333,0.4,1.0,0.4,0.2127659574468085,0.2,0.0425531914893617,0.5,0.3617021276595745,0.47058823529411764,0.6513157894736842,0.3409090909090909,0.4833319078947368,0.50335,0.46622553191489363,0.09259259259259259,0.13761467889908258,0.06321839080459771,0.3793103448275862,8.7,25.105660377358493,0.34838709677419355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
101154,1610612751,Andray Blatche,Andray Blatche,101154,BKN,6861.0,114,36,210,212,98,90,27,422,15.0,25.0,6.0,9.0,8.0,9.0,2.0,7.0,,4.0,,1.0,,1.0,,1.0,,,1.0,17.0,36.0,,2.0,13,47,206,6.0,11.0,,5.0,17.0,8.0,11.0,,2.0,7.0,23.0,14.0,20.0,,,8.0,1.0,,4.0,,1.0,1.0,2.0,,1.0,1.0,,,5.0,8.0,9,8.0,13.0,24.0,19,43,3.0,5.0,2.0,3.0,3.0,,1.0,2.0,,2.0,5.0,1.0,2.0,7.0,16.0,,15,1.0,2.0,,16,,,5.0,3.0,1.0,1.0,,1.0,23.0,98,6.0,3.0,0.4117647058823529,0.5384615384615384,,,,,0.4722222222222222,0.5454545454545454,0.7272727272727273,0.4473684210526316,0.5454545454545454,0.6153846153846154,0.5108695652173914,0.6071428571428571,0.6388888888888888,0.05263157894736842,,0.1111111111111111,0.16,,,20.901639344262296,0.6,0.24074074074074073,0.14754098360655737,0.25,0.18604651162790697,0.2441860465116279,0.16346153846153846,0.25,0.05263157894736842,0.13636363636363635,0.17142857142857143,0.21052631578947367,0.2857142857142857,0.21428571428571427,0.21739130434782608,0.3333333333333333,0.1875,0.6578947368421053,0.6,0.7142857142857143,0.4666666666666667,0.18421052631578946,0.2857142857142857,0.2857142857142857,,0.10526315789473684,,,,0.02631578947368421,,,,0.02631578947368421,,,,0.8181818181818182,0.6666666666666666,,0.6923076923076923,0.8888888888888888,0.07692307692307693,,0.07692307692307693,,0.7105263157894737,,0.4977750000000001,0.545825,0.5213961538461539,0.11627906976744186,0.12195121951219512,0.3617021276595745,0.48936170212765956,4.6,25.7,0.4666666666666667,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,0.6,0.2857142857142857,0.25,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,True,,,
101187,1610612751,Alan Anderson,Alan Anderson,101187,BKN,10574.0,176,28,328,326,160,130,38,654,6.0,10.0,,2.0,5.0,7.0,1.0,6.0,4.0,6.0,5.0,13.0,2.0,5.0,1.0,9.0,3.0,,3.0,11.0,22.0,6.0,22.0,7,47,317,,3.0,5.0,,3.0,10.0,14.0,2.0,8.0,3.0,29.0,10.0,12.0,15.0,3.0,,9.0,1.0,2.0,,9.0,5.0,14.0,3.0,2.0,7.0,,2.0,33.0,2.0,4,8.0,9.0,17.0,6,23,2.0,7.0,5.0,2.0,4.0,1.0,2.0,3.0,,2.0,7.0,1.0,5.0,6.0,22.0,2.0,11,,1.0,,12,1.0,,4.0,,,,,,29.0,160,4.0,,0.45454545454545453,0.45454545454545453,0.8333333333333334,0.2727272727272727,0.25,0.2727272727272727,0.5,,0.7142857142857143,0.45454545454545453,0.1875,0.5909090909090909,0.4895833333333333,0.1875,0.6041666666666666,0.5,,0.09090909090909091,0.1,0.16666666666666666,,14.745308310991957,0.5714285714285714,0.0967741935483871,0.04395604395604396,0.14814814814814814,0.029411764705882353,0.11564625850340136,0.03773584905660377,0.06666666666666667,0.06896551724137931,,0.0392156862745098,0.03571428571428571,0.05555555555555555,0.20689655172413793,0.14285714285714285,0.15789473684210525,0.08,0.22727272727272727,0.6,0.6666666666666666,0.6666666666666666,0.13636363636363635,0.16666666666666666,0.2,1.0,0.13636363636363635,0.6666666666666666,0.6666666666666666,,0.29545454545454547,0.38461538461538464,0.38461538461538464,0.8,0.20454545454545456,0.1111111111111111,0.1111111111111111,1.0,0.25,,0.375,0.3181818181818182,0.7142857142857143,0.22727272727272727,0.4,0.13636363636363635,,0.7272727272727273,0.1111111111111111,0.5025136363636364,0.5157,0.4700136363636363,0.14583333333333334,0.16,0.06382978723404255,0.6170212765957447,8.209090909090909,24.10909090909091,0.4878048780487805,,,,,2.0,,1.0,,,,,,,1.0,2.0,1.0,1.0,2.0,3.0,0.2,0.25,0.5,1.0,0.13043478260869565,,,,,,,,,,,True,,,
1718,1610612751,Paul Pierce,Paul Pierce,1718,BKN,19333.0,322,3,589,589,213,159,55,1178,22.0,28.0,2.0,2.0,9.0,10.0,4.0,10.0,10.0,27.0,1.0,4.0,,2.0,16.0,42.0,3.0,4.0,13.0,36.0,65.0,17.0,46.0,21,144,643,4.0,5.0,3.0,1.0,12.0,15.0,26.0,4.0,15.0,13.0,55.0,38.0,34.0,51.0,,,42.0,16.0,2.0,,16.0,5.0,21.0,2.0,3.0,10.0,4.0,2.0,47.0,,2,15.0,23.0,43.0,2,45,1.0,14.0,6.0,8.0,6.0,2.0,2.0,11.0,,4.0,17.0,1.0,5.0,20.0,39.0,2.0,34,2.0,1.0,4.0,26,5.0,,11.0,4.0,3.0,2.0,1.0,4.0,55.0,213,4.0,4.0,0.5277777777777778,0.5277777777777778,1.0,0.3695652173913043,0.26666666666666666,0.3695652173913043,0.5538461538461539,0.8,0.5769230769230769,0.5540540540540541,0.6875,0.5121951219512195,0.5950413223140496,0.75,0.5851063829787234,0.4144144144144144,,0.03076923076923077,0.07142857142857142,,,21.296296296296294,0.35294117647058826,0.1464968152866242,0.0125,0.1724137931034483,,0.1557377049180328,0.00796812749003984,,0.02127659574468085,0.014925373134328358,,0.17073170731707318,0.13559322033898305,0.14035087719298245,0.13793103448275862,0.2413793103448276,0.017857142857142856,0.25225225225225223,0.7857142857142857,0.8461538461538461,0.7272727272727273,0.09009009009009009,0.4,0.4,,0.24324324324324326,0.37037037037037035,0.37037037037037035,0.3,0.036036036036036036,0.25,0.25,1.0,0.3783783783783784,0.38095238095238093,0.38095238095238093,1.0,0.25,1.0,0.375,0.24390243902439024,0.9,0.04878048780487805,,0.3170731707317073,0.3076923076923077,0.6666666666666666,0.38095238095238093,0.4934765765765765,0.49395000000000006,0.4584792682926829,0.10256410256410256,0.15492957746478872,0.08333333333333333,0.3819444444444444,9.604615384615384,24.98478260869565,0.3616298811544992,,5.0,3.0,,1.0,4.0,5.0,4.0,0.2777777777777778,,,1.0,0.5,,,1.0,,1.0,1.0,0.3333333333333333,,,,0.021739130434782608,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,,,,True,,,
1905,1610612751,Andrei Kirilenko,Andrei Kirilenko,1905,BKN,5652.0,94,33,166,169,71,66,26,335,6.0,7.0,1.0,2.0,3.0,3.0,,2.0,1.0,1.0,,,,,,,,,,7.0,10.0,,,5,19,174,1.0,3.0,,2.0,4.0,3.0,3.0,,,2.0,8.0,10.0,4.0,,,,,,2.0,,4.0,2.0,6.0,1.0,1.0,3.0,1.0,,14.0,2.0,4,3.0,3.0,8.0,6,14,,5.0,2.0,3.0,2.0,,2.0,1.0,,,3.0,,2.0,3.0,9.0,,9,,1.0,,7,1.0,,3.0,1.0,1.0,1.0,,1.0,8.0,71,1.0,1.0,0.7142857142857143,0.7142857142857143,,,,,0.7,0.3333333333333333,1.0,0.7,0.3333333333333333,1.0,0.7307692307692307,0.5,0.8,,,0.2,0.14285714285714285,0.5,,8.121827411167512,0.6666666666666666,0.08823529411764706,0.08888888888888889,0.08571428571428572,0.06666666666666667,0.08695652173913043,0.08,0.14285714285714285,,0.13333333333333333,0.07692307692307693,0.09090909090909091,0.07692307692307693,0.1,0.09090909090909091,0.07692307692307693,,0.7,0.8571428571428571,1.0,0.8333333333333334,0.2,,,,0.1,1.0,1.0,,,,,,,,,,0.6666666666666666,0.5,,1.0,1.0,,,,,0.7,,0.52805,0.52725,0.6602666666666667,0.25,0.25,0.21052631578947367,0.42105263157894735,3.75,,0.42771084337349397,,2.0,,,,1.0,2.0,1.0,0.3333333333333333,,,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,
201977,1610612751,Marcus Thornton,Marcus Thornton,201977,BKN,2770.0,46,-16,83,83,21,24,12,166,6.0,9.0,2.0,3.0,,1.0,,,,3.0,,2.0,,,1.0,6.0,1.0,1.0,3.0,6.0,12.0,1.0,8.0,4,19,105,2.0,3.0,1.0,,7.0,,2.0,1.0,3.0,1.0,4.0,6.0,6.0,3.0,,2.0,6.0,1.0,2.0,,,,,,,,,,,1.0,2,2.0,1.0,3.0,3,6,,2.0,1.0,1.0,,,,,,,,,,2.0,2.0,,3,,,,5,1.0,,3.0,,1.0,1.0,,1.0,4.0,21,,,0.5,0.6,1.0,0.125,0.3333333333333333,0.125,0.5,0.6666666666666666,,0.375,0.875,0.3,0.4318181818181818,0.875,0.3333333333333333,0.4,,0.16666666666666666,0.2222222222222222,,,22.22222222222222,,0.058823529411764705,0.06666666666666667,0.15384615384615385,0.05555555555555555,0.1,0.0625,0.07692307692307693,,0.1,0.07142857142857142,,,0.2,0.14285714285714285,0.16666666666666666,,0.45,0.6666666666666666,0.8571428571428571,0.5,,,,,0.15,,,,0.1,,,,0.3,0.16666666666666666,0.16666666666666666,1.0,0.75,0.6666666666666666,0.25,0.2,,,,0.6,0.3333333333333333,0.85,0.16666666666666666,0.5771475,0.6439,0.55496,0.13636363636363635,0.21428571428571427,0.3684210526315789,0.21052631578947367,6.199999999999999,24.3125,0.25301204819277107,,,,,,,,,,,,,0.5,,,1.0,,,,1.0,,,,,1.0,,,,,1.0,1.0,,,,True,,,
2207,1610612751,Joe Johnson,Joe Johnson,2207,BKN,22373.0,373,30,673,677,221,194,68,1350,10.0,12.0,1.0,1.0,7.0,7.0,31.0,49.0,15.0,31.0,9.0,18.0,3.0,5.0,12.0,29.0,2.0,2.0,13.0,56.0,92.0,21.0,47.0,29,204,728,2.0,4.0,4.0,1.0,8.0,17.0,28.0,5.0,18.0,20.0,69.0,38.0,74.0,57.0,6.0,2.0,29.0,12.0,4.0,1.0,16.0,12.0,28.0,8.0,4.0,12.0,2.0,2.0,68.0,3.0,3,9.0,15.0,27.0,6,33,1.0,4.0,1.0,3.0,7.0,1.0,3.0,6.0,2.0,4.0,13.0,1.0,4.0,11.0,20.0,1.0,26,,1.0,,33,3.0,2.0,9.0,8.0,2.0,1.0,1.0,2.0,69.0,221,4.0,8.0,0.3392857142857143,0.34545454545454546,0.9047619047619048,0.44680851063829785,0.2777777777777778,0.44680851063829785,0.6086956521739131,0.5,0.6071428571428571,0.6294964028776978,0.4375,0.532608695652174,0.6633986928104575,0.4444444444444444,0.6160714285714286,0.3381294964028777,0.02127659574468085,0.043478260869565216,0.16666666666666666,0.02040816326530612,,22.162883845126835,0.5384615384615384,0.08064516129032258,0.015873015873015872,0.09,0.02608695652173913,0.08391608391608392,0.019736842105263157,0.017241379310344827,0.017241379310344827,0.0136986301369863,0.011494252873563218,0.061224489795918366,0.07462686567164178,0.1,0.09859154929577464,0.06896551724137931,0.017543859649122806,0.08633093525179857,0.8333333333333334,1.0,0.8,0.35251798561151076,0.6326530612244898,0.6458333333333334,0.1935483870967742,0.22302158273381295,0.4838709677419355,0.5,0.3333333333333333,0.12949640287769784,0.5,0.5,1.0,0.20863309352517986,0.41379310344827586,0.42857142857142855,0.8333333333333334,0.125,1.0,0.25,0.15217391304347827,1.0,0.10869565217391304,0.6,0.2826086956521739,0.15384615384615385,0.4244604316546763,0.41379310344827586,0.44858741007194247,0.4708333333333334,0.4410108695652174,0.06206896551724138,0.09183673469387756,0.0392156862745098,0.3382352941176471,10.540217391304349,24.52765957446809,0.32838038632986627,,3.0,,,,2.0,,1.0,0.17647058823529413,,0.07142857142857142,0.5,,1.0,2.0,1.0,,,,0.25,0.25,0.5,1.0,,,,,,,,,0.03225806451612903,0.034482758620689655,,True,,,
203141,1610612751,Mirza Teletovic,Mirza Teletovic,203141,BKN,6906.0,115,32,202,199,63,80,30,401,7.0,11.0,3.0,6.0,3.0,4.0,,1.0,1.0,3.0,5.0,7.0,,,9.0,27.0,2.0,2.0,4.0,8.0,15.0,14.0,34.0,4,62,205,4.0,7.0,2.0,2.0,10.0,3.0,5.0,2.0,4.0,1.0,13.0,8.0,8.0,42.0,,6.0,27.0,9.0,1.0,,,1.0,1.0,1.0,,,,,3.0,3.0,6,6.0,6.0,12.0,9,21,3.0,2.0,2.0,,3.0,1.0,3.0,1.0,,,4.0,1.0,1.0,3.0,7.0,,6,,,1.0,6,1.0,,2.0,1.0,,,,,13.0,63,1.0,1.0,0.5,0.8,1.0,0.4117647058823529,0.5,0.4117647058823529,0.5333333333333333,0.5714285714285714,0.6,0.5918367346938775,0.4444444444444444,0.6666666666666666,0.6078431372549019,0.5,0.65,0.6938775510204082,,0.06666666666666667,0.09090909090909091,,,22.916666666666668,0.75,0.10714285714285714,0.09230769230769231,0.15789473684210525,0.06382978723404255,0.1276595744680851,0.08035714285714286,0.10344827586206896,0.14285714285714285,,0.08823529411764706,0.05263157894736842,0.17647058823529413,0.1,0.14814814814814814,0.18181818181818182,0.12,0.22448979591836735,0.6363636363636364,0.7,0.42857142857142855,0.02040816326530612,,,,0.061224489795918366,0.3333333333333333,0.3333333333333333,1.0,0.14285714285714285,0.7142857142857143,0.7142857142857143,1.0,0.5510204081632653,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.5,0.2222222222222222,0.4444444444444444,0.75,,,0.4444444444444444,0.5,0.9183673469387755,0.3333333333333333,0.5100918367346938,0.51605,0.48030555555555554,0.06,0.125,0.16129032258064516,0.20967741935483872,6.040000000000001,25.52058823529412,0.3118811881188119,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,0.029411764705882353,,,,,,,,,,,True,,,
2733,1610612751,Shaun Livingston,Shaun Livingston,2733,BKN,10868.0,181,-24,325,326,74,71,28,651,13.0,19.0,2.0,3.0,1.0,4.0,5.0,17.0,5.0,11.0,,,,,,,,,,23.0,47.0,,,13,59,387,4.0,7.0,,1.0,9.0,2.0,7.0,,,4.0,8.0,22.0,24.0,,,2.0,,,4.0,,15.0,6.0,21.0,5.0,1.0,6.0,3.0,6.0,48.0,1.0,2,7.0,9.0,17.0,3,20,1.0,3.0,2.0,1.0,5.0,2.0,4.0,4.0,1.0,1.0,9.0,1.0,2.0,6.0,20.0,,14,1.0,,,19,1.0,,9.0,1.0,1.0,,,2.0,8.0,74,5.0,1.0,0.4782608695652174,0.5,,,,,0.48936170212765956,0.5714285714285714,0.2857142857142857,0.48936170212765956,0.5714285714285714,0.2857142857142857,0.5267857142857143,0.6428571428571429,0.4,,,0.0851063829787234,0.05263157894736842,0.17647058823529413,,18.30985915492958,0.5555555555555556,0.09278350515463918,0.02247191011235955,0.15555555555555556,0.023809523809523808,0.11267605633802817,0.022900763358778626,,0.07407407407407407,,0.03225806451612903,0.07692307692307693,0.03225806451612903,0.15,0.125,0.23076923076923078,0.05,0.40425531914893614,0.6842105263157895,0.7222222222222222,0.6153846153846154,0.3617021276595745,0.29411764705882354,0.35714285714285715,0.2,0.23404255319148937,0.45454545454545453,0.45454545454545453,0.4,,,,,,,,,0.42857142857142855,0.6666666666666666,,0.5714285714285714,0.25,,,,,0.40425531914893614,,0.46490851063829786,0.51508,0.4652428571428571,0.16363636363636364,0.16363636363636364,0.15254237288135594,0.13559322033898305,7.761702127659575,,0.2276923076923077,,1.0,1.0,,1.0,,,1.0,0.1,,,0.5,0.5,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,True,,,
708,1610612751,Kevin Garnett,Kevin Garnett,708,BKN,13097.0,218,15,394,390,112,72,45,784,15.0,19.0,4.0,5.0,2.0,2.0,7.0,16.0,7.0,19.0,,1.0,,,,,,,,29.0,54.0,,1.0,15,73,416,5.0,10.0,,6.0,16.0,4.0,8.0,,,10.0,18.0,46.0,12.0,,,8.0,,,2.0,,11.0,3.0,14.0,2.0,1.0,8.0,2.0,1.0,31.0,3.0,12,18.0,33.0,53.0,15,68,1.0,9.0,4.0,5.0,4.0,2.0,2.0,8.0,1.0,2.0,12.0,,2.0,6.0,23.0,,16,,,,20,,,7.0,3.0,4.0,2.0,2.0,4.0,18.0,112,5.0,3.0,0.7931034482758621,0.92,,,,,0.5370370370370371,0.5,0.5,0.5272727272727272,0.5,0.5,0.5615384615384615,0.5714285714285714,0.6428571428571429,0.01818181818181818,,0.037037037037037035,0.10526315789473684,,,17.34234234234234,0.3333333333333333,0.2894736842105263,0.10256410256410256,0.2727272727272727,0.04411764705882353,0.2833333333333333,0.08108108108108109,0.1875,0.10526315789473684,0.0425531914893617,0.02040816326530612,0.39285714285714285,0.40540540540540543,0.14285714285714285,0.32558139534883723,0.17391304347826086,0.041666666666666664,0.34545454545454546,0.7894736842105263,0.8823529411764706,0.7333333333333333,0.2909090909090909,0.4375,0.4375,0.7142857142857143,0.34545454545454546,0.3684210526315789,0.3684210526315789,1.0,0.01818181818181818,,,,,,,,0.5,0.8,,0.25,1.0,,,,,0.36363636363636365,,0.46108909090909095,0.50953,0.43629999999999997,0.11290322580645161,0.11475409836065574,0.2191780821917808,0.2465753424657534,9.392592592592592,24.3,0.28426395939086296,,2.0,,,3.0,5.0,6.0,3.0,0.2857142857142857,,0.10526315789473684,0.75,,,,,,,,,,,,,,,,,2.0,,,,,,True,,,
