EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,BlockingFouls,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGM,Fg2aBlocked,Arc3Assists,LostBallSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,Charge Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,FTOffRebounds,Travels,SecondChanceTurnovers,Charge Fouls,Loose Ball Fouls,Loose Ball Fouls Drawn,BlockedShortMidRange,DefensiveGoaltends,OffensiveGoaltends,OffFTReboundPct,LongMidRangePctAssisted,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,Fg3aBlocked,BlockedLongMidRange,FG3APctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,Blocked3s,BlockedArc3,LongMidRangePctBlocked,on,StepOutOfBoundsTurnovers,Defensive 3 Seconds Violations
101161,1610612761,Amir Johnson,Amir Johnson,101161,TOR,6940.0,116.0,-47.0,206.0,204,33.0,27.0,35.0,410,7.0,13.0,6.0,10.0,1.0,1.0,6.0,7.0,1.0,1.0,1.0,13.0,21.0,2.0,2.0,28.0,247.0,7.0,12.0,14.0,1.0,1.0,2.0,6.0,20.0,8.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,9.0,4.0,7.0,5.0,13.0,1.0,19.0,11.0,30.0,1.0,2.0,2.0,3.0,2.0,3.0,5.0,4.0,2.0,13.0,1.0,5.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,33.0,0.23076923076923078,0.3333333333333333,0.6190476190476191,0.5833333333333334,1.0,0.5652173913043478,0.5833333333333334,1.0,0.56,0.5833333333333334,1.0,0.08695652173913043,12.396694214876034,0.6,0.2,0.23636363636363636,0.10606060606060606,0.15151515151515152,0.10526315789473684,0.20454545454545456,0.10576923076923077,0.1875,0.08333333333333333,0.07692307692307693,0.12,0.07692307692307693,0.46153846153846156,0.09523809523809523,0.23809523809523808,0.125,0.2222222222222222,0.1111111111111111,0.5,0.5652173913043478,0.5384615384615384,0.5384615384615384,0.14285714285714285,0.30434782608695654,0.8571428571428571,0.8571428571428571,0.3333333333333333,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.8333333333333334,0.6,1.0,1.0,0.6521739130434783,0.5119782608695652,0.5323444444444445,0.472,0.08,0.08695652173913043,0.5,0.07142857142857142,3.8285714285714287,23.95,0.16019417475728157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
200768,1610612761,Kyle Lowry,Kyle Lowry,200768,TOR,10871.0,181.0,-41.0,329.0,332,90.0,99.0,48.0,661,10.0,17.0,1.0,2.0,2.0,4.0,3.0,11.0,9.0,3.0,25.0,17.0,37.0,28.0,21.0,82.0,379.0,1.0,3.0,7.0,3.0,9.0,22.0,6.0,28.0,,24.0,18.0,3.0,21.0,1.0,7.0,8.0,3.0,45.0,2.0,4.0,6.0,7.0,,13.0,6.0,19.0,1.0,2.0,1.0,11.0,4.0,3.0,15.0,7.0,2.0,18.0,2.0,24.0,1.0,24.0,8.0,,,,,,22.0,90.0,0.17647058823529413,0.17647058823529413,0.4594594594594595,0.3333333333333333,0.3333333333333333,0.46923076923076923,0.5,0.46153846153846156,0.5342465753424658,0.5833333333333334,0.5882352941176471,0.4307692307692308,23.218997361477573,0.7333333333333333,,0.07291666666666667,0.043010752688172046,0.1111111111111111,0.03636363636363636,0.08666666666666667,0.04054054054054054,0.08333333333333333,0.02702702702702703,0.03125,0.05555555555555555,,,0.08823529411764706,0.1111111111111111,0.10256410256410256,0.13333333333333333,0.030303030303030304,,0.26153846153846155,0.5882352941176471,0.6666666666666666,0.3,0.16923076923076924,0.2727272727272727,0.2727272727272727,,0.13846153846153847,0.046153846153846156,0.38461538461538464,0.4,0.5,0.3076923076923077,0.5,0.6923076923076923,0.473196875,0.4837,0.42965416666666667,0.125,0.18604651162790697,0.08536585365853659,0.2682926829268293,7.894594594594594,26.253571428571426,0.2735562310030395,4.0,1.0,9.0,1.0,2.0,2.0,3.0,9.0,1.0,2.0,2.0,2.0,4.0,10.0,18.0,9.0,1.0,9.0,2.0,2.0,1.0,1.0,8.0,1.0,6.0,5.0,1.0,2.0,5.0,1.0,1.0,3.0,1.0,0.6666666666666666,0.32142857142857145,0.5,0.5,0.3333333333333333,0.05405405405405406,0.11764705882352941,0.4444444444444444,0.4444444444444444,0.36,0.36,0.6666666666666666,1.0,0.4,0.5,1.0,0.07692307692307693,0.23076923076923078,0.6666666666666666,0.375,0.034482758620689655,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
200779,1610612761,Steve Novak,Steve Novak,200779,TOR,109.0,2.0,-2.0,5.0,3,1.0,1.0,,8,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
201986,1610612761,Nando De Colo,Nando De Colo,201986,TOR,74.0,1.0,-1.0,2.0,2,2.0,2.0,,4,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
202685,1610612761,Jonas Valanciunas,Jonas Valanciunas,202685,TOR,12029.0,200.0,-48.0,364.0,365,96.0,110.0,53.0,729,21.0,27.0,7.0,9.0,1.0,4.0,9.0,18.0,4.0,,,31.0,49.0,,14.0,76.0,421.0,8.0,12.0,19.0,6.0,11.0,18.0,44.0,18.0,12.0,,2.0,,2.0,,2.0,,,4.0,5.0,13.0,14.0,28.0,7.0,49.0,19.0,68.0,2.0,,,11.0,8.0,8.0,19.0,8.0,1.0,22.0,2.0,24.0,,22.0,9.0,7.0,3.0,7.0,3.0,1.0,18.0,96.0,0.7096774193548387,0.88,0.6326530612244898,0.6666666666666666,0.5454545454545454,0.6326530612244898,0.6666666666666666,0.5454545454545454,0.6551724137931034,0.6785714285714286,0.5625,,18.28978622327791,0.5789473684210527,0.5,0.26666666666666666,0.12871287128712872,0.24561403508771928,0.08333333333333333,0.25925925925925924,0.11180124223602485,0.08,0.1891891891891892,0.10256410256410256,0.0975609756097561,0.05263157894736842,0.2962962962962963,0.21052631578947367,0.3,0.2682926829268293,0.1875,0.125,0.42857142857142855,0.5510204081632653,0.7777777777777778,0.84,0.6666666666666666,0.3673469387755102,0.5,0.5,0.7777777777777778,0.08163265306122448,,,0.75,0.7777777777777778,0.36363636363636365,0.25,0.5510204081632653,0.4642428571428572,0.5402777777777777,0.42975454545454544,0.16666666666666666,0.16666666666666666,0.25,0.23684210526315788,5.316326530612245,,0.26373626373626374,1.0,,,,,,,,,,3.0,,,6.0,,,,,2.0,,,,3.0,1.0,7.0,,,4.0,,,4.0,4.0,4.0,,,,,,0.04081632653061224,0.07407407407407407,0.25,0.25,,,,0.14285714285714285,,,,,,,,,1.0,1.0,4.0,2.0,6.0,3.0,4.0,1.0,1.0,0.07142857142857142,1.0,,,,,,,,,,,,,,,,,True,,
201942,1610612761,DeMar DeRozan,DeMar DeRozan,201942,TOR,10367.0,173.0,-43.0,312.0,313,60.0,69.0,48.0,625,8.0,11.0,,1.0,3.0,3.0,3.0,12.0,33.0,9.0,4.0,25.0,56.0,13.0,37.0,99.0,369.0,1.0,3.0,6.0,7.0,10.0,24.0,16.0,34.0,,4.0,10.0,5.0,15.0,1.0,6.0,2.0,2.0,35.0,2.0,1.0,3.0,6.0,1.0,10.0,3.0,13.0,1.0,4.0,2.0,9.0,5.0,6.0,14.0,7.0,2.0,15.0,,26.0,1.0,42.0,20.0,1.0,,1.0,,,24.0,60.0,0.32,0.32,0.44642857142857145,0.3333333333333333,0.7,0.4492753623188406,0.25,0.7083333333333334,0.5568181818181818,0.5,0.75,0.18840579710144928,28.254847645429365,0.6428571428571429,0.08333333333333333,0.0625,0.011363636363636364,0.06818181818181818,0.037037037037037035,0.06428571428571428,0.02112676056338028,0.047619047619047616,,,0.05555555555555555,,0.043478260869565216,0.08333333333333333,0.05405405405405406,0.03571428571428571,0.125,0.02631578947368421,,0.15942028985507245,0.7272727272727273,0.7272727272727273,0.375,0.17391304347826086,0.25,0.2727272727272727,0.3333333333333333,0.4782608695652174,0.13043478260869565,0.057971014492753624,0.25,,0.25,1.0,0.34782608695652173,0.4589681159420289,0.4101,0.49027916666666665,0.23255813953488372,0.273972602739726,0.06060606060606061,0.24242424242424243,12.992857142857138,23.953846153846158,0.19230769230769232,14.0,2.0,,,,,,4.0,,1.0,4.0,1.0,2.0,7.0,6.0,6.0,,,1.0,4.0,2.0,,3.0,1.0,1.0,,,3.0,1.0,,2.0,1.0,2.0,0.5,0.3076923076923077,,0.5,0.3076923076923077,0.017857142857142856,,0.42424242424242425,0.42424242424242425,,,,,,,,0.16666666666666666,,,,,,2.0,1.0,2.0,1.0,,,,,,0.2857142857142857,4.0,1.0,1.0,1.0,1.0,0.07692307692307693,0.08333333333333333,0.1111111111111111,0.4444444444444444,0.5,0.5,0.25,0.5,,,,True,,
202349,1610612761,Greivis Vasquez,Greivis Vasquez,202349,TOR,5022.0,84.0,-7.0,152.0,153,70.0,83.0,18.0,305,4.0,5.0,,,2.0,2.0,3.0,9.0,1.0,,10.0,7.0,15.0,10.0,2.0,25.0,169.0,,,3.0,4.0,7.0,13.0,2.0,12.0,,10.0,14.0,5.0,19.0,2.0,8.0,3.0,3.0,43.0,,1.0,1.0,6.0,,7.0,2.0,9.0,,1.0,,3.0,2.0,1.0,5.0,6.0,,15.0,1.0,3.0,1.0,2.0,,,,1.0,,,13.0,70.0,0.14285714285714285,0.14285714285714285,0.4666666666666667,,0.5714285714285714,0.46,1.5,0.5,0.4807692307692308,1.5,0.5416666666666666,0.4,17.816091954022987,0.6,,0.13953488372093023,0.029411764705882353,0.04,,0.10294117647058823,0.017857142857142856,,0.06666666666666667,,,,0.25,0.0625,0.13333333333333333,,0.16666666666666666,,,0.2,0.8,0.8,0.25,0.36,0.3333333333333333,0.42857142857142855,,0.04,,0.4,,,0.18181818181818182,1.0,0.6,0.4542,,0.41095909090909094,,,0.12,0.52,6.36,25.16,0.4605263157894737,,,3.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,,1.0,4.0,2.0,9.0,,,3.0,2.0,3.0,1.0,1.0,2.0,,3.0,,,,,,1.0,4.0,1.0,1.0,0.3,1.0,0.25,0.3,0.13333333333333333,,,,0.3,0.3,1.0,,1.0,1.0,1.0,,0.36363636363636365,0.25,0.3,,1.0,,1.0,,,,,,,0.125,,,,,,,,0.2222222222222222,,,,,,,1.0,1.0,,True,,
202361,1610612761,Landry Fields,Landry Fields,202361,TOR,565.0,9.0,-2.0,17.0,17,10.0,11.0,2.0,34,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,2.0,1.0,3.0,,,,1.0,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,10.0,,,,,,,,,,,,,5.0,1.0,,0.2857142857142857,,,0.25,0.25,0.125,,,,0.25,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.5882352941176471,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,True,,
203082,1610612761,Terrence Ross,Terrence Ross,203082,TOR,7210.0,120.0,-22.0,219.0,215,38.0,23.0,35.0,434,3.0,5.0,,,,1.0,2.0,4.0,10.0,7.0,11.0,7.0,19.0,18.0,3.0,23.0,247.0,1.0,1.0,2.0,1.0,6.0,2.0,8.0,6.0,,11.0,1.0,1.0,2.0,1.0,1.0,,,5.0,,1.0,4.0,9.0,,13.0,1.0,14.0,,2.0,2.0,1.0,5.0,,6.0,6.0,2.0,16.0,,5.0,2.0,5.0,3.0,3.0,1.0,3.0,,,2.0,38.0,0.5714285714285714,0.5714285714285714,0.3684210526315789,1.0,0.16666666666666666,0.2702702702702703,0.25,0.1,0.2948717948717949,0.25,0.1,0.4864864864864865,17.441860465116278,0.16666666666666666,,0.15254237288135594,0.015151515151515152,0.10256410256410256,,0.1326530612244898,0.009900990099009901,,,0.037037037037037035,,,0.07692307692307693,0.18181818181818182,0.16666666666666666,0.10344827586206896,0.1,,,0.13513513513513514,0.6,0.6,0.6666666666666666,0.10810810810810811,0.5,0.5,0.5,0.2702702702702703,0.1891891891891892,0.2972972972972973,,,0.1,,0.6216216216216216,0.49084999999999995,0.50785,0.45965,0.07692307692307693,0.14285714285714285,0.08695652173913043,0.08695652173913043,11.410526315789474,24.283333333333335,0.1735159817351598,2.0,1.0,1.0,,3.0,,3.0,2.0,,3.0,,,4.0,,6.0,,,1.0,2.0,,,4.0,1.0,,,,,1.0,,,,,,1.0,0.1111111111111111,,,0.1111111111111111,0.10526315789473684,,0.2,0.25,0.09090909090909091,0.09090909090909091,1.0,,0.75,,,0.1,0.3,,0.09090909090909091,,,1.0,,,2.0,,2.0,,,,0.5,1.0,,,,,,,,0.14285714285714285,0.14285714285714285,1.0,,,,,0.2,True,,
2422,1610612761,John Salmons,John Salmons,2422,TOR,1896.0,32.0,-24.0,59.0,60,18.0,42.0,8.0,119,,,,,,,,,3.0,2.0,4.0,1.0,3.0,6.0,,2.0,76.0,,,,,,,2.0,,,4.0,,1.0,1.0,,,,,3.0,,,1.0,1.0,,2.0,,2.0,,,,,,,,4.0,,6.0,,,,,,,,,,,,18.0,1.0,1.0,0.3333333333333333,,,0.1111111111111111,,,0.1111111111111111,,,0.6666666666666666,13.432835820895521,,,0.07142857142857142,,0.14285714285714285,,0.09523809523809523,,,,,,,,0.2,,0.16666666666666666,,,,,,,,,,,,0.3333333333333333,0.2222222222222222,0.4444444444444444,,,,,0.6666666666666666,0.4491,,0.448125,,,,,17.900000000000002,24.36666666666667,0.3050847457627119,1.0,1.0,,,,,1.0,,,,,,2.0,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,0.3333333333333333,,0.3333333333333333,0.5,,,,,,,,0.5,0.5,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.3333333333333333,True,,
