EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,ThreePtAssists,Assists,Arc3Assists,AssistPoints,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,DefThreePtRebounds,DefRebounds,Rebounds,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Fg2aBlocked,DefTwoPtRebounds,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,DefLongMidRangeReboundPct,TwoPtAssists,AtRimAssists,PtsUnassisted3s,Offensive Fouls Drawn,DefShortMidRangeReboundPct,on,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,Corner3FGM,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PtsPutbacks,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,Steals,BadPassSteals,LostBallSteals,BadPassTurnovers,DeadBallTurnovers,Travels,SecondChanceTurnovers,ShootingFouls,Fouls,Clear Path Fouls,Offensive Fouls,ThreePtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceShotQualityAvg,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,PenaltyFtPoints,HeaveAttempts,Fg3aBlocked,Corner3Assists,FTOffRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,BlockingFouls,Charge Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,FG3APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffFTReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,Loose Ball Fouls,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Corner3PctBlocked
203087,1610612760,Jeremy Lamb,Jeremy Lamb,203087,OKC,529.0,9,-1,15,16,7,5,31,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,9.0,16,2.0,2.0,1.0,4.0,6.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,7,0.75,0.75,0.8,1.0,0.6666666666666666,0.6666666666666666,0.75,0.6666666666666666,0.16666666666666666,46.66666666666667,1.0,0.5,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.603625,0.58095,0.16666666666666666,0.2,0.4444444444444444,6.7,25.7,0.4666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203103,1610612760,Perry Jones III,Perry Jones III,203103,OKC,529.0,9,-1,15,16,7,5,31,,,,,,,,1.0,1.0,,,2.0,,3.0,16,,,2.0,3.0,,,1.0,,,,,,,,,,,,,,3.0,7,,,,,0.75,0.75,0.75,0.75,1.0,13.333333333333334,,,,,,,,,,0.5,,,0.5,1.0,0.47475,0.47475,,,1.0,,24.9,0.4666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.3333333333333333,0.14285714285714285,0.3333333333333333,0.5,1.0,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203460,1610612760,Andre Roberson,Andre Roberson,203460,OKC,529.0,9,-1,15,16,7,5,31,,1.0,,,,,2.0,,,,3.0,,,,16,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,20.0,,0.3333333333333333,,,,,,,0.6666666666666666,,,,,0.3333333333333333,0.4162333333333333,,,,,14.133333333333333,,0.4666666666666667,,,,,,,,,,2.0,2.0,,,,,,0.2857142857142857,,,,,,,,,1.0,2.0,0.3333333333333333,1.0,0.5,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203500,1610612760,Steven Adams,Steven Adams,203500,OKC,529.0,9,-1,15,16,7,5,31,,,,,,1.0,,,,,1.0,,,,16,,,,,,,,,1.0,,2.0,,,,,,,,,,,7,,,,,,,,,,6.666666666666667,,,,,,1.0,,,,,,,,,0.3928,,,,,6.2,,0.4666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,1610612760,Derek Fisher,Derek Fisher,965,OKC,529.0,9,-1,15,16,7,5,31,,,,,,,,2.0,1.0,,,2.0,,3.0,16,,,1.0,3.0,,,2.0,,2.0,,4.0,,,,,2.0,,,,,3.0,7,,,,,0.75,1.5,0.75,1.5,1.0,13.333333333333334,,,,,,,,,,1.0,,,1.0,1.0,0.50775,0.5475,,,1.0,,25.95,0.4666666666666667,,,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,2.0,,0.5,1.0,0.5,0.3333333333333333,0.2857142857142857,0.3333333333333333,,0.5,0.5,,,1.0,0.5,,1.0,,,0.25,,2.0,2.0,3.0,1.0,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200757,1610612760,Thabo Sefolosha,Thabo Sefolosha,200757,OKC,14133.0,236,-17,457,463,93,105,920,10.0,15.0,1.0,1.0,1.0,3.0,14.0,14.0,3.0,17.0,32.0,23.0,4.0,56.0,512,3.0,4.0,4.0,9.0,26.0,8.0,14.0,,10.0,,20.0,5.0,1.0,7.0,1.0,2.0,,5.0,,1.0,9.0,87,0.7647058823529411,0.8125,0.53125,0.75,0.4727272727272727,0.5625,0.49122807017543857,0.5625,0.41818181818181815,12.144212523719165,0.7142857142857143,0.2727272727272727,0.6666666666666666,0.7692307692307693,0.8,0.05454545454545454,0.3333333333333333,0.3333333333333333,0.2545454545454545,0.2545454545454545,0.125,1.0,0.375,0.6909090909090909,0.5319854545454545,0.45373125,0.03508771929824561,0.030303030303030304,0.16071428571428573,9.20625,24.539130434782606,0.20350109409190373,9.0,1.0,3.0,1.0,6.0,1.0,18.0,3.0,7.0,24.0,31.0,1.0,0.2608695652173913,0.25,0.2608695652173913,0.11864406779661017,0.10407239819004525,0.14583333333333334,0.16363636363636364,0.21428571428571427,0.21428571428571427,1.0,0.125,0.3333333333333333,0.21428571428571427,2.0,16.0,0.0625,0.13333333333333333,0.09876543209876543,0.1323529411764706,10.0,3.0,,,0.09615384615384616,False,64.0,2.0,2.0,6.0,3.0,2.0,3.0,3.0,2.0,6.0,2.0,5.0,2.0,5.0,2.0,1.0,7.0,10.0,6.0,4.0,4.0,2.0,1.0,1.0,2.0,10.0,1.0,1.0,1.0,2.0,1.0,0.6,0.6,0.1111111111111111,0.013793103448275862,0.07462686567164178,0.0330188679245283,0.022222222222222223,0.017543859649122806,0.08928571428571429,0.047619047619047616,0.42857142857142855,0.42857142857142855,0.8333333333333334,0.3333333333333333,0.3333333333333333,1.0,0.4,1.0,0.5,0.4,0.532025,0.041666666666666664,0.10714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201142,1610612760,Kevin Durant,Kevin Durant,201142,OKC,48877.0,815,10,1584,1577,440,496,3161,58.0,82.0,16.0,27.0,46.0,114.0,101.0,114.0,33.0,151.0,297.0,125.0,132.0,563.0,1725,31.0,78.0,36.0,149.0,160.0,142.0,112.0,19.0,75.0,12.0,169.0,51.0,26.0,72.0,14.0,118.0,2.0,163.0,8.0,51.0,147.0,432,0.5298013245033113,0.5517241379310345,0.5084175084175084,0.3974358974358974,0.5106635071090048,0.3508771929824561,0.5628803245436106,0.47115384615384615,0.2962085308056872,31.38888888888889,0.7083333333333334,0.1943127962085308,0.7073170731707317,0.7532467532467533,0.4827586206896552,0.27014218009478674,0.40350877192982454,0.4107142857142857,0.23933649289099526,0.27014218009478674,0.23684210526315788,0.5925925925925926,0.2894736842105263,0.490521327014218,0.4747886904761904,0.45923348214285703,0.11940298507462686,0.15,0.26465364120781526,9.858249158249157,25.580799999999996,0.2777777777777778,11.0,3.0,37.0,5.0,43.0,6.0,108.0,37.0,35.0,145.0,170.0,0.8372093023255814,0.344,0.16666666666666666,0.34959349593495936,0.16666666666666666,0.17219387755102042,0.1292517006802721,0.026066350710900472,0.32456140350877194,0.3274336283185841,0.8108108108108109,0.02631578947368421,0.15151515151515152,0.33035714285714285,8.0,100.0,0.026936026936026935,0.06097560975609756,0.17421602787456447,0.22727272727272727,56.0,32.0,21.0,2.0,0.1956521739130435,False,190.0,9.0,13.0,47.0,6.0,13.0,15.0,24.0,14.0,46.0,12.0,8.0,16.0,7.0,17.0,10.0,25.0,19.0,12.0,7.0,25.0,21.0,,6.0,20.0,41.0,,3.0,5.0,3.0,0.625,0.5131578947368421,0.5227272727272727,0.18867924528301888,0.036170212765957444,0.030303030303030304,0.034236804564907276,0.06206896551724138,0.02976190476190476,0.03296703296703297,0.09895833333333333,0.46534653465346537,0.47,0.574468085106383,0.5454545454545454,0.5454545454545454,1.0,0.34210526315789475,0.6923076923076923,0.2222222222222222,0.34210526315789475,0.5129196428571429,0.03875968992248062,0.08170515097690942,1.0,1.0,1.0,2.0,3.0,7.0,69.0,2.0,1.0,7.0,1.0,11.0,5.0,6.0,2.0,2.0,3.0,3.0,4.0,1.0,8.0,24.0,21.0,4.0,2.0,13.0,2.0,1.0,7.0,25.0,10.0,1.0,21.0,0.21428571428571427,0.008,0.017543859649122806,0.009900990099009901,0.008771929824561403,0.024390243902439025,0.01910828025477707,0.02040816326530612,0.25396825396825395,0.05188679245283019,0.4,0.5434782608695652,0.02631578947368421,1.0,1.0,0.15384615384615385,1.0,0.3333333333333333,,,,,
201566,1610612760,Russell Westbrook,Russell Westbrook,201566,OKC,44119.0,735,41,1441,1431,385,465,2872,80.0,151.0,24.0,44.0,23.0,63.0,84.0,97.0,30.0,139.0,298.0,100.0,145.0,507.0,1565,43.0,81.0,31.0,175.0,46.0,232.0,97.0,47.0,153.0,31.0,353.0,52.0,13.0,83.0,28.0,117.0,5.0,164.0,6.0,64.0,174.0,377,0.16546762589928057,0.17424242424242425,0.4664429530201342,0.5308641975308642,0.4547738693467337,0.53125,0.5336842105263158,0.625,0.25125628140703515,34.0867440439829,0.6265060240963856,0.3793969849246231,0.5298013245033113,0.5673758865248227,0.2,0.15829145728643215,0.36507936507936506,0.38333333333333336,0.21105527638190955,0.24371859296482412,0.39285714285714285,0.5454545454545454,0.26785714285714285,0.6306532663316583,0.506107808564232,0.4924851351351351,0.14814814814814814,0.1797752808988764,0.34516765285996054,7.872818791946307,25.419,0.26717557251908397,3.0,1.0,27.0,10.0,28.0,11.0,30.0,27.0,21.0,93.0,138.0,0.35714285714285715,0.28,0.3548387096774194,0.28,0.11351351351351352,0.11988716502115655,0.10606060606060606,0.007537688442211055,0.27835051546391754,0.28125,0.3333333333333333,0.008928571428571428,0.3333333333333333,0.27835051546391754,13.0,64.0,0.0436241610738255,0.06622516556291391,0.12213740458015267,0.16853932584269662,106.0,50.0,54.0,7.0,0.07784431137724551,False,170.0,9.0,27.0,36.0,1.0,9.0,14.0,37.0,9.0,42.0,14.0,22.0,34.0,10.0,35.0,8.0,45.0,41.0,25.0,16.0,39.0,31.0,1.0,7.0,14.0,62.0,,9.0,4.0,7.0,0.3783783783783784,0.40217391304347827,0.4375,0.16326530612244897,0.08393285371702638,0.04716981132075472,0.07154213036565978,0.08461538461538462,0.07741935483870968,0.047058823529411764,0.11731843575418995,0.42857142857142855,0.42857142857142855,0.05555555555555555,0.3333333333333333,0.3333333333333333,1.0,0.5869565217391305,0.3333333333333333,,0.1956521739130435,0.5432069444444445,0.038834951456310676,0.08284023668639054,,,1.0,3.0,3.0,5.0,56.0,,1.0,16.0,,13.0,7.0,5.0,2.0,,6.0,2.0,3.0,1.0,,16.0,6.0,,,4.0,,1.0,1.0,6.0,3.0,,14.0,0.3333333333333333,0.01,0.047619047619047616,,0.010309278350515464,,0.09090909090909091,0.047619047619047616,0.1320754716981132,0.06190476190476191,0.5,0.21739130434782608,,,,0.3333333333333333,0.3333333333333333,1.0,4.0,,,,
201586,1610612760,Serge Ibaka,Serge Ibaka,201586,OKC,34883.0,581,56,1109,1108,275,274,2217,42.0,52.0,11.0,12.0,5.0,14.0,68.0,1.0,,82.0,134.0,13.0,26.0,205.0,1193,16.0,21.0,5.0,44.0,126.0,38.0,1.0,4.0,12.0,3.0,28.0,7.0,7.0,20.0,4.0,32.0,,34.0,2.0,14.0,44.0,270,0.7682926829268293,0.8873239436619719,0.6119402985074627,0.7619047619047619,0.608843537414966,0.7307692307692307,0.6288343558282209,0.7096774193548387,0.08843537414965986,14.477848101265822,0.35,0.35374149659863946,0.8076923076923077,0.8571428571428571,0.5714285714285714,0.09523809523809523,0.35714285714285715,0.38461538461538464,0.46258503401360546,0.006802721088435374,0.46153846153846156,0.9166666666666666,,0.4421768707482993,0.4922129251700678,0.5285461538461539,0.0880503144654088,0.0958904109589041,0.2146341463414634,10.249253731343284,23.38461538461538,0.24797114517583407,12.0,5.0,1.0,,5.0,2.0,15.0,1.0,19.0,85.0,116.0,1.0,0.38461538461538464,0.4,0.38461538461538464,0.11875,0.12998266897746968,0.11570247933884298,0.08163265306122448,1.0,1.0,1.0,0.19230769230769232,,1.0,4.0,56.0,0.029850746268656716,0.057692307692307696,0.1342925659472422,0.10218978102189781,8.0,3.0,,2.0,0.13432835820895522,False,136.0,13.0,18.0,35.0,4.0,,13.0,21.0,1.0,28.0,22.0,3.0,2.0,6.0,23.0,10.0,31.0,11.0,8.0,3.0,,13.0,2.0,7.0,29.0,54.0,,4.0,,4.0,0.6190476190476191,0.5909090909090909,0.5833333333333334,0.2702702702702703,0.07120743034055728,0.03529411764705882,0.058823529411764705,0.041237113402061855,0.06611570247933884,0.030303030303030304,0.1643835616438356,0.5147058823529411,0.5147058823529411,0.9714285714285714,0.3333333333333333,0.36363636363636365,1.0,0.8181818181818182,0.7222222222222222,0.07692307692307693,,0.5226947368421053,,0.13658536585365855,,1.0,2.0,,,2.0,6.0,,1.0,1.0,2.0,,1.0,2.0,1.0,,1.0,,8.0,,,4.0,42.0,,,30.0,,1.0,11.0,42.0,31.0,1.0,4.0,,0.07692307692307693,0.07142857142857142,,,0.06896551724137931,0.10476190476190476,0.05263157894736842,0.1282051282051282,,0.7380952380952381,1.0,0.045454545454545456,,,,,0.4,5.0,2.0,1.0,1.0,0.08333333333333333
202704,1610612760,Reggie Jackson,Reggie Jackson,202704,OKC,31852.0,531,-9,1023,1023,307,357,2046,39.0,58.0,7.0,10.0,10.0,26.0,24.0,42.0,11.0,54.0,108.0,53.0,39.0,210.0,1110,11.0,24.0,12.0,49.0,26.0,82.0,38.0,14.0,46.0,12.0,106.0,22.0,9.0,38.0,11.0,40.0,2.0,44.0,,14.0,42.0,299,0.24074074074074073,0.25,0.5,0.4583333333333333,0.531055900621118,0.3888888888888889,0.5737704918032787,0.5,0.32919254658385094,18.884120171673818,0.5789473684210527,0.36024844720496896,0.6724137931034483,0.75,0.3076923076923077,0.16149068322981366,0.38461538461538464,0.4166666666666667,0.14906832298136646,0.2608695652173913,0.2777777777777778,0.7,0.3055555555555556,0.6894409937888198,0.5139870967741933,0.46454375,0.08,0.11475409836065574,0.23333333333333334,6.582407407407408,27.82830188679245,0.30009775171065495,11.0,1.0,16.0,2.0,21.0,2.0,48.0,16.0,19.0,59.0,72.0,0.7619047619047619,0.39622641509433965,0.16666666666666666,0.42857142857142855,0.12258064516129032,0.11047619047619048,0.10576923076923077,0.06832298136645963,0.38095238095238093,0.38095238095238093,0.6875,0.027777777777777776,0.18181818181818182,0.42105263157894735,9.0,39.0,0.08333333333333333,0.10344827586206896,0.10540540540540541,0.07758620689655173,32.0,14.0,15.0,2.0,0.10434782608695652,False,119.0,5.0,7.0,5.0,5.0,5.0,6.0,10.0,6.0,23.0,4.0,7.0,11.0,7.0,6.0,1.0,13.0,5.0,2.0,3.0,13.0,16.0,4.0,5.0,18.0,49.0,,3.0,,7.0,0.6,0.65625,0.6764705882352942,0.02564102564102564,0.02054794520547945,0.04216867469879518,0.028384279475982533,0.021739130434782608,0.009900990099009901,0.05223880597014925,0.12949640287769784,0.20833333333333334,0.21739130434782608,,0.45454545454545453,0.45454545454545453,1.0,0.4375,0.7142857142857143,0.2,0.3125,0.4609666666666667,,0.10952380952380952,,1.0,,3.0,3.0,2.0,21.0,4.0,,2.0,,2.0,3.0,1.0,,,4.0,,1.0,,,8.0,4.0,,,2.0,,,2.0,4.0,3.0,,1.0,0.5,,0.07692307692307693,0.041666666666666664,,,0.030303030303030304,,0.1568627450980392,0.029850746268656716,0.75,0.1,0.0625,,,0.6,1.0,,3.0,,,,
