EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyCorner3FGA,SecondChanceFG2M,SecondChanceFG2A,PtsPutbacks,Fg3aBlocked,FTOffRebounds,FTDefRebounds,LiveBallTurnovers,BadPassTurnovers,ShootingFouls,BlockingFouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Technical Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,SecondChanceFg2Pct,FG3APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,OffAtRimReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyCorner3Frequency,LongMidRangePctAssisted,OffThreePtRebounds,BadPassOutOfBoundsTurnovers,Travels,PenaltyTurnovers,Charge Fouls,2pt And 1 Free Throw Trips,Blocked3s,BlockedCorner3,BlockedShortMidRange,DefensiveGoaltends,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,ShortMidRangeAssists,SelfOReb,LostBallTurnovers,SelfORebPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,HeaveMakes,HeaveAttempts,BlockedArc3,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,SecondChanceFtPoints,Corner3PctBlocked,BlockedLongMidRange,on,BlockingFoulsDrawn,Defensive 3 Seconds Violations,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,3SecondViolations,Clear Path Fouls
101108,1610612746,Chris Paul,Chris Paul,101108,LAC,2935.0,49,31.0,95,94,34.0,33,12,189,4.0,5.0,1.0,2.0,2.0,4.0,2.0,3.0,1.0,1.0,4.0,6.0,1.0,2.0,1.0,2.0,8.0,12.0,5.0,7.0,4.0,35.0,84,1.0,2.0,3.0,2.0,4.0,1.0,2.0,3.0,10.0,2.0,14.0,9.0,6.0,6.0,4.0,1.0,6.0,4.0,10.0,3.0,1.0,4.0,2.0,24.0,1.0,2.0,3.0,5.0,1.0,6.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,6.0,7.0,1.0,1.0,1.0,10.0,34.0,1.0,1.0,0.125,0.125,0.6,0.7142857142857143,0.5,0.5,0.7142857142857143,0.6666666666666666,0.5,0.8157894736842105,0.75,0.5833333333333334,0.7954545454545454,0.75,0.625,0.3684210526315789,0.08333333333333333,0.25,21.296296296296294,0.08333333333333333,0.04,0.16666666666666666,0.10416666666666667,0.021739130434782608,0.1111111111111111,0.1111111111111111,0.06666666666666667,0.08333333333333333,0.25,0.2631578947368421,0.8,0.8,0.25,0.21052631578947367,0.5,0.6666666666666666,0.15789473684210525,0.6666666666666666,0.6666666666666666,0.05263157894736842,1.0,1.0,1.0,0.3157894736842105,0.6666666666666666,0.6666666666666666,0.5,1.0,0.5,1.0,0.3333333333333333,0.5,0.3333333333333333,0.5,0.631578947368421,0.6666666666666666,0.4529394736842106,0.4731,0.4315166666666667,0.09523809523809523,0.07692307692307693,0.125,0.08571428571428572,0.2857142857142857,7.566666666666667,25.714285714285715,0.35789473684210527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
101122,1610612746,Danny Granger,Danny Granger,101122,LAC,8044.0,134,29.0,265,261,84.0,95,29,526,4.0,6.0,1.0,1.0,1.0,7.0,1.0,5.0,1.0,9.0,4.0,13.0,2.0,3.0,2.0,4.0,6.0,18.0,5.0,22.0,7.0,34.0,268,2.0,3.0,8.0,1.0,2.0,2.0,8.0,,8.0,6.0,6.0,15.0,,13.0,4.0,4.0,1.0,2.0,3.0,2.0,,1.0,,8.0,1.0,6.0,11.0,18.0,2.0,20.0,6.0,5.0,1.0,2.0,1.0,3.0,,24.0,1.0,7.0,9.0,2.0,1.0,,8.0,84.0,5.0,,0.5,0.6,1.0,0.22727272727272727,0.6666666666666666,0.25,0.22727272727272727,0.3333333333333333,0.5,0.3375,0.8,0.4,0.38372093023255816,0.8,0.4,0.55,0.2222222222222222,0.2857142857142857,15.54054054054054,0.12087912087912088,0.012345679012345678,0.13636363636363635,0.1259259259259259,0.007462686567164179,,0.1875,0.0625,0.1111111111111111,0.125,0.15,0.6666666666666666,0.8,0.5,0.175,0.14285714285714285,0.2,0.125,0.2,0.25,0.225,0.1111111111111111,0.1111111111111111,1.0,0.325,0.3076923076923077,0.36363636363636365,1.0,0.6,0.6666666666666666,1.0,0.1,1.0,0.4,0.5,0.7,0.3076923076923077,0.5092437500000001,0.51142,0.521715,0.06976744186046512,0.1,0.043478260869565216,0.23529411764705882,0.23529411764705882,8.933333333333334,24.481818181818184,0.3169811320754717,1.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.09090909090909091,0.16666666666666666,0.2,0.15384615384615385,0.3333333333333333,0.125,0.125,0.043478260869565216,0.16666666666666666,1.0,1.0,0.4,0.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
200755,1610612746,JJ Redick,JJ Redick,200755,LAC,803.0,13,8.0,30,28,8.0,13,4,58,,,,,,,1.0,2.0,,,2.0,3.0,,,,1.0,1.0,2.0,2.0,3.0,,8.0,26,,,,,,,1.0,,,2.0,,6.0,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,8.0,,,1.0,1.0,1.0,0.6666666666666666,,,0.6666666666666666,0.5,,0.8,,,0.8,,,0.6,,,14.285714285714286,,,,,,,,,,,,,,,,,,0.4,0.5,0.5,,,,,0.6,0.6666666666666666,0.6666666666666666,1.0,,,,,,1.0,,0.6,0.6666666666666666,0.49002,,0.4752,,,,,,19.1,25.733333333333334,0.26666666666666666,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
201599,1610612746,DeAndre Jordan,DeAndre Jordan,201599,LAC,2938.0,49,-3.0,98,94,29.0,29,16,192,2.0,4.0,,,,,,,,,,,,,,,2.0,4.0,,,2.0,6.0,104,,,4.0,,,,,,,,4.0,,,,,,2.0,,2.0,,,1.0,1.0,4.0,3.0,7.0,10.0,17.0,5.0,22.0,2.0,,2.0,4.0,,5.0,,5.0,1.0,3.0,5.0,3.0,,,,29.0,1.0,,,,,,,,,0.5,,0.5,0.5,,0.5,0.5,,,,,9.56521739130435,0.2777777777777778,0.08108108108108109,0.3888888888888889,0.3148148148148148,0.09259259259259259,0.07142857142857142,0.16666666666666666,0.4,0.2222222222222222,0.4166666666666667,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.551075,0.5658666666666666,,0.5,0.5,,0.6666666666666666,,1.6,,0.29591836734693877,2.0,4.0,,2.0,4.0,4.0,,,,1.0,1.0,1.0,,1.0,,,,,5.0,3.0,6.0,3.0,0.5,,,,,0.2,,,0.1,0.3333333333333333,0.5,,1.0,0.5,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.11764705882352941,0.07692307692307693,0.1111111111111111,0.125,,,,,,,,,,,,,,,,,,,True,,,,,,
201933,1610612746,Blake Griffin,Blake Griffin,201933,LAC,2849.0,47,27.0,97,94,48.0,44,7,191,6.0,9.0,2.0,4.0,1.0,4.0,1.0,5.0,,,,1.0,,,,1.0,8.0,18.0,,1.0,8.0,24.0,91,,,2.0,2.0,8.0,,1.0,6.0,10.0,8.0,8.0,,,1.0,,2.0,7.0,2.0,9.0,1.0,1.0,3.0,3.0,20.0,2.0,5.0,5.0,10.0,2.0,12.0,5.0,2.0,3.0,1.0,,3.0,,3.0,1.0,12.0,9.0,5.0,,,10.0,48.0,,,0.5,0.5714285714285714,,,,,,0.4444444444444444,0.25,0.42105263157894735,1.0,0.2222222222222222,0.5217391304347826,1.0,0.4166666666666667,0.05263157894736842,0.1111111111111111,0.25,25.0,0.14285714285714285,0.06896551724137931,0.3125,0.19607843137254902,0.05263157894736842,0.25,0.15384615384615385,0.2727272727272727,,0.2222222222222222,0.47368421052631576,0.6666666666666666,0.75,0.5,0.21052631578947367,0.25,0.3333333333333333,0.2631578947368421,0.2,0.2,,,,,0.05263157894736842,,,,,,,0.4444444444444444,0.5,0.1111111111111111,,0.5263157894736842,,0.4435078947368421,0.4627,0.42786111111111114,0.21739130434782608,0.22727272727272727,,0.08333333333333333,0.4166666666666667,8.522222222222222,26.3,0.4948453608247423,1.0,1.0,,1.0,1.0,2.0,,,,2.0,1.0,1.0,,,2.0,2.0,,,,,,,1.0,,0.1111111111111111,,,0.6666666666666666,,,,0.42857142857142855,,,1.0,1.0,,1.0,,,,2.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,0.125,,,,,,,,,,,,,,,True,,,,,,
2045,1610612746,Hedo Turkoglu,Hedo Turkoglu,2045,LAC,2017.0,34,,61,63,,17,5,124,,,,,1.0,1.0,1.0,2.0,1.0,2.0,2.0,7.0,,,,,2.0,3.0,3.0,9.0,,13.0,65,,,,,,,,,,,4.0,9.0,,7.0,2.0,,,,,,,,,,,1.0,2.0,3.0,,3.0,3.0,1.0,2.0,,,,,2.0,1.0,,,,,,,,,,,,1.0,0.3333333333333333,,,0.3333333333333333,0.6666666666666666,,0.5416666666666666,,,0.5416666666666666,,,0.75,,,17.91044776119403,0.09090909090909091,,0.08333333333333333,0.08823529411764706,,,,0.18181818181818182,,,,,,,0.08333333333333333,1.0,1.0,0.16666666666666666,0.5,0.5,0.16666666666666666,0.5,0.5,1.0,0.5833333333333334,0.2857142857142857,0.2857142857142857,1.0,,,,,,,,0.75,0.2857142857142857,0.49057916666666673,0.4054,,,,,,,18.3,25.155555555555555,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2440,1610612746,Matt Barnes,Matt Barnes,2440,LAC,1392.0,23,-7.0,46,45,10.0,17,8,91,1.0,2.0,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,1.0,2.0,1.0,2.0,2.0,7.0,60,,,,1.0,1.0,,,,2.0,2.0,,3.0,,1.0,1.0,,1.0,,1.0,,,,,2.0,,,3.0,3.0,,3.0,,,,,,2.0,1.0,4.0,1.0,2.0,2.0,1.0,,,2.0,10.0,1.0,,1.0,1.0,1.0,0.5,,,0.5,0.5,1.0,0.625,,1.0,0.7,,1.0,0.5,,,12.962962962962962,0.25,,,0.1875,,,,,0.6,,0.5,0.5,0.5,1.0,,,,,,,0.25,,,,0.25,1.0,1.0,1.0,,,,1.0,1.0,,,1.0,1.0,0.59075,,0.4887,0.2,0.3333333333333333,,,0.2857142857142857,2.25,23.55,0.21739130434782608,,,,,,,,,,2.0,2.0,2.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,True,,,,,,
2037,1610612746,Jamal Crawford,Jamal Crawford,2037,LAC,6969.0,116,31.0,231,224,74.0,65,24,455,7.0,11.0,3.0,4.0,3.0,13.0,9.0,16.0,1.0,4.0,10.0,27.0,,,4.0,11.0,19.0,40.0,11.0,31.0,13.0,84.0,225,1.0,1.0,5.0,8.0,13.0,5.0,13.0,3.0,34.0,14.0,24.0,18.0,15.0,24.0,9.0,3.0,8.0,2.0,10.0,1.0,1.0,6.0,1.0,22.0,1.0,,2.0,2.0,2.0,4.0,6.0,3.0,3.0,2.0,,3.0,1.0,3.0,,11.0,15.0,8.0,1.0,,34.0,74.0,1.0,,0.3684210526315789,0.3684210526315789,0.5454545454545454,0.3548387096774194,1.0,0.38461538461538464,0.3448275862068966,0.475,0.6153846153846154,0.5,0.4166666666666667,0.5961538461538461,0.5526315789473685,0.4166666666666667,0.6296296296296297,0.43661971830985913,0.075,0.15384615384615385,30.739299610894943,0.023529411764705882,0.014285714285714285,,0.01639344262295082,0.017391304347826087,,0.03333333333333333,0.03225806451612903,,,0.15492957746478872,0.6363636363636364,0.7,0.42857142857142855,0.18309859154929578,0.23076923076923078,0.2727272727272727,0.22535211267605634,0.5625,0.5625,0.056338028169014086,0.25,0.25,1.0,0.38028169014084506,0.37037037037037035,0.4,0.5,,,,0.15384615384615385,0.75,0.4230769230769231,0.36363636363636365,0.5915492957746479,0.375,0.4632717391304348,0.47341666666666665,0.42986458333333327,0.11842105263157894,0.18181818181818182,0.03125,0.05952380952380952,0.40476190476190477,10.772499999999997,27.416129032258066,0.3203463203463203,1.0,2.0,2.0,1.0,5.0,,2.0,,,1.0,,1.0,,,,,,,,,1.0,1.0,0.2,0.06451612903225806,0.09090909090909091,,0.07407407407407407,0.3333333333333333,,,,,1.0,,0.3333333333333333,0.5,0.07692307692307693,0.4444444444444444,1.0,2.0,,1.0,,4.0,1.0,,,,0.022222222222222223,0.037037037037037035,0.034482758620689655,,1.0,2.0,1.0,0.05714285714285714,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.16666666666666666,1.0,1.0,0.5,,,,True,,,,,,
201954,1610612746,Darren Collison,Darren Collison,201954,LAC,6187.0,103,18.0,208,202,71.0,79,22,410,12.0,21.0,8.0,10.0,4.0,7.0,5.0,14.0,,3.0,,1.0,,,,,21.0,42.0,,4.0,17.0,59.0,212,,,4.0,9.0,14.0,,1.0,9.0,27.0,20.0,22.0,,,1.0,,7.0,8.0,8.0,16.0,6.0,2.0,5.0,2.0,40.0,3.0,2.0,5.0,7.0,4.0,11.0,1.0,,1.0,4.0,,4.0,1.0,8.0,,14.0,19.0,7.0,,2.0,27.0,71.0,,1.0,0.47619047619047616,0.47619047619047616,,,,,,0.5,0.6428571428571429,0.45652173913043476,0.3333333333333333,0.6,0.5370370370370371,0.5,0.7105263157894737,0.08695652173913043,0.16666666666666666,0.14285714285714285,25.217391304347828,0.07462686567164178,0.045454545454545456,0.05405405405405406,0.0673076923076923,0.038461538461538464,0.045454545454545456,0.08,0.13043478260869565,,0.037037037037037035,0.45652173913043476,0.5714285714285714,0.75,0.5833333333333334,0.15217391304347827,0.5714285714285714,0.6666666666666666,0.30434782608695654,0.35714285714285715,0.38461538461538464,0.06521739130434782,,,,0.021739130434782608,,,,,,,0.6666666666666666,0.8,,,0.5434782608695652,,0.503379347826087,0.38280000000000003,0.5847533333333333,0.1346153846153846,0.14583333333333334,,0.06779661016949153,0.4576271186440678,8.954761904761906,23.5,0.34134615384615385,,2.0,1.0,1.0,3.0,,1.0,,,,,3.0,,,,,2.0,2.0,,,,,0.3333333333333333,0.25,0.23809523809523808,0.07142857142857142,,,,,,0.1,,0.5,0.6666666666666666,,0.06666666666666667,0.2,1.0,2.0,1.0,,1.0,1.0,,,,,0.02631578947368421,0.07692307692307693,0.041666666666666664,,1.0,1.0,,0.058823529411764705,,,,,,,,,,,,2.0,0.3333333333333333,,True,,,,,,
201162,1610612746,Jared Dudley,Jared Dudley,201162,LAC,1265.0,21,3.0,39,41,14.0,16,4,80,,,,,,,,1.0,1.0,1.0,,2.0,,1.0,,,,1.0,1.0,3.0,,3.0,43,,1.0,,,1.0,,,,,,,3.0,,2.0,,,,2.0,2.0,1.0,1.0,,,6.0,,,4.0,5.0,,5.0,,,,,,,,1.0,,,,,,,,14.0,,,,,1.0,0.3333333333333333,,,0.3333333333333333,,,0.375,,,0.375,,,0.75,,,9.30232558139535,0.2857142857142857,,,0.21052631578947367,,,0.25,0.25,0.3333333333333333,,,,,,,,,0.25,,,0.25,1.0,1.0,1.0,0.5,,,,1.0,,,,,,,0.75,,0.5474875,0.55665,0.4189,,,,,,19.0,24.066666666666666,0.358974358974359,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
