EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Clear Path Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PtsPutbacks,OffTwoPtRebounds,OffRebounds,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefArc3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceArc3FGA,SecondChanceFG3A,Corner3Assists,OffThreePtRebounds,SelfOReb,BadPassSteals,BadPassTurnovers,Charge Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,OffThreePtReboundPct,OffArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,Corner3FGM,SecondChanceCorner3FGA,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Charge Fouls,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimFGM,Loose Ball Fouls,Offensive Fouls Drawn,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,PenaltyAtRimAccuracy,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Travels,SecondChanceTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,SecondChanceAtRimPctAssisted,on,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,LongMidRangePctBlocked,SecondChanceArc3FGM,SecondChanceFG3M,Blocked3s,BlockedArc3,BlockedLongMidRange,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,StepOutOfBoundsTurnovers,OffCorner3ReboundPct
201177,1610612766,Josh McRoberts,Josh McRoberts,201177,CHA,4693.0,78,4.0,145,146,31,18,16.0,291,2.0,4.0,2.0,1.0,1.0,6.0,8.0,2.0,2.0,2.0,6.0,6.0,9.0,2.0,24.0,156.0,2.0,3.0,2.0,8.0,2.0,2.0,15.0,3.0,8.0,6.0,1.0,7.0,1.0,8.0,1.0,6.0,1.0,17.0,1.0,8.0,1.0,10.0,10.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,8.0,1.0,2.0,2.0,1.0,8.0,31,1.0,0.5,0.5,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.7333333333333333,1.0,0.75,1.0,0.6,0.16666666666666666,0.25,10.975609756097562,1.0,0.2,0.1702127659574468,0.058823529411764705,0.140625,0.09090909090909091,0.08333333333333333,0.25,0.125,0.26666666666666666,0.5,0.6666666666666666,0.5,0.13333333333333333,0.06666666666666667,0.5333333333333333,0.75,0.75,0.8333333333333334,0.3333333333333333,0.6666666666666666,1.0,0.8666666666666667,0.75,0.5080033333333334,0.5168,0.3333333333333333,6.8500000000000005,25.58888888888889,0.21379310344827587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
201604,1610612766,Chris Douglas-Roberts,Chris Douglas-Roberts,201604,CHA,1778.0,30,-9.0,54,53,17,9,5.0,107,1.0,2.0,1.0,,,,2.0,,1.0,2.0,3.0,,2.0,3.0,7.0,68.0,,1.0,,2.0,2.0,2.0,,,2.0,,1.0,1.0,1.0,2.0,1.0,1.0,,5.0,1.0,1.0,,2.0,4.0,,,1.0,1.0,1.0,1.0,2.0,3.0,,2.0,5.0,,2.0,17,,0.5,1.0,,,,,0.6666666666666666,0.4,0.5,0.5,0.5,0.4,0.3333333333333333,0.5,13.559322033898306,1.0,,0.1,0.14285714285714285,0.11764705882352941,,,0.2,,0.4,0.5,1.0,,0.2,,0.4,,,,,0.5,,0.8,,0.45366,0.39949999999999997,0.2857142857142857,8.799999999999999,25.45,0.3148148148148148,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.5,0.125,0.07692307692307693,0.2857142857142857,0.25,1.0,1.0,1.0,1.0,1.0,0.5147,0.42857142857142855,0.6,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
201945,1610612766,Gerald Henderson,Gerald Henderson,201945,CHA,4583.0,76,-28.0,145,144,29,15,15.0,289,3.0,4.0,8.0,1.0,,,6.0,,,8.0,16.0,,7.0,6.0,22.0,161.0,,,2.0,4.0,10.0,6.0,,,6.0,,,3.0,1.0,4.0,,2.0,1.0,9.0,5.0,7.0,,12.0,13.0,3.0,1.0,3.0,,3.0,2.0,5.0,7.0,,10.0,9.0,1.0,4.0,29,1.0,0.625,0.625,,,,,0.5,0.34782608695652173,0.3333333333333333,0.4074074074074074,0.4,0.30434782608695654,,,18.51851851851852,1.0,,0.15217391304347827,0.3125,0.1935483870967742,0.08333333333333333,0.09090909090909091,0.21739130434782608,0.2857142857142857,0.17391304347826086,0.75,0.75,0.6666666666666666,0.34782608695652173,0.043478260869565216,0.2608695652173913,,,,,,,0.4782608695652174,,0.4868521739130435,0.4930666666666667,0.18181818181818182,10.69375,25.157142857142855,0.2,,,2.0,,,,,1.0,3.0,,,1.0,1.0,4.0,,0.3333333333333333,,,,0.013888888888888888,,0.3333333333333333,0.25,0.25,0.5,,,0.55875,0.15384615384615385,0.21052631578947367,,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.058823529411764705,0.07692307692307693,0.06666666666666667,1.0,0.17391304347826086,0.75,0.75,0.6666666666666666,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
202689,1610612766,Kemba Walker,Kemba Walker,202689,CHA,5843.0,97,-26.0,182,183,39,28,21.0,365,1.0,5.0,4.0,3.0,,7.0,14.0,5.0,7.0,6.0,17.0,8.0,17.0,7.0,43.0,207.0,5.0,7.0,2.0,19.0,,12.0,9.0,15.0,14.0,7.0,,12.0,6.0,18.0,5.0,5.0,5.0,42.0,1.0,6.0,,7.0,8.0,6.0,3.0,3.0,,9.0,1.0,4.0,5.0,,11.0,9.0,1.0,19.0,39,1.0,,,0.375,0.47058823529411764,0.7142857142857143,0.47058823529411764,0.35294117647058826,0.5294117647058824,0.7083333333333334,0.5657894736842105,0.7307692307692307,0.5,,,22.815533980582522,0.3333333333333333,,0.1111111111111111,0.045454545454545456,0.09210526315789473,0.06666666666666667,0.08333333333333333,0.14814814814814814,,0.14705882352941177,0.2,0.2,,0.11764705882352941,0.08823529411764706,0.4117647058823529,0.5,0.5,0.2857142857142857,,0.5833333333333334,0.7142857142857143,0.6470588235294118,0.5,0.4864588235294118,0.43162083333333334,0.4418604651162791,8.694117647058825,24.811764705882354,0.21428571428571427,,,1.0,,,,,1.0,5.0,,1.0,1.0,1.0,4.0,,0.2,,,0.014492753623188406,0.01098901098901099,0.034482758620689655,0.08333333333333333,0.25,0.25,,,,0.55635,0.10810810810810811,0.2,,1.0,4.0,8.0,,1.0,1.0,,,3.0,3.0,3.0,,,,,,,,,0.23529411764705882,0.5,0.5,,,0.08333333333333333,1.0,1.0,2.0,1.0,6.0,4.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
2744,1610612766,Al Jefferson,Al Jefferson,2744,CHA,6351.0,106,-29.0,198,200,48,34,22.0,398,11.0,19.0,12.0,,,,,,,26.0,53.0,,,4.0,56.0,230.0,,,1.0,9.0,40.0,12.0,,,,,2.0,2.0,,2.0,,,,4.0,8.0,9.0,5.0,22.0,28.0,1.0,,1.0,,1.0,1.0,4.0,7.0,,6.0,5.0,,9.0,48,,0.7692307692307693,0.8333333333333334,,,,,0.49056603773584906,0.49056603773584906,0.6666666666666666,0.509090909090909,0.6428571428571429,,0.03773584905660377,0.05263157894736842,25.112107623318387,1.0,0.625,0.15789473684210525,0.34782608695652173,0.2125,0.06666666666666667,0.16666666666666666,0.2,0.3,0.3584905660377358,0.5789473684210527,0.6111111111111112,0.8181818181818182,0.22641509433962265,,,,,,,,,0.3584905660377358,,0.4429792452830189,0.48590000000000005,0.16071428571428573,7.728301886792451,,0.24242424242424243,2.0,6.0,6.0,5.0,10.0,,10.0,4.0,6.0,4.0,5.0,6.0,1.0,3.0,0.5,0.6666666666666666,0.5,0.5,0.0684931506849315,0.0625,0.0967741935483871,0.38461538461538464,0.5,0.5,1.0,0.6,0.3333333333333333,0.5004333333333333,0.05454545454545454,0.05454545454545454,0.17857142857142858,2.0,9.0,22.0,,,,1.0,2.0,1.0,1.0,,5.0,4.0,5.0,1.0,0.043478260869565216,0.05263157894736842,0.08,0.2,0.41509433962264153,0.4090909090909091,0.42857142857142855,0.5555555555555556,,0.3333333333333333,,,2.0,,,,,,,,,2.0,1.0,1.0,1.0,1.0,0.045454545454545456,0.043478260869565216,0.05263157894736842,1.0,,,,,,,,True,,,,,,,,,,,,,
202390,1610612766,Gary Neal,Gary Neal,202390,CHA,2289.0,38,-31.0,73,75,28,27,8.0,148,1.0,3.0,2.0,2.0,1.0,1.0,5.0,,2.0,3.0,12.0,2.0,7.0,1.0,13.0,108.0,1.0,3.0,,3.0,,6.0,6.0,,5.0,1.0,,1.0,1.0,2.0,1.0,1.0,,5.0,,,,,2.0,,,2.0,1.0,3.0,,4.0,5.0,,1.0,2.0,,3.0,28,,,,1.0,0.2857142857142857,0.3333333333333333,0.2857142857142857,0.25,0.3157894736842105,0.375,0.325,0.375,0.3684210526315789,,,28.04878048780488,0.6666666666666666,,,,,,,,,0.15789473684210525,0.3333333333333333,0.3333333333333333,,0.10526315789473684,0.10526315789473684,0.2631578947368421,0.2,0.2,1.0,0.25,0.5,,0.5263157894736842,0.2,0.45533421052631584,0.559275,0.23076923076923078,9.083333333333334,25.071428571428573,0.3835616438356164,,,,,2.0,,,,1.0,,2.0,2.0,,1.0,,,,,0.08,0.0625,0.09090909090909091,,,,,,,0.49545,0.05,0.07692307692307693,,1.0,2.0,7.0,1.0,1.0,,,1.0,,1.0,,,,,,,,0.07692307692307693,,0.3684210526315789,0.2857142857142857,0.2857142857142857,,0.3333333333333333,0.25,1.0,,,1.0,1.0,,,0.5,0.5,1.0,,,,,,1.0,,0.14285714285714285,,,1.0,1.0,,,,,,True,,,,,,,,,,,,,
2557,1610612766,Luke Ridnour,Luke Ridnour,2557,CHA,508.0,8,-3.0,16,17,9,6,1.0,33,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,5.0,,5.0,,2.0,2.0,10.0,,,,,,,,,,,,1.0,1.0,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
203077,1610612766,Michael Kidd-Gilchrist,Michael Kidd-Gilchrist,203077,CHA,4052.0,68,10.0,124,128,22,17,16.0,252,8.0,19.0,2.0,,,,,,,11.0,22.0,,,6.0,28.0,123.0,,,,4.0,14.0,8.0,,,,,7.0,3.0,1.0,4.0,1.0,1.0,,9.0,5.0,8.0,1.0,14.0,21.0,,,4.0,1.0,8.0,3.0,4.0,10.0,,7.0,10.0,2.0,4.0,22,1.0,0.6363636363636364,0.7,,,,,0.5,0.5,0.4,0.5384615384615384,0.3333333333333333,,0.3181818181818182,0.3684210526315789,23.776223776223777,0.5,0.2,0.1951219512195122,0.3125,0.22807017543859648,0.3,0.2222222222222222,0.13636363636363635,0.375,0.8636363636363636,0.42105263157894735,0.6666666666666666,0.625,0.09090909090909091,,,,,,,,,0.8636363636363636,,0.5611000000000002,0.55278,0.14285714285714285,3.686363636363636,,0.1774193548387097,3.0,5.0,2.0,3.0,5.0,3.0,9.0,2.0,5.0,2.0,6.0,7.0,2.0,4.0,0.6,0.4,0.6,0.75,0.12,0.11290322580645161,0.16666666666666666,0.25,1.0,1.0,1.0,1.0,0.6,0.614,0.16666666666666666,0.16666666666666666,0.32142857142857145,5.0,1.0,1.0,,,,1.0,,,3.0,,2.0,1.0,2.0,2.0,0.08333333333333333,0.1,,1.0,0.045454545454545456,1.0,1.0,,,1.0,,,2.0,,4.0,1.0,1.0,,,,,2.0,,,1.0,1.0,,0.06666666666666667,0.09090909090909091,0.4,,,1.0,1.0,1.0,1.0,0.6666666666666666,True,,,,,,,,,,,,,
201229,1610612766,Anthony Tolliver,Anthony Tolliver,201229,CHA,595.0,10,-16.0,21,19,7,10,3.0,40,,,,,,1.0,1.0,,,,,1.0,1.0,,3.0,32.0,,,,,,,3.0,,1.0,1.0,,1.0,,1.0,,,1.0,2.0,,1.0,,1.0,2.0,,,,,,,,,,,,,,7,,,,1.0,1.0,,1.0,,1.5,,1.5,,1.0,,,4.166666666666667,,,0.25,,0.2,,,0.5,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,0.5742,,,,25.3,0.3333333333333333,,,,,,,,,,,,1.0,,,,,,,,0.1111111111111111,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
203469,1610612766,Cody Zeller,Cody Zeller,203469,CHA,1063.0,18,-17.0,32,35,10,6,3.0,67,2.0,4.0,,,,,,,,2.0,4.0,,,1.0,5.0,42.0,,,1.0,1.0,2.0,2.0,,,,,1.0,,,,,,,,,1.0,,1.0,3.0,,,,,1.0,1.0,,,,1.0,2.0,,1.0,10,,0.5,1.0,,,,,0.5,0.5,,0.5,0.5,,0.25,0.25,17.142857142857142,,,0.16666666666666666,,0.09090909090909091,,,0.25,,1.0,0.5,0.6666666666666666,0.5,,,,,,,,,,1.0,,0.598325,,0.2,1.275,,0.3125,1.0,2.0,,1.0,2.0,,2.0,,,2.0,2.0,2.0,,1.0,0.5,,0.5,0.5,0.16666666666666666,0.13333333333333333,0.4,,,,,1.0,0.5,0.6368,0.2,0.2,0.4,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
