EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,SecondChanceArc3FGA,SecondChanceFG3A,PenaltyFtPoints,Corner3Assists,OffThreePtRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,LongMidRangePctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceArc3Frequency,PenaltyArc3FGM,PenaltyArc3FGA,NonShootingPenaltyNonTakeFouls,OffAtRimReboundPct,OffShortMidRangeReboundPct,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,LostBallOutOfBoundsTurnovers,Charge Fouls,BlockedLongMidRange,BlockedShortMidRange,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,OffCorner3ReboundPct,Loose Ball Fouls,ShortMidRangePctBlocked,Loose Ball Fouls Drawn,SecondChanceFtPoints,Offensive Fouls,SecondChanceAtRimPctAssisted,on,Clear Path Fouls,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
201177,1610612766,Josh McRoberts,Josh McRoberts,201177,CHA,6345.0,106,-2.0,197,198,40.0,40.0,22.0,395,5.0,7.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,3.0,2.0,6.0,5.0,9.0,3.0,10.0,3.0,22.0,216.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,5.0,4.0,6.0,9.0,2.0,6.0,2.0,1.0,10.0,1.0,11.0,1.0,6.0,2.0,2.0,23.0,1.0,4.0,12.0,2.0,18,1.0,19,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,4.0,1.0,5.0,9.0,3.0,4.0,2.0,1.0,1.0,1.0,5.0,40.0,0.4,0.5,1.0,0.3,0.3333333333333333,0.3,0.5555555555555556,1.0,1.0,0.5,1.0,0.625,0.5238095238095238,1.0,0.625,0.5263157894736842,0.1111111111111111,0.14285714285714285,11.312217194570136,0.75,0.25,0.18181818181818182,0.016666666666666666,0.16,0.17582417582417584,0.011363636363636364,0.05263157894736842,0.125,0.1111111111111111,0.25,0.11764705882352941,0.25,0.3684210526315789,0.7142857142857143,0.8333333333333334,0.4,0.10526315789473684,0.21052631578947367,0.25,0.25,1.0,0.3157894736842105,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.25,1.0,0.75,0.3333333333333333,0.8947368421052632,0.3333333333333333,0.5378763157894737,0.6662,0.569625,0.09523809523809523,0.18181818181818182,0.09090909090909091,0.22727272727272727,4.800000000000001,25.44,0.20304568527918782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
201229,1610612766,Anthony Tolliver,Anthony Tolliver,201229,CHA,625.0,10,-3.0,22,20,17.0,10.0,1.0,42,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,2.0,,,1.0,1.0,2,,2,,,,,,,,,,,1.0,1.0,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,1.0,0.14285714285714285,,,0.125,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
201945,1610612766,Gerald Henderson,Gerald Henderson,201945,CHA,7143.0,119,-28.0,224,225,55.0,46.0,24.0,449,6.0,8.0,,,1.0,2.0,14.0,,2.0,,,,7.0,14.0,28.0,,9.0,11.0,39.0,253.0,1.0,1.0,2.0,2.0,4.0,,,6.0,16.0,12.0,,,7.0,,1.0,5.0,4.0,9.0,3.0,2.0,,3.0,22.0,,6.0,7.0,2.0,15,1.0,16,4.0,3.0,1.0,5.0,4.0,1.0,1.0,,6.0,2.0,9.0,12.0,16.0,17.0,9.0,1.0,1.0,1.0,6.0,55.0,0.5714285714285714,0.5714285714285714,,,,,0.5,1.0,0.5,0.3783783783783784,0.5,0.5,0.4431818181818182,0.5,0.5,0.24324324324324326,0.03571428571428571,,20.0,0.8333333333333334,0.18181818181818182,0.1,,0.2222222222222222,0.13402061855670103,0.009900990099009901,,0.05555555555555555,0.05555555555555555,0.14705882352941177,0.21052631578947367,0.25,0.21621621621621623,0.75,0.75,0.5,0.3783783783783784,0.05405405405405406,,,,0.1891891891891892,,,,,,0.5,0.5,,,0.4594594594594595,,0.4839256756756756,0.510825,0.5468,0.20930232558139536,0.2647058823529412,0.05128205128205128,0.15384615384615385,11.025,24.955555555555556,0.24553571428571427,4.0,6.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.07142857142857142,0.03225806451612903,0.041666666666666664,0.045454545454545456,1.0,0.16216216216216217,0.6666666666666666,0.6666666666666666,0.75,0.2857142857142857,0.3076923076923077,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
202390,1610612766,Gary Neal,Gary Neal,202390,CHA,2352.0,39,-14.0,79,79,41.0,40.0,8.0,158,2.0,5.0,,,1.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,7.0,5.0,12.0,2.0,9.0,1.0,17.0,96.0,,1.0,,3.0,6.0,2.0,3.0,12.0,4.0,6.0,6.0,,7.0,1.0,,1.0,,1.0,,,1.0,,2.0,2.0,1.0,2.0,,3,2.0,5,,,,2.0,1.0,1.0,1.0,,3.0,,2.0,3.0,1.0,2.0,1.0,,,,12.0,41.0,0.4,0.4,1.0,0.2222222222222222,0.6666666666666666,0.2222222222222222,0.4166666666666667,,0.5,0.38095238095238093,,0.6666666666666666,0.38636363636363635,,0.6666666666666666,0.42857142857142855,,,28.735632183908045,0.6666666666666666,,0.09523809523809523,0.09523809523809523,0.09090909090909091,0.09375,0.06896551724137931,,,0.25,0.1,0.1,,0.23809523809523808,0.4,0.4,,0.19047619047619047,0.09523809523809523,0.5,0.5,1.0,0.3333333333333333,0.14285714285714285,0.14285714285714285,1.0,,,0.4444444444444444,0.25,0.1111111111111111,1.0,0.6666666666666666,0.14285714285714285,0.5010333333333333,0.512775,0.5121722222222223,0.045454545454545456,0.07692307692307693,,0.7058823529411765,9.408333333333333,24.91111111111111,0.5189873417721519,,3.0,3.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,0.07142857142857142,,0.14285714285714285,,,,0.75,0.75,0.6666666666666666,0.5,1.0,2.0,1.0,0.125,0.25,0.2222222222222222,0.5,,,,,,,,,,,,,,,,,,,,True,,,,,,
202689,1610612766,Kemba Walker,Kemba Walker,202689,CHA,6916.0,115,-22.0,214,215,49.0,42.0,23.0,429,2.0,5.0,1.0,1.0,,1.0,9.0,1.0,2.0,,,8.0,14.0,14.0,26.0,9.0,16.0,11.0,66.0,242.0,1.0,1.0,5.0,2.0,7.0,2.0,2.0,16.0,2.0,26.0,18.0,,14.0,8.0,1.0,14.0,4.0,18.0,2.0,8.0,1.0,5.0,40.0,,,9.0,,9,,9,6.0,4.0,2.0,3.0,3.0,7.0,,,10.0,4.0,3.0,4.0,14.0,14.0,6.0,2.0,,2.0,16.0,49.0,0.07142857142857142,0.07142857142857142,0.6666666666666666,0.5625,1.0,0.5625,0.5384615384615384,1.0,0.2857142857142857,0.6547619047619048,0.8333333333333334,0.5555555555555556,0.6875,0.8333333333333334,0.6666666666666666,0.38095238095238093,0.038461538461538464,0.2,24.26778242677824,0.3,,0.13043478260869565,,,0.09782608695652174,,,0.058823529411764705,0.1111111111111111,0.17647058823529413,,,0.11904761904761904,0.4,0.5,,0.21428571428571427,0.047619047619047616,0.5,0.5,1.0,0.3333333333333333,0.5714285714285714,0.5714285714285714,0.625,0.3333333333333333,1.0,0.1111111111111111,,,,0.5,0.5714285714285714,0.47979404761904765,0.55635,0.42874999999999996,0.13043478260869565,0.2,0.07575757575757576,0.24242424242424243,10.415384615384614,25.19375,0.22897196261682243,8.0,12.0,4.0,1.0,2.0,6.0,2.0,,,3.0,,2.0,,2.0,2.0,1.0,2.0,,,,,0.5,0.2857142857142857,0.6666666666666666,0.6666666666666666,,0.4444444444444444,0.4444444444444444,0.25,0.3333333333333333,2.0,2.0,,,,0.2222222222222222,1.0,1.0,1.0,1.0,9.0,3.0,1.0,1.0,1.0,0.5,0.3333333333333333,1.0,1.0,,,,,,,,True,,,,,,
201604,1610612766,Chris Douglas-Roberts,Chris Douglas-Roberts,201604,CHA,780.0,13,-12.0,23,23,,,2.0,46,1.0,2.0,,,,,,,,,,,1.0,1.0,2.0,,1.0,,2.0,30.0,,,,,,,,,,2.0,,,1.0,,1.0,,,,,,,,,1.0,1.0,,,1,1.0,2,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,0.5,,,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,0.5,0.5,12.0,,,,0.125,0.3333333333333333,0.14285714285714285,0.06666666666666667,,,,,0.3333333333333333,,0.6666666666666666,0.5,1.0,,,,,,,0.3333333333333333,,,,,,,,,,1.0,,0.5488,,,,,,,1.35,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
203469,1610612766,Cody Zeller,Cody Zeller,203469,CHA,1195.0,20,-18.0,39,43,15.0,11.0,3.0,82,2.0,3.0,1.0,1.0,1.0,2.0,,,,,,,,2.0,3.0,,,2.0,6.0,48.0,1.0,1.0,2.0,1.0,2.0,,,4.0,2.0,2.0,,2.0,,,1.0,,,,,,,,,1.0,,2.0,,2,2.0,4,,,,1.0,,1.0,1.0,,2.0,2.0,1.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,15.0,0.5,1.0,,,,,0.6666666666666666,1.0,0.5,0.6666666666666666,1.0,0.5,0.6,1.0,0.5,,0.3333333333333333,0.3333333333333333,16.666666666666668,0.5,,0.2857142857142857,0.09090909090909091,,0.14285714285714285,0.11764705882352941,,0.3333333333333333,0.5,,,,1.0,0.6666666666666666,1.0,0.5,,,,,,,,,,1.0,1.0,1.0,0.5,,,1.0,,0.5721999999999999,0.4999,0.5812999999999999,0.4,0.4,0.3333333333333333,0.6666666666666666,1.7666666666666666,,0.38461538461538464,,,,,,2.0,,1.0,,1.0,,,,,,2.0,,,0.16666666666666666,,,1.0,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,0.5,,,,,,,True,,,,,,
2744,1610612766,Al Jefferson,Al Jefferson,2744,CHA,4583.0,76,-28.0,145,144,29.0,15.0,15.0,289,7.0,14.0,1.0,4.0,,,10.0,,,,,,,18.0,40.0,,,3.0,39.0,161.0,4.0,8.0,8.0,,2.0,,,1.0,28.0,8.0,,2.0,,,2.0,2.0,,2.0,,,2.0,,4.0,3.0,5.0,9.0,5.0,19,3.0,22,1.0,1.0,,1.0,1.0,,,,1.0,1.0,3.0,5.0,5.0,4.0,2.0,4.0,3.0,4.0,1.0,29.0,0.7777777777777778,0.8235294117647058,,,,,0.45,0.5,,0.45,0.5,,0.4642857142857143,0.5,0.16666666666666666,,0.05,0.07142857142857142,26.54320987654321,1.0,0.7142857142857143,0.1956521739130435,0.05454545454545454,0.3125,0.22580645161290322,0.041666666666666664,0.058823529411764705,0.08333333333333333,0.18181818181818182,0.2608695652173913,0.3333333333333333,0.2857142857142857,0.35,0.5,0.5384615384615384,0.8571428571428571,0.25,,,,,,,,,0.5,0.25,,,,,0.35,,0.4305974999999999,0.47782857142857144,0.3738,0.047619047619047616,0.047619047619047616,0.20512820512820512,0.02564102564102564,7.837499999999999,,0.2,6.0,16.0,5.0,,,1.0,,,1.0,,,,1.0,,,1.0,,,,,0.05,0.25,0.4,0.375,0.4,0.5,0.5,0.5,1.0,,,,1.0,0.1,,,,,,,,,,,1.0,,,,,,1.0,0.0625,,,,,True,,,,,,
202687,1610612766,Bismack Biyombo,Bismack Biyombo,202687,CHA,1538.0,26,-5.0,45,45,9.0,16.0,7.0,90,2.0,4.0,,1.0,1.0,1.0,,,,,,,,3.0,5.0,,,,6.0,57.0,,1.0,,2.0,2.0,,,4.0,6.0,,,,,,,1.0,,1.0,,,,1.0,2.0,1.0,1.0,,,1,4.0,5,,,,,,,,,,,,2.0,1.0,,,,,,4.0,9.0,1.0,1.0,,,,,0.6,,1.0,0.6,,1.0,0.6,,1.0,,,,9.615384615384615,,,,0.125,0.2,0.05263157894736842,0.2222222222222222,,,,,0.25,,0.8,0.5,0.5,1.0,,,,,,,,,,1.0,,0.5,1.0,,,0.8,,0.58764,,0.58375,,,,0.6666666666666666,2.46,,0.2,1.0,1.0,,,,,,3.0,,,,,,,,,,,0.3,0.3333333333333333,,,0.2,1.0,1.0,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,True,,,,,,
2557,1610612766,Luke Ridnour,Luke Ridnour,2557,CHA,227.0,4,-6.0,10,10,6.0,4.0,1.0,20,,,,,,,,,,,,,,1.0,1.0,,,,2.0,11.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,2.0,,,2,,2,,,,2.0,2.0,,,,2.0,,,,,,,1.0,1.0,1.0,,6.0,1.0,1.0,,,,,1.0,,,1.0,,,1.0,,,,,,27.272727272727273,1.0,,,,0.5,0.4,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,0.3745,,,,,,,11.5,,0.6,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
