EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimAssists,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,ShootingFouls,BlockedShortMidRange,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFtPoints,PtsPutbacks,Corner3Assists,FTOffRebounds,FTDefRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,BlockingFouls,Charge Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedLongMidRange,DefensiveGoaltends,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,DefFTReboundPct,OffFTReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,Technical Free Throw Trips,LongMidRangePctBlocked,SecondChanceCorner3FGA,PenaltyCorner3FGM,Fg3aBlocked,Loose Ball Fouls,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,HeaveAttempts,SecondChanceCorner3FGM,Defensive 3 Seconds Violations,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,Clear Path Fouls,Travels,Corner3PctBlocked
101150,1610612737,Lou Williams,Lou Williams,101150,ATL,4127.0,69,-25,127,131,57,71,12,258,3.0,5.0,1.0,3.0,2.0,7.0,2.0,8.0,1.0,3.0,1.0,3.0,7.0,1.0,4.0,7.0,20,4.0,10.0,6.0,32.0,143,1.0,3.0,2.0,5.0,11.0,1.0,5.0,13.0,6.0,8.0,3.0,9.0,7.0,3.0,2.0,3.0,1.0,4.0,1.0,2.0,1.0,9.0,5.0,5.0,5.0,3.0,2.0,1.0,5.0,2.0,1.0,3.0,6.0,5.0,4.0,1.0,4.0,6.0,3.0,1.0,1.0,1.0,1.0,13.0,57,1.0,0.42857142857142855,0.42857142857142855,0.25,0.4,0.2,0.4,0.35,0.3333333333333333,0.45454545454545453,0.43333333333333335,0.3333333333333333,0.40625,0.48484848484848486,0.3333333333333333,0.40625,0.3333333333333333,0.1,0.2,0.14285714285714285,27.272727272727273,0.8333333333333334,0.10869565217391304,0.08333333333333333,0.2,0.17647058823529413,1.0,0.16666666666666666,0.6,0.75,0.6666666666666666,0.23333333333333334,0.2857142857142857,0.3333333333333333,0.26666666666666666,0.25,0.25,0.5,0.1,0.3333333333333333,0.3333333333333333,0.23333333333333334,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.1875,0.3333333333333333,0.0625,0.25,0.25,0.5,0.42857142857142855,0.46050333333333343,0.39345,0.456225,0.09090909090909091,0.13043478260869565,0.0625,0.40625,10.09,25.54,0.44881889763779526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1882,1610612737,Elton Brand,Elton Brand,1882,ATL,2856.0,48,-29,86,90,43,39,6,176,,,,,,1.0,1.0,4.0,,,,,,,,1.0,5,,,1.0,3.0,103,,,,,2.0,,,,2.0,,,,,,,2.0,1.0,3.0,1.0,,,7.0,8.0,10.0,14.0,1.0,1.0,,,,,,,,7.0,,1.0,2.0,1.0,3.0,2.0,3.0,1.0,,42,,1.0,1.0,,,,,0.2,,,0.2,,,0.25,,,,,,,6.382978723404256,,0.25,0.22727272727272727,0.2222222222222222,0.3,0.3333333333333333,,,,,0.2,,,0.8,0.25,0.25,1.0,,,,,,,,,,,,,,,0.41776,,0.42264999999999997,0.16666666666666666,0.16666666666666666,,,16.52,,0.5,2.0,3.0,1.0,2.0,4.0,5.0,1.0,0.047619047619047616,0.16666666666666666,0.13636363636363635,0.09302325581395349,0.1,0.14285714285714285,0.23076923076923078,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
200794,1610612737,Paul Millsap,Paul Millsap,200794,ATL,12949.0,216,-3,401,400,123,105,38,801,16.0,28.0,3.0,7.0,6.0,15.0,4.0,15.0,2.0,4.0,,7.0,18.0,2.0,6.0,26.0,58,9.0,22.0,41.0,120.0,410,4.0,8.0,17.0,8.0,18.0,2.0,6.0,36.0,26.0,26.0,27.0,,18.0,7.0,8.0,5.0,11.0,16.0,8.0,,2.0,43.0,27.0,43.0,57.0,8.0,7.0,1.0,6.0,3.0,11.0,3.0,17.0,5.0,19.0,1.0,47.0,51.0,22.0,12.0,9.0,12.0,6.0,36.0,122,1.0,0.5,0.5416666666666666,1.0,0.4090909090909091,0.3333333333333333,0.4090909090909091,0.4482758620689655,0.5,0.4444444444444444,0.49375,0.55,0.4583333333333333,0.5769230769230769,0.6538461538461539,0.5625,0.275,0.13793103448275862,0.25,0.06666666666666667,26.71081677704194,0.35294117647058826,0.22131147540983606,0.22099447513812154,0.3125,0.21739130434782608,0.5,0.35,0.5714285714285714,0.7619047619047619,0.5,0.1875,0.4,0.42857142857142855,0.1875,0.26666666666666666,0.26666666666666666,0.5,0.05,0.5,0.5,0.225,0.3888888888888889,0.3888888888888889,1.0,0.2916666666666667,0.42857142857142855,,0.25,0.3333333333333333,0.625,0.3888888888888889,0.496674375,0.47634999999999994,0.4936020833333333,0.23,0.28205128205128205,0.14166666666666666,0.3,7.996551724137931,25.072727272727274,0.30673316708229426,3.0,8.0,5.0,13.0,14.0,5.0,1.0,0.04807692307692308,0.22033898305084745,0.08,0.06372549019607843,,0.047058823529411764,0.1590909090909091,0.19047619047619047,3.0,6.0,1.0,2.0,1.0,2.0,6.0,14.0,4.0,3.0,1.0,3.0,2.0,6.0,2.0,3.0,1.0,2.0,7.0,5.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,4.0,0.5,0.16666666666666666,0.125,0.08823529411764706,0.05128205128205128,0.26666666666666666,0.29411764705882354,0.05555555555555555,0.5,1.0,0.6,0.5,0.3333333333333333,0.2,0.5,1.0,0.045454545454545456,,,,,,,,,,,,,,,,,True,,,
201952,1610612737,Jeff Teague,Jeff Teague,201952,ATL,12003.0,200,-17,378,377,104,103,31,755,20.0,30.0,6.0,11.0,4.0,22.0,4.0,13.0,1.0,2.0,,7.0,23.0,2.0,7.0,28.0,65,8.0,25.0,28.0,108.0,390,1.0,1.0,5.0,7.0,20.0,2.0,7.0,33.0,4.0,52.0,9.0,15.0,23.0,7.0,7.0,11.0,19.0,30.0,15.0,1.0,2.0,79.0,11.0,19.0,23.0,7.0,3.0,4.0,15.0,8.0,5.0,7.0,20.0,5.0,11.0,,21.0,30.0,12.0,3.0,3.0,3.0,3.0,31.0,103,2.0,0.07142857142857142,0.07142857142857142,0.375,0.32,0.2857142857142857,0.32,0.4307692307692308,1.0,0.35,0.4444444444444444,0.625,0.37037037037037035,0.5096153846153846,0.625,0.4696969696969697,0.2777777777777778,0.1076923076923077,0.16666666666666666,0.045454545454545456,29.523809523809522,0.75,0.10091743119266056,0.10778443113772455,0.06896551724137931,0.11363636363636363,1.0,0.3333333333333333,0.6666666666666666,0.8,0.1,0.24444444444444444,0.18181818181818182,0.19047619047619047,0.14444444444444443,0.3076923076923077,0.3333333333333333,,0.022222222222222223,0.5,0.5,0.25555555555555554,0.30434782608695654,0.30434782608695654,0.2857142857142857,0.4074074074074074,0.5454545454545454,,0.25925925925925924,0.2857142857142857,0.6111111111111112,0.30434782608695654,0.49963500000000005,0.5509625,0.5039925925925925,0.11764705882352941,0.15584415584415584,0.046296296296296294,0.3055555555555556,7.359999999999999,25.416,0.2751322751322751,8.0,1.0,3.0,7.0,4.0,5.0,,0.02912621359223301,0.1206896551724138,0.011494252873563218,0.021052631578947368,0.03225806451612903,0.013513513513513514,0.1111111111111111,0.15384615384615385,1.0,1.0,1.0,3.0,1.0,3.0,,13.0,,4.0,,1.0,1.0,2.0,1.0,,,,,,1.0,2.0,,,,2.0,,,1.0,0.3333333333333333,0.058823529411764705,,,0.05263157894736842,,0.05263157894736842,0.02127659574468085,,1.0,0.25,1.0,,0.75,0.3333333333333333,1.0,,2.0,2.0,0.07692307692307693,,,,,,,,,,,,,,True,,,
201960,1610612737,DeMarre Carroll,DeMarre Carroll,201960,ATL,14750.0,246,-20,462,463,141,140,44,925,11.0,16.0,1.0,2.0,,3.0,3.0,8.0,2.0,5.0,3.0,7.0,17.0,,2.0,14.0,27,9.0,22.0,7.0,62.0,478,2.0,3.0,5.0,1.0,4.0,2.0,5.0,12.0,14.0,14.0,27.0,,17.0,7.0,2.0,3.0,8.0,11.0,5.0,,1.0,30.0,9.0,22.0,34.0,5.0,2.0,3.0,7.0,3.0,1.0,4.0,8.0,4.0,21.0,1.0,14.0,11.0,4.0,3.0,2.0,3.0,1.0,12.0,139,6.0,0.5,0.5833333333333334,1.0,0.4090909090909091,0.4,0.4090909090909091,0.5185185185185185,0.6666666666666666,0.25,0.5612244897959183,0.2857142857142857,0.4444444444444444,0.5849056603773585,0.3125,0.5,0.4489795918367347,0.07407407407407407,,0.3333333333333333,11.73076923076923,0.875,0.06521739130434782,0.07211538461538461,,0.10714285714285714,0.3333333333333333,0.32653061224489793,0.6875,0.6875,0.5454545454545454,0.061224489795918366,,,0.16326530612244897,0.375,0.42857142857142855,0.3333333333333333,0.10204081632653061,0.4,0.4,0.3469387755102041,0.4117647058823529,0.4375,1.0,0.2222222222222222,0.5,0.3333333333333333,0.2222222222222222,,0.7755102040816326,0.4117647058823529,0.5206265306122448,0.56018,0.5279166666666666,0.08,0.14285714285714285,0.08064516129032258,0.1935483870967742,7.403703703703704,25.327272727272728,0.3051948051948052,2.0,7.0,5.0,6.0,12.0,7.0,1.0,0.04032258064516129,0.08571428571428572,0.0625,0.05084745762711865,0.07317073170731707,0.06315789473684211,0.06382978723404255,0.08333333333333333,2.0,3.0,,3.0,,4.0,1.0,4.0,4.0,3.0,,7.0,,,,,,,2.0,,2.0,,3.0,,,3.0,,,3.0,,0.3888888888888889,,0.02564102564102564,0.022727272727272728,0.058823529411764705,0.09090909090909091,,,1.0,0.42857142857142855,0.6666666666666666,,0.42857142857142855,,,,,,0.125,1.0,2.0,1.0,3.0,0.045454545454545456,0.058823529411764705,0.14285714285714285,0.6666666666666666,,,,,,True,,,
202714,1610612737,Shelvin Mack,Shelvin Mack,202714,ATL,3068.0,51,-10,92,97,42,37,13,189,,1.0,,,1.0,3.0,3.0,7.0,,,,4.0,12.0,2.0,5.0,4.0,11,4.0,12.0,2.0,22.0,103,,1.0,,3.0,5.0,2.0,5.0,14.0,,8.0,9.0,3.0,12.0,4.0,1.0,7.0,3.0,10.0,3.0,1.0,2.0,23.0,2.0,4.0,4.0,1.0,,1.0,3.0,,,3.0,3.0,,2.0,,2.0,2.0,,,,,,14.0,41,,,,0.75,0.3333333333333333,0.4,0.3333333333333333,0.36363636363636365,,0.6,0.43478260869565216,,0.6,0.4583333333333333,,0.6363636363636364,0.5217391304347826,0.09090909090909091,1.0,,24.77064220183486,1.0,0.06451612903225806,0.08888888888888889,,,,0.043478260869565216,,,,0.13043478260869565,0.3333333333333333,0.3333333333333333,0.30434782608695654,0.42857142857142855,0.42857142857142855,,,,,0.5217391304347826,0.3333333333333333,0.3333333333333333,0.75,,,,0.5,0.4,0.5652173913043478,0.3333333333333333,0.46533260869565224,0.5060666666666667,0.45370999999999995,,,,0.6363636363636364,14.281818181818183,25.733333333333338,0.45652173913043476,4.0,,,2.0,,2.0,,,0.14285714285714285,,,,,0.2,0.18181818181818182,,,,3.0,,3.0,,2.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,True,,,
203118,1610612737,Mike Scott,Mike Scott,203118,ATL,5019.0,84,-29,165,167,55,84,13,332,3.0,6.0,,1.0,1.0,6.0,,2.0,,1.0,1.0,4.0,15.0,2.0,6.0,4.0,14,4.0,16.0,6.0,26.0,179,1.0,2.0,2.0,,4.0,2.0,7.0,9.0,6.0,2.0,12.0,,14.0,4.0,4.0,,1.0,1.0,1.0,,,3.0,4.0,11.0,12.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,6.0,,7.0,7.0,3.0,,,,,8.0,54,1.0,0.75,0.75,1.0,0.25,0.2857142857142857,0.26666666666666666,0.2857142857142857,0.5,,0.3333333333333333,0.5,0.2727272727272727,0.3939393939393939,0.5,0.34615384615384615,0.5333333333333333,0.2857142857142857,0.5,0.16666666666666666,18.994413407821227,1.0,0.09090909090909091,0.125,0.18181818181818182,,,0.2,0.5,1.0,0.6666666666666666,0.2,0.16666666666666666,0.2,0.06666666666666667,,,,0.03333333333333333,,,0.5,0.26666666666666666,0.26666666666666666,1.0,0.09090909090909091,,0.09090909090909091,0.5454545454545454,0.3333333333333333,0.7333333333333333,0.2857142857142857,0.4655413793103449,0.4752,0.43671,0.09375,0.1875,0.07692307692307693,0.34615384615384615,7.0214285714285705,27.66875,0.3333333333333333,,,1.0,5.0,1.0,2.0,,0.022222222222222223,0.17857142857142858,,0.0125,,,0.13333333333333333,0.15789473684210525,1.0,2.0,,,,,,3.0,,,,2.0,,,,,,,,1.0,,,1.0,,,1.0,,,,,0.3333333333333333,,0.09090909090909091,,,0.2222222222222222,,1.0,,1.0,0.5,1.0,,,,,,,,,,,,,,,,1.0,,,,,True,,,
203544,1610612737,Pero Antic,Pero Antic,203544,ATL,8494.0,142,27,266,260,55,50,31,526,2.0,9.0,,,,1.0,2.0,3.0,,2.0,,2.0,20.0,1.0,5.0,4.0,13,2.0,22.0,5.0,19.0,252,1.0,5.0,3.0,,,1.0,5.0,6.0,6.0,2.0,6.0,,20.0,2.0,2.0,1.0,3.0,4.0,2.0,,,11.0,9.0,14.0,24.0,5.0,5.0,,5.0,2.0,3.0,3.0,8.0,3.0,20.0,1.0,9.0,8.0,1.0,2.0,2.0,2.0,1.0,6.0,54,1.0,0.75,1.0,1.0,0.09090909090909091,0.2,0.09090909090909091,0.3076923076923077,0.2,,0.2,0.09090909090909091,0.3,0.24358974358974358,0.125,0.375,0.6285714285714286,0.15384615384615385,0.1111111111111111,1.0,15.25974025974026,0.625,0.11688311688311688,0.1111111111111111,0.17647058823529413,0.10526315789473684,0.5,0.2571428571428571,0.2222222222222222,0.25,0.5,0.02857142857142857,,,0.08571428571428572,0.6666666666666666,0.6666666666666666,1.0,0.05714285714285714,,,0.5714285714285714,0.1,0.1,1.0,,,,1.0,0.2,0.8857142857142857,0.1,0.51221,0.5461875,0.41952,0.027777777777777776,0.07142857142857142,0.15789473684210525,0.3157894736842105,6.423076923076923,26.031818181818185,0.20676691729323307,1.0,3.0,7.0,4.0,10.0,8.0,,0.09090909090909091,0.1,0.046153846153846156,0.07042253521126761,0.043478260869565216,0.05660377358490566,0.09090909090909091,0.15384615384615385,1.0,5.0,,5.0,,6.0,1.0,3.0,2.0,1.0,,1.0,1.0,1.0,,,1.0,,,4.0,,,,,,3.0,,,3.0,,0.09090909090909091,,0.07142857142857142,0.15384615384615385,,,0.037037037037037035,,,0.45454545454545453,0.2,,0.45454545454545453,,,,1.0,,,1.0,,,2.0,,,0.09090909090909091,,,,,,,True,,,
2594,1610612737,Kyle Korver,Kyle Korver,2594,ATL,10484.0,175,6,333,330,85,71,32,663,1.0,1.0,,,,,2.0,6.0,6.0,12.0,2.0,11.0,29.0,,1.0,3.0,7,17.0,41.0,9.0,66.0,332,,,6.0,,,1.0,3.0,3.0,6.0,,48.0,3.0,29.0,11.0,,3.0,,3.0,,,1.0,6.0,14.0,27.0,27.0,4.0,3.0,1.0,5.0,5.0,5.0,,10.0,2.0,10.0,1.0,8.0,10.0,,2.0,1.0,2.0,,3.0,83,,1.0,1.0,0.9411764705882353,0.4146341463414634,0.3333333333333333,0.4146341463414634,0.42857142857142855,,,0.59375,0.5,0.5,0.64,0.5,0.5,0.8541666666666666,,,,16.0427807486631,0.5,0.15384615384615385,0.17123287671232876,0.08695652173913043,0.2564102564102564,,0.020833333333333332,1.0,1.0,1.0,,,,0.125,0.3333333333333333,0.3333333333333333,1.0,0.25,0.5,0.5,0.6041666666666666,0.3793103448275862,0.39285714285714285,0.9090909090909091,,,0.6666666666666666,0.3333333333333333,,0.875,0.3793103448275862,0.5486000000000001,0.5913,0.5421,0.06,,0.09090909090909091,0.045454545454545456,16.585714285714285,25.01951219512195,0.2552552552552553,2.0,,,11.0,,7.0,1.0,,0.2,,,,,0.06896551724137931,0.175,,,1.0,5.0,2.0,6.0,,,,,,2.0,,3.0,1.0,1.0,,,,,4.0,,,1.0,3.0,,,,,0.3333333333333333,0.125,,,,,0.26666666666666666,,,1.0,,,,0.8333333333333334,0.2,1.0,0.06976744186046512,,3.0,,1.0,1.0,1.0,,0.024390243902439025,0.034482758620689655,0.16666666666666666,0.5,,1.0,1.0,1.0,1.0,True,,,
101150,1610612737,Lou Williams,Lou Williams,101150,ATL,3857.0,64,4,125,126,39,34,11,251,3.0,8.0,1.0,2.0,2.0,4.0,2.0,2.0,,2.0,1.0,1.0,4.0,1.0,1.0,7.0,14,1.0,6.0,9.0,26.0,132,,,,3.0,6.0,1.0,2.0,11.0,2.0,12.0,,3.0,4.0,1.0,2.0,1.0,3.0,4.0,3.0,,1.0,11.0,9.0,11.0,11.0,4.0,3.0,1.0,5.0,4.0,2.0,1.0,7.0,2.0,6.0,1.0,7.0,10.0,6.0,,,,,11.0,39,,0.14285714285714285,0.14285714285714285,,0.16666666666666666,0.5,0.16666666666666666,0.5,,0.5,0.425,,0.5625,0.5416666666666666,,0.6875,0.3,0.14285714285714285,0.25,,22.62773722627737,0.7142857142857143,0.1875,0.18333333333333332,0.13333333333333333,0.19047619047619047,,0.4,0.375,0.5,0.3333333333333333,0.2,0.5,0.5,0.1,1.0,1.0,,0.1,,,0.2,0.25,0.25,,0.25,0.5,0.125,0.125,1.0,0.7,0.25,0.4785775000000001,0.52755,0.43985624999999995,0.25,0.3333333333333333,,0.4230769230769231,5.671428571428572,24.96666666666667,0.312,,,,2.0,,2.0,,,0.16666666666666666,,,,,0.25,0.09090909090909091,,,,1.0,,1.0,,2.0,,,,,,1.0,,,,,,,,1.0,2.0,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,False,1.0,,
