EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,ShootingFouls,BlockingFouls,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PtsUnassisted3s,Corner3Assists,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,2pt And 1 Free Throw Trips,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,Loose Ball Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,OffCorner3ReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,SelfOReb,BlockingFoulsDrawn,AtRimPctBlocked,SelfORebPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGA,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3FGM,Travels,SecondChanceTurnovers,SecondChanceCorner3Accuracy,Charge Fouls Drawn,DefensiveGoaltends,on,Charge Fouls,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceCorner3PctAssisted,Defensive 3 Seconds Violations,FTOffRebounds,OffFTReboundPct,3pt And 1 Free Throw Trips,BlockedCorner3,BlockedLongMidRange,OffensiveGoaltends
1740,1610612748,Rashard Lewis,Rashard Lewis,1740,MIA,19127.0,319,61,583,576,144,165,36.0,1159,6.0,11.0,1.0,1.0,1.0,1.0,6.0,11.0,1.0,4.0,11.0,31.0,2.0,10.0,11.0,28.0,4.0,13.0,26.0,22.0,59.0,3.0,95.0,606,2.0,2.0,4.0,2.0,5.0,2.0,14.0,2.0,12.0,20.0,6.0,66.0,2.0,1.0,27.0,11.0,1.0,3.0,2.0,5.0,2.0,2.0,1.0,12.0,1.0,3.0,7.0,24.0,2.0,33.0,4.0,37.0,7.0,6.0,1.0,3.0,2.0,2.0,1.0,1.0,5.0,13.0,2.0,29,1.0,6.0,2.0,4.0,2.0,6.0,5.0,1.0,6.0,5.0,12.0,144,3.0,0.7692307692307693,0.8333333333333334,1.0,0.3728813559322034,0.14285714285714285,0.3793103448275862,0.5,1.0,0.4,0.5411764705882353,1.0,0.2631578947368421,0.5459770114942529,1.0,0.3,0.6941176470588235,0.038461538461538464,0.09090909090909091,14.814814814814815,0.6,0.11764705882352941,0.13636363636363635,0.024193548387096774,0.08235294117647059,0.009433962264150943,0.11877394636015326,0.017391304347826087,0.022727272727272728,0.029411764705882353,0.021739130434782608,0.015151515151515152,0.16417910447761194,0.13114754098360656,0.10416666666666667,0.06451612903225806,0.13043478260869565,0.8333333333333334,0.12941176470588237,0.5454545454545454,0.5454545454545454,0.6666666666666666,0.12941176470588237,0.5454545454545454,0.6,0.8333333333333334,0.047058823529411764,0.25,0.25,1.0,0.36470588235294116,0.3548387096774194,0.3548387096774194,1.0,0.32941176470588235,0.39285714285714285,0.39285714285714285,1.0,0.5,1.0,0.05263157894736842,1.0,0.5263157894736842,0.2,0.21052631578947367,0.8235294117647058,0.4074074074074074,0.5256851190476188,0.5468,0.5063916666666667,0.022988505747126436,0.07142857142857142,0.042105263157894736,0.12631578947368421,6.453846153846154,24.68983050847458,0.2469982847341338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
201596,1610612748,Mario Chalmers,Mario Chalmers,201596,MIA,10110.0,168,30,301,299,57,57,19.0,600,10.0,15.0,,,2.0,3.0,,2.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,5.0,,11.0,18.0,2.0,11.0,6.0,34.0,319,,1.0,,2.0,3.0,1.0,2.0,,7.0,4.0,18.0,3.0,,,5.0,1.0,,14.0,12.0,26.0,7.0,8.0,2.0,64.0,,1.0,5.0,11.0,,16.0,1.0,17.0,5.0,5.0,,6.0,3.0,4.0,3.0,,10.0,6.0,1.0,21,3.0,13.0,2.0,9.0,5.0,3.0,2.0,1.0,3.0,3.0,7.0,57,1.0,0.18181818181818182,0.18181818181818182,0.5,0.18181818181818182,0.5,0.18181818181818182,0.6111111111111112,,0.6666666666666666,0.4827586206896552,,0.7,0.5151515151515151,,0.7,0.3793103448275862,,,13.354037267080745,0.6,,0.11827956989247312,0.014285714285714285,0.11904761904761904,,0.11851851851851852,0.008264462809917356,,0.06666666666666667,,,0.08571428571428572,0.10526315789473684,0.2,0.09375,0.2,1.0,0.5172413793103449,0.6666666666666666,0.6666666666666666,0.2,0.06896551724137931,,,,0.034482758620689655,1.0,1.0,,0.20689655172413793,0.16666666666666666,0.16666666666666666,,0.1724137931034483,0.2,0.2,1.0,,,0.6,0.6666666666666666,0.4,0.5,,0.896551724137931,0.2,0.5649672413793103,0.3811,0.52385,0.15151515151515152,0.22727272727272727,,0.20588235294117646,2.9611111111111112,24.12727272727273,0.1893687707641196,3.0,5.0,4.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
201962,1610612748,Toney Douglas,Toney Douglas,201962,MIA,182.0,3,-4,5,4,2,4,1.0,9,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
2547,1610612748,Chris Bosh,Chris Bosh,2547,MIA,11201.0,187,36,344,336,59,51,19.0,680,12.0,13.0,1.0,1.0,,,2.0,3.0,11.0,25.0,4.0,6.0,,1.0,5.0,15.0,5.0,25.0,41.0,9.0,21.0,10.0,87.0,356,2.0,3.0,8.0,1.0,3.0,2.0,6.0,2.0,10.0,28.0,22.0,27.0,2.0,,15.0,5.0,,3.0,2.0,5.0,1.0,3.0,,12.0,3.0,3.0,11.0,13.0,1.0,25.0,6.0,31.0,2.0,1.0,1.0,3.0,1.0,,2.0,,3.0,10.0,,17,,14.0,2.0,14.0,7.0,7.0,7.0,,8.0,6.0,10.0,59,,0.56,0.5833333333333334,1.0,0.42857142857142855,0.3333333333333333,0.42857142857142855,0.6097560975609756,0.6666666666666666,0.3333333333333333,0.6209677419354839,0.875,0.4444444444444444,0.6397058823529411,0.8,0.5,0.3387096774193548,,,19.55922865013774,1.0,0.1,0.12037037037037036,0.04,0.22448979591836735,0.04838709677419355,0.15286624203821655,0.043795620437956206,0.034482758620689655,0.07142857142857142,0.03125,0.027777777777777776,0.16279069767441862,0.1,0.08,0.25,0.15384615384615385,0.75,0.20967741935483872,0.9230769230769231,0.9230769230769231,0.6666666666666666,0.04838709677419355,0.6666666666666666,0.6666666666666666,,0.4032258064516129,0.44,0.44,0.5454545454545454,0.0967741935483871,0.6666666666666666,0.6666666666666666,1.0,0.24193548387096775,0.3333333333333333,0.3333333333333333,1.0,0.25,1.0,,,0.1111111111111111,,0.5555555555555556,0.5483870967741935,0.3333333333333333,0.49212096774193553,0.4567666666666667,0.4168222222222222,0.1044776119402985,0.15217391304347827,0.09195402298850575,0.11494252873563218,11.970731707317075,24.695238095238096,0.17151162790697674,,1.0,,,,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.07692307692307693,0.25,1.0,1.0,0.4,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
2548,1610612748,Dwyane Wade,Dwyane Wade,2548,MIA,12767.0,213,46,390,381,51,65,19.0,771,11.0,21.0,2.0,2.0,1.0,2.0,15.0,30.0,11.0,24.0,,1.0,,1.0,4.0,13.0,5.0,37.0,75.0,4.0,14.0,21.0,107.0,393,4.0,5.0,8.0,3.0,5.0,1.0,6.0,5.0,14.0,24.0,50.0,6.0,4.0,1.0,12.0,4.0,3.0,13.0,15.0,28.0,7.0,8.0,,71.0,,4.0,5.0,11.0,2.0,18.0,4.0,22.0,12.0,7.0,5.0,14.0,10.0,4.0,4.0,,18.0,4.0,,12,,22.0,2.0,24.0,13.0,1.0,,1.0,1.0,,14.0,51,3.0,0.32432432432432434,0.34285714285714286,0.5,0.2857142857142857,0.16666666666666666,0.3076923076923077,0.49333333333333335,0.8,0.6,0.48314606741573035,0.8,0.4090909090909091,0.535,0.8,0.5,0.15730337078651685,0.04,,28.92156862745098,0.7777777777777778,0.2222222222222222,0.09243697478991597,0.04597701149425287,0.08771929824561403,,0.09090909090909091,0.025974025974025976,0.125,,,,0.06976744186046512,0.13333333333333333,0.06451612903225806,0.07692307692307693,0.1111111111111111,,0.23595505617977527,0.5238095238095238,0.6111111111111112,0.5454545454545454,0.33707865168539325,0.5,0.5,0.26666666666666666,0.2696629213483146,0.4583333333333333,0.4583333333333333,0.18181818181818182,0.011235955056179775,,,,0.14606741573033707,0.3076923076923077,0.3076923076923077,0.5,0.4,1.0,0.18181818181818182,0.5,0.09090909090909091,,0.45454545454545453,0.39325842696629215,0.3333333333333333,0.47253522727272723,0.5718666666666666,0.472625,0.13,0.1511627906976744,0.07476635514018691,0.1308411214953271,9.152000000000001,26.857142857142854,0.13076923076923078,6.0,8.0,5.0,4.0,,2.0,,,1.0,,,,3.0,1.0,,,,,,,,,,0.2,2.0,2.0,0.14285714285714285,0.045454545454545456,0.5,,,,,,,,,,,,,,,,True,,,,,,,,,,,
951,1610612748,Ray Allen,Ray Allen,951,MIA,10322.0,172,23,317,315,106,117,18.0,632,2.0,7.0,,,,1.0,4.0,8.0,2.0,6.0,3.0,9.0,1.0,2.0,6.0,16.0,8.0,8.0,21.0,9.0,25.0,8.0,51.0,341,1.0,1.0,4.0,4.0,7.0,4.0,10.0,3.0,23.0,2.0,14.0,24.0,,,16.0,6.0,2.0,11.0,5.0,16.0,2.0,8.0,2.0,37.0,,3.0,8.0,16.0,1.0,25.0,3.0,28.0,2.0,1.0,1.0,7.0,5.0,3.0,2.0,,10.0,6.0,,12,1.0,7.0,,8.0,2.0,1.0,1.0,,1.0,,23.0,106,2.0,0.125,0.125,0.8888888888888888,0.36,0.4,0.36,0.38095238095238093,1.0,0.5714285714285714,0.4673913043478261,0.5,0.5882352941176471,0.5102040816326531,0.6666666666666666,0.6111111111111112,0.5434782608695652,0.09523809523809523,0.125,17.45562130177515,0.7,0.07692307692307693,0.16,0.045454545454545456,0.17391304347826086,,0.1643835616438356,0.023622047244094488,,0.05,0.09090909090909091,,0.21951219512195122,0.14814814814814814,0.09375,0.1875,0.14285714285714285,,0.15217391304347827,0.2857142857142857,0.3333333333333333,0.5,0.17391304347826086,0.5,0.5714285714285714,,0.13043478260869565,0.3333333333333333,0.3333333333333333,,0.1956521739130435,0.3333333333333333,0.3333333333333333,1.0,0.34782608695652173,0.375,0.375,0.8333333333333334,,,0.058823529411764705,,0.11764705882352941,0.5,0.47058823529411764,0.6956521739130435,0.375,0.5057163043478261,0.5008,0.46467647058823536,0.061224489795918366,0.08695652173913043,0.0784313725490196,0.45098039215686275,9.057142857142859,24.528000000000002,0.334384858044164,3.0,3.0,1.0,1.0,2.0,,,,3.0,,1.0,2.0,,,,,,,,,,,,0.375,1.0,,0.14285714285714285,0.038461538461538464,,1.0,1.0,1.0,1.0,0.5,0.038461538461538464,,,,,,,,,,True,,,,,,,,,,,
202708,1610612748,Norris Cole,Norris Cole,202708,MIA,7671.0,128,27,238,234,80,97,13.0,472,5.0,6.0,,,3.0,3.0,,1.0,2.0,4.0,4.0,8.0,,1.0,1.0,6.0,1.0,7.0,11.0,5.0,14.0,2.0,31.0,247,,,,5.0,6.0,,2.0,2.0,12.0,4.0,10.0,15.0,,,6.0,1.0,1.0,8.0,3.0,11.0,3.0,5.0,2.0,25.0,,,4.0,5.0,,9.0,,9.0,1.0,,1.0,4.0,1.0,2.0,3.0,,6.0,4.0,,13,1.0,3.0,,2.0,,,,,,,12.0,80,1.0,0.2857142857142857,0.2857142857142857,1.0,0.35714285714285715,,0.35714285714285715,0.6363636363636364,,0.8333333333333334,0.58,,0.625,0.5961538461538461,,0.6666666666666666,0.56,0.09090909090909091,,12.698412698412698,0.6666666666666666,,0.07692307692307693,,0.11428571428571428,,0.09,,,,,,0.045454545454545456,0.1,0.08695652173913043,0.07692307692307693,0.2222222222222222,,0.24,0.8333333333333334,1.0,0.2,0.04,,,,0.16,0.5,0.5,0.5,0.32,0.5,0.5714285714285714,1.0,0.24,0.16666666666666666,0.16666666666666666,1.0,,,0.375,1.0,0.125,,0.125,0.8,0.16666666666666666,0.530282,,0.4730625,,,,0.3870967741935484,8.090909090909092,24.41428571428571,0.33613445378151263,,,1.0,1.0,1.0,,,,,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,0.16666666666666666,,,1.0,,,,1.0,,1.0,0.07142857142857142,0.125,,,,,,,True,,,,,,,,,,,
2544,1610612748,LeBron James,LeBron James,2544,MIA,15775.0,263,62,479,481,131,146,33.0,960,43.0,56.0,4.0,6.0,13.0,15.0,8.0,15.0,8.0,16.0,2.0,4.0,,1.0,13.0,25.0,13.0,59.0,87.0,15.0,29.0,53.0,216.0,495,4.0,7.0,14.0,22.0,28.0,8.0,14.0,12.0,80.0,38.0,80.0,18.0,8.0,,25.0,13.0,2.0,16.0,15.0,31.0,9.0,10.0,4.0,77.0,4.0,3.0,15.0,24.0,4.0,43.0,7.0,50.0,17.0,10.0,7.0,10.0,5.0,12.0,5.0,,22.0,11.0,,19,2.0,54.0,2.0,64.0,29.0,5.0,4.0,1.0,5.0,3.0,80.0,131,1.0,0.3220338983050847,0.34545454545454546,0.4,0.5172413793103449,0.5714285714285714,0.5172413793103449,0.6781609195402298,0.5714285714285714,0.7857142857142857,0.7025862068965517,0.6111111111111112,0.8095238095238095,0.7465277777777778,0.6363636363636364,0.8,0.25,0.022988505747126436,,32.16374269005848,0.45454545454545453,0.26666666666666666,0.1610738255033557,0.030612244897959183,0.2112676056338028,0.044444444444444446,0.17727272727272728,0.03723404255319149,0.02631578947368421,0.09090909090909091,,0.05357142857142857,0.05172413793103448,0.09433962264150944,0.42105263157894735,0.22641509433962265,0.16666666666666666,0.6,0.4827586206896552,0.7678571428571429,0.7962962962962963,0.3488372093023256,0.12931034482758622,0.5333333333333333,0.5333333333333333,0.25,0.13793103448275862,0.5,0.5,0.25,0.034482758620689655,0.5,0.5,0.5,0.21551724137931033,0.52,0.52,0.38461538461538464,0.6666666666666666,0.6666666666666666,0.35714285714285715,0.8666666666666667,0.023809523809523808,,0.30952380952380953,0.7327586206896551,0.52,0.5448827586206898,0.6323500000000001,0.5007642857142857,0.21428571428571427,0.2636363636363636,0.06481481481481481,0.37037037037037035,5.937931034482759,25.293103448275865,0.27348643006263046,27.0,6.0,2.0,6.0,5.0,6.0,,1.0,8.0,1.0,2.0,3.0,3.0,1.0,4.0,,,3.0,0.5,0.029411764705882353,0.1111111111111111,,,0.6153846153846154,1.0,2.0,0.03571428571428571,0.025,,1.0,3.0,1.0,1.0,0.1111111111111111,0.03333333333333333,,,,1.0,1.0,2.0,1.0,,,True,,,,,,,,,,,
2617,1610612748,Udonis Haslem,Udonis Haslem,2617,MIA,1203.0,20,10,40,38,12,27,,78,1.0,1.0,,,,,,,1.0,2.0,,,,,,,,2.0,3.0,,,2.0,6.0,34,,,,,,,,2.0,2.0,4.0,,,,,,,,1.0,,1.0,,1.0,,2.0,,,1.0,3.0,,4.0,,4.0,,,,,,,,,,2.0,1.0,3,,2.0,,2.0,1.0,,,,,,2.0,12,1.0,1.0,1.0,,,,,0.6666666666666666,,,0.6666666666666666,,,0.75,,1.0,,,,10.0,,,0.21428571428571427,,0.3333333333333333,,0.23529411764705882,,,,,,0.16666666666666666,0.4,,0.3333333333333333,,,0.3333333333333333,1.0,1.0,1.0,,,,,0.6666666666666666,0.5,0.5,1.0,,,,,,,,,,,,,,,,0.3333333333333333,,0.4746333333333334,,,0.25,0.25,,0.3333333333333333,13.166666666666666,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,True,,,,,,,,,,,
2203,1610612748,Shane Battier,Shane Battier,2203,MIA,228.0,4,-1,8,7,5,4,1.0,15,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,1,1.0,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,11.11111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
