EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,OffRebounds,Rebounds,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGA,PenaltyArc3FGA,FG3A,FtPoints,PenaltyFG3A,NonHeaveArc3FGA,Fg2aBlocked,LongMidRangeAssists,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,FTA,TwoPtShootingFoulsDrawn,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,Arc3FGM,FG3M,PenaltyFtPoints,PtsUnassisted3s,NonHeaveArc3FGM,AtRimAssists,Steals,BadPassSteals,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,Technical Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Fg3Pct,NonHeaveFg3Pct,DefArc3ReboundPct,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,3SecondViolations,OffAtRimReboundPct,LostBallSteals,LostBallTurnovers,SecondChanceTurnovers,Blocked3s,BlockedArc3,DefAtRimReboundPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,PtsAssisted3s,Assisted3sPct,PenaltyFg3Pct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceArc3FGA,SecondChanceFG3A,ThreePtAssists,Corner3Assists,LongMidRangePctBlocked,SecondChanceArc3Frequency,ShortMidRangePctBlocked,on,SecondChanceAtRimFGM,SecondChanceFtPoints,PtsPutbacks,Arc3Assists,SelfOReb,StepOutOfBoundsTurnovers,Offensive Fouls,Charge Fouls Drawn,2pt And 1 Free Throw Trips,Defensive 3 Seconds Violations,OffShortMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,SecondChanceAtRimAccuracy,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,HeaveAttempts,BadPassOutOfBoundsTurnovers,Travels,BlockingFoulsDrawn,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGA,Fg3aBlocked,Charge Fouls,BlockedLongMidRange,BlockedShortMidRange,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3Frequency,FTOffRebounds,OffFTReboundPct,DefensiveGoaltends,OffensiveGoaltends
101161,1610612761,Amir Johnson,Amir Johnson,101161,TOR,1116.0,19.0,5,37.0,41,20.0,31,3.0,78,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,6.0,38,1.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,20.0,2.0,0.6666666666666666,0.6666666666666666,0.75,0.5,1.0,0.75,0.5,1.0,0.75,0.5,1.0,10.0,0.1,0.07142857142857142,0.25,1.0,0.5,0.5,0.5,1.0,0.25,1.0,1.0,1.0,0.25,1.0,1.0,0.5,0.5,0.453625,0.4422,0.3066,0.3333333333333333,0.3333333333333333,6.925,0.5405405405405406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200768,1610612761,Kyle Lowry,Kyle Lowry,200768,TOR,1197.0,20.0,2,38.0,43,21.0,33,4.0,81,2.0,3.0,1.0,1.0,1.0,,2.0,3.0,6.0,10.0,36,,2.0,,2.0,4.0,4.0,2.0,4.0,1.0,1.0,,2.0,,1.0,5.0,1.0,,1.0,,4.0,,1.0,,,,,4.0,21.0,,0.3333333333333333,0.3333333333333333,0.5,,0.5,0.375,,0.4,0.5,,0.4,30.232558139534884,,0.058823529411764705,,,0.375,0.6666666666666666,1.0,0.5,0.125,1.0,1.0,,0.25,,,0.5,0.625,0.43489375,0.3344,0.38854999999999995,,0.4,7.866666666666666,0.5526315789473685,1.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,3.0,4.0,2.0,0.25,0.16666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.18181818181818182,0.14285714285714285,0.2,0.16666666666666666,0.2,0.5,0.14285714285714285,0.5,0.25,0.4,0.5,0.2,0.2,0.25,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201942,1610612761,DeMar DeRozan,DeMar DeRozan,201942,TOR,914.0,15.0,5,30.0,37,10.0,24,3.0,67,,,,,2.0,3.0,6.0,3.0,8.0,20.0,30,,,,2.0,2.0,10.0,2.0,4.0,1.0,1.0,,2.0,,,1.0,,,1.0,,6.0,,,,,,,10.0,10.0,1.0,0.3333333333333333,0.3333333333333333,0.375,,1.0,0.45,,1.0,0.6333333333333333,,1.0,48.484848484848484,,,,,,,,,0.2,,,,0.6,0.5,0.5,,0.2,0.402255,,0.36125,,0.5,15.725,0.3333333333333333,,,2.0,,2.0,11.0,,2.0,,,,1.0,,,1.0,,,1.0,1.0,11.0,2.0,0.2,,,,,,0.16666666666666666,,0.0625,,,,,0.2,,,,0.16666666666666666,0.2,27.2,1.0,1.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,0.5,0.5,0.25,0.3333333333333333,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201946,1610612761,Tyler Hansbrough,Tyler Hansbrough,201946,TOR,278.0,5.0,2,10.0,10,4.0,10,2.0,20,,2.0,2.0,,,,,,2.0,1.0,6,,2.0,,,2.0,1.0,,,,,,,1.0,1.0,2.0,,,,,1.0,,,,,,,1.0,4.0,,,,,,,,,,0.16666666666666666,,0.16666666666666666,30.769230769230766,0.16666666666666666,0.14285714285714285,,,1.0,,,,,,,,,,,1.0,1.0,0.51445,0.5072,0.51445,,1.0,1.9,0.4,,2.0,,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,1.0,2.0,,,0.5,0.5,,,,1.0,,0.3333333333333333,,,,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,1.0,,,,,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202361,1610612761,Landry Fields,Landry Fields,202361,TOR,1535.0,26.0,2,50.0,57,26.0,41,6.0,107,,1.0,,,1.0,,,,2.0,,48,,,,,2.0,,,,1.0,1.0,,2.0,,2.0,7.0,,,2.0,1.0,,,,,,1.0,1.0,,26.0,2.0,,,,,,,,,,,,5.172413793103448,,0.08695652173913043,,1.0,0.5,,,,0.5,,,,,,,,0.5,0.6336999999999999,,0.6336999999999999,,,3.95,0.52,,1.0,,,,,,,,1.0,2.0,1.0,4.0,,5.0,1.0,,,1.0,,,,,,1.0,,0.26666666666666666,0.1111111111111111,0.2857142857142857,0.20833333333333334,0.2857142857142857,0.3333333333333333,0.1111111111111111,,,0.5,,,,,,,,,,,,4.0,1.0,,1.0,,,,,,0.16666666666666666,,,,,,,3.0,1.0,1.0,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202335,1610612761,Patrick Patterson,Patrick Patterson,202335,TOR,1106.0,18.0,1,36.0,44,18.0,28,5.0,80,,,,,,1.0,2.0,1.0,2.0,6.0,33,,1.0,,,,4.0,2.0,,,,,,,,4.0,1.0,,3.0,,2.0,1.0,,,,,,4.0,18.0,1.0,1.0,1.0,0.5,,,0.5,,1.5,0.42857142857142855,,0.6666666666666666,16.27906976744186,,,,,,,,,,,,,0.4,0.5,0.5,,0.6,0.49288,0.4061,0.59745,,0.6666666666666666,17.5,0.5,,,2.0,,3.0,1.0,1.0,2.0,,,,2.0,1.0,1.0,4.0,,,,,4.0,1.0,0.6,,,,0.3333333333333333,0.07692307692307693,0.25,,0.14285714285714285,,,,0.3333333333333333,0.4,,,,0.16666666666666666,0.3333333333333333,24.666666666666668,,1.0,1.0,,,,,,,,,1.0,1.0,0.3333333333333333,0.3333333333333333,0.2,1.0,,,,,,,,,,,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202685,1610612761,Jonas Valanciunas,Jonas Valanciunas,202685,TOR,565.0,9.0,-2,17.0,17,10.0,11,2.0,34,,,,1.0,1.0,,,1.0,1.0,2.0,17,,,,1.0,1.0,2.0,2.0,,,,,,,,3.0,1.0,,3.0,1.0,,,,1.0,1.0,1.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,10.0,,,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,0.4372,,0.4372,,1.0,13.7,0.5882352941176471,,,,,,,,,,,,1.0,2.0,,3.0,1.0,,,1.0,,,,,,1.0,,0.2857142857142857,1.0,,0.375,,,0.4,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203082,1610612761,Terrence Ross,Terrence Ross,203082,TOR,175.0,3.0,-10,7.0,8,7.0,7,1.0,15,,,,,,,1.0,,1.0,,13,,,,,1.0,,,,,1.0,,3.0,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,22.22222222222222,,,,,,,,,,,,,0.5,,,,0.5,0.464225,0.47145,0.464225,,,14.7,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,0.5,1.0,,,,,,,,,,,,0.5,,,0.5,,,25.1,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202349,1610612761,Greivis Vasquez,Greivis Vasquez,202349,TOR,775.0,13.0,9,25.0,24,14.0,16,4.0,49,,,,1.0,2.0,,,1.0,2.0,5.0,15,,,,1.0,2.0,2.0,2.0,,3.0,3.0,2.0,6.0,,,1.0,1.0,,2.0,,,,,,,,,2.0,14.0,1.0,1.0,1.0,0.5,,0.5,0.625,,0.3333333333333333,0.625,,0.3333333333333333,19.35483870967742,,,,,,,,,0.5,0.5,1.0,1.0,,,,,0.5,0.4452,,0.40959999999999996,,0.4,5.65,0.56,,,2.0,1.0,2.0,,1.0,2.0,1.0,,,1.0,,,1.0,2.0,,,2.0,,,0.5,0.5,,1.0,,,0.2,,0.07692307692307693,,,,0.5,0.5,,,0.3333333333333333,,,26.55,1.0,1.0,,3.0,1.0,1.0,1.0,,,2.0,,,,0.5,0.5,,,0.5,0.5,0.5,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2422,1610612761,John Salmons,John Salmons,2422,TOR,14.0,,-4,,4,,4,,4,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
