EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,Fouls,FoulsDrawn,Charge Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Corner3Frequency,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,PenaltyArc3FGA,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,SelfOReb,DeadBallTurnovers,LostBallTurnovers,ShootingFouls,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyArc3Frequency,SecondChancePointsPct,Arc3FGM,FG3M,SecondChanceFtPoints,PtsAssisted3s,NonHeaveArc3FGM,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,OffShortMidRangeReboundPct,OffArc3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,Fg2aBlocked,BadPassOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,FG2APctBlocked,AtRimPctBlocked,Corner3FGM,PenaltyArc3FGM,PenaltyFG3M,HeaveAttempts,ThreePtShootingFoulsDrawn,PenaltyFg3Pct,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,LongMidRangePctBlocked,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,3SecondViolations,ShortMidRangePctBlocked,Charge Fouls,SecondChanceAtRimPctAssisted,LostBallOutOfBoundsTurnovers,PenaltyCorner3FGM,PtsUnassisted3s,PenaltyCorner3Accuracy,on,BlockingFouls,Technical Free Throw Trips,Blocked3s,BlockedCorner3,FTOffRebounds,OffFTReboundPct
201144,1610612763,Mike Conley,Mike Conley,201144,MEM,1531.0,26,11,49,45,29.0,12.0,8.0,94,5.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,6.0,3.0,4.0,14.0,41,1.0,2.0,2.0,1.0,2.0,6.0,2.0,8.0,2.0,3.0,2.0,5.0,1.0,1.0,2.0,1.0,12.0,1.0,1.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,6.0,2.0,4.0,6.0,29.0,0.2,0.2,0.8333333333333334,1.0,0.5555555555555556,0.6666666666666666,0.6363636363636364,0.75,0.3333333333333333,20.689655172413794,1.0,0.05263157894736842,0.03571428571428571,0.14285714285714285,0.5555555555555556,1.0,1.0,0.2,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.6666666666666666,1.0,0.3333333333333333,0.8888888888888888,0.5299555555555555,0.2705,0.5071500000000001,0.36363636363636365,0.5,0.42857142857142855,3.266666666666667,24.366666666666664,0.5918367346938775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
201188,1610612763,Marc Gasol,Marc Gasol,201188,MEM,4668.0,78,10,141,143,46.0,33.0,18.0,284,1.0,3.0,1.0,3.0,13.0,,,1.0,6.0,22.0,1.0,8.0,20.0,144,4.0,3.0,7.0,1.0,2.0,8.0,6.0,6.0,1.0,8.0,1.0,9.0,,1.0,3.0,3.0,19.0,8.0,11.0,15.0,4.0,4.0,,1.0,,3.0,,7.0,16.0,,13.0,1.0,6.0,8.0,46.0,0.5,0.6,0.2727272727272727,0.42857142857142855,0.2608695652173913,0.375,0.3448275862068966,0.4444444444444444,0.043478260869565216,19.27710843373494,0.3333333333333333,0.16,0.14285714285714285,0.11764705882352941,0.13043478260869565,0.3333333333333333,0.3333333333333333,,0.5652173913043478,,0.043478260869565216,0.375,0.3333333333333333,,0.17391304347826086,0.39279782608695657,0.480725,0.43416875,0.21428571428571427,0.2222222222222222,0.4,10.881818181818181,27.2,0.3262411347517731,1.0,2.0,2.0,3.0,6.0,1.0,2.0,4.0,2.0,2.0,1.0,3.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,0.5,0.25,0.05660377358490566,0.1,0.058823529411764705,0.05714285714285714,0.11764705882352941,0.05263157894736842,0.14285714285714285,0.18181818181818182,0.18181818181818182,0.058823529411764705,0.3333333333333333,0.058823529411764705,0.5,0.15384615384615385,0.15384615384615385,0.2608695652173913,0.5,0.5,1.0,0.5,0.5,0.125,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
202720,1610612763,Jon Leuer,Jon Leuer,202720,MEM,1145.0,19,6,35,37,22.0,7.0,6.0,72,2.0,2.0,2.0,2.0,2.0,,,2.0,2.0,5.0,2.0,2.0,9.0,34,1.0,2.0,5.0,,2.0,6.0,2.0,2.0,2.0,2.0,,2.0,,,1.0,1.0,4.0,4.0,6.0,8.0,1.0,1.0,,,,,,1.0,3.0,,2.0,,1.0,6.0,22.0,0.5,1.0,0.4,0.4,0.5,0.4,0.5625,0.5,0.2857142857142857,17.77777777777778,,0.5,0.5,0.6666666666666666,0.2857142857142857,1.0,1.0,0.5,0.2857142857142857,,0.2857142857142857,0.4,1.0,,0.5714285714285714,0.5299214285714285,,0.53462,0.125,0.16666666666666666,0.6666666666666666,7.94,25.2,0.6285714285714286,1.0,1.0,,,1.0,,1.0,4.0,2.0,,1.0,1.0,2.0,,2.0,1.0,,,,,,,1.0,,,,,,,,1.0,1.0,1.0,,0.07142857142857142,0.5,0.14285714285714285,0.09523809523809523,,,,,0.6666666666666666,0.5,,0.25,,,,0.14285714285714285,,,,1.0,1.0,,0.4444444444444444,1.0,1.0,2.0,3.0,1.0,1.0,0.5,0.5,0.5,0.16666666666666666,0.5,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2754,1610612763,Tony Allen,Tony Allen,2754,MEM,5240.0,87,-2,161,161,64.0,35.0,23.0,322,12.0,19.0,3.0,7.0,3.0,3.0,,1.0,16.0,27.0,4.0,4.0,36.0,175,6.0,4.0,9.0,,1.0,9.0,18.0,14.0,1.0,3.0,1.0,4.0,1.0,,2.0,,9.0,8.0,10.0,21.0,2.0,2.0,,2.0,2.0,4.0,1.0,5.0,4.0,,6.0,2.0,4.0,9.0,64.0,0.5625,0.6428571428571429,0.5925925925925926,0.4444444444444444,0.5161290322580645,0.4444444444444444,0.5454545454545454,0.45,0.12903225806451613,19.3717277486911,0.5,0.14035087719298245,0.1282051282051282,0.21052631578947367,0.6129032258064516,0.631578947368421,0.8571428571428571,0.5833333333333334,0.0967741935483871,0.0967741935483871,0.03225806451612903,0.7777777777777778,0.42857142857142855,,0.7419354838709677,0.5756129032258065,0.6469,0.6025444444444445,0.12121212121212122,0.13793103448275862,0.25,4.859259259259259,23.625,0.39751552795031053,2.0,4.0,1.0,3.0,5.0,,2.0,6.0,4.0,1.0,3.0,8.0,2.0,,11.0,1.0,2.0,,5.0,,,,,,1.0,1.0,,1.0,,,0.3333333333333333,0.3333333333333333,0.42857142857142855,,0.13559322033898305,0.09523809523809523,0.15789473684210525,0.14102564102564102,0.11538461538461539,0.11764705882352941,0.1111111111111111,0.07692307692307693,0.12,0.0625,0.2,0.1,,0.3333333333333333,0.3333333333333333,0.16129032258064516,0.6,0.6,0.6666666666666666,0.6666666666666666,0.5,,0.16666666666666666,,,2.0,,,,,,0.1875,0.2,,,,,5.0,1.0,1.0,2.0,0.18518518518518517,0.2631578947368421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2757,1610612763,Beno Udrih,Beno Udrih,2757,MEM,6881.0,115,4,211,211,81.0,49.0,32.0,422,7.0,13.0,2.0,3.0,4.0,6.0,1.0,6.0,17.0,33.0,12.0,9.0,55.0,219,1.0,3.0,9.0,5.0,8.0,17.0,14.0,20.0,5.0,7.0,5.0,12.0,4.0,1.0,4.0,3.0,29.0,8.0,10.0,12.0,3.0,1.0,2.0,6.0,4.0,9.0,5.0,11.0,13.0,2.0,13.0,,2.0,17.0,81.0,0.4117647058823529,0.4117647058823529,0.5151515151515151,0.3333333333333333,0.5111111111111111,0.32142857142857145,0.5392156862745098,0.4473684210526316,0.26666666666666666,23.4375,0.6666666666666666,0.11428571428571428,0.10101010101010101,0.13043478260869565,0.28888888888888886,0.5384615384615384,0.5384615384615384,0.2857142857142857,0.08888888888888889,0.13333333333333333,0.13333333333333333,0.21428571428571427,0.6666666666666666,0.07142857142857142,0.5555555555555556,0.5111477272727272,0.7315,0.48607692307692313,0.0625,0.05714285714285714,0.3090909090909091,10.142424242424243,25.349999999999998,0.38388625592417064,,1.0,3.0,7.0,16.0,4.0,,,,,,2.0,2.0,,2.0,,3.0,2.0,8.0,,,1.0,1.0,3.0,,,,,,3.0,,,,,0.022988505747126436,0.06896551724137931,,0.017699115044247787,0.030303030303030304,,,0.1111111111111111,0.10344827586206896,0.043478260869565216,0.16666666666666666,,,0.75,0.75,0.35555555555555557,0.4375,0.4375,0.42857142857142855,1.0,,0.2857142857142857,,2.0,4.0,,12.0,2.0,1.0,0.3333333333333333,0.36363636363636365,0.04,,0.3333333333333333,0.3333333333333333,1.0,0.4,,3.0,,,,,2.0,1.0,1.0,1.0,1.0,0.2,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.25,0.07692307692307693,,,,,,,,,,,,,,,,,,,True,,,,,,
2034,1610612763,Mike Miller,Mike Miller,2034,MEM,4869.0,81,8,147,148,40.0,27.0,20.0,295,,,,,1.0,1.0,1.0,10.0,1.0,6.0,11.0,2.0,22.0,153,2.0,,1.0,2.0,2.0,5.0,,2.0,10.0,1.0,1.0,2.0,1.0,,,1.0,5.0,8.0,12.0,13.0,2.0,,2.0,2.0,1.0,2.0,1.0,7.0,2.0,,2.0,,,5.0,40.0,,,0.16666666666666666,,0.5882352941176471,0.5,0.6111111111111112,0.625,0.6470588235294118,11.560693641618498,1.0,0.1509433962264151,0.16,0.125,,,,,0.058823529411764705,0.058823529411764705,0.5882352941176471,,,0.3333333333333333,0.6470588235294118,0.47850294117647063,0.4770666666666667,0.48783333333333334,,,0.22727272727272727,16.083333333333332,25.990909090909096,0.272108843537415,,,,1.0,5.0,1.0,,6.0,,,,1.0,4.0,,1.0,,,1.0,6.0,,,,,1.0,,,,,,1.0,,0.75,0.75,,0.017857142857142856,0.18181818181818182,,0.0136986301369863,0.05,,,0.14285714285714285,0.17391304347826086,0.17647058823529413,0.2,,,,,0.29411764705882354,0.2,0.25,,,,0.3333333333333333,0.2727272727272727,6.0,6.0,,18.0,6.0,1.0,0.5454545454545454,0.5454545454545454,,,0.6,0.6,1.0,0.6,1.0,,,,0.16666666666666666,,,1.0,1.0,,,0.5,,,,,1.0,,2.0,2.0,2.0,2.0,1.0,1.0,0.2,0.5,1.0,1.0,,,,,,,,,True,,,,,,
2216,1610612763,Zach Randolph,Zach Randolph,2216,MEM,2388.0,40,-15,76,71,32.0,20.0,13.0,147,3.0,10.0,1.0,4.0,4.0,,,1.0,5.0,16.0,1.0,2.0,12.0,76,7.0,2.0,6.0,1.0,1.0,5.0,4.0,6.0,1.0,3.0,,3.0,,,2.0,1.0,6.0,2.0,4.0,11.0,,,,,,1.0,1.0,2.0,5.0,,7.0,1.0,4.0,5.0,32.0,0.4,0.5,0.3125,0.3333333333333333,0.29411764705882354,0.2857142857142857,0.3,0.2777777777777778,0.058823529411764705,21.875,,0.08333333333333333,0.1111111111111111,0.1,0.5882352941176471,0.3,0.5,0.6666666666666666,0.23529411764705882,,0.058823529411764705,0.5714285714285714,0.25,,0.6470588235294118,0.49302647058823523,0.4418285714285714,0.5153785714285715,0.2,0.21052631578947367,0.4166666666666667,5.193749999999999,25.4,0.42105263157894735,1.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,,,7.0,2.0,,7.0,2.0,1.0,,,1.0,,,,,,,,,,,0.14285714285714285,0.14285714285714285,0.14285714285714285,,0.1590909090909091,0.16666666666666666,,0.1320754716981132,0.16666666666666666,0.15384615384615385,,0.125,,0.125,0.25,0.3333333333333333,,0.25,0.3333333333333333,0.11764705882352941,0.5,0.5,,0.5714285714285714,0.25,0.14285714285714285,0.16666666666666666,,,,,,,,,0.15384615384615385,,,,,,5.0,,,,0.3125,0.4,,,,,,,,,,,,,,,,,,,,,,,1.0,0.25,,,,,,,True,,,,,,
201584,1610612763,Courtney Lee,Courtney Lee,201584,MEM,2311.0,39,-10,70,67,22.0,19.0,11.0,137,1.0,1.0,,,1.0,1.0,1.0,5.0,2.0,8.0,6.0,4.0,11.0,82,,,1.0,2.0,4.0,4.0,,4.0,4.0,3.0,1.0,4.0,1.0,,2.0,1.0,9.0,,1.0,2.0,,,,,,3.0,1.0,2.0,3.0,,4.0,,,4.0,22.0,,,0.25,,0.25,,0.34375,0.4,0.42857142857142855,22.093023255813954,,,0.03125,,0.07142857142857142,1.0,1.0,,0.07142857142857142,0.07142857142857142,0.35714285714285715,,,0.3333333333333333,0.5,0.46441153846153854,0.56205,0.47875,,,0.36363636363636365,14.724999999999998,28.96666666666667,0.3142857142857143,,,,1.0,6.0,1.0,,,,,,1.0,1.0,,1.0,1.0,3.0,,1.0,,,,1.0,2.0,,,,,,2.0,,,,,0.034482758620689655,0.1,,0.02631578947368421,,0.09090909090909091,,,,,0.3333333333333333,0.1,,,,0.42857142857142855,0.16666666666666666,0.16666666666666666,,,,0.3333333333333333,,1.0,1.0,,3.0,1.0,1.0,0.16666666666666666,0.2,,,0.2,0.2,1.0,0.25,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,1.0,,,,,,True,,,,,,
201585,1610612763,Kosta Koufos,Kosta Koufos,201585,MEM,1815.0,30,-3,57,57,27.0,15.0,10.0,114,4.0,7.0,3.0,6.0,2.0,,,,5.0,9.0,,4.0,14.0,65,5.0,3.0,6.0,,4.0,10.0,8.0,2.0,,1.0,1.0,2.0,1.0,,1.0,,5.0,2.0,5.0,10.0,2.0,1.0,1.0,,,2.0,,4.0,3.0,,4.0,,,10.0,27.0,0.8,1.0,0.5555555555555556,0.5,0.5555555555555556,0.5,0.6363636363636364,0.625,,18.571428571428573,,0.15384615384615385,0.15,,0.7777777777777778,0.5714285714285714,0.8,0.75,0.2222222222222222,,,1.0,0.5,,0.7777777777777778,0.5194222222222222,0.573075,0.5992166666666667,,,0.7142857142857143,3.022222222222222,,0.47368421052631576,2.0,5.0,1.0,,,,2.0,4.0,2.0,,,5.0,1.0,2.0,5.0,1.0,2.0,,2.0,,1.0,1.0,,2.0,1.0,1.0,,1.0,1.0,2.0,0.4,0.4,0.4,1.0,0.23809523809523808,0.14285714285714285,,0.17857142857142858,0.3333333333333333,0.2857142857142857,,0.3333333333333333,0.16666666666666666,0.2,,0.5,1.0,0.5,0.5,,,,,1.0,0.4,,0.2857142857142857,,,,,,,,,,,,,,,2.0,,1.0,,0.2222222222222222,0.2857142857142857,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.5,,,,,True,,,,,,
2419,1610612763,Tayshaun Prince,Tayshaun Prince,2419,MEM,1286.0,21,-2,37,41,9.0,8.0,5.0,78,,,,,,,,1.0,3.0,7.0,1.0,,6.0,41,,1.0,2.0,1.0,,2.0,6.0,,,,1.0,1.0,1.0,,,,3.0,,1.0,1.0,,,,,,,,2.0,1.0,,,,,2.0,9.0,1.0,1.0,0.42857142857142855,0.5,0.375,0.3333333333333333,0.375,0.3333333333333333,0.125,18.181818181818183,,,0.07142857142857142,,,,,,,,0.125,,,,0.125,0.38717142857142856,,0.36955,,,0.3333333333333333,17.814285714285713,45.4,0.24324324324324326,,,,3.0,7.0,1.0,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,0.5,,,,,,,,0.5,,,,,,0.875,0.42857142857142855,0.42857142857142855,1.0,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
