EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGA,ShortMidRangeFGM,LongMidRangeFGA,PenaltyArc3FGA,FtPoints,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3A,PenaltyFtPoints,LongMidRangeAssists,OffTwoPtRebounds,OffRebounds,SelfOReb,DeadBallTurnovers,Turnovers,ShootingFouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,SecondChanceAtRimFrequency,PenaltyArc3Frequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyDefPoss,LongMidRangeFGM,BadPassOutOfBoundsTurnovers,Travels,PenaltyTurnovers,Offensive Fouls Drawn,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimFGM,Arc3FGM,FG3M,SecondChanceFG2M,PtsAssisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,OffThreePtRebounds,DefThreePtRebounds,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,DefThreePtReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimPctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,NonHeaveArc3Accuracy,HeaveAttempts,LongMidRangePctAssisted,Fg2aBlocked,FG2APctBlocked,AtRimPctBlocked,Corner3FGA,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,LiveBallTurnovers,BadPassTurnovers,ThreePtShootingFoulsDrawn,PenaltyFg3Pct,LiveBallTurnoverPct,Corner3Frequency,PenaltyCorner3Frequency,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,FTDefRebounds,DefFTReboundPct,SecondChanceAtRimPctAssisted,OffLongMidRangeReboundPct,DefAtRimReboundPct,on,SecondChanceArc3FGA,SecondChanceFG3A,PtsUnassisted3s,Corner3Assists,ShortMidRangeAssists,LostBallSteals,LostBallTurnovers,SecondChanceTurnovers,BlockingFouls,Charge Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,ShortMidRangePctBlocked,OffCorner3ReboundPct,DefCorner3ReboundPct,ShortMidRangePctAssisted,SecondChanceArc3Frequency,Charge Fouls,Loose Ball Fouls,Blocked3s,BlockedCorner3,BlockedShortMidRange,RecoveredBlocks,3SecondViolations,NonShootingPenaltyNonTakeFouls,BlocksRecoveredPct,Corner3FGM,PenaltyCorner3FGM,LongMidRangePctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,LostBallOutOfBoundsTurnovers,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,FTOffRebounds,OffFTReboundPct
201144,1610612763,Mike Conley,Mike Conley,201144,MEM,495.0,8,-4,16,15,12,5,31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.0,2.0,22.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,12,0.5,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5,0.3333333333333333,14.285714285714286,1.0,0.25,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,1.0,0.6666666666666666,0.4670666666666667,0.43285,1.0,4.9,24.5,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201188,1610612763,Marc Gasol,Marc Gasol,201188,MEM,846.0,14,-5,25,25,14,5,50,,2.0,,2.0,1.0,1.0,1.0,4,1.0,7.0,32.0,,2.0,3.0,2.0,1.0,1.0,,1.0,,,2.0,,,1.0,,,2.0,3.0,14,0.25,,0.2,,0.42857142857142855,0.25,0.2,25.806451612903228,,,,0.4,,,0.2,0.2,0.6666666666666666,,0.6,0.42099000000000003,0.4335166666666666,0.42857142857142855,7.875,27.2,0.56,1.0,1.0,1.0,1.0,5.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,0.5,0.1,0.06666666666666667,0.3333333333333333,0.25,1.0,1.0,0.2,1.0,0.3333333333333333,0.5555,0.3333333333333333,0.4,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201584,1610612763,Courtney Lee,Courtney Lee,201584,MEM,661.0,11,-6,20,21,5,1,41,1.0,1.0,,,,1.0,2.0,3,1.0,4.0,21.0,,,,4.0,1.0,1.0,,1.0,,,2.0,,,,,,,,5,0.6666666666666666,,0.5,,0.5,,0.25,27.272727272727273,,,,0.25,1.0,1.0,,0.25,,,0.5,0.51425,,,13.1,24.6,0.25,,,2.0,,,,,,,,1.0,,,,2.0,2.0,,,1.0,,,,,,,,,,,,,,,0.5,,,,,,,4.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202720,1610612763,Jon Leuer,Jon Leuer,202720,MEM,1356.0,23,1,41,43,24,8,84,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5,2.0,9.0,44.0,2.0,5.0,6.0,2.0,2.0,2.0,,2.0,,1.0,4.0,4.0,6.0,8.0,1.0,1.0,2.0,6.0,24,0.4,0.4,0.5,0.4,0.5625,0.5,0.2857142857142857,15.094339622641508,0.5,0.46153846153846156,0.6666666666666666,0.2857142857142857,1.0,1.0,0.2857142857142857,0.2857142857142857,0.4,1.0,0.5714285714285714,0.5299214285714285,0.53462,0.6666666666666666,7.94,25.2,0.5853658536585366,1.0,,1.0,,2.0,1.0,2.0,4.0,,2.0,1.0,1.0,2.0,1.0,,,1.0,,3.0,,2.0,,,1.0,,,1.0,0.05263157894736842,0.07407407407407407,,0.25,,,0.14285714285714285,1.0,,,0.125,0.16666666666666666,0.4444444444444444,7.0,,,,,1.0,,,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,0.5,1.0,1.0,0.5,0.5,1.0,1.0,0.4,0.125,0.25,0.14285714285714285,0.6666666666666666,0.4,0.5,0.5,0.5,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2419,1610612763,Tayshaun Prince,Tayshaun Prince,2419,MEM,704.0,12,-3,20,22,5,1,42,,,,,,1.0,2.0,3,1.0,4.0,23.0,1.0,1.0,2.0,,,,1.0,1.0,1.0,,3.0,,2.0,2.0,,,2.0,2.0,5,0.6666666666666666,1.0,0.5,0.5,0.5,0.5,0.25,19.047619047619047,,0.2857142857142857,,,,,,0.25,,,0.25,0.38680000000000003,0.3856,0.5,17.26666666666667,45.4,0.25,,,3.0,1.0,,,,,1.0,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,0.75,,0.5,,,,,2.0,2.0,,,,,0.6666666666666666,0.6666666666666666,,,,,4.0,,,,,2.0,1.0,1.0,,,,,,1.0,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754,1610612763,Tony Allen,Tony Allen,2754,MEM,525.0,9,-3,16,16,12,5,32,,1.0,,,1.0,1.0,,3,1.0,,22.0,,,,,1.0,,,,,,,,,1.0,,,,,12,,,,,,,0.25,22.727272727272727,,,,0.25,,,0.25,0.25,,,0.5,0.451175,,,11.299999999999999,24.6,0.75,1.0,,1.0,,,2.0,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,0.09090909090909091,,,,,0.25,0.5,,0.4146,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,0.3333333333333333,,0.3333333333333333,,,,,,,,,,,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2757,1610612763,Beno Udrih,Beno Udrih,2757,MEM,1145.0,19,6,35,37,22,6,72,1.0,2.0,1.0,1.0,,2.0,2.0,5,3.0,10.0,34.0,1.0,3.0,8.0,2.0,2.0,,,,,,,,,,,,1.0,8.0,22,0.4,0.3333333333333333,0.4375,0.4166666666666667,0.5555555555555556,0.5714285714285714,0.375,22.22222222222222,,,,0.25,0.5,0.5,,0.25,0.16666666666666666,1.0,0.625,0.5009,0.5007666666666667,0.8,11.540000000000001,24.166666666666668,0.6285714285714286,,,3.0,2.0,3.0,,,,3.0,3.0,,,,,,1.0,1.0,,2.0,,3.0,,,,,,,,,,,,,0.375,,0.3333333333333333,,0.1111111111111111,,,7.0,1.0,,,1.0,1.0,0.3333333333333333,0.3333333333333333,,1.0,1.0,,2.0,3.0,,1.0,,,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,0.5,0.5,1.0,,0.5,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.125,0.16666666666666666,0.5,0.25,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201585,1610612763,Kosta Koufos,Kosta Koufos,201585,MEM,510.0,8,6,16,18,10,3,34,2.0,3.0,2.0,3.0,,,2.0,3,,4.0,12.0,2.0,3.0,4.0,2.0,,,,,,,,,2.0,5.0,1.0,1.0,,4.0,10,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,,13.636363636363637,,0.25,,1.0,0.6666666666666666,0.6666666666666666,,,1.0,0.6666666666666666,1.0,0.6909333333333333,0.6909333333333333,1.0,1.2,,0.625,3.0,,,,,3.0,,4.0,,,,3.0,3.0,1.0,,,,,,,,,,,,,0.6666666666666666,0.3333333333333333,0.25,0.75,1.0,,,,1.0,,0.6802,,,1.0,7.0,,,,,,,,2.0,,,2.0,2.0,,2.0,,,1.0,0.5,1.0,,,,0.6666666666666666,0.6666666666666666,1.0,,,,,1.0,0.5,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201949,1610612763,James Johnson,James Johnson,201949,MEM,212.0,4,2,7,7,7,2,14,1.0,1.0,1.0,1.0,,1.0,1.0,1,1.0,4.0,5.0,1.0,1.0,4.0,2.0,1.0,,,,,,,,,2.0,,,,4.0,7,1.0,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.5,33.333333333333336,,,,0.5,1.0,1.0,,0.5,0.5,1.0,1.0,0.5006,0.5006,1.0,1.6,25.5,1.0,1.0,,,1.0,2.0,1.0,1.0,3.0,1.0,2.0,,1.0,2.0,1.0,,,,,3.0,,3.0,1.0,,2.0,,,1.5,0.3333333333333333,0.4,,1.0,,,,1.0,0.5,0.6058,0.6666666666666666,1.0,0.75,2.0,,,,,1.0,,,1.0,,,1.0,,,2.0,,1.0,,,,,,,1.0,1.0,,0.5,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.5,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203479,1610612763,Jamaal Franklin,Jamaal Franklin,203479,MEM,246.0,4,6,7,8,7,3,15,,1.0,,1.0,,,,2,,1.0,5.0,,2.0,1.0,,,,,,,,,1.0,1.0,1.0,,,,1.0,7,,,,,0.16666666666666666,0.16666666666666666,,23.076923076923077,1.0,0.5,,0.5,,,,,0.5,,0.5,0.59365,0.59365,1.0,10.85,,1.0,,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,1.0,,2.0,,,,1.0,1.0,,,,,,,,0.5,,,0.364,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
