EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,BlockingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PtsUnassisted3s,PtsPutbacks,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Travels,PenaltyTurnovers,Charge Fouls,Offensive Fouls,Charge Fouls Drawn,2pt And 1 Free Throw Trips,BlockedAtRim,SecondChanceFg3Pct,PenaltyFg2Pct,LongMidRangePctBlocked,OffAtRimReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,SecondChanceCorner3FGA,PenaltyFtPoints,OffThreePtRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,BlockingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,DefensiveGoaltends,NonShootingPenaltyNonTakeFoulsDrawn,AtRimPctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SelfORebPct,SecondChanceCorner3Frequency,HeaveAttempts,SecondChanceTurnovers,BlockedCorner3,Defensive 3 Seconds Violations,StepOutOfBoundsTurnovers,OffensiveGoaltends,SecondChanceCorner3FGM,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,SecondChanceCorner3Accuracy,ThreePtShootingFoulsDrawnPct,FTOffRebounds,OffFTReboundPct,Technical Free Throw Trips,on,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,SecondChanceCorner3PctAssisted
1740,1610612748,Rashard Lewis,Rashard Lewis,1740,MIA,12767.0,213,46.0,390,381,51,65,19,771,4.0,7.0,3.0,7.0,1.0,2.0,11.0,21.0,2.0,3.0,10.0,22.0,2.0,8.0,16.0,21.0,43.0,1.0,80.0,393,1.0,1.0,2.0,2.0,5.0,6.0,12.0,4.0,63.0,22.0,10.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,15.0,1.0,20.0,2.0,22,4.0,4.0,2.0,1.0,1.0,2.0,8.0,1.0,17,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,51,2.0,0.75,0.75,1.0,0.4883720930232558,0.4,0.4883720930232558,0.5,1.0,0.6694915254237288,1.0,0.6,0.6666666666666666,1.0,0.6,0.7288135593220338,0.0625,0.14285714285714285,15.196078431372548,1.0,0.1111111111111111,0.12605042016806722,0.022988505747126436,0.07017543859649122,0.10795454545454546,0.012987012987012988,0.041666666666666664,0.03225806451612903,0.09302325581395349,0.17777777777777778,0.0967741935483871,0.05128205128205128,0.1111111111111111,1.0,0.11864406779661017,0.5714285714285714,0.5714285714285714,0.75,0.11864406779661017,0.42857142857142855,0.5,0.6666666666666666,0.03389830508474576,0.5,0.5,1.0,0.3559322033898305,0.5238095238095238,0.5238095238095238,1.0,0.3728813559322034,0.45454545454545453,0.45454545454545453,1.0,0.6,0.6666666666666666,0.4,0.847457627118644,0.45454545454545453,0.5281406779661016,0.4141,0.52599,0.016666666666666666,0.058823529411764705,0.025,0.075,6.837500000000001,24.486046511627904,0.13076923076923078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
201596,1610612748,Mario Chalmers,Mario Chalmers,201596,MIA,24936.0,416,6.0,753,743,109,136,54,1496,18.0,30.0,4.0,21.0,1.0,3.0,4.0,11.0,1.0,2.0,9.0,23.0,3.0,23.0,54.0,13.0,34.0,9.0,94.0,826,2.0,4.0,9.0,2.0,5.0,10.0,14.0,32.0,33.0,23.0,9.0,4.0,40.0,56.0,23.0,128.0,2.0,9.0,26.0,,35.0,2.0,37,18.0,12.0,16.0,9.0,7.0,22.0,12.0,2.0,30,17.0,2.0,12.0,7.0,4.0,2.0,4.0,3.0,10.0,109,2.0,0.30434782608695654,0.3181818181818182,0.8461538461538461,0.38235294117647056,0.4,0.38235294117647056,0.42592592592592593,0.5,0.48295454545454547,0.7,0.625,0.5053763440860215,0.75,0.625,0.38636363636363635,0.07407407407407407,0.14285714285714285,14.180024660912455,0.7272727272727273,,0.11555555555555555,0.009478672985781991,0.09,0.1076923076923077,0.00625,0.017857142857142856,,0.1111111111111111,0.10989010989010989,0.12903225806451613,0.08333333333333333,0.10714285714285714,0.75,0.3409090909090909,0.6,0.6,0.3333333333333333,0.23863636363636365,0.19047619047619047,0.2222222222222222,0.25,0.03409090909090909,0.3333333333333333,0.5,,0.125,0.36363636363636365,0.36363636363636365,0.75,0.26136363636363635,0.391304347826087,0.391304347826087,0.8888888888888888,0.25,0.5,0.375,0.7272727272727273,0.391304347826087,0.5368636363636363,0.55257,0.5540937499999999,0.07526881720430108,0.11864406779661017,0.09574468085106383,0.10638297872340426,4.998148148148148,24.764705882352946,0.14475431606905712,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,6.0,2.0,16.0,9.0,7.0,6.0,11.0,6.0,2.0,6.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,0.6666666666666666,0.3333333333333333,0.016666666666666666,0.2,1.0,1.0,0.2,1.0,1.0,0.25,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
201962,1610612748,Toney Douglas,Toney Douglas,201962,MIA,348.0,6,-2.0,10,10,4,3,2,20,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1,,,,,,1.0,,,2,,,,,,,,,,4,1.0,,,,,,,,,,,,,,,,,,8.333333333333334,,,,,0.5,0.3333333333333333,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
2547,1610612748,Chris Bosh,Chris Bosh,2547,MIA,35547.0,592,-26.0,1049,1050,149,186,87,2099,36.0,53.0,6.0,19.0,29.0,59.0,12.0,23.0,,1.0,14.0,41.0,5.0,71.0,131.0,26.0,64.0,32.0,252.0,1182,11.0,16.0,32.0,2.0,6.0,24.0,90.0,52.0,78.0,41.0,14.0,4.0,15.0,19.0,9.0,42.0,15.0,22.0,44.0,6.0,72.0,22.0,94,15.0,8.0,5.0,2.0,3.0,11.0,19.0,1.0,44,41.0,5.0,42.0,22.0,17.0,1.0,18.0,10.0,24.0,149,2.0,0.6338028169014085,0.703125,1.0,0.40625,0.3333333333333333,0.40625,0.5419847328244275,0.6875,0.5641025641025641,0.7368421052631579,0.30434782608695654,0.5915492957746479,0.7272727272727273,0.42857142857142855,0.3282051282051282,0.030534351145038167,,19.597550306211723,0.45454545454545453,0.21428571428571427,0.14102564102564102,0.05,0.13924050632911392,0.14042553191489363,0.04899777282850779,0.0684931506849315,0.029411764705882353,0.10679611650485436,0.14035087719298245,0.17894736842105263,0.12844036697247707,0.16326530612244897,0.5555555555555556,0.2717948717948718,0.6792452830188679,0.7346938775510204,0.6111111111111112,0.09743589743589744,0.3157894736842105,0.3157894736842105,0.16666666666666666,0.30256410256410254,0.4915254237288136,0.4915254237288136,0.7586206896551724,0.11794871794871795,0.5217391304347826,0.5217391304347826,1.0,0.21025641025641026,0.34146341463414637,0.34146341463414637,1.0,0.043478260869565216,,0.21739130434782608,0.6,0.34146341463414637,0.49493871794871797,0.5395033333333334,0.4547826086956521,0.10426540284360189,0.14965986394557823,0.12698412698412698,0.09523809523809523,10.116793893129769,24.710937500000004,0.14204003813155386,8.0,10.0,1.0,7.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,17.0,,14.0,4.0,2.0,2.0,3.0,3.0,7.0,2.0,6.0,1.0,1.0,,1.0,,6.0,16.0,0.6666666666666666,0.23529411764705882,,0.06593406593406594,0.5263157894736842,0.8,,0.10526315789473684,1.0,1.0,0.30434782608695654,0.14285714285714285,0.4,1.0,10.0,7.0,4.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,4.0,2.0,0.07547169811320754,0.04697986577181208,0.042105263157894736,0.05555555555555555,0.0425531914893617,0.05263157894736842,,,,,,,,,,,,,,,,True,,,,,
2548,1610612748,Dwyane Wade,Dwyane Wade,2548,MIA,41575.0,693,1.0,1236,1235,190,255,100,2471,44.0,72.0,51.0,89.0,35.0,93.0,,5.0,,1.0,9.0,19.0,5.0,130.0,254.0,9.0,24.0,69.0,356.0,1368,10.0,14.0,26.0,1.0,6.0,53.0,82.0,178.0,9.0,18.0,9.0,9.0,43.0,77.0,27.0,188.0,15.0,21.0,36.0,4.0,61.0,16.0,77,30.0,19.0,35.0,20.0,15.0,54.0,22.0,1.0,55,72.0,3.0,90.0,45.0,4.0,2.0,5.0,2.0,53.0,190,5.0,0.3153846153846154,0.33064516129032256,0.3333333333333333,0.375,0.16666666666666666,0.391304347826087,0.5118110236220472,0.7142857142857143,0.5161870503597122,0.6666666666666666,0.5694444444444444,0.55625,0.7222222222222222,0.6162790697674418,0.08633093525179857,0.03543307086614173,0.02247191011235955,27.75297619047619,0.6481481481481481,0.12121212121212122,0.09836065573770492,0.043731778425655975,0.11290322580645161,0.10326086956521739,0.03065134099616858,0.033707865168539325,0.040268456375838924,0.09523809523809523,0.12121212121212122,0.07407407407407407,0.1111111111111111,0.11666666666666667,0.4,0.2589928057553957,0.6111111111111112,0.676923076923077,0.45454545454545453,0.32014388489208634,0.5730337078651685,0.5862068965517241,0.21568627450980393,0.3345323741007194,0.3763440860215054,0.3763440860215054,0.2857142857142857,0.017985611510791366,,,,0.0683453237410072,0.47368421052631576,0.47368421052631576,0.3333333333333333,0.027777777777777776,,0.1388888888888889,0.34532374100719426,0.5,0.46347779783393495,0.5466636363636365,0.4603585714285714,0.14195583596214512,0.15358361774744028,0.07303370786516854,0.14887640449438203,9.78700787401575,25.729166666666668,0.15372168284789645,6.0,7.0,5.0,8.0,,,1.0,,1.0,6.0,19.0,30.0,18.0,12.0,34.0,20.0,14.0,1.0,15.0,11.0,9.0,19.0,1.0,7.0,4.0,2.0,1.0,6.0,2.0,,0.6333333333333333,,0.05714285714285714,0.4666666666666667,0.8571428571428571,0.16666666666666666,,,,0.2222222222222222,0.625,0.2,1.0,12.0,1.0,3.0,2.0,5.0,3.0,2.0,3.0,1.0,,,1.0,0.09722222222222222,0.00558659217877095,0.008130081300813009,,0.023255813953488372,0.06666666666666667,1.0,2.0,1.0,1.0,,,,,,,,,,,,True,,,,,
202708,1610612748,Norris Cole,Norris Cole,202708,MIA,13915.0,232,-4.0,411,416,71,101,39,827,6.0,11.0,,1.0,1.0,7.0,3.0,10.0,,3.0,3.0,14.0,1.0,7.0,19.0,6.0,24.0,8.0,40.0,465,,1.0,,,4.0,10.0,2.0,12.0,18.0,14.0,3.0,2.0,11.0,18.0,6.0,43.0,,7.0,5.0,1.0,13.0,,13,6.0,1.0,10.0,7.0,3.0,13.0,8.0,,22,8.0,,8.0,2.0,1.0,,1.0,1.0,10.0,71,4.0,0.14285714285714285,0.14285714285714285,1.0,0.25,,0.25,0.3684210526315789,,0.37209302325581395,,0.375,0.425531914893617,,0.5,0.5581395348837209,0.10526315789473684,1.0,13.186813186813188,0.7692307692307693,0.09090909090909091,0.045454545454545456,,0.09859154929577464,0.06629834254143646,,,,0.05,0.058823529411764705,0.027777777777777776,0.13333333333333333,0.038461538461538464,1.0,0.2558139534883721,0.5454545454545454,0.6,0.16666666666666666,0.023255813953488372,,,,0.16279069767441862,0.14285714285714285,0.14285714285714285,,0.23255813953488372,0.3,0.3,1.0,0.32558139534883723,0.21428571428571427,0.21428571428571427,1.0,0.375,,0.125,0.813953488372093,0.21428571428571427,0.5265604651162791,0.465125,0.5314625,0.044444444444444446,0.09523809523809523,,0.25,8.2,24.845833333333342,0.17274939172749393,,,3.0,3.0,,1.0,,,1.0,,3.0,4.0,,,7.0,5.0,2.0,1.0,4.0,5.0,2.0,3.0,,,,,,,1.0,,0.75,,,,,,0.5,,,0.375,1.0,,,4.0,,,1.0,1.0,,,2.0,,,,1.0,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,True,,,,,
2365,1610612748,Chris Andersen,Chris Andersen,2365,MIA,9927.0,165,-6.0,285,299,42,64,28,584,17.0,23.0,,,,4.0,,,,,,,,17.0,27.0,,,9.0,43.0,323,5.0,9.0,12.0,,,3.0,22.0,12.0,,,,1.0,1.0,1.0,1.0,2.0,11.0,15.0,28.0,4.0,47.0,11.0,58,5.0,4.0,2.0,1.0,1.0,6.0,7.0,,16,12.0,,14.0,6.0,14.0,3.0,14.0,7.0,3.0,42,,0.6470588235294118,0.8461538461538461,,,,,0.6296296296296297,0.5555555555555556,0.6296296296296297,0.5555555555555556,,0.6323529411764706,0.5,0.5,,0.037037037037037035,,12.738853503184712,0.3333333333333333,0.8,0.28865979381443296,0.13924050632911392,0.2777777777777778,0.2847682119205298,0.09401709401709402,0.16,0.13793103448275862,0.28205128205128205,0.3142857142857143,0.2608695652173913,0.3142857142857143,0.21052631578947367,0.5,0.8518518518518519,0.7391304347826086,0.7727272727272727,0.6470588235294118,,,,,0.14814814814814814,,,,,,,,,,,,,,,0.8518518518518519,,0.5867814814814815,0.6028333333333333,0.4364,0.18181818181818182,0.18181818181818182,0.27906976744186046,0.06976744186046512,3.7037037037037037,,0.14736842105263157,5.0,8.0,,,,,,,,2.0,,1.0,,8.0,,,,,,1.0,,4.0,1.0,1.0,,1.0,1.0,,11.0,,,,0.12,0.8888888888888888,0.625,,,,,,,,,3.0,,1.0,,1.0,2.0,,1.0,,,1.0,1.0,0.043478260869565216,,,,0.125,,,,,,1.0,1.0,,,,,,,,,,True,,,,,
2544,1610612748,LeBron James,LeBron James,2544,MIA,31641.0,527,24.0,950,941,158,213,73,1891,68.0,89.0,15.0,23.0,18.0,50.0,2.0,6.0,,,17.0,46.0,13.0,101.0,162.0,19.0,52.0,81.0,340.0,1023,12.0,17.0,33.0,4.0,13.0,71.0,76.0,126.0,30.0,46.0,17.0,5.0,35.0,69.0,23.0,172.0,4.0,31.0,56.0,8.0,95.0,7.0,102,21.0,16.0,17.0,10.0,7.0,40.0,13.0,1.0,31,83.0,2.0,99.0,39.0,6.0,2.0,7.0,7.0,71.0,158,3.0,0.37623762376237624,0.3917525773195876,0.5263157894736842,0.36538461538461536,0.3076923076923077,0.36538461538461536,0.6234567901234568,0.7058823529411765,0.6051401869158879,0.7142857142857143,0.5789473684210527,0.6614785992217899,0.75,0.6826923076923077,0.24299065420560748,0.030864197530864196,,28.947368421052634,0.425,0.2857142857142857,0.2,0.015209125475285171,0.22302158273381295,0.20763723150357996,0.0171990171990172,0.014705882352941176,0.008849557522123894,0.125,0.1782178217821782,0.3132530120481928,0.24210526315789474,0.18181818181818182,1.0,0.4158878504672897,0.7640449438202247,0.8095238095238095,0.4117647058823529,0.10747663551401869,0.6521739130434783,0.6521739130434783,0.13333333333333333,0.2336448598130841,0.36,0.36,0.4444444444444444,0.028037383177570093,0.3333333333333333,0.3333333333333333,0.5,0.21495327102803738,0.3695652173913043,0.3695652173913043,0.5294117647058824,,,0.34210526315789475,0.6588785046728972,0.3695652173913043,0.5125780373831776,0.5341361111111111,0.5138144736842106,0.1774193548387097,0.203125,0.09705882352941177,0.2088235294117647,7.824074074074074,25.39423076923077,0.16631578947368422,11.0,13.0,11.0,16.0,1.0,3.0,4.0,2.0,4.0,3.0,16.0,25.0,27.0,8.0,34.0,21.0,13.0,6.0,6.0,5.0,11.0,23.0,2.0,6.0,3.0,1.0,1.0,9.0,3.0,0.5,0.64,,0.024390243902439025,0.6190476190476191,0.8461538461538461,0.36363636363636365,0.14285714285714285,0.3333333333333333,,0.42105263157894735,0.6875,0.3076923076923077,1.0,27.0,3.0,3.0,4.0,4.0,2.0,3.0,9.0,1.0,1.0,,8.0,0.056179775280898875,0.020833333333333332,0.019230769230769232,0.025,0.034482758620689655,0.047619047619047616,,2.0,,,1.0,,1.0,1.0,5.0,1.0,1.0,0.08928571428571429,,,,True,,,,,
2617,1610612748,Udonis Haslem,Udonis Haslem,2617,MIA,7625.0,127,-72.0,226,232,26,46,23,458,8.0,13.0,,1.0,3.0,13.0,,,,,,,,11.0,27.0,,,2.0,24.0,283,4.0,5.0,9.0,,,1.0,16.0,6.0,,,,5.0,3.0,4.0,3.0,9.0,5.0,8.0,10.0,,18.0,9.0,27,,,,,,1.0,15.0,3.0,22,11.0,1.0,4.0,1.0,2.0,1.0,2.0,,1.0,26,2.0,0.7272727272727273,1.0,,,,,0.4074074074074074,0.8,0.4074074074074074,0.8,,0.41379310344827586,0.75,0.16666666666666666,,0.18518518518518517,1.0,11.904761904761905,,,0.15151515151515152,0.05747126436781609,0.2962962962962963,0.1935483870967742,0.06896551724137931,0.058823529411764705,0.041666666666666664,0.045454545454545456,0.2608695652173913,0.14285714285714285,0.3157894736842105,0.25,,0.48148148148148145,0.6153846153846154,0.8888888888888888,0.625,0.037037037037037035,,,,0.48148148148148145,0.23076923076923078,0.23076923076923078,1.0,,,,,,,,,,,,0.48148148148148145,,0.5239296296296296,0.652875,0.65435,0.03571428571428571,0.03571428571428571,0.375,0.041666666666666664,9.151851851851852,,0.11504424778761062,4.0,5.0,,2.0,,,,,,1.0,,2.0,,6.0,1.0,1.0,,,,,,1.0,,,,1.0,3.0,,1.0,,,,0.09090909090909091,1.0,0.8,0.25,,,,1.0,,,,1.0,3.0,,,,3.0,,1.0,,,,1.0,0.3076923076923077,0.10344827586206896,0.14285714285714285,,,,,,,,,,,,,,,,1.0,0.16666666666666666,,True,,,,,
951,1610612748,Ray Allen,Ray Allen,951,MIA,18484.0,308,13.0,535,538,92,130,52,1073,4.0,12.0,2.0,7.0,3.0,7.0,10.0,19.0,2.0,4.0,11.0,29.0,8.0,9.0,26.0,21.0,48.0,19.0,100.0,591,1.0,6.0,8.0,4.0,12.0,23.0,8.0,10.0,57.0,29.0,11.0,2.0,12.0,19.0,8.0,45.0,8.0,13.0,21.0,1.0,35.0,10.0,45,7.0,5.0,6.0,5.0,1.0,14.0,14.0,,24,18.0,,22.0,5.0,3.0,,3.0,1.0,23.0,92,2.0,0.4444444444444444,0.5,0.9047619047619048,0.4375,0.3333333333333333,0.4375,0.34615384615384615,0.16666666666666666,0.5472972972972973,0.16666666666666666,0.42857142857142855,0.5833333333333334,0.4444444444444444,0.575,0.6486486486486487,0.07692307692307693,,16.470588235294116,0.42857142857142855,0.07692307692307693,0.12352941176470589,0.05128205128205128,0.1326530612244898,0.12686567164179105,0.04291845493562232,0.022222222222222223,0.09836065573770492,0.13636363636363635,0.1320754716981132,0.09803921568627451,0.140625,0.11764705882352941,0.3333333333333333,0.16216216216216217,0.3333333333333333,0.4,0.75,0.0945945945945946,0.2857142857142857,0.2857142857142857,0.5,0.0945945945945946,0.42857142857142855,0.42857142857142855,,0.25675675675675674,0.5263157894736842,0.5263157894736842,0.9,0.3918918918918919,0.3793103448275862,0.3793103448275862,0.9090909090909091,0.2857142857142857,0.5,0.5714285714285714,0.8108108108108109,0.3793103448275862,0.51704375,0.49246,0.5089576923076923,0.06329113924050633,0.16129032258064516,0.08,0.23,7.857692307692307,25.26875,0.17196261682242991,1.0,4.0,,1.0,,,2.0,,,6.0,,2.0,6.0,2.0,7.0,2.0,5.0,1.0,3.0,2.0,3.0,8.0,,,1.0,3.0,,,3.0,,,,0.02,0.6666666666666666,0.25,,,,,0.07142857142857142,,0.25,,11.0,2.0,2.0,1.0,,,,5.0,,,,5.0,0.16666666666666666,0.025974025974025976,0.02,0.037037037037037035,0.05,,,1.0,,,,,,,,,,,,,2.0,True,,,,,
