EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Arc3FGA,PenaltyArc3FGA,FG3A,FtPoints,SecondChanceFtPoints,PenaltyFG3A,PenaltyFtPoints,NonHeaveArc3FGA,OffThreePtRebounds,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FG3APct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,Arc3Frequency,PenaltyArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,LongMidRangeFGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,LongMidRangeFrequency,DefTwoPtRebounds,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,DefTwoPtReboundPct,DefAtRimReboundPct,Corner3FGA,PenaltyCorner3FGA,ThreePtShootingFoulsDrawn,Corner3Frequency,PenaltyCorner3Frequency,ThreePtShootingFoulsDrawnPct,on,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3A,PenaltyFG3M,PtsUnassisted3s,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Technical Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,FTDefRebounds,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Blocked3s,BlockedCorner3,BlockedShortMidRange,RecoveredBlocks,3SecondViolations,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,BlocksRecoveredPct,Corner3FGM,PenaltyCorner3FGM,PtsAssisted3s,HeaveAttempts,Assisted3sPct,LongMidRangePctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,PenaltyCorner3Accuracy,LostBallOutOfBoundsTurnovers,FTOffRebounds,OffFTReboundPct,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted
201585,1610612763,Kosta Koufos,Kosta Koufos,201585,MEM,246.0,4,6,7,8,7,3.0,3,15,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3,4.0,5.0,2.0,3.0,4.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,4.0,1.0,4.0,7,0.5,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,23.076923076923077,0.5,1.0,0.5,0.375,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,1.0,0.6909333333333333,0.6802,0.6909333333333333,1.0,1.0,1.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201949,1610612763,James Johnson,James Johnson,201949,MEM,166.0,3,1,5,5,5,,2,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,3.0,5.0,1.0,1.0,3.0,1.0,1.0,3.0,,2.0,2.0,1.0,,,2.0,2.0,1.0,3.0,5,,,1.0,1.0,1.0,0.5,1.0,0.5,0.75,1.5,0.75,28.57142857142857,0.5,,,0.5,,,1.0,0.5,1.0,1.0,,1.0,1.0,,0.5,1.0,1.0,0.5006,0.6058,0.5006,1.0,1.0,1.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,1.0,25.5,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202720,1610612763,Jon Leuer,Jon Leuer,202720,MEM,246.0,4,6,7,8,7,3.0,3,15,,,,,,,,1,,5.0,,,,,1.0,,,,,,,,,,,,7,,,,,,,,,,,,7.692307692307692,,,,,,,,,,,,,,,,,,0.4086,,0.4086,,,20.2,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203479,1610612763,Jamaal Franklin,Jamaal Franklin,203479,MEM,246.0,4,6,7,8,7,3.0,3,15,,1.0,,,,1.0,,2,1.0,5.0,,1.0,,,2.0,1.0,,,,,,1.0,,1.0,,1.0,7,,,,,,,,,0.16666666666666666,,0.16666666666666666,23.076923076923077,,,0.5,,,,,0.5,,,,,,,0.5,,0.5,0.59365,0.364,0.59365,,1.0,10.85,1.0,,,,1.0,,,1.0,,,1.0,,2.0,,,,,,,,,,,,1.0,,,,,0.5,1.0,1.0,1.0,1.0,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2757,1610612763,Beno Udrih,Beno Udrih,2757,MEM,246.0,4,6,7,8,7,3.0,3,15,,,,,,,,1,3.0,5.0,,,,,1.0,3.0,,,,,,,,,,3.0,7,,,,,,,,,0.5,,0.5,23.076923076923077,,,,,,,,,,,,,,,,,0.5,0.470225,,0.470225,,1.0,18.1,1.0,,,1.0,3.0,,1.0,3.0,,,1.0,,3.0,,,0.5,,,,,,0.3333333333333333,,23.1,1.0,,,,,0.5,,,,,,1.0,1.0,1.0,0.5,0.5,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202334,1610612763,Ed Davis,Ed Davis,202334,MEM,80.0,1,5,2,3,2,3.0,1,5,,1.0,,1.0,,1.0,,1,,,,1.0,,,1.0,,,,,1.0,,,1.0,1.0,,,2,,,,,,,,,,,,16.666666666666668,0.25,,,0.25,,,,1.0,,,,1.0,,,1.0,,1.0,0.3392,0.3392,0.3392,,,2.9,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201144,1610612763,Mike Conley,Mike Conley,201144,MEM,16010.0,267,-31,504,503,140,111.0,61,1007,25.0,40.0,1.0,2.0,9.0,13.0,41.0,75,111.0,537.0,2.0,4.0,6.0,14.0,23.0,40.0,22.0,60.0,,4.0,8.0,27.0,5.0,32.0,4.0,37.0,136,0.2682926829268293,0.2682926829268293,0.5466666666666666,0.5,0.6086956521739131,0.44607843137254904,0.4,0.5740740740740741,0.48672566371681414,0.5,0.625,22.338568935427574,0.018957345971563982,0.08888888888888889,0.108,0.019157088122605363,0.030303030303030304,0.07894736842105263,0.07692307692307693,0.39215686274509803,0.625,0.6756756756756757,0.16,0.4,0.5,,0.48148148148148145,0.6923076923076923,0.6568627450980392,0.4992637254901961,0.4119375,0.4976444444444444,0.05405405405405406,0.36036036036036034,6.561333333333333,0.2777777777777778,21.0,3.0,27.0,20.0,2.0,4.0,9.0,21.0,1.0,29.0,3.0,26.0,3.0,10.0,0.2647058823529412,0.02,,,0.20588235294117646,0.1111111111111111,0.09174311926605505,0.12195121951219512,24.65555555555556,11.0,46.0,55.0,22.0,119.0,0.10784313725490197,19.0,4.0,2.0,0.11875,0.1,6.0,1.0,,0.058823529411764705,0.037037037037037035,,False,12.0,24.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,9.0,3.0,5.0,9.0,7.0,2.0,11.0,13.0,14.0,9.0,5.0,10.0,4.0,7.0,5.0,3.0,1.0,15.0,2.0,4.0,6.0,1.0,14.0,2.0,2.0,1.0,1.0,1.0,1.0,0.1111111111111111,0.25,0.1111111111111111,0.06666666666666667,0.075,0.08333333333333333,0.6666666666666666,0.023529411764705882,0.07692307692307693,0.08163265306122448,0.16393442622950818,0.14285714285714285,0.23529411764705882,0.5,0.5454545454545454,0.3333333333333333,0.36363636363636365,0.36363636363636365,0.75,0.14285714285714285,0.14285714285714285,0.2,0.3333333333333333,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201188,1610612763,Marc Gasol,Marc Gasol,201188,MEM,17972.0,300,-41,559,561,140,122.0,64,1120,17.0,28.0,3.0,5.0,3.0,8.0,47.0,115,121.0,609.0,4.0,8.0,13.0,9.0,25.0,29.0,64.0,30.0,4.0,10.0,10.0,41.0,13.0,54.0,5.0,29.0,136,0.6808510638297872,0.7111111111111111,0.40869565217391307,0.5,0.36,0.4051724137931034,0.5,0.34615384615384615,0.4580152671755725,0.6,0.45161290322580644,22.555205047318612,0.04424778761061947,0.10869565217391304,0.1455223880597015,0.04609929078014184,0.04411764705882353,0.07792207792207792,0.08333333333333333,0.2413793103448276,0.6071428571428571,0.68,0.7058823529411765,0.625,0.6,,0.3076923076923077,0.375,0.25,0.4405780172413793,0.538825,0.43027115384615383,0.10743801652892562,0.2396694214876033,8.608695652173912,0.2504472271914132,1.0,1.0,1.0,27.0,5.0,1.0,11.0,1.0,3.0,38.0,2.0,34.0,3.0,14.0,0.008620689655172414,0.05357142857142857,0.05555555555555555,0.05263157894736842,0.008620689655172414,0.038461538461538464,0.11023622047244094,0.1111111111111111,27.2,25.0,28.0,31.0,10.0,65.0,0.21551724137931033,29.0,4.0,4.0,0.16477272727272727,0.1509433962264151,,,,,,,False,21.0,62.0,9.0,,,,,,,,,8.0,3.0,1.0,2.0,8.0,10.0,12.0,11.0,1.0,7.0,,2.0,5.0,5.0,,12.0,2.0,4.0,13.0,,27.0,1.0,5.0,1.0,5.0,4.0,6.0,,,,0.06956521739130435,0.10714285714285714,0.08064516129032258,0.5833333333333334,0.03488372093023256,0.05555555555555555,0.17857142857142858,0.16417910447761194,0.26666666666666666,0.5344827586206896,0.3387096774193548,0.3684210526315789,0.5238095238095238,0.36,0.36,1.0,,,,,,2.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,0.16666666666666666,0.5,,,,,,,,,,,,,,,,,,,
201584,1610612763,Courtney Lee,Courtney Lee,201584,MEM,13438.0,224,-31,421,421,104,89.0,49,842,7.0,14.0,,2.0,,3.0,19.0,41,70.0,468.0,,2.0,1.0,1.0,8.0,19.0,26.0,12.0,,2.0,5.0,11.0,3.0,14.0,2.0,18.0,101,0.6842105263157895,0.6842105263157895,0.4634146341463415,,0.125,0.4666666666666667,,0.4230769230769231,0.5147058823529411,0.125,0.5277777777777778,15.513626834381553,0.011627906976744186,0.078125,0.05181347150259067,0.014354066985645933,0.018518518518518517,0.057692307692307696,0.07142857142857142,0.23333333333333334,0.5,0.6363636363636364,0.7142857142857143,0.6666666666666666,,,0.23076923076923078,,0.55,0.5050813559322034,0.478325,0.4789416666666666,0.014285714285714285,0.2714285714285714,9.614634146341464,0.24703087885985747,13.0,3.0,19.0,14.0,1.0,5.0,8.0,12.0,1.0,13.0,2.0,18.0,2.0,5.0,0.31666666666666665,0.02702702702702703,0.017241379310344827,0.04,0.21666666666666667,0.23076923076923078,0.07936507936507936,0.11363636363636363,25.926315789473687,16.0,9.0,11.0,4.0,24.0,0.26666666666666666,5.0,5.0,4.0,0.03875968992248062,0.047619047619047616,6.0,2.0,,0.1,0.15384615384615385,,False,7.0,11.0,5.0,4.0,1.0,2.0,6.0,1.0,3.0,,4.0,6.0,2.0,1.0,1.0,2.0,3.0,5.0,2.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,6.0,1.0,1.0,12.0,,20.0,,,,2.0,2.0,2.0,0.3157894736842105,0.6,0.3333333333333333,0.14634146341463414,0.21428571428571427,0.18181818181818182,0.5,,,0.024390243902439025,0.043478260869565216,0.16666666666666666,0.18333333333333332,0.6363636363636364,0.7777777777777778,0.5714285714285714,0.3125,0.3333333333333333,0.8,0.3076923076923077,0.3076923076923077,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,1.0,,,,,,,,2.0,0.1111111111111111,,2.0,1.0,18.0,1.0,1.0,0.0625,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,,,,,,,,
202334,1610612763,Ed Davis,Ed Davis,202334,MEM,1412.0,24,-3,41,44,7,6.0,7,85,3.0,7.0,2.0,4.0,,,3.0,9,6.0,43.0,2.0,5.0,4.0,,,,2.0,4.0,4.0,6.0,1.0,7.0,7.0,14.0,2.0,,7,0.3333333333333333,1.0,0.3333333333333333,0.4,,0.3333333333333333,0.4,,0.3333333333333333,0.4,,21.153846153846153,0.2608695652173913,0.1111111111111111,0.25,0.28,0.4,0.125,0.5,0.7777777777777778,0.42857142857142855,0.5,0.3333333333333333,0.8,0.5,,,,0.7777777777777778,0.5503444444444444,0.57522,,0.6666666666666666,,2.8555555555555556,0.17073170731707318,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,,0.5,0.18181818181818182,0.5,,,0.1111111111111111,0.1111111111111111,,,,,,,,5.0,,,0.3333333333333333,0.3333333333333333,,,,,,,False,,2.0,,,,,,,,,,2.0,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,2.0,,,,,2.0,,,,3.0,3.0,3.0,,,,0.2222222222222222,0.14285714285714285,0.5,0.5,0.2857142857142857,,0.5,0.2,,0.2222222222222222,,,,,,,,,,,,1.0,,1.0,,,,,2.0,,,1.0,0.6666666666666666,,,,,,,,,,,,1.0,,,,,,,
