EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,OffPoss,PenaltyOffPoss,TotalPoss,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,Minutes,PlusMinus,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,OffThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,Fg3aBlocked,NonShootingPenaltyNonTakeFouls,FG3APct,FG3APctBlocked,Arc3PctBlocked,Arc3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,Steals,LostBallSteals,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,LongMidRangeFGM,LongMidRangeFGA,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,SelfOReb,NonShootingFoulsDrawn,OffTwoPtReboundPct,OffLongMidRangeReboundPct,SelfORebPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,DefThreePtRebounds,DefThreePtReboundPct,DefArc3ReboundPct,PtsUnassisted3s,ThreePtAssists,Arc3Assists,FTDefRebounds,DefFTReboundPct,PtsAssisted2s,Assisted2sPct,NonPutbacksAssisted2sPct,LongMidRangePctAssisted,on,ShortMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,Fg2aBlocked,Corner3Assists,AtRimAssists,ShortMidRangeAssists,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,BlockingFouls,Charge Fouls,Loose Ball Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,FTOffRebounds,Charge Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,LongMidRangePctBlocked,OffFTReboundPct,BlocksRecoveredPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,StepOutOfBoundsTurnovers,Blocked3s,BlockedCorner3,BlockedShortMidRange,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,OffCorner3ReboundPct,Corner3PctBlocked,HeaveMakes,HeaveAttempts,3pt And 1 Free Throw Trips,BlockedArc3,Clear Path Fouls,BlockedLongMidRange
101108,1610612746,Chris Paul,Chris Paul,101108,LAC,8.0,1.0,1.0,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200755,1610612746,JJ Redick,JJ Redick,200755,LAC,8.0,1.0,1.0,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200797,1610612746,Ryan Hollins,Ryan Hollins,200797,LAC,554.0,18.0,6.0,35,6.0,0.3333333333333333,9.0,1.0,17.0,17.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,3.0,20.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,0.25,1.0,0.5,0.25,1.0,0.5,0.375,1.5,0.75,25.0,0.3333333333333333,0.5,0.16666666666666666,0.125,0.5,0.25,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5576,0.7547,0.5756,0.25,0.25,1.0,1.0,3.825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201175,1610612746,Glen Davis,Glen Davis,201175,LAC,18.0,1.0,1.0,2,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440,1610612746,Matt Barnes,Matt Barnes,2440,LAC,18.0,1.0,1.0,2,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101122,1610612746,Danny Granger,Danny Granger,101122,LAC,108.0,3.0,1.0,5,1.0,0.3333333333333333,2.0,4.0,2.0,2.0,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,1.0,0.36585,,0.36585,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201162,1610612746,Jared Dudley,Jared Dudley,201162,LAC,481.0,15.0,5.0,30,5.0,0.3333333333333333,8.0,,15.0,15.0,2.0,,,,,,,,,,,3.0,17.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,3.0,,,,1.5,,1.5,1.5,,1.5,5.88235294117647,,,,,,,,,,,,,,,,1.0,0.53295,,0.53295,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,1.0,1.0,25.6,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201954,1610612746,Darren Collison,Darren Collison,201954,LAC,546.0,17.0,5.0,34,5.0,0.29411764705882354,9.0,1.0,17.0,17.0,2.0,,,,,,,,1.0,4.0,6.0,8.0,20.0,,,,,1.0,1.0,2.0,4.0,2.0,,,,,1.0,1.0,,,,,,3.0,6.0,,2.0,4.0,0.25,,1.0,0.25,,1.0,0.5714285714285714,,1.0,36.8421052631579,,,,0.125,,,,,,,,,,,,,0.34085,,0.3283,0.3333333333333333,0.3333333333333333,,0.5,17.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.25,0.25,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2584,1610612746,Willie Green,Willie Green,2584,LAC,536.0,17.0,5.0,33,5.0,0.29411764705882354,9.0,1.0,16.0,16.0,2.0,,,,,,,,,,2.0,2.0,20.0,,,,,,,,,,,,1.0,3.0,,3.0,,,,,,1.0,2.0,,1.0,,,,,,,,0.5,,,10.526315789473685,0.16666666666666666,,0.2727272727272727,,,0.25,,,,,,,,,,1.0,0.59505,,0.59505,0.5,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,1.0,1.0,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.4,0.4,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045,1610612746,Hedo Turkoglu,Hedo Turkoglu,2045,LAC,276.0,9.0,4.0,18,4.0,0.4444444444444444,5.0,5.0,9.0,9.0,,,,,,,,,,,,3.0,11.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,1.5,,,1.5,,,11.11111111111111,,,,,,,,,,,,,,,,1.0,0.57015,,,,,,,,1.0,,1.0,,1.0,,,1.0,,,1.0,,25.0,1.0,,1.0,,,1.0,,,,1.0,,1.0,1.0,1.0,,,1.0,,,,1.0,,3.0,,,,,,,,,,,,,3.0,1.0,1.0,1.0,0.5,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
