EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Fg3aBlocked,OffThreePtRebounds,Charge Fouls Drawn,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,StepOutOfBoundsTurnovers,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,OffCorner3ReboundPct,BlocksRecoveredPct,Corner3PctBlocked,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,BlockedCorner3,HeaveAttempts,on,BlockedLongMidRange,Clear Path Fouls,HeaveMakes
201175,1610612746,Glen Davis,Glen Davis,201175,LAC,4983.0,83.0,6.0,161,162.0,62.0,46.0,22.0,323,7.0,10.0,,,3.0,3.0,3.0,6.0,4.0,7.0,,,,,,,,,,,14.0,23.0,,,,28.0,177.0,1.0,1.0,,,,2.0,5.0,7.0,,,,10.0,26.0,2.0,,,,,,4.0,7.0,,7.0,,,5.0,,2.0,14.0,5.0,2.0,13.0,,15.0,7.0,22.0,1.0,3.0,1.0,2.0,4.0,,2.0,,,2.0,,4.0,1.0,2.0,9.0,1.0,11.0,,,,2.0,1.0,,,,,,,,,10.0,62.0,1.0,,0.9285714285714286,0.9285714285714286,,,,,,0.6086956521739131,1.0,0.7142857142857143,0.6086956521739131,1.0,0.7142857142857143,0.6086956521739131,1.0,0.7142857142857143,,0.17391304347826086,0.2,0.16666666666666666,14.43850267379679,1.0,,0.2549019607843137,0.11363636363636363,0.08333333333333333,0.2,0.07407407407407407,0.07142857142857142,0.21428571428571427,0.0625,0.3,0.25,0.18181818181818182,,0.5,0.2,0.43478260869565216,0.7,0.875,0.8571428571428571,0.2608695652173913,0.5,0.6,1.0,0.30434782608695654,0.5714285714285714,0.6666666666666666,1.0,,,,,,,,,,,,,,0.42857142857142855,1.0,,,,,0.43478260869565216,,0.4728478260869565,0.3946,0.4303857142857143,,,,0.07142857142857142,0.35714285714285715,7.634782608695653,,0.38509316770186336,1.0,0.1111111111111111,,,,1.0,,,0.14285714285714285,,0.02702702702702703,,,,,,,2.0,2.0,,2.0,1.0,,,1.0,0.125,0.5,,,,,,,True,,,
200797,1610612746,Ryan Hollins,Ryan Hollins,200797,LAC,8.0,,,1,,1.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
101122,1610612746,Danny Granger,Danny Granger,101122,LAC,5109.0,85.0,-2.0,170,167.0,50.0,62.0,17.0,337,3.0,5.0,,1.0,1.0,1.0,1.0,6.0,1.0,5.0,1.0,8.0,,3.0,3.0,7.0,1.0,2.0,2.0,3.0,5.0,16.0,4.0,15.0,7.0,29.0,184.0,,1.0,1.0,2.0,,3.0,1.0,2.0,2.0,6.0,,8.0,6.0,4.0,12.0,,,7.0,3.0,3.0,1.0,1.0,2.0,1.0,,1.0,,,5.0,,6.0,7.0,,13.0,,13.0,,6.0,5.0,1.0,1.0,,1.0,2.0,1.0,,,3.0,,,8.0,,19.0,,1.0,1.0,6.0,1.0,1.0,,9.0,,2.0,2.0,1.0,,8.0,50.0,4.0,,0.6,0.6,1.0,0.26666666666666666,0.5,0.3333333333333333,0.26666666666666666,0.3125,,0.5,0.3548387096774194,0.5,0.5,0.4117647058823529,0.5,0.5,0.4838709677419355,0.1875,0.2,0.16666666666666666,19.680851063829788,0.3333333333333333,,0.12727272727272726,,0.1875,0.14942528735632185,,,,,0.17391304347826086,0.058823529411764705,0.13333333333333333,0.16666666666666666,0.25,,0.16129032258064516,0.6,0.75,0.6666666666666666,0.1935483870967742,0.16666666666666666,0.2,1.0,0.16129032258064516,0.2,0.25,,0.25806451612903225,0.125,0.125,1.0,0.22580645161290322,0.42857142857142855,0.6,1.0,0.3333333333333333,,0.6666666666666666,0.5,1.0,0.125,1.0,0.375,,0.375,0.6666666666666666,0.6451612903225806,0.42857142857142855,0.5071177419354839,0.46259999999999996,0.53045625,0.08823529411764706,0.1111111111111111,0.0625,0.10344827586206896,0.27586206896551724,9.4875,24.21333333333333,0.29411764705882354,,,,,2.0,,1.0,0.13333333333333333,0.2,0.2857142857142857,,,,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,,,,,,,False,,,
200755,1610612746,JJ Redick,JJ Redick,200755,LAC,2274.0,38.0,-19.0,75,77.0,37.0,44.0,11.0,152,1.0,1.0,,,,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,9.0,,1.0,2.0,4.0,3.0,4.0,4.0,10.0,3.0,21.0,93.0,,,,1.0,,,1.0,2.0,3.0,5.0,3.0,14.0,4.0,2.0,12.0,,,9.0,3.0,,1.0,1.0,2.0,1.0,,,,1.0,5.0,,1.0,,,1.0,,1.0,,1.0,,1.0,,,,1.0,,,,1.0,,1.0,3.0,,4.0,,,1.0,1.0,1.0,,,3.0,,1.0,,,1.0,14.0,37.0,,1.0,0.6666666666666666,0.6666666666666666,1.0,0.4,,0.6,0.4,0.75,,0.5,0.6428571428571429,,0.7857142857142857,0.6666666666666666,,0.8125,0.7142857142857143,,,,18.6046511627907,,,,,0.08333333333333333,0.030303030303030304,,,,,,,,0.1111111111111111,,,0.07142857142857142,1.0,1.0,1.0,0.07142857142857142,,,,0.14285714285714285,1.0,1.0,0.5,0.07142857142857142,1.0,1.0,1.0,0.6428571428571429,0.3333333333333333,0.3333333333333333,1.0,,,1.0,,,,,0.14285714285714285,1.0,0.5714285714285714,0.5,0.7857142857142857,0.3333333333333333,0.47785000000000005,0.4998,0.45449999999999996,,,,,0.6666666666666666,14.225,25.7,0.49333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,
201175,1610612746,Glen Davis,Glen Davis,201175,LAC,4520.0,75.0,-8.0,148,155.0,47.0,63.0,13.0,303,6.0,8.0,,,1.0,2.0,1.0,3.0,4.0,7.0,,,,,,,,,,,11.0,18.0,,,,22.0,155.0,,,,,,,4.0,6.0,,,,8.0,20.0,2.0,,,,,,2.0,,2.0,2.0,2.0,,,,,6.0,6.0,4.0,2.0,1.0,7.0,7.0,14.0,,,,,1.0,,1.0,2.0,,,,3.0,,1.0,4.0,,13.0,,3.0,2.0,4.0,1.0,,,,,,,,,8.0,47.0,3.0,,0.9090909090909091,0.9090909090909091,,,,,,0.6111111111111112,,0.6666666666666666,0.6111111111111112,,0.6666666666666666,0.6111111111111112,,0.6666666666666666,,0.1111111111111111,0.25,,13.043478260869565,0.3333333333333333,0.2,0.04,0.11538461538461539,0.11428571428571428,0.07058823529411765,0.08536585365853659,0.125,0.15384615384615385,0.08695652173913043,,0.14285714285714285,,0.11538461538461539,0.1111111111111111,,0.4444444444444444,0.75,1.0,0.8333333333333334,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.3888888888888889,0.5714285714285714,0.5714285714285714,1.0,,,,,,,,,,,,,,0.3333333333333333,0.5,,,,,0.4444444444444444,,0.46854999999999997,,0.4423333333333333,,,,,0.36363636363636365,8.06111111111111,,0.31756756756756754,,,,,,1.0,2.0,,,,0.03333333333333333,,,,,,,1.0,,,1.0,,,,,0.08333333333333333,,,,,,,,False,1.0,,
201954,1610612746,Darren Collison,Darren Collison,201954,LAC,9114.0,152.0,-50.0,302,304.0,106.0,148.0,32.0,606,11.0,22.0,,2.0,5.0,7.0,4.0,10.0,8.0,22.0,,3.0,,1.0,,1.0,,,,,23.0,54.0,,4.0,23.0,69.0,354.0,,2.0,,,4.0,4.0,7.0,13.0,,1.0,11.0,25.0,16.0,30.0,,,,1.0,,9.0,14.0,10.0,24.0,7.0,3.0,7.0,1.0,6.0,58.0,7.0,6.0,5.0,,11.0,7.0,18.0,4.0,1.0,,1.0,3.0,3.0,3.0,5.0,,,1.0,8.0,1.0,2.0,5.0,,12.0,1.0,,,18.0,,3.0,,26.0,1.0,1.0,10.0,,3.0,25.0,106.0,1.0,1.0,0.34782608695652173,0.34782608695652173,,,,,,0.42592592592592593,,0.5384615384615384,0.39655172413793105,,0.5,0.4928571428571429,0.5,0.6578947368421053,0.06896551724137931,0.16666666666666666,0.3181818181818182,0.1,23.283582089552237,0.375,,0.056179775280898875,0.06862745098039216,0.1,0.0738255033557047,0.045454545454545456,0.04,0.03225806451612903,0.10869565217391304,0.11764705882352941,0.03571428571428571,,0.0851063829787234,0.15384615384615385,0.16,0.3793103448275862,0.5,0.7333333333333333,0.36363636363636365,0.1724137931034483,0.4,0.4444444444444444,0.5,0.3793103448275862,0.36363636363636365,0.38095238095238093,0.25,0.05172413793103448,,,,0.017241379310344827,,,,1.0,,,,,0.5,0.7142857142857143,0.07142857142857142,,,,0.4482758620689655,,0.47672155172413794,0.43725,0.5287357142857143,0.14925373134328357,0.15873015873015872,,0.057971014492753624,0.36231884057971014,9.959259259259259,23.5,0.3509933774834437,,,,,1.0,,,0.25,0.045454545454545456,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,False,,1.0,
2037,1610612746,Jamal Crawford,Jamal Crawford,2037,LAC,7358.0,123.0,-19.0,244,242.0,85.0,94.0,26.0,486,6.0,10.0,2.0,3.0,2.0,3.0,2.0,13.0,8.0,18.0,1.0,2.0,1.0,1.0,9.0,25.0,,,4.0,11.0,16.0,41.0,10.0,27.0,17.0,79.0,272.0,2.0,6.0,1.0,1.0,,7.0,7.0,17.0,5.0,12.0,5.0,34.0,12.0,20.0,12.0,18.0,,22.0,8.0,2.0,10.0,1.0,11.0,,1.0,7.0,1.0,2.0,23.0,,2.0,3.0,,5.0,,5.0,,4.0,2.0,2.0,2.0,2.0,1.0,3.0,,1.0,,5.0,2.0,3.0,2.0,,6.0,,,,12.0,,,,19.0,3.0,1.0,9.0,1.0,,34.0,85.0,3.0,,0.375,0.375,0.4,0.37037037037037035,1.0,0.4166666666666667,0.36,0.3902439024390244,0.3333333333333333,0.4117647058823529,0.45588235294117646,0.5,0.5,0.5266666666666666,0.5,0.5483870967741935,0.39705882352941174,0.04878048780487805,,0.07692307692307693,29.629629629629626,0.4,,0.039473684210526314,,0.0392156862745098,0.03937007874015748,,,,,0.06666666666666667,0.04,,0.02564102564102564,0.08333333333333333,,0.14705882352941177,0.6,0.6,0.5,0.19117647058823528,0.15384615384615385,0.16666666666666666,,0.2647058823529412,0.4444444444444444,0.47058823529411764,0.375,0.029411764705882353,0.5,0.5,1.0,0.36764705882352944,0.36,0.391304347826087,0.3333333333333333,0.42857142857142855,0.6666666666666666,,,,0.10344827586206896,0.6666666666666666,0.034482758620689655,1.0,0.3793103448275862,0.36363636363636365,0.5441176470588235,0.36363636363636365,0.45292846153846156,0.43861666666666665,0.4225,0.13333333333333333,0.19148936170212766,0.03571428571428571,0.08860759493670886,0.43037974683544306,11.260975609756098,28.159259259259258,0.3483606557377049,,,1.0,1.0,2.0,,,0.07407407407407407,0.05555555555555555,0.08,,,0.5,0.14285714285714285,1.0,1.0,,,,,,,,,,,,,,,,,2.0,False,,,1.0
2440,1610612746,Matt Barnes,Matt Barnes,2440,LAC,3336.0,56.0,-37.0,110,112.0,40.0,59.0,11.0,222,2.0,3.0,,1.0,2.0,3.0,,,,,1.0,5.0,1.0,3.0,2.0,6.0,,2.0,,2.0,2.0,3.0,3.0,11.0,2.0,15.0,145.0,,1.0,,3.0,,,2.0,3.0,1.0,5.0,2.0,9.0,4.0,,9.0,,,6.0,2.0,,3.0,,3.0,,,2.0,1.0,,6.0,,2.0,1.0,,3.0,2.0,5.0,,2.0,1.0,1.0,2.0,,2.0,,,,,2.0,1.0,1.0,3.0,,4.0,,,,3.0,2.0,,,4.0,,,,,2.0,9.0,40.0,1.0,2.0,1.0,1.0,1.0,0.2727272727272727,,0.2,0.2727272727272727,0.6666666666666666,,0.6666666666666666,0.4642857142857143,,0.4375,0.46875,,0.45,0.7857142857142857,,,,14.87603305785124,1.0,,0.047619047619047616,,0.09523809523809523,0.07142857142857142,0.03773584905660377,,,,,,0.1111111111111111,0.11764705882352941,,,0.21428571428571427,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,0.35714285714285715,0.2,0.2,1.0,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,0.25,,0.5,,,0.375,0.6666666666666666,0.375,0.3333333333333333,0.25,,1.0,0.3333333333333333,0.5561392857142858,0.553275,0.54600625,,,,,0.6,2.1333333333333333,24.181818181818183,0.36363636363636365,,,,1.0,,2.0,,,,,0.10526315789473684,0.15384615384615385,,0.25,,,,,,,,,,,,,,,,,,,,False,,,
201933,1610612746,Blake Griffin,Blake Griffin,201933,LAC,4694.0,78.0,-42.0,158,160.0,74.0,85.0,15.0,318,7.0,12.0,2.0,3.0,,3.0,2.0,7.0,4.0,15.0,,,,,,1.0,,,,1.0,13.0,34.0,,1.0,7.0,33.0,194.0,2.0,4.0,,,,4.0,3.0,12.0,,1.0,6.0,12.0,10.0,16.0,,,,1.0,,1.0,6.0,1.0,7.0,,1.0,3.0,1.0,2.0,15.0,1.0,3.0,10.0,2.0,15.0,5.0,20.0,,5.0,2.0,3.0,2.0,,1.0,3.0,,1.0,,5.0,,2.0,6.0,2.0,12.0,1.0,1.0,1.0,9.0,1.0,,,8.0,,,3.0,,1.0,12.0,74.0,2.0,1.0,0.38461538461538464,0.38461538461538464,,,,,,0.38235294117647056,0.5,0.25,0.37142857142857144,0.5,0.23076923076923078,0.4230769230769231,0.5,0.375,0.02857142857142857,0.029411764705882353,0.08333333333333333,,25.28735632183908,0.4,0.2857142857142857,0.2631578947368421,0.018867924528301886,0.0967741935483871,0.18840579710144928,0.06493506493506493,,0.07142857142857142,,0.2,0.38461538461538464,0.2,0.08695652173913043,0.125,,0.34285714285714286,0.5833333333333334,0.6363636363636364,0.42857142857142855,0.2,0.2857142857142857,0.2857142857142857,,0.42857142857142855,0.26666666666666666,0.26666666666666666,0.5,,,,,0.02857142857142857,,,,0.75,0.6666666666666666,,,,0.23076923076923078,,,,0.07692307692307693,,0.37142857142857144,,0.40535,0.3935,0.4027653846153847,0.07894736842105263,0.08108108108108109,,0.12121212121212122,0.36363636363636365,10.497058823529413,26.3,0.46835443037974683,,,,,,4.0,2.0,,,,0.16666666666666666,0.23529411764705882,0.5,,,,,3.0,2.0,1.0,3.0,2.0,,,,,0.6666666666666666,,,,,,,False,,,
2045,1610612746,Hedo Turkoglu,Hedo Turkoglu,2045,LAC,1714.0,29.0,1.0,54,55.0,4.0,25.0,4.0,109,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,3.0,7.0,,,,,2.0,2.0,3.0,8.0,,13.0,60.0,,,,,,,,,,,,,,4.0,6.0,3.0,,7.0,3.0,,,1.0,1.0,1.0,,,,,3.0,,1.0,1.0,1.0,3.0,,3.0,,2.0,,2.0,,,,,,,,,,,1.0,,2.0,,1.0,,,,,,,,,,,,,4.0,,,,,0.6666666666666666,0.375,,,0.375,1.0,,,0.65,,,0.65,,,0.8,,,,17.24137931034483,,0.25,0.047619047619047616,,0.09090909090909091,0.0625,,,,,,0.125,,,1.0,,,,,,0.1,1.0,1.0,,0.1,1.0,1.0,,0.1,,,,0.7,0.42857142857142855,0.42857142857142855,0.6666666666666666,,,,,,,,,,,,0.8,0.42857142857142855,0.502555,,,,,,,,18.1,25.0375,0.07407407407407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,
200797,1610612746,Ryan Hollins,Ryan Hollins,200797,LAC,546.0,9.0,1.0,17,17.0,5.0,17.0,2.0,34,1.0,2.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,1.0,4.0,,,1.0,3.0,20.0,1.0,1.0,,,1.0,3.0,1.0,2.0,,,1.0,3.0,,2.0,,,2.0,,,,,,,,,,,,,,,2.0,,2.0,1.0,3.0,,,,,,,,1.0,,,,1.0,,,2.0,,3.0,,,1.0,1.0,,,,1.0,1.0,,1.0,,,3.0,5.0,,,,,,,,,,0.25,1.0,0.5,0.25,1.0,0.5,0.375,1.5,0.75,,,,,26.31578947368421,,,0.3333333333333333,,,0.16666666666666666,0.125,,,,0.25,,0.5,,,,0.5,0.5,0.5,,0.5,,,,,,,,,,,,,,,,1.0,1.0,,,,0.5,1.0,,,,,0.5,,0.5576,0.7547,0.5756,0.25,0.25,,1.0,1.0,3.825,,0.29411764705882354,,,,,,1.0,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,False,,,
201162,1610612746,Jared Dudley,Jared Dudley,201162,LAC,1967.0,33.0,-12.0,63,66.0,19.0,40.0,7.0,129,,,,,,,,,,3.0,1.0,1.0,,,1.0,2.0,,1.0,1.0,1.0,,3.0,2.0,3.0,,6.0,80.0,,,,1.0,,,,1.0,1.0,1.0,,3.0,,,6.0,,,2.0,1.0,,,2.0,2.0,1.0,1.0,,,,6.0,,,3.0,2.0,5.0,,5.0,,1.0,,1.0,,,,,,,,,,,,1.0,3.0,,,,,,,,,,,,,,3.0,19.0,1.0,,,,1.0,0.6666666666666666,,1.0,0.6666666666666666,,,,0.5,,0.75,0.5,,0.75,0.5,,,,8.571428571428571,,0.3333333333333333,0.14285714285714285,,,0.09375,,,,,0.14285714285714285,0.16666666666666666,0.125,,,,,,,,,,,,0.5,,,,0.16666666666666666,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,1.0,,,1.0,,,,,,,0.5,1.0,0.5,0.5,0.4909750000000001,0.55665,0.47592500000000004,,,,,0.5,20.566666666666666,24.26666666666667,0.30158730158730157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,
2584,1610612746,Willie Green,Willie Green,2584,LAC,1161.0,19.0,-3.0,40,41.0,17.0,41.0,4.0,81,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,3.0,,,,2.0,,1.0,1.0,4.0,2.0,5.0,46.0,,,,,,,,,1.0,3.0,,3.0,,,3.0,,,3.0,,,1.0,,1.0,,,1.0,,,2.0,,4.0,1.0,2.0,7.0,,7.0,,3.0,2.0,1.0,1.0,,1.0,,,,,1.0,,,3.0,,3.0,,,,1.0,,,,2.0,,,1.0,,,3.0,17.0,,,,,1.0,0.25,,0.3333333333333333,0.25,,,,0.3,,0.5,0.4166666666666667,,0.5,0.8,,,,15.909090909090908,1.0,0.3333333333333333,0.1111111111111111,,0.5,0.29411764705882354,,,,,0.25,,,0.5,,,,,,,,,,,0.2,,,,0.2,1.0,1.0,1.0,0.6,,,,,,,,,,,0.3333333333333333,1.0,0.6666666666666666,,0.8,,0.50503,,0.53065,0.16666666666666666,0.5,,,0.6,23.0,24.875,0.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,
201599,1610612746,DeAndre Jordan,DeAndre Jordan,201599,LAC,3474.0,58.0,-48.0,118,114.0,45.0,52.0,16.0,232,2.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,2.0,3.0,,,3.0,7.0,151.0,1.0,2.0,,,,2.0,,,,,1.0,1.0,2.0,2.0,,,2.0,,,,1.0,1.0,2.0,1.0,,,,1.0,5.0,5.0,9.0,9.0,1.0,19.0,6.0,25.0,,2.0,,2.0,3.0,,2.0,2.0,,1.0,,5.0,1.0,1.0,3.0,,8.0,1.0,1.0,1.0,6.0,,,,10.0,,,3.0,,2.0,1.0,45.0,1.0,1.0,0.5,1.0,,,,,,0.6666666666666666,0.5,,0.6666666666666666,0.5,,0.4375,0.5,0.16666666666666666,,,,,9.558823529411764,0.6,0.16666666666666666,0.2647058823529412,0.10638297872340426,0.45,0.3333333333333333,0.08955223880597014,0.1,0.11764705882352941,0.1,0.08333333333333333,0.35714285714285715,0.375,0.5333333333333333,0.2,,1.0,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,1.0,0.5,,,,,,,,,,1.0,,0.5979333333333333,0.524,,0.5,0.5,,0.2857142857142857,0.14285714285714285,1.4333333333333333,,0.3813559322033898,,,,,,1.0,,,,,0.05,,,,,,,3.0,2.0,1.0,4.0,1.0,1.0,,,0.16666666666666666,0.25,,,1.0,,1.0,,False,,,
203493,1610612746,Reggie Bullock,Reggie Bullock,203493,LAC,303.0,5.0,-12.0,11,10.0,1.0,10.0,2.0,21,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,2.0,16.0,,,,,,,,,,,,,2.0,,,,,,,,1.0,,1.0,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,1.0,,,1.0,,,1.0,,,,,,,7.692307692307692,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.3464,,,,,,,,17.5,,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,
