EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PtsUnassisted2s,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Fg2Pct,EfgPct,TsPct,Usage,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyOffPoss,SecondChanceOffPoss,LongMidRangeFGM,LongMidRangeFGA,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,Steals,BadPassSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,Offensive Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,LiveBallTurnoverPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,Arc3FGA,SecondChanceArc3FGA,FG3A,SecondChanceFG3A,NonHeaveArc3FGA,ThreePtAssists,Arc3Assists,OffTwoPtRebounds,OffRebounds,Rebounds,SelfOReb,FG3APct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,SelfORebPct,Arc3Frequency,SecondChanceArc3Frequency,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,Fg2aBlocked,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,BadPassTurnovers,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,SecondChancePointsPct,SecondChanceFtPoints,AtRimAssists,ShootingFouls,Arc3FGM,SecondChanceArc3FGM,FG3M,SecondChanceFG3M,PtsAssisted3s,NonHeaveArc3FGM,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,LongMidRangePctBlocked,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,LostBallSteals,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,DefCorner3ReboundPct,ThreePtShootingFoulsDrawnPct,PenaltyAtRimFGM,Travels,PenaltyAtRimAccuracy,Offensive Fouls Drawn,on,ShortMidRangeFGM,Corner3FGA,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,Corner3Assists,ShortMidRangeAssists,SecondChanceTurnovers,BlockingFouls,Technical Free Throw Trips,PenaltyFg3Pct,OffCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,Charge Fouls,Blocked3s,BlockedCorner3,BlockedShortMidRange,3SecondViolations,NonShootingPenaltyNonTakeFouls,Corner3FGM,PenaltyCorner3FGM,HeaveAttempts,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,FTOffRebounds,OffFTReboundPct,SecondChanceAtRimPctAssisted
201144,1610612763,Mike Conley,Mike Conley,201144,MEM,348.0,6,-4,9,11,1.0,20,1.0,1.0,1.0,1.0,2.0,2.0,4.0,12.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.5,0.5,0.6666666666666666,33.333333333333336,0.5,1.0,1.0,0.5,0.5,0.55045,0.3333333333333333,0.3333333333333333,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201188,1610612763,Marc Gasol,Marc Gasol,201188,MEM,847.0,14,-4,27,29,6.0,56,,,2.0,1.0,4.0,2.0,4.0,25.0,,,,,,1.0,3.0,2.0,,0.25,0.25,0.4,23.333333333333336,,,,0.5,,0.39135000000000003,,,12.649999999999999,7.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,7.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.5,0.5,1.0,0.405,0.40303333333333335,1.0,0.25925925925925924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201584,1610612763,Courtney Lee,Courtney Lee,201584,MEM,636.0,11,4,16,17,3.0,33,,,,,2.0,,,15.0,,,1.0,,3.0,,,,,,,,15.384615384615383,,,,,0.5,0.4748,,,17.4,2.0,6.0,,2.0,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,0.5,,,,0.56205,0.3857,,0.125,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.07692307692307693,0.06666666666666667,0.16666666666666666,0.25,0.5,1.0,24.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202334,1610612763,Ed Davis,Ed Davis,202334,MEM,1492.0,25,2,43,47,9.0,90,3.0,8.0,2.0,3.0,10.0,,6.0,43.0,4.0,,,,,2.0,1.0,1.0,1.0,0.3,0.3,0.3,20.689655172413794,0.8,0.375,0.42857142857142855,0.2,0.8,0.5292300000000001,0.1,0.1,2.86,9.0,8.0,,,6.0,,1.0,,,2.0,1.0,1.0,1.0,1.0,,2.0,,,,,9.0,,0.3333333333333333,1.0,,,,0.5,,,,,0.5358833333333333,0.3392,,0.20930232558139536,,,,,,,,7.0,8.0,15.0,2.0,,0.25925925925925924,0.27586206896551724,0.25,0.4,,,,2.0,5.0,1.0,2.0,4.0,4.0,2.0,1.0,1.0,5.0,1.0,7.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,0.125,0.5,1.0,0.3125,0.1111111111111111,0.5,0.24,0.25,0.2857142857142857,0.5,0.2857142857142857,0.5,0.2,0.125,0.6666666666666666,0.3333333333333333,0.8333333333333334,0.4,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2216,1610612763,Zach Randolph,Zach Randolph,2216,MEM,215.0,4,-1,6,7,1.0,13,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754,1610612763,Tony Allen,Tony Allen,2754,MEM,865.0,14,-3,25,28,5.0,53,1.0,2.0,,3.0,4.0,1.0,7.0,27.0,2.0,1.0,2.0,,5.0,3.0,1.0,2.0,1.0,0.75,0.75,0.7,20.0,0.5,0.5,1.0,,0.5,0.5168,0.2,0.2,9.375,7.0,3.0,2.0,2.0,,,1.0,1.0,1.0,4.0,1.0,1.0,1.0,,,1.0,,,,1.0,7.0,,0.6666666666666666,0.6666666666666666,,,0.25,1.0,0.5,1.0,1.0,1.0,,0.5765,0.14285714285714285,0.28,,,,,,1.0,1.0,2.0,2.0,4.0,,,0.2,0.18181818181818182,0.16666666666666666,,,,,,,1.0,,1.0,,1.0,,,2.0,,2.0,1.0,,,,,,,,,,0.5,0.25,0.5,,,0.2,,,0.15384615384615385,0.5,,,,,0.4,,,,,,1.0,0.14285714285714285,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201949,1610612763,James Johnson,James Johnson,201949,MEM,177.0,3,-3,6,6,,12,,,1.0,,1.0,,,7.0,,,,,,,,,,,,,16.666666666666668,,,,1.0,,0.4184,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,1.0,,1.0,,,0.5,,0.3333333333333333,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,1610612763,Mike Miller,Mike Miller,2034,MEM,1207.0,20,-6,36,37,3.0,73,,,1.0,,6.0,,9.0,39.0,,1.0,1.0,1.0,2.0,1.0,,,,,0.5,0.5,20.0,,,,0.1111111111111111,0.3333333333333333,0.4428055555555556,,,15.783333333333333,5.0,5.0,,5.0,1.0,,,,,,,,,,,,,,,,5.0,,,,,,,,0.5555555555555556,,,,0.47585,,,0.1388888888888889,3.0,1.0,3.0,1.0,3.0,,,,,1.0,,0.3333333333333333,,,,,0.3333333333333333,0.5,25.7,,,,,3.0,,1.0,,,1.0,,1.0,,,,,,,,,,0.75,0.75,0.16666666666666666,,,,0.1,,,0.05263157894736842,,,,0.2,,,,,,,,,0.3333333333333333,,,,3.0,1.0,3.0,1.0,9.0,3.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2757,1610612763,Beno Udrih,Beno Udrih,2757,MEM,1144.0,19,6,34,36,8.0,70,2.0,2.0,,3.0,6.0,5.0,11.0,31.0,6.0,2.0,2.0,1.0,4.0,1.0,3.0,5.0,,0.5,0.5,0.6875,20.408163265306122,0.3333333333333333,1.0,1.0,,0.3333333333333333,0.4874833333333333,0.14285714285714285,,12.316666666666668,9.0,8.0,1.0,4.0,,,,5.0,5.0,,1.0,,1.0,1.0,,2.0,,1.0,1.0,5.0,9.0,1.0,,,,,1.25,0.5,0.6666666666666666,0.25,0.25,,,,0.45454545454545453,0.2647058823529412,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,2.0,2.0,,4.0,1.0,,,,,,,,,,,,,,,0.16666666666666666,0.3333333333333333,,0.2222222222222222,,,,0.2,0.25,,0.2,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201585,1610612763,Kosta Koufos,Kosta Koufos,201585,MEM,369.0,6,9,9,11,3.0,20,2.0,3.0,,2.0,3.0,,4.0,10.0,2.0,,1.0,,3.0,1.0,,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,26.666666666666668,1.0,0.6666666666666666,0.6666666666666666,,1.0,0.5712666666666667,,,2.033333333333333,2.0,3.0,,,2.0,1.0,2.0,,2.0,2.0,,,,1.0,,1.0,,,,2.0,2.0,,0.5,1.0,0.5,0.5,0.5,,,,,,0.6802,0.6802,0.5,0.2222222222222222,,,,,,1.0,1.0,4.0,4.0,4.0,1.0,,0.6666666666666666,0.6666666666666666,0.5,1.0,,,,1.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,0.5,0.5,0.5,,,,,,,,,0.75,,,,,,,,0.5,1.0,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.5,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
