EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,PenaltyAtRimFGM,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PtsPutbacks,LongMidRangeAssists,SelfOReb,LiveBallTurnovers,BadPassTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,Charge Fouls Drawn,BlockingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,OffAtRimReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,SecondChancePointsPct,Arc3FGM,NonHeaveArc3FGM,LostBallSteals,LostBallTurnovers,2pt And 1 Free Throw Trips,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,Corner3Assists,ShortMidRangeAssists,FTDefRebounds,Loose Ball Fouls Drawn,Technical Free Throw Trips,PenaltyFg3Pct,DefFTReboundPct,OffLongMidRangeReboundPct,PenaltyArc3Accuracy,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,BlockingFouls,Offensive Fouls,NonShootingPenaltyNonTakeFouls,PenaltyCorner3FGM,PenaltyCorner3FGA,Blocked3s,BlockedArc3,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,HeaveAttempts,ShortMidRangePctBlocked,Charge Fouls,on,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,3SecondViolations,LongMidRangePctBlocked,SecondChanceArc3FGM,SecondChanceFG3M,BlockedCorner3,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTOffRebounds,OffFTReboundPct
101110,1610612764,Martell Webster,Martell Webster,101110,WAS,5417.0,90,24,166,158,44.0,40.0,21,324,2.0,6.0,2.0,2.0,4.0,4.0,1.0,4.0,1.0,6.0,1.0,1.0,6.0,10.0,1.0,10.0,2.0,17.0,154,2.0,2.0,2.0,4.0,1.0,4.0,6.0,6.0,3.0,6.0,1.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,1.0,1.0,7.0,8.0,2.0,10.0,1.0,1.0,1.0,2.0,2.0,1.0,6.0,7.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,44.0,0.5,0.5,1.0,0.1,0.1,0.6,0.5,0.375,0.4,0.38636363636363635,0.4,0.5,0.1,0.16666666666666666,12.565445026178011,0.11475409836065574,0.01639344262295082,0.058823529411764705,0.05,0.10256410256410256,0.024691358024691357,0.047619047619047616,0.1111111111111111,0.08333333333333333,0.08,0.16666666666666666,0.1,1.0,0.3,0.3333333333333333,0.4,0.5,0.2,1.0,1.0,0.5,0.2,0.25,0.25,1.0,0.3,0.5,0.25,0.25,0.4,0.2,0.8,0.54868,0.556875,0.47373000000000004,0.09090909090909091,0.16666666666666666,0.23529411764705882,8.520000000000001,25.25,0.26506024096385544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
101162,1610612764,Marcin Gortat,Marcin Gortat,101162,WAS,4851.0,81,47,149,142,65.0,48.0,25,291,7.0,14.0,5.0,4.0,2.0,4.0,,,,,,,13.0,28.0,,,9.0,35.0,126,5.0,,5.0,11.0,,16.0,16.0,10.0,,,1.0,4.0,,4.0,,2.0,8.0,2.0,5.0,3.0,14.0,17.0,7.0,24.0,1.0,1.0,,2.0,3.0,2.0,4.0,10.0,,12.0,4.0,2.0,,2.0,2.0,2.0,16.0,65.0,0.6153846153846154,0.7272727272727273,,,,0.4642857142857143,0.45454545454545453,0.4642857142857143,0.45454545454545453,0.5147058823529411,0.5333333333333333,,0.03571428571428571,0.07142857142857142,20.32967032967033,0.24561403508771928,0.0847457627118644,0.23076923076923078,0.09523809523809523,0.24285714285714285,0.0875,,,0.2,0.19047619047619047,0.3076923076923077,0.2222222222222222,1.0,0.5,0.5,0.5384615384615384,0.7142857142857143,0.14285714285714285,0.5,0.5,0.5,,,,,,1.0,,,0.36363636363636365,,0.5,0.4883857142857143,0.6264,0.4569999999999999,0.125,0.125,0.45714285714285713,6.357142857142857,,0.436241610738255,3.0,3.0,4.0,10.0,3.0,2.0,8.0,6.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.6,0.6,0.6666666666666666,0.3333333333333333,0.22727272727272727,0.14285714285714285,0.25,0.07142857142857142,0.35714285714285715,0.4,0.4,0.5,0.6,0.3333333333333333,0.75,0.22857142857142856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1889,1610612764,Andre Miller,Andre Miller,1889,WAS,2925.0,49,19,84,80,11.0,5.0,10,164,5.0,8.0,,1.0,,3.0,,1.0,,1.0,,,7.0,16.0,1.0,2.0,3.0,20.0,71,,,,1.0,,2.0,4.0,10.0,3.0,1.0,2.0,4.0,2.0,6.0,2.0,3.0,14.0,,1.0,1.0,4.0,5.0,1.0,6.0,2.0,1.0,,1.0,4.0,1.0,5.0,5.0,,3.0,2.0,,,,,,2.0,11.0,0.2857142857142857,0.2857142857142857,1.0,0.5,0.5,0.4375,,0.4722222222222222,,0.5263157894736842,0.5,0.1111111111111111,0.125,0.25,24.210526315789476,0.12903225806451613,0.034482758620689655,0.08333333333333333,,0.11627906976744186,0.02564102564102564,,,,,0.2857142857142857,,,0.4444444444444444,0.625,0.8333333333333334,0.4,0.16666666666666666,,,,0.05555555555555555,,,,0.05555555555555555,,,,1.0,,0.5555555555555556,0.4777527777777778,,0.5381,0.10526315789473684,0.11764705882352941,0.1,5.55625,26.3,0.13095238095238096,,,2.0,5.0,,2.0,2.0,2.0,,1.0,,3.0,2.0,1.0,1.0,1.0,,,,,,,,1.0,0.75,0.1,,0.2,,0.2777777777777778,0.4,0.4,,,,,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
203078,1610612764,Bradley Beal,Bradley Beal,203078,WAS,6636.0,111,50,191,192,51.0,40.0,32,383,5.0,10.0,2.0,4.0,10.0,17.0,2.0,4.0,,13.0,1.0,4.0,17.0,32.0,10.0,17.0,8.0,72.0,172,3.0,1.0,3.0,8.0,4.0,14.0,10.0,24.0,21.0,13.0,1.0,11.0,2.0,13.0,1.0,4.0,28.0,,3.0,4.0,7.0,12.0,3.0,15.0,8.0,5.0,1.0,1.0,4.0,1.0,4.0,7.0,1.0,10.0,2.0,,,,,,14.0,51.0,0.29411764705882354,0.3125,0.7,0.5882352941176471,0.5882352941176471,0.53125,0.375,0.6530612244897959,0.5,0.6634615384615384,0.5384615384615384,0.3469387755102041,0.03125,0.1,24.347826086956523,0.09210526315789473,0.04054054054054054,0.17391304347826086,,0.1111111111111111,0.03,0.047619047619047616,,0.07142857142857142,0.07142857142857142,0.11764705882352941,0.125,,0.20408163265306123,0.5,0.5555555555555556,0.6,0.3469387755102041,0.5882352941176471,0.5882352941176471,0.2,0.08163265306122448,0.5,0.5,1.0,0.2653061224489796,0.5,,0.25,0.3333333333333333,0.3333333333333333,0.5510204081632653,0.48545714285714275,0.48724999999999996,0.4710166666666667,0.0392156862745098,0.058823529411764705,0.19444444444444445,12.36875,25.423529411764704,0.2670157068062827,2.0,1.0,2.0,5.0,3.0,1.0,7.0,2.0,2.0,6.0,,3.0,1.0,,2.0,1.0,,,,1.0,1.0,1.0,0.75,0.7,0.75,0.038461538461538464,,0.2857142857142857,,0.10204081632653061,0.4,0.4,,1.0,0.5,0.25,0.09722222222222222,8.0,8.0,3.0,2.0,,0.6153846153846154,0.6153846153846154,0.625,0.6153846153846154,2.0,2.0,9.0,1.0,1.0,1.0,1.0,4.0,0.5,0.1111111111111111,0.037037037037037035,0.5,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2400,1610612764,Drew Gooden,Drew Gooden,2400,WAS,8746.0,146,44,262,256,85.0,74.0,41,518,8.0,15.0,11.0,2.0,6.0,12.0,,1.0,,3.0,2.0,1.0,14.0,34.0,,4.0,6.0,34.0,244,14.0,2.0,4.0,8.0,1.0,10.0,16.0,12.0,,3.0,,4.0,,4.0,,2.0,8.0,5.0,15.0,4.0,15.0,22.0,20.0,42.0,3.0,1.0,,3.0,4.0,19.0,30.0,12.0,4.0,8.0,3.0,4.0,2.0,2.0,4.0,3.0,10.0,85.0,0.5714285714285714,0.8,,,,0.4117647058823529,0.5,0.3684210526315789,0.4444444444444444,0.40476190476190477,0.5,0.10526315789473684,,,14.696485623003195,0.15151515151515152,0.15,0.14285714285714285,0.14285714285714285,0.14960629921259844,0.14814814814814814,0.13793103448275862,0.08333333333333333,0.1,0.24324324324324326,0.09523809523809523,0.15789473684210525,0.75,0.39473684210526316,0.5333333333333333,0.5333333333333333,0.25,0.3157894736842105,0.5,0.5,1.0,0.02631578947368421,,,,0.07894736842105263,0.6875,,0.125,0.2222222222222222,0.1111111111111111,0.5,0.48564605263157895,0.600123076923077,0.4430222222222222,0.07317073170731707,0.08108108108108109,0.29411764705882354,9.644117647058822,24.95,0.3244274809160305,5.0,1.0,,7.0,6.0,4.0,16.0,2.0,8.0,2.0,2.0,1.0,1.0,,,2.0,1.0,,,1.0,1.0,0.42857142857142855,0.375,0.4444444444444444,0.25,0.24324324324324326,0.17391304347826086,0.1111111111111111,0.08695652173913043,0.18421052631578946,,,,0.45454545454545453,,0.5,0.47058823529411764,,,2.0,,,,,,,,,,,,3.0,3.0,,,0.25,0.058823529411764705,,1.0,1.0,3.0,1.0,3.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2772,1610612764,Trevor Ariza,Trevor Ariza,2772,WAS,5461.0,91,17,168,162,76.0,68.0,29,330,5.0,8.0,4.0,5.0,1.0,3.0,3.0,6.0,1.0,7.0,,2.0,6.0,12.0,4.0,13.0,5.0,29.0,162,5.0,1.0,3.0,6.0,6.0,15.0,8.0,4.0,12.0,7.0,,2.0,1.0,3.0,1.0,1.0,7.0,1.0,5.0,3.0,6.0,15.0,6.0,21.0,3.0,1.0,2.0,2.0,3.0,3.0,6.0,4.0,,8.0,3.0,,,,1.0,1.0,15.0,76.0,0.6666666666666666,0.8,1.0,0.3076923076923077,0.3076923076923077,0.5,0.5,0.48,0.5,0.5,0.5357142857142857,0.52,,,15.533980582524272,0.09836065573770492,0.07692307692307693,0.1875,0.041666666666666664,0.11688311688311688,0.06741573033707865,,,,0.19047619047619047,0.07692307692307693,0.08333333333333333,1.0,0.32,0.625,0.625,0.6,0.12,0.3333333333333333,0.3333333333333333,1.0,0.24,0.5,0.5,1.0,0.28,0.6666666666666666,0.16666666666666666,,0.4166666666666667,0.16666666666666666,0.84,0.520052,0.5991,0.5021583333333334,0.10714285714285714,0.2,0.5172413793103449,5.491666666666667,25.084615384615386,0.4523809523809524,2.0,2.0,,1.0,3.0,2.0,8.0,3.0,2.0,,2.0,1.0,,,,,,,1.0,1.0,1.0,0.6,0.5,0.5714285714285714,0.3333333333333333,0.07407407407407407,0.058823529411764705,0.5,0.14285714285714285,0.04,,,,0.5,,0.4,0.27586206896551724,1.0,1.0,2.0,1.0,,0.14285714285714285,0.14285714285714285,1.0,0.14285714285714285,,2.0,,,1.0,6.0,,,0.3333333333333333,0.5454545454545454,0.13636363636363635,,,,,,,2.0,4.0,1.0,1.0,0.3333333333333333,0.5,,,,True,,,,,,,,,,,,,,,,,,
202322,1610612764,John Wall,John Wall,202322,WAS,5821.0,97,25,178,176,74.0,69.0,31,354,7.0,14.0,,9.0,6.0,20.0,,1.0,,9.0,1.0,7.0,17.0,42.0,4.0,10.0,16.0,62.0,173,2.0,1.0,10.0,22.0,7.0,39.0,6.0,28.0,9.0,8.0,3.0,10.0,9.0,19.0,4.0,6.0,47.0,1.0,1.0,3.0,4.0,7.0,2.0,9.0,6.0,6.0,1.0,2.0,9.0,2.0,4.0,15.0,,24.0,10.0,,,,1.0,1.0,39.0,74.0,0.17647058823529413,0.17647058823529413,0.75,0.4,0.4444444444444444,0.40476190476190477,0.45454545454545453,0.4423076923076923,0.5,0.5,0.5416666666666666,0.19230769230769232,0.07142857142857142,0.14285714285714285,32.56880733944954,0.058823529411764705,0.014084507042253521,0.1875,0.04,0.08333333333333333,0.020833333333333332,0.058823529411764705,,0.06666666666666667,0.04,0.07142857142857142,0.25,1.0,0.2692307692307692,0.5,0.5833333333333334,0.2857142857142857,0.38461538461538464,0.3,0.3,0.16666666666666666,0.019230769230769232,,,,0.17307692307692307,,,0.3333333333333333,0.3103448275862069,0.2413793103448276,0.46153846153846156,0.4657705882352941,0.3831166666666667,0.4670827586206896,0.1724137931034483,0.20833333333333334,0.6290322580645161,11.05952380952381,32.5,0.4157303370786517,,4.0,4.0,8.0,1.0,2.0,4.0,10.0,,3.0,,7.0,4.0,,,3.0,,,,4.0,4.0,0.5,0.3333333333333333,0.5,0.7777777777777778,,0.058823529411764705,,,0.15384615384615385,0.5,0.5714285714285714,,,,0.4444444444444444,0.06451612903225806,4.0,4.0,,3.0,4.0,0.4444444444444444,0.4444444444444444,0.75,0.5,3.0,3.0,3.0,5.0,1.0,,,,0.42857142857142855,,,0.42857142857142855,,,,,,,,1.0,1.0,,,1.0,0.125,,True,,,,,,,,,,,,,,,,,,
1733,1610612764,Al Harrington,Al Harrington,1733,WAS,1855.0,31,-6,56,56,13.0,12.0,4,112,3.0,3.0,,,,,,1.0,,2.0,,1.0,4.0,4.0,,3.0,3.0,11.0,62,,,,,1.0,,4.0,4.0,,2.0,,,,,,,,,,2.0,6.0,9.0,,9.0,2.0,1.0,,1.0,3.0,4.0,6.0,3.0,,4.0,2.0,,,,,,,13.0,0.5,0.5,,,,1.0,,0.5714285714285714,,0.6111111111111112,,0.42857142857142855,,,20.0,0.3333333333333333,,0.25,,0.3076923076923077,,,,0.6666666666666666,0.2222222222222222,,0.4,,0.42857142857142855,1.0,1.0,0.3333333333333333,,,,,0.14285714285714285,,,,0.2857142857142857,,,,,1.0,0.8571428571428571,0.5986428571428571,,0.36525,0.2222222222222222,0.3333333333333333,,3.15,26.2,0.23214285714285715,,,1.0,1.0,,,,,,,,2.0,,,,,,,,,,,,,0.6666666666666666,,,,,0.14285714285714285,1.0,1.0,1.0,,,,,,,1.0,2.0,,,,,,,,,,,1.0,,,,0.5,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,
202344,1610612764,Trevor Booker,Trevor Booker,202344,WAS,759.0,13,-9,20,21,,2.0,3,41,,,,,,,,,,,,,,3.0,,,,,26,1.0,,,,,,,,,,1.0,1.0,,1.0,,,2.0,,2.0,1.0,2.0,3.0,2.0,5.0,,,,,,1.0,2.0,,,,,2.0,2.0,,2.0,,,,,,,,,,,,,,,,0.3333333333333333,,13.043478260869565,0.2857142857142857,0.18181818181818182,0.3333333333333333,,0.3,0.14285714285714285,0.4,,,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,0.4085666666666667,0.4785,,,,,4.3,,,,,,3.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,0.3333333333333333,,True,,,,,,,,,,,,,,,,,,
2403,1610612764,Nene,Nene,2403,WAS,1197.0,20,11,35,35,5.0,12.0,8,70,2.0,4.0,,1.0,2.0,3.0,,,,,,,4.0,9.0,,,,8.0,28,,,,1.0,,,8.0,,,,,1.0,1.0,2.0,1.0,1.0,5.0,,,,2.0,2.0,,2.0,,,1.0,1.0,1.0,,1.0,2.0,,2.0,1.0,2.0,1.0,1.0,2.0,1.0,,5.0,1.0,1.0,,,,0.4444444444444444,,0.4444444444444444,,0.4,,,,,24.444444444444443,0.13333333333333333,,,,0.10526315789473684,,,,,,0.2222222222222222,,0.5,0.4444444444444444,0.5,0.5,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,1.0,,0.4444444444444444,0.45668888888888887,,0.6137,0.1,0.1,,8.677777777777779,,0.14285714285714285,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
