EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,2pt And 1 Free Throw Trips,DefThreePtReboundPct,DefArc3ReboundPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,PtsPutbacks,LostBallSteals,LostBallTurnovers,PenaltyTurnovers,Charge Fouls,Offensive Fouls,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,Fg2aBlocked,ThreePtAssists,Arc3Assists,AtRimAssists,Travels,FG2APctBlocked,AtRimPctBlocked,DefCorner3ReboundPct,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,ShortMidRangeAssists,Offensive Fouls Drawn,Technical Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffLongMidRangeReboundPct,BlocksRecoveredPct,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SelfOReb,LostBallOutOfBoundsTurnovers,BlockingFouls,SelfORebPct,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,on,Corner3FGM,SecondChanceCorner3FGA,Charge Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,BlockedShortMidRange,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawnPct,Corner3Assists,SecondChanceTurnovers,Loose Ball Fouls,BlockingFoulsDrawn,DefensiveGoaltends,3SecondViolations,SecondChanceAtRimPctAssisted,HeaveAttempts,PenaltyCorner3FGA,PenaltyCorner3Frequency,SecondChanceArc3FGM,SecondChanceFG3M,Blocked3s,BlockedCorner3,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,PenaltyCorner3FGM,BlockedArc3,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,StepOutOfBoundsTurnovers,FTOffRebounds,OffFTReboundPct
101110,1610612764,Martell Webster,Martell Webster,101110,WAS,2568.0,43,-5,82,82,32,27,8.0,164,2.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,4.0,10.0,82,2.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,4.0,3.0,1.0,4.0,1.0,5.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,5.0,2.0,6.0,2.0,1.0,4.0,32,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.3333333333333333,0.5555555555555556,1.0,0.5,0.5,13.333333333333332,0.3333333333333333,0.25,0.16,0.037037037037037035,0.10810810810810811,0.02702702702702703,0.14285714285714285,0.1111111111111111,0.25,0.3333333333333333,1.0,1.0,0.5,0.16666666666666666,1.0,1.0,0.5,0.6666666666666666,0.8333333333333334,0.540925,0.4000333333333333,0.25,0.4,0.2,0.4,7.133333333333334,26.666666666666668,0.3902439024390244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101162,1610612764,Marcin Gortat,Marcin Gortat,101162,WAS,284.0,5,3,8,10,3,4,,18,1.0,1.0,,,,,1.0,1.0,,2.0,4.0,10,,,,,,,,2.0,,,,1.0,,2.0,,2.0,,,,,,,,,,2.0,,3.0,2.0,,,3,,1.0,1.0,1.0,,1.0,,1.0,,,,25.0,,,0.5,,0.5,,,1.0,,1.0,1.0,1.0,1.0,,,,,,1.0,0.7592,,1.0,1.0,,,0.9,,0.375,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,1610612764,Al Harrington,Al Harrington,1733,WAS,3562.0,59,-17,116,116,50,54,10.0,232,5.0,6.0,,1.0,5.0,4.0,6.0,8.0,7.0,5.0,17.0,118,,2.0,1.0,3.0,4.0,1.0,3.0,4.0,8.0,5.0,1.0,9.0,3.0,15.0,1.0,16.0,3.0,1.0,2.0,,,2.0,4.0,7.0,14.0,6.0,2.0,7.0,3.0,1.0,3.0,50,,0.3333333333333333,0.4,0.75,0.3333333333333333,0.4,0.14285714285714285,0.4473684210526316,0.3333333333333333,0.1875,0.4666666666666667,17.46031746031746,0.5,0.375,0.2647058823529412,0.029411764705882353,0.25,0.019230769230769232,,0.36363636363636365,0.2857142857142857,0.4,0.8333333333333334,0.8333333333333334,0.2,0.06666666666666667,,,0.3333333333333333,0.5714285714285714,0.8666666666666667,0.5715866666666667,0.5188428571428572,0.16666666666666666,0.2727272727272727,0.11764705882352941,0.17647058823529413,3.9375,26.5,0.43103448275862066,,,,,3.0,,0.21428571428571427,0.3,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,0.3333333333333333,0.0625,0.1111111111111111,0.06666666666666667,1.0,1.0,1.0,0.13333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.2857142857142857,0.5,0.5314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,1610612764,Andre Miller,Andre Miller,1889,WAS,2034.0,34,11,62,62,21,12,6.0,124,3.0,7.0,,,,,5.0,11.0,,3.0,13.0,55,2.0,2.0,1.0,3.0,,2.0,4.0,2.0,8.0,,1.0,3.0,,4.0,1.0,5.0,2.0,1.0,2.0,,2.0,1.0,3.0,3.0,5.0,6.0,,3.0,2.0,,4.0,21,,0.2,0.2,0.45454545454545453,0.3333333333333333,0.45454545454545453,0.3333333333333333,0.5416666666666666,1.0,0.5,,22.058823529411764,0.6666666666666666,,0.15,0.05,0.13333333333333333,0.038461538461538464,,,0.1111111111111111,0.6363636363636364,0.42857142857142855,0.6,0.3333333333333333,,,,,,0.6363636363636364,0.4916727272727272,0.5507,0.16666666666666666,0.16666666666666666,0.15384615384615385,0.3076923076923077,2.881818181818182,,0.3387096774193548,4.0,5.0,1.0,11.0,1.0,1.0,0.1,,,,1.0,3.0,2.0,4.0,,,,,,,1.0,,1.0,,,,,,0.1111111111111111,0.5,0.36363636363636365,0.5,0.5,,,,,,1.0,0.3333333333333333,,2.0,1.0,1.0,3.0,1.0,0.18181818181818182,0.2857142857142857,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203078,1610612764,Bradley Beal,Bradley Beal,203078,WAS,2764.0,46,-5,89,90,35,37,6.0,179,3.0,8.0,2.0,3.0,8.0,2.0,6.0,15.0,8.0,5.0,26.0,86,,,1.0,8.0,2.0,1.0,6.0,4.0,8.0,8.0,1.0,3.0,,4.0,1.0,5.0,2.0,2.0,2.0,,1.0,1.0,3.0,1.0,3.0,6.0,,7.0,3.0,,6.0,35,,0.3333333333333333,0.3333333333333333,0.4,0.125,0.45652173913043476,0.25,0.4807692307692308,,0.2727272727272727,0.34782608695652173,30.526315789473685,0.6666666666666666,,0.10344827586206896,0.041666666666666664,0.10256410256410256,0.02702702702702703,,0.125,,0.34782608695652173,0.375,0.42857142857142855,0.3333333333333333,0.13043478260869565,0.6666666666666666,1.0,0.34782608695652173,0.2,0.6956521739130435,0.5013652173913045,0.502455,0.11538461538461539,0.16666666666666666,,0.23076923076923078,7.206666666666666,25.7875,0.39325842696629215,6.0,7.0,3.0,15.0,1.0,,0.1,,,,,4.0,1.0,4.0,,,,,,,,1.0,2.0,,,,,,,0.25,0.17391304347826086,0.25,0.3333333333333333,,,,,,0.4,,,3.0,1.0,1.0,2.0,,0.2,0.125,0.5,3.0,1.0,3.0,1.0,6.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.375,0.5,0.375,0.25,0.3333333333333333,0.25,1.0,0.5,0.375,0.375,0.6666666666666666,0.5,0.375,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202322,1610612764,John Wall,John Wall,202322,WAS,1328.0,22,-25,46,46,21,34,2.0,92,,1.0,,2.0,1.0,1.0,,4.0,1.0,5.0,8.0,53,,,,2.0,1.0,3.0,6.0,,,1.0,,,,,,,,,4.0,1.0,1.0,1.0,5.0,,,3.0,,6.0,2.0,1.0,6.0,21,1.0,,,,,0.3,0.5,0.5,,0.6,0.2,27.083333333333336,0.8,,,,,,,,,0.2,,,,0.4,,,0.2,0.3333333333333333,0.4,0.46004999999999996,0.51845,0.2857142857142857,0.3333333333333333,,0.75,12.1,26.0,0.45652173913043476,2.0,2.0,,4.0,,,,,,,,1.0,,1.0,,,,,,,,3.0,1.0,,,,,,,,0.2,,,,,,,,0.3333333333333333,,,1.0,,,2.0,,0.25,1.0,,1.0,1.0,1.0,1.0,3.0,,1.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772,1610612764,Trevor Ariza,Trevor Ariza,2772,WAS,1588.0,26,-22,54,52,26,36,4.0,106,,,,,2.0,1.0,,,2.0,2.0,2.0,58,,,,,1.0,2.0,2.0,,,2.0,,3.0,3.0,8.0,,8.0,,,2.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,,2.0,,1.0,2.0,26,1.0,,,,,,,0.3333333333333333,,0.5,1.0,10.344827586206897,0.6666666666666666,0.6,0.23076923076923078,,0.2631578947368421,,,0.2,,,,,,,,,1.0,1.0,1.0,0.40995,0.38145,,,,1.0,,25.9,0.48148148148148145,,,,,2.0,,0.3333333333333333,,,,,,,,,,,,,,,,1.0,,,2.0,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202344,1610612764,Trevor Booker,Trevor Booker,202344,WAS,174.0,3,-4,6,6,4,5,,12,,,,,,,,,,,,7,,,,,,,,,,,,1.0,,2.0,,2.0,,,,,,,,1.0,2.0,,,,,,,4,,,,,,,,,,,,,,,0.5,,0.6666666666666666,,,1.0,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203490,1610612764,Otto Porter Jr.,Otto Porter Jr.,203490,WAS,212.0,4,-2,8,8,8,8,2.0,16,,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,2.0,10,,,1.0,2.0,1.0,,2.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,2.0,8,,,,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,30.0,,,,,,,,,,,,,,0.6666666666666666,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4080333333333333,0.4080333333333333,,,,1.0,19.5,26.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,1610612764,Drew Gooden,Drew Gooden,2400,WAS,1855.0,31,-6,56,56,13,12,4.0,112,3.0,5.0,3.0,4.0,,,6.0,10.0,,,12.0,62,,4.0,2.0,2.0,,,4.0,10.0,2.0,,2.0,2.0,,3.0,2.0,5.0,,,,,,1.0,1.0,6.0,6.0,2.0,,,,,4.0,13,,0.8333333333333334,0.8333333333333334,0.6,1.0,0.6,1.0,0.6,0.6666666666666666,1.0,,18.333333333333336,,,0.1111111111111111,0.11764705882352941,0.11538461538461539,0.09090909090909091,0.3333333333333333,,0.2222222222222222,0.5,0.6,0.6,0.6666666666666666,0.4,0.75,0.75,,,0.5,0.48257000000000005,0.45155,,,0.3333333333333333,0.3333333333333333,9.190000000000001,,0.23214285714285715,1.0,1.0,,2.0,1.0,,0.125,0.2,1.0,2.0,1.0,1.0,,1.0,,,2.0,3.0,,,,,1.0,,,,0.6666666666666666,0.6666666666666666,,,0.1,,,,,0.6666666666666666,0.5,,0.5,1.0,0.5873666666666666,,,,1.0,,,,,,,,,,,,,2.0,,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,,,,1.0,1.0,1.0,0.25,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
