EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,FoulsDrawn,Charge Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTOffRebounds,FTDefRebounds,LostBallOutOfBoundsTurnovers,Travels,BlockingFouls,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefensiveGoaltends,DefFTReboundPct,OffFTReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceFG3M,Clear Path Fouls,Loose Ball Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,Offensive Fouls,Blocked3s,BlockedCorner3,BlockedShortMidRange,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Technical Free Throw Trips,3SecondViolations,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,HeaveAttempts,BlockedLongMidRange,Defensive 3 Seconds Violations,on,Corner3PctBlocked,StepOutOfBoundsTurnovers,LongMidRangePctBlocked
101114,1610612751,Deron Williams,Deron Williams,101114,BKN,10574.0,176,28.0,328,326,160,130,38,654,8.0,19.0,2.0,2.0,1.0,5.0,7.0,12.0,1.0,10.0,1.0,4.0,1.0,6.0,17.0,1.0,4.0,7.0,16.0,41.0,7.0,21.0,22,75,317,2.0,2.0,1.0,5.0,9.0,5.0,16.0,4.0,8.0,13.0,35,8.0,24.0,9.0,12.0,2.0,17.0,6.0,3.0,18.0,10.0,28.0,6.0,4.0,13.0,1.0,4.0,66.0,1.0,2,3.0,9.0,12.0,3,15,2.0,8.0,3.0,5.0,10.0,2.0,8.0,4.0,2.0,14.0,1.0,7.0,2.0,10.0,1.0,23,1.0,3.0,3.0,28,2.0,9.0,6.0,35,160,2.0,5.0,0.25,0.26666666666666666,0.42857142857142855,0.3333333333333333,0.5,0.3333333333333333,0.3902439024390244,1.0,0.3125,0.4274193548387097,0.6666666666666666,0.4583333333333333,0.5,0.75,0.546875,0.3387096774193548,0.07317073170731707,0.10526315789473684,0.08333333333333333,23.592493297587133,0.7142857142857143,0.0967741935483871,0.02197802197802198,0.05555555555555555,0.014705882352941176,0.08163265306122448,0.018867924528301886,0.03333333333333333,0.034482758620689655,0.0196078431372549,0.10714285714285714,0.08333333333333333,0.10344827586206896,0.05714285714285714,0.05263157894736842,0.05714285714285714,0.3064516129032258,0.42105263157894735,0.47058823529411764,0.25,0.1935483870967742,0.5833333333333334,0.6363636363636364,0.14285714285714285,0.16129032258064516,0.1,0.1,1.0,0.06451612903225806,0.25,0.25,1.0,0.27419354838709675,0.35294117647058826,0.35294117647058826,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.20833333333333334,0.2,0.041666666666666664,0.2916666666666667,0.5714285714285714,0.6451612903225806,0.35294117647058826,0.493008064516129,0.50015,0.46455208333333337,0.13043478260869565,0.1875,0.12,0.4666666666666667,7.841463414634145,24.87142857142857,0.4878048780487805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
101154,1610612751,Andray Blatche,Andray Blatche,101154,BKN,6750.0,112,15.0,210,212,108,89,28,422,16.0,25.0,6.0,9.0,10.0,12.0,1.0,7.0,,5.0,,1.0,1.0,,1.0,,,1.0,17.0,37.0,,2.0,23,57,212,6.0,11.0,,7.0,19.0,10.0,16.0,,2.0,11.0,31,16.0,18.0,,,8.0,1.0,,2.0,2.0,,2.0,,,2.0,,,4.0,8.0,7,9.0,11.0,22.0,18,40,3.0,4.0,1.0,3.0,3.0,,1.0,2.0,2.0,5.0,,4.0,6.0,12.0,,23,2.0,2.0,2.0,28,,10.0,4.0,31,108,4.0,4.0,0.47058823529411764,0.6153846153846154,,,,,0.4594594594594595,0.5454545454545454,0.625,0.4358974358974359,0.5454545454545454,0.5555555555555556,0.5377358490566038,0.6333333333333333,0.62,0.05128205128205128,0.05405405405405406,0.08,,23.770491803278688,0.6,0.20754716981132076,0.12280701754385964,0.28125,0.19047619047619047,0.23529411764705882,0.15151515151515152,0.3125,,0.21212121212121213,0.1111111111111111,0.2631578947368421,0.25,0.25,0.3333333333333333,0.15789473684210525,0.6410256410256411,0.64,0.6956521739130435,0.5,0.1794871794871795,0.14285714285714285,0.14285714285714285,,0.1282051282051282,,,,0.02564102564102564,,,,0.02564102564102564,,,,0.8181818181818182,0.6666666666666666,,0.6666666666666666,0.8333333333333334,0.05555555555555555,0.05555555555555555,,0.6923076923076923,,0.4839602564102565,0.5305875,0.49515833333333337,0.20408163265306123,0.2127659574468085,0.3333333333333333,0.543859649122807,5.2594594594594595,25.7,0.5142857142857142,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.1,0.1111111111111111,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
101187,1610612751,Alan Anderson,Alan Anderson,101187,BKN,15662.0,261,-20.0,485,485,227,179,61,970,8.0,14.0,,2.0,6.0,10.0,3.0,9.0,5.0,8.0,6.0,16.0,5.0,3.0,15.0,4.0,1.0,7.0,16.0,31.0,9.0,31.0,12,71,521,,3.0,7.0,2.0,8.0,12.0,19.0,3.0,12.0,5.0,38,12.0,20.0,21.0,6.0,,15.0,3.0,3.0,9.0,6.0,15.0,3.0,3.0,7.0,,2.0,36.0,2.0,7,10.0,12.0,22.0,10,32,2.0,10.0,6.0,4.0,5.0,1.0,3.0,5.0,2.0,10.0,2.0,7.0,12.0,32.0,3.0,18,,2.0,1.0,18,1.0,5.0,2.0,38,227,5.0,1.0,0.375,0.375,0.7777777777777778,0.2903225806451613,0.25,0.2903225806451613,0.5161290322580645,,0.631578947368421,0.47580645161290325,0.3,0.532258064516129,0.5144927536231884,0.36363636363636365,0.5588235294117647,0.5,0.0967741935483871,0.14285714285714285,0.1111111111111111,14.285714285714285,0.5,0.0916030534351145,0.05263157894736842,0.11764705882352941,0.022727272727272728,0.10185185185185185,0.04072398190045249,0.06976744186046512,0.06521739130434782,0.03076923076923077,0.0425531914893617,0.09523809523809523,0.14285714285714285,0.1206896551724138,0.1111111111111111,0.058823529411764705,0.22580645161290322,0.5714285714285714,0.6666666666666666,0.5,0.14516129032258066,0.3333333333333333,0.375,0.3333333333333333,0.12903225806451613,0.625,0.625,0.2,0.25806451612903225,0.375,0.375,0.6666666666666666,0.24193548387096775,0.2,0.2,1.0,0.2,,0.4,0.3225806451612903,0.6,0.16129032258064516,0.22580645161290322,0.14285714285714285,0.7258064516129032,0.2,0.5008790322580646,0.5274214285714286,0.4712903225806452,0.11940298507462686,0.14285714285714285,0.11267605633802817,0.5352112676056338,8.229032258064516,24.345161290322583,0.46804123711340206,1.0,,1.0,,,1.0,,,,,,,0.037037037037037035,0.022727272727272728,,,,2.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,0.2857142857142857,0.3,0.6666666666666666,0.5,0.4,0.09375,,,,,,,,,,,,,,,,True,,,
1718,1610612751,Paul Pierce,Paul Pierce,1718,BKN,8655.0,144,,271,272,138,94,33,543,12.0,16.0,1.0,1.0,6.0,9.0,,5.0,4.0,12.0,1.0,2.0,,4.0,16.0,1.0,3.0,8.0,16.0,33.0,5.0,18.0,6,53,276,1.0,1.0,2.0,,5.0,7.0,16.0,3.0,8.0,4.0,27,20.0,12.0,15.0,,,16.0,4.0,1.0,9.0,2.0,11.0,1.0,1.0,6.0,2.0,1.0,24.0,,2,9.0,15.0,25.0,2,27,,6.0,2.0,4.0,5.0,1.0,1.0,4.0,4.0,9.0,1.0,5.0,9.0,15.0,1.0,13,2.0,1.0,1.0,10,,4.0,1.0,27,138,,1.0,0.625,0.625,1.0,0.2777777777777778,0.375,0.2777777777777778,0.48484848484848486,1.0,0.4375,0.46078431372549017,0.8333333333333334,0.4791666666666667,0.4732142857142857,0.8333333333333334,0.5,0.35294117647058826,0.030303030303030304,0.0625,,21.38157894736842,0.5555555555555556,0.20270270270270271,0.02702702702702703,0.1836734693877551,,0.1951219512195122,0.01694915254237288,,0.041666666666666664,,0.21739130434782608,0.04,0.34615384615384615,0.15625,0.23529411764705882,,0.3137254901960784,0.75,0.8,0.6666666666666666,0.09803921568627451,,,,0.23529411764705882,0.3333333333333333,0.3333333333333333,0.5,0.0392156862745098,0.5,0.5,1.0,0.3137254901960784,0.25,0.25,1.0,0.3333333333333333,1.0,0.3333333333333333,0.375,0.6666666666666666,,0.3333333333333333,0.375,0.6666666666666666,0.25,0.48903627450980397,0.52995,0.47705000000000003,0.07272727272727272,0.10810810810810811,0.09433962264150944,0.5094339622641509,9.0,24.994444444444444,0.5092250922509225,,1.0,,,,3.0,2.0,1.0,3.0,3.0,,0.14285714285714285,,0.038461538461538464,,1.0,1.0,,1.0,,1.0,,1.0,,,0.5,0.3333333333333333,,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,True,,,
1905,1610612751,Andrei Kirilenko,Andrei Kirilenko,1905,BKN,3785.0,63,-5.0,108,110,46,37,21,218,3.0,3.0,,,2.0,2.0,,,,1.0,,,,,,,,,3.0,4.0,,,7,13,135,,1.0,,3.0,3.0,2.0,2.0,,,4.0,8,6.0,,,,,,,,,1.0,1.0,1.0,,,,,3.0,2.0,2,2.0,4.0,7.0,4,11,,2.0,2.0,,,,,1.0,,1.0,,1.0,2.0,8.0,,8,,,,11,1.0,3.0,3.0,8,46,1.0,3.0,1.0,1.0,,,,,0.75,,1.0,0.75,,1.0,0.7222222222222222,0.5,0.6666666666666666,,,,,7.575757575757575,,0.2,0.08,0.09090909090909091,0.10526315789473684,0.14285714285714285,0.09090909090909091,0.16666666666666666,,0.0625,0.2,0.3333333333333333,0.14285714285714285,0.0625,0.16666666666666666,,0.75,1.0,1.0,1.0,,,,,0.25,,,,,,,,,,,,,,,1.0,1.0,,,,0.75,,0.532425,0.3859,0.6344,0.5,0.5,0.23076923076923078,0.6153846153846154,5.35,,0.42592592592592593,,1.0,,,,2.0,2.0,2.0,2.0,2.0,,0.25,,0.125,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,True,,,
201977,1610612751,Marcus Thornton,Marcus Thornton,201977,BKN,2360.0,39,-34.0,74,73,21,15,14,147,4.0,5.0,1.0,1.0,,,3.0,6.0,,3.0,1.0,3.0,1.0,,4.0,1.0,,1.0,7.0,14.0,1.0,7.0,5,22,108,1.0,2.0,1.0,,2.0,1.0,3.0,1.0,2.0,1.0,6,8.0,6.0,3.0,,2.0,4.0,,,,,,,,,,,,1.0,2,2.0,,2.0,4,6,,,,,,,,,,,,,,,,5,,,1.0,10,,4.0,1.0,6,21,,1.0,0.5714285714285714,0.6666666666666666,1.0,0.14285714285714285,0.5,0.14285714285714285,0.5,0.5,0.3333333333333333,0.40476190476190477,0.3333333333333333,0.5,0.4230769230769231,0.3333333333333333,0.42857142857142855,0.3333333333333333,,,,28.57142857142857,,,0.07692307692307693,0.2,0.06666666666666667,0.08,0.07317073170731707,,,0.08333333333333333,,,,0.2857142857142857,,,0.23809523809523808,0.8,0.8,0.75,0.2857142857142857,0.5,0.5,0.3333333333333333,0.14285714285714285,,,,0.14285714285714285,0.3333333333333333,0.3333333333333333,1.0,0.19047619047619047,,,,0.3333333333333333,1.0,0.3333333333333333,,,0.2,0.2,,0.5714285714285714,,0.482752380952381,0.466175,0.41885000000000006,0.16,0.2222222222222222,0.09090909090909091,0.2727272727272727,8.428571428571429,24.285714285714285,0.28378378378378377,1.0,,,,,,,,,,,,0.1111111111111111,0.2,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,True,,,
2207,1610612751,Joe Johnson,Joe Johnson,2207,BKN,10515.0,175,19.0,328,332,165,133,33,660,9.0,13.0,1.0,2.0,7.0,9.0,17.0,31.0,8.0,18.0,1.0,5.0,2.0,2.0,10.0,2.0,1.0,7.0,34.0,62.0,3.0,15.0,14,91,318,2.0,5.0,2.0,1.0,5.0,11.0,22.0,2.0,9.0,12.0,40,14.0,54.0,6.0,3.0,2.0,10.0,2.0,2.0,9.0,3.0,12.0,1.0,2.0,7.0,,2.0,27.0,1.0,1,8.0,3.0,12.0,2,14,,3.0,1.0,2.0,6.0,1.0,2.0,4.0,4.0,10.0,,5.0,3.0,6.0,1.0,17,,,,19,2.0,5.0,5.0,40,165,1.0,5.0,0.20588235294117646,0.21212121212121213,0.6666666666666666,0.2,0.2222222222222222,0.2,0.5483870967741935,0.4,0.5,0.5,0.2857142857142857,0.45161290322580644,0.5352941176470588,0.3125,0.5263157894736842,0.19480519480519481,0.03225806451612903,0.15384615384615385,,26.243093922651934,0.6,0.030612244897959183,0.011235955056179775,0.13333333333333333,0.01694915254237288,0.06962025316455696,0.013513513513513514,,,,0.06060606060606061,0.03125,,0.19047619047619047,,,0.16883116883116883,0.6923076923076923,0.8181818181818182,0.5555555555555556,0.4025974025974026,0.5483870967741935,0.5483870967741935,,0.23376623376623376,0.4444444444444444,0.4444444444444444,0.25,0.06493506493506493,0.2,0.2,1.0,0.12987012987012986,0.2,0.2,0.5,0.2857142857142857,0.5,0.2857142857142857,0.2903225806451613,0.7777777777777778,0.06451612903225806,0.22580645161290322,0.14285714285714285,0.36363636363636365,0.2,0.42829935064935065,0.4400416666666667,0.4240241935483871,0.0625,0.07692307692307693,0.054945054945054944,0.43956043956043955,9.654838709677422,24.813333333333333,0.5030487804878049,,1.0,1.0,,,,,,,,,0.14285714285714285,,0.03571428571428571,0.058823529411764705,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,1.0,1.0,,,,,,,True,,,
203141,1610612751,Mirza Teletovic,Mirza Teletovic,203141,BKN,7171.0,120,-10.0,219,213,94,85,29,432,7.0,9.0,2.0,4.0,2.0,3.0,,,2.0,4.0,3.0,5.0,2.0,7.0,25.0,1.0,3.0,7.0,9.0,13.0,10.0,30.0,4,52,244,4.0,6.0,1.0,,8.0,3.0,5.0,4.0,9.0,1.0,19,8.0,10.0,30.0,,6.0,25.0,7.0,1.0,,2.0,2.0,2.0,,,,,6.0,1.0,5,7.0,10.0,17.0,7,24,2.0,4.0,4.0,,1.0,,1.0,,,1.0,,,5.0,7.0,,7,,,1.0,8,1.0,2.0,2.0,19,94,1.0,2.0,0.4444444444444444,0.6666666666666666,1.0,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.6923076923076923,0.6666666666666666,0.6,0.5581395348837209,0.5714285714285714,0.6428571428571429,0.5652173913043478,0.5714285714285714,0.59375,0.6976744186046512,0.07692307692307693,0.1111111111111111,,18.43137254901961,1.0,0.1724137931034483,0.08333333333333333,0.1891891891891892,0.022222222222222223,0.17894736842105263,0.05714285714285714,0.15789473684210525,0.09090909090909091,0.030303030303030304,0.08333333333333333,0.2777777777777778,0.1875,0.14814814814814814,0.3,0.09523809523809523,0.20930232558139536,0.7777777777777778,0.875,0.42857142857142855,,,,,0.09302325581395349,0.5,0.5,0.5,0.11627906976744186,0.6,0.6,1.0,0.5813953488372093,0.28,0.2916666666666667,1.0,0.5714285714285714,0.5,0.14285714285714285,0.21428571428571427,0.6666666666666666,0.14285714285714285,0.5,0.42857142857142855,0.9069767441860465,0.28,0.5014209302325582,0.48345,0.46551785714285715,0.06818181818181818,0.14285714285714285,0.15384615384615385,0.36538461538461536,7.515384615384615,25.466666666666665,0.4292237442922374,1.0,,,,,,2.0,2.0,2.0,1.0,1.0,,0.07142857142857142,,,0.5,,,,1.0,,,,1.0,1.0,,,,,0.5,0.03333333333333333,,,,,,,,,,1.0,0.03333333333333333,0.04,,,,True,,,
2733,1610612751,Shaun Livingston,Shaun Livingston,2733,BKN,5175.0,86,-59.0,161,165,69,53,23,326,2.0,3.0,,,,1.0,6.0,11.0,3.0,6.0,,,,1.0,1.0,,1.0,1.0,11.0,20.0,1.0,1.0,13,38,216,3.0,3.0,,4.0,10.0,3.0,7.0,1.0,1.0,3.0,12,8.0,14.0,,3.0,2.0,1.0,1.0,1.0,10.0,3.0,13.0,2.0,1.0,8.0,1.0,1.0,29.0,1.0,2,3.0,5.0,9.0,3,12,,1.0,1.0,,6.0,,4.0,1.0,2.0,7.0,,4.0,6.0,11.0,,16,,,1.0,18,,7.0,2.0,12,69,2.0,2.0,0.36363636363636365,0.4,,1.0,1.0,1.0,0.55,1.0,0.42857142857142855,0.5952380952380952,1.0,0.5625,0.6333333333333333,1.0,0.5454545454545454,0.047619047619047616,0.05,,0.09090909090909091,20.10869565217391,0.8571428571428571,0.1282051282051282,0.046511627906976744,0.1,0.05263157894736842,0.11594202898550725,0.04838709677419355,,0.058823529411764705,0.07692307692307693,0.1,,0.25,0.045454545454545456,0.25,,0.14285714285714285,0.6666666666666666,0.6666666666666666,1.0,0.5238095238095238,0.5454545454545454,0.6,0.16666666666666666,0.2857142857142857,0.5,0.5,0.3333333333333333,,,,,0.047619047619047616,1.0,1.0,,,,,0.125,,,0.125,1.0,0.19047619047619047,1.0,0.41564500000000004,0.44575,0.4162,0.25,0.25925925925925924,0.2631578947368421,0.3157894736842105,9.559999999999999,35.9,0.42857142857142855,,1.0,1.0,,,1.0,2.0,1.0,3.0,2.0,,0.14285714285714285,,0.07692307692307693,,0.6666666666666666,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,True,,,
708,1610612751,Kevin Garnett,Kevin Garnett,708,BKN,4165.0,69,14.0,124,122,40,25,14,246,3.0,5.0,,,1.0,1.0,2.0,4.0,3.0,4.0,,,,,1.0,,,1.0,8.0,13.0,,1.0,3,19,128,,1.0,,,,3.0,5.0,,1.0,2.0,8,14.0,2.0,,,,,,1.0,2.0,,2.0,,,1.0,,1.0,4.0,,2,3.0,12.0,17.0,2,19,,2.0,2.0,,2.0,,1.0,2.0,1.0,4.0,,1.0,2.0,5.0,,4,,,,4,,1.0,1.0,8,40,2.0,1.0,0.875,0.875,,,,,0.6153846153846154,,0.6,0.5714285714285714,,0.5,0.59375,,0.5714285714285714,0.07142857142857142,0.07692307692307693,0.2,,14.492753623188406,0.5,0.3333333333333333,0.06451612903225806,0.13636363636363635,,0.25862068965517243,0.03636363636363636,0.1,,,0.4444444444444444,0.5,0.13333333333333333,0.14285714285714285,0.125,,0.35714285714285715,0.6,0.75,1.0,0.2857142857142857,0.5,0.5,0.5,0.2857142857142857,0.75,0.75,1.0,,,,,0.07142857142857142,,,,,,,0.16666666666666666,1.0,,0.16666666666666666,,0.42857142857142855,,0.4548076923076923,0.4114,0.43796,0.06666666666666667,0.07142857142857142,,0.42105263157894735,8.561538461538461,60.8,0.3225806451612903,,2.0,,1.0,,1.0,3.0,2.0,3.0,2.0,,1.0,,0.09090909090909091,,0.6666666666666666,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,True,,,
