EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,OffTwoPtRebounds,OffRebounds,Rebounds,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,TsPct,SecondChanceTsPct,Usage,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,SecondChanceFG2M,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,FTDefRebounds,DefRebounds,Steals,LostBallSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,Fouls,Loose Ball Fouls,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,PenaltyTsPct,LiveBallTurnoverPct,DefFTReboundPct,OffLongMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyFtPoints,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,AssistPoints,Offensive Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PtsAssisted2s,DefTwoPtRebounds,Assisted2sPct,NonPutbacksAssisted2sPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,ShortMidRangePctAssisted,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,DefThreePtRebounds,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,DefThreePtReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,on,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,PtsUnassisted3s,Fg2aBlocked,LongMidRangeAssists,BadPassSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,PenaltyTurnovers,ShootingFouls,Clear Path Fouls,Offensive Fouls,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefAtRimReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,AtRimPctAssisted,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,SecondChanceArc3Frequency,PenaltyCorner3Frequency,AtRimAssists,OffThreePtRebounds,BlockedShortMidRange,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceArc3FGM,SecondChanceFG3M,Corner3Assists,FTOffRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,BlockingFouls,Charge Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,DefensiveGoaltends,SecondChanceFg3Pct,OffFTReboundPct,OffCorner3ReboundPct,SelfORebPct,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,Technical Free Throw Trips,LongMidRangePctBlocked,SecondChanceCorner3FGA,PenaltyCorner3FGM,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,Defensive 3 Seconds Violations,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveAttempts,Corner3PctBlocked
1882,1610612737,Elton Brand,Elton Brand,1882,ATL,107.0,2,2,4,4,2,4,1,8,2.0,2.0,4,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2,1.0,1.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201858,1610612737,Cartier Martin,Cartier Martin,201858,ATL,418.0,7,9,13,12,11,12,2,25,,4.0,9,,2.0,1.0,1.0,2.0,,,,11,1.0,1.0,20.0,0.2,0.2,,,,0.5,0.8461538461538461,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0,0.4415,0.4798,0.4415,1.0,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202714,1610612737,Shelvin Mack,Shelvin Mack,202714,ATL,421.0,7,9,13,13,11,13,2,26,1.0,1.0,9,,,,,,2.0,2.0,,11,0.5,,6.666666666666667,,,,,,,0.8461538461538461,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,0.5,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203118,1610612737,Mike Scott,Mike Scott,203118,ATL,421.0,7,9,13,13,11,13,2,26,2.0,6.0,9,,,,,1.0,1.0,2.0,,11,0.5,,40.0,,,,,,,0.8461538461538461,2.0,3.0,,2.0,2.0,5.0,,,2.0,4.0,6.0,2.0,,,1.0,,,,,,,,6.0,,0.4,,0.5,0.4,,0.5,0.6,,,,0.6,0.6666666666666666,0.6666666666666666,0.4,,,0.41428000000000004,,0.420025,1.0,13.0,2.0,,,,,,,,1.0,1.0,2.0,1.0,0.5,0.5,1.0,0.3333333333333333,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203471,1610612737,Dennis Schroder,Dennis Schroder,203471,ATL,421.0,7,9,13,13,11,13,2,26,,5.0,9,,,,,2.0,,,,11,1.25,,13.333333333333334,,,,,,,0.8461538461538461,,,,,1.0,1.0,,,1.0,1.0,5.0,2.0,,,2.0,,,,,,1.0,,5.0,1.0,1.0,,1.0,1.25,,1.25,1.25,,,,,,,,,,0.567675,,0.567675,1.0,1.0,,,,,,,,,,,,,,,,0.6666666666666666,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,26.3,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203488,1610612737,Mike Muscala,Mike Muscala,203488,ATL,317.0,5,7,9,10,9,10,1,19,,,5,,,,,,,,,9,,,20.0,,,,,,,1.0,,,,2.0,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.32285,,0.32285,,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101150,1610612737,Lou Williams,Lou Williams,101150,ATL,7984.0,133,-21,252,257,96,105,23,509,15.0,58.0,275,,2.0,,,16.0,11.0,16.0,9.0,96,0.5087719298245614,0.25,25.0,,,,0.15789473684210525,0.21951219512195122,0.034482758620689655,0.38095238095238093,4.0,11.0,4.0,10.0,14.0,34.0,1.0,3.0,8.0,17.0,24.0,20.0,,,16.0,7.0,2.0,10.0,4.0,13.0,10.0,,24.0,1.0,0.4117647058823529,0.3333333333333333,0.47058823529411764,0.43,0.25,0.4583333333333333,0.5,0.7692307692307693,,,0.22,0.36363636363636365,0.4,0.2,0.4,0.4,0.467733,0.43815,0.45076875,0.41379310344827586,8.270588235294117,2.0,4.0,4.0,8.0,4.0,2.0,20.0,,,,8.0,14.0,0.2857142857142857,0.2857142857142857,0.14893617021276595,0.13333333333333333,0.18421052631578946,,6.0,13.0,2.0,5.0,4.0,11.0,2.0,5.0,5.0,16.0,2.0,7.0,3.0,11.0,4.0,2.0,0.2,0.3125,0.2857142857142857,0.3125,0.32,0.07692307692307693,0.05555555555555555,0.125,0.26,0.46153846153846156,0.6,0.22,0.36363636363636365,0.36363636363636365,0.25,0.20833333333333334,0.4,0.20833333333333334,0.4,0.58,0.36363636363636365,25.325,False,1.0,5.0,2.0,1.0,1.0,12.0,4.0,2.0,5.0,1.0,6.0,3.0,7.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.11764705882352941,0.23076923076923078,0.09090909090909091,0.0967741935483871,0.16,1.0,0.5,0.25,0.1,0.2,0.2,0.25,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,1610612737,Elton Brand,Elton Brand,1882,ATL,4766.0,79,-34,147,152,62,63,12,299,2.0,6.0,175,,,3.0,6.0,22.0,2.0,3.0,2.0,61,0.23076923076923078,,8.074534161490682,0.07692307692307693,0.08108108108108109,,0.15384615384615385,0.15384615384615385,,0.4217687074829932,,2.0,1.0,7.0,2.0,12.0,,,1.0,5.0,3.0,,,1.0,16.0,1.0,,,,,10.0,1.0,3.0,,0.16666666666666666,,0.2,0.16666666666666666,,0.2,0.3,,0.3333333333333333,0.13333333333333333,0.16666666666666666,,,0.5833333333333334,0.14285714285714285,0.14285714285714285,0.48135833333333333,,0.5236000000000001,0.5,12.233333333333334,1.0,4.0,2.0,6.0,2.0,1.0,14.0,,,,4.0,12.0,1.0,1.0,0.2222222222222222,0.2112676056338028,0.23809523809523808,,1.0,3.0,1.0,2.0,,,,,,,,,,,,3.0,,,,,,0.17647058823529413,0.25,,0.25,0.3333333333333333,0.3333333333333333,,,,,0.4,0.5,,,0.25,,,False,,,,,,,,,1.0,,,,,6.0,,,,1.0,6.0,5.0,6.0,3.0,,,,0.2,0.23076923076923078,0.5,1.0,1.0,,,,,,3.0,3.0,1.0,0.08571428571428572,0.07692307692307693,0.10344827586206896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200794,1610612737,Paul Millsap,Paul Millsap,200794,ATL,16024.0,267,-15,503,500,171,139,51,1003,45.0,136.0,513,8.0,23.0,9.0,21.0,76.0,56.0,56.0,25.0,170,0.5271317829457365,0.6388888888888888,26.140350877192983,0.0625,0.07434944237918216,0.09259259259259259,0.208,0.25510204081632654,0.16911764705882354,0.3399602385685885,7.0,24.0,5.0,16.0,32.0,76.0,6.0,11.0,12.0,28.0,44.0,34.0,8.0,3.0,55.0,10.0,1.0,6.0,3.0,20.0,25.0,,44.0,2.0,0.42105263157894735,0.5454545454545454,0.42857142857142855,0.441747572815534,0.5357142857142857,0.4166666666666667,0.5,0.3,0.14285714285714285,,0.23300970873786409,0.2916666666666667,0.3181818181818182,0.1553398058252427,0.3125,0.3125,0.4939368932038835,0.47542500000000004,0.49182777777777775,0.3235294117647059,7.331578947368421,14.0,6.0,14.0,20.0,11.0,1.0,54.0,2.0,4.0,4.0,30.0,36.0,0.46875,0.5357142857142857,0.22784810126582278,0.22707423580786026,0.22950819672131148,0.42857142857142855,20.0,36.0,6.0,12.0,7.0,23.0,2.0,8.0,9.0,27.0,2.0,8.0,27.0,23.0,7.0,16.0,1.0,0.3333333333333333,0.25,0.3333333333333333,0.2621359223300971,0.22535211267605634,0.20754716981132076,0.2777777777777778,0.34951456310679613,0.5555555555555556,0.7407407407407407,0.22330097087378642,0.30434782608695654,0.30434782608695654,1.0,0.3333333333333333,0.5,0.2222222222222222,0.25,0.6116504854368932,0.30434782608695654,25.218518518518522,False,2.0,4.0,,3.0,3.0,,11.0,2.0,9.0,7.0,3.0,14.0,6.0,6.0,,1.0,1.0,3.0,13.0,9.0,13.0,6.0,0.14473684210526316,0.25,0.08333333333333333,0.16363636363636364,0.30952380952380953,0.46153846153846156,0.5,0.4,0.038834951456310676,0.5,0.5,0.21428571428571427,,3.0,11.0,2.0,0.088,0.07547169811320754,0.0673076923076923,5.0,8.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,3.0,1.0,3.0,7.0,7.0,1.0,1.0,2.0,1.0,0.3333333333333333,0.1111111111111111,0.19047619047619047,0.06,1.0,0.5714285714285714,0.625,0.2,0.3333333333333333,1.0,0.037037037037037035,,,,,,,,,,,,,,,,
201858,1610612737,Cartier Martin,Cartier Martin,201858,ATL,471.0,8,-8,15,16,5,3,2,31,,,22,,,,,1.0,,,,5,,,5.88235294117647,,,,,,,0.3333333333333333,,,,1.0,,1.0,,,,1.0,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,0.3117,,0.3117,,20.0,,,,,,,,,,,,1.0,,,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
