EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,TwoPtAssists,Assists,AtRimAssists,AssistPoints,FTDefRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,ShootingFouls,Fouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,PenaltyOffPossPct,ThreePtAssists,Arc3Assists,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,FtPoints,Points,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,LongMidRangeAssists,FoulsDrawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,LiveBallTurnovers,BadPassTurnovers,Turnovers,LiveBallTurnoverPct,PenaltyArc3FGM,PenaltyFG3M,PtsAssisted3s,DefThreePtRebounds,Assisted3sPct,PenaltyFg3Pct,PenaltyEfgPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Arc3PctAssisted,PenaltyArc3Accuracy,AtRimFGM,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,PenaltyFG2A,PtsAssisted2s,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Avg2ptShotDistance,SecondChanceFtPoints,SecondChancePoints,TwoPtShootingFoulsDrawn,SecondChanceTsPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,on,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG2M,SecondChanceFG2A,PenaltyFG2M,PtsUnassisted2s,PtsPutbacks,HeaveAttempts,Fg2aBlocked,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,LostBallSteals,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,BlockingFouls,Offensive Fouls,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,FG2APctBlocked,ShortMidRangePctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceShotQualityAvg,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,Fg3aBlocked,Corner3Assists,BadPassOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Charge Fouls,Loose Ball Fouls,Charge Fouls Drawn,2pt And 1 Free Throw Trips,SecondChanceFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGA,AtRimPctBlocked,SecondChanceCorner3Frequency,SelfOReb,LostBallOutOfBoundsTurnovers,Loose Ball Fouls Drawn,BlockingFoulsDrawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,DefensiveGoaltends,OffCorner3ReboundPct,SelfORebPct,ThreePtShootingFoulsDrawnPct,BlockedCorner3,Defensive 3 Seconds Violations,Technical Free Throw Trips,Corner3PctBlocked,SecondChanceCorner3FGM,BlockedLongMidRange,OffensiveGoaltends,SecondChanceCorner3Accuracy,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3PctAssisted
201141,1610612748,Greg Oden,Greg Oden,201141,MIA,449.0,7,-3.0,16,17,6,17,1.0,33,24,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6,1.0,0.3333333333333333,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201596,1610612748,Mario Chalmers,Mario Chalmers,201596,MIA,125.0,2,,4,4,3,4,,8,8,,1.0,,3.0,,,,,,,,3,,,0.75,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201962,1610612748,Toney Douglas,Toney Douglas,201962,MIA,449.0,7,-3.0,16,17,6,17,1.0,33,24,1.0,3.0,,8.0,1.0,1.0,1.0,,,,,6,,0.3333333333333333,0.375,2.0,2.0,2.0,4.0,2.0,2.0,4.0,1.0,7.0,2.0,1.0,1.0,6.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,0.75,0.7,0.16666666666666666,1.0,29.41176470588235,1.0,0.5,0.5,1.0,1.0,0.5,0.45311250000000003,0.38955,0.14285714285714285,25.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2203,1610612748,Shane Battier,Shane Battier,2203,MIA,404.0,7,-2.0,15,16,6,16,1.0,31,21,,,,,,,,,,1.0,1.0,6,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2592,1610612748,James Jones,James Jones,2592,MIA,353.0,6,-3.0,13,14,3,14,,27,22,,,,,,1.0,1.0,,,,,3,,,0.23076923076923078,,,3.0,5.0,2.0,3.0,5.0,,9.0,2.0,,6.0,,5.0,3.0,,,,,6.0,,0.6,0.6,0.9,0.9,1.5,1.0,38.46153846153846,1.0,0.6,0.6,1.0,1.0,0.6,0.52491,0.551175,0.6666666666666666,24.78,,,,,2.0,2.0,9.0,1.0,1.0,1.0,1.5,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617,1610612748,Udonis Haslem,Udonis Haslem,2617,MIA,369.0,6,-4.0,13,14,3,14,1.0,27,19,,,,,,,,,,1.0,2.0,3,1.0,,0.23076923076923078,,,,,,,,,4.0,,,,,,,,,,,,,,,0.6666666666666666,0.6666666666666666,,,21.428571428571427,,,,,0.3333333333333333,,0.4989333333333333,0.3865,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,2.0,3.0,1.0,4.0,1.0,1.0,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.5,0.5,1.0,12.066666666666665,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202708,1610612748,Norris Cole,Norris Cole,202708,MIA,96.0,2,,3,3,3,3,1.0,6,2,,,,,,,,,,,,3,,,1.0,,,,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,2.0,,1.0,,,,,0.5,0.5,,25.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,1610612748,Rashard Lewis,Rashard Lewis,1740,MIA,19127.0,319,61.0,583,576,144,165,36.0,1159,606,3.0,5.0,2.0,12.0,2.0,33.0,37.0,7.0,6.0,13.0,29.0,144,3.0,0.11764705882352941,0.2469982847341338,2.0,2.0,11.0,28.0,4.0,22.0,59.0,3.0,95.0,14.0,2.0,12.0,,27.0,11.0,,6.0,4.0,,12.0,,0.3728813559322034,0.3793103448275862,0.5411764705882353,0.5459770114942529,0.3,0.6941176470588235,14.814814814814815,0.32941176470588235,0.39285714285714285,0.39285714285714285,0.21052631578947367,0.8235294117647058,0.4074074074074074,0.5256851190476188,0.5063916666666667,0.12631578947368421,24.68983050847458,3.0,2.0,5.0,0.6,,2.0,66.0,7.0,1.0,0.14285714285714285,0.2631578947368421,0.08235294117647059,0.11877394636015326,0.06451612903225806,1.0,,6.0,11.0,1.0,4.0,13.0,26.0,5.0,20.0,0.7692307692307693,0.8333333333333334,0.5,0.12941176470588237,0.5454545454545454,0.5454545454545454,0.6666666666666666,0.047058823529411764,0.25,0.25,1.0,6.453846153846154,,4.0,2.0,1.0,0.022988505747126436,0.07142857142857142,0.042105263157894736,False,1.0,1.0,1.0,1.0,6.0,11.0,11.0,31.0,2.0,10.0,2.0,2.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,3.0,24.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,6.0,5.0,1.0,6.0,5.0,1.0,0.4,1.0,0.038461538461538464,0.09090909090909091,0.13636363636363635,0.024193548387096774,0.009433962264150943,0.017391304347826087,0.022727272727272728,0.029411764705882353,0.021739130434782608,0.015151515151515152,0.16417910447761194,0.13114754098360656,0.10416666666666667,0.13043478260869565,0.8333333333333334,0.12941176470588237,0.5454545454545454,0.6,0.8333333333333334,0.36470588235294116,0.3548387096774194,0.3548387096774194,1.0,0.5,1.0,0.05263157894736842,1.0,0.5263157894736842,0.2,0.5468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201596,1610612748,Mario Chalmers,Mario Chalmers,201596,MIA,31950.0,532,16.0,959,954,194,238,73.0,1913,1070,48.0,71.0,28.0,165.0,1.0,44.0,46.0,19.0,13.0,13.0,48.0,194,5.0,0.03571428571428571,0.20229405630865485,23.0,13.0,11.0,28.0,5.0,15.0,43.0,19.0,128.0,7.0,6.0,22.0,6.0,28.0,11.0,14.0,29.0,25.0,2.0,22.0,2.0,0.3488372093023256,0.3488372093023256,0.49099099099099097,0.5245901639344263,0.6111111111111112,0.38738738738738737,14.671814671814673,0.25225225225225223,0.39285714285714285,0.4074074074074074,0.3333333333333333,0.7477477477477478,0.39285714285714285,0.5308103603603602,0.5002,0.171875,24.78837209302326,20.0,13.0,30.0,0.6666666666666666,1.0,2.0,39.0,12.0,0.8666666666666667,0.2857142857142857,0.5333333333333333,0.08695652173913043,0.10093896713615023,0.0784313725490196,0.9090909090909091,0.2,26.0,40.0,2.0,5.0,32.0,68.0,8.0,20.0,0.3125,0.3225806451612903,0.47058823529411764,0.36036036036036034,0.65,0.65,0.3076923076923077,0.04504504504504504,0.4,0.5,0.5,4.860294117647059,4.0,13.0,12.0,0.7222222222222222,0.1,0.15584415584415584,0.1015625,False,2.0,2.0,4.0,6.0,4.0,23.0,4.0,15.0,1.0,2.0,3.0,6.0,5.0,44.0,2.0,,5.0,6.0,,2.0,31.0,2.0,6.0,10.0,7.0,,2.0,3.0,2.0,6.0,3.0,3.0,6.0,5.0,0.5,0.625,0.6428571428571429,0.07352941176470588,0.17391304347826086,0.1076388888888889,0.008,,0.005050505050505051,0.013157894736842105,0.015151515151515152,,,0.10101010101010101,0.10476190476190476,0.11904761904761904,0.1111111111111111,0.8333333333333334,0.2072072072072072,0.17391304347826086,0.21052631578947367,0.25,0.13513513513513514,0.26666666666666666,0.26666666666666666,0.75,0.2857142857142857,1.0,0.4,0.6666666666666666,0.13333333333333333,0.5,0.5329928571428572,1.0,1.0,1.0,1.0,1.0,10.0,2.0,1.0,1.0,6.0,2.0,1.0,1.0,3.0,1.0,0.023255813953488372,0.2,0.03571428571428571,0.5,0.14285714285714285,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201962,1610612748,Toney Douglas,Toney Douglas,201962,MIA,1301.0,22,-5.0,39,38,22,24,7.0,77,43,1.0,2.0,1.0,5.0,,2.0,3.0,,,,3.0,22,1.0,,0.5641025641025641,1.0,1.0,,,,1.0,2.0,,3.0,2.0,,3.0,,,,,,,,3.0,,0.5,0.5,0.3,0.3,0.3,0.4,13.043478260869565,,,,,0.6,,0.39911,0.39911,1.0,24.45,,,1.0,,,1.0,3.0,2.0,1.0,0.5,0.3,0.25,0.125,0.2857142857142857,,,,1.0,,2.0,,3.0,3.0,,,,,0.2,,,,0.4,,,,14.666666666666666,,,,,,,,False,,1.0,,1.0,,,1.0,2.0,1.0,2.0,,1.0,,,,,1.0,,1.0,,,1.0,,1.0,,,,1.0,,,,,,,,,,0.3333333333333333,,,,0.16666666666666666,0.045454545454545456,,,,0.2,,,,,,,,,,0.4,0.5,0.5,1.0,0.5,,0.2,,0.4,0.5,0.38465,,,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,
