EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,Corner3FGA,FG3A,OpponentPoints,OffTwoPtRebounds,OffRebounds,Rebounds,PenaltyOffPossExcludingTakeFouls,FG3APct,Usage,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,Corner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,Points,PenaltyFG3A,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Steals,BadPassSteals,Fouls,Fg2Pct,EfgPct,TsPct,FG2APctBlocked,ShortMidRangePctBlocked,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,PenaltyArc3Frequency,PenaltyShotQualityAvg,Avg2ptShotDistance,SecondChanceAtRimFGA,PenaltyAtRimFGA,LongMidRangeFGA,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,FG3M,FtPoints,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2A,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,AtRimAssists,OffThreePtRebounds,DefThreePtRebounds,FTDefRebounds,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Offensive Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyEfgPct,PenaltyTsPct,AtRimPctBlocked,DefFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,LongMidRangeFrequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyPointsPct,LongMidRangeFGM,SecondChanceFG2M,SecondChancePoints,PtsAssisted2s,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChancePointsPct,ShootingFouls,TwoPtShootingFoulsDrawn,DefAtRimReboundPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceFtPoints,Corner3Assists,BadPassOutOfBoundsTurnovers,Arc3PctAssisted,PenaltyArc3FGM,PenaltyFG2M,PenaltyFg2Pct,PenaltyArc3Accuracy,PenaltyAtRimFGM,LostBallSteals,DefShortMidRangeReboundPct,AtRimPctAssisted,PenaltyAtRimAccuracy,LiveBallTurnovers,BadPassTurnovers,LiveBallTurnoverPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,on,SecondChanceAtRimFGM,PtsPutbacks,HeaveAttempts,ShortMidRangeAssists,LostBallTurnovers,StepOutOfBoundsTurnovers,BlockingFouls,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,Fg3aBlocked,Travels,SecondChanceTurnovers,Charge Fouls,Loose Ball Fouls,Charge Fouls Drawn,2pt And 1 Free Throw Trips,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,SecondChanceArc3PctAssisted,LostBallOutOfBoundsTurnovers,Loose Ball Fouls Drawn,Corner3PctBlocked,SecondChanceCorner3FGM,SelfOReb,BlockingFoulsDrawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,OffensiveGoaltends,OffCorner3ReboundPct,SelfORebPct,SecondChanceCorner3Accuracy,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,FTOffRebounds,OffFTReboundPct,BlockedCorner3,Defensive 3 Seconds Violations,SecondChanceCorner3PctAssisted
1740,1610612748,Rashard Lewis,Rashard Lewis,1740,MIA,182.0,3,-4,5,4,2.0,4.0,1,9,1.0,1.0,6,1.0,1.0,1.0,2.0,1.0,16.666666666666668,0.3333333333333333,0.25,0.5,1.0,1.0,0.60465,23.1,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201596,1610612748,Mario Chalmers,Mario Chalmers,201596,MIA,977.0,16,-9,27,27,12.0,13.0,4,54,,1.0,39,,,1.0,12.0,0.25,12.903225806451614,,,,,0.5,0.41165000000000007,25.9,0.4444444444444444,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,4.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,0.5,0.3333333333333333,0.5,0.3333333333333333,0.1111111111111111,1.0,0.25,1.0,1.0,0.5,0.5,1.0,0.25,1.0,0.3564,6.466666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201962,1610612748,Toney Douglas,Toney Douglas,201962,MIA,1750.0,29,-8,55,55,28.0,41.0,8,110,2.0,6.0,67,,1.0,4.0,28.0,0.6666666666666666,17.46031746031746,,0.038461538461538464,,0.2222222222222222,0.7777777777777778,0.42311111111111116,24.866666666666664,0.509090909090909,,1.0,,,4.0,2.0,,3.0,10.0,4.0,,4.0,1.0,2.0,3.0,5.0,3.0,1.0,13.0,,3.0,,,3.0,,0.5,0.5,0.3333333333333333,,,0.10526315789473684,,0.1111111111111111,,,,,,0.4444444444444444,0.2857142857142857,0.3963785714285714,14.666666666666666,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,3.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,0.3333333333333333,0.5,0.25,0.5,0.21428571428571427,0.25,1.0,0.14285714285714285,0.2222222222222222,0.1111111111111111,0.125,0.25,0.2222222222222222,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.14285714285714285,0.2857142857142857,0.5,0.5,0.38465,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547,1610612748,Chris Bosh,Chris Bosh,2547,MIA,610.0,10,-11,15,17,4.0,5.0,3,32,,1.0,21,,,,4.0,0.16666666666666666,31.57894736842105,,,,,0.3333333333333333,0.4178666666666666,25.9,0.26666666666666666,,1.0,,,1.0,,1.0,5.0,2.0,,,1.0,,,,,,,,,,1.0,1.0,,0.2,0.16666666666666666,0.16666666666666666,,,,,,0.16666666666666666,,,,,,0.16666666666666666,,0.4715,14.919999999999998,,1.0,4.0,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,,,,1.0,,,,0.4159,,1.0,1.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5,0.25,0.25,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548,1610612748,Dwyane Wade,Dwyane Wade,2548,MIA,348.0,6,-2,10,10,4.0,3.0,2,20,,,12,,,1.0,4.0,,25.0,,,,,0.5,0.45835,,0.4,,1.0,,1.0,,,,2.0,2.0,,,,,,,,,,,1.0,1.0,,,1.0,,,0.3333333333333333,,,1.0,0.3333333333333333,,0.5,,,0.5,,,,,0.5275,7.199999999999999,,1.0,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,1610612748,Ray Allen,Ray Allen,951,MIA,351.0,6,-5,8,8,,1.0,2,16,,1.0,12,,,,,1.0,20.0,,,,,1.0,0.57045,24.3,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202708,1610612748,Norris Cole,Norris Cole,202708,MIA,615.0,10,2,21,21,18.0,21.0,4,42,,1.0,16,,,,18.0,0.25,24.0,,,,,0.75,0.5517375,24.4,0.8571428571428571,,2.0,,,1.0,,,3.0,4.0,,,1.0,1.0,,2.0,2.0,,,6.0,,,,,,,0.375,0.4,0.3333333333333333,,,,,0.5,,,,,,0.25,,0.5503,7.066666666666666,,2.0,1.0,,,,,1.0,1.0,1.0,,,3.0,,1.0,1.0,3.0,,1.0,,,,,1.0,1.0,1.0,,1.0,2.0,,1.0,,,1.0,1.0,,1.0,,0.125,0.5,,,,,,0.25,,,,1.0,1.0,,,0.6666666666666666,,,1.0,,0.25,,,1.0,,,,,,0.5,,,,0.25,,1.0,,0.2,0.25,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2592,1610612748,James Jones,James Jones,2592,MIA,902.0,15,1,32,31,19.0,31.0,3,63,1.0,9.0,39,,,3.0,19.0,0.9,28.571428571428573,,,,0.1,0.9,0.51319,24.4,0.59375,,,,,8.0,4.0,1.0,1.0,17.0,5.0,,8.0,,,1.0,1.0,1.0,,3.0,1.0,3.0,,,1.0,1.0,0.85,0.85,,,0.16666666666666666,0.18181818181818182,0.5,,,,,,,0.8,0.6666666666666666,0.49804166666666666,18.7,,,1.0,1.0,,1.0,1.0,4.0,5.0,,,,1.0,4.0,,14.0,12.0,3.0,4.0,,,1.0,1.0,,,,,,,,14.0,1.0,,0.8,0.5555555555555556,0.8,0.5555555555555556,1.1666666666666667,1.1666666666666667,,0.14285714285714285,0.2,,,0.2,0.1,1.0,1.0,1.0,0.5,0.5,,,,0.16666666666666666,1.0,0.5,,0.8235294117647058,1.0,,,2.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,0.75,3.0,1.0,1.0,0.75,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617,1610612748,Udonis Haslem,Udonis Haslem,2617,MIA,1075.0,18,2,37,36,21.0,34.0,5,73,,,41,2.0,2.0,7.0,21.0,,17.073170731707318,0.2222222222222222,0.13333333333333333,0.4,,0.5714285714285714,0.513,,0.5675675675675675,3.0,4.0,,,,,5.0,7.0,10.0,,2.0,,,,,,,,,1.0,5.0,1.0,,4.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,,,0.14285714285714285,0.25,,0.5714285714285714,0.75,0.75,,,,,,0.528675,8.828571428571427,1.0,3.0,3.0,,,,,,,,2.0,,4.0,,,4.0,,,,,,2.0,2.0,,,,,,,,4.0,2.0,,,,,,0.5,0.5,,0.4,0.4,,,0.4,0.42857142857142855,,,,,,0.5,,0.75,,,,0.45844999999999997,0.4,2.0,1.0,2.0,8.0,0.8,0.8,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.5,0.2,2.0,,,,,,,,,,2.0,0.5,,2.0,1.0,0.3333333333333333,1.0,0.6666666666666666,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201141,1610612748,Greg Oden,Greg Oden,201141,MIA,449.0,7,-3,16,17,6.0,17.0,1,33,,,24,,,1.0,6.0,,,,,,,,,,0.375,,,,,,,,,,,,,,1.0,,1.0,,,2.0,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
