EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,Arc3FGA,PenaltyArc3FGA,FG3A,OpponentPoints,PenaltyFG3A,HeaveAttempts,NonHeaveArc3FGA,DefTwoPtRebounds,DefRebounds,Rebounds,PenaltyOffPossExcludingTakeFouls,FG3APct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,OffRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyAtRimFGM,PenaltyCorner3FGA,SecondChanceFtPoints,ThreePtAssists,Arc3Assists,Corner3Assists,DefThreePtRebounds,FTDefRebounds,LostBallSteals,Loose Ball Fouls Drawn,NonShootingPenaltyNonTakeFouls,AtRimPctBlocked,DefFTReboundPct,DefThreePtReboundPct,DefCorner3ReboundPct,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3FGM,PenaltyFG3M,SelfOReb,LostBallOutOfBoundsTurnovers,Travels,Loose Ball Fouls,Charge Fouls Drawn,BlockingFoulsDrawn,ThreePtShootingFoulsDrawn,BlockedLongMidRange,RecoveredBlocks,PenaltyFg3Pct,OffLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,OffThreePtRebounds,FTOffRebounds,BlockingFouls,Offensive Fouls,Offensive Fouls Drawn,BlockedShortMidRange,OffFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,Technical Free Throw Trips,OffCorner3ReboundPct,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,DefensiveGoaltends,on,StepOutOfBoundsTurnovers,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,BlockedCorner3,Defensive 3 Seconds Violations,Corner3PctBlocked,OffensiveGoaltends
1740,1610612748,Rashard Lewis,Rashard Lewis,1740,MIA,1203.0,20,10.0,40,38,12,27,78,3.0,2.0,3.0,34,2.0,1.0,2.0,2.0,2.0,2.0,12,1.0,7.5,0.14285714285714285,0.11764705882352941,0.2,0.3333333333333333,1.0,1.0,1.0,0.52845,0.5415,33.46666666666667,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
201596,1610612748,Mario Chalmers,Mario Chalmers,201596,MIA,6324.0,105,-58.0,186,189,30,35,375,9.0,1.0,10.0,237,1.0,,9.0,3.0,3.0,4.0,30,0.29411764705882354,22.66009852216749,0.05084745762711865,0.03571428571428571,0.05,,0.2647058823529412,0.3333333333333333,0.6764705882352942,0.5262691176470587,0.4552333333333334,25.5,0.16129032258064516,19.0,8.0,13.0,1.0,1.0,1.0,3.0,9.0,1.0,2.0,1.0,6.0,1.0,1.0,12.0,24.0,6.0,3.0,45.0,2.0,3.0,1.0,1.0,7.0,1.0,2.0,2.0,4.0,14.0,10.0,15.0,3.0,2.0,6.0,2.0,11.0,11.0,4.0,1.0,6.0,22.0,1.0,1.0,1.0,1.0,7.0,1.0,5.0,3.0,2.0,10.0,1.0,2.0,3.0,8.0,1.0,6.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,0.5833333333333334,0.6363636363636364,0.8333333333333334,0.6,1.0,0.6,0.5,0.6666666666666666,0.5,0.6176470588235294,0.875,0.3333333333333333,0.625,0.875,0.5,0.08333333333333333,0.1111111111111111,0.5,0.7,0.0136986301369863,0.010638297872340425,0.0625,0.09523809523809523,0.38235294117647056,0.6153846153846154,0.6153846153846154,0.625,0.2647058823529412,0.3333333333333333,0.375,0.3333333333333333,0.058823529411764705,0.5,1.0,1.0,0.029411764705882353,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.25,1.0,1.0,0.25,1.0,1.0,0.3333333333333333,0.6666666666666666,0.5882625,0.05714285714285714,0.08,0.15555555555555556,0.08888888888888889,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
202708,1610612748,Norris Cole,Norris Cole,202708,MIA,3965.0,66,-7.0,125,126,60,67,251,5.0,1.0,7.0,133,3.0,,5.0,1.0,3.0,3.0,60,0.4666666666666667,14.492753623188406,0.03333333333333333,0.043478260869565216,,,0.3333333333333333,0.125,0.7333333333333333,0.5186833333333333,0.5281437499999999,24.814285714285713,0.48,13.0,2.0,4.0,,,3.0,,,1.0,4.0,2.0,2.0,,,3.0,8.0,2.0,3.0,15.0,,1.0,,,1.0,2.0,5.0,3.0,7.0,2.0,4.0,6.0,,,2.0,1.0,3.0,6.0,1.0,,2.0,15.0,,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,,1.0,1.0,4.0,,2.0,4.0,,1.0,1.0,,,,7.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.2857142857142857,,0.2857142857142857,0.375,,0.4,0.4,,0.25,0.4411764705882353,0.25,0.35,0.125,,,0.6666666666666666,,,,0.09090909090909091,0.26666666666666666,0.5,0.6666666666666666,,,,,,0.26666666666666666,0.25,0.25,1.0,0.13333333333333333,0.4,0.4,1.0,,,,,,,0.375,0.4,0.4117,0.0625,0.1111111111111111,0.06666666666666667,0.4666666666666667,9.9,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.25,0.14285714285714285,0.0625,0.25,0.3333333333333333,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
2544,1610612748,LeBron James,LeBron James,2544,MIA,7756.0,129,-62.0,232,234,47,52,466,12.0,4.0,13.0,281,4.0,,12.0,16.0,21.0,22.0,47,0.23636363636363636,27.16535433070866,0.2222222222222222,0.20618556701030927,0.28,0.2727272727272727,0.21818181818181817,0.3333333333333333,0.5454545454545454,0.5003881818181818,0.5376500000000001,25.04615384615385,0.2025862068965517,22.0,14.0,17.0,4.0,4.0,3.0,7.0,9.0,5.0,16.0,1.0,2.0,,,26.0,42.0,2.0,11.0,69.0,4.0,4.0,,,9.0,6.0,8.0,5.0,20.0,12.0,40.0,3.0,3.0,,2.0,1.0,8.0,14.0,2.0,3.0,3.0,34.0,1.0,1.0,7.0,5.0,1.0,4.0,1.0,7.0,,8.0,,4.0,4.0,6.0,,16.0,18.0,4.0,7.0,1.0,2.0,1.0,2.0,20.0,1.0,0.23076923076923078,0.23076923076923078,0.5,0.15384615384615385,,0.15384615384615385,0.6190476190476191,1.0,0.75,0.5272727272727272,1.0,0.625,0.5655737704918032,1.125,0.6666666666666666,0.023809523809523808,,,0.125,0.012195121951219513,0.008849557522123894,,0.12,0.3090909090909091,0.8235294117647058,0.875,0.21428571428571427,0.16363636363636364,0.7777777777777778,0.7777777777777778,0.14285714285714285,0.2909090909090909,0.3125,0.3125,0.4,0.01818181818181818,0.16666666666666666,0.16666666666666666,0.5,1.0,1.0,0.25,,,,0.25,0.16666666666666666,0.6068,0.15,0.15555555555555556,0.13043478260869565,0.2898550724637681,9.564285714285713,3.0,,1.0,6.0,4.0,2.0,4.0,1.0,2.0,,,0.058823529411764705,0.1111111111111111,0.16,0.2857142857142857,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.25,0.021739130434782608,0.1111111111111111,0.038461538461538464,0.5,0.25,0.13333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
2617,1610612748,Udonis Haslem,Udonis Haslem,2617,MIA,10113.0,169,-76.0,305,310,73,105,615,,,,374,,,,15.0,29.0,41.0,73,,12.759643916913946,0.1724137931034483,0.21774193548387097,0.27586206896551724,0.14285714285714285,,,0.4594594594594595,0.5132351351351351,0.5307375,,0.23934426229508196,32.0,11.0,17.0,4.0,6.0,5.0,,1.0,6.0,19.0,,,,,17.0,37.0,,6.0,40.0,5.0,8.0,,,13.0,3.0,8.0,5.0,11.0,26.0,8.0,,,6.0,,5.0,3.0,4.0,3.0,,,9.0,8.0,12.0,1.0,,,,,1.0,,1.0,,,17.0,28.0,,14.0,10.0,,3.0,2.0,3.0,2.0,3.0,11.0,2.0,0.7647058823529411,0.9285714285714286,,,,,0.4594594594594595,0.625,0.375,0.4594594594594595,0.625,0.375,0.47619047619047616,0.65,0.4583333333333333,0.13513513513513514,1.0,,,0.07692307692307693,0.07534246575342465,0.07407407407407407,0.1,0.4594594594594595,0.6470588235294118,0.8461538461538461,0.7272727272727273,0.02702702702702703,,,,0.5135135135135135,0.3157894736842105,0.3157894736842105,0.8333333333333334,,,,,0.75,0.6666666666666666,0.25,,,,0.625,,0.5880666666666667,0.075,0.075,0.325,0.275,9.832432432432432,2.0,,3.0,1.0,1.0,,12.0,2.0,1.0,4.0,6.0,0.23529411764705882,0.13333333333333333,0.32432432432432434,0.2222222222222222,0.4,,,,,,,1.0,3.0,,,,,,0.08620689655172414,0.35714285714285715,,,,,3.0,1.0,3.0,1.0,1.0,1.0,0.08333333333333333,0.07142857142857142,0.05263157894736842,0.0967741935483871,,,,,,,,,,,,,,,True,,,,,,,,,,,
2548,1610612748,Dwyane Wade,Dwyane Wade,2548,MIA,7625.0,127,-72.0,226,232,26,46,458,,,2.0,283,,,,5.0,8.0,11.0,26,0.0392156862745098,28.96825396825397,0.07575757575757576,0.07526881720430108,0.13043478260869565,,,,0.17647058823529413,0.4262019607843136,0.39044999999999996,23.15,0.11504424778761062,23.0,3.0,7.0,1.0,1.0,,10.0,16.0,7.0,26.0,2.0,,,,20.0,49.0,,11.0,51.0,2.0,3.0,,,8.0,2.0,2.0,4.0,8.0,14.0,26.0,,,2.0,,1.0,9.0,13.0,6.0,,3.0,30.0,3.0,3.0,6.0,4.0,10.0,1.0,6.0,6.0,4.0,16.0,1.0,1.0,5.0,12.0,2.0,11.0,13.0,1.0,7.0,,1.0,1.0,1.0,8.0,,0.35,0.3684210526315789,,,,,0.40816326530612246,0.6666666666666666,1.0,0.39215686274509803,0.6666666666666666,1.0,0.4473684210526316,0.8,1.0,0.02040816326530612,,,0.625,0.034482758620689655,0.02586206896551724,,0.09090909090909091,0.13725490196078433,0.42857142857142855,0.5,0.3333333333333333,0.3137254901960784,0.625,0.625,0.3,0.5098039215686274,0.2692307692307692,0.2692307692307692,0.42857142857142855,0.0392156862745098,,,,0.3333333333333333,1.0,,,,,,,0.48163333333333336,0.12280701754385964,0.12727272727272726,0.1568627450980392,0.1568627450980392,12.16938775510204,,,4.0,4.0,4.0,,2.0,1.0,2.0,,,0.14285714285714285,0.125,0.07407407407407407,0.25,,,,,1.0,,,1.0,,1.0,,,1.0,,0.041666666666666664,,0.03333333333333333,1.0,,,,,,2.0,,,,,0.058823529411764705,,,,,,,,,,,,,,,,True,,,,,,,,,,,
951,1610612748,Ray Allen,Ray Allen,951,MIA,2716.0,45,-36.0,75,79,19,41,154,6.0,2.0,7.0,108,2.0,,6.0,4.0,5.0,6.0,19,0.7777777777777778,13.953488372093023,0.19047619047619047,0.16666666666666666,0.14285714285714285,0.16666666666666666,0.6666666666666666,1.0,0.8888888888888888,0.5036055555555555,0.532125,25.857142857142858,0.25333333333333335,10.0,,1.0,,,,1.0,1.0,,,1.0,1.0,,,1.0,2.0,1.0,4.0,9.0,,,,,,,,1.0,1.0,,2.0,3.0,,,1.0,,,,,,,,,1.0,,,,,,2.0,,2.0,,,1.0,6.0,,2.0,4.0,,1.0,,2.0,2.0,2.0,1.0,,,,1.0,0.14285714285714285,,0.14285714285714285,0.5,,,0.2777777777777778,,,0.35,,,,,,,,0.02564102564102564,,0.25,0.1111111111111111,,,,0.1111111111111111,1.0,1.0,,,,,,0.1111111111111111,0.16666666666666666,0.16666666666666666,1.0,,,,,,,,0.16666666666666666,,0.1,0.3333333333333333,,0.1111111111111111,6.9,,,,,,,1.0,,,,1.0,,,0.1111111111111111,,,,,,,,,,,,,,1.0,,,0.16666666666666666,,0.5,,,1.0,,,2.0,,,,0.07142857142857142,,,2.0,0.25,,,,,,,,,,,,,True,,,,,,,,,,,
201962,1610612748,Toney Douglas,Toney Douglas,201962,MIA,1075.0,18,2.0,37,36,21,34,73,3.0,1.0,5.0,41,3.0,,3.0,,1.0,1.0,21,0.625,21.951219512195124,,0.08333333333333333,,,0.375,0.16666666666666666,0.75,0.4365125,0.4097916666666666,24.7,0.5675675675675675,5.0,,1.0,,1.0,1.0,,,,2.0,2.0,2.0,,,,3.0,3.0,1.0,10.0,,1.0,,1.0,,,3.0,1.0,4.0,,,3.0,6.0,,2.0,1.0,2.0,4.0,1.0,,1.0,10.0,,,,,,,,,,,,,,1.0,,1.0,2.0,,,1.0,,,,4.0,1.0,,,0.3333333333333333,0.6,,0.6,,,,0.5625,,0.25,0.5555555555555556,,0.2857142857142857,0.3333333333333333,,,,,,,,0.125,,,,,,,,0.25,,,,0.25,0.6666666666666666,0.6666666666666666,,0.5,,,,,,0.16666666666666666,0.6666666666666666,0.38465,,,,0.4,14.666666666666666,,2.0,,2.0,2.0,,1.0,,,,,1.0,,0.2,,,0.3333333333333333,,1.0,,,,,,,,,,0.3333333333333333,,0.2,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,,,,,True,,,,,,,,,,,
2592,1610612748,James Jones,James Jones,2592,MIA,1318.0,22,,48,45,32,34,93,6.0,2.0,8.0,54,3.0,,6.0,1.0,3.0,3.0,32,0.7272727272727273,23.076923076923077,0.1,0.11764705882352941,,0.3333333333333333,0.5454545454545454,0.3333333333333333,0.8181818181818182,0.5247909090909091,0.5067666666666667,24.4,0.6666666666666666,5.0,1.0,1.0,,,1.0,,,1.0,2.0,2.0,2.0,,,2.0,3.0,3.0,2.0,15.0,,,,,,2.0,3.0,2.0,12.0,4.0,,6.0,3.0,,2.0,,,1.0,,,,3.0,,,1.0,,,,,,,,,,,3.0,,1.0,3.0,,,,1.0,1.0,1.0,12.0,,1.0,1.0,0.6666666666666666,0.375,,0.375,0.6666666666666666,,0.6666666666666666,0.5909090909090909,,0.8333333333333334,0.625,,0.8571428571428571,,,,,,,,,0.09090909090909091,1.0,1.0,1.0,,,,,0.18181818181818182,0.5,0.5,1.0,0.18181818181818182,0.3333333333333333,0.3333333333333333,0.5,,,,,,,0.16666666666666666,0.3333333333333333,,0.08333333333333333,,,0.8,13.333333333333334,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,2.0,,0.14285714285714285,0.14285714285714285,,1.0,0.16666666666666666,1.0,2.0,,,,1.0,,,1.0,,,0.6666666666666666,,0.16666666666666666,,,0.5,0.1111111111111111,,,,,,,,,,,,,1.0,,1.0,0.5,0.5,1.0,,1.0,,,,,True,,,,,,,,,,,
201141,1610612748,Greg Oden,Greg Oden,201141,MIA,369.0,6,-4.0,13,14,3,14,27,,,,19,,,,,1.0,1.0,3,,,,,,,,,,,,,0.23076923076923078,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,2.0,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
