EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTOffRebounds,Loose Ball Fouls,ShortMidRangePctBlocked,OffFTReboundPct,AtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Fg3aBlocked,OffThreePtRebounds,Charge Fouls Drawn,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,LongMidRangePctAssisted,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,StepOutOfBoundsTurnovers,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,OffCorner3ReboundPct,BlocksRecoveredPct,Corner3PctBlocked,3pt And 1 Free Throw Trips,Blocked3s,BlockedCorner3,Clear Path Fouls,on,HeaveMakes,HeaveAttempts,BlockedArc3,BlockedLongMidRange
101108,1610612746,Chris Paul,Chris Paul,101108,LAC,20912.0,349.0,31.0,690,696,213.0,178.0,99.0,1386,14.0,26.0,1.0,3.0,4.0,11.0,10.0,28.0,14.0,34.0,1.0,3.0,22.0,51.0,3.0,6.0,8.0,20.0,38.0,88.0,23.0,54.0,30.0,175.0,771.0,3.0,10.0,3.0,6.0,3.0,18.0,9.0,27.0,8.0,20.0,15.0,57.0,2.0,74.0,21.0,48.0,2.0,51.0,22.0,2.0,84.0,27.0,111.0,18.0,9.0,37.0,16.0,31.0,249.0,8.0,10.0,17.0,1.0,28.0,8.0,36.0,6.0,30.0,13.0,17.0,19.0,5.0,16.0,16.0,2.0,3.0,1.0,35.0,2.0,12.0,14.0,1.0,38.0,6.0,2.0,45.0,2.0,7.0,1.0,39.0,2.0,2.0,7.0,1.0,11.0,53.0,208.0,6.0,6.0,0.02631578947368421,0.02702702702702703,0.30434782608695654,0.42592592592592593,0.5,0.4,0.42592592592592593,0.4318181818181818,0.3,0.3333333333333333,0.5105633802816901,0.46875,0.44680851063829785,0.5440251572327044,0.5,0.49137931034482757,0.38028169014084506,0.022727272727272728,0.07692307692307693,23.768472906403943,0.5428571428571428,0.047619047619047616,0.08629441624365482,0.03755868544600939,0.10989010989010989,0.09375,0.024922118380062305,0.05555555555555555,0.05263157894736842,0.011904761904761904,0.09722222222222222,0.07575757575757576,0.0847457627118644,0.10344827586206896,0.12121212121212122,0.07792207792207792,0.18309859154929578,0.5384615384615384,0.5833333333333334,0.19718309859154928,0.35714285714285715,0.35714285714285715,0.1,0.23943661971830985,0.4117647058823529,0.4117647058823529,0.02112676056338028,0.3333333333333333,0.3333333333333333,0.3591549295774648,0.43137254901960786,0.43137254901960786,0.3181818181818182,0.1875,0.3333333333333333,0.375,0.5,0.6666666666666666,0.23404255319148937,0.36363636363636365,0.425531914893617,0.4,0.5633802816901409,0.43137254901960786,0.4588595070422534,0.4646333333333333,0.44852340425531917,0.05405405405405406,0.07526881720430108,0.01818181818181818,0.10285714285714286,0.32571428571428573,10.538636363636364,25.77592592592592,0.30869565217391304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
101122,1610612746,Danny Granger,Danny Granger,101122,LAC,1392.0,23.0,-7.0,46,45,10.0,17.0,8.0,91,2.0,3.0,1.0,1.0,,,1.0,2.0,,,,1.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,5.0,1.0,4.0,3.0,12.0,60.0,1.0,1.0,1.0,1.0,,5.0,,,1.0,2.0,,3.0,4.0,2.0,3.0,,2.0,3.0,1.0,1.0,,1.0,1.0,1.0,,,,,3.0,1.0,1.0,1.0,,2.0,2.0,4.0,,,,,,,,,,,,,,,2.0,,3.0,,,2.0,,,,5.0,,1.0,2.0,,,3.0,10.0,,,0.6666666666666666,1.0,1.0,0.25,1.0,0.5,0.25,0.6,1.0,,0.5,1.25,0.75,0.5454545454545454,1.25,0.75,0.4444444444444444,0.2,,20.37037037037037,,,0.08333333333333333,0.07692307692307693,0.25,0.125,0.05,0.2,,,,,0.2,0.25,,,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.2222222222222222,0.5,1.0,1.0,,,,0.1111111111111111,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,0.5,1.0,1.0,,,1.0,0.5,0.7777777777777778,0.3333333333333333,0.4811,0.444625,0.36585,0.18181818181818182,0.2857142857142857,,0.4166666666666667,0.25,4.86,24.525,0.21739130434782608,1.0,1.0,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
200755,1610612746,JJ Redick,JJ Redick,200755,LAC,17627.0,294.0,28.0,578,585,171.0,151.0,79.0,1163,9.0,13.0,1.0,1.0,,1.0,7.0,15.0,15.0,34.0,9.0,13.0,12.0,37.0,1.0,7.0,4.0,9.0,31.0,62.0,21.0,50.0,19.0,144.0,655.0,3.0,4.0,2.0,9.0,,12.0,3.0,10.0,6.0,13.0,9.0,33.0,56.0,6.0,63.0,,,37.0,12.0,3.0,10.0,3.0,13.0,1.0,2.0,8.0,,2.0,29.0,3.0,6.0,6.0,4.0,16.0,4.0,20.0,,8.0,5.0,3.0,4.0,4.0,4.0,7.0,,,2.0,11.0,2.0,3.0,6.0,,17.0,,,14.0,1.0,2.0,,19.0,,9.0,3.0,,2.0,33.0,168.0,2.0,2.0,0.9032258064516129,0.9032258064516129,1.0,0.42,0.2222222222222222,0.46153846153846156,0.42,0.5,0.75,0.3,0.5580357142857143,0.46153846153846156,0.5217391304347826,0.5769230769230769,0.46153846153846156,0.5769230769230769,0.44642857142857145,0.04838709677419355,0.15384615384615385,18.962962962962962,0.36363636363636365,0.19047619047619047,0.036585365853658534,0.017241379310344827,0.075,0.04918032786885246,0.015209125475285171,0.01818181818181818,0.022727272727272728,0.013333333333333334,0.03333333333333333,0.018518518518518517,0.06,0.07547169811320754,0.07407407407407407,,0.11607142857142858,0.6923076923076923,0.8181818181818182,0.13392857142857142,0.4666666666666667,0.4666666666666667,0.8571428571428571,0.30357142857142855,0.4411764705882353,0.45454545454545453,0.11607142857142858,0.6923076923076923,0.6923076923076923,0.33035714285714285,0.32432432432432434,0.3333333333333333,1.0,0.07692307692307693,1.0,0.5384615384615384,0.14285714285714285,1.0,0.043478260869565216,,0.391304347826087,0.4444444444444444,0.5625,0.32432432432432434,0.47897767857142853,0.5138041666666667,0.4566065217391304,0.02608695652173913,0.046153846153846156,,0.08333333333333333,0.22916666666666666,13.298387096774194,25.214000000000002,0.2958477508650519,,,,,0.8888888888888888,1.0,2.0,2.0,4.0,1.0,1.0,2.0,0.02,0.029411764705882353,0.02702702702702703,0.011235955056179775,0.014285714285714285,0.9333333333333333,1.0,1.0,0.15384615384615385,0.5,1.0,0.17391304347826086,0.5,,,,,,,,,,,,,,,,,True,,,,
201599,1610612746,DeAndre Jordan,DeAndre Jordan,201599,LAC,20248.0,337.0,-7.0,653,664,168.0,158.0,89.0,1317,39.0,51.0,15.0,23.0,9.0,11.0,1.0,2.0,,,,,,,,,,,40.0,53.0,,,20.0,100.0,744.0,15.0,23.0,,,8.0,38.0,9.0,12.0,,,10.0,28.0,60.0,20.0,,,20.0,,,1.0,4.0,3.0,7.0,3.0,,2.0,,2.0,17.0,25.0,23.0,56.0,8.0,87.0,33.0,120.0,3.0,9.0,8.0,1.0,2.0,,2.0,12.0,1.0,,,14.0,,4.0,17.0,,37.0,1.0,5.0,41.0,7.0,1.0,,55.0,5.0,,17.0,,13.0,28.0,167.0,4.0,6.0,0.75,1.0,,,,,,0.7547169811320755,0.6521739130434783,0.75,0.7547169811320755,0.6521739130434783,0.75,0.6410256410256411,0.6129032258064516,0.5384615384615384,,0.018867924528301886,,12.057667103538664,0.14285714285714285,0.4,0.3010752688172043,0.12135922330097088,0.24731182795698925,0.2831541218637993,0.10749185667752444,0.140625,0.13793103448275862,0.09523809523809523,0.25757575757575757,0.23809523809523808,0.42105263157894735,0.2711864406779661,0.20588235294117646,0.25,0.9622641509433962,0.7647058823529411,0.7647058823529411,0.03773584905660377,0.5,1.0,1.0,,,,,,,,,,,1.0,0.6521739130434783,,,,0.9166666666666666,0.8181818181818182,,,0.9622641509433962,,0.5430716981132074,0.5414666666666667,0.5284333333333334,0.26153846153846155,0.26153846153846155,,0.38,0.28,1.9698113207547168,,0.2572741194486983,,8.0,0.5,,0.7435897435897436,,,,,,8.0,1.0,,,,0.07920792079207921,0.05263157894736842,,,0.3333333333333333,,,,,,1.0,28.0,20.0,8.0,28.0,12.0,3.0,3.0,1.0,0.16,0.42857142857142855,,,,,,True,,,,
2440,1610612746,Matt Barnes,Matt Barnes,2440,LAC,24248.0,404.0,-6.0,800,808,253.0,237.0,110.0,1608,16.0,25.0,4.0,7.0,5.0,9.0,4.0,12.0,6.0,10.0,7.0,27.0,12.0,33.0,1.0,4.0,3.0,9.0,26.0,47.0,19.0,60.0,13.0,122.0,916.0,4.0,9.0,2.0,9.0,,14.0,8.0,17.0,6.0,23.0,4.0,38.0,42.0,10.0,54.0,3.0,6.0,33.0,12.0,5.0,19.0,4.0,23.0,3.0,1.0,12.0,2.0,5.0,50.0,5.0,17.0,16.0,3.0,36.0,22.0,58.0,1.0,12.0,8.0,4.0,11.0,,9.0,6.0,1.0,2.0,1.0,17.0,3.0,5.0,23.0,,41.0,1.0,,19.0,4.0,3.0,,19.0,1.0,,8.0,,2.0,38.0,248.0,3.0,2.0,0.8076923076923077,0.9130434782608695,0.9473684210526315,0.31666666666666665,0.2222222222222222,0.2608695652173913,0.31666666666666665,0.5531914893617021,0.4444444444444444,0.47058823529411764,0.5093457943925234,0.3888888888888889,0.425,0.5258620689655172,0.3684210526315789,0.4318181818181818,0.5607476635514018,0.10638297872340426,0.12,14.255091103965702,0.6470588235294118,0.1111111111111111,0.07339449541284404,0.020242914979757085,0.15178571428571427,0.1,0.053475935828877004,0.0125,0.04477611940298507,0.01,0.06578947368421052,0.04054054054054054,0.11764705882352941,0.17333333333333334,0.10810810810810811,0.01818181818181818,0.2336448598130841,0.64,0.7272727272727273,0.11214953271028037,0.3333333333333333,0.4,0.75,0.09345794392523364,0.6,0.6,0.2523364485981308,0.25925925925925924,0.2692307692307692,0.308411214953271,0.36363636363636365,0.36363636363636365,0.9166666666666666,0.3888888888888889,0.5714285714285714,0.2222222222222222,0.25,,0.225,0.5555555555555556,0.225,0.3333333333333333,0.794392523364486,0.36363636363636365,0.5218783018867924,0.491425,0.5102025641025641,0.07017543859649122,0.14814814814814814,,0.11475409836065574,0.3114754098360656,6.693617021276597,24.44166666666667,0.31625,2.0,4.0,0.16666666666666666,0.04878048780487805,0.75,1.0,5.0,3.0,14.0,1.0,15.0,1.0,0.016666666666666666,,,0.11811023622047244,0.1276595744680851,1.0,1.0,0.25,0.2777777777777778,0.2,1.0,0.35,0.21428571428571427,2.0,3.0,2.0,1.0,3.0,2.0,,,,0.09090909090909091,0.6666666666666666,0.037037037037037035,,,,,True,,,,
201933,1610612746,Blake Griffin,Blake Griffin,201933,LAC,21199.0,353.0,4.0,690,700,202.0,185.0,95.0,1390,47.0,74.0,11.0,17.0,18.0,25.0,16.0,34.0,29.0,69.0,1.0,2.0,,2.0,,,,,92.0,177.0,1.0,4.0,52.0,239.0,785.0,14.0,22.0,1.0,2.0,4.0,35.0,27.0,45.0,,1.0,21.0,75.0,120.0,64.0,3.0,,14.0,2.0,,5.0,22.0,10.0,32.0,6.0,4.0,17.0,2.0,3.0,74.0,20.0,11.0,26.0,4.0,41.0,26.0,67.0,6.0,10.0,6.0,4.0,12.0,1.0,5.0,11.0,1.0,7.0,1.0,23.0,2.0,5.0,16.0,2.0,40.0,1.0,5.0,65.0,6.0,4.0,,72.0,6.0,,29.0,,10.0,75.0,198.0,5.0,8.0,0.6521739130434783,0.7058823529411765,1.0,0.25,0.5,,0.25,0.519774011299435,0.6363636363636364,0.6,0.5165745856353591,0.6458333333333334,0.5869565217391305,0.5584112149532711,0.6481481481481481,0.635593220338983,0.022099447513812154,0.02824858757062147,0.02702702702702703,29.404466501240694,0.5217391304347826,0.17391304347826086,0.14054054054054055,0.09216589861751152,0.10784313725490197,0.1289198606271777,0.07339449541284404,0.17391304347826086,0.09090909090909091,0.03225806451612903,0.15384615384615385,0.16923076923076924,0.09090909090909091,0.11764705882352941,0.08823529411764706,0.07228915662650602,0.4088397790055249,0.6351351351351351,0.6527777777777778,0.1878453038674033,0.47058823529411764,0.5161290322580645,0.4375,0.3812154696132597,0.42028985507246375,0.42028985507246375,0.011049723756906077,0.5,0.5,0.011049723756906077,,,,0.7083333333333334,0.6470588235294118,,,,0.5434782608695652,0.72,,,0.430939226519337,,0.4605908839779005,0.494705,0.490945652173913,0.14215686274509803,0.145,,0.14644351464435146,0.3138075313807531,9.250282485875708,24.725,0.2927536231884058,2.0,4.0,0.08823529411764706,0.0625,0.7021276595744681,1.0,2.0,,1.0,,4.0,2.0,,,,0.03636363636363636,0.036585365853658534,0.6896551724137931,1.0,0.2727272727272727,0.08333333333333333,0.5,1.0,0.021739130434782608,,,11.0,8.0,3.0,11.0,7.0,,1.0,,0.03571428571428571,0.6363636363636364,,,,,,True,,,,
2037,1610612746,Jamal Crawford,Jamal Crawford,2037,LAC,7266.0,121.0,-27.0,251,248,116.0,108.0,33.0,499,6.0,14.0,1.0,2.0,2.0,4.0,4.0,12.0,6.0,17.0,1.0,4.0,7.0,24.0,,3.0,2.0,10.0,16.0,43.0,8.0,28.0,15.0,71.0,298.0,2.0,4.0,,3.0,,4.0,3.0,13.0,3.0,11.0,3.0,18.0,12.0,20.0,12.0,12.0,,24.0,7.0,3.0,10.0,1.0,11.0,,1.0,9.0,1.0,,23.0,2.0,4.0,1.0,,5.0,3.0,8.0,1.0,5.0,1.0,4.0,6.0,2.0,2.0,2.0,,4.0,,8.0,,5.0,3.0,2.0,11.0,,,12.0,1.0,,,17.0,2.0,1.0,7.0,2.0,,18.0,113.0,2.0,,0.375,0.375,0.5,0.2857142857142857,,0.2727272727272727,0.2857142857142857,0.37209302325581395,0.5,0.23076923076923078,0.39436619718309857,0.2857142857142857,0.3125,0.45454545454545453,0.2857142857142857,0.34615384615384615,0.39436619718309857,0.06976744186046512,0.14285714285714285,29.51388888888889,0.75,,0.015873015873015872,0.02631578947368421,0.11764705882352941,0.05154639175257732,0.017241379310344827,0.04,,0.037037037037037035,,0.041666666666666664,,0.08333333333333333,0.2,0.023809523809523808,0.19718309859154928,0.42857142857142855,0.5,0.16901408450704225,0.3333333333333333,0.3333333333333333,0.25,0.23943661971830985,0.35294117647058826,0.375,0.056338028169014086,0.25,0.25,0.3380281690140845,0.2916666666666667,0.2916666666666667,0.42857142857142855,0.2857142857142857,0.5,0.42857142857142855,,,0.16666666666666666,0.5,0.4166666666666667,0.2,0.5915492957746479,0.2916666666666667,0.44693591549295775,0.46600833333333336,0.4263166666666666,0.11688311688311688,0.14583333333333334,0.06896551724137931,0.056338028169014086,0.2535211267605634,10.351162790697673,25.692857142857143,0.46215139442231074,1.0,,,0.09090909090909091,0.3333333333333333,,,1.0,1.0,,,,,0.058823529411764705,,,,0.5,1.0,,,,,0.041666666666666664,1.0,,,,,1.0,,,,,,,,1.0,1.0,1.0,,True,,,,
201954,1610612746,Darren Collison,Darren Collison,201954,LAC,4950.0,82.0,-31.0,173,175,74.0,93.0,20.0,348,3.0,10.0,,3.0,,4.0,1.0,5.0,4.0,7.0,,2.0,,1.0,,,,,8.0,22.0,,3.0,13.0,29.0,214.0,,3.0,,1.0,,,1.0,8.0,,2.0,9.0,11.0,4.0,12.0,,,,1.0,,2.0,8.0,2.0,10.0,1.0,1.0,3.0,1.0,4.0,22.0,4.0,1.0,3.0,,4.0,5.0,9.0,2.0,2.0,1.0,1.0,5.0,1.0,5.0,3.0,1.0,,1.0,8.0,1.0,2.0,2.0,,7.0,,,11.0,,3.0,,17.0,,1.0,4.0,,4.0,7.0,70.0,2.0,1.0,0.25,0.25,,,,,,0.36363636363636365,,0.125,0.32,,0.1,0.4393939393939394,,0.36666666666666664,0.12,0.09090909090909091,0.2,20.918367346938776,0.625,,0.09090909090909091,0.07692307692307693,0.034482758620689655,0.06451612903225806,0.060240963855421686,0.0625,0.058823529411764705,0.10526315789473684,0.3333333333333333,0.07692307692307693,,0.043478260869565216,,0.13333333333333333,0.4,0.3,0.375,0.2,0.2,0.2,,0.28,0.5714285714285714,0.5714285714285714,0.08,,,0.04,,,,0.75,,,,,0.4,,,,0.52,,0.5031899999999999,0.55905,0.5480400000000001,0.13793103448275862,0.15384615384615385,,,0.3793103448275862,9.322727272727274,23.566666666666663,0.4277456647398844,,1.0,,,0.3333333333333333,,1.0,,2.0,,1.0,,,,,0.03225806451612903,0.05,0.25,,,0.25,,,0.2,,,,,,,,,,,,,,,,,1.0,True,,,,
200797,1610612746,Ryan Hollins,Ryan Hollins,200797,LAC,18.0,,,1,1,1.0,1.0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
201175,1610612746,Glen Davis,Glen Davis,201175,LAC,3015.0,50.0,-17.0,103,102,48.0,46.0,14.0,205,4.0,5.0,,,2.0,3.0,2.0,4.0,3.0,5.0,,,,,,,,,9.0,14.0,,,,18.0,120.0,1.0,1.0,,,,2.0,4.0,7.0,,,,8.0,18.0,,,,,,,3.0,2.0,1.0,3.0,1.0,,2.0,,,7.0,4.0,4.0,5.0,,9.0,5.0,14.0,1.0,1.0,,1.0,3.0,,2.0,1.0,,1.0,,4.0,1.0,3.0,5.0,,9.0,,1.0,,,,,,,,,,,8.0,48.0,3.0,,1.0,1.0,,,,,,0.6428571428571429,1.0,0.5714285714285714,0.6428571428571429,1.0,0.5714285714285714,0.6428571428571429,1.0,0.5714285714285714,,0.21428571428571427,0.2,15.126050420168069,0.75,,0.1724137931034483,0.11764705882352941,0.3076923076923077,0.21428571428571427,0.07407407407407407,0.08333333333333333,0.2222222222222222,0.07692307692307693,0.21428571428571427,0.14285714285714285,0.125,0.2222222222222222,0.5,0.5,0.35714285714285715,0.8,1.0,0.2857142857142857,0.5,0.6666666666666666,1.0,0.35714285714285715,0.6,0.75,,,,,,,,,,,,,0.42857142857142855,0.6666666666666666,,,0.35714285714285715,,0.4532928571428571,0.3946,0.4563285714285715,,,,0.1111111111111111,0.4444444444444444,8.642857142857142,,0.46601941747572817,1.0,,0.25,0.14285714285714285,1.0,,,,,,,,,0.2,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
