EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3A,PenaltyFG2M,PenaltyFG3A,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,2pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedLongMidRange,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,LongMidRangePctBlocked,DefCorner3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyArc3Frequency,NonHeaveArc3Accuracy,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,PtsUnassisted3s,Corner3Assists,LostBallSteals,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,PenaltyAtRimFGM,PenaltyAtRimAccuracy,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyCorner3FGM,SecondChanceFtPoints,Blocked3s,BlockedArc3,PenaltyCorner3Accuracy,StepOutOfBoundsTurnovers,OffCorner3ReboundPct,on,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,ThreePtShootingFoulsDrawn,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct
1709,1610612750,Michael Olowokandi,Michael Olowokandi,1709,MIN,13400.0,223,-27,410,414,102,140,40,824,5.0,8,3.0,5.0,1.0,7.0,27.0,1.0,1.0,12.0,36,1.0,7.0,31.0,430,3.0,5.0,6.0,7.0,5.0,5.0,12.0,12.0,6.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,3.0,12.0,1.0,9.0,22,5.0,36,16.0,52,1.0,2.0,2.0,6.0,1.0,4.0,11.0,1.0,2.0,3.0,17.0,2.0,1.0,17.0,50,9.0,4.0,8.0,2.0,2.0,11.0,9.0,2.0,11.0,7.0,1.0,1.0,3.0,5.0,102,12.0,0.5,0.6666666666666666,0.3333333333333333,0.6,0.32432432432432434,0.6,0.3780487804878049,0.6,0.25,0.02702702702702703,1.0,0.05555555555555555,0.125,0.037037037037037035,1.0,12.803532008830022,0.35294117647058826,0.29411764705882354,0.14285714285714285,0.14193548387096774,0.08163265306122448,0.1836734693877551,0.08108108108108109,0.15196078431372548,0.08152173913043478,0.07692307692307693,0.05084745762711865,0.11290322580645161,0.10344827586206896,0.12244897959183673,0.11627906976744186,0.1746031746031746,0.24324324324324326,0.045454545454545456,0.6363636363636364,0.21621621621621623,0.625,0.7142857142857143,0.4,0.7297297297297297,0.25925925925925924,0.2692307692307692,0.5714285714285714,0.02702702702702703,0.02702702702702703,1.0,0.6,0.14285714285714285,0.24324324324324326,0.42609324324324327,0.5782,0.4069,0.05128205128205128,0.05263157894736842,0.1935483870967742,0.16129032258064516,7.311111111111113,26.2,0.24878048780487805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1887,1610612750,Wally Szczerbiak,Wally Szczerbiak,1887,MIN,5456.0,91,12,172,170,59,67,13,342,2.0,4,,,,5.0,13.0,15.0,5.0,14.0,32,7.0,12.0,49.0,170,1.0,2.0,2.0,9.0,11.0,17.0,20.0,8.0,,4.0,3.0,,4.0,5.0,,11.0,,,,4.0,7,2.0,13,,13,,1.0,1.0,4.0,1.0,3.0,4.0,,1.0,1.0,8.0,,2.0,3.0,9,,2.0,12.0,2.0,3.0,1.0,,,1.0,,,,,17.0,59,,0.7142857142857143,0.7142857142857143,0.4375,0.5,0.47435897435897434,0.3333333333333333,0.5348837209302325,0.3333333333333333,0.5,0.1794871794871795,,0.09375,,0.15384615384615385,,27.419354838709676,0.5,0.2,,0.11290322580645161,,0.16666666666666666,,0.12790697674418605,,,,,,0.21428571428571427,0.05263157894736842,0.10344827586206896,0.05,,,0.10256410256410256,0.5,0.5,1.0,0.3333333333333333,0.38461538461538464,0.45454545454545453,0.8,0.38461538461538464,0.1282051282051282,,,,0.28205128205128205,0.43993947368421055,0.4535833333333333,0.407995,0.05,0.06060606060606061,0.04081632653061224,0.3469387755102041,12.928125000000001,27.085714285714285,0.3430232558139535,7.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,9.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,0.42857142857142855,0.5,0.3333333333333333,0.3,0.06666666666666667,0.75,0.4666666666666667,0.5,0.5714285714285714,0.05128205128205128,0.5,0.5,1.0,0.4,0.4,1.0,0.3333333333333333,0.1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2058,1610612750,Mark Madsen,Mark Madsen,2058,MIN,1699.0,28,-8,57,58,24,16,6,115,1.0,2,,1.0,,1.0,1.0,,,2.0,3,,,4.0,51,1.0,2.0,2.0,1.0,,2.0,2.0,2.0,,,,,,,,,,1.0,,,4,,4,1.0,5,,,,,,,1.0,1.0,,,1.0,,,,1,,,4.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,2.0,24,,0.5,0.5,0.6666666666666666,0.5,0.6666666666666666,0.5,0.4,0.5,0.3333333333333333,,,,,,,9.523809523809524,,,,0.21052631578947367,0.047619047619047616,,,0.14814814814814814,0.041666666666666664,0.2,,,,0.3333333333333333,,0.2222222222222222,,,1.0,0.6666666666666666,0.5,0.5,1.0,0.3333333333333333,1.0,1.0,,,,0.5,,,0.6666666666666666,0.48823333333333335,0.4505,0.3251,0.25,0.25,0.5,0.5,2.3666666666666667,,0.42105263157894735,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
208,1610612750,Sam Cassell,Sam Cassell,208,MIN,6488.0,108,-31,199,204,51,77,19,403,,3,,,1.0,,3.0,21.0,14.0,10.0,27,15.0,13.0,48.0,219,,,3.0,9.0,4.0,16.0,6.0,14.0,,14.0,3.0,,13.0,18.0,5.0,41.0,,,,1.0,4,,5,,5,,4.0,2.0,9.0,,5.0,1.0,1.0,4.0,,10.0,2.0,3.0,2.0,6,,,15.0,5.0,2.0,,,,,,,,,16.0,51,2.0,0.3,0.3,0.37037037037037035,,0.4166666666666667,1.5,0.47959183673469385,1.5,0.47058823529411764,0.35714285714285715,,0.1111111111111111,0.6666666666666666,0.3333333333333333,,26.940639269406393,0.9,,,0.058823529411764705,,0.045454545454545456,,0.05555555555555555,,,,,,0.045454545454545456,0.11764705882352941,0.034482758620689655,0.0625,,,0.07142857142857142,,,,0.07142857142857142,,,,0.5,0.3333333333333333,,,0.07142857142857142,0.42857142857142855,0.46444523809523813,0.5607,0.4439678571428572,0.10638297872340426,0.15625,0.0625,0.3333333333333333,15.299999999999999,25.12,0.2562814070351759,10.0,1.0,1.0,,4.0,5.0,5.0,1.0,3.0,5.0,6.0,,4.0,5.0,3.0,4.0,4.0,,1.0,,0.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.42857142857142855,,,0.47619047619047616,0.47619047619047616,0.3,0.023809523809523808,1.0,1.0,1.0,0.2857142857142857,0.2857142857142857,0.25,,0.35714285714285715,0.2857142857142857,1.0,1.0,2.0,1.0,2.0,9.0,2.0,2.0,1.0,0.4,1.0,1.0,1.0,0.4,,,,,,,,,,,,True,,,,,,
2239,1610612750,Trenton Hassell,Trenton Hassell,2239,MIN,5802.0,97,-53,167,176,22,52,19,343,4.0,5,3.0,3.0,1.0,5.0,7.0,11.0,,12.0,23,,,24.0,205,3.0,4.0,6.0,3.0,,4.0,16.0,8.0,6.0,,2.0,,3.0,5.0,2.0,12.0,,5.0,,,2,,2,5.0,7,,2.0,,2.0,,1.0,,,1.0,,2.0,,,3.0,8,,,,,,2.0,2.0,,2.0,,,,,4.0,22,,0.6666666666666666,0.8888888888888888,0.5217391304347826,0.75,0.5217391304347826,0.75,0.5217391304347826,0.75,0.6666666666666666,,,0.08695652173913043,0.2,0.14285714285714285,,13.297872340425533,1.0,,,0.031746031746031744,0.07142857142857142,,,0.024390243902439025,0.060240963855421686,0.07142857142857142,0.13636363636363635,0.029411764705882353,,,0.058823529411764705,0.045454545454545456,,,,0.21739130434782608,0.8,1.0,0.25,0.30434782608695654,0.7142857142857143,0.8333333333333334,0.8,0.4782608695652174,,0.75,1.0,0.3333333333333333,0.21739130434782608,0.4426652173913044,0.5537000000000001,0.5095333333333333,,,0.25,0.16666666666666666,11.317391304347826,,0.1317365269461078,3.0,,,,,,,,2.0,,,,,2.0,2.0,,1.0,,,,,,,0.6666666666666666,0.6666666666666666,,,0.2727272727272727,0.2727272727272727,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,1.0,,,,,,,,,,True,,,,,,
697,1610612750,Fred Hoiberg,Fred Hoiberg,697,MIN,6714.0,112,2,214,214,55,66,21,428,2.0,4,,1.0,1.0,,1.0,3.0,7.0,4.0,8,12.0,1.0,30.0,193,,1.0,,2.0,,3.0,8.0,,,7.0,,,8.0,8.0,5.0,16.0,,1.0,,4.0,13,2.0,19,1.0,20,,3.0,,3.0,,2.0,,,1.0,,3.0,,,2.0,10,,,1.0,,,,,,,,,,,3.0,55,,1.0,1.0,0.5,,0.725,,0.725,,0.3,0.6,,,,,,9.70464135021097,1.0,0.2,,0.1511627906976744,0.0125,0.14814814814814814,,0.1504424778761062,0.010416666666666666,,,0.037037037037037035,,0.15384615384615385,0.17391304347826086,0.13513513513513514,0.13043478260869565,,,0.2,0.5,0.5,1.0,0.05,,,,0.15,0.35,1.0,,0.2,0.8,0.5524,0.5683,0.57871,,,,0.1,8.3375,24.125,0.2570093457943925,2.0,3.0,5.0,,4.0,1.0,7.0,,,3.0,21.0,,4.0,,,,3.0,,1.0,,1.0,0.5833333333333334,0.5833333333333334,,0.3,,0.25,0.6666666666666666,0.6666666666666666,1.0,0.25,0.6,0.6,1.0,0.5714285714285714,0.5714285714285714,1.0,,0.2,0.5714285714285714,,,1.0,,1.0,,,3.0,,0.3333333333333333,,,,1.0,,,2.0,0.4,,,,,,,,True,,,,,,
84,1610612750,Latrell Sprewell,Latrell Sprewell,84,MIN,10741.0,179,-13,327,330,94,117,32,657,6.0,10,1.0,1.0,4.0,7.0,15.0,31.0,13.0,27.0,56,20.0,16.0,97.0,349,3.0,4.0,13.0,15.0,12.0,30.0,18.0,36.0,2.0,13.0,2.0,,14.0,18.0,6.0,40.0,,1.0,,3.0,7,,10,1.0,11,1.0,7.0,7.0,7.0,,4.0,3.0,2.0,3.0,,10.0,,3.0,2.0,6,,,18.0,6.0,4.0,3.0,1.0,2.0,4.0,1.0,,,,30.0,94,2.0,0.3333333333333333,0.34615384615384615,0.48214285714285715,0.75,0.5328947368421053,0.9,0.5773809523809523,0.9285714285714286,0.625,0.2631578947368421,,0.03571428571428571,0.1,0.06666666666666667,,26.038781163434905,0.7,,,0.056,0.008771929824561403,0.08571428571428572,,0.0625,0.00684931506849315,,0.022222222222222223,,,0.05,,0.09803921568627451,0.08,0.02631578947368421,0.25,0.13157894736842105,0.6,0.6666666666666666,0.3333333333333333,0.19736842105263158,0.4666666666666667,0.5,0.2857142857142857,0.40789473684210525,0.17105263157894737,0.2,1.0,0.2222222222222222,0.39473684210526316,0.4714625,0.45257499999999995,0.47140277777777784,0.075,0.1,0.13402061855670103,0.30927835051546393,12.599999999999998,24.470000000000002,0.2874617737003058,14.0,2.0,7.0,,7.0,2.0,9.0,1.0,6.0,3.0,21.0,,7.0,4.0,3.0,4.0,4.0,2.0,,,0.7777777777777778,0.45,0.45,0.4,0.5,,0.1,0.45161290322580644,0.45161290322580644,0.35714285714285715,0.09210526315789473,0.2857142857142857,0.2857142857142857,1.0,0.5384615384615384,0.5384615384615384,0.7142857142857143,,0.1111111111111111,0.5384615384615384,1.0,1.0,1.0,1.0,2.0,6.0,1.0,,1.0,0.6666666666666666,0.2,1.0,1.0,0.5,1.0,0.25,1.0,0.05555555555555555,1.0,4.0,1.0,1.0,1.0,,,True,,,,,,
239,1610612750,Darrick Martin,Darrick Martin,239,MIN,5099.0,85,2,154,152,28,41,16,306,4.0,7,1.0,1.0,,,,6.0,11.0,5.0,13,12.0,5.0,24.0,158,2.0,2.0,4.0,,4.0,7.0,2.0,8.0,2.0,11.0,2.0,,9.0,11.0,2.0,24.0,,3.0,,,8,,8,3.0,11,,2.0,,2.0,1.0,1.0,2.0,,1.0,,4.0,,2.0,3.0,8,1.0,1.0,6.0,1.0,2.0,,,,,,,,1.0,7.0,28,,0.2,0.25,0.38461538461538464,1.0,0.38,1.0,0.42857142857142855,1.0,0.875,0.48,,0.15384615384615385,0.2857142857142857,,,18.71345029239766,0.5,,,0.12903225806451613,0.06,,,0.0975609756097561,0.045454545454545456,,0.1111111111111111,0.043478260869565216,,0.14285714285714285,0.15789473684210525,0.09090909090909091,,,,0.28,0.5714285714285714,0.8,0.25,,,,,0.24,0.44,0.5,1.0,,0.76,0.533102,0.50595,0.46875,0.038461538461538464,0.07142857142857142,0.16666666666666666,0.2916666666666667,9.461538461538462,25.291666666666668,0.18181818181818182,1.0,1.0,1.0,,2.0,2.0,3.0,,,2.0,6.0,,2.0,2.0,1.0,3.0,4.0,,,,0.6666666666666666,0.25,0.25,,0.75,,,0.16666666666666666,0.16666666666666666,,0.04,1.0,1.0,1.0,0.18181818181818182,0.18181818181818182,0.5,,1.0,0.18181818181818182,,,1.0,,1.0,3.0,1.0,2.0,,0.5,,,,0.5,,,,,,,,,,,,True,,,,,,
708,1610612750,Kevin Garnett,Kevin Garnett,708,MIN,11073.0,185,-6,334,336,71,119,33,670,11.0,16,3.0,4.0,2.0,10.0,26.0,28.0,6.0,36.0,70,6.0,18.0,96.0,352,6.0,8.0,18.0,8.0,6.0,14.0,46.0,26.0,6.0,4.0,4.0,,12.0,20.0,7.0,48.0,3.0,3.0,,6.0,38,6.0,50,6.0,56,,5.0,4.0,6.0,,3.0,11.0,2.0,3.0,2.0,17.0,1.0,3.0,3.0,11,2.0,4.0,24.0,11.0,1.0,11.0,11.0,,11.0,5.0,,1.0,1.0,14.0,71,2.0,0.6388888888888888,0.696969696969697,0.5142857142857142,0.75,0.5131578947368421,0.8333333333333334,0.5459770114942529,0.9,0.4375,0.07894736842105263,,0.05714285714285714,0.125,0.07692307692307693,,28.18428184281843,0.35294117647058826,0.35294117647058826,,0.296875,0.02654867256637168,0.15,0.09090909090909091,0.2619047619047619,0.0410958904109589,0.05555555555555555,0.02127659574468085,0.020833333333333332,0.07692307692307693,0.20930232558139536,0.3333333333333333,0.3469387755102041,0.2,,0.45454545454545453,0.21052631578947367,0.6875,0.7857142857142857,0.36363636363636365,0.34210526315789475,0.38461538461538464,0.4166666666666667,0.7,0.3684210526315789,0.07894736842105263,0.4444444444444444,0.75,0.16666666666666666,0.2894736842105263,0.4270472972972973,0.40054,0.41031000000000006,0.12790697674418605,0.1375,0.1875,0.14583333333333334,10.657142857142857,32.06666666666666,0.2125748502994012,15.0,,,,2.0,4.0,2.0,1.0,4.0,4.0,3.0,2.0,2.0,8.0,4.0,2.0,3.0,1.0,1.0,,0.5,0.3333333333333333,0.5,0.5,0.3333333333333333,,,0.5357142857142857,0.5357142857142857,0.8,,,,,0.3333333333333333,0.3333333333333333,0.5,,0.3333333333333333,0.5,1.0,1.0,,1.0,,3.0,4.0,1.0,1.0,,0.1111111111111111,1.0,1.0,,1.0,0.5,,,,3.0,,,,1.0,0.14285714285714285,True,,,,,,
718,1610612750,Gary Trent,Gary Trent,718,MIN,528.0,9,-13,16,16,4,5,1,32,,2,,1.0,1.0,,1.0,,,,3,,,,23,,1.0,,1.0,,,,,,,2.0,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,4,,,,,,,,,,,,,0.6666666666666666,1.0,,,16.666666666666668,,,,0.14285714285714285,,,,0.125,,,,,,,0.3333333333333333,,,,,0.6666666666666666,,,,0.3333333333333333,,,,,,1.0,,1.0,0.6666666666666666,0.4958,0.5734,0.5734,,,,,4.033333333333333,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
