EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,Corner3FGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3Assists,AtRimAssists,ShortMidRangeAssists,FTOffRebounds,SelfOReb,BadPassTurnovers,LostBallOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,BlockedLongMidRange,BlockedShortMidRange,LongMidRangePctBlocked,OffFTReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Travels,SecondChanceTurnovers,OffensiveGoaltends,Technical Free Throw Trips,PtsUnassisted3s,3SecondViolations,on,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
109,1610612759,Robert Horry,Robert Horry,109,SAS,6593.0,110.0,36,204,204,121.0,66,30.0,408,6.0,8.0,4.0,4.0,2.0,3.0,4.0,1.0,1,1.0,1.0,6.0,10.0,2.0,2.0,4.0,7.0,7.0,13,6.0,11.0,4.0,36.0,186,4.0,4.0,2.0,3.0,2.0,16.0,3.0,7.0,4.0,7.0,4.0,22.0,8.0,6.0,18.0,4.0,10.0,6.0,2.0,2.0,1.0,3.0,1.0,2.0,7.0,3.0,8.0,1.0,16.0,2.0,19.0,11.0,30.0,4.0,3.0,1.0,1.0,2.0,6.0,1.0,2.0,7.0,5.0,4.0,15.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,22.0,121.0,5.0,0.5714285714285714,0.8,1.0,0.5454545454545454,0.6666666666666666,0.5714285714285714,0.5454545454545454,0.5384615384615384,1.0,0.42857142857142855,0.6666666666666666,1.0,0.6428571428571429,0.6923076923076923,1.0,0.6875,0.4583333333333333,0.15384615384615385,0.125,0.25,13.75,0.14285714285714285,0.2,0.21052631578947367,0.12698412698412698,0.045454545454545456,0.11538461538461539,0.17346938775510204,0.12359550561797752,0.14285714285714285,0.10526315789473684,0.13043478260869565,0.1111111111111111,0.125,0.25,0.25,0.14285714285714285,0.0625,1.0,0.3333333333333333,0.75,0.8571428571428571,0.6666666666666666,0.16666666666666666,0.041666666666666664,1.0,1.0,0.041666666666666664,0.4166666666666667,0.6,0.6,1.0,0.5714285714285714,1.0,0.5,0.14285714285714285,0.2857142857142857,1.0,1.0,0.21428571428571427,0.6666666666666666,0.5,0.5714285714285714,0.7916666666666666,0.6,0.5436958333333333,0.6211500000000001,0.5146785714285714,0.4444444444444444,0.6111111111111112,4.7153846153846155,24.80909090909091,0.5931372549019608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1477,1610612759,Bruce Bowen,Bruce Bowen,1477,SAS,17922.0,299.0,-12,528,532,160.0,89,67.0,1060,4.0,12.0,2.0,6.0,2.0,4.0,7.0,5.0,15,22.0,2.0,3.0,7.0,,,3.0,5.0,12.0,34,11.0,29.0,3.0,60.0,537,4.0,9.0,1.0,2.0,,11.0,4.0,12.0,5.0,10.0,1.0,24.0,18.0,6.0,33.0,,7.0,3.0,5.0,6.0,4.0,10.0,1.0,3.0,24.0,1.0,4.0,7.0,14.0,2.0,23.0,6.0,29.0,4.0,3.0,1.0,2.0,,2.0,,,4.0,,9.0,24.0,1.0,1.0,13.0,4.0,3.0,1.0,3.0,3.0,24.0,160.0,2.0,0.75,0.75,1.0,0.3793103448275862,0.5,0.5,0.3793103448275862,0.35294117647058826,0.4444444444444444,0.3333333333333333,0.4523809523809524,0.5,0.5227272727272727,0.43478260869565216,0.5,0.48,0.4603174603174603,0.14705882352941177,0.25,0.14285714285714285,11.842105263157894,0.5,0.08,0.07,0.021164021164021163,0.14,0.01639344262295082,0.084,0.02,0.019230769230769232,0.015151515151515152,0.028169014084507043,,0.05,0.04918032786885246,0.046875,0.10666666666666667,0.13157894736842105,1.0,0.19047619047619047,0.3333333333333333,0.4444444444444444,0.75,0.1111111111111111,0.23809523809523808,0.3333333333333333,0.35714285714285715,0.3492063492063492,0.1111111111111111,0.42857142857142855,0.42857142857142855,1.0,0.5454545454545454,0.3333333333333333,0.5,0.18181818181818182,,,,0.18181818181818182,0.5,0.22727272727272727,0.6,0.6507936507936508,0.42857142857142855,0.5198928571428572,0.5533300000000001,0.5198772727272728,0.18333333333333332,0.4,9.638235294117647,23.53793103448276,0.30303030303030304,3.0,8.0,1.0,2.0,5.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,0.06666666666666667,0.038461538461538464,0.16666666666666666,0.029411764705882353,0.42857142857142855,0.5,0.6666666666666666,0.8,0.36363636363636365,0.36363636363636365,1.0,0.5,1.0,0.22727272727272727,0.4,0.046153846153846156,0.08333333333333333,,,,,,,True,,
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,15948.0,266.0,-10,464,469,129.0,60,55.0,933,19.0,30.0,3.0,4.0,6.0,9.0,54.0,8.0,19,,,,,,,,,51.0,103,,,27.0,129.0,473,9.0,14.0,,,5.0,23.0,17.0,29.0,,,12.0,46.0,48.0,54.0,,6.0,,,8.0,17.0,4.0,21.0,,7.0,46.0,7.0,16.0,11.0,36.0,10.0,57.0,24.0,81.0,7.0,5.0,2.0,17.0,2.0,15.0,11.0,1.0,32.0,8.0,15.0,25.0,4.0,2.0,51.0,5.0,14.0,8.0,14.0,9.0,46.0,129.0,3.0,0.47058823529411764,0.5,,,,,,0.49514563106796117,0.6428571428571429,0.5862068965517241,0.49514563106796117,0.6428571428571429,0.5862068965517241,0.5078740157480315,0.6052631578947368,0.5897435897435898,,0.07766990291262135,0.16666666666666666,0.05555555555555555,29.943502824858758,0.53125,0.5555555555555556,0.2057142857142857,0.0975609756097561,0.24444444444444444,0.1320754716981132,0.21363636363636362,0.10599078341013825,0.10869565217391304,0.10344827586206896,0.08333333333333333,0.08823529411764706,0.21052631578947367,0.21153846153846154,0.17857142857142858,0.22388059701492538,0.2647058823529412,0.6428571428571429,0.2912621359223301,0.6333333333333333,0.76,0.5789473684210527,0.5242718446601942,0.18446601941747573,0.42105263157894735,0.42105263157894735,,,,,,0.2857142857142857,0.75,,,,,,0.3103448275862069,0.6666666666666666,,,0.2912621359223301,,0.44533398058252427,0.45499999999999996,0.4501068965517241,0.17829457364341086,0.35658914728682173,7.980582524271844,,0.27801724137931033,24.0,,,,,4.0,9.0,1.0,1.0,1.0,6.0,4.0,3.0,22.0,,6.0,,0.041666666666666664,0.18181818181818182,0.022727272727272728,0.4444444444444444,0.47058823529411764,0.2916666666666667,0.75,,,,,,,,0.18032786885245902,0.18032786885245902,3.0,4.0,1.0,,,,True,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,7873.0,131.0,21,229,233,97.0,60,35.0,462,12.0,18.0,1.0,2.0,6.0,8.0,5.0,2.0,5,4.0,,1.0,11.0,,,,1.0,16.0,28,3.0,15.0,15.0,56.0,229,1.0,4.0,,,1.0,3.0,8.0,11.0,1.0,3.0,12.0,31.0,14.0,18.0,9.0,2.0,11.0,1.0,2.0,12.0,4.0,16.0,1.0,3.0,36.0,2.0,3.0,4.0,13.0,1.0,18.0,6.0,24.0,2.0,1.0,1.0,5.0,1.0,2.0,2.0,,7.0,3.0,2.0,11.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,1.0,31.0,97.0,2.0,0.4375,0.4666666666666667,1.0,0.2,,0.3333333333333333,0.2,0.5714285714285714,0.25,0.7272727272727273,0.47674418604651164,0.25,0.6785714285714286,0.5204081632653061,0.25,0.725,0.3488372093023256,0.07142857142857142,0.1111111111111111,,20.8955223880597,0.7142857142857143,0.07142857142857142,0.1566265060240964,0.0410958904109589,0.19047619047619047,0.06060606060606061,0.16346153846153846,0.04716981132075472,0.05,0.038461538461538464,0.037037037037037035,0.08333333333333333,,0.15789473684210525,0.2,0.11764705882352941,0.14285714285714285,1.0,0.4186046511627907,0.6666666666666666,0.75,0.5833333333333334,0.11627906976744186,0.11627906976744186,0.4,0.4,0.09302325581395349,0.2558139534883721,0.09090909090909091,0.09090909090909091,1.0,0.5,0.5,,,,,,0.5714285714285714,0.75,0.07142857142857142,,0.7674418604651163,0.09090909090909091,0.5270011627906978,0.4216333333333333,0.5621642857142858,0.05357142857142857,0.5535714285714286,5.25,24.413333333333334,0.42358078602620086,2.0,2.0,,1.0,2.0,3.0,4.0,5.0,1.0,1.0,3.0,,2.0,7.0,,,,0.07692307692307693,0.2857142857142857,0.047619047619047616,0.4,0.4,,,0.5,0.5,1.0,,,0.14285714285714285,0.5,0.14583333333333334,0.21212121212121213,,,,5.0,,,True,,
2078,1610612759,Jason Hart,Jason Hart,2078,SAS,1207.0,20.0,11,34,30,4.0,3,4.0,64,1.0,1.0,,,,,2.0,2.0,3,,,,,,,,,4.0,6,,,,8.0,25,,,,,,,1.0,1.0,,,,2.0,2.0,6.0,,,,,,1.0,,1.0,,,2.0,,,1.0,,,1.0,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,2.0,4.0,,0.25,0.25,,,,,,0.6666666666666666,,1.0,0.6666666666666666,,1.0,0.6666666666666666,,1.0,,,,,15.789473684210526,,,,,0.2,,0.05263157894736842,,,,,,,,,,0.5,,0.16666666666666666,1.0,1.0,,0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,0.16666666666666666,,0.35634999999999994,,0.2877,,0.25,11.15,,0.11764705882352941,1.0,,,,,,,1.0,,,,,,,,,,,,,0.5,0.5,,0.5,,,,,,,,,,,,,,,,True,,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,16127.0,269.0,-18,477,485,155.0,85,61.0,962,23.0,37.0,2.0,4.0,9.0,16.0,14.0,10.0,31,1.0,,12.0,28.0,1.0,5.0,2.0,5.0,38.0,82,12.0,29.0,13.0,125.0,492,5.0,9.0,1.0,5.0,,13.0,13.0,31.0,2.0,6.0,5.0,37.0,18.0,58.0,12.0,,28.0,12.0,10.0,30.0,16.0,46.0,8.0,9.0,108.0,1.0,2.0,,10.0,1.0,11.0,3.0,14.0,7.0,5.0,2.0,14.0,4.0,8.0,8.0,,22.0,7.0,,9.0,,2.0,20.0,2.0,1.0,,1.0,1.0,37.0,155.0,3.0,0.23684210526315788,0.23684210526315788,0.3333333333333333,0.41379310344827586,0.2,0.3333333333333333,0.41379310344827586,0.4634146341463415,0.5555555555555556,0.41935483870967744,0.5045045045045045,0.4642857142857143,0.43243243243243246,0.5165289256198347,0.4642857142857143,0.4625,0.26126126126126126,0.12195121951219512,0.13513513513513514,0.35714285714285715,25.952813067150636,0.6363636363636364,0.041666666666666664,0.056179775280898875,0.011627906976744186,,0.017857142857142856,0.04504504504504504,0.013157894736842105,,0.03333333333333333,,0.02702702702702703,,0.017543859649122806,0.07272727272727272,0.07575757575757576,,1.0,0.3333333333333333,0.6216216216216216,0.71875,0.21739130434782608,0.12612612612612611,0.27927927927927926,0.3225806451612903,0.3225806451612903,0.009009009009009009,0.25225225225225223,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.2857142857142857,0.5,0.5,,0.35714285714285715,0.2,1.0,0.43243243243243246,0.5625,0.13513513513513514,0.4,0.5945945945945946,0.42857142857142855,0.5067477477477477,0.5091454545454546,0.49037297297297294,0.104,0.296,8.636585365853657,24.955172413793107,0.3249475890985325,5.0,,,,1.0,8.0,14.0,7.0,,,6.0,1.0,,8.0,,1.0,,,,,0.35714285714285715,0.5555555555555556,0.2,0.3,,,,,,0.02702702702702703,,0.06722689075630252,0.08888888888888889,1.0,1.0,,,24.0,,True,,
2484,1610612759,Devin Brown,Devin Brown,2484,SAS,1853.0,31.0,-16,56,56,20.0,15,8.0,112,,1.0,,,,,1.0,3.0,5,1.0,,1.0,1.0,,,,,4.0,7,2.0,2.0,4.0,18.0,56,1.0,1.0,,,,2.0,,1.0,,,2.0,2.0,6.0,2.0,6.0,,1.0,1.0,,3.0,,3.0,,2.0,6.0,,,,3.0,1.0,4.0,,4.0,1.0,1.0,,1.0,,,,,1.0,1.0,2.0,4.0,,,7.0,2.0,,,,,2.0,20.0,1.0,0.75,0.75,1.0,1.0,,,1.0,0.5714285714285714,1.0,,0.7777777777777778,1.0,,0.7083333333333334,1.0,0.3333333333333333,0.2222222222222222,,,,19.696969696969695,1.0,0.25,0.17647058823529413,,,,0.1111111111111111,,,,,,,0.1,,0.4,,,0.1111111111111111,,,,0.1111111111111111,0.5555555555555556,0.6,0.6,0.1111111111111111,0.1111111111111111,1.0,1.0,1.0,,,,,,,,,,,,0.3333333333333333,1.0,0.48382777777777775,0.4469,0.4538,0.1111111111111111,0.1111111111111111,13.757142857142856,23.75,0.35714285714285715,1.0,1.0,,,,,1.0,,,,1.0,,,1.0,,,,,,,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,,,,,0.1,0.125,,,,1.0,,,True,,
2045,1610612759,Hedo Turkoglu,Hedo Turkoglu,2045,SAS,8902.0,148.0,-21,263,267,49.0,22,26.0,530,2.0,6.0,,,,,6.0,8.0,17,5.0,1.0,5.0,12.0,,2.0,1.0,2.0,11.0,29,8.0,17.0,6.0,52.0,277,,1.0,,3.0,,,2.0,4.0,1.0,2.0,,7.0,12.0,10.0,24.0,,12.0,5.0,2.0,7.0,2.0,9.0,1.0,3.0,20.0,1.0,2.0,2.0,17.0,1.0,20.0,4.0,24.0,4.0,3.0,1.0,5.0,3.0,5.0,2.0,,10.0,,4.0,10.0,2.0,1.0,8.0,,,,,,7.0,49.0,1.0,0.5454545454545454,0.5454545454545454,1.0,0.47058823529411764,,0.5,0.47058823529411764,0.3793103448275862,,0.5,0.5,,0.5833333333333334,0.5204081632653061,,0.5833333333333334,0.3695652173913043,0.06896551724137931,0.16666666666666666,0.16666666666666666,19.93243243243243,0.5,0.1111111111111111,0.15454545454545454,0.0196078431372549,0.1,0.04,0.14615384615384616,0.023622047244094488,,0.06451612903225806,,,0.09090909090909091,0.06060606060606061,0.2,0.19047619047619047,0.11764705882352941,,0.13043478260869565,0.3333333333333333,0.4,0.5,0.13043478260869565,0.3695652173913043,0.47058823529411764,0.47058823529411764,0.10869565217391304,0.2608695652173913,0.4166666666666667,0.4166666666666667,1.0,,,,0.25,0.5,,,,,0.3333333333333333,0.5,0.5,0.4166666666666667,0.48531521739130434,0.49045,0.4513416666666667,,0.1346153846153846,12.53793103448276,24.41176470588235,0.18631178707224336,1.0,3.0,,,,1.0,3.0,1.0,1.0,1.0,3.0,,,3.0,,,,0.08333333333333333,,0.04,0.16666666666666666,0.2,1.0,0.5,0.6,0.6,1.0,,,,,0.061224489795918366,0.09375,,,,2.0,,,True,,
1725,1610612759,Rasho Nesterovic,Rasho Nesterovic,1725,SAS,11812.0,197.0,-39,337,343,54.0,35,45.0,680,5.0,11.0,3.0,8.0,2.0,3.0,14.0,9.0,20,,,,,,,,,19.0,45,,,1.0,39.0,369,4.0,10.0,,,,8.0,3.0,6.0,,,,6.0,32.0,6.0,,6.0,,,,2.0,3.0,5.0,2.0,,13.0,2.0,12.0,3.0,24.0,3.0,30.0,15.0,45.0,3.0,2.0,1.0,1.0,4.0,5.0,,,6.0,,22.0,31.0,,,4.0,1.0,8.0,4.0,8.0,7.0,6.0,54.0,1.0,0.8421052631578947,1.0,,,,,,0.4222222222222222,0.4,0.5,0.4222222222222222,0.4,0.5,0.4148936170212766,0.4,0.42857142857142855,,,,,13.659793814432991,0.16666666666666666,0.2,0.18045112781954886,0.09302325581395349,0.10344827586206896,0.05128205128205128,0.16666666666666666,0.08333333333333333,0.0967741935483871,0.16,0.020833333333333332,0.037037037037037035,0.08333333333333333,0.16279069767441862,0.15555555555555556,0.2222222222222222,0.08695652173913043,0.875,0.24444444444444444,0.45454545454545453,0.45454545454545453,0.4,0.3111111111111111,0.4444444444444444,0.45,0.45,,,,,,0.8,0.375,,,,,,0.5,0.6666666666666666,,,0.24444444444444444,,0.44263555555555556,0.55523,0.49333333333333335,0.20512820512820512,0.15384615384615385,10.462222222222222,,0.16023738872403562,5.0,,,,,1.0,1.0,1.0,1.0,2.0,1.0,,,1.0,1.0,3.0,,0.07692307692307693,0.16666666666666666,0.08,0.35714285714285715,0.35714285714285715,1.0,1.0,,,,,,,,0.021739130434782608,0.021739130434782608,,1.0,,,,1.0,True,,
788,1610612759,Kevin Willis,Kevin Willis,788,SAS,639.0,11.0,-6,21,19,6.0,6,1.0,40,,,,,,,1.0,,1,,,,1.0,,,,,,2,,1.0,,,17,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,2.0,,2.0,,,,,,,,,,,1.0,3.0,1.0,,,,,,,,,6.0,1.0,,,,,,,,,,,,,,,,,0.3333333333333333,,,,13.043478260869565,,0.2,0.14285714285714285,,,,0.125,,,,,,,,,0.2,,,,,,,0.3333333333333333,0.3333333333333333,,,,0.3333333333333333,,,,,,,,,,,,,,,0.3333333333333333,,0.3968666666666667,,,,,12.0,26.3,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
