EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,3SecondViolations,ShortMidRangePctBlocked,OffCorner3ReboundPct,StepOutOfBoundsTurnovers,PenaltyTurnovers,2pt And 1 Free Throw Trips,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,Corner3Assists,LostBallOutOfBoundsTurnovers,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,Technical Free Throw Trips,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,Blocked3s,BlockedArc3,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct
1904,1610612747,Devean George,Devean George,1904,LAL,28254.0,471,24.0,830,828,179,214,107,1658,13.0,23.0,5.0,8.0,2.0,4.0,3.0,5.0,5.0,13.0,7.0,19.0,3.0,6.0,15.0,40.0,3.0,3.0,7.0,21.0,41.0,22.0,59.0,13.0,121.0,828,5.0,9.0,3.0,10.0,4.0,8.0,6.0,13.0,11.0,37.0,26.0,16.0,66.0,6.0,40.0,15.0,5.0,10.0,1.0,11.0,1.0,4.0,3.0,3.0,23.0,4.0,6.0,1.0,11.0,27.0,1.0,39.0,11.0,50.0,1.0,21.0,9.0,12.0,4.0,3.0,2.0,7.0,2.0,1.0,11.0,1.0,16.0,45.0,2.0,2.0,20.0,4.0,6.0,8.0,2.0,3.0,3.0,8.0,1.0,1.0,2.0,37.0,179,6.0,0.6190476190476191,0.7222222222222222,1.0,0.3728813559322034,0.46153846153846156,0.3728813559322034,0.5121951219512195,0.5555555555555556,0.5,0.54,0.4166666666666667,0.6190476190476191,0.55,0.4166666666666667,0.6607142857142857,0.59,0.12195121951219512,0.21739130434782608,12.736842105263158,0.36363636363636365,0.038461538461538464,0.018867924528301886,0.08598726114649681,0.020338983050847456,0.10679611650485436,0.05063291139240506,0.09112709832134293,0.026737967914438502,0.020618556701030927,0.02040816326530612,0.02,0.06666666666666667,0.1095890410958904,0.10256410256410256,0.056451612903225805,0.08571428571428572,0.15151515151515152,0.0196078431372549,0.125,0.23,0.5652173913043478,0.7222222222222222,0.6923076923076923,0.05,0.6,0.6,0.3333333333333333,0.13,0.38461538461538464,0.38461538461538464,0.6,0.19,0.3684210526315789,0.3684210526315789,1.0,0.4,0.375,0.375,1.0,0.6666666666666666,0.625,0.4,0.25,0.19047619047619047,0.5,0.2857142857142857,0.5,0.3333333333333333,0.42857142857142855,0.82,0.375,0.531495,0.5374399999999999,0.5188976190476191,0.038461538461538464,0.08888888888888889,0.08264462809917356,0.30578512396694213,7.339024390243903,24.61186440677966,0.21566265060240963,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2098,1610612747,Slava Medvedenko,Slava Medvedenko,2098,LAL,3633.0,61,8.0,101,102,15,39,16,203,2.0,5.0,,,,1.0,4.0,5.0,4.0,13.0,,,,,,,,,,10.0,23.0,,,7.0,27.0,98,1.0,2.0,,5.0,1.0,3.0,,,2.0,4.0,16.0,4.0,,,,,1.0,3.0,1.0,4.0,1.0,2.0,1.0,,9.0,1.0,3.0,,,6.0,,6.0,4.0,10.0,,1.0,1.0,,,,,1.0,,,1.0,,5.0,10.0,,,8.0,3.0,1.0,1.0,,,1.0,1.0,1.0,,,4.0,15,,0.8,0.8,,,,,0.43478260869565216,0.5,0.3333333333333333,0.43478260869565216,0.5,0.3333333333333333,0.5,0.625,0.5,,0.043478260869565216,,22.950819672131146,,,,0.13333333333333333,0.06382978723404255,,0.09090909090909091,0.10909090909090909,0.06896551724137931,0.0625,0.18181818181818182,,,0.18181818181818182,0.10526315789473684,0.13333333333333333,,,,1.0,0.21739130434782608,0.4,0.4,1.0,0.21739130434782608,0.8,1.0,0.5,0.5652173913043478,0.3076923076923077,0.3076923076923077,1.0,,,,,,,,,,,,,0.3333333333333333,,,,,,0.21739130434782608,,0.4367391304347827,0.3902,0.45683333333333337,0.11538461538461539,0.11538461538461539,0.18518518518518517,0.14814814814814814,12.62608695652174,,0.1485148514851485,3.0,1.0,0.2,0.25,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2416,1610612747,Kareem Rush,Kareem Rush,2416,LAL,2009.0,33,13.0,58,56,8,22,6,114,,1.0,,,,,,,,1.0,,,,,2.0,2.0,,,,,2.0,2.0,2.0,,6.0,59,,,,,,,,,,,,,6.0,,2.0,2.0,,4.0,,4.0,,1.0,1.0,2.0,8.0,,,,,1.0,,1.0,,1.0,,,,,2.0,,2.0,,,,2.0,,1.0,4.0,,,,,,1.0,,,1.0,1.0,1.0,,,,8,1.0,,,1.0,1.0,,1.0,,,,0.75,,,0.75,,,0.5,,,9.375,1.0,,,0.03333333333333333,,,,0.030303030303030304,,,,,,,0.07142857142857142,,,,,1.0,0.25,,,,,,,,0.25,,,,,,,,0.5,1.0,1.0,1.0,,,,,,,,,,,0.75,1.0,0.520125,,,,,,,8.15,25.049999999999997,0.13793103448275862,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
406,1610612747,Shaquille O'Neal,Shaquille O'Neal,406,LAL,27528.0,459,29.0,808,804,160,191,102,1612,68.0,94.0,22.0,34.0,7.0,8.0,26.0,71.0,,,,,,,,,,,,94.0,165.0,,,43.0,231.0,803,24.0,39.0,,57.0,12.0,19.0,,,10.0,34.0,132.0,56.0,,28.0,,,7.0,18.0,10.0,28.0,10.0,10.0,4.0,4.0,66.0,10.0,41.0,,19.0,73.0,8.0,100.0,51.0,151.0,11.0,4.0,2.0,2.0,10.0,3.0,6.0,21.0,4.0,6.0,31.0,2.0,24.0,37.0,7.0,5.0,105.0,49.0,10.0,28.0,12.0,,16.0,28.0,14.0,,,34.0,160,2.0,0.7021276595744681,0.825,,,,,0.5696969696969697,0.6153846153846154,0.631578947368421,0.5696969696969697,0.6153846153846154,0.631578947368421,0.54739336492891,0.5588235294117647,0.5,,0.04242424242424243,0.05319148936170213,26.19047619047619,0.3225806451612903,0.32,,0.23778501628664495,0.14335664335664336,0.1919191919191919,0.1282051282051282,0.22660098522167488,0.1401098901098901,0.16129032258064516,0.14432989690721648,0.125,0.11864406779661017,0.22857142857142856,0.28695652173913044,0.19672131147540983,0.1791044776119403,0.21875,0.171875,0.5,0.5696969696969697,0.723404255319149,0.7640449438202247,0.7058823529411765,0.4303030303030303,0.36619718309859156,0.37681159420289856,0.6923076923076923,,,,,,,,,,,,,0.8717948717948718,0.6470588235294118,0.3181818181818182,,0.42105263157894735,0.875,,,,,0.5696969696969697,,0.4871024242424244,0.5241750000000001,0.448121052631579,0.24378109452736318,0.24378109452736318,0.24675324675324675,0.1471861471861472,3.461818181818182,,0.19801980198019803,9.0,5.0,0.028169014084507043,0.15789473684210525,1.0,10.0,13.0,,,,,,,,,,,,,,,,,,,True,,,,,,
56,1610612747,Gary Payton,Gary Payton,56,LAL,24980.0,416,11.0,729,736,144,178,93,1465,24.0,40.0,2.0,3.0,2.0,3.0,5.0,22.0,4.0,16.0,1.0,6.0,,,8.0,25.0,3.0,2.0,4.0,33.0,78.0,9.0,31.0,13.0,106.0,728,3.0,6.0,4.0,12.0,3.0,7.0,2.0,4.0,4.0,16.0,40.0,26.0,27.0,,25.0,8.0,9.0,50.0,14.0,64.0,9.0,21.0,11.0,18.0,142.0,4.0,4.0,1.0,5.0,21.0,1.0,27.0,9.0,36.0,,11.0,7.0,4.0,9.0,1.0,6.0,7.0,3.0,3.0,16.0,,8.0,36.0,1.0,1.0,17.0,7.0,2.0,1.0,1.0,,,1.0,1.0,,,16.0,144,7.0,0.6060606060606061,0.6060606060606061,1.0,0.2903225806451613,0.5,0.2903225806451613,0.4230769230769231,0.5,0.42857142857142855,0.42660550458715596,0.6,0.5454545454545454,0.452991452991453,0.6,0.6153846153846154,0.28440366972477066,0.11538461538461539,0.15,15.947242206235012,0.5625,0.043478260869565216,0.021739130434782608,0.07553956834532374,0.01509433962264151,0.05319148936170213,0.05555555555555555,0.06989247311827956,0.02373887240356083,0.011111111111111112,0.011494252873563218,0.022727272727272728,0.05660377358490566,0.10606060606060606,0.0297029702970297,0.0990990990990991,0.0625,0.03333333333333333,,1.0,0.3669724770642202,0.6,0.7058823529411765,0.5833333333333334,0.2018348623853211,0.22727272727272727,0.2631578947368421,0.4,0.14678899082568808,0.25,0.25,1.0,0.05504587155963303,0.16666666666666666,0.16666666666666666,1.0,0.22935779816513763,0.32,0.32,1.0,0.3,0.6666666666666666,0.5,0.3,0.2727272727272727,0.6666666666666666,,,0.36363636363636365,0.5,0.6513761467889908,0.32,0.5192559633027523,0.4820333333333333,0.50125,0.06086956521739131,0.08333333333333333,0.11320754716981132,0.1509433962264151,6.1,24.596774193548388,0.19753086419753085,,,0.13636363636363635,0.05263157894736842,,4.0,1.0,1.0,2.0,2.0,5.0,1.0,0.5,0.1,0.6666666666666666,1.0,,,,,,,,,,True,,,,,,
965,1610612747,Derek Fisher,Derek Fisher,965,LAL,4613.0,77,19.0,146,133,54,60,23,279,4.0,7.0,,,1.0,4.0,1.0,1.0,5.0,8.0,,,,,3.0,7.0,,,4.0,10.0,16.0,3.0,7.0,3.0,32.0,140,,,,1.0,2.0,6.0,,4.0,1.0,5.0,10.0,10.0,9.0,,7.0,3.0,2.0,8.0,1.0,9.0,,3.0,2.0,3.0,19.0,,,,1.0,8.0,1.0,10.0,,10.0,,1.0,,1.0,4.0,1.0,4.0,2.0,,,6.0,,3.0,9.0,,1.0,6.0,3.0,1.0,,,,,,,,,5.0,54,3.0,0.5,0.5,1.0,0.42857142857142855,,0.42857142857142855,0.625,,0.3333333333333333,0.6304347826086957,,0.2,0.64,0.5,0.22727272727272727,0.30434782608695654,0.125,0.2857142857142857,18.235294117647058,0.6666666666666666,0.2,,0.1702127659574468,,0.05555555555555555,,0.13846153846153847,,,,,,0.125,0.10526315789473684,0.25,0.08333333333333333,,,,0.30434782608695654,0.5714285714285714,0.8,0.25,0.043478260869565216,1.0,1.0,1.0,0.34782608695652173,0.625,0.625,0.6,,,,,0.30434782608695654,0.42857142857142855,0.42857142857142855,1.0,,,,,0.4,0.25,,,0.4,,0.6086956521739131,0.42857142857142855,0.47818043478260874,,0.45662,0.125,0.17647058823529413,0.03125,0.15625,9.21875,25.5,0.3698630136986301,1.0,,,,,3.0,2.0,,,,1.0,,,,,,,,,,,,,,,True,,,,,,
977,1610612747,Kobe Bryant,Kobe Bryant,977,LAL,25524.0,425,22.0,753,755,173,185,96,1508,27.0,47.0,5.0,6.0,10.0,13.0,19.0,41.0,26.0,67.0,3.0,7.0,1.0,2.0,9.0,26.0,3.0,3.0,9.0,72.0,155.0,12.0,33.0,44.0,224.0,744,7.0,14.0,4.0,17.0,22.0,36.0,4.0,11.0,17.0,73.0,52.0,92.0,30.0,6.0,25.0,9.0,7.0,45.0,12.0,57.0,8.0,24.0,9.0,12.0,126.0,3.0,6.0,,14.0,24.0,2.0,40.0,9.0,49.0,3.0,14.0,8.0,6.0,17.0,3.0,9.0,12.0,8.0,3.0,29.0,3.0,7.0,27.0,2.0,2.0,54.0,18.0,10.0,3.0,1.0,,2.0,3.0,2.0,,,73.0,173,4.0,0.3611111111111111,0.37681159420289856,0.8333333333333334,0.36363636363636365,0.36363636363636365,0.375,0.4645161290322581,0.5,0.6111111111111112,0.4787234042553192,0.4722222222222222,0.5957446808510638,0.523696682464455,0.4722222222222222,0.6293103448275862,0.17553191489361702,0.04516129032258064,0.1276595744680851,27.84222737819026,0.5862068965517241,0.08695652173913043,,0.08602150537634409,0.022304832713754646,0.1414141414141414,0.04225352112676056,0.10052910052910052,0.026470588235294117,0.03409090909090909,0.011627906976744186,0.021052631578947368,0.038461538461538464,0.08695652173913043,0.0970873786407767,0.07476635514018691,0.16417910447761194,0.09375,0.03260869565217391,0.6666666666666666,0.25,0.574468085106383,0.6585365853658537,0.3333333333333333,0.21808510638297873,0.4634146341463415,0.475,0.3684210526315789,0.35638297872340424,0.3880597014925373,0.3880597014925373,0.38461538461538464,0.03723404255319149,0.42857142857142855,0.5,1.0,0.13829787234042554,0.34615384615384615,0.34615384615384615,0.7777777777777778,0.3333333333333333,0.8333333333333334,0.2,0.16666666666666666,0.2765957446808511,0.7692307692307693,0.0425531914893617,0.5,0.19148936170212766,0.3333333333333333,0.425531914893617,0.36,0.46211016042780745,0.4945428571428572,0.4809085106382979,0.08955223880597014,0.10714285714285714,0.07589285714285714,0.32589285714285715,10.326451612903226,26.081818181818182,0.2297476759628154,,1.0,0.024390243902439025,0.05263157894736842,1.0,4.0,5.0,1.0,,1.0,4.0,2.0,0.25,0.05555555555555555,,,1.0,6.0,1.0,1.0,3.0,0.030303030303030304,0.14285714285714285,1.0,1.0,True,,,,,,
252,1610612747,Karl Malone,Karl Malone,252,LAL,23392.0,390,,685,684,149,162,86,1369,14.0,32.0,2.0,6.0,3.0,9.0,4.0,15.0,27.0,53.0,,,,,,1.0,,,,45.0,100.0,,1.0,13.0,103.0,689,6.0,12.0,,12.0,8.0,20.0,,,5.0,21.0,70.0,20.0,,6.0,1.0,,10.0,31.0,6.0,37.0,5.0,25.0,1.0,5.0,80.0,2.0,15.0,,17.0,37.0,11.0,65.0,17.0,82.0,2.0,10.0,1.0,9.0,18.0,5.0,15.0,9.0,3.0,1.0,27.0,2.0,11.0,33.0,3.0,2.0,23.0,10.0,2.0,2.0,1.0,,1.0,2.0,,,,21.0,149,3.0,0.7777777777777778,0.8333333333333334,,,,,0.45,0.5,0.4,0.44554455445544555,0.5,0.4,0.45982142857142855,0.5,0.45652173913043476,0.009900990099009901,0.1,0.3125,17.84338896020539,0.6666666666666666,0.5789473684210527,,0.14566929133858267,0.06147540983606557,0.19540229885057472,0.03225806451612903,0.15835777126099707,0.05555555555555555,0.0759493670886076,0.047058823529411764,0.0625,0.020833333333333332,0.13114754098360656,0.12222222222222222,0.17475728155339806,0.15254237288135594,0.2857142857142857,0.043478260869565216,,0.31683168316831684,0.4375,0.6363636363636364,0.7142857142857143,0.1485148514851485,0.26666666666666666,0.26666666666666666,0.5,0.5247524752475248,0.5094339622641509,0.5094339622641509,0.8518518518518519,,,,,0.009900990099009901,,,,0.5,0.3333333333333333,,,0.45,0.3333333333333333,,,,,0.32673267326732675,,0.4624777227722772,0.4868727272727273,0.48647999999999997,0.09090909090909091,0.09174311926605505,0.11650485436893204,0.20388349514563106,10.585999999999999,26.3,0.21751824817518248,,,,0.07142857142857142,,3.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,True,,,,,,
2567,1610612747,Brian Cook,Brian Cook,2567,LAL,132.0,2,-10.0,4,6,1,6,1,10,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,1,1.0,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.3513,,,,,,,14.3,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2575,1610612747,Luke Walton,Luke Walton,2575,LAL,845.0,14,6.0,24,24,4,8,2,48,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,2.0,,1.0,,,24,,,,,,,,,,,,,,,1.0,,,3.0,1.0,4.0,1.0,3.0,,,9.0,,1.0,,,1.0,,1.0,1.0,2.0,,,,,1.0,,1.0,1.0,,1.0,2.0,,2.0,3.0,1.0,,2.0,,1.0,,,,,,,,,,4,,,,,,,,,,,,,,,,,0.3333333333333333,,,23.076923076923077,0.5,,,0.08333333333333333,0.16666666666666666,,,0.07142857142857142,0.125,0.3333333333333333,,,,1.0,,,,,,,0.3333333333333333,,,,0.3333333333333333,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,0.6666666666666666,,0.5549833333333333,,,,,,,3.45,25.2,0.16666666666666666,,,,,,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,
