EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,SecondChanceFtPoints,SecondChancePoints,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,ShootingFouls,Loose Ball Fouls,Offensive Fouls,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,SecondChanceTsPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChancePointsPct,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,NonHeaveArc3FGM,Corner3Assists,ShortMidRangeAssists,FTDefRebounds,SelfOReb,Travels,SecondChanceTurnovers,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,SecondChanceEfgPct,ShortMidRangePctBlocked,DefFTReboundPct,OffShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG2M,PenaltyFG3M,HeaveAttempts,LostBallOutOfBoundsTurnovers,Defensive 3 Seconds Violations,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PtsPutbacks,Clear Path Fouls,PenaltyArc3FGM,StepOutOfBoundsTurnovers,PenaltyArc3Accuracy,LongMidRangePctBlocked,on,OffArc3ReboundPct,SecondChanceAtRimPctAssisted
1088,1610612738,Chucky Atkins,Chucky Atkins,1088,BOS,4160.0,69,-3,135,129,68,32.0,9.0,264,6.0,10.0,3.0,6.0,1.0,4.0,5.0,1.0,1.0,4.0,3.0,10.0,16.0,1.0,5.0,10.0,33.0,144.0,4.0,7.0,3.0,8.0,16.0,4.0,16.0,3.0,4.0,1.0,1.0,3.0,4.0,7.0,4.0,1.0,2.0,18.0,3.0,2.0,5.0,5.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,11.0,1.0,3.0,3.0,16.0,68,1.0,0.2,0.2,1.0,0.2,0.2,0.625,0.5714285714285714,0.5476190476190477,0.4,0.6346153846153846,0.5714285714285714,0.23809523809523808,0.2,0.0625,0.1,0.25,20.547945205479454,1.0,0.03773584905660377,0.16666666666666666,0.07042253521126761,0.1111111111111111,0.21428571428571427,0.47619047619047616,0.6,0.6666666666666666,0.16666666666666666,0.047619047619047616,0.23809523809523808,0.8,0.8,0.25,0.047619047619047616,1.0,1.0,1.0,0.19047619047619047,0.6,0.5,0.3,0.7142857142857143,0.5262380952380952,0.54392,0.13043478260869565,0.16666666666666666,0.48484848484848486,8.025,25.240000000000002,0.5037037037037037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1548,1610612738,Mark Blount,Mark Blount,1548,BOS,5257.0,88,-4,164,163,71,38.0,6.0,327,5.0,11.0,1.0,5.0,4.0,1.0,5.0,,,,,8.0,20.0,,,8.0,24.0,168.0,3.0,9.0,,3.0,9.0,16.0,,,,2.0,,2.0,1.0,3.0,1.0,1.0,1.0,7.0,,14.0,14.0,18.0,3.0,1.0,1.0,,1.0,4.0,2.0,10.0,13.0,1.0,7.0,,9.0,71,,1.0,1.0,,,,0.4,0.3333333333333333,0.4,0.3333333333333333,0.46153846153846156,0.4090909090909091,,,0.1,0.18181818181818182,,17.647058823529413,0.25,0.19718309859154928,,0.15053763440860216,0.2222222222222222,,0.55,0.45454545454545453,0.5555555555555556,1.0,0.2,0.25,0.2,0.2,1.0,,,,,,0.5555555555555556,0.2,,0.55,0.49759000000000003,0.4473666666666667,0.2692307692307692,0.2692307692307692,0.375,7.2299999999999995,,0.4329268292682927,2.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,3.0,6.0,1.0,1.0,4.0,3.0,1.0,4.0,2.0,1.0,1.0,0.5,0.06666666666666667,0.0625,0.06557377049180328,0.11764705882352941,0.05,0.2,0.19230769230769232,0.16666666666666666,0.5,0.5,0.5,1.0,0.041666666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1718,1610612738,Paul Pierce,Paul Pierce,1718,BOS,5832.0,97,-4,184,182,75,51.0,17.0,366,7.0,11.0,3.0,4.0,9.0,3.0,15.0,,,10.0,2.0,14.0,35.0,4.0,10.0,19.0,59.0,191.0,6.0,16.0,2.0,10.0,22.0,8.0,20.0,9.0,10.0,4.0,,5.0,1.0,6.0,,2.0,2.0,13.0,4.0,11.0,16.0,18.0,3.0,2.0,8.0,5.0,3.0,11.0,6.0,6.0,21.0,3.0,6.0,4.0,22.0,75,1.0,0.2857142857142857,0.2857142857142857,0.75,0.4,0.4,0.4,0.375,0.4444444444444444,0.3333333333333333,0.5471698113207547,0.45652173913043476,0.2222222222222222,,0.11428571428571428,0.18181818181818182,,31.219512195121954,0.7272727272727273,0.16417910447761194,0.18181818181818182,0.16853932584269662,0.1724137931034483,0.11764705882352941,0.24444444444444444,0.6363636363636364,0.7777777777777778,0.42857142857142855,0.2,0.3333333333333333,0.2,0.2,,,,,,0.2222222222222222,0.2222222222222222,0.75,0.1111111111111111,0.4666666666666667,0.4865333333333333,0.4639333333333332,0.14285714285714285,0.15789473684210525,0.3728813559322034,11.045714285714286,25.4,0.4076086956521739,4.0,,3.0,,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,,,,0.3,0.03076923076923077,,0.024390243902439025,,0.038461538461538464,,0.045454545454545456,0.3125,,0.4444444444444444,0.5714285714285714,0.25,0.05084745762711865,4.0,1.0,2.0,3.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3,0.2222222222222222,0.2,0.08333333333333333,0.4,0.043478260869565216,0.4,0.4,0.75,0.4,0.5,1.0,0.4,0.48428000000000004,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,True,,
1729,1610612738,Ricky Davis,Ricky Davis,1729,BOS,7370.0,123,-19,229,228,92,62.0,20.0,457,8.0,14.0,1.0,3.0,3.0,3.0,13.0,2.0,3.0,7.0,3.0,12.0,30.0,4.0,10.0,11.0,47.0,248.0,1.0,4.0,4.0,5.0,10.0,10.0,14.0,12.0,6.0,2.0,,11.0,3.0,14.0,1.0,8.0,3.0,31.0,4.0,4.0,9.0,12.0,2.0,1.0,10.0,6.0,4.0,12.0,3.0,7.0,16.0,3.0,6.0,3.0,10.0,92,,0.4166666666666667,0.4166666666666667,1.0,0.4,0.4444444444444444,0.4,0.25,0.45,0.3125,0.5,0.4166666666666667,0.25,,0.06666666666666667,0.07142857142857142,,22.924901185770754,0.8333333333333334,0.044444444444444446,0.14285714285714285,0.06779661016949153,0.08108108108108109,0.18181818181818182,0.35,0.5714285714285714,0.6153846153846154,0.5,0.075,0.325,0.23076923076923078,0.23076923076923078,,0.075,0.6666666666666666,0.6666666666666666,1.0,0.175,0.375,0.3333333333333333,0.375,0.6,0.493632894736842,0.5034916666666666,0.13953488372093023,0.18181818181818182,0.2127659574468085,10.116666666666667,28.68,0.4017467248908297,1.0,3.0,5.0,,3.0,3.0,1.0,1.0,2.0,2.0,,,,,,,,1.0,,0.4,0.03896103896103896,,0.03,0.03225806451612903,0.06451612903225806,,,0.045454545454545456,,0.3333333333333333,0.5,1.0,0.10638297872340426,2.0,,,4.0,,,,2.0,2.0,,1.0,2.0,,,1.0,,,0.25,0.3333333333333333,0.125,,,0.1,0.2857142857142857,0.2857142857142857,1.0,,,,0.3333333333333333,0.526275,,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.75,0.3333333333333333,0.125,1.0,,,,,,,True,,
1908,1610612738,Jumaine Jones,Jumaine Jones,1908,BOS,1061.0,18,-17,32,32,10,2.0,4.0,64,1.0,2.0,,,,1.0,1.0,,1.0,,,2.0,3.0,,1.0,,4.0,38.0,,,1.0,,,4.0,,,,,,1.0,,1.0,,,,2.0,,1.0,1.0,2.0,,,,,,,,1.0,,,,,,10,,1.0,1.0,,,,0.6666666666666666,,0.5,,0.5,,0.25,,,,,10.526315789473685,,0.09090909090909091,,0.06666666666666667,,,0.5,0.5,0.5,1.0,,0.25,1.0,1.0,1.0,0.25,,,,,,,,0.75,0.627625,0.5898,,,,6.033333333333332,22.7,0.3125,,,2.0,,1.0,1.0,,,,1.0,,,,,,,,,,0.5,0.05555555555555555,,0.047619047619047616,,0.2,,,1.0,,,,,0.5,,,,2.0,,,,,,1.0,,,,,,,,0.5,,,,,,,,,,,,,0.56865,,,1.0,,1.0,1.0,,,,,,0.5,0.5,,1.0,,,,,,,,True,,
2036,1610612738,Chris Mihm,Chris Mihm,2036,BOS,3181.0,53,-11,96,96,30,40.0,14.0,192,5.0,11.0,3.0,4.0,4.0,1.0,2.0,,,,,7.0,17.0,,,5.0,19.0,111.0,3.0,5.0,,4.0,10.0,10.0,4.0,,,1.0,,,,,,,,,4.0,3.0,8.0,14.0,3.0,1.0,,,,2.0,,10.0,8.0,,2.0,2.0,10.0,30,,0.7142857142857143,0.8333333333333334,,,,0.4117647058823529,0.6,0.4117647058823529,0.6,0.4523809523809524,0.625,,,0.058823529411764705,0.09090909090909091,,20.0,,0.0967741935483871,0.36363636363636365,0.16666666666666666,0.0625,0.42857142857142855,0.6470588235294118,0.45454545454545453,0.5,0.8,0.23529411764705882,0.11764705882352941,0.5,0.5,1.0,,,,,,0.8,0.75,,0.6470588235294118,0.5074529411764706,0.5221600000000001,0.10526315789473684,0.10526315789473684,0.5263157894736842,4.7,,0.3125,1.0,1.0,5.0,,6.0,6.0,2.0,,2.0,6.0,1.0,1.0,3.0,3.0,,3.0,1.0,,1.0,0.35714285714285715,0.16216216216216217,,0.1276595744680851,0.26666666666666666,,,0.1111111111111111,0.16666666666666666,0.3333333333333333,0.25,0.25,,0.2631578947368421,,,,6.0,,,,,,,1.0,,,,,,,0.3333333333333333,,0.25,0.3333333333333333,0.25,,,,,,,,,0.5729833333333333,,1.0,5.0,,,2.0,,,,,,0.3333333333333333,0.8333333333333334,0.2,,,2.0,1.0,,,,,True,,
962,1610612738,Walter McCarty,Walter McCarty,962,BOS,4124.0,69,2,132,129,64,31.0,10.0,261,1.0,1.0,,,,2.0,2.0,2.0,4.0,5.0,4.0,3.0,3.0,4.0,9.0,,18.0,142.0,1.0,1.0,7.0,,14.0,4.0,2.0,12.0,5.0,,,3.0,1.0,4.0,,2.0,1.0,9.0,4.0,9.0,14.0,16.0,,,2.0,,2.0,3.0,1.0,6.0,,,,,14.0,64,1.0,0.6666666666666666,1.0,1.0,0.4444444444444444,0.4444444444444444,1.0,1.0,0.75,0.875,0.75,0.875,0.75,,,,,10.48951048951049,0.6666666666666666,0.15789473684210525,0.25,0.1780821917808219,0.0625,0.23076923076923078,0.08333333333333333,1.0,1.0,,,0.16666666666666666,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,1.0,0.4166666666666667,,,0.5,0.8333333333333334,0.4961833333333332,0.49765,,,0.7777777777777778,11.566666666666668,25.044444444444444,0.48484848484848486,,,2.0,,2.0,2.0,,,1.0,3.0,1.0,,2.0,1.0,1.0,2.0,,,,1.0,0.05,,0.03773584905660377,0.11764705882352941,,,0.17391304347826086,0.2222222222222222,,,,,0.1111111111111111,2.0,,,1.0,,,,2.0,1.0,,1.0,,,,,,,1.0,,0.25,,0.3333333333333333,,0.4,0.4,1.0,,,,0.4,0.5803,,1.0,1.0,2.0,3.0,1.0,4.0,,,,0.5714285714285714,1.0,1.0,1.0,0.375,0.6666666666666666,2.0,,2.0,1.0,0.5,,True,,
2412,1610612738,Jiri Welsch,Jiri Welsch,2412,BOS,2084.0,35,-9,61,62,17,11.0,5.0,123,,,,,2.0,3.0,4.0,,1.0,,,3.0,6.0,,1.0,2.0,8.0,69.0,,,,2.0,2.0,4.0,2.0,,,,,1.0,1.0,2.0,1.0,1.0,,5.0,,2.0,3.0,3.0,1.0,1.0,,,,,,,2.0,,1.0,,2.0,17,,0.6666666666666666,0.6666666666666666,,,,0.5,,0.42857142857142855,,0.5,1.0,0.14285714285714285,,,,,12.121212121212121,,0.06896551724137931,,0.05555555555555555,0.14285714285714285,,,,,,0.2857142857142857,0.5714285714285714,0.75,0.75,0.6666666666666666,0.14285714285714285,,,,,,,,0.14285714285714285,0.4075357142857143,,0.125,0.14285714285714285,0.25,14.65,24.0,0.2786885245901639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
2599,1610612738,Brandon Hunter,Brandon Hunter,2599,BOS,401.0,7,-10,11,13,2,8.0,2.0,24,1.0,1.0,,,,,,,,,,1.0,1.0,,,,2.0,17.0,,,,,,,2.0,,,,,1.0,,1.0,,,,2.0,,,1.0,3.0,,,1.0,1.0,,1.0,,1.0,,,,,,2,,,,,,,1.0,,1.0,,1.0,,,,,,,15.384615384615383,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,0.5124,,,,,2.9,,0.18181818181818182,,,2.0,,2.0,2.0,,,,,1.0,,,,,,,,,1.0,0.4,,0.3333333333333333,1.0,,,,,,,,,1.0,,,,1.0,,,,,,1.0,1.0,,,1.0,,,,1.0,,0.5,0.5,,,,,,,,,,0.5124,,1.0,1.0,,,1.0,,,,,,1.0,1.0,1.0,,,2.0,,,,,,True,,
1565,1610612738,Michael Stewart,Michael Stewart,1565,BOS,112.0,2,-6,5,5,5,5.0,1.0,10,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
