EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,HeaveAttempts,NonHeaveArc3FGA,ShortMidRangeAssists,OffThreePtRebounds,FTDefRebounds,Steals,BadPassSteals,LostBallSteals,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,BlockedAtRim,RecoveredBlocks,DefensiveGoaltends,FG3APct,DefFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,Arc3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,Corner3FGA,Arc3FGM,SecondChanceArc3FGA,FG3M,SecondChanceFG3A,PtsAssisted3s,NonHeaveArc3FGM,Loose Ball Fouls,Technical Free Throw Trips,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,NonHeaveArc3Accuracy,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,Travels,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,PtsUnassisted3s,Corner3Assists,FTOffRebounds,OffFTReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,Corner3PctAssisted,StepOutOfBoundsTurnovers,on,LongMidRangePctBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,Clear Path Fouls,Blocked3s,BlockedCorner3,FG3APctBlocked,Arc3PctBlocked,PenaltyCorner3FGM,PenaltyCorner3Accuracy
1425,1610612751,Aaron Williams,Aaron Williams,1425,NJN,3814.0,64,1,111,112,34,34,17,223,6.0,9.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,8.0,15.0,2.0,18.0,110,3.0,4.0,1.0,7.0,4.0,4.0,2.0,10.0,14.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,3.0,1.0,4.0,5.0,3.0,8.0,1.0,5.0,1.0,4.0,3.0,1.0,8.0,2.0,9.0,19.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,10.0,34,1.0,0.875,1.0,0.5333333333333333,0.75,1.0,0.5333333333333333,0.75,1.0,0.5625,0.875,1.0,0.13333333333333333,0.1111111111111111,0.3333333333333333,18.3206106870229,0.625,0.07407407407407407,0.075,0.08333333333333333,0.07575757575757576,0.05454545454545454,0.23076923076923078,0.038461538461538464,0.07692307692307693,0.13333333333333333,0.125,0.2,0.6,0.6666666666666666,0.75,0.8333333333333334,0.2,0.3333333333333333,0.5,1.0,0.2,0.3333333333333333,0.3333333333333333,1.0,0.75,0.6666666666666666,0.5,0.75,1.0,0.6,0.5070466666666666,0.55125,0.587725,0.06666666666666667,0.06666666666666667,0.3888888888888889,0.5555555555555556,5.38,0.3063063063063063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
2030,1610612751,Kenyon Martin,Kenyon Martin,2030,NJN,8070.0,134,7,241,241,84,77,32,482,20.0,25.0,5.0,6.0,10.0,12.0,5.0,12.0,7.0,14.0,32.0,51.0,15.0,79.0,238,5.0,8.0,,10.0,14.0,19.0,7.0,35.0,38.0,26.0,6.0,1.0,5.0,,5.0,,2.0,1.0,10.0,4.0,5.0,19.0,27.0,6.0,33.0,,3.0,,3.0,6.0,,9.0,2.0,4.0,14.0,4.0,19.0,3.0,9.0,2.0,5.0,1.0,,5.0,35.0,84,2.0,0.59375,0.6551724137931034,0.6274509803921569,0.625,0.7368421052631579,0.6037735849056604,0.625,0.7,0.6475409836065574,0.625,0.7291666666666666,0.0196078431372549,0.04,,25.270758122743683,0.3333333333333333,0.2,0.04878048780487805,0.21739130434782608,0.2033898305084746,0.05309734513274336,0.07407407407407407,0.08,0.25925925925925924,0.23255813953488372,0.19047619047619047,,0.4716981132075472,0.8,0.8333333333333334,0.65,0.22641509433962265,0.4166666666666667,0.4166666666666667,0.6,0.2641509433962264,0.5,0.5,0.42857142857142855,0.75,0.8333333333333334,,0.6,0.8333333333333334,0.5094339622641509,0.47359230769230776,0.5125333333333333,0.4980200000000001,0.15254237288135594,0.15789473684210525,0.12658227848101267,0.4430379746835443,7.154901960784313,0.34854771784232363,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,4.0,3.0,1.0,0.03773584905660377,0.2727272727272727,0.06451612903225806,0.058823529411764705,0.02631578947368421,0.045454545454545456,0.1111111111111111,0.5,0.6,0.03773584905660377,0.05,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
2220,1610612751,Brandon Armstrong,Brandon Armstrong,2220,NJN,1267.0,21,-5,38,41,13,19,4,79,,3.0,,1.0,,1.0,,,2.0,4.0,2.0,7.0,,4.0,40,1.0,2.0,,2.0,,1.0,,,4.0,,,,1.0,,1.0,,1.0,,2.0,1.0,,,,1.0,1.0,,,,,,,,,2.0,4.0,,,,,,,,,,,13,2.0,1.0,1.0,0.2857142857142857,0.5,,0.2857142857142857,0.5,,0.2857142857142857,0.5,,,,,15.909090909090908,,,0.05263157894736842,,,0.045454545454545456,,,,,,,0.42857142857142855,,,,,,,,0.5714285714285714,0.5,0.5,1.0,0.5,,,1.0,,0.42857142857142855,0.4609999999999999,0.44055,0.4145,,,0.5,,10.799999999999999,0.34210526315789475,,,,,,,,,,1.0,,1.0,,,,,,,,,,0.07692307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
446,1610612751,Lucious Harris,Lucious Harris,446,NJN,6881.0,115,17,206,216,68,86,28,422,4.0,9.0,2.0,4.0,,2.0,1.0,2.0,3.0,10.0,8.0,21.0,8.0,27.0,190,3.0,7.0,2.0,8.0,1.0,5.0,2.0,4.0,14.0,2.0,2.0,3.0,6.0,2.0,8.0,2.0,2.0,4.0,18.0,5.0,1.0,3.0,4.0,7.0,11.0,1.0,2.0,,1.0,1.0,1.0,3.0,,2.0,10.0,,12.0,1.0,3.0,2.0,1.0,,1.0,1.0,4.0,68,3.0,0.875,1.0,0.38095238095238093,0.42857142857142855,0.2,0.36538461538461536,0.375,0.14285714285714285,0.4,0.3333333333333333,0.2222222222222222,0.14285714285714285,0.3333333333333333,,13.692946058091286,0.6666666666666666,0.03296703296703297,0.07352941176470588,0.05,0.036036036036036036,0.07446808510638298,0.09523809523809523,0.034482758620689655,,0.05405405405405406,,0.08333333333333333,0.34615384615384615,0.4444444444444444,0.6666666666666666,0.75,0.07692307692307693,0.5,0.5,1.0,0.38461538461538464,0.3,0.3,1.0,0.5,0.5,0.5,0.2857142857142857,,0.5384615384615384,0.477174,0.5537333333333333,0.3909416666666667,0.10714285714285714,0.13043478260869565,0.2962962962962963,0.14814814814814814,9.614285714285716,0.3300970873786408,4.0,2.0,5.0,2.0,1.0,3.0,,2.0,,5.0,2.0,3.0,,,,,,0.19230769230769232,,0.07692307692307693,,0.09090909090909091,0.09523809523809523,,0.16666666666666666,,0.15384615384615385,0.2857142857142857,29.340000000000003,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,0.2,0.25,0.038461538461538464,0.25,0.25,1.0,0.125,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
915,1610612751,Rodney Rogers,Rodney Rogers,915,NJN,13734.0,229,18,420,419,158,161,53,839,11.0,26.0,1.0,3.0,3.0,12.0,3.0,8.0,4.0,16.0,18.0,50.0,16.0,67.0,400,2.0,5.0,4.0,11.0,5.0,20.0,11.0,24.0,22.0,14.0,2.0,10.0,11.0,1.0,12.0,1.0,3.0,5.0,25.0,8.0,13.0,29.0,46.0,9.0,55.0,1.0,4.0,1.0,3.0,13.0,1.0,17.0,4.0,12.0,31.0,5.0,20.0,,8.0,2.0,3.0,,,3.0,24.0,158,4.0,0.6111111111111112,0.6470588235294118,0.36,0.4,0.25,0.3541666666666667,0.5833333333333334,0.25,0.40853658536585363,0.6875,0.36363636363636365,0.2,0.23076923076923078,0.5,20.582120582120584,0.23529411764705882,0.16292134831460675,0.05970149253731343,0.29545454545454547,0.1891891891891892,0.04736842105263158,0.044444444444444446,0.15384615384615385,0.15384615384615385,0.17567567567567569,0.3125,0.02702702702702703,0.3611111111111111,0.4230769230769231,0.55,0.5454545454545454,0.1111111111111111,0.375,0.75,0.6666666666666666,0.2222222222222222,0.25,0.25,0.75,0.5,0.3333333333333333,,0.46153846153846156,0.25,0.6666666666666666,0.4934756944444445,0.47905,0.4818903846153847,0.1,0.13793103448275862,0.16417910447761194,0.3582089552238806,7.226,0.3761904761904762,19.0,6.0,22.0,6.0,,19.0,3.0,1.0,4.0,6.0,4.0,2.0,4.0,1.0,3.0,1.0,,0.3055555555555556,0.2222222222222222,0.017857142857142856,0.18518518518518517,0.016129032258064516,,0.07692307692307693,0.25,0.3333333333333333,0.2638888888888889,0.23076923076923078,25.05454545454546,3.0,5.0,1.0,5.0,1.0,15.0,5.0,4.0,,1.0,0.22727272727272727,0.22727272727272727,0.041666666666666664,0.2631578947368421,0.2631578947368421,1.0,0.16666666666666666,0.2631578947368421,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,0.16666666666666666,,,,,,,,,,,,,,True,,,,,,,,,,,,
467,1610612751,Jason Kidd,Jason Kidd,467,NJN,10703.0,178,31,332,319,129,117,43,651,8.0,10.0,,,2.0,3.0,1.0,8.0,6.0,18.0,15.0,36.0,21.0,60.0,302,2.0,5.0,1.0,5.0,5.0,16.0,15.0,31.0,12.0,18.0,,2.0,30.0,6.0,36.0,4.0,20.0,5.0,78.0,4.0,5.0,12.0,22.0,5.0,27.0,,10.0,1.0,8.0,2.0,2.0,12.0,1.0,2.0,5.0,,28.0,1.0,8.0,5.0,2.0,,1.0,2.0,31.0,129,2.0,0.4,0.4,0.4166666666666667,0.4,0.3125,0.33620689655172414,0.2857142857142857,0.3076923076923077,0.4142857142857143,0.3125,0.42857142857142855,0.05555555555555555,,0.25,21.522309711286088,0.8333333333333334,0.08450704225352113,0.038461538461538464,0.1282051282051282,0.09392265193370165,0.026143790849673203,0.02857142857142857,0.08695652173913043,0.0975609756097561,0.07272727272727272,0.14285714285714285,,0.1724137931034483,0.8,0.8,0.375,0.13793103448275862,0.125,0.16666666666666666,1.0,0.3103448275862069,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,0.11538461538461539,0.6666666666666666,0.5517241379310345,0.4795784482758621,0.42407500000000004,0.46035769230769225,0.12307692307692308,0.18604651162790697,0.08333333333333333,0.5166666666666667,11.330555555555556,0.3885542168674699,17.0,9.0,22.0,10.0,,17.0,5.0,,5.0,4.0,2.0,2.0,,1.0,1.0,1.0,,0.3793103448275862,0.35714285714285715,,0.04,0.045454545454545456,,,0.09090909090909091,0.5,0.29310344827586204,0.34615384615384615,25.468181818181822,5.0,2.0,1.0,3.0,2.0,3.0,2.0,,3.0,0.3333333333333333,0.13636363636363635,0.13636363636363635,0.08620689655172414,0.11764705882352941,0.11764705882352941,0.5,0.14285714285714285,0.11764705882352941,,2.0,,2.0,1.0,,,,0.2,,,0.2222222222222222,1.0,1.0,1.0,6.0,2.0,1.0,0.0625,0.2,0.2,0.14285714285714285,0.038461538461538464,,,True,,,,,,,,,,,,
954,1610612751,Kerry Kittles,Kerry Kittles,954,NJN,9266.0,154,-5,287,284,123,118,35,571,9.0,13.0,,1.0,1.0,3.0,4.0,6.0,5.0,13.0,18.0,32.0,12.0,66.0,289,,2.0,,6.0,5.0,13.0,6.0,28.0,26.0,10.0,,3.0,3.0,2.0,5.0,2.0,3.0,,12.0,2.0,4.0,14.0,18.0,2.0,20.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,,4.0,8.0,,17.0,1.0,8.0,1.0,4.0,2.0,1.0,4.0,28.0,123,2.0,0.7222222222222222,0.7222222222222222,0.5625,,0.38461538461538464,0.5294117647058824,0.75,0.4230769230769231,0.559322033898305,0.75,0.4666666666666667,0.09375,0.23076923076923078,,19.018404907975462,0.6666666666666666,0.12389380530973451,0.024390243902439025,0.13333333333333333,0.1258741258741259,0.016260162601626018,,0.14814814814814814,0.08823529411764706,0.1346153846153846,0.08695652173913043,0.08695652173913043,0.2549019607843137,0.6923076923076923,0.9,0.6666666666666666,0.11764705882352941,0.6666666666666666,0.6666666666666666,0.75,0.2549019607843137,0.38461538461538464,0.38461538461538464,0.8,0.25,,,0.11538461538461539,0.3333333333333333,0.6274509803921569,0.5155950980392158,0.4746625,0.48072499999999996,0.13793103448275862,0.20512820512820512,0.09090909090909091,0.42424242424242425,9.434374999999998,0.42857142857142855,16.0,13.0,19.0,13.0,,16.0,,,,9.0,6.0,3.0,,,1.0,2.0,,0.37254901960784315,,,0.10526315789473684,,,,0.2857142857142857,0.5,0.3137254901960784,0.5,25.02105263157895,3.0,5.0,2.0,6.0,2.0,18.0,5.0,,,1.0,0.3157894736842105,0.3157894736842105,0.058823529411764705,0.3125,0.3125,1.0,0.5,0.3125,2.0,4.0,2.0,4.0,,,,1.0,0.3076923076923077,1.0,1.0,0.3076923076923077,1.0,,,,,,,0.3333333333333333,0.3333333333333333,,,1.0,,True,,,,,,,,,,,,
2210,1610612751,Richard Jefferson,Richard Jefferson,2210,NJN,10063.0,168,20,310,309,111,112,31,619,14.0,21.0,2.0,3.0,7.0,10.0,3.0,6.0,2.0,11.0,19.0,38.0,21.0,80.0,303,2.0,3.0,2.0,6.0,8.0,14.0,15.0,34.0,16.0,22.0,4.0,4.0,13.0,2.0,15.0,2.0,10.0,2.0,32.0,3.0,,11.0,13.0,5.0,18.0,,6.0,1.0,2.0,9.0,4.0,15.0,5.0,4.0,15.0,5.0,33.0,3.0,11.0,7.0,7.0,,3.0,7.0,34.0,111,1.0,0.42105263157894735,0.47058823529411764,0.5,0.6666666666666666,0.5714285714285714,0.59,0.6666666666666666,0.6333333333333333,0.6153846153846154,0.75,0.68,0.10526315789473684,0.09523809523809523,0.3333333333333333,23.18840579710145,0.4,0.08148148148148149,0.03571428571428571,,0.0650887573964497,0.04132231404958678,0.06896551724137931,0.1,0.024390243902439025,0.1111111111111111,,,0.42,0.6666666666666666,0.7368421052631579,0.42857142857142855,0.12,0.5,0.75,0.3333333333333333,0.22,0.18181818181818182,0.18181818181818182,0.5,1.0,0.6666666666666666,,0.6666666666666666,0.7,0.66,0.5155200000000001,0.5267,0.5253366666666667,0.1896551724137931,0.2391304347826087,0.075,0.425,6.871052631578948,0.3580645161290323,7.0,1.0,12.0,1.0,,7.0,1.0,2.0,2.0,7.0,5.0,2.0,,4.0,4.0,4.0,1.0,0.24,0.18181818181818182,0.05405405405405406,,0.02564102564102564,0.08,,,0.5714285714285714,0.14,0.06666666666666667,24.600000000000005,5.0,5.0,,7.0,,12.0,5.0,1.0,,0.5714285714285714,0.5833333333333334,0.5833333333333334,0.1,0.7142857142857143,0.7142857142857143,0.6,,0.7142857142857143,,1.0,,1.0,3.0,,1.0,,1.0,,,1.0,2.0,,,9.0,,,,0.4,0.4,,,0.5,,True,,,,,,,,,,,,
2243,1610612751,Brian Scalabrine,Brian Scalabrine,2243,NJN,1078.0,18,-5,38,36,15,17,5,74,,1.0,,1.0,,1.0,,,1.0,3.0,1.0,4.0,,5.0,33,,1.0,,,,2.0,,,,2.0,,,,,,,,,,1.0,,3.0,3.0,1.0,4.0,,,,,,,,,1.0,4.0,,,,,,,,,,,15,,,,0.25,,,0.5,,,0.5,,,,,,11.627906976744185,,0.3,0.07692307692307693,,0.23076923076923078,0.05555555555555555,0.16666666666666666,,0.25,0.3333333333333333,,,0.2,,,,,,,,0.6,0.3333333333333333,0.3333333333333333,,1.0,,,0.5,,0.4,0.38772,0.5643,0.4122,,,,,13.525,0.39473684210526316,1.0,,1.0,,,1.0,,,,,,,,,,,,0.2,,,,,,,,,0.2,,26.1,,1.0,,1.0,,3.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
2215,1610612751,Jason Collins,Jason Collins,2215,NJN,3308.0,55,25,99,100,45,54,15,199,3.0,5.0,2.0,2.0,2.0,3.0,,,1.0,2.0,4.0,7.0,4.0,12.0,77,2.0,2.0,2.0,6.0,2.0,3.0,4.0,8.0,4.0,4.0,4.0,1.0,3.0,4.0,7.0,4.0,1.0,1.0,18.0,5.0,2.0,5.0,8.0,5.0,13.0,,,,,2.0,,2.0,1.0,3.0,6.0,,7.0,1.0,2.0,2.0,4.0,,1.0,4.0,8.0,45,1.0,0.5,1.0,0.5714285714285714,1.0,0.6666666666666666,0.5714285714285714,1.0,0.6666666666666666,0.6,0.75,0.6666666666666666,0.14285714285714285,0.2,,10.344827586206897,,0.10416666666666667,0.15625,0.15384615384615385,0.11475409836065574,0.10638297872340426,0.2,0.2,0.125,0.045454545454545456,0.14285714285714285,,0.7142857142857143,0.6,0.75,0.3333333333333333,,,,,0.2857142857142857,0.5,0.5,1.0,1.0,1.0,,1.0,0.6666666666666666,0.7142857142857143,0.5346142857142857,0.6011,0.6055666666666667,0.25,0.25,0.5,0.6666666666666666,4.628571428571428,0.45454545454545453,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,3.0,3.0,,,0.25,,,0.1875,,,0.16666666666666666,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,
