EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,OffThreePtRebounds,Steals,BadPassSteals,SecondChanceTurnovers,BlockedAtRim,DefensiveGoaltends,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,SecondChanceAtRimPctAssisted,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,LostBallSteals,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Blocked3s,BlockedCorner3,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,HeaveAttempts,BlockedShortMidRange,SecondChanceFg3Pct,SecondChanceArc3Accuracy,PenaltyArc3Accuracy,SecondChanceCorner3FGA,Technical Free Throw Trips,OffCorner3ReboundPct,SecondChanceCorner3Frequency,on,BlockedArc3,LongMidRangePctBlocked,Clear Path Fouls
1508,1610612745,Maurice Taylor,Maurice Taylor,1508,HOU,6346.0,106.0,-35.0,188.0,189,74.0,78.0,14.0,377,5.0,7.0,1.0,2.0,2.0,4.0,5.0,10.0,4.0,15.0,14.0,32.0,11.0,39.0,215.0,2.0,5.0,4.0,8.0,5.0,12.0,6.0,16.0,12.0,16.0,4.0,3.0,3.0,1.0,4.0,1.0,3.0,9.0,3.0,1.0,2.0,5.0,2.0,9.0,4.0,13.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,6.0,1.0,11.0,18.0,2.0,1.0,15.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,16.0,74.0,3.0,0.42857142857142855,0.5,0.4375,0.4,0.4166666666666667,0.4375,0.4,0.4166666666666667,0.5,0.5714285714285714,0.5333333333333333,0.09375,0.2857142857142857,0.1,21.844660194174757,0.5,0.15384615384615385,0.25,0.06493506493506493,0.05172413793103448,0.13333333333333333,0.07608695652173914,0.038461538461538464,0.08,0.047619047619047616,0.13043478260869565,0.046511627906976744,0.18181818181818182,0.06666666666666667,1.0,0.21875,0.7142857142857143,1.0,0.4,0.3125,0.5,0.5555555555555556,0.2,0.46875,0.26666666666666666,0.26666666666666666,0.75,0.4,0.5,0.3333333333333333,0.5,0.21875,0.41021875,0.46075999999999995,0.4229583333333333,0.18421052631578946,0.18421052631578946,0.20512820512820512,0.41025641025641024,11.6375,0.39361702127659576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1509,1610612745,Kelvin Cato,Kelvin Cato,1509,HOU,8763.0,146.0,-12.0,265.0,262,66.0,54.0,34.0,527,11.0,16.0,3.0,3.0,1.0,1.0,2.0,5.0,,1.0,13.0,22.0,3.0,29.0,248.0,4.0,5.0,1.0,9.0,1.0,3.0,,2.0,20.0,6.0,6.0,,2.0,,2.0,,2.0,4.0,12.0,,6.0,13.0,1.0,20.0,14.0,34.0,,2.0,1.0,1.0,3.0,1.0,,5.0,3.0,9.0,18.0,,2.0,7.0,3.0,5.0,,4.0,,4.0,1.0,2.0,66.0,2.0,0.7692307692307693,1.0,0.5909090909090909,0.8,0.3333333333333333,0.5909090909090909,0.8,0.3333333333333333,0.6041666666666666,0.75,0.3333333333333333,,,,9.570957095709572,0.4,0.058823529411764705,,0.12380952380952381,0.11764705882352941,0.23076923076923078,0.1450381679389313,0.1044776119402985,0.09302325581395349,0.17073170731707318,0.1875,0.10204081632653061,0.2,,0.25,0.7272727272727273,0.6875,0.6875,0.8181818181818182,0.22727272727272727,0.4,0.4,0.5,0.045454545454545456,,,,0.6,1.0,0.3333333333333333,1.0,0.7272727272727273,0.5405863636363636,0.5323399999999999,0.4618,0.20833333333333334,0.20833333333333334,0.3103448275862069,0.06896551724137931,2.6636363636363636,0.2490566037735849,2.0,5.0,5.0,1.0,4.0,1.0,0.0625,0.05555555555555555,0.09090909090909091,0.08333333333333333,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1749,1610612745,Cuttino Mobley,Cuttino Mobley,1749,HOU,11667.0,194.0,-14.0,350.0,356,109.0,100.0,40.0,706,13.0,18.0,2.0,2.0,3.0,4.0,1.0,12.0,7.0,17.0,21.0,47.0,8.0,68.0,352.0,2.0,5.0,,4.0,5.0,10.0,3.0,16.0,14.0,28.0,2.0,4.0,8.0,5.0,13.0,2.0,3.0,31.0,4.0,,5.0,14.0,,19.0,4.0,23.0,,9.0,2.0,3.0,6.0,6.0,,15.0,8.0,10.0,14.0,2.0,,10.0,,3.0,2.0,1.0,1.0,2.0,1.0,16.0,109.0,,0.3333333333333333,0.35,0.44680851063829785,0.4,0.5,0.4411764705882353,0.25,0.4642857142857143,0.4657534246575342,0.25,0.5,0.0851063829787234,,0.3333333333333333,22.22222222222222,0.6,,,0.0915032679738562,0.031007751937984496,0.14705882352941177,0.10160427807486631,0.024096385542168676,0.05357142857142857,0.02040816326530612,0.13953488372093023,0.09333333333333334,0.15384615384615385,,0.5,0.2647058823529412,0.7222222222222222,0.7222222222222222,0.3076923076923077,0.17647058823529413,0.08333333333333333,0.125,1.0,0.25,0.4117647058823529,0.4117647058823529,0.2857142857142857,0.25,1.0,0.2857142857142857,0.75,0.5735294117647058,0.4943970588235294,0.47935,0.46015357142857144,0.04225352112676056,0.06,0.058823529411764705,0.23529411764705882,8.657446808510638,0.31142857142857144,,2.0,1.0,,,,,,,0.02857142857142857,0.125,,3.0,6.0,1.0,1.0,3.0,15.0,3.0,3.0,6.0,21.0,3.0,1.0,4.0,15.0,3.0,15.0,3.0,3.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,0.8333333333333334,0.2857142857142857,0.25,0.2857142857142857,0.3088235294117647,0.08823529411764706,0.5,0.5,1.0,0.22058823529411764,0.2,0.2,0.6666666666666666,0.375,0.07142857142857142,1.0,0.21428571428571427,0.2,24.54285714285714,,,,,,,,,,,,,True,,,
1883,1610612745,Steve Francis,Steve Francis,1883,HOU,13409.0,223.0,-25.0,405.0,408,127.0,126.0,45.0,813,12.0,19.0,2.0,2.0,5.0,10.0,5.0,11.0,6.0,23.0,23.0,53.0,29.0,96.0,412.0,2.0,4.0,1.0,8.0,12.0,24.0,16.0,49.0,8.0,38.0,2.0,3.0,32.0,6.0,38.0,1.0,18.0,82.0,3.0,,2.0,32.0,2.0,36.0,6.0,42.0,,13.0,2.0,9.0,8.0,4.0,3.0,21.0,5.0,9.0,18.0,1.0,1.0,40.0,2.0,15.0,6.0,1.0,,1.0,1.0,49.0,127.0,3.0,0.17391304347826086,0.18181818181818182,0.4339622641509434,0.5,0.5,0.4785714285714286,0.5833333333333334,0.515625,0.5393258426966292,0.5714285714285714,0.5833333333333334,0.05660377358490566,0.10526315789473684,0.09090909090909091,24.070021881838073,0.6190476190476191,0.08333333333333333,,0.19161676646706588,0.020833333333333332,0.05405405405405406,0.16666666666666666,0.031746031746031744,0.015873015873015872,0.018518518518518517,0.14,0.2073170731707317,0.03571428571428571,,1.0,0.2714285714285714,0.631578947368421,0.7058823529411765,0.3333333333333333,0.15714285714285714,0.45454545454545453,0.5,,0.32857142857142857,0.2608695652173913,0.2608695652173913,,0.3333333333333333,1.0,0.3125,0.5,0.5142857142857142,0.46263529411764703,0.53227,0.45620333333333335,0.18072289156626506,0.22727272727272727,0.08333333333333333,0.5104166666666666,9.732075471698115,0.3135802469135803,3.0,7.0,4.0,1.0,,2.0,0.06666666666666667,0.037037037037037035,0.0967741935483871,0.22857142857142856,0.1111111111111111,,3.0,3.0,,,4.0,14.0,2.0,8.0,7.0,17.0,2.0,3.0,8.0,15.0,6.0,12.0,4.0,5.0,6.0,8.0,3.0,,1.0,,,0.7142857142857143,0.4117647058823529,0.375,0.4666666666666667,0.24285714285714285,0.04285714285714286,1.0,1.0,1.0,0.2,0.2857142857142857,0.2857142857142857,0.5,0.3333333333333333,,,0.25,0.3333333333333333,27.988235294117647,1.0,3.0,1.0,2.0,1.0,0.5,0.5,0.375,,,,,True,,,
2411,1610612745,Bostjan Nachbar,Bostjan Nachbar,2411,HOU,1575.0,26.0,1.0,50.0,48,14.0,14.0,6.0,98,3.0,4.0,,,,,,,,1.0,3.0,5.0,3.0,12.0,54.0,,,,,,,2.0,2.0,4.0,2.0,,,1.0,,1.0,,,2.0,1.0,,1.0,2.0,1.0,4.0,1.0,5.0,1.0,1.0,,,,1.0,,1.0,,2.0,8.0,,,3.0,1.0,1.0,1.0,,,,,2.0,14.0,,0.6666666666666666,0.6666666666666666,0.6,,,0.5625,,,0.6666666666666666,,1.0,,,,17.24137931034483,1.0,0.3333333333333333,,0.15384615384615385,0.07692307692307693,0.5,0.2,0.047619047619047616,,,0.2,0.125,,0.3333333333333333,,0.5,0.75,0.75,0.6666666666666666,,,,,0.125,,,,,,,,0.875,0.57644375,,,0.125,0.2,,0.16666666666666666,3.28,0.28,,,,1.0,,,,0.3333333333333333,,,1.0,,,1.0,,,1.0,2.0,,,1.0,3.0,,,,3.0,,2.0,1.0,,1.0,,,,,,,1.0,0.3333333333333333,,0.3333333333333333,0.375,0.125,,,,0.25,0.5,0.5,1.0,,,,,0.5,25.066666666666666,,,,,,,,,,,,,True,,,
754,1610612745,Jim Jackson,Jim Jackson,754,HOU,12379.0,206.0,-21.0,375.0,376,120.0,118.0,42.0,751,5.0,7.0,1.0,1.0,3.0,4.0,4.0,15.0,11.0,18.0,20.0,40.0,5.0,63.0,375.0,2.0,3.0,,4.0,5.0,13.0,,13.0,16.0,24.0,2.0,2.0,8.0,1.0,9.0,1.0,2.0,19.0,1.0,,6.0,34.0,7.0,47.0,3.0,50.0,1.0,6.0,1.0,3.0,3.0,3.0,,9.0,1.0,4.0,8.0,,,8.0,1.0,4.0,,1.0,1.0,1.0,1.0,13.0,120.0,1.0,0.4,0.42105263157894735,0.5,0.6666666666666666,0.38461538461538464,0.4393939393939394,0.4,0.34210526315789475,0.4492753623188406,0.4,0.325,0.05,0.14285714285714285,0.06666666666666667,18.439716312056735,0.6666666666666666,0.30434782608695654,,0.21518987341772153,0.007462686567164179,0.17142857142857143,0.20725388601036268,0.017241379310344827,,0.019230769230769232,0.19148936170212766,0.22077922077922077,0.2222222222222222,0.02702702702702703,1.0,0.10606060606060606,0.7142857142857143,0.8333333333333334,0.4,0.22727272727272727,0.26666666666666666,0.2857142857142857,0.25,0.2727272727272727,0.6111111111111112,0.6111111111111112,0.45454545454545453,0.2,1.0,0.21052631578947367,0.75,0.5,0.4705901515151515,0.45055,0.4420526315789473,0.057971014492753624,0.09302325581395349,0.06349206349206349,0.20634920634920634,11.875000000000002,0.32,2.0,4.0,2.0,,,,0.05,,0.037037037037037035,0.23529411764705882,,,4.0,14.0,1.0,5.0,2.0,12.0,,1.0,6.0,26.0,2.0,1.0,6.0,18.0,,12.0,2.0,,6.0,,2.0,1.0,1.0,,,1.0,0.23076923076923078,0.16666666666666666,0.23076923076923078,0.3939393939393939,0.21212121212121213,0.2857142857142857,0.2857142857142857,1.0,0.18181818181818182,0.16666666666666666,0.16666666666666666,1.0,,0.2631578947368421,0.2,0.05263157894736842,0.16666666666666666,24.253846153846155,,,,,,,,,2.0,1.0,0.07692307692307693,0.4,True,,,
221,1610612745,Clar. Weatherspoon,Clar. Weatherspoon,221,HOU,1036.0,17.0,5.0,36.0,37,20.0,18.0,5.0,73,1.0,1.0,,,1.0,1.0,1.0,2.0,,2.0,2.0,5.0,3.0,7.0,27.0,,,3.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,,,,,,,,,1.0,,1.0,,1.0,2.0,1.0,3.0,,,,,,,,,,1.0,2.0,,,6.0,,3.0,,,,,,3.0,20.0,,0.5,0.5,0.4,,1.0,0.4,,1.0,0.4375,0.5,0.75,,,,20.0,,1.0,,,0.1111111111111111,0.25,0.05263157894736842,0.09090909090909091,,,,,0.25,,,0.2,1.0,1.0,1.0,0.4,0.5,0.5,,0.4,,,,,,1.0,1.0,0.2,0.4237,,0.5657,0.375,0.375,0.42857142857142855,0.42857142857142855,10.580000000000002,0.5555555555555556,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
2397,1610612745,Yao Ming,Yao Ming,2397,HOU,10336.0,172.0,-14.0,310.0,317,85.0,93.0,36.0,627,12.0,16.0,4.0,5.0,6.0,7.0,12.0,37.0,6.0,13.0,30.0,66.0,13.0,73.0,323.0,4.0,8.0,2.0,10.0,10.0,16.0,4.0,24.0,46.0,14.0,8.0,7.0,5.0,4.0,9.0,2.0,3.0,22.0,8.0,,3.0,14.0,5.0,22.0,11.0,33.0,1.0,9.0,,4.0,4.0,5.0,2.0,13.0,5.0,16.0,18.0,,1.0,17.0,3.0,9.0,1.0,6.0,1.0,6.0,4.0,24.0,85.0,,0.7666666666666667,0.8846153846153846,0.45454545454545453,0.5,0.625,0.45454545454545453,0.5,0.625,0.5,0.5555555555555556,0.6666666666666666,0.10606060606060606,0.125,0.13513513513513514,24.36260623229462,0.6923076923076923,0.3125,,0.10606060606060606,0.06779661016949153,0.1111111111111111,0.1069182389937107,0.07142857142857142,0.09433962264150944,0.023809523809523808,0.13157894736842105,0.06349206349206349,0.05,0.034482758620689655,0.6666666666666666,0.24242424242424243,0.75,0.8571428571428571,0.6666666666666666,0.5606060606060606,0.32432432432432434,0.375,0.8333333333333334,0.19696969696969696,0.46153846153846156,0.46153846153846156,0.8333333333333334,0.625,0.8,0.4375,0.8571428571428571,0.24242424242424243,0.44126515151515144,0.4906,0.49198125000000004,0.125,0.125,0.136986301369863,0.3287671232876712,8.434848484848485,0.27419354838709675,3.0,2.0,2.0,3.0,4.0,1.0,0.08333333333333333,0.08695652173913043,0.04,0.16129032258064516,0.2857142857142857,,,,,,,,,,,,,,,,,,,2.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,0.18181818181818182,,True,,,
349,1610612745,Mark Jackson,Mark Jackson,349,HOU,1033.0,17.0,-17.0,30.0,33,10.0,17.0,2.0,63,,,,,,,,1.0,,,,1.0,,,43.0,,,,,,1.0,,,,,,,2.0,,2.0,,1.0,4.0,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,6.25,,,,0.125,,,0.09090909090909091,,,,,0.3333333333333333,,,,,,,,0.5,,,,,,,,,,,,0.5,0.48692500000000005,,0.4088,,,,,13.7,0.3333333333333333,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,0.5,,,,,0.5,,,,,,,,,25.6,,,,,,,,,,,,,True,,,
1909,1610612745,Scott Padgett,Scott Padgett,1909,HOU,310.0,5.0,8.0,9.0,8,7.0,6.0,1.0,17,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7777777777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
