EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,OffThreePtRebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,BlockedAtRim,DefensiveGoaltends,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,SecondChanceAtRimPctAssisted,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Corner3Assists,LongMidRangeAssists,LostBallSteals,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,BlockedCorner3,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,HeaveAttempts,BlockedShortMidRange,SecondChanceFg3Pct,SecondChanceArc3Accuracy,PenaltyArc3Accuracy,LongMidRangePctBlocked,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,OffCorner3ReboundPct,on,Technical Free Throw Trips,Clear Path Fouls
1508,1610612745,Maurice Taylor,Maurice Taylor,1508,HOU,5909.0,98.0,-18.0,175,177,70,74.0,15.0,352,3.0,5.0,1.0,2.0,2.0,4.0,5.0,11.0,6.0,16.0,14.0,32.0,13.0,41.0,191.0,3.0,7.0,4.0,10.0,5.0,12.0,6.0,16.0,14.0,14.0,4.0,3.0,3.0,1.0,4.0,1.0,2.0,1.0,9.0,4.0,1.0,2.0,6.0,2.0,10.0,5.0,15.0,1.0,3.0,2.0,2.0,1.0,1.0,5.0,1.0,12.0,19.0,2.0,1.0,17.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,16.0,70,3.0,0.5,0.5833333333333334,0.4375,0.42857142857142855,0.4166666666666667,0.4375,0.42857142857142855,0.4166666666666667,0.5125,0.5555555555555556,0.5333333333333333,0.09375,0.4,0.09090909090909091,23.316062176165804,0.6,0.14285714285714285,0.2,0.07692307692307693,0.07142857142857142,0.11764705882352941,0.08421052631578947,0.0547945205479452,0.125,0.05,0.14285714285714285,0.06818181818181818,0.15384615384615385,0.06666666666666667,1.0,0.15625,0.6,1.0,0.3333333333333333,0.34375,0.45454545454545453,0.5,0.2,0.5,0.375,0.375,0.8333333333333334,0.2857142857142857,0.5,0.3333333333333333,0.5,0.15625,0.40482187500000005,0.4469428571428571,0.4269333333333334,0.20512820512820512,0.20512820512820512,0.24390243902439024,0.3902439024390244,12.73125,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1509,1610612745,Kelvin Cato,Kelvin Cato,1509,HOU,7840.0,131.0,-14.0,235,237,52,35.0,31.0,472,11.0,16.0,3.0,3.0,1.0,1.0,2.0,5.0,,1.0,13.0,22.0,3.0,29.0,223.0,4.0,5.0,1.0,9.0,1.0,3.0,,2.0,20.0,6.0,6.0,,2.0,,2.0,,2.0,,4.0,11.0,,5.0,11.0,1.0,17.0,13.0,30.0,,2.0,1.0,3.0,1.0,,5.0,3.0,8.0,17.0,,2.0,7.0,3.0,5.0,,4.0,,4.0,1.0,2.0,52,2.0,0.7692307692307693,1.0,0.5909090909090909,0.8,0.3333333333333333,0.5909090909090909,0.8,0.3333333333333333,0.6041666666666666,0.75,0.3333333333333333,,,,10.74074074074074,0.4,0.0625,,0.11578947368421053,0.11702127659574468,0.21739130434782608,0.13559322033898305,0.10655737704918032,0.0975609756097561,0.15789473684210525,0.19230769230769232,0.08888888888888889,0.2222222222222222,,0.25,0.7272727272727273,0.6875,0.6875,0.8181818181818182,0.22727272727272727,0.4,0.4,0.5,0.045454545454545456,,,,0.6,1.0,0.3333333333333333,1.0,0.7272727272727273,0.5405863636363636,0.5323399999999999,0.4618,0.20833333333333334,0.20833333333333334,0.3103448275862069,0.06896551724137931,2.6636363636363636,0.22127659574468084,2.0,5.0,5.0,1.0,1.0,4.0,1.0,0.07142857142857142,0.06666666666666667,0.1,0.08333333333333333,0.2,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1749,1610612745,Cuttino Mobley,Cuttino Mobley,1749,HOU,12539.0,209.0,-17.0,377,380,112,108.0,44.0,757,14.0,20.0,2.0,3.0,3.0,4.0,1.0,14.0,8.0,20.0,23.0,54.0,8.0,72.0,374.0,2.0,6.0,,4.0,5.0,11.0,3.0,16.0,16.0,30.0,2.0,4.0,9.0,5.0,14.0,2.0,3.0,1.0,33.0,5.0,,5.0,14.0,,19.0,5.0,24.0,,12.0,3.0,6.0,9.0,,18.0,8.0,10.0,14.0,2.0,,10.0,,3.0,2.0,1.0,1.0,3.0,1.0,16.0,112,,0.34782608695652173,0.36363636363636365,0.42592592592592593,0.3333333333333333,0.45454545454545453,0.4266666666666667,0.2222222222222222,0.43333333333333335,0.45,0.2222222222222222,0.47058823529411764,0.07407407407407407,,0.2857142857142857,22.95081967213115,0.6666666666666666,,,0.08641975308641975,0.03597122302158273,0.13513513513513514,0.09547738693467336,0.027777777777777776,0.05,0.019230769230769232,0.13333333333333333,0.0875,0.13793103448275862,,0.3333333333333333,0.26666666666666666,0.7,0.7,0.35714285714285715,0.18666666666666668,0.07142857142857142,0.1,1.0,0.26666666666666666,0.4,0.4,0.25,0.3333333333333333,0.6666666666666666,0.26666666666666666,0.75,0.5466666666666666,0.490424,0.4932285714285714,0.4550766666666667,0.038461538461538464,0.05263157894736842,0.05555555555555555,0.2222222222222222,8.864814814814816,0.29708222811671087,,3.0,1.0,2.0,,,,,0.037037037037037035,,0.02702702702702703,0.125,,3.0,6.0,1.0,1.0,3.0,15.0,3.0,3.0,6.0,21.0,3.0,1.0,4.0,15.0,3.0,15.0,3.0,3.0,5.0,2.0,3.0,1.0,2.0,1.0,1.0,0.8333333333333334,0.2857142857142857,0.25,0.2857142857142857,0.28,0.08,0.5,0.5,1.0,0.2,0.2,0.2,0.6666666666666666,0.3333333333333333,0.06666666666666667,1.0,0.2,0.2,24.54285714285714,,,,,,,,,,,,,True,,
1883,1610612745,Steve Francis,Steve Francis,1883,HOU,11667.0,194.0,-14.0,350,356,109,100.0,40.0,706,11.0,16.0,2.0,2.0,4.0,7.0,4.0,10.0,3.0,19.0,18.0,45.0,24.0,78.0,352.0,2.0,4.0,1.0,8.0,7.0,16.0,14.0,34.0,8.0,28.0,2.0,2.0,27.0,6.0,33.0,1.0,15.0,6.0,72.0,3.0,,2.0,26.0,,28.0,6.0,34.0,,12.0,9.0,6.0,3.0,2.0,18.0,4.0,8.0,14.0,1.0,,34.0,2.0,12.0,6.0,1.0,,1.0,1.0,34.0,109,2.0,0.2222222222222222,0.23529411764705882,0.4,0.5,0.4375,0.46551724137931033,0.5833333333333334,0.45454545454545453,0.527027027027027,0.5714285714285714,0.5483870967741935,0.044444444444444446,0.0625,0.1,23.232323232323232,0.6666666666666666,,,0.16993464052287582,0.023255813953488372,0.058823529411764705,0.1497326203208556,0.03614457831325301,0.017857142857142856,0.02040816326530612,0.06976744186046512,0.2,0.038461538461538464,,1.0,0.27586206896551724,0.6875,0.7333333333333333,0.36363636363636365,0.1724137931034483,0.4,0.4444444444444444,,0.3275862068965517,0.15789473684210525,0.15789473684210525,,0.3333333333333333,1.0,0.3181818181818182,0.5714285714285714,0.5,0.46460175438596496,0.53227,0.46284523809523814,0.17647058823529413,0.21818181818181817,0.10256410256410256,0.4358974358974359,9.706666666666669,0.31142857142857144,3.0,4.0,2.0,2.0,1.0,,2.0,0.08108108108108109,0.041666666666666664,0.12,0.22857142857142856,0.125,,3.0,3.0,,,3.0,10.0,2.0,6.0,6.0,13.0,2.0,2.0,6.0,15.0,3.0,9.0,3.0,5.0,6.0,2.0,,1.0,,,,0.8333333333333334,0.46153846153846156,0.3333333333333333,0.5,0.22413793103448276,0.05172413793103448,1.0,1.0,1.0,0.1724137931034483,0.3,0.3,0.6666666666666666,0.3333333333333333,,,0.2727272727272727,0.3333333333333333,27.66923076923077,1.0,2.0,1.0,1.0,1.0,0.5,0.5,0.3333333333333333,,,,,True,,
2411,1610612745,Bostjan Nachbar,Bostjan Nachbar,2411,HOU,1059.0,18.0,1.0,33,31,6,10.0,5.0,64,1.0,2.0,,,,,,,,1.0,1.0,3.0,2.0,7.0,35.0,,,,,,,2.0,2.0,,2.0,,1.0,1.0,,1.0,,,1.0,2.0,1.0,,1.0,1.0,2.0,4.0,1.0,5.0,1.0,1.0,,,1.0,,1.0,,,3.0,,,2.0,,,1.0,,,,,2.0,6,,,,0.3333333333333333,,,0.5,,,0.5833333333333334,,1.0,0.3333333333333333,,,17.94871794871795,1.0,1.0,,0.1111111111111111,0.09090909090909091,0.3333333333333333,0.16666666666666666,0.058823529411764705,,,0.3333333333333333,,,0.5,,0.4,0.5,0.5,,,,,,0.2,,,,,,,,0.8,0.51963,,,,,,0.2857142857142857,6.766666666666667,0.18181818181818182,,,,,1.0,,,,0.5,,,1.0,,,1.0,,,1.0,1.0,,,1.0,2.0,,,,3.0,,1.0,1.0,,,,,,,,,1.0,0.5,,0.5,0.4,0.2,,,,0.2,1.0,1.0,1.0,,,,,1.0,24.65,,,,,,,,,1.0,,,,True,,
754,1610612745,Jim Jackson,Jim Jackson,754,HOU,11193.0,187.0,-12.0,337,340,103,96.0,39.0,677,4.0,8.0,1.0,1.0,2.0,3.0,4.0,13.0,9.0,15.0,17.0,36.0,6.0,61.0,328.0,2.0,2.0,,4.0,4.0,11.0,,11.0,12.0,22.0,2.0,2.0,9.0,1.0,10.0,1.0,2.0,6.0,21.0,1.0,,6.0,33.0,9.0,48.0,2.0,50.0,,3.0,1.0,3.0,2.0,,6.0,,4.0,7.0,,,7.0,1.0,4.0,,1.0,1.0,1.0,1.0,11.0,103,,0.35294117647058826,0.375,0.4722222222222222,1.0,0.36363636363636365,0.4583333333333333,0.6666666666666666,0.34375,0.48412698412698413,0.6666666666666666,0.34375,0.05555555555555555,0.125,0.07692307692307693,18.11023622047244,0.5,0.42857142857142855,,0.22,0.008,0.18181818181818182,0.21311475409836064,0.012578616352201259,,0.02,0.21951219512195122,0.21621621621621623,0.23076923076923078,,1.0,0.13333333333333333,0.5,0.5714285714285714,0.25,0.21666666666666667,0.3076923076923077,0.3333333333333333,0.25,0.25,0.6,0.6,0.4444444444444444,0.3333333333333333,1.0,0.1875,0.6666666666666666,0.5333333333333333,0.479215,0.511475,0.43921875000000005,0.06349206349206349,0.10256410256410256,0.06557377049180328,0.18032786885245902,11.14166666666667,0.3056379821958457,1.0,4.0,2.0,1.0,,,,0.029411764705882353,,0.045454545454545456,0.22857142857142856,,,4.0,13.0,1.0,5.0,3.0,11.0,,,7.0,24.0,1.0,1.0,5.0,18.0,3.0,11.0,3.0,,1.0,2.0,1.0,1.0,,,,0.8571428571428571,0.2916666666666667,0.2,0.2916666666666667,0.4,0.21666666666666667,0.3076923076923077,0.3076923076923077,1.0,0.18333333333333332,0.2727272727272727,0.2727272727272727,0.6666666666666666,,0.3125,0.2,,0.2727272727272727,24.25833333333333,,,,,,,,,,1.0,0.3333333333333333,,True,,
221,1610612745,Clar. Weatherspoon,Clar. Weatherspoon,221,HOU,1061.0,18.0,,35,35,18,18.0,5.0,70,1.0,1.0,,,1.0,1.0,1.0,2.0,,2.0,2.0,5.0,2.0,6.0,27.0,,,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,,,,,,,,,,2.0,,1.0,,1.0,2.0,2.0,4.0,,,,,,,,,1.0,2.0,,,4.0,,2.0,,,,,,3.0,18,,0.5,0.5,0.4,,1.0,0.4,,1.0,0.42857142857142855,0.5,0.75,,,,17.94871794871795,,1.0,,,0.2,0.25,0.058823529411764705,0.16666666666666666,,,,,0.25,,,0.2,1.0,1.0,1.0,0.4,0.5,0.5,,0.4,,,,,,1.0,1.0,0.2,0.4237,,0.5657,0.2857142857142857,0.2857142857142857,0.3333333333333333,0.5,10.580000000000002,0.5142857142857142,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
2397,1610612745,Yao Ming,Yao Ming,2397,HOU,9990.0,166.0,-2.0,298,302,78,84.0,35.0,600,9.0,13.0,2.0,3.0,4.0,5.0,13.0,33.0,4.0,10.0,26.0,56.0,11.0,63.0,298.0,2.0,6.0,2.0,6.0,8.0,14.0,4.0,20.0,42.0,10.0,4.0,7.0,4.0,4.0,8.0,2.0,3.0,,20.0,6.0,,4.0,16.0,4.0,24.0,9.0,33.0,1.0,6.0,2.0,3.0,4.0,2.0,9.0,4.0,13.0,16.0,1.0,,13.0,1.0,6.0,1.0,6.0,,6.0,4.0,20.0,78,1.0,0.8076923076923077,0.875,0.4642857142857143,0.3333333333333333,0.5714285714285714,0.4642857142857143,0.3333333333333333,0.5714285714285714,0.5080645161290323,0.42857142857142855,0.625,0.125,0.15384615384615385,0.15151515151515152,20.94395280235988,0.6666666666666666,0.2857142857142857,,0.11940298507462686,0.05217391304347826,0.13333333333333333,0.12195121951219512,0.06040268456375839,0.0784313725490196,0.025,0.15789473684210525,0.06349206349206349,0.08695652173913043,0.043478260869565216,0.6666666666666666,0.23214285714285715,0.6923076923076923,0.8181818181818182,0.7777777777777778,0.5892857142857143,0.3939393939393939,0.4642857142857143,0.8461538461538461,0.17857142857142858,0.4,0.4,0.75,0.5,0.6666666666666666,0.35714285714285715,0.8,0.23214285714285715,0.4402142857142857,0.4484,0.47685000000000005,0.09836065573770492,0.09836065573770492,0.09523809523809523,0.31746031746031744,8.005357142857143,0.26174496644295303,3.0,2.0,2.0,,2.0,5.0,1.0,0.08823529411764706,0.041666666666666664,0.045454545454545456,0.18181818181818182,0.2857142857142857,,,,,,,,,,,,,,,,,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.16666666666666666,True,,
349,1610612745,Mark Jackson,Mark Jackson,349,HOU,1180.0,20.0,-11.0,35,35,7,12.0,4.0,70,,,,,,,,2.0,,,,2.0,,,38.0,,,,,,1.0,,,,,,,2.0,,2.0,,1.0,,4.0,,,,3.0,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,10.256410256410255,,,,0.23076923076923078,,,0.17647058823529413,,,,,0.2857142857142857,,,,,,,,0.5,,,,,,,,,,,,0.5,0.4363,,0.458125,,,,,13.649999999999999,0.2,,1.0,,,,,,,,,0.3333333333333333,,,,,,,,2.0,,1.0,,2.0,,,1.0,,,2.0,,,1.0,1.0,,,,,,,,,,0.5,,,,,0.5,,,,,,,0.5,,25.65,,,,,,,,,,,,,True,,
15,1610612745,Eric Piatkowski,Eric Piatkowski,15,HOU,6.0,,,1,1,1,1.0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
