EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,PtsUnassisted2s,NonHeaveArc3FGA,Fg3aBlocked,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Fouls,Loose Ball Fouls,Offensive Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,Fg2Pct,EfgPct,TsPct,FG3APct,FG3APctBlocked,Arc3PctBlocked,Usage,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,SecondChanceAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FtPoints,SecondChanceFG2M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,FTDefRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,ShootingFouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedLongMidRange,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,SecondChanceAtRimFGM,PtsPutbacks,BlockedShortMidRange,AtRimPctBlocked,OffAtRimReboundPct,OffCorner3ReboundPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,PtsUnassisted3s,Corner3Assists,LongMidRangeAssists,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Blocked3s,BlockedArc3,Corner3FGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,HeaveAttempts
1709,1610612750,Michael Olowokandi,Michael Olowokandi,1709,MIN,1699.0,28,-8,57,58,24,16,6,115,1.0,1.0,1.0,5.0,1.0,1.0,6,1.0,2.0,51,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2,4.0,6,1.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,24,0.16666666666666666,0.14285714285714285,0.14285714285714285,0.14285714285714285,1.0,1.0,19.047619047619047,0.5,0.05263157894736842,0.14285714285714285,0.125,0.07407407407407407,0.125,0.2727272727272727,0.25,0.16666666666666666,1.0,0.14285714285714285,0.7142857142857143,0.2,0.2,0.14285714285714285,1.0,0.2857142857142857,0.4237928571428572,0.5599,0.3756,7.183333333333334,26.2,0.42105263157894735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1887,1610612750,Wally Szczerbiak,Wally Szczerbiak,1887,MIN,5399.0,90,-17,175,174,58,67,22,349,3.0,,3.0,6.0,7.0,9.0,25,9.0,32.0,170,3.0,6.0,8.0,7.0,,3.0,,2.0,6.0,10,4.0,14,2.0,6.0,,1.0,11.0,1.0,3.0,11.0,,2.0,1.0,,1.0,,58,0.36,0.35294117647058826,0.40540540540540543,0.2647058823529412,,,23.880597014925375,,0.1016949152542373,0.043478260869565216,0.08,0.09523809523809523,0.04597701149425287,0.03125,0.05,,,0.08823529411764706,0.17647058823529413,0.5,0.75,0.20588235294117646,,0.35294117647058826,0.4529058823529411,0.4708666666666667,0.460775,14.107999999999999,24.98888888888889,0.3314285714285714,1.0,1.0,1.0,5.0,16.0,2.0,1.0,2.0,1.0,2.0,2.0,8.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,5.0,12.0,10.0,6.0,2.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,1.0,2.0,2.0,5.0,3.0,2.0,5.0,1.0,4.0,2.0,9.0,1.0,2.0,2.0,2.0,1.0,12.0,3.0,0.5555555555555556,0.5555555555555556,1.0,0.2222222222222222,0.5,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.25,0.4375,0.4,0.5454545454545454,0.16,0.3333333333333333,0.125,0.45454545454545453,0.18181818181818182,0.05555555555555555,0.08,0.07142857142857142,0.07692307692307693,0.15384615384615385,0.2222222222222222,0.10526315789473684,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.47058823529411764,0.3125,0.35714285714285715,0.4,0.058823529411764705,0.2857142857142857,0.2857142857142857,1.0,0.25,0.125,1.0,0.25,0.5,0.2857142857142857,0.05714285714285714,0.07692307692307693,0.125,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
2058,1610612750,Mark Madsen,Mark Madsen,2058,MIN,13453.0,224,-18,422,428,139,165,58,850,29.0,13.0,1.0,2.0,,17.0,32,,47.0,413,15.0,12.0,16.0,,,21.0,,5.0,24.0,30,28.0,58,1.0,5.0,3.0,,7.0,,2.0,43.0,5.0,1.0,4.0,3.0,4.0,4.0,139,0.53125,0.53125,0.5108695652173914,,,,10.655737704918034,,0.15483870967741936,0.12650602409638553,0.08771929824561403,0.13679245283018868,0.1346153846153846,0.09523809523809523,0.14634146341463414,0.1,1.0,0.90625,0.0625,0.5,0.5,,0.8666666666666667,0.90625,0.5455,0.5603750000000001,0.5085666666666666,1.4249999999999998,,0.3293838862559242,16.0,3.0,10.0,,1.0,,,,,,,13.0,8.0,,6.0,22.0,4.0,,,9.0,17.0,18.0,,,2.0,1.0,1.0,2.0,1.0,1.0,,5.0,7.0,1.0,5.0,5.0,4.0,1.0,2.0,,2.0,11.0,29.0,2.0,,9.0,7.0,,17.0,10.0,0.5294117647058824,0.8181818181818182,,,,,0.5333333333333333,0.3333333333333333,0.5333333333333333,0.3333333333333333,0.5789473684210527,0.425,0.0625,,,0.2857142857142857,0.058823529411764705,0.16666666666666666,0.1,0.14814814814814814,0.17647058823529413,0.15,0.058823529411764705,0.38461538461538464,0.5517241379310345,0.5925925925925926,0.5625,,0.03125,,,,,,,,,0.8333333333333334,0.3,,,,0.23076923076923078,0.23076923076923078,0.46808510638297873,0.3617021276595745,7.0,12.0,1.0,0.06896551724137931,0.25,0.2,0.5384615384615384,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
208,1610612750,Sam Cassell,Sam Cassell,208,MIN,6501.0,108,10,207,215,63,65,28,422,8.0,,1.0,2.0,9.0,17.0,35,11.0,55.0,193,1.0,11.0,30.0,9.0,,1.0,,1.0,4.0,6,1.0,7,,2.0,1.0,,10.0,1.0,4.0,12.0,,1.0,,,,,63,0.4857142857142857,0.5,0.55,0.2391304347826087,,,25.10460251046025,,0.04938271604938271,0.01282051282051282,0.037037037037037035,0.046296296296296294,0.01020408163265306,,,0.05,,0.17391304347826086,0.043478260869565216,0.5,0.5,0.1956521739130435,,0.41304347826086957,0.46713913043478267,0.423875,0.4373107142857142,13.68,24.954545454545453,0.30434782608695654,5.0,2.0,3.0,11.0,25.0,2.0,,4.0,2.0,3.0,4.0,9.0,1.0,1.0,,5.0,4.0,2.0,3.0,4.0,18.0,4.0,3.0,4.0,1.0,9.0,6.0,15.0,4.0,1.0,1.0,36.0,,1.0,,6.0,3.0,3.0,8.0,5.0,3.0,2.0,9.0,1.0,,3.0,2.0,,18.0,2.0,0.11764705882352941,0.11764705882352941,0.25,0.36363636363636365,0.6666666666666666,0.36363636363636365,1.0,0.36363636363636365,1.25,0.5,1.25,0.5625,0.02857142857142857,,,0.8,0.2,,0.058823529411764705,,,0.10256410256410256,,,0.625,0.7142857142857143,,,0.5434782608695652,0.44,0.44,0.18181818181818182,0.043478260869565216,0.4444444444444444,0.4444444444444444,0.25,,0.21428571428571427,0.6666666666666666,0.21428571428571427,0.6666666666666666,0.4444444444444444,0.0625,0.08108108108108109,0.09090909090909091,0.32727272727272727,,,,0.125,,,,,1.0,1.0,1.0,9.0,2.0,7.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,True,,,,
2239,1610612750,Trenton Hassell,Trenton Hassell,2239,MIN,4360.0,73,-26,132,138,37,58,15,270,6.0,1.0,1.0,5.0,1.0,8.0,24,1.0,21.0,155,3.0,5.0,4.0,1.0,,1.0,,2.0,6.0,8,3.0,11,,,,,3.0,,1.0,6.0,,,1.0,,2.0,2.0,37,0.3333333333333333,0.38,0.40384615384615385,0.04,,,19.205298013245034,,0.12244897959183673,0.0196078431372549,0.2,0.13559322033898305,0.05084745762711865,0.03571428571428571,0.2,0.25,1.0,0.24,0.2,0.2,0.2,0.04,0.3333333333333333,0.28,0.42871200000000004,0.4277,0.4285333333333334,11.679166666666667,26.6,0.2803030303030303,4.0,,1.0,3.0,13.0,,,1.0,1.0,1.0,1.0,2.0,1.0,,,2.0,1.0,1.0,1.0,2.0,7.0,12.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,,7.0,2.0,,,,,,3.0,1.0,2.0,2.0,2.0,,,,1.0,,7.0,,0.75,0.8571428571428571,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.5,0.041666666666666664,,,1.0,,0.25,,0.16666666666666666,0.09090909090909091,0.10714285714285714,,,0.6666666666666666,0.8,0.5,1.0,0.52,0.23076923076923078,0.23076923076923078,1.0,,1.0,1.0,1.0,,0.16666666666666666,,0.16666666666666666,1.0,1.0,,,0.09523809523809523,0.3333333333333333,1.0,2.0,1.0,0.16666666666666666,,0.5,1.0,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,True,,,,
697,1610612750,Fred Hoiberg,Fred Hoiberg,697,MIN,10800.0,180,-14,335,338,111,124,47,673,5.0,1.0,,1.0,14.0,5.0,14,22.0,46.0,326,1.0,6.0,,14.0,,2.0,,7.0,13.0,22,2.0,24,,,,,2.0,,1.0,12.0,,,,,,,111,0.35714285714285715,0.5555555555555556,0.5921052631578947,0.6111111111111112,,,10.362694300518134,,0.10655737704918032,0.015037593984962405,0.15217391304347827,0.11904761904761904,0.012121212121212121,0.029850746268656716,0.03125,0.09375,,0.1388888888888889,0.027777777777777776,,,0.3888888888888889,0.16666666666666666,0.75,0.5228416666666666,0.58148,0.47907083333333333,11.342857142857143,24.186363636363634,0.33134328358208953,2.0,1.0,1.0,3.0,8.0,8.0,2.0,7.0,1.0,2.0,10.0,6.0,,5.0,2.0,8.0,2.0,2.0,6.0,4.0,14.0,10.0,30.0,7.0,2.0,6.0,3.0,9.0,2.0,3.0,2.0,21.0,,2.0,,3.0,,3.0,2.0,,2.0,4.0,6.0,1.0,1.0,2.0,1.0,,14.0,2.0,1.0,1.0,1.0,0.45454545454545453,0.3333333333333333,0.45454545454545453,,0.3333333333333333,0.5,0.4166666666666667,0.5714285714285714,0.5,0.14285714285714285,,0.125,1.0,0.15384615384615385,,,,0.07692307692307693,0.15625,0.2857142857142857,,0.4,0.5,1.0,,0.2222222222222222,0.375,0.42857142857142855,1.0,0.2222222222222222,0.5,0.5,1.0,0.3333333333333333,0.08333333333333333,1.0,0.16666666666666666,0.5,0.5,0.05405405405405406,0.13333333333333333,0.17391304347826086,0.30434782608695654,,,,0.2,,,,,1.0,3.0,2.0,,1.0,1.0,0.4,0.5,0.3333333333333333,1.0,,,3.0,1.0,1.0,4.0,0.375,0.375,1.0,0.5,1.0,0.3333333333333333,0.25,,,,True,,,,
84,1610612750,Latrell Sprewell,Latrell Sprewell,84,MIN,11177.0,186,5,356,357,129,148,50,713,7.0,,3.0,11.0,16.0,16.0,49,26.0,87.0,342,3.0,14.0,20.0,16.0,,3.0,,10.0,13.0,23,3.0,26,2.0,6.0,2.0,1.0,20.0,2.0,4.0,6.0,,,1.0,,3.0,1.0,129,0.32653061224489793,0.47333333333333333,0.5240963855421686,0.3466666666666667,,,24.8792270531401,,0.1,0.02142857142857143,0.19607843137254902,0.1270718232044199,0.016853932584269662,0.028169014084507043,0.11764705882352941,0.16666666666666666,0.3333333333333333,0.09333333333333334,0.14666666666666667,0.2727272727272727,0.2727272727272727,0.21333333333333335,,0.44,0.4665186666666666,0.5211833333333333,0.44918421052631585,13.859183673469389,24.757692307692306,0.36235955056179775,4.0,2.0,3.0,9.0,31.0,10.0,2.0,8.0,1.0,3.0,13.0,16.0,1.0,4.0,3.0,14.0,3.0,1.0,5.0,8.0,17.0,12.0,33.0,8.0,,18.0,1.0,19.0,1.0,12.0,3.0,39.0,,,1.0,7.0,5.0,2.0,14.0,6.0,8.0,2.0,19.0,1.0,,4.0,3.0,,17.0,3.0,0.375,0.375,0.8461538461538461,0.5,0.2,0.5,0.3333333333333333,0.21428571428571427,0.7857142857142857,0.23684210526315788,0.875,0.3695652173913043,,,,0.7,,,0.023255813953488372,,0.03225806451612903,0.12307692307692308,0.26666666666666666,0.022727272727272728,0.5714285714285714,0.5714285714285714,0.25,,0.41333333333333333,0.2903225806451613,0.2903225806451613,0.5555555555555556,0.13333333333333333,0.5,0.5,0.75,0.2857142857142857,0.15789473684210525,0.6666666666666666,0.15789473684210525,0.3333333333333333,0.5,0.075,0.07692307692307693,0.16091954022988506,0.19540229885057472,,,1.0,,,,,,2.0,2.0,3.0,6.0,,3.0,0.75,0.2857142857142857,1.0,1.0,2.0,2.0,5.0,1.0,,2.0,0.5,0.5,1.0,0.5,1.0,0.10526315789473684,,1.0,2.0,0.07142857142857142,True,,,,
239,1610612750,Darrick Martin,Darrick Martin,239,MIN,2081.0,35,-9,63,62,23,34,9,125,3.0,,,,3.0,,6,4.0,3.0,56,,2.0,,3.0,,1.0,,,1.0,1,1.0,2,,2.0,,,4.0,,1.0,7.0,1.0,,,,,,23,,0.15,0.15,0.4,,,19.444444444444446,,0.043478260869565216,0.037037037037037035,,0.02857142857142857,0.029411764705882353,0.07692307692307693,,,,0.3,,,,0.3,,0.7,0.503045,0.55125,0.48269999999999996,10.0,23.85,0.36507936507936506,,,1.0,,3.0,1.0,,1.0,,,1.0,,,1.0,,,,,1.0,,,,3.0,1.0,1.0,2.0,1.0,3.0,1.0,,2.0,7.0,,,1.0,,,,2.0,1.0,1.0,2.0,,,,,,,,1.0,,,1.0,0.25,,0.25,,,,,,,0.16666666666666666,,,0.5,,,,,,0.058823529411764705,,0.125,,,,,0.3,,,,0.1,0.3333333333333333,0.3333333333333333,1.0,,0.3333333333333333,,,,0.3333333333333333,,,,,,,,0.3333333333333333,,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,0.3333333333333333,,1.0,,,True,,,,
708,1610612750,Kevin Garnett,Kevin Garnett,708,MIN,10234.0,171,12,313,323,97,130,46,636,13.0,4.0,18.0,44.0,2.0,34.0,80,2.0,97.0,304,10.0,21.0,42.0,2.0,,9.0,,15.0,33.0,57,10.0,67,4.0,12.0,1.0,4.0,16.0,1.0,9.0,15.0,2.0,2.0,7.0,6.0,7.0,5.0,97,0.425,0.4329268292682927,0.49489795918367346,0.024390243902439025,,,31.147540983606557,,0.2682926829268293,0.07142857142857142,0.3409090909090909,0.2874251497005988,0.06289308176100629,0.04838709677419355,0.2413793103448276,0.375,0.7142857142857143,0.15853658536585366,0.5365853658536586,0.4090909090909091,0.4186046511627907,0.024390243902439025,0.36363636363636365,0.18292682926829268,0.4201079268292683,0.5210388888888889,0.4253795454545454,10.2725,25.4,0.30990415335463256,11.0,2.0,3.0,5.0,23.0,,,1.0,1.0,1.0,1.0,26.0,4.0,1.0,4.0,15.0,7.0,1.0,1.0,16.0,33.0,26.0,,1.0,2.0,6.0,12.0,18.0,7.0,2.0,1.0,48.0,1.0,9.0,2.0,6.0,4.0,2.0,4.0,2.0,2.0,5.0,33.0,1.0,,10.0,7.0,1.0,33.0,6.0,0.38235294117647056,0.40625,,0.5,1.0,0.5,0.4,0.3333333333333333,0.5,0.38636363636363635,0.5769230769230769,0.515625,0.025,0.022727272727272728,,0.25,0.8181818181818182,0.030303030303030304,0.075,0.05,0.37037037037037035,0.23880597014925373,0.25,0.044444444444444446,0.8461538461538461,0.9166666666666666,0.5454545454545454,0.3333333333333333,0.2804878048780488,0.21739130434782608,0.21739130434782608,0.2,,0.5,0.5,,,0.13636363636363635,0.6666666666666666,0.045454545454545456,1.0,0.5,0.10989010989010989,0.11235955056179775,0.15463917525773196,0.3402061855670103,3.0,4.0,,0.07692307692307693,0.125,,0.75,,1.0,1.0,1.0,3.0,5.0,3.0,1.0,0.09090909090909091,1.0,,,,,,,,,,,,,,,,,,True,,,,
911,1610612750,Ervin Johnson,Ervin Johnson,911,MIN,354.0,6,-10,12,13,3,2,1,25,,,,1.0,,,1,,,14,,1.0,,,,,,,1.0,2,,2,,,,,,,,2.0,,,,,,,3,,,,,,,7.692307692307692,,0.2,,,0.125,,,0.25,,,,1.0,,,,,,0.2527,,0.2527,6.4,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
