EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,ShootingFouls,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,FG3M,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,OffTwoPtRebounds,FTDefRebounds,OffRebounds,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,AtRimPctAssisted,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFtPoints,PtsUnassisted3s,Corner3Assists,LostBallOutOfBoundsTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,PenaltyFg3Pct,OffShortMidRangeReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyArc3Accuracy,OffThreePtRebounds,SelfOReb,BlockedAtRim,ShortMidRangePctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,SelfORebPct,SecondChanceAtRimPctAssisted,PenaltyCorner3FGA,Defensive 3 Seconds Violations,OffCorner3ReboundPct,DefCorner3ReboundPct,PenaltyCorner3Frequency,SecondChanceFtPoints,RecoveredBlocks,BlocksRecoveredPct,StepOutOfBoundsTurnovers,Loose Ball Fouls,Blocked3s,BlockedCorner3,on,PenaltyCorner3FGM,Technical Free Throw Trips,PenaltyCorner3Accuracy,HeaveAttempts,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked
1065,1610612749,Erick Strickland,Erick Strickland,1065,MIL,843.0,14,3.0,29,27,7,4.0,56,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,4.0,28,1.0,1.0,1.0,2.0,4.0,1.0,4.0,1.0,5.0,1.0,2.0,1.0,1.0,11.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,7,0.6666666666666666,1.0,0.5,0.5,0.5,0.5,0.25,13.793103448275863,0.09090909090909091,0.25,0.13333333333333333,0.3333333333333333,0.3333333333333333,0.25,1.0,1.0,0.5,0.5,0.5,0.25,0.5,1.0,0.5,0.5,0.45576249999999996,0.5162249999999999,0.5,5.466666666666666,26.7,0.2413793103448276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1496,1610612749,Keith Van Horn,Keith Van Horn,1496,MIL,4227.0,70,-25.0,134,135,31,9.0,269,4.0,7.0,1.0,1.0,1.0,2.0,5.0,,7.0,15.0,5.0,24.0,153,1.0,1.0,,2.0,4.0,5.0,1.0,,1.0,,,1.0,,2.0,2.0,7.0,12.0,15.0,3.0,2.0,4.0,9.0,2.0,31,0.4666666666666667,1.0,0.575,1.0,0.6,1.0,0.25,17.333333333333332,0.16279069767441862,0.13333333333333333,0.15517241379310345,0.07142857142857142,0.18181818181818182,0.35,0.5714285714285714,0.8,0.1,0.5,0.5,0.25,1.0,1.0,,0.6,0.5166325,0.633,0.08333333333333333,8.806666666666667,26.4,0.23134328358208955,15.0,1.0,1.0,2.0,6.0,3.0,3.0,1.0,1.0,2.0,2.0,10.0,9.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.8333333333333334,1.0,0.6,0.6,0.5,0.5,0.5,0.2,0.2857142857142857,0.16666666666666666,0.3333333333333333,1.0,0.06,0.04838709677419355,0.05,0.10526315789473684,0.2,0.21428571428571427,0.5,1.0,0.3,0.3333333333333333,0.4,1.0,0.6,0.6,1.0,0.5,1.0,0.6,0.47755,0.05,0.06666666666666667,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1800,1610612749,Damon Jones,Damon Jones,1800,MIL,8701.0,145,-47.0,269,270,71,46.0,539,4.0,6.0,,1.0,,,13.0,5.0,8.0,13.0,21.0,50.0,313,1.0,2.0,5.0,9.0,12.0,13.0,31.0,6.0,37.0,4.0,15.0,3.0,13.0,80.0,2.0,16.0,18.0,20.0,5.0,4.0,5.0,14.0,9.0,71,0.6153846153846154,0.5,0.6764705882352942,0.35714285714285715,0.6756756756756757,0.45,0.6176470588235294,15.081967213114755,0.16494845360824742,0.06060606060606061,0.13846153846153847,0.1724137931034483,0.08,0.17647058823529413,0.6666666666666666,0.8,,,,0.38235294117647056,0.14285714285714285,,0.7142857142857143,0.7941176470588235,0.5205808823529412,0.4566285714285714,0.18,9.53076923076923,25.719047619047622,0.26394052044609667,33.0,,,4.0,7.0,5.0,10.0,4.0,,,3.0,4.0,24.0,,5.0,1.0,2.0,,2.0,1.0,7.0,1.0,5.0,2.0,2.0,,9.0,,3.0,,6.0,,1.0,,,,0.25,0.25,0.8,0.47619047619047616,0.47619047619047616,,0.75,0.5,0.07692307692307693,0.16666666666666666,,0.7777777777777778,,0.020202020202020204,0.015873015873015872,,0.02857142857142857,0.14285714285714285,0.19230769230769232,0.25,,0.20588235294117646,0.5714285714285714,0.5714285714285714,0.25,0.38461538461538464,0.38461538461538464,0.6,,,0.38461538461538464,0.60675,0.02857142857142857,0.07142857142857142,0.06,5.0,8.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,6.0,2.0,1.0,2.0,2.0,0.5,0.2,0.038461538461538464,0.23529411764705882,0.625,0.625,1.0,0.5,0.5,1.0,0.2,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
2046,1610612749,Desmond Mason,Desmond Mason,2046,MIL,7495.0,125,-35.0,232,233,61,31.0,465,6.0,13.0,2.0,5.0,2.0,10.0,,,14.0,42.0,1.0,41.0,262,2.0,8.0,,9.0,4.0,,4.0,2.0,6.0,1.0,2.0,1.0,1.0,14.0,3.0,7.0,11.0,14.0,1.0,1.0,3.0,9.0,9.0,61,0.3333333333333333,0.25,0.32558139534883723,0.25,0.41,0.4090909090909091,0.023255813953488372,21.132075471698116,0.08235294117647059,0.10344827586206896,0.08771929824561403,0.16666666666666666,0.13636363636363635,0.3023255813953488,0.46153846153846156,0.5,0.23255813953488372,0.2,0.2222222222222222,,0.625,0.4,,0.32558139534883723,0.4513395348837209,0.5364,0.21951219512195122,9.885714285714286,23.1,0.2629310344827586,30.0,2.0,3.0,6.0,19.0,,,13.0,2.0,5.0,4.0,24.0,,,,2.0,2.0,1.0,3.0,,4.0,,2.0,2.0,2.0,,6.0,1.0,1.0,2.0,15.0,1.0,6.0,1.0,,1.0,0.8571428571428571,0.8571428571428571,,,,0.4,0.4,0.4,0.047619047619047616,0.07692307692307693,,0.6666666666666666,0.125,0.021505376344086023,0.02631578947368421,0.02857142857142857,,0.024390243902439025,0.1,1.0,,0.4418604651162791,0.3157894736842105,0.3157894736842105,1.0,,,,0.6,0.6666666666666666,,0.46923999999999993,0.125,0.1276595744680851,0.0975609756097561,,1.0,,,,,,,,5.0,,1.0,,2.0,1.0,,,0.04,0.023255813953488372,,,,,,,,1.0,1.0,1.0,0.1,0.047619047619047616,0.07142857142857142,0.037037037037037035,1.0,,,,,,,,,,,,,True,,,,,,,
389,1610612749,Toni Kukoc,Toni Kukoc,389,MIL,2783.0,46,-13.0,91,90,34,36.0,181,3.0,6.0,2.0,3.0,1.0,2.0,5.0,1.0,5.0,11.0,7.0,22.0,102,3.0,6.0,2.0,6.0,4.0,5.0,1.0,2.0,3.0,,1.0,,,8.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,5.0,6.0,34,0.45454545454545453,0.5,0.5277777777777778,0.375,0.5238095238095238,0.375,0.3888888888888889,22.22222222222222,0.03125,0.08333333333333333,0.045454545454545456,,,0.3333333333333333,0.5,0.75,0.1111111111111111,0.5,0.5,0.2777777777777778,0.375,0.6666666666666666,0.125,0.7222222222222222,0.5129388888888889,0.49234999999999995,0.2727272727272727,6.545454545454546,25.657142857142862,0.37362637362637363,8.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,6.0,9.0,,2.0,2.0,,,1.0,,1.0,,,,1.0,,1.0,,,,6.0,,3.0,,,,0.6,0.6,1.0,0.42857142857142855,0.42857142857142855,1.0,1.0,1.0,0.18181818181818182,0.3333333333333333,,1.0,,,0.02564102564102564,,,,0.1111111111111111,0.3333333333333333,1.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.4,0.4,1.0,1.0,1.0,0.4,0.5444,0.14285714285714285,0.21428571428571427,0.18181818181818182,1.0,2.0,,,,,,,,,,2.0,,,1.0,,,,0.1111111111111111,0.5,0.5,1.0,,,,,1.0,,,,0.08333333333333333,,,,1.0,1.0,0.2,0.3333333333333333,0.125,,,,,,,,True,,,,,,,
693,1610612749,Joe Smith,Joe Smith,693,MIL,7471.0,125,-50.0,225,226,60,44.0,451,11.0,21.0,4.0,6.0,4.0,8.0,,,20.0,40.0,,47.0,273,7.0,11.0,,14.0,6.0,,1.0,1.0,2.0,1.0,1.0,,,5.0,5.0,15.0,21.0,34.0,3.0,2.0,10.0,11.0,14.0,60,0.5,0.6363636363636364,0.5,0.6363636363636364,0.5340909090909091,0.6363636363636364,,18.773946360153257,0.18292682926829268,0.19230769230769232,0.18518518518518517,0.17391304347826086,0.19047619047619047,0.525,0.5238095238095238,0.6875,0.2,0.5,0.5,,0.5454545454545454,0.6666666666666666,,0.525,0.48057000000000005,0.49753636363636355,0.2978723404255319,6.8625,,0.26666666666666666,33.0,3.0,9.0,5.0,11.0,,,7.0,3.0,11.0,9.0,34.0,,6.0,,5.0,12.0,1.0,13.0,1.0,5.0,,2.0,,3.0,,5.0,1.0,1.0,,8.0,,4.0,7.0,2.0,7.0,0.85,1.0,,,,0.2727272727272727,0.2727272727272727,0.34615384615384615,0.125,0.23809523809523808,,1.0,0.125,0.13186813186813187,0.11607142857142858,0.20588235294117646,0.08823529411764706,0.1891891891891892,0.18181818181818182,0.7272727272727273,1.0,0.275,0.45454545454545453,0.45454545454545453,1.0,,,,0.8181818181818182,0.3333333333333333,,0.54592,0.09090909090909091,0.09090909090909091,0.19148936170212766,,,,,,,,,,,,,,,1.0,,,0.08695652173913043,,,,,,,,,1.0,3.0,5.0,,0.047619047619047616,0.06666666666666667,0.2,,,,,0.2,,3.0,5.0,0.7142857142857143,,,,,True,,,,,,,
2072,1610612749,Michael Redd,Michael Redd,2072,MIL,7609.0,127,-51.0,231,236,62,41.0,467,3.0,14.0,3.0,8.0,3.0,11.0,7.0,,15.0,40.0,14.0,52.0,278,5.0,14.0,2.0,15.0,14.0,7.0,7.0,5.0,12.0,2.0,3.0,1.0,3.0,29.0,4.0,8.0,12.0,14.0,,,2.0,8.0,15.0,62,0.375,0.35714285714285715,0.4166666666666667,0.3125,0.4482758620689655,0.39473684210526316,0.25925925925925924,26.217228464419478,0.09523809523809523,0.14285714285714285,0.10714285714285714,0.25,0.047619047619047616,0.25925925925925924,0.21428571428571427,0.42857142857142855,0.2037037037037037,0.2727272727272727,0.375,0.12962962962962962,0.5,0.375,,0.5185185185185185,0.5014518518518519,0.536375,0.28846153846153844,9.32,24.75714285714286,0.2683982683982684,33.0,1.0,3.0,9.0,15.0,2.0,5.0,7.0,1.0,3.0,4.0,16.0,12.0,,2.0,11.0,2.0,,2.0,,7.0,1.0,5.0,5.0,2.0,,12.0,1.0,5.0,1.0,10.0,2.0,5.0,,,,0.5333333333333333,0.5333333333333333,0.8,0.35714285714285715,0.35714285714285715,0.3333333333333333,0.3333333333333333,0.5,0.275,0.5,0.06666666666666667,0.5833333333333334,,0.021739130434782608,0.017094017094017096,,0.029411764705882353,0.02631578947368421,0.045454545454545456,0.6666666666666666,0.3333333333333333,0.2777777777777778,0.6,0.6428571428571429,0.5555555555555556,0.2857142857142857,0.2857142857142857,1.0,1.0,0.3333333333333333,0.2857142857142857,0.5674,0.08771929824561403,0.11627906976744186,0.07692307692307693,3.0,7.0,,,,,,,,5.0,3.0,3.0,1.0,1.0,3.0,,,0.043478260869565216,0.12962962962962962,0.42857142857142855,0.42857142857142855,0.6666666666666666,,,,,,1.0,,0.2727272727272727,,,0.043478260869565216,1.0,2.0,,,0.42857142857142855,0.125,2.0,,,1.0,,,,True,,,,,,,
1730,1610612749,Brian Skinner,Brian Skinner,1730,MIL,3504.0,58,-8.0,105,104,21,10.0,209,6.0,8.0,2.0,3.0,2.0,5.0,,,8.0,13.0,,20.0,121,2.0,3.0,,4.0,8.0,,,,,,,,,,3.0,6.0,10.0,14.0,,,2.0,8.0,4.0,21,0.6153846153846154,0.6666666666666666,0.6153846153846154,0.6666666666666666,0.5882352941176471,0.6666666666666666,,19.327731092436977,0.14634146341463414,0.2,0.16071428571428573,0.1,0.1,0.6153846153846154,0.75,0.8571428571428571,0.38461538461538464,0.4,0.5,,1.0,0.6666666666666666,,0.6153846153846154,0.5065384615384615,0.5671333333333334,0.2,3.1846153846153844,,0.2,12.0,1.0,1.0,,,,,4.0,1.0,2.0,2.0,8.0,,2.0,,2.0,4.0,1.0,4.0,,3.0,1.0,2.0,3.0,1.0,1.0,6.0,,,1.0,8.0,,4.0,1.0,,2.0,0.5,0.5714285714285714,,,,0.5,0.5,0.3333333333333333,0.15384615384615385,0.125,,0.5,0.3333333333333333,0.11764705882352941,0.09090909090909091,0.14285714285714285,0.18181818181818182,0.14285714285714285,0.2,0.6666666666666666,,,,,,,,,0.5,1.0,,0.4895,0.23529411764705882,0.23529411764705882,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.2,,,,,,,,0.4,,,,,,1.0,1.0,1.0,True,,,,,,,
1510,1610612749,Brevin Knight,Brevin Knight,1510,MIL,629.0,10,-4.0,21,21,7,9.0,42,1.0,2.0,,1.0,,1.0,,,1.0,4.0,,4.0,22,,2.0,,1.0,2.0,,2.0,,2.0,,1.0,,1.0,4.0,,,,,,,,1.0,1.0,7,0.25,,0.25,,0.4,0.16666666666666666,,31.818181818181817,,,,,,0.5,0.5,1.0,0.25,,,,0.5,,,0.5,0.47765,0.42745,0.25,7.35,,0.3333333333333333,1.0,,,,1.0,,,2.0,,,,,,,,1.0,,,,,1.0,1.0,,1.0,1.0,,2.0,,,,3.0,1.0,1.0,,,,,,,,,,,,0.25,0.5,,0.5,,,,,,,,,,0.25,,,,,,,,,,,0.25,0.25,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
2429,1610612749,Dan Gadzuric,Dan Gadzuric,2429,MIL,243.0,4,-5.0,8,8,1,,16,1.0,1.0,,,,,,,1.0,1.0,,2.0,13,,,,,,,1.0,1.0,2.0,1.0,,,1.0,5.0,,,,,,,1.0,1.0,,1,1.0,,1.0,,1.0,,,12.5,,,,,,1.0,1.0,1.0,,,,,,,,1.0,0.5988,,,,,0.125,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
