EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,LongMidRangeAssists,DefThreePtRebounds,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Blocked2s,Blocked3s,BlockedArc3,BlockedLongMidRange,Blocks,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,ShortMidRangePctBlocked,DefThreePtReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyArc3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,HeaveAttempts,OffThreePtRebounds,StepOutOfBoundsTurnovers,SecondChanceTurnovers,2pt And 1 Free Throw Trips,BlockedShortMidRange,RecoveredBlocks,DefensiveGoaltends,SecondChanceFg3Pct,PenaltyFg3Pct,OffThreePtReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,SecondChanceArc3Accuracy,PenaltyArc3Accuracy,Offensive Fouls,BlockedAtRim,OffCorner3ReboundPct,LongMidRangePctBlocked,Clear Path Fouls,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Technical Free Throw Trips,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceAtRimPctAssisted,on,FTOffRebounds,OffFTReboundPct,BlockedCorner3
1509,1610612745,Kelvin Cato,Kelvin Cato,1509,HOU,2634.0,44,-10.0,81,78,35,28,8.0,159,2.0,2.0,1.0,1.0,1.0,,1.0,,,2.0,3.0,2.0,6.0,78,1.0,1.0,,2.0,1.0,1.0,,2.0,2.0,2.0,2.0,,1.0,1.0,1.0,,2.0,2.0,2.0,,4.0,3.0,7.0,,2.0,1.0,2.0,,4.0,3.0,1.0,6.0,,2.0,1.0,,2.0,35,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,0.75,1.0,1.0,,,8.98876404494382,0.5,,0.06896551724137931,0.08695652173913043,0.10810810810810811,0.0967741935483871,0.1111111111111111,,0.2,,,0.6666666666666666,1.0,1.0,0.5,0.3333333333333333,,,,,,,,1.0,1.0,1.0,0.6666666666666666,0.48146666666666665,0.5499,0.5327,0.25,0.25,0.3333333333333333,0.3333333333333333,2.733333333333333,0.43209876543209874,1.0,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,1.0,1.0,,,,1.0,,,,,,0.25,0.25,,0.16666666666666666,,,,,,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,0.125,0.16666666666666666,0.5,,,,2.0,1.0,,,,,,,,,,,,False,,,
1749,1610612745,Cuttino Mobley,Cuttino Mobley,1749,HOU,2549.0,42,-15.0,79,78,34,24,9.0,157,3.0,4.0,1.0,,,,1.0,1.0,4.0,4.0,9.0,3.0,17.0,76,1.0,1.0,,2.0,1.0,1.0,,5.0,2.0,6.0,2.0,1.0,3.0,4.0,1.0,,9.0,1.0,2.0,,3.0,1.0,4.0,,4.0,3.0,2.0,,6.0,5.0,5.0,6.0,,4.0,2.0,,5.0,34,,0.25,0.3333333333333333,0.4444444444444444,1.0,1.0,0.4666666666666667,0.3333333333333333,0.8333333333333334,0.5,0.3333333333333333,0.8333333333333334,0.1111111111111111,,26.136363636363637,0.6666666666666666,,0.07142857142857142,0.041666666666666664,0.08571428571428572,0.03225806451612903,,0.08333333333333333,0.2857142857142857,,,0.26666666666666666,0.75,0.75,,0.06666666666666667,,,,0.26666666666666666,0.25,0.25,1.0,0.3333333333333333,,,0.6666666666666666,0.48778,0.5809500000000001,0.4081333333333334,0.11764705882352941,0.18181818181818182,0.11764705882352941,0.29411764705882354,8.622222222222222,0.43037974683544306,1.0,1.0,1.0,1.0,5.0,2.0,1.0,2.0,6.0,2.0,2.0,6.0,,5.0,1.0,1.0,1.0,,2.0,1.0,,,,1.0,,1.0,,1.0,,,1.0,1.0,0.3333333333333333,0.3333333333333333,0.4,1.0,0.14285714285714285,,,,0.06666666666666667,1.0,1.0,1.0,0.3333333333333333,0.2,0.2,1.0,1.0,0.6666666666666666,0.3333333333333333,0.2,24.733333333333334,,,,1.0,,,1.0,,,,1.0,,,0.5,,,1.0,1.0,,,,,,,,,1.0,1.0,,,0.3333333333333333,1.0,,False,,,1.0
1883,1610612745,Steve Francis,Steve Francis,1883,HOU,3073.0,51,-11.0,95,91,42,33,9.0,186,5.0,7.0,,2.0,4.0,1.0,3.0,2.0,4.0,8.0,14.0,4.0,23.0,89,,,,,5.0,9.0,2.0,15.0,6.0,10.0,,,2.0,3.0,,,7.0,,7.0,,7.0,1.0,8.0,,3.0,2.0,5.0,2.0,8.0,3.0,1.0,6.0,1.0,8.0,3.0,1.0,15.0,42,2.0,0.375,0.375,0.5714285714285714,,0.5555555555555556,0.5588235294117647,,0.5416666666666666,0.5476190476190477,,0.5357142857142857,,,27.884615384615383,0.375,,0.2,,0.15555555555555556,0.02857142857142857,,,0.25,0.15789473684210525,,0.4117647058823529,0.7142857142857143,0.7142857142857143,0.6,0.17647058823529413,0.3333333333333333,0.3333333333333333,,0.23529411764705882,0.5,0.5,,,0.3333333333333333,0.5,0.5882352941176471,0.4610625,,0.4511090909090909,0.15,0.17647058823529413,,0.6521739130434783,6.4071428571428575,0.4421052631578947,,,,1.0,3.0,,3.0,1.0,3.0,,3.0,,3.0,2.0,1.0,1.0,,1.0,2.0,,,,,1.0,,1.0,,,,,,,0.3333333333333333,0.5,0.17647058823529413,,,,0.25,,,,,,0.17647058823529413,0.3333333333333333,0.3333333333333333,,,,0.25,0.5,30.133333333333336,,1.0,,1.0,1.0,1.0,,,,,,,,0.3333333333333333,0.1111111111111111,0.16666666666666666,,,,0.3333333333333333,1.0,,,,,,,,,,,,,False,,,
2411,1610612745,Bostjan Nachbar,Bostjan Nachbar,2411,HOU,777.0,13,,26,23,15,10,3.0,49,1.0,1.0,,,,,,,1.0,1.0,2.0,4.0,6.0,22,,,,,,,4.0,4.0,2.0,,,,,1.0,,,3.0,,,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,,2.0,,4.0,1.0,1.0,4.0,15,,1.0,1.0,0.5,,,0.5,,,0.75,,1.0,,,16.666666666666668,,1.0,,,,,,,,,,0.5,1.0,1.0,1.0,,,,,0.5,,,,,,,0.5,0.4581,,,0.3333333333333333,0.3333333333333333,,0.6666666666666666,8.2,0.5769230769230769,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,
754,1610612745,Jim Jackson,Jim Jackson,754,HOU,3208.0,53,-4.0,104,101,52,44,10.0,205,2.0,3.0,,2.0,2.0,1.0,4.0,1.0,3.0,4.0,10.0,3.0,17.0,91,1.0,1.0,,2.0,4.0,7.0,1.0,12.0,4.0,4.0,,,1.0,1.0,1.0,,2.0,,8.0,4.0,13.0,1.0,14.0,1.0,2.0,2.0,1.0,,3.0,,1.0,1.0,,6.0,3.0,,12.0,52,,0.5,0.5,0.4,1.0,0.5714285714285714,0.4117647058823529,0.5,0.6111111111111112,0.425,0.5,0.5454545454545454,,,20.353982300884958,0.6666666666666666,0.5,0.22857142857142856,,0.1956521739130435,0.027777777777777776,,,,0.3333333333333333,0.1,0.17647058823529413,0.6666666666666666,0.6666666666666666,0.5,0.23529411764705882,0.25,0.25,,0.17647058823529413,0.3333333333333333,0.3333333333333333,1.0,,0.2222222222222222,1.0,0.5882352941176471,0.4446588235294118,0.421,0.39945555555555556,0.15,0.23076923076923078,0.11764705882352941,0.7058823529411765,9.52,0.5,,,3.0,2.0,4.0,,1.0,2.0,7.0,1.0,2.0,6.0,,4.0,2.0,,,,,1.0,2.0,2.0,,,1.0,,,,,,,1.0,0.2857142857142857,0.2857142857142857,0.4117647058823529,,0.09090909090909091,,0.4,0.125,0.17647058823529413,,,,0.23529411764705882,0.5,0.5,1.0,,,0.1111111111111111,0.5,24.45714285714286,,1.0,,1.0,,1.0,,,,,,,,0.5,0.1111111111111111,,,,,1.0,,,0.3333333333333333,,,1.0,,1.0,,0.5,0.1111111111111111,,,False,,,
221,1610612745,Clar. Weatherspoon,Clar. Weatherspoon,221,HOU,575.0,10,-4.0,19,18,9,8,3.0,37,,,,,,1.0,1.0,,1.0,1.0,2.0,,2.0,14,,,,,,,,,,2.0,,,,,,,,1.0,,1.0,2.0,1.0,3.0,,,,,,,,,1.0,,,,,,9,,,,0.5,,,0.5,,,0.5,,,,,9.523809523809524,,1.0,,0.2,0.125,0.16666666666666666,,,,,,,,,,0.5,1.0,1.0,,0.5,,,,,,,,0.38395,,,,,,,11.950000000000001,0.47368421052631576,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.5,1.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,
1909,1610612745,Scott Padgett,Scott Padgett,1909,HOU,682.0,11,11.0,24,22,19,16,3.0,46,1.0,2.0,1.0,1.0,2.0,,,,,1.0,2.0,,5.0,16,1.0,1.0,,2.0,1.0,2.0,,5.0,,2.0,,,,,,,,,1.0,,2.0,1.0,3.0,,,,1.0,,1.0,,1.0,1.0,,,,,5.0,19,,,,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,,,22.22222222222222,,,0.2,,0.25,,,,,,,0.4,0.5,0.5,,,,,,,,,,1.0,0.4,0.5,1.0,0.46948,0.5179,0.46948,,,0.4,1.0,,0.7916666666666666,1.0,,,1.0,3.0,,3.0,1.0,3.0,,3.0,3.0,,3.0,1.0,,,,,1.0,1.0,1.0,,1.0,,,1.0,,,,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6,,0.3333333333333333,,0.5,,,,,,0.6,0.3333333333333333,0.3333333333333333,1.0,1.0,,0.6,0.3333333333333333,27.266666666666666,,1.0,,1.0,,,,,,,1.0,,,0.3333333333333333,,,0.5,1.0,,0.3333333333333333,,1.0,,,,,,,,,,,,False,1.0,0.5,
2366,1610612745,Mike Wilks,Mike Wilks,2366,HOU,262.0,4,5.0,11,12,11,10,1.0,23,,,,,,,,,,,,,,8,,,,,,,,,,,,,,1.0,,,3.0,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,11,,,,,,,,,,,,,,,8.333333333333334,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,
349,1610612745,Mark Jackson,Mark Jackson,349,HOU,519.0,9,6.0,18,17,15,14,2.0,35,,,,,,,,,,,,,,14,,,,,,,,,,,,,1.0,1.0,1.0,,2.0,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,15,,,,,,,,,,,,,,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,
15,1610612745,Eric Piatkowski,Eric Piatkowski,15,HOU,197.0,3,-1.0,8,7,4,7,,15,,1.0,,,,,,,,,1.0,,,5,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,4,,,,,,,,,,,,,,,12.5,,,0.3333333333333333,,0.3333333333333333,,,,,0.5,,1.0,,,,,,,,,,,,,,,1.0,0.7227,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,
