EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,OffThreePtRebounds,Steals,BadPassSteals,BlockedAtRim,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Corner3Assists,LongMidRangeAssists,LostBallSteals,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,BlockedCorner3,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,DefCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,HeaveAttempts,BlockedShortMidRange,DefensiveGoaltends,SecondChanceFg3Pct,DefAtRimReboundPct,SecondChanceArc3Accuracy,PenaltyArc3Accuracy,SecondChanceCorner3FGA,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceTurnovers,Clear Path Fouls,on,SecondChanceAtRimPctAssisted,LongMidRangePctBlocked
1508,1610612745,Maurice Taylor,Maurice Taylor,1508,HOU,7137.0,119.0,-36.0,213.0,213,77.0,86.0,17.0,426,5.0,7.0,1.0,2.0,2.0,4.0,5.0,11.0,8.0,20.0,18.0,38.0,13.0,49.0,238.0,3.0,7.0,4.0,10.0,5.0,13.0,6.0,16.0,20.0,16.0,4.0,3.0,4.0,1.0,5.0,1.0,3.0,1.0,11.0,4.0,1.0,2.0,7.0,2.0,11.0,5.0,16.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,7.0,1.0,13.0,20.0,2.0,1.0,17.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,16.0,77.0,3.0,0.5555555555555556,0.625,0.47368421052631576,0.42857142857142855,0.38461538461538464,0.47368421052631576,0.42857142857142855,0.38461538461538464,0.532608695652174,0.5555555555555556,0.5,0.07894736842105263,0.2857142857142857,0.09090909090909091,22.64957264957265,0.5714285714285714,0.125,0.2,0.08139534883720931,0.06060606060606061,0.1111111111111111,0.08653846153846154,0.044444444444444446,0.10344827586206896,0.043478260869565216,0.12,0.08333333333333333,0.14285714285714285,0.058823529411764705,1.0,0.18421052631578946,0.7142857142857143,1.0,0.4,0.2894736842105263,0.45454545454545453,0.5,0.2,0.5263157894736842,0.4,0.4,0.875,0.2857142857142857,0.5,0.3076923076923077,0.5,0.18421052631578946,0.4076973684210527,0.4469428571428571,0.42483846153846155,0.17777777777777778,0.17777777777777778,0.20408163265306123,0.32653061224489793,12.563157894736841,0.3615023474178404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1509,1610612745,Kelvin Cato,Kelvin Cato,1509,HOU,2433.0,41.0,-13.0,75.0,72,29.0,22.0,7.0,147,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,,,2.0,3.0,2.0,6.0,73.0,1.0,1.0,,2.0,1.0,1.0,,2.0,2.0,2.0,2.0,,1.0,,1.0,,1.0,,2.0,2.0,,1.0,1.0,,2.0,3.0,5.0,,1.0,,1.0,2.0,,,3.0,2.0,1.0,5.0,,2.0,2.0,,1.0,,1.0,,1.0,,2.0,29.0,,0.5,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,0.75,1.0,1.0,,,,8.433734939759036,0.3333333333333333,,,0.03571428571428571,0.08695652173913043,0.16666666666666666,0.058823529411764705,0.0967741935483871,0.1111111111111111,,0.1111111111111111,,0.2,,,0.6666666666666666,1.0,1.0,0.5,0.3333333333333333,,,,,,,,1.0,1.0,1.0,1.0,0.6666666666666666,0.48146666666666665,0.5499,0.5327,0.25,0.25,0.3333333333333333,0.3333333333333333,2.733333333333333,0.38666666666666666,1.0,2.0,2.0,1.0,0.125,0.25,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1749,1610612745,Cuttino Mobley,Cuttino Mobley,1749,HOU,5909.0,98.0,-18.0,175.0,177,70.0,74.0,15.0,352,6.0,10.0,,1.0,1.0,2.0,,6.0,3.0,8.0,9.0,24.0,3.0,30.0,191.0,,2.0,,,2.0,6.0,,7.0,6.0,12.0,,3.0,6.0,2.0,8.0,1.0,2.0,1.0,18.0,3.0,,1.0,7.0,,8.0,3.0,11.0,,9.0,1.0,3.0,2.0,6.0,,11.0,6.0,8.0,11.0,2.0,,4.0,,2.0,,1.0,1.0,3.0,1.0,7.0,70.0,,0.3333333333333333,0.3333333333333333,0.375,,0.3333333333333333,0.421875,,0.4375,0.4411764705882353,,0.4375,0.125,,0.5,23.316062176165804,0.8181818181818182,,,0.08974358974358974,0.05357142857142857,0.058823529411764705,0.08421052631578947,0.0410958904109589,0.08333333333333333,,0.14285714285714285,0.09090909090909091,,,0.3333333333333333,0.3125,0.6,0.6,0.5,0.1875,,,,0.25,0.375,0.375,,0.25,,0.25,0.5,0.5625,0.495128125,0.5168,0.4679375,0.058823529411764705,0.07692307692307693,,0.23333333333333334,8.033333333333333,0.4,,1.0,,,,0.08333333333333333,,1.0,1.0,1.0,1.0,2.0,7.0,2.0,1.0,3.0,8.0,2.0,1.0,2.0,6.0,3.0,7.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,0.6666666666666666,0.375,0.5,0.375,0.25,0.25,0.03125,1.0,1.0,1.0,0.21875,0.2857142857142857,0.2857142857142857,0.5,0.5,0.125,1.0,0.125,0.2857142857142857,24.6875,,,,,,,,,,,,,,,,,,True,,
1883,1610612745,Steve Francis,Steve Francis,1883,HOU,6346.0,106.0,-35.0,188.0,189,74.0,78.0,14.0,377,6.0,11.0,,,3.0,7.0,2.0,5.0,1.0,4.0,9.0,20.0,17.0,44.0,215.0,,,1.0,4.0,4.0,12.0,8.0,22.0,6.0,12.0,,,12.0,2.0,14.0,,8.0,1.0,30.0,2.0,,,16.0,,16.0,3.0,19.0,,5.0,1.0,4.0,5.0,1.0,2.0,10.0,4.0,1.0,9.0,1.0,1.0,24.0,,9.0,3.0,1.0,,1.0,1.0,22.0,74.0,3.0,0.3333333333333333,0.3333333333333333,0.45,,0.3333333333333333,0.46551724137931033,1.5,0.4117647058823529,0.5365853658536586,1.0,0.4782608695652174,,,,24.75728155339806,0.5,,,0.2077922077922078,0.034482758620689655,,0.17391304347826086,0.038461538461538464,,0.047619047619047616,0.13043478260869565,0.23255813953488372,,,1.0,0.3793103448275862,0.5454545454545454,0.5454545454545454,0.5,0.1724137931034483,0.4,0.4,,0.13793103448275862,0.25,0.25,,,,0.4117647058823529,0.42857142857142855,0.6896551724137931,0.47647222222222224,0.5469,0.4613133333333333,0.23684210526315788,0.3103448275862069,0.09090909090909091,0.5,5.58,0.39361702127659576,1.0,3.0,2.0,,0.05,0.08333333333333333,0.07142857142857142,,,,,3.0,9.0,1.0,5.0,3.0,9.0,1.0,2.0,5.0,3.0,6.0,7.0,3.0,2.0,3.0,1.0,,,,,0.3333333333333333,0.3333333333333333,0.4,0.42857142857142855,0.3103448275862069,,,,,,0.3103448275862069,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,,,0.29411764705882354,0.42857142857142855,30.78888888888889,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.2727272727272727,1.0,0.4,,,,,,,,True,,
2411,1610612745,Bostjan Nachbar,Bostjan Nachbar,2411,HOU,1412.0,24.0,-8.0,42.0,39,7.0,9.0,4.0,81,3.0,3.0,,,,,,,,1.0,3.0,4.0,3.0,9.0,49.0,,,,,,,2.0,2.0,4.0,2.0,,,1.0,,1.0,,,1.0,2.0,,,1.0,,2.0,3.0,,3.0,,,,,,,,,,1.0,6.0,,,3.0,1.0,1.0,1.0,,,,,2.0,7.0,,0.6666666666666666,0.6666666666666666,0.75,,,0.5,,,0.6428571428571429,,1.0,,,,14.583333333333334,,0.6666666666666666,,,,0.25,0.06666666666666667,,,,,,,,,0.5,1.0,1.0,0.6666666666666666,,,,,0.16666666666666666,,,,,,,,0.8333333333333334,0.5711,,,0.16666666666666666,0.25,,0.2222222222222222,4.1,0.16666666666666666,,,,,,,,,1.0,,,,1.0,,,,2.0,,,,,,1.0,,,,,,,,,,,,,0.3333333333333333,1.0,0.16666666666666666,,,,0.16666666666666666,,,,,,,,,24.85,,,,,,,,,,,,,,,,,,True,,
754,1610612745,Jim Jackson,Jim Jackson,754,HOU,6323.0,105.0,-28.0,189.0,190,72.0,79.0,14.0,379,2.0,4.0,,,2.0,3.0,1.0,8.0,3.0,4.0,6.0,16.0,6.0,33.0,209.0,1.0,1.0,,2.0,3.0,7.0,1.0,7.0,4.0,8.0,,1.0,3.0,,3.0,,1.0,1.0,6.0,,,1.0,15.0,6.0,22.0,1.0,23.0,1.0,3.0,,2.0,1.0,1.0,,4.0,,4.0,5.0,,,7.0,,3.0,,,,,,7.0,72.0,,0.3333333333333333,0.3333333333333333,0.375,1.0,0.42857142857142855,0.43548387096774194,0.5,0.2727272727272727,0.47058823529411764,0.5,0.2916666666666667,0.0625,,0.125,18.446601941747574,0.75,0.42857142857142855,,0.189873417721519,,0.06666666666666667,0.1702127659574468,0.013333333333333334,,,0.21739130434782608,0.1590909090909091,0.08333333333333333,0.05263157894736842,,0.12903225806451613,0.5,0.5,,0.25806451612903225,0.125,0.14285714285714285,,0.12903225806451613,0.75,0.75,0.6666666666666666,,,0.2727272727272727,0.6666666666666666,0.6129032258064516,0.4700354838709677,0.421,0.44417727272727275,0.08823529411764706,0.15789473684210525,0.06060606060606061,0.21212121212121213,8.924999999999999,0.38095238095238093,1.0,2.0,1.0,,0.05555555555555555,,,3.0,9.0,,3.0,2.0,6.0,,1.0,5.0,15.0,1.0,,4.0,12.0,3.0,6.0,2.0,,1.0,1.0,,,,,0.8,0.3333333333333333,,0.3333333333333333,0.4838709677419355,,0.2903225806451613,0.3333333333333333,0.3333333333333333,1.0,0.1935483870967742,0.3333333333333333,0.3333333333333333,0.5,,0.2727272727272727,,0.09090909090909091,0.3333333333333333,24.3,,,,,,,,0.25,,,1.0,1.0,1.0,0.16666666666666666,0.5,,,True,,
221,1610612745,Clar. Weatherspoon,Clar. Weatherspoon,221,HOU,297.0,5.0,-5.0,9.0,10,4.0,4.0,,19,,,,,,,,,,1.0,,1.0,,,9.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,11.11111111111111,,,,,,0.5,0.2,,,,,,0.5,,,,,,,,,,,1.0,,,,,,,,,0.3944,,,,,,,16.6,0.4444444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
2397,1610612745,Yao Ming,Yao Ming,2397,HOU,4383.0,73.0,-19.0,128.0,130,43.0,60.0,10.0,258,6.0,6.0,1.0,1.0,2.0,2.0,4.0,9.0,2.0,3.0,12.0,18.0,7.0,31.0,156.0,1.0,1.0,,2.0,5.0,5.0,4.0,14.0,20.0,4.0,2.0,,1.0,2.0,3.0,1.0,,,8.0,2.0,,3.0,7.0,2.0,12.0,2.0,14.0,,3.0,,2.0,2.0,1.0,1.0,5.0,3.0,6.0,9.0,1.0,1.0,8.0,2.0,4.0,1.0,4.0,1.0,4.0,4.0,14.0,43.0,1.0,0.8333333333333334,0.9090909090909091,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,0.7380952380952381,1.0,1.0,,,,18.43971631205674,0.6,0.25,,0.12727272727272726,0.04878048780487805,0.3,0.15384615384615385,0.03636363636363636,0.05263157894736842,,0.2,0.06666666666666667,0.2857142857142857,,1.0,0.3333333333333333,1.0,1.0,0.8333333333333334,0.5,0.4444444444444444,0.4444444444444444,1.0,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,0.4,1.0,0.3333333333333333,0.4545833333333333,0.557,0.50792,0.2,0.2,0.06451612903225806,0.45161290322580644,7.327777777777778,0.3359375,,,,3.0,,0.1,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,1.0,,0.2,,,,,,,,2.0,,True,,
349,1610612745,Mark Jackson,Mark Jackson,349,HOU,1209.0,20.0,-19.0,37.0,36,4.0,11.0,4.0,73,,,,,,,,1.0,,,,1.0,,,45.0,,,,,,,,,,,,,3.0,,3.0,,1.0,,6.0,,,,2.0,,2.0,,2.0,,1.0,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,9.75609756097561,1.0,,,0.2,,,0.15384615384615385,,,,,0.16666666666666666,,,,,,,,0.3333333333333333,,,,,,,,,,,,0.6666666666666666,0.4454666666666667,,0.50745,,,,,13.6,0.10810810810810811,,1.0,,,,,,,,,,,2.0,,1.0,,2.0,,,1.0,,,2.0,,,2.0,1.0,,,,,,,,,0.6666666666666666,,,,,,0.6666666666666666,,,,,,,1.0,,25.65,,,,,,,,0.5,,,,,,,,,1.0,True,,
1909,1610612745,Scott Padgett,Scott Padgett,1909,HOU,22.0,,1.0,1.0,1,1.0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.32055,,0.32055,,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,,31.2,,,,,,,,,,,,,,,,,,True,,
