EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGA,Arc3FGA,FG2A,FG3A,OpponentPoints,NonHeaveArc3FGA,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,Fouls,FG3APct,Usage,LiveBallTurnoverPct,LongMidRangeFrequency,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,AtRimAssists,LongMidRangeAssists,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,BadPassTurnovers,SecondChanceTurnovers,ShootingFouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyOffPossPct,AtRimFGM,AtRimFGA,Fg2aBlocked,FTDefRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PtsPutbacks,LongMidRangePctBlocked,DefAtRimReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,Arc3FGM,SecondChanceArc3FGA,FG3M,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted3s,NonHeaveArc3FGM,Travels,PenaltyPointsExcludingTakeFouls,Fg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,ShortMidRangePctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyFtPoints,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,DefCorner3ReboundPct,on,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,SecondChanceFtPoints,PenaltyFG3A,PtsAssisted3s,ThreePtAssists,Arc3Assists,Assisted3sPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyArc3FGA,PenaltyFG3M,OffThreePtRebounds,PenaltyTurnovers,PenaltyFg3Pct,OffThreePtReboundPct,OffArc3ReboundPct,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,DefensiveGoaltends,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,Corner3Assists,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,Technical Free Throw Trips,OffCorner3ReboundPct,LostBallOutOfBoundsTurnovers
1000,1610612752,Shandon Anderson,Shandon Anderson,1000,NYK,554.0,9.0,-8.0,18.0,17.0,6.0,35.0,1.0,1.0,1.0,1.0,19.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,16.666666666666668,0.5,0.5,0.5,0.5,0.48165,17.6,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1501,1610612752,Tim Thomas,Tim Thomas,1501,NYK,1395.0,23.0,-7.0,43.0,43.0,9.0,86.0,4.0,1.0,9.0,1.0,46.0,1.0,3.0,3.0,,6.0,1.0,,1.0,,2.0,5.0,0.1,26.41509433962264,0.5,0.4,0.1,0.1,0.413215,14.52222222222222,24.8,5.0,10.0,4.0,5.0,4.0,4.0,12.0,1.0,2.0,2.0,6.0,2.0,1.0,2.0,1.0,1.0,3.0,4.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,3.0,5.0,0.75,0.75,0.4444444444444444,0.5,0.4,0.5,0.5,0.5,0.42857142857142855,0.045454545454545456,0.14285714285714285,0.2857142857142857,0.04,0.07142857142857142,0.3333333333333333,1.0,0.25,0.5,0.8,0.8,0.75,0.37395,0.25,0.2727272727272727,0.16666666666666666,0.11627906976744186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,1610612752,Nazr Mohammed,Nazr Mohammed,1737,NYK,1050.0,18.0,-8.0,34.0,34.0,7.0,68.0,1.0,,5.0,,36.0,,,,,,1.0,,,1.0,1.0,1.0,,19.51219512195122,1.0,0.2,,0.4,0.46432,7.3,,5.0,8.0,,2.0,1.0,4.0,6.0,,,,2.0,,,,2.0,,,2.0,2.0,4.0,,1.0,1.0,,,4.0,,1.0,5.0,1.0,1.0,0.2,,0.2,,0.42857142857142855,,,0.125,,,0.10526315789473684,,,,,0.4,,,,,0.16666666666666666,0.16666666666666666,,0.14705882352941177,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.5,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,1.0,0.4,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,1610612752,Kurt Thomas,Kurt Thomas,703,NYK,1110.0,18.0,-9.0,35.0,36.0,8.0,71.0,4.0,,6.0,,37.0,,1.0,1.0,1.0,2.0,2.0,,,1.0,2.0,3.0,,18.181818181818183,1.0,0.6666666666666666,,0.16666666666666666,0.4223666666666667,13.683333333333332,,3.0,6.0,,1.0,1.0,,2.0,1.0,2.0,2.0,,2.0,,,2.0,2.0,1.0,4.0,2.0,6.0,1.0,1.0,3.0,,,,,,3.0,,,0.16666666666666666,0.5,0.16666666666666666,0.5,0.16666666666666666,0.5,0.16666666666666666,0.1,0.3333333333333333,0.25,0.08695652173913043,0.08333333333333333,,,0.5,0.16666666666666666,,,,0.4909,,,1.0,0.08571428571428572,1.0,1.0,1.0,1.0,,,,,,,,,,0.16666666666666666,,0.5,0.5,,,,0.16666666666666666,1.0,1.0,,1.0,1.0,2.0,0.25,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,1610612752,Stephon Marbury,Stephon Marbury,950,NYK,1296.0,22.0,-7.0,41.0,40.0,8.0,81.0,4.0,2.0,7.0,2.0,44.0,2.0,,,,,,,1.0,,1.0,,0.2222222222222222,20.0,,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.4693,14.071428571428571,24.9,5.0,10.0,1.0,2.0,4.0,,11.0,1.0,1.0,2.0,2.0,6.0,,,1.0,,1.0,1.0,1.0,2.0,,,,,,,,,5.0,0.25,0.25,0.5714285714285714,1.0,0.6111111111111112,0.5,0.6111111111111112,0.5,0.16666666666666666,0.05,,0.08333333333333333,0.043478260869565216,0.07692307692307693,0.5,,,0.2222222222222222,0.5,1.0,,0.5517000000000001,,,0.18181818181818182,0.12195121951219512,1.0,1.0,1.0,,,1.0,1.0,,,,,,,0.14285714285714285,,,,,,,0.1111111111111111,1.0,1.0,,1.0,1.0,,,,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.4788,0.18181818181818182,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552,1610612752,Michael Sweetney,Michael Sweetney,2552,NYK,285.0,5.0,2.0,8.0,7.0,1.0,15.0,,,,,9.0,,,,,,,,,,,1.0,,,,,,,,,,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,1610612752,Anfernee Hardaway,Anfernee Hardaway,358,NYK,841.0,14.0,1.0,25.0,26.0,3.0,51.0,4.0,,5.0,,27.0,,1.0,1.0,,2.0,,,,,,,,20.689655172413794,,0.8,,0.2,0.4332,14.4,,5.0,10.0,,,3.0,2.0,8.0,,,,6.0,,,1.0,,,,,,,,,,,,2.0,,,5.0,1.0,1.0,0.6,,0.6,,0.6666666666666666,,,,,,,,,,,,,,,,,,,0.2,1.0,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,0.2,1.0,1.0,1.0,,,,,,,,,,2.0,,,,,1.0,2.0,4.0,,,,4.0,,,0.5,0.5,0.6666666666666666,,0.5,0.5,1.0,,,,,,,0.40145,0.5,2.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2421,1610612752,Frank Williams,Frank Williams,2421,NYK,99.0,2.0,,2.0,3.0,1.0,5.0,,,,,2.0,,1.0,1.0,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,1610612752,Dikembe Mutombo,Dikembe Mutombo,87,NYK,331.0,6.0,-1.0,9.0,9.0,2.0,18.0,,,2.0,,10.0,,,,,,,,1.0,,1.0,2.0,,25.0,,,,0.5,0.4601,4.5,,,2.0,,1.0,,,,,1.0,,,,,,1.0,1.0,,1.0,1.0,2.0,,,,2.0,,,,,,,,,,,,,,,0.16666666666666666,0.25,0.14285714285714285,0.16666666666666666,,,,,0.5,,,,0.5789,,,,,,1.0,,,,,,,,1.0,,1.0,1.0,,,,,0.3333333333333333,,1.0,0.5,,,,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.3333333333333333,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,1610612752,Vin Baker,Vin Baker,452,NYK,14.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
