EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2A,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGA,Arc3FGA,FG3A,PtsUnassisted2s,NonHeaveArc3FGA,LongMidRangeAssists,Steals,LostBallSteals,LostBallTurnovers,Blocked3s,BlockedArc3,Blocks,FG3APct,OffAtRimReboundPct,Arc3Frequency,SecondChanceAtRimFrequency,Avg3ptShotDistance,ShortMidRangeFGM,PenaltyFG2M,PenaltyFtPoints,PenaltyPoints,AtRimAssists,FTDefRebounds,BadPassSteals,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefFTReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyPointsPct,PenaltyAtRimFGM,DefThreePtRebounds,DeadBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,Blocked2s,BlockedAtRim,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,DefThreePtReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,PenaltyAtRimAccuracy,PenaltyArc3FGA,PenaltyFG3A,Clear Path Fouls,PenaltyArc3Frequency,ThreePtAssists,Arc3Assists,StepOutOfBoundsTurnovers,LongMidRangePctBlocked,Corner3FGA,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,DefCorner3ReboundPct,SecondChanceAtRimFGM,FTOffRebounds,BadPassOutOfBoundsTurnovers,OffFTReboundPct,SecondChanceAtRimAccuracy,SecondChanceFtPoints,on,PtsPutbacks,SelfOReb,Travels,2pt And 1 Free Throw Trips,BlockedLongMidRange,ShortMidRangePctBlocked,OffLongMidRangeReboundPct,SelfORebPct,OffThreePtRebounds,DefensiveGoaltends,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceAtRimPctAssisted,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,Corner3Assists,LostBallOutOfBoundsTurnovers,BlockedCorner3,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceArc3FGM,SecondChanceFG3M,HeaveAttempts,BlockedShortMidRange,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceCorner3FGA,Technical Free Throw Trips,OffCorner3ReboundPct,SecondChanceCorner3Frequency
1508,1610612745,Maurice Taylor,Maurice Taylor,1508,HOU,1209.0,20.0,-19.0,37.0,36,4.0,11.0,4.0,73,1.0,2.0,1.0,1.0,4.0,6.0,5.0,9.0,2.0,12.0,45.0,1.0,2.0,2.0,2.0,10.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,4.0,1.0,1.0,0.5555555555555556,0.5,0.5555555555555556,0.5,0.6,0.5,0.1111111111111111,0.5,26.82926829268293,1.0,0.3,0.07142857142857142,0.23076923076923078,0.05263157894736842,0.14285714285714285,0.5,0.2222222222222222,0.5,1.0,1.0,0.1111111111111111,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.5,0.2222222222222222,0.4273666666666667,0.4124,0.5045999999999999,0.1,0.1,0.16666666666666666,13.233333333333333,0.10810810810810811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,1610612745,Cuttino Mobley,Cuttino Mobley,1749,HOU,1180.0,20.0,-11.0,35.0,35,7.0,12.0,4.0,70,1.0,2.0,,2.0,1.0,3.0,2.0,7.0,,4.0,38.0,,1.0,,1.0,2.0,,1.0,1.0,,2.0,1.0,,,1.0,1.0,4.0,,4.0,,,,,7.0,0.5,0.5,0.2857142857142857,,0.25,,0.25,,,,30.769230769230766,1.0,,0.07692307692307693,,0.058823529411764705,,,0.25,0.5,0.5,1.0,0.25,0.375,0.3333333333333333,0.3333333333333333,,,0.375,0.46234375,0.5765,0.384,,,,10.257142857142858,0.2,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.125,0.25,0.125,1.0,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883,1610612745,Steve Francis,Steve Francis,1883,HOU,1033.0,17.0,-17.0,30.0,33,10.0,17.0,2.0,63,,,,2.0,2.0,2.0,4.0,4.0,3.0,11.0,43.0,,,,3.0,,,2.0,2.0,,4.0,,3.0,4.0,,4.0,,,,,,4.0,1.0,10.0,,,1.0,,0.6666666666666666,,0.6875,,,,25.0,,0.375,,0.2727272727272727,,,0.3333333333333333,,,,,0.3333333333333333,0.3333333333333333,1.0,1.0,,,0.3333333333333333,0.435125,,0.4005666666666667,0.14285714285714285,0.2,,10.9,0.3333333333333333,,2.0,2.0,8.0,2.0,,2.0,,,,,,0.3333333333333333,,0.3333333333333333,,25.35,2.0,3.0,2.0,8.0,2.0,1.0,2.0,1.0,8.0,1.0,1.0,1.0,0.5,1.0,0.25,1.0,1.0,0.7272727272727273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2397,1610612745,Yao Ming,Yao Ming,2397,HOU,1782.0,30.0,-26.0,54.0,55,8.0,20.0,5.0,109,1.0,1.0,1.0,6.0,1.0,3.0,3.0,10.0,,6.0,67.0,,,,1.0,6.0,,2.0,2.0,,4.0,,3.0,5.0,,5.0,1.0,1.0,2.0,3.0,6.0,,,8.0,1.0,1.0,0.3,,0.3,,0.3,,,,20.33898305084746,0.5,0.17647058823529413,,0.19047619047619047,,,,0.1,1.0,1.0,1.0,0.6,0.3,0.3333333333333333,0.3333333333333333,1.0,1.0,0.1,0.41189,,0.6594,,,,11.870000000000001,0.14814814814814814,,,,,,1.0,,,,,,1.0,,,,,,1.0,1.0,,2.0,1.0,1.0,,,2.0,1.0,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,1610612745,Mark Jackson,Mark Jackson,349,HOU,2301.0,38.0,-20.0,72.0,72,23.0,34.0,7.0,144,,,,2.0,1.0,1.0,1.0,3.0,,2.0,81.0,,,,1.0,,,5.0,5.0,,10.0,,3.0,3.0,,3.0,2.0,1.0,2.0,,1.0,,,23.0,,,0.3333333333333333,,0.16666666666666666,,0.16666666666666666,,,,10.126582278481012,1.0,0.15789473684210525,,0.11538461538461539,,,0.25,,,,,0.3333333333333333,0.16666666666666666,1.0,1.0,,,0.5,0.4532583333333333,,0.458125,,,,15.299999999999999,0.3194444444444444,,3.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,,,,0.5,,0.5,,25.633333333333336,,,,,2.0,,1.0,,,,,,,0.25,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2411,1610612745,Bostjan Nachbar,Bostjan Nachbar,2411,HOU,718.0,12.0,-1.0,26.0,24,13.0,14.0,3.0,50,,,,,,1.0,,1.0,2.0,2.0,25.0,,,,,,1.0,,1.0,,3.0,,,1.0,,1.0,,,1.0,,1.0,2.0,1.0,13.0,,,,,,,0.5,,1.0,,10.344827586206897,,,,,,,,,,,,,1.0,,,,,,0.3041,,,0.5,0.5,,20.3,0.5,,,,,,,1.0,,,,,,,,,,,,,2.0,2.0,,1.0,1.0,,2.0,,,1.0,1.0,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,1610612745,Jim Jackson,Jim Jackson,754,HOU,1671.0,28.0,-11.0,53.0,52,16.0,25.0,5.0,105,1.0,3.0,1.0,2.0,2.0,2.0,4.0,7.0,2.0,16.0,56.0,,,,2.0,4.0,,1.0,1.0,,2.0,,,1.0,,1.0,,,,2.0,2.0,4.0,2.0,16.0,0.5,0.5,0.5714285714285714,,0.7,,0.6666666666666666,,,,20.689655172413794,,,,,,,,0.3,0.3333333333333333,0.3333333333333333,1.0,0.2,0.2,1.0,1.0,0.5,0.3333333333333333,0.6,0.48438499999999995,,0.47798333333333337,0.16666666666666666,0.2222222222222222,,8.8,0.3018867924528302,,2.0,3.0,4.0,2.0,1.0,1.0,,,,,,0.3,,0.2,,24.333333333333332,1.0,2.0,,7.0,,1.0,1.0,,7.0,1.0,1.1666666666666667,0.875,0.3333333333333333,,,0.5,0.5,0.4375,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,0.3333333333333333,,,,,1.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,0.5,0.6666666666666666,1.0,0.6666666666666666,0.1,1.0,1.0,0.5,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509,1610612745,Kelvin Cato,Kelvin Cato,1509,HOU,260.0,4.0,,7.0,8,4.0,8.0,,15,,,,,,,,,,,10.0,,,,,,,,,,,,1.0,2.0,,2.0,,,,1.0,1.0,,,4.0,,,,,,,,,,,,,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,1610612745,Scott Padgett,Scott Padgett,1909,HOU,519.0,9.0,6.0,18.0,17,15.0,14.0,2.0,35,1.0,2.0,2.0,,,,1.0,2.0,,5.0,14.0,1.0,1.0,2.0,2.0,,,,,,,,1.0,2.0,1.0,3.0,,,1.0,,,,,15.0,,,0.5,1.0,0.625,1.0,0.625,1.0,,,25.0,,0.5,,0.4,,,,0.5,0.5,0.5,,,,,,,0.5,1.0,0.5067125,0.5179,0.5067125,,,0.4,,0.8333333333333334,1.0,2.0,2.0,2.0,2.0,,1.0,,,,,1.0,0.5,,0.5,1.0,25.3,,1.0,,5.0,,,1.0,,5.0,0.5,0.625,0.625,,1.0,,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,0.3333333333333333,,1.0,,0.5,2.0,2.0,,0.5,,,,,,1.0,1.0,1.0,1.0,3.0,,1.0,1.0,0.5,0.5,0.5,,0.5,0.5,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.5,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,1610612745,Clar. Weatherspoon,Clar. Weatherspoon,221,HOU,587.0,10.0,-5.0,17.0,17,4.0,5.0,2.0,34,1.0,1.0,1.0,1.0,,,1.0,2.0,1.0,3.0,18.0,,,1.0,1.0,2.0,,,,,,1.0,,,1.0,1.0,,,,1.0,3.0,2.0,1.0,4.0,1.0,1.0,0.5,,0.5,,0.5,0.5,,,15.789473684210526,,,0.14285714285714285,,0.125,,,0.5,1.0,1.0,1.0,0.5,,,,,1.0,0.5,0.48215,,0.5657,0.3333333333333333,0.3333333333333333,0.3333333333333333,5.5,0.23529411764705882,,,,,,,,,,,,,,1.0,,,,,1.0,,2.0,,,,,2.0,1.0,1.0,1.0,,,,,,0.6666666666666666,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
