EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,FtPoints,SecondChanceFtPoints,PenaltyFtPoints,PtsPutbacks,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,FTDefRebounds,SelfOReb,BadPassSteals,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,AtRimPctBlocked,DefFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Corner3FGA,PenaltyCorner3FGA,ThreePtAssists,Arc3Assists,Corner3Assists,LostBallOutOfBoundsTurnovers,NonShootingPenaltyNonTakeFouls,Corner3Frequency,PenaltyCorner3Frequency,Corner3FGM,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,ShortMidRangeAssists,2pt And 1 Free Throw Trips,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,HeaveAttempts,BlockedShortMidRange,SecondChanceCorner3FGA,PenaltyCorner3FGM,OffCorner3ReboundPct,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,Technical Free Throw Trips,LongMidRangePctBlocked,Travels,BlockedLongMidRange,PtsUnassisted3s,Blocked3s,BlockedArc3,on,FTOffRebounds,StepOutOfBoundsTurnovers,BlockedCorner3,OffensiveGoaltends,OffFTReboundPct,SecondChanceCorner3FGM,HeaveMakes,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,3SecondViolations,Defensive 3 Seconds Violations
1032,1610612765,Darvin Ham,Darvin Ham,1032,DET,2892.0,48,-11,89,103,38,43,11.0,192,5.0,6.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,6.0,9.0,1.0,12.0,70,1.0,1.0,2.0,3.0,3.0,1.0,6.0,10.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,6.0,1.0,1.0,3,2.0,2.0,3.0,1.0,6,2.0,2.0,2.0,7.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,6.0,38,0.8333333333333334,0.8333333333333334,0.6666666666666666,1.0,1.0,0.6,1.0,0.75,0.6,1.0,0.75,0.1,0.1111111111111111,1.0,15.533980582524272,0.5,0.07894736842105263,0.0967741935483871,0.05,0.07142857142857142,0.1111111111111111,0.15384615384615385,0.11764705882352941,0.07142857142857142,0.6666666666666666,0.6,0.8333333333333334,0.8333333333333334,0.8,0.1,0.2,0.5,0.5,1.0,0.1,1.0,1.0,1.0,0.75,1.0,0.25,0.7,0.514035,0.5207,0.5838625,0.16666666666666666,0.5,5.366666666666667,25.3,0.42696629213483145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1112,1610612765,Ben Wallace,Ben Wallace,1112,DET,7415.0,124,50,228,229,108,102,32.0,457,10.0,14.0,3.0,6.0,5.0,7.0,5.0,2.0,7.0,,,14.0,26.0,,37.0,170,4.0,8.0,9.0,9.0,13.0,,24.0,20.0,8.0,,1.0,12.0,21.0,35.0,13.0,48.0,11.0,3.0,7,1.0,4.0,2.0,3.0,9,1.0,3.0,2.0,4.0,1.0,,4.0,4.0,4.0,1.0,,24.0,108,0.7142857142857143,0.8333333333333334,0.5384615384615384,0.5,0.6923076923076923,0.5384615384615384,0.5,0.6923076923076923,0.5138888888888888,0.5,0.6,,0.038461538461538464,,16.917293233082706,0.7777777777777778,0.2727272727272727,0.14285714285714285,0.2636363636363636,0.1262135922330097,0.20689655172413793,0.15151515151515152,0.2413793103448276,0.17647058823529413,0.25,0.5384615384615384,0.7142857142857143,0.7692307692307693,0.6,0.19230769230769232,0.2692307692307692,0.2857142857142857,0.2857142857142857,1.0,,0.75,0.5,,0.5384615384615384,0.7142857142857143,,0.5384615384615384,0.46938076923076927,0.5003875,0.47687692307692314,0.24324324324324326,0.6486486486486487,5.800000000000001,,0.47368421052631576,2.0,9.0,1.0,6.0,4.0,6.0,6.0,5.0,1.0,12.0,1.0,8.0,6.0,1.0,8.0,20.0,6.0,4.0,0.07142857142857142,0.5454545454545454,0.24242424242424243,0.05263157894736842,0.045454545454545456,0.07692307692307693,0.5714285714285714,0.17391304347826086,0.4,0.09090909090909091,0.4,0.4,1.0,0.1875,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1497,1610612765,Chauncey Billups,Chauncey Billups,1497,DET,1507.0,25,12,51,48,27,30,8.0,99,1.0,8.0,,3.0,,3.0,,1.0,1.0,1.0,,2.0,9.0,3.0,6.0,40,,3.0,,1.0,4.0,1.0,4.0,,4.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,,,1,,1.0,1.0,,2,,,2.0,4.0,1.0,,1.0,1.0,1.0,,,4.0,27,,,0.2222222222222222,,0.25,0.16666666666666666,,0.2,0.23076923076923078,,0.3333333333333333,0.25,0.1111111111111111,,22.388059701492537,0.5,0.058823529411764705,0.08333333333333333,0.043478260869565216,0.09090909090909091,0.2,,0.2,,,0.6666666666666666,0.125,0.14285714285714285,,,0.08333333333333333,1.0,1.0,,0.08333333333333333,1.0,,,0.6,,,0.9166666666666666,0.5115291666666667,0.57475,0.46368,,0.6666666666666666,1.7666666666666666,25.2,0.5294117647058824,,2.0,,2.0,,,2.0,,,6.0,1.0,,,2.0,,2.0,,1.0,0.125,,,0.1111111111111111,,0.2,,,,0.2222222222222222,,,,,,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.16666666666666666,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
2229,1610612765,Mike James,Mike James,2229,DET,11595.0,193,24,365,377,170,161,53.0,742,12.0,19.0,1.0,4.0,5.0,9.0,7.0,1.0,13.0,10.0,7.0,15.0,39.0,14.0,57.0,297,2.0,5.0,10.0,6.0,18.0,8.0,22.0,10.0,20.0,10.0,3.0,7.0,11.0,19.0,7.0,26.0,5.0,4.0,12,,9.0,3.0,3.0,15,2.0,7.0,8.0,23.0,1.0,3.0,,,,,,22.0,170,0.3333333333333333,0.35714285714285715,0.38461538461538464,0.4,0.3333333333333333,0.4528301886792453,0.5,0.28846153846153844,0.475,0.5555555555555556,0.36666666666666664,0.2641509433962264,0.07692307692307693,,17.441860465116278,0.8,0.0873015873015873,0.04929577464788732,0.0918918918918919,0.03910614525139665,0.02040816326530612,0.05660377358490566,0.02,0.1509433962264151,,0.3584905660377358,0.631578947368421,0.75,0.25,0.1320754716981132,0.24528301886792453,0.07692307692307693,0.07692307692307693,1.0,0.18867924528301888,0.5714285714285714,0.25,,0.34615384615384615,0.5555555555555556,0.2692307692307692,0.6226415094339622,0.4929018867924529,0.4763916666666666,0.4920653846153845,0.17543859649122806,0.38596491228070173,7.597435897435894,25.900000000000002,0.4657534246575342,2.0,9.0,3.0,7.0,2.0,19.0,24.0,11.0,3.0,53.0,,6.0,2.0,2.0,1.0,16.0,6.0,3.0,0.15789473684210525,0.125,0.1016949152542373,,0.075,,0.08695652173913043,0.12195121951219512,0.05555555555555555,0.07407407407407407,0.2857142857142857,0.2857142857142857,0.5,0.10526315789473684,0.13953488372093023,4.0,1.0,5.0,4.0,1.0,,5.0,0.07547169811320754,0.038461538461538464,2.0,4.0,1.0,2.0,1.0,6.0,1.0,2.0,1.0,18.0,4.0,5.0,2.0,1.0,0.42857142857142855,0.5,0.125,0.42857142857142855,0.5,0.5,1.0,0.4,0.4,1.0,0.2857142857142857,0.5,1.0,0.14285714285714285,0.4,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
722,1610612765,Corliss Williamson,Corliss Williamson,722,DET,6482.0,108,-6,208,207,84,69,28.0,415,7.0,18.0,1.0,3.0,,5.0,10.0,,4.0,1.0,1.0,10.0,32.0,1.0,31.0,175,2.0,4.0,6.0,1.0,9.0,1.0,11.0,18.0,2.0,,4.0,3.0,3.0,8.0,3.0,11.0,4.0,2.0,5,,2.0,5.0,3.0,10,,4.0,6.0,18.0,4.0,4.0,1.0,,1.0,1.0,,11.0,84,0.9,0.9,0.3125,0.5,0.1111111111111111,0.30303030303030304,0.5,0.1,0.3875,0.6,0.34375,0.030303030303030304,0.125,0.1,20.833333333333336,0.5,0.04477611940298507,0.03529411764705882,0.058823529411764705,0.0297029702970297,0.06451612903225806,0.03125,0.07692307692307693,,1.0,0.5454545454545454,0.3888888888888889,0.4666666666666667,1.0,0.30303030303030304,0.12121212121212122,,,,0.030303030303030304,0.75,0.3333333333333333,1.0,0.5,,0.1,0.5757575757575758,0.48079687499999996,0.527175,0.4839888888888889,0.1935483870967742,0.3548387096774194,5.3968750000000005,75.7,0.40384615384615385,3.0,11.0,2.0,9.0,,3.0,5.0,2.0,1.0,12.0,,3.0,2.0,1.0,2.0,14.0,5.0,2.0,0.16666666666666666,0.25,0.08571428571428572,,,,0.07142857142857142,0.13636363636363635,,0.05555555555555555,0.3,0.3333333333333333,0.6666666666666666,0.13157894736842105,0.13513513513513514,,,2.0,2.0,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
739,1610612765,Rasheed Wallace,Rasheed Wallace,739,DET,4649.0,77,14,149,149,75,59,26.0,298,2.0,4.0,,2.0,1.0,2.0,7.0,3.0,8.0,8.0,4.0,8.0,19.0,11.0,27.0,108,,4.0,,5.0,9.0,7.0,18.0,14.0,2.0,8.0,,4.0,9.0,15.0,7.0,22.0,4.0,2.0,3,1.0,1.0,4.0,2.0,7,,1.0,3.0,6.0,,2.0,5.0,3.0,5.0,3.0,1.0,18.0,75,0.875,0.875,0.42105263157894735,,0.5555555555555556,0.4166666666666667,,0.5,0.421875,,0.5,0.36666666666666664,,,21.787709497206702,0.42857142857142855,0.16071428571428573,0.06060606060606061,0.1891891891891892,0.08433734939759036,0.08695652173913043,0.04,0.09523809523809523,0.17391304347826086,0.6,0.13333333333333333,0.5,0.5,1.0,0.23333333333333334,0.26666666666666666,0.375,0.375,0.6666666666666666,0.26666666666666666,0.3333333333333333,,,0.125,0.5,0.25,0.5,0.43909000000000004,0.5037499999999999,0.446165625,,0.6666666666666666,11.18421052631579,25.563636363636363,0.5033557046979866,3.0,2.0,,2.0,,5.0,6.0,3.0,1.0,13.0,3.0,5.0,1.0,1.0,2.0,4.0,1.0,1.0,,0.125,0.2777777777777778,0.17647058823529413,0.05555555555555555,0.1,0.25,0.1,0.5,0.05263157894736842,0.42857142857142855,0.42857142857142855,1.0,0.03225806451612903,0.05,3.0,3.0,1.0,1.0,,1.0,,0.1,0.1875,1.0,2.0,,1.0,1.0,3.0,,2.0,2.0,9.0,2.0,1.0,,1.0,0.2727272727272727,,0.2857142857142857,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,0.25,0.25,1.0,0.16666666666666666,,,0.25,0.25,,2.0,1.0,1.0,0.2857142857142857,0.16666666666666666,0.3333333333333333,,,,,,,,True,,,,,,,,,,,,,,,
1888,1610612765,Richard Hamilton,Richard Hamilton,1888,DET,5451.0,91,16,169,171,94,80,26.0,340,7.0,12.0,2.0,2.0,3.0,6.0,15.0,3.0,14.0,5.0,2.0,17.0,41.0,5.0,56.0,142,3.0,4.0,9.0,7.0,20.0,2.0,26.0,14.0,20.0,5.0,7.0,1.0,3.0,6.0,1.0,7.0,1.0,1.0,4,,4.0,1.0,,5,,1.0,2.0,8.0,,1.0,,,,,,26.0,94,0.4117647058823529,0.4117647058823529,0.4146341463414634,0.75,0.35,0.4673913043478261,0.9,0.38636363636363635,0.5192307692307693,0.9,0.46296296296296297,0.10869565217391304,0.17073170731707318,0.06666666666666667,29.23076923076923,0.8,0.05172413793103448,0.014285714285714285,0.07058823529411765,0.012195121951219513,0.04,,0.10526315789473684,0.038461538461538464,,0.2608695652173913,0.5833333333333334,0.7,0.5714285714285714,0.32608695652173914,0.30434782608695654,0.21428571428571427,0.3,0.3333333333333333,0.10869565217391304,0.4,1.0,0.5,0.2727272727272727,0.5,0.09090909090909091,0.3695652173913043,0.43544347826086954,0.5114,0.42786136363636357,0.16071428571428573,0.4642857142857143,9.556097560975608,25.419999999999998,0.5562130177514792,7.0,13.0,,9.0,,5.0,6.0,1.0,1.0,13.0,,3.0,,,,15.0,3.0,4.0,0.16666666666666666,,0.1111111111111111,,,,,0.13636363636363635,,,0.4666666666666667,0.5,0.2857142857142857,0.0625,0.06976744186046512,,,1.0,,1.0,,,,,,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,9.0,3.0,3.0,1.0,1.0,0.6,1.0,0.5,0.6,,,,0.6,0.6,1.0,0.2,1.0,1.0,0.5,0.6,,,,,,,,2.0,0.2857142857142857,,,,,,True,,,,,,,,,,,,,,,
2246,1610612765,Mehmet Okur,Mehmet Okur,2246,DET,6355.0,106,5,197,206,85,61,28.0,403,7.0,13.0,3.0,4.0,4.0,7.0,10.0,3.0,6.0,1.0,,15.0,29.0,3.0,43.0,162,4.0,5.0,9.0,7.0,14.0,1.0,21.0,14.0,16.0,1.0,2.0,6.0,13.0,21.0,9.0,30.0,4.0,2.0,3,,,1.0,3.0,4,,1.0,8.0,12.0,1.0,,4.0,3.0,4.0,4.0,,21.0,85,0.4666666666666667,0.5833333333333334,0.5172413793103449,0.8,0.5,0.5625,0.8,0.5666666666666667,0.5972222222222222,0.75,0.6176470588235294,0.09375,0.06896551724137931,,17.46724890829694,0.75,0.18840579710144928,0.08108108108108109,0.20588235294117646,0.0989010989010989,0.041666666666666664,0.03571428571428571,0.25,0.16,1.0,0.40625,0.5384615384615384,0.6363636363636364,0.5714285714285714,0.3125,0.1875,0.5,0.5,,0.03125,0.8,0.75,,0.4666666666666667,0.5714285714285714,,0.5,0.460978125,0.46490000000000004,0.45838666666666666,0.20930232558139536,0.4883720930232558,7.172413793103449,24.133333333333336,0.43147208121827413,5.0,7.0,1.0,4.0,6.0,1.0,2.0,1.0,,5.0,3.0,8.0,,,2.0,8.0,3.0,1.0,0.15384615384615385,,0.24242424242424243,0.17647058823529413,0.18181818181818182,0.18181818181818182,0.08333333333333333,0.16,0.5,,0.5,0.5,0.6,0.08571428571428572,0.09375,2.0,1.0,1.0,,1.0,,1.0,0.0625,0.06666666666666667,1.0,1.0,,,,2.0,,,1.0,6.0,1.0,,,1.0,0.6666666666666666,,1.0,0.6666666666666666,0.5,0.5,1.0,1.0,1.0,1.0,,,,,1.0,,,,1.0,0.16666666666666666,,1.0,,,1.0,1.0,,,,True,,,,,,,,,,,,,,,
2419,1610612765,Tayshaun Prince,Tayshaun Prince,2419,DET,3877.0,65,19,126,127,74,85,17.0,253,6.0,7.0,1.0,1.0,6.0,6.0,4.0,,5.0,4.0,1.0,7.0,16.0,6.0,21.0,110,1.0,2.0,2.0,7.0,12.0,3.0,21.0,6.0,8.0,4.0,2.0,4.0,4.0,8.0,5.0,13.0,3.0,1.0,1,,1.0,,,1,,,1.0,5.0,,,2.0,2.0,2.0,2.0,,21.0,74,0.42857142857142855,0.42857142857142855,0.4375,0.5,0.5833333333333334,0.38636363636363635,0.5,0.5666666666666667,0.4375,0.5,0.6176470588235294,0.2727272727272727,0.125,0.25,16.778523489932887,1.0,0.10256410256410256,0.08888888888888889,0.07407407407407407,0.08196721311475409,0.125,0.125,0.06666666666666667,0.16666666666666666,1.0,0.3181818181818182,0.8571428571428571,1.0,0.5,0.18181818181818182,0.22727272727272727,,,,0.18181818181818182,0.5,1.0,,0.4,1.0,0.06666666666666667,0.5909090909090909,0.5065318181818182,0.49229999999999996,0.52604,0.09523809523809523,1.0,8.0,24.600000000000005,0.5873015873015873,1.0,4.0,,4.0,,11.0,13.0,7.0,1.0,28.0,1.0,,4.0,2.0,2.0,5.0,2.0,1.0,0.14285714285714285,0.5714285714285714,,0.0625,,0.1,,,,0.16666666666666666,0.25,0.3333333333333333,,0.08695652173913043,0.11764705882352941,2.0,2.0,2.0,2.0,,,3.0,0.09090909090909091,0.13333333333333333,,1.0,,,1.0,1.0,,,1.0,3.0,1.0,3.0,1.0,1.0,0.16666666666666666,,0.3333333333333333,0.16666666666666666,,,,0.25,0.25,1.0,,,,1.0,0.25,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
283,1610612765,Lindsey Hunter,Lindsey Hunter,283,DET,5729.0,95,-6,184,202,65,81,27.0,386,2.0,5.0,1.0,2.0,1.0,1.0,,3.0,9.0,9.0,3.0,5.0,14.0,14.0,22.0,154,2.0,4.0,7.0,2.0,4.0,3.0,9.0,6.0,4.0,9.0,,2.0,9.0,12.0,2.0,14.0,11.0,6.0,2,2.0,2.0,4.0,,6,1.0,,3.0,11.0,,2.0,1.0,,2.0,1.0,,9.0,65,0.6,0.6,0.35714285714285715,0.5,0.5,0.3392857142857143,0.5833333333333334,0.5,0.36666666666666664,0.5833333333333334,0.5625,0.5,,,16.438356164383563,0.3333333333333333,0.14516129032258066,0.029411764705882353,0.12631578947368421,0.021052631578947368,0.043478260869565216,,0.10714285714285714,0.19230769230769232,0.5,0.17857142857142858,0.4,0.4,0.5,,0.32142857142857145,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.32142857142857145,0.3333333333333333,0.5,1.0,0.14285714285714285,1.0,0.42857142857142855,0.6785714285714286,0.4797482142857143,0.498775,0.44207142857142856,0.3181818181818182,0.4090909090909091,12.442857142857141,25.364285714285717,0.3532608695652174,,3.0,,2.0,,8.0,11.0,5.0,,25.0,,3.0,,1.0,5.0,4.0,1.0,1.0,,,0.09090909090909091,,0.05,,0.125,0.09090909090909091,0.09090909090909091,0.05,,,,0.034482758620689655,0.06666666666666667,5.0,,3.0,2.0,1.0,,,0.17857142857142858,,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,6.0,2.0,3.0,,0.6666666666666666,0.21428571428571427,0.5,0.3333333333333333,0.21428571428571427,0.2,0.2,1.0,0.2222222222222222,0.2222222222222222,0.5,0.16666666666666666,1.0,1.0,0.3333333333333333,0.2222222222222222,,,1.0,,,0.16666666666666666,,,,,1.0,3.0,1.0,1.0,True,,,,,,,,,,,,,,,
