EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,OffFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3A,SecondChanceFG3A,PenaltyFG3A,NonHeaveArc3FGA,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,LostBallSteals,ShootingFouls,Fouls,Blocked2s,BlockedAtRim,Blocks,FG3APct,DefTwoPtReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,Arc3Frequency,SecondChanceArc3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,TwoPtShootingFoulsDrawn,LiveBallTurnoverPct,DefLongMidRangeReboundPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,BlockedShortMidRange,RecoveredBlocks,OffAtRimReboundPct,BlocksRecoveredPct,ShortMidRangeAssists,on,AtRimFGM,SecondChanceAtRimFGM,PenaltyAtRimFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,FG3M,PtsAssisted3s,PtsPutbacks,Fg3aBlocked,AtRimAssists,OffThreePtRebounds,BadPassTurnovers,DeadBallTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,ThreePtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APctBlocked,Corner3PctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,Arc3FGM,SecondChanceArc3FGM,SecondChanceFG3M,PenaltyFG3M,PtsUnassisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,FTDefRebounds,2pt And 1 Free Throw Trips,Technical Free Throw Trips,SecondChanceFg3Pct,PenaltyFg3Pct,AtRimPctBlocked,DefFTReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,NonHeaveArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Offensive Fouls,Blocked3s,BlockedArc3,BlockedCorner3,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Corner3Assists,DefensiveGoaltends,3SecondViolations,PenaltyArc3FGM,PenaltyArc3Accuracy,LostBallOutOfBoundsTurnovers,LongMidRangePctBlocked,HeaveAttempts
1712,1610612742,Antawn Jamison,Antawn Jamison,1712,DAL,476.0,8,-4.0,18,18,14,17,7.0,36,3.0,2.0,3.0,2.0,4.0,1.0,2.0,3.0,9.0,4.0,10.0,15.0,1.0,3.0,2.0,4.0,3.0,8.0,4.0,10.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,4.0,2.0,10.0,14,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.375,0.3333333333333333,0.3333333333333333,0.375,0.45454545454545453,0.5,0.5,0.1111111111111111,0.25,42.30769230769231,1.0,0.13333333333333333,1.0,0.16666666666666666,0.125,0.25,0.2,1.0,0.2,0.3333333333333333,0.4444444444444444,0.5,0.6666666666666666,0.5,0.2222222222222222,0.5,0.5,1.0,0.6666666666666666,0.375,0.3333333333333333,0.43577777777777776,0.4926333333333333,0.4412,0.4,1.0,7.522222222222221,0.7777777777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2572,1610612742,Josh Howard,Josh Howard,2572,DAL,607.0,10,-4.0,22,21,14,20,8.0,43,1.0,,,,1.0,,2.0,,4.0,,,17.0,,,,,,2.0,,,,,,1.0,,1.0,2.0,1.0,3.0,,2.0,1.0,,,,14,,,,,,,,,,,,,,16.129032258064516,,0.05555555555555555,0.5,0.2222222222222222,0.05263157894736842,,0.16666666666666666,,,0.2,0.2,,,,0.4,,,,,,0.4,0.44915000000000005,0.53685,0.45121666666666665,,,12.725000000000001,0.6363636363636364,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.14285714285714285,1.0,1.0,0.2,1.0,0.3333333333333333,25.6,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2605,1610612742,Marquis Daniels,Marquis Daniels,2605,DAL,555.0,9,-2.0,21,18,16,18,7.0,39,2.0,1.0,1.0,,,,2.0,,4.0,1.0,1.0,15.0,,1.0,1.0,1.0,,3.0,1.0,1.0,,,,1.0,,,1.0,1.0,2.0,,,,2.0,,1.0,16,,,,,,,,,0.08333333333333333,0.25,0.125,,,24.13793103448276,,0.07142857142857142,,0.1111111111111111,0.06666666666666667,,0.2,,,0.4,,,,,0.4,,,,1.0,0.3333333333333333,0.6,0.50682,0.4232,0.5754333333333334,1.0,1.0,9.075,0.7619047619047619,1.0,,,1.0,,,1.0,,,,,1.0,,,1.0,,,,0.2,0.16666666666666666,,,0.2,,,27.1,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.16666666666666666,0.2,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,1610612742,Scott Williams,Scott Williams,281,DAL,656.0,11,-4.0,24,22,16,21,8.0,46,2.0,1.0,,,1.0,,1.0,,4.0,,,17.0,,1.0,,,,1.0,,,,,,2.0,,1.0,2.0,2.0,4.0,,,,,,,16,,,,,,,,,,,,,,12.121212121212121,,0.1111111111111111,0.3333333333333333,0.18181818181818182,0.10526315789473684,,0.16666666666666666,0.5,,0.5,0.25,,,,0.25,,,,1.0,,0.5,0.44265,0.593,0.3238,,,7.125,0.6666666666666666,,,,,,,,,,,,1.0,,2.0,3.0,1.0,,1.0,,0.125,,,,,,,,,,,,,0.2,,,1.0,1.0,0.14285714285714285,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,1610612742,Michael Finley,Michael Finley,714,DAL,319.0,5,-4.0,10,9,2,8,2.0,19,,,,,,1.0,1.0,1.0,1.0,,2.0,6.0,,,,,,,,,2.0,,,,,,,,,,,,,,,2,1.0,1.0,1.0,,,1.0,,,1.0,,,,,8.333333333333334,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,0.4396,,,,,21.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,1610612742,Tony Delk,Tony Delk,960,DAL,337.0,6,,14,13,14,13,6.0,27,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,,,,14,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,2.0,1.0,4.0,1.0,,,,,,,,0.3333333333333333,,,,,,,,,,,,,0.5,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,1610612742,Steve Nash,Steve Nash,959,DAL,281.0,5,-2.0,9,8,2,7,2.0,17,,,,,1.0,,,,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,9.090909090909092,,,,,,,,,,,1.0,,,,,,,,,,,0.4066,,,,,7.7,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,1610612742,Antoine Walker,Antoine Walker,952,DAL,49.0,1,,2,1,2,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,1.0,0.46515,,0.46515,,,,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,1.0,,,,1.0,,1.0,24.3,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,1610612742,Antawn Jamison,Antawn Jamison,1712,DAL,6159.0,103,-3.0,214,211,63,77,34.0,425,16.0,7.0,7.0,7.0,15.0,4.0,9.0,21.0,40.0,7.0,55.0,226.0,7.0,9.0,2.0,16.0,10.0,15.0,2.0,22.0,30.0,12.0,,9.0,1.0,4.0,9.0,12.0,21.0,3.0,4.0,4.0,11.0,2.0,22.0,63,0.7142857142857143,0.9375,0.525,0.7777777777777778,0.6666666666666666,0.5,0.7777777777777778,0.5555555555555556,0.5188679245283019,0.8,0.55,,,22.56809338521401,0.1,0.10344827586206896,0.17391304347826086,0.09473684210526316,0.10576923076923077,0.13333333333333333,0.06666666666666667,0.23076923076923078,0.14285714285714285,0.3333333333333333,0.3125,0.4666666666666667,0.4666666666666667,0.7142857142857143,0.1875,0.4444444444444444,0.4444444444444444,1.0,0.7777777777777778,0.3888888888888889,0.5,0.47663333333333324,0.512975,0.4776555555555555,0.2909090909090909,0.4,7.120000000000002,0.29439252336448596,3.0,,,8.0,,3.0,3.0,2.0,2.0,,4.0,5.0,,7.0,15.0,2.0,1.0,2.0,0.16666666666666666,0.06944444444444445,0.09090909090909091,0.1,0.0625,,,23.5125,4.0,2.0,5.0,,2.0,0.8,0.04,0.058823529411764705,0.047619047619047616,1.0,2.0,0.1111111111111111,1.0,,False,10.0,6.0,5.0,2.0,5.0,3.0,2.0,6.0,10.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.25,0.25,0.125,0.2,0.11764705882352941,0.07142857142857142,0.3333333333333333,0.08,0.625,0.625,0.6,0.10416666666666667,0.4,0.5,1.0,0.8571428571428571,0.3333333333333333,0.7142857142857143,0.16666666666666666,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,12672.0,211,5.0,425,422,80,104,79.0,847,20.0,6.0,7.0,5.0,17.0,22.0,48.0,38.0,85.0,36.0,133.0,436.0,7.0,12.0,4.0,24.0,4.0,12.0,17.0,28.0,40.0,36.0,2.0,11.0,,8.0,46.0,13.0,59.0,5.0,7.0,6.0,42.0,7.0,28.0,80,0.5263157894736842,0.5882352941176471,0.4470588235294118,0.5833333333333334,0.3333333333333333,0.485,0.7142857142857143,0.36666666666666664,0.55,0.75,0.56,0.023529411764705882,0.058823529411764705,24.18426103646833,,0.05759162303664921,0.16666666666666666,0.19607843137254902,0.053497942386831275,0.08620689655172414,,0.15625,0.09615384615384616,0.2,0.17,0.29411764705882354,0.3125,0.2,0.48,0.4583333333333333,0.4583333333333333,0.5909090909090909,0.42857142857142855,0.4666666666666667,0.35,0.46353500000000003,0.5137653846153846,0.48249333333333333,0.18045112781954886,0.21052631578947367,12.023529411764706,0.18823529411764706,13.0,2.0,2.0,15.0,2.0,3.0,13.0,6.0,7.0,2.0,15.0,32.0,1.0,11.0,16.0,13.0,10.0,13.0,0.15,0.20512820512820512,0.2978723404255319,0.1875,0.13,0.14285714285714285,0.13333333333333333,24.313333333333333,6.0,3.0,6.0,,14.0,1.0,0.14,0.12389380530973451,0.14285714285714285,3.0,8.0,0.08695652173913043,0.6153846153846154,1.0,False,11.0,3.0,3.0,2.0,2.0,1.0,7.0,18.0,8.0,,3.0,2.0,3.0,,,2.0,1.0,,2.0,0.8571428571428571,0.4666666666666667,0.4666666666666667,,,0.038461538461538464,0.04878048780487805,,0.1864406779661017,0.55,0.5789473684210527,0.5454545454545454,0.02,1.0,1.0,1.0,0.5,0.3333333333333333,0.42857142857142855,0.06666666666666667,,1.0,5.0,2.0,2.0,1.0,3.0,5.0,1.0,1.0,6.0,1.0,1.0,1.0,0.3333333333333333,0.05,0.42857142857142855,0.38461538461538464,0.38461538461538464,0.8,1.0,1.0,1.0,0.38461538461538464,,,,,,,,,,,,,,,,,,,
