EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGA,Corner3FGA,Arc3FGA,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,HeaveAttempts,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,TsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LiveBallTurnovers,BadPassTurnovers,Turnovers,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,LiveBallTurnoverPct,BlocksRecoveredPct,AtRimFGA,SecondChanceFG2A,Fg2aBlocked,FG2APctBlocked,AtRimPctBlocked,DefAtRimReboundPct,AtRimFrequency,AtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,PenaltyFG2M,PtsUnassisted2s,DeadBallTurnovers,LostBallTurnovers,PenaltyTurnovers,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,AtRimAccuracy,UnblockedAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,OffThreePtRebounds,FTDefRebounds,OffRebounds,BadPassOutOfBoundsTurnovers,DefFTReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffCorner3ReboundPct,on,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG2M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,SelfOReb,LostBallSteals,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Technical Free Throw Trips,BlockedLongMidRange,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceFtPoints,Corner3Assists,FTOffRebounds,Travels,Offensive Fouls,2pt And 1 Free Throw Trips,BlockedShortMidRange,DefensiveGoaltends,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,OffFTReboundPct,AtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceFG3M,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,LongMidRangePctBlocked,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,3SecondViolations
1747,1610612748,Rafer Alston,Rafer Alston,1747,MIA,597.0,10.0,-14.0,19,20,6,11.0,1.0,39,1.0,1.0,1.0,1.0,2.0,6.0,6.0,24.0,1.0,5.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,8.0,1.0,3.0,5.0,6,1.0,0.42857142857142855,0.625,0.6666666666666666,35.0,0.2,0.3333333333333333,0.25,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.36435,0.2109,0.25,0.5,0.8333333333333334,15.0,46.6,0.3157894736842105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2124,1610612748,Malik Allen,Malik Allen,2124,MIA,5.0,,,1,1,1,1.0,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,1610612748,Eddie Jones,Eddie Jones,224,MIA,329.0,5.0,-8.0,11,12,5,11.0,1.0,23,1.0,,,1.0,,,,16.0,,,,,,,,,,,,,,,,,5,,,,,16.666666666666668,,,,,,1.0,,,,0.4039,,,,,18.4,,0.45454545454545453,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446,1610612748,Rasual Butler,Rasual Butler,2446,MIA,138.0,2.0,-3.0,5,4,2,4.0,1.0,9,,,,,,,,4.0,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,1610612748,Samaki Walker,Samaki Walker,955,MIA,597.0,10.0,-14.0,19,20,6,11.0,1.0,39,1.0,,,2.0,,,,24.0,,,,,,1.0,1.0,1.0,,,1.0,2.0,,,,,6,,,,,10.0,0.2,,0.125,,,0.5,,,0.5,0.44815,,,,,7.3,,0.3157894736842105,,,,,,,,,,1.0,1.0,1.0,0.5,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2406,1610612748,Caron Butler,Caron Butler,2406,MIA,434.0,7.0,-8.0,13,15,4,7.0,,28,1.0,,,2.0,,,2.0,17.0,1.0,,2.0,,,,,,1.0,1.0,,,,,,2.0,4,,0.5,1.0,,38.46153846153846,,,,,,0.5,,,0.5,0.6312,0.8947,,,1.0,10.2,,0.3076923076923077,2.0,1.0,3.0,,,,,0.6666666666666666,,1.0,,,,,,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617,1610612748,Udonis Haslem,Udonis Haslem,2617,MIA,592.0,10.0,-14.0,18,19,5,10.0,1.0,37,1.0,,,1.0,,2.0,2.0,24.0,,,,,1.0,1.0,3.0,4.0,,,2.0,3.0,2.0,1.0,,,5,,0.5,,,15.789473684210526,0.2,0.3333333333333333,0.25,0.25,0.3333333333333333,1.0,,,,0.4009,,0.5,0.5,,18.6,,0.2777777777777778,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548,1610612748,Dwyane Wade,Dwyane Wade,2548,MIA,293.0,5.0,-9.0,9,9,1,,,18,,,,,,,,11.0,,,,,,,,,,,,1.0,,,,,1,,,,,22.22222222222222,,,,,,,,,,,,,,,,,0.1111111111111111,2.0,2.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1747,1610612748,Rafer Alston,Rafer Alston,1747,MIA,17012.0,284.0,-5.0,507,507,131,226.0,81.0,1014,10.0,7.0,43.0,38.0,50.0,15.0,85.0,464.0,7.0,10.0,23.0,1.0,6.0,16.0,23.0,27.0,4.0,3.0,4.0,20.0,17.0,2.0,5.0,23.0,131,5.0,0.43157894736842106,0.46,0.5681818181818182,17.326732673267326,0.08421052631578947,0.0967741935483871,0.0873015873015873,0.07228915662650602,0.02127659574468085,0.11363636363636363,0.07954545454545454,0.48863636363636365,0.7613636363636364,0.5032724137931034,0.4961,0.022222222222222223,0.05,0.27058823529411763,7.821052631578947,25.536000000000005,0.2583826429980276,6.0,5.0,10.0,1.0,,1.0,,0.6,,17.0,6.0,5.0,0.13157894736842105,0.29411764705882354,0.041666666666666664,0.19318181818181818,6.0,1.0,6.0,17.0,2.0,28.0,4.0,1.0,1.0,0.4473684210526316,0.2857142857142857,0.3977272727272727,0.34210526315789475,0.35294117647058826,0.5,0.3157894736842105,0.16666666666666666,1.0,1.0,4.0,2.0,0.05555555555555555,0.013157894736842105,0.013793103448275862,,False,2.0,4.0,8.0,11.0,3.0,3.0,1.0,1.0,2.0,9.0,1.0,2.0,10.0,12.0,3.0,2.0,6.0,3.0,12.0,6.0,30.0,6.0,4.0,42.0,9.0,18.0,4.0,22.0,4.0,7.0,3.0,8.0,48.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.17647058823529413,0.2,0.8333333333333334,0.24,0.25,0.24489795918367346,0.5,0.375,0.375,0.014018691588785047,0.012195121951219513,0.021739130434782608,0.011627906976744186,0.014705882352941176,0.13559322033898305,0.3333333333333333,0.0392156862745098,0.125,0.7272727272727273,0.7272727272727273,0.25,0.3,0.3,0.3333333333333333,0.42857142857142855,0.42857142857142855,1.0,0.20930232558139536,0.20930232558139536,0.7777777777777778,0.5,0.5,0.125,0.125,0.10526315789473684,0.5,0.5263157894736842,0.2,0.21428571428571427,0.44652499999999995,0.07058823529411765,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885,1610612748,Lamar Odom,Lamar Odom,1885,MIA,30608.0,510.0,1.0,919,920,184,265.0,117.0,1839,34.0,,26.0,156.0,26.0,49.0,219.0,893.0,29.0,17.0,56.0,,17.0,50.0,76.0,108.0,15.0,11.0,24.0,58.0,72.0,31.0,7.0,56.0,184,3.0,0.5069444444444444,0.5833333333333334,0.14285714285714285,24.362606232294617,0.1524390243902439,0.13709677419354838,0.14823008849557523,0.17037037037037037,0.15306122448979592,0.18681318681318682,,0.14285714285714285,0.554945054945055,0.47875580110497234,0.4477571428571429,0.14832535885167464,0.16939890710382513,0.2557077625570776,6.853846153846154,25.22307692307692,0.20021762785636563,20.0,10.0,42.0,10.0,9.0,10.0,6.0,0.47619047619047616,0.6,75.0,15.0,14.0,0.08974358974358974,0.12,0.16853932584269662,0.41208791208791207,40.0,8.0,11.0,73.0,18.0,82.0,22.0,10.0,5.0,0.46794871794871795,0.6206896551724138,0.46703296703296704,0.5416666666666666,0.5333333333333333,0.6060606060606061,0.3055555555555556,0.7272727272727273,3.0,9.0,32.0,1.0,0.2903225806451613,0.033707865168539325,0.06465517241379311,0.14285714285714285,False,4.0,11.0,19.0,47.0,14.0,,,,,8.0,1.0,1.0,7.0,8.0,4.0,1.0,14.0,1.0,7.0,64.0,21.0,3.0,8.0,26.0,8.0,27.0,10.0,37.0,7.0,11.0,2.0,14.0,84.0,27.0,8.0,4.0,1.0,,9.0,6.0,,,0.4383561643835616,0.463768115942029,0.875,0.3076923076923077,0.14285714285714285,0.3076923076923077,0.26666666666666666,0.25,0.3333333333333333,0.072,0.07317073170731707,0.058823529411764705,0.07784431137724551,0.013333333333333334,0.11538461538461539,0.07692307692307693,0.09302325581395349,0.25824175824175827,0.40425531914893614,0.4523809523809524,0.2631578947368421,0.4117647058823529,0.4117647058823529,0.35714285714285715,,,,0.3076923076923077,0.3076923076923077,0.875,0.6875,0.36363636363636365,,0.0625,,,0.19444444444444445,0.14285714285714285,0.3076923076923077,0.52576,0.0639269406392694,6.0,3.0,2.0,5.0,15.0,4.0,1.0,3.0,6.0,0.10638297872340426,0.06896551724137931,0.55,,,,,,,,,,,,,,,,
