EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,OffPoss,PenaltyOffPoss,TotalPoss,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,Minutes,PlusMinus,DefPoss,PenaltyDefPoss,Arc3FGA,PenaltyArc3FGA,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,NonHeaveArc3FGA,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,TsPct,PenaltyTsPct,FG3APct,Usage,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,SecondChanceOffPoss,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PtsUnassisted2s,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Fouls,Loose Ball Fouls,Blocked2s,BlockedShortMidRange,Blocks,NonShootingPenaltyNonTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceShotQualityAvg,Avg2ptShotDistance,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG3M,PenaltyFG3M,PtsAssisted3s,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ThreePtAssists,Assists,Corner3Assists,AssistPoints,ShootingFouls,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,Fg2aBlocked,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,OffAtRimReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,TwoPtAssists,LongMidRangeAssists,DefThreePtRebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,LiveBallTurnoverPct,DefThreePtReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,PtsAssisted2s,NonShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,LongMidRangePctAssisted,on,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceFtPoints,Arc3Assists,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,FTDefRebounds,SelfOReb,BadPassSteals,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,BlockedAtRim,RecoveredBlocks,3SecondViolations,ShortMidRangePctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,NonHeaveArc3FGM,BadPassOutOfBoundsTurnovers,Technical Free Throw Trips,BlockedLongMidRange,SecondChanceFg3Pct,LongMidRangePctBlocked,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,HeaveAttempts,Travels,Fg3aBlocked,FTOffRebounds,ThreePtShootingFoulsDrawn,DefensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,Defensive 3 Seconds Violations,Corner3PctBlocked,Blocked3s,BlockedCorner3
124,1610612758,Vlade Divac,Vlade Divac,124,SAC,13.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1802,1610612758,Brad Miller,Brad Miller,1802,SAC,187.0,8.0,8.0,16.0,8.0,1.0,3.0,-3.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.25,0.25,1.0,25.0,1.0,1.0,1.0,0.50835,0.50835,0.5,1.0,1.0,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2074,1610612758,Jabari Smith,Jabari Smith,2074,SAC,491.0,19.0,19.0,38.0,19.0,1.0,8.0,-3.0,19.0,19.0,,,,1.0,3.0,17.0,,1.0,3.0,,2.0,1.0,3.0,0.5,0.5,,14.285714285714286,,,,0.3882,0.3882,0.3333333333333333,0.3333333333333333,1.0,,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,0.5,0.5,0.16666666666666666,0.14285714285714285,0.15384615384615385,0.125,0.16666666666666666,0.25,0.3333333333333333,1.0,0.5,0.5,0.404,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,1610612758,Doug Christie,Doug Christie,57,SAC,176.0,7.0,7.0,13.0,7.0,1.0,3.0,3.0,6.0,6.0,,,1.0,,3.0,4.0,1.0,,3.0,,,,3.0,0.75,0.75,0.5,25.0,,,0.5,0.518825,0.518825,,,1.0,23.3,1.0,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,0.75,0.75,,,,,,,,0.5,,,,19.4,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,1610612758,Peja Stojakovic,Peja Stojakovic,978,SAC,13.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,100.0,,,,0.304,0.304,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2222,1610612758,Gerald Wallace,Gerald Wallace,2222,SAC,478.0,18.0,18.0,37.0,18.0,1.0,8.0,-3.0,19.0,19.0,,,,,2.0,17.0,,,2.0,,,,2.0,0.25,0.25,,20.0,,,0.25,0.43367500000000003,0.43367500000000003,,,1.0,,2.0,,3.0,1.0,4.0,,1.0,4.0,2.0,,,,,,2.0,,,,,1.0,0.25,0.25,0.25,0.25,,,,,,,,0.75,,,,15.025,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.25,1.0,1.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443,1610612758,Darius Songaila,Darius Songaila,2443,SAC,478.0,18.0,18.0,37.0,18.0,1.0,8.0,-3.0,19.0,19.0,,,,,2.0,17.0,,,2.0,,,,2.0,0.5,0.5,,10.0,,,1.0,0.5498,0.5498,,,1.0,,2.0,,,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,1.0,0.5,0.5,0.5,0.5,0.08333333333333333,0.16666666666666666,0.07692307692307693,0.14285714285714285,,0.25,,,,,0.5062,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,2.0,,,,,,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,1610612758,Anthony Peeler,Anthony Peeler,324,SAC,478.0,18.0,18.0,37.0,18.0,1.0,8.0,-3.0,19.0,19.0,,,,,,17.0,,,,,,,,,,,20.0,,,,,,,,,,2.0,,,,,,,,,,1.0,2.0,,2.0,,,,,,,,,,,0.08333333333333333,,0.15384615384615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,4.0,4.0,0.75,1.0,0.2,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,1610612758,Rodney Buford,Rodney Buford,1934,SAC,141.0,5.0,5.0,10.0,5.0,1.0,2.0,-3.0,5.0,5.0,,,,1.0,3.0,6.0,,1.0,3.0,,2.0,,3.0,0.75,0.75,,33.333333333333336,,,,0.3393,0.3393,,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,1610612758,Vlade Divac,Vlade Divac,124,SAC,14117.0,437.0,42.0,879.0,42.0,0.09610983981693363,235.0,-9.0,442.0,48.0,,,,17.0,79.0,424.0,,5.0,7.0,,23.0,10.0,7.0,0.4817073170731707,0.3888888888888889,,18.823529411764707,,,0.5070422535211268,0.46926338028169007,0.38142,0.125,0.125,0.08860759493670886,,61.0,6.0,12.0,31.0,71.0,13.0,1.0,5.0,34.0,18.0,30.0,37.0,22.0,59.0,31.0,7.0,5.0,1.0,5.0,,0.43661971830985913,0.2,0.43661971830985913,0.2,0.15384615384615385,0.09278350515463918,0.13991769547325103,0.09205020920502092,0.09411764705882353,0.17777777777777778,0.11666666666666667,0.16901408450704225,0.5,0.5,0.5007666666666667,5.753521126760563,,,,,,,,,,,,,,,,,,19.0,36.0,,1.0,4.0,22.0,2.0,48.0,14.0,0.5070422535211268,0.5277777777777778,0.59375,0.2,,6.0,9.0,8.0,22.0,12.0,6.0,0.6153846153846154,0.6153846153846154,0.6470588235294118,0.08450704225352113,0.1111111111111111,0.13114754098360656,0.6923076923076923,0.6666666666666666,0.27848101265822783,18.0,11.0,4.0,4.0,2.0,9.0,6.0,5.0,3.0,14.0,3.0,0.6428571428571429,0.08333333333333333,0.16666666666666666,,28.0,2.0,0.45161290322580644,0.56,1.0,False,6.0,23.0,6.0,2.0,6.0,1.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,4.0,4.0,1.0,0.08695652173913043,0.42857142857142855,0.08888888888888889,0.041666666666666664,0.06896551724137931,0.125,0.25,0.09090909090909091,0.8,0.42105263157894735,0.323943661971831,0.2608695652173913,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
