EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChancePoints,PenaltyFtPoints,OffThreePtRebounds,LostBallSteals,Blocked2s,BlockedShortMidRange,Blocks,DefensiveGoaltends,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffThreePtReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,AtRimPctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChancePointsPct,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyCorner3FGA,SecondChanceFtPoints,PtsPutbacks,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedAtRim,RecoveredBlocks,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,ThreePtShootingFoulsDrawnPct,ShortMidRangePctAssisted,Loose Ball Fouls,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,2pt And 1 Free Throw Trips,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,on,PtsUnassisted3s,Corner3Assists,LongMidRangePctBlocked,LostBallOutOfBoundsTurnovers,BlockedLongMidRange,Corner3FGM,SecondChanceCorner3FGM,FTOffRebounds,OffFTReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Defensive 3 Seconds Violations,HeaveAttempts
1715,1610612763,Jason Williams,Jason Williams,1715,MEM,5509.0,92.0,-20,169.0,170.0,33.0,44.0,15.0,339.0,4.0,10.0,1.0,2.0,4.0,1.0,8.0,1.0,1.0,5.0,15.0,1.0,7.0,22.0,5.0,16.0,6.0,35.0,191.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,12.0,15.0,15.0,5.0,1.0,15.0,1.0,16.0,1.0,7.0,4.0,4.0,33.0,1.0,2.0,3.0,1.0,6.0,1.0,7.0,1.0,1.0,1.0,4.0,2.0,3.0,3.0,1.0,7.0,2.0,1.0,8.0,1.0,6.0,2.0,2.0,2.0,33.0,1.0,0.14285714285714285,0.14285714285714285,1.0,0.3125,0.3125,0.3181818181818182,0.3333333333333333,0.3815789473684211,0.25,0.4125,0.25,0.42105263157894735,0.045454545454545456,0.1,25.13368983957219,0.5714285714285714,0.125,0.06,0.015873015873015872,0.18181818181818182,0.08196721311475409,0.0125,0.05,0.05263157894736842,0.14285714285714285,0.5,0.04,0.2631578947368421,0.4,0.4444444444444444,0.10526315789473684,0.5,0.5,0.21052631578947367,0.125,0.125,1.0,0.02631578947368421,0.39473684210526316,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,0.25,0.6842105263157895,0.3333333333333333,0.512517105263158,0.606025,0.3741,0.05,0.08333333333333333,0.05714285714285714,8.936363636363636,25.012500000000003,0.1952662721893491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1719,1610612763,Bonzi Wells,Bonzi Wells,1719,MEM,1876.0,31.0,-1,61.0,60.0,30.0,34.0,5.0,121.0,3.0,3.0,1.0,1.0,2.0,2.0,4.0,,,,,,6.0,9.0,,,3.0,15.0,65.0,2.0,,2.0,4.0,,6.0,6.0,6.0,,,,,1.0,,1.0,,1.0,,,2.0,,1.0,4.0,,5.0,1.0,6.0,,1.0,,1.0,,,1.0,1.0,2.0,2.0,2.0,4.0,1.0,4.0,,2.0,6.0,30.0,1.0,0.5,0.5,,,,0.6666666666666666,0.5,0.6666666666666666,0.5,0.6818181818181818,0.6,,,,19.402985074626866,0.5,,0.19047619047619047,,0.125,0.1724137931034483,0.038461538461538464,,0.2857142857142857,0.4,,,0.3333333333333333,1.0,1.0,0.2222222222222222,0.5,0.5,0.4444444444444444,0.5,0.5,0.5,,,,,,0.5,,,0.3333333333333333,,0.4303111111111111,0.5143,0.35955,0.18181818181818182,0.18181818181818182,0.4,10.466666666666669,,0.4918032786885246,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.16666666666666666,0.25,0.16666666666666666,0.6666666666666666,1.0,1.0,0.13333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1899,1610612763,James Posey,James Posey,1899,MEM,7710.0,128.0,-26,232.0,231.0,33.0,54.0,19.0,463.0,13.0,19.0,2.0,1.0,8.0,,4.0,3.0,,1.0,3.0,,14.0,31.0,1.0,6.0,19.0,50.0,246.0,3.0,,1.0,3.0,1.0,4.0,12.0,16.0,3.0,3.0,1.0,6.0,1.0,3.0,4.0,3.0,,,1.0,11.0,6.0,1.0,11.0,2.0,14.0,8.0,22.0,1.0,9.0,3.0,3.0,,3.0,3.0,,6.0,,4.0,13.0,2.0,21.0,,8.0,4.0,33.0,1.0,0.42857142857142855,0.46153846153846156,1.0,0.16666666666666666,0.16666666666666666,0.45161290322580644,0.3333333333333333,0.4189189189189189,0.25,0.5319148936170213,0.4,0.16216216216216217,0.1935483870967742,0.10526315789473684,20.622568093385215,0.5,0.2222222222222222,0.16176470588235295,0.06976744186046512,0.05555555555555555,0.13953488372093023,0.07207207207207207,0.03571428571428571,0.19047619047619047,0.125,,0.0625,0.5135135135135135,0.6842105263157895,0.7647058823529411,0.21621621621621623,0.125,0.25,0.10810810810810811,,,,0.08108108108108109,0.08108108108108109,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,,,0.6756756756756757,0.3333333333333333,0.5328432432432433,0.45299999999999996,0.580375,0.1956521739130435,0.20512820512820512,0.08,4.938709677419355,23.616666666666664,0.14224137931034483,2.0,3.0,10.0,2.0,2.0,6.0,2.0,1.0,2.0,,1.0,1.0,1.0,0.08,0.058823529411764705,0.07692307692307693,0.46153846153846156,1.0,,0.2,1.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,0.1,0.07142857142857142,0.125,0.17391304347826086,1.0,0.5,0.5,0.25,0.14285714285714285,,,,,,,,,,,True,,,,,,,,,,,,,,,,
2031,1610612763,Stromile Swift,Stromile Swift,2031,MEM,866.0,14.0,-5,29.0,28.0,11.0,19.0,2.0,57.0,1.0,2.0,1.0,,,,,,,,,,1.0,2.0,,,,2.0,39.0,1.0,,1.0,2.0,,2.0,,2.0,,,,,1.0,,1.0,,1.0,,,2.0,1.0,,1.0,,1.0,1.0,2.0,1.0,,,,,,,,,,1.0,3.0,,,,,2.0,11.0,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,,,,6.451612903225807,,,0.14285714285714285,0.125,,0.1,0.1111111111111111,0.3333333333333333,,0.5,,1.0,1.0,0.5,0.5,,,,,,,,,,,,,1.0,,,1.0,,0.61105,0.6507,0.61105,,,1.0,,,0.3793103448275862,1.0,1.0,2.0,,,,1.0,,1.0,,1.0,1.0,1.0,,,,,1.0,,1.0,1.0,2.0,,,2.0,,,,1.0,1.0,,,,,,1.0,1.0,0.5,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
2200,1610612763,Pau Gasol,Pau Gasol,2200,MEM,5991.0,100.0,-30,182.0,184.0,31.0,51.0,16.0,366.0,12.0,18.0,1.0,6.0,15.0,2.0,3.0,,,,,,20.0,36.0,,,12.0,52.0,205.0,1.0,,4.0,6.0,,14.0,16.0,24.0,,,,4.0,3.0,5.0,8.0,5.0,3.0,,,21.0,3.0,1.0,9.0,2.0,12.0,4.0,16.0,,3.0,2.0,3.0,,2.0,,1.0,3.0,,2.0,8.0,,14.0,,3.0,14.0,31.0,,0.4,0.42105263157894735,,,,0.5555555555555556,0.6666666666666666,0.5555555555555556,0.6666666666666666,0.6046511627906976,0.7777777777777778,,0.1111111111111111,0.1111111111111111,22.885572139303484,1.0,0.2222222222222222,0.16363636363636364,0.04285714285714286,0.08333333333333333,0.14925373134328357,0.044444444444444446,0.043478260869565216,0.10526315789473684,0.11764705882352941,0.25,,0.5,0.6666666666666666,0.75,0.4166666666666667,0.4,0.46153846153846156,0.08333333333333333,0.6666666666666666,0.6666666666666666,0.5,,,,,,1.0,,,0.5,,0.45379444444444444,0.5679,0.5194166666666667,0.07692307692307693,0.07692307692307693,0.2692307692307692,4.202777777777778,,0.17032967032967034,1.0,1.0,3.0,6.0,1.0,1.0,5.0,,5.0,,1.0,1.0,0.75,0.05,0.0625,,0.4166666666666667,1.0,,0.057692307692307696,4.0,5.0,,1.0,2.0,,,4.0,5.0,3.0,0.13333333333333333,0.08333333333333333,,,0.2631578947368421,0.6,0.8333333333333334,0.8,,,0.3333333333333333,,,,,,,,,,True,,,,,,,,,,,,,,,,
2203,1610612763,Shane Battier,Shane Battier,2203,MEM,495.0,8.0,-5,17.0,19.0,16.0,11.0,1.0,36.0,,,,,1.0,,,1.0,,,,,,1.0,,1.0,2.0,2.0,17.0,1.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,,1.0,,2.0,,2.0,1.0,3.0,,,,,,,,,,,1.0,2.0,,2.0,,1.0,2.0,16.0,1.0,,,,,,,,,,0.3333333333333333,0.3333333333333333,0.5,,,15.789473684210526,,,0.2857142857142857,0.125,,0.2222222222222222,0.1,0.3333333333333333,1.0,,,,,,,0.5,,,,,,,0.5,,,,,,,,0.5,,0.5467500000000001,0.6159,0.5467500000000001,0.3333333333333333,0.5,1.0,6.6,23.6,0.9411764705882353,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
448,1610612763,Bo Outlaw,Bo Outlaw,448,MEM,2074.0,35.0,-1,60.0,57.0,3.0,12.0,4.0,117.0,,2.0,,,2.0,,,,,,,,,4.0,,,,,53.0,,,,,,,,,,,,3.0,5.0,1.0,6.0,1.0,3.0,1.0,1.0,13.0,1.0,,1.0,1.0,2.0,1.0,3.0,,1.0,1.0,2.0,,1.0,1.0,1.0,3.0,,2.0,7.0,1.0,,,,,3.0,,,,,,,,,,,,,,0.75,1.0,10.44776119402985,0.6666666666666666,1.0,0.058823529411764705,0.05263157894736842,,0.041666666666666664,0.03571428571428571,,,0.1111111111111111,,,0.5,,,0.5,,,,,,,,,,,,,,,0.5,,0.459575,,,,,,3.925,,0.05,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,0.5,,0.2,,,,,,,,,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,
953,1610612763,Lorenzen Wright,Lorenzen Wright,953,MEM,5948.0,99.0,-13,174.0,172.0,3.0,15.0,15.0,346.0,3.0,5.0,3.0,4.0,10.0,3.0,8.0,,,,,,10.0,23.0,,,2.0,22.0,178.0,5.0,,,1.0,,,14.0,6.0,,,,1.0,2.0,,2.0,,1.0,,1.0,4.0,3.0,2.0,8.0,2.0,12.0,5.0,17.0,,4.0,1.0,2.0,,1.0,3.0,1.0,5.0,1.0,5.0,15.0,2.0,6.0,,2.0,,3.0,2.0,0.7,0.875,,,,0.43478260869565216,,0.43478260869565216,,0.4230769230769231,,,0.043478260869565216,,15.97938144329897,0.4,0.3333333333333333,0.16326530612244897,0.04477611940298507,0.16666666666666666,0.16393442622950818,0.05952380952380952,0.1,0.07142857142857142,0.16666666666666666,,,0.21739130434782608,0.6,0.6,0.43478260869565216,0.4,0.4444444444444444,0.34782608695652173,0.375,0.375,1.0,,,,,,0.6,,,0.21739130434782608,,0.43983478260869563,0.5462,0.2935,0.08,0.08,,10.104347826086956,,0.017241379310344827,2.0,2.0,4.0,,2.0,3.0,2.0,1.0,2.0,,0.4,0.4,0.4,0.11764705882352941,0.16666666666666666,0.2857142857142857,0.3333333333333333,0.6666666666666666,,0.18181818181818182,,,,,4.0,,,1.0,1.0,2.0,0.1,,0.045454545454545456,,0.23529411764705882,1.0,,,,,0.75,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,
2415,1610612763,Ryan Humphrey,Ryan Humphrey,2415,MEM,46.0,1.0,2,2.0,2.0,2.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
2034,1610612763,Mike Miller,Mike Miller,2034,MEM,5834.0,97.0,-25,171.0,171.0,3.0,20.0,14.0,342.0,4.0,7.0,,,2.0,3.0,12.0,3.0,2.0,5.0,10.0,1.0,7.0,21.0,5.0,13.0,1.0,30.0,181.0,,3.0,,,1.0,,8.0,6.0,15.0,10.0,5.0,1.0,2.0,1.0,3.0,1.0,,,2.0,7.0,,2.0,10.0,,12.0,,12.0,,5.0,4.0,2.0,,2.0,3.0,,5.0,,3.0,4.0,1.0,3.0,,2.0,,3.0,,0.5714285714285714,0.5714285714285714,1.0,0.38461538461538464,0.38461538461538464,0.3333333333333333,,0.4264705882352941,,0.42857142857142855,,0.38235294117647056,0.047619047619047616,0.14285714285714285,21.05263157894737,0.4,,0.2127659574468085,,0.2,0.21052631578947367,,,0.14285714285714285,0.2631578947368421,,,0.20588235294117646,0.5714285714285714,0.6666666666666666,0.058823529411764705,,,0.35294117647058826,0.25,0.25,1.0,0.08823529411764706,0.29411764705882354,0.5,0.5,1.0,,0.6666666666666666,1.0,0.5882352941176471,0.5,0.49009852941176474,0.5814,0.22095,0.05714285714285714,0.09090909090909091,,12.380952380952381,24.6,0.017543859649122806,,,3.0,,,1.0,,,,,,0.5,0.5,,,0.2857142857142857,0.25,,,0.1,,,,,,2.0,,,,,,,,,0.21428571428571427,,,,,,,,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,True,,,,,,,,,,,,,,,,
