EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,Fouls,NonShootingPenaltyNonTakeFouls,LongMidRangeFGA,LongMidRangeFrequency,Avg2ptShotDistance,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,on,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3A,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,Fg3aBlocked,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,ShootingFouls,Loose Ball Fouls,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,LiveBallTurnoverPct,OffFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,PenaltyCorner3FGM,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsUnassisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,FTDefRebounds,LostBallSteals,2pt And 1 Free Throw Trips,Technical Free Throw Trips,SecondChanceFg3Pct,PenaltyFg3Pct,AtRimPctBlocked,DefFTReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,PenaltyTurnovers,Offensive Fouls,Blocked3s,BlockedArc3,BlockedCorner3,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Corner3Assists,DefensiveGoaltends,3SecondViolations,PenaltyArc3FGM,PenaltyArc3Accuracy,LostBallOutOfBoundsTurnovers,LongMidRangePctBlocked,HeaveAttempts
1712,1610612742,Antawn Jamison,Antawn Jamison,1712,DAL,92.0,2.0,-1.0,3.0,4,3.0,4,7,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,66.66666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5934,0.5934,1.0,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,15.0,,-3.0,,1,,1,1,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2605,1610612742,Marquis Daniels,Marquis Daniels,2605,DAL,15.0,,-3.0,,1,,1,1,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,1610612742,Shawn Bradley,Shawn Bradley,762,DAL,92.0,2.0,-1.0,3.0,4,3.0,4,7,,,,,,,,,5.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,1610612742,Steve Nash,Steve Nash,959,DAL,44.0,1.0,-5.0,1.0,2,1.0,2,3,,,,,,1.0,,,5.0,,1.0,,,,,,,1.0,,,,,,,,,100.0,,,,,,,,0.3512,0.3512,,1.0,,,1.0,1.0,23.5,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2059,1610612742,Eduardo Najera,Eduardo Najera,2059,DAL,48.0,1.0,4.0,2.0,2,2.0,2,4,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,1.0,2.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2572,1610612742,Josh Howard,Josh Howard,2572,DAL,77.0,1.0,2.0,3.0,3,3.0,3,6,,,,,,,,,2.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,1610612742,Antoine Walker,Antoine Walker,952,DAL,48.0,1.0,4.0,2.0,2,2.0,2,4,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,1610612742,Michael Finley,Michael Finley,714,DAL,29.0,,-2.0,1.0,1,1.0,1,2,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,1610612742,Antawn Jamison,Antawn Jamison,1712,DAL,6543.0,109.0,-6.0,229.0,225,74.0,90,454,9.0,18.0,4.0,9.0,23.0,48.0,9.0,61.0,236.0,12.0,22.0,4.0,28.0,32.0,13.0,3.0,28.0,74.0,0.6956521739130435,0.8888888888888888,0.4791666666666667,0.5454545454545454,0.4642857142857143,0.48,0.49193548387096775,0.5,23.92857142857143,0.32142857142857145,0.5,0.5,0.5555555555555556,0.36,0.4444444444444444,0.4642857142857143,0.46798214285714274,0.46135999999999994,0.45901639344262296,0.3231441048034934,15.0,2.0,11.0,0.19642857142857142,7.343750000000001,2.0,2.0,2.0,4.0,5.0,10.0,25.0,0.06578947368421052,0.1,0.038461538461538464,False,41.0,6.0,9.0,9.0,19.0,5.0,2.0,5.0,3.0,3.0,2.0,8.0,8.0,12.0,4.0,20.0,3.0,14.0,6.0,10.0,3.0,1.0,1.0,2.0,11.0,2.0,5.0,15.0,4.0,5.0,5.0,4.0,2.0,1.0,2.0,1.0,5.0,1.0,7.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0.25,0.25,0.6666666666666666,0.6666666666666666,0.7142857142857143,0.14285714285714285,0.125,0.020833333333333332,0.05263157894736842,0.2,0.8,0.18181818181818182,0.10891089108910891,0.20833333333333334,0.1111111111111111,0.1092436974789916,0.09090909090909091,0.14705882352941177,0.08823529411764706,0.06666666666666667,0.3333333333333333,0.07407407407407407,0.08695652173913043,0.2857142857142857,0.1,0.15384615384615385,1.0,0.3392857142857143,0.47368421052631576,0.5,0.6666666666666666,0.45454545454545453,0.45454545454545453,1.0,0.08928571428571429,0.4,0.5,1.0,0.05357142857142857,0.75,0.6666666666666666,0.3333333333333333,0.12,0.5074272727272727,0.05084745762711865,0.04,0.1111111111111111,0.32786885245901637,23.5125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
