EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,FTA,Technical Free Throw Trips,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGA,PenaltyCorner3FGA,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3A,PenaltyFtPoints,PtsAssisted2s,Fg2aBlocked,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,ShootingFouls,Offensive Fouls,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,DefensiveGoaltends,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceTsPct,FG2APctBlocked,LongMidRangePctBlocked,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangePctAssisted,LongMidRangePctAssisted,Corner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,PtsPutbacks,SelfOReb,LostBallSteals,LostBallOutOfBoundsTurnovers,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,AtRimPctBlocked,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,Arc3Assists,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,FTOffRebounds,Loose Ball Fouls,SecondChanceFg3Pct,OffFTReboundPct,OffLongMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,PenaltyArc3FGA,HeaveAttempts,2pt And 1 Free Throw Trips,OffCorner3ReboundPct,PenaltyArc3Frequency,on,SecondChanceAtRimPctAssisted,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted
1715,1610612763,Jason Williams,Jason Williams,1715,MEM,2776.0,46.0,-17,85.0,84.0,27.0,44.0,6.0,169.0,1.0,2.0,1.0,2.0,2.0,7.0,2.0,4.0,2.0,7.0,2.0,12.0,109,1.0,2.0,2.0,4.0,3.0,3.0,7.0,2.0,5.0,1.0,6.0,1.0,3.0,2.0,13.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,27.0,1.0,0.5,0.2857142857142857,0.2857142857142857,0.5,0.5,0.45454545454545453,0.5,0.45454545454545453,0.5,0.6363636363636364,15.384615384615383,1.0,0.16666666666666666,0.07142857142857142,0.05,0.11764705882352941,0.18181818181818182,0.5,0.5,0.18181818181818182,0.5,0.5,0.6363636363636364,0.2857142857142857,0.2857142857142857,0.5,0.6363636363636364,0.2857142857142857,0.4927045454545454,0.31455,0.16666666666666666,14.375,25.02857142857143,0.3176470588235294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1719,1610612763,Bonzi Wells,Bonzi Wells,1719,MEM,4407.0,73.0,-32,139.0,140.0,55.0,85.0,14.0,279.0,4.0,6.0,5.0,16.0,,,16.0,31.0,,1.0,6.0,38.0,172,8.0,15.0,20.0,20.0,,,,,2.0,1.0,3.0,1.0,1.0,,7.0,5.0,,7.0,9.0,3.0,3.0,3.0,3.0,,7.0,3.0,5.0,10.0,,20.0,55.0,,,,,0.5161290322580645,0.5333333333333333,0.5,0.5,0.5135135135135135,0.5263157894736842,0.03125,28.57142857142857,0.42857142857142855,,0.1111111111111111,0.11290322580645161,0.13636363636363635,0.1875,0.6666666666666666,0.6666666666666666,0.5,0.3125,0.3333333333333333,,,,,0.3125,,0.4761609375,0.44262187500000005,0.5263157894736842,10.787096774193548,23.2,0.39568345323741005,7.0,9.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,12.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,3.0,1.0,3.0,2.0,1.0,0.375,0.375,0.25,0.03225806451612903,0.0625,0.02,0.11764705882352941,0.1111111111111111,0.03389830508474576,0.05555555555555555,0.2,0.10526315789473684,0.09090909090909091,0.16666666666666666,0.28125,0.7777777777777778,0.7777777777777778,0.2857142857142857,0.25,0.6,0.03125,0.125,1.0,0.0625,0.08571428571428572,0.08823529411764706,0.02631578947368421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1899,1610612763,James Posey,James Posey,1899,MEM,866.0,14.0,-5,29.0,28.0,11.0,19.0,2.0,57.0,,,,2.0,,,3.0,5.0,,,,6.0,39,,,,,,,,,,,,,,,,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,2.0,,2.0,,,,11.0,,,,,0.6,,0.6,,0.6,,,22.580645161290324,0.5,1.0,,,,,,,0.4,,,,,,,0.6,,0.5226,,,7.82,,0.3793103448275862,3.0,3.0,,,,,,,,,,6.0,,,,,,,,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,0.6,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
2031,1610612763,Stromile Swift,Stromile Swift,2031,MEM,4436.0,74.0,-34,139.0,140.0,55.0,85.0,14.0,279.0,3.0,8.0,2.0,8.0,,,9.0,26.0,,,6.0,24.0,174,5.0,8.0,15.0,10.0,,,,,3.0,,3.0,,2.0,,6.0,11.0,2.0,13.0,19.0,3.0,2.0,1.0,1.0,,3.0,1.0,6.0,8.0,,15.0,55.0,,,,,0.34615384615384615,0.625,0.34615384615384615,0.625,0.4,0.6818181818181818,,21.428571428571427,0.3333333333333333,0.2,0.24444444444444444,0.1746031746031746,0.13636363636363635,0.3076923076923077,0.375,0.375,0.3076923076923077,0.25,0.2857142857142857,,,,,0.38461538461538464,,0.4835153846153846,0.4919375,0.625,7.065384615384615,,0.39568345323741005,4.0,10.0,1.0,3.0,,,8.0,,8.0,,5.0,8.0,3.0,1.0,1.0,5.0,,6.0,1.0,2.0,3.0,,2.0,2.0,1.0,0.4444444444444444,0.6666666666666666,0.5,0.11538461538461539,0.125,0.1,,0.1111111111111111,0.1016949152542373,0.16666666666666666,0.2,0.3684210526315789,,,0.38461538461538464,0.4,0.5,0.25,0.3333333333333333,1.0,,0.375,0.3333333333333333,,0.07142857142857142,0.07142857142857142,0.3333333333333333,2.0,4.0,4.0,6.0,3.0,1.0,1.0,6.0,4.0,1.0,1.0,6.0,2.0,0.5,0.5,0.2,0.18181818181818182,0.25,0.21428571428571427,0.3333333333333333,0.5,0.5,0.5092428571428572,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
2200,1610612763,Pau Gasol,Pau Gasol,2200,MEM,2758.0,46.0,-16,86.0,84.0,26.0,44.0,6.0,170.0,6.0,7.0,,1.0,,,12.0,18.0,,,12.0,36.0,108,2.0,2.0,16.0,14.0,,,,,2.0,2.0,4.0,1.0,1.0,,10.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,,2.0,,3.0,12.0,,16.0,26.0,,,,,0.6666666666666666,1.0,0.6666666666666666,1.0,0.75,1.0,,28.26086956521739,0.5,0.16666666666666666,0.07692307692307693,0.07894736842105263,0.06666666666666667,0.3888888888888889,0.8571428571428571,0.8571428571428571,0.05555555555555555,,,,,,,0.5555555555555556,,0.46541666666666665,0.41615,0.4444444444444444,3.744444444444444,,0.3023255813953488,6.0,10.0,1.0,1.0,,,,,,,12.0,10.0,1.0,1.0,,,1.0,,,1.0,2.0,,2.0,4.0,,0.4166666666666667,0.4166666666666667,,0.05555555555555555,,,0.08333333333333333,,,,,0.1111111111111111,0.14285714285714285,,0.5555555555555556,0.6,0.6666666666666666,0.5,0.3333333333333333,,,0.5,1.0,,0.1,0.1,,,,,,,,,2.0,2.0,,,2.0,,,,0.1,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
2203,1610612763,Shane Battier,Shane Battier,2203,MEM,3570.0,60.0,-29,110.0,112.0,44.0,66.0,12.0,222.0,1.0,1.0,,,,,2.0,5.0,3.0,6.0,2.0,15.0,135,1.0,1.0,2.0,2.0,9.0,,,,1.0,,1.0,,,1.0,2.0,4.0,,4.0,8.0,,,1.0,1.0,,4.0,1.0,15.0,4.0,,2.0,44.0,4.0,1.0,0.5,0.5,0.4,1.0,0.5909090909090909,0.3333333333333333,0.5769230769230769,0.25,0.5454545454545454,13.821138211382115,0.25,,0.10526315789473684,0.07547169811320754,0.11764705882352941,0.09090909090909091,1.0,1.0,,,,,,,,0.9090909090909091,,0.5419545454545455,0.5156833333333334,0.13333333333333333,2.84,22.86666666666667,0.4,1.0,4.0,,,6.0,2.0,3.0,,5.0,2.0,,2.0,1.0,,,3.0,,4.0,,3.0,8.0,3.0,2.0,,,0.5,1.0,0.625,0.2,,0.07142857142857142,,,0.06,0.06666666666666667,,0.058823529411764705,,,0.36363636363636365,0.25,0.3333333333333333,,1.0,,0.5454545454545454,,,0.6666666666666666,0.15384615384615385,0.2857142857142857,0.3333333333333333,1.0,3.0,1.0,2.0,,,,1.0,1.0,,,1.0,1.0,0.3333333333333333,0.625,0.25,0.09090909090909091,0.25,,1.0,0.75,0.3333333333333333,0.5156666666666666,,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.2,0.0625,0.5,0.5,1.0,0.25,1.0,1.0,,,,,,,,True,,,,,,,,,
448,1610612763,Bo Outlaw,Bo Outlaw,448,MEM,1678.0,28.0,-18,53.0,56.0,29.0,41.0,8.0,109.0,,2.0,,,,,,3.0,,,2.0,2.0,66,,2.0,2.0,,,,,,1.0,,1.0,,1.0,,2.0,,1.0,1.0,1.0,1.0,1.0,,,,,,2.0,4.0,,2.0,29.0,1.0,,,,,,,,0.2,0.25,,8.064516129032258,,0.25,,,,0.6666666666666666,,,,,,,,,,0.3333333333333333,,0.4703333333333333,0.475,1.0,3.1333333333333333,,0.5471698113207547,,1.0,,1.0,,,1.0,,,,2.0,,2.0,,,,,,,,,,1.0,1.0,,,,,0.6666666666666666,,,,,,,,,,,0.3333333333333333,,,,,,,0.5,,,0.25,0.25,,,,,,,,,1.0,1.0,,,1.0,1.0,,,1.0,,,,1.0,,,0.461,,,,,,,,,,,,,,,,,,1.0,0.5,,,,,,True,,,,,,,,,
2034,1610612763,Mike Miller,Mike Miller,2034,MEM,29.0,,-2,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
2248,1610612763,Earl Watson,Earl Watson,2248,MEM,1660.0,28.0,-17,54.0,56.0,28.0,41.0,8.0,110.0,,,2.0,2.0,,2.0,3.0,5.0,,2.0,1.0,7.0,65,2.0,2.0,5.0,4.0,,,1.0,,6.0,,6.0,,1.0,2.0,12.0,1.0,1.0,4.0,6.0,2.0,,1.0,,1.0,1.0,,5.0,1.0,,5.0,28.0,3.0,,,,0.6,1.0,0.42857142857142855,0.5,0.5,0.625,0.2857142857142857,12.698412698412698,1.0,0.25,0.058823529411764705,0.13043478260869565,,,,,0.2857142857142857,1.0,1.0,0.2857142857142857,,,,0.7142857142857143,,0.4385833333333333,0.4227,0.7142857142857143,7.279999999999999,43.0,0.5185185185185185,1.0,3.0,1.0,1.0,,,1.0,1.0,3.0,2.0,1.0,2.0,,3.0,1.0,1.0,2.0,2.0,,,,,1.0,,,0.3333333333333333,0.5,1.5,,,0.045454545454545456,0.3333333333333333,1.0,0.08695652173913043,,,0.1,0.5,,0.42857142857142855,0.3333333333333333,0.3333333333333333,,,0.5,,0.25,1.0,,0.14285714285714285,0.2,0.42857142857142855,1.0,1.0,1.0,2.0,,2.0,,,,,,,,1.0,1.0,,0.14285714285714285,,,,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,2.0,1.0,1.0,1.0,0.5,True,,,,,,,,,
1715,1610612763,Jason Williams,Jason Williams,1715,MEM,4992.0,83.0,-16,151.0,153.0,29.0,30.0,14.0,304.0,1.0,3.0,2.0,8.0,4.0,13.0,7.0,21.0,4.0,14.0,5.0,31.0,163,1.0,2.0,2.0,12.0,12.0,,13.0,4.0,11.0,1.0,12.0,,4.0,3.0,25.0,2.0,1.0,5.0,6.0,1.0,1.0,1.0,1.0,,4.0,,8.0,5.0,1.0,2.0,29.0,1.0,1.0,0.2857142857142857,0.2857142857142857,0.3333333333333333,0.5,0.37142857142857144,0.3333333333333333,0.40540540540540543,0.3333333333333333,0.4,24.2603550295858,0.25,0.16666666666666666,0.043478260869565216,0.07272727272727272,,0.08571428571428572,0.3333333333333333,0.3333333333333333,0.22857142857142856,0.25,0.25,0.37142857142857144,0.3076923076923077,0.3076923076923077,1.0,0.6857142857142857,0.3076923076923077,0.51864,0.4211666666666667,0.06451612903225806,9.004761904761905,25.014285714285716,0.19205298013245034,4.0,10.0,,,1.0,,1.0,,,1.0,,2.0,1.0,4.0,,1.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,,,0.14285714285714285,0.14285714285714285,,0.047619047619047616,,0.01694915254237288,0.2222222222222222,,0.013333333333333334,0.05555555555555555,,0.13333333333333333,,0.5,0.2857142857142857,0.4,0.4444444444444444,,,0.5,0.02857142857142857,,,,0.05405405405405406,0.08695652173913043,,,1.0,,,1.0,,,,,,,,,,,0.1,,,0.043478260869565216,,0.5,,0.606025,1.0,,,1.0,,1.0,,,,,,,,,0.5,,,,,1.0,,,,0.3333333333333333,False,,,,,,,,,
