EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,SecondChanceFtPoints,Fg2aBlocked,Fg3aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,LongMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PtsPutbacks,FTDefRebounds,BadPassOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefFTReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,PtsUnassisted3s,Arc3PctBlocked,LostBallOutOfBoundsTurnovers,3SecondViolations,FTOffRebounds,StepOutOfBoundsTurnovers,OffFTReboundPct,ThreePtShootingFoulsDrawn,BlockedLongMidRange,ThreePtShootingFoulsDrawnPct,Travels,on,HeaveAttempts,DefensiveGoaltends,ShortMidRangePctBlocked,Defensive 3 Seconds Violations
120,1610612740,Steven Smith,Steven Smith,120,NOH,2127.0,35,67,67,33,19,11.0,134,3.0,3.0,1.0,1.0,1.0,1.0,2.0,7.0,1.0,5.0,1.0,3.0,1.0,1.0,3.0,5.0,7.0,1.0,2.0,1.0,3.0,6.0,15.0,6.0,10.0,2.0,32.0,62,1.0,3.0,1.0,3.0,5.0,3.0,7.0,2.0,6.0,2.0,14.0,4.0,8.0,18.0,7.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,6.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,14.0,33,0.3333333333333333,0.3333333333333333,1.0,0.6,0.3333333333333333,0.3333333333333333,0.6,0.4,0.3333333333333333,0.42857142857142855,0.6,0.4166666666666667,0.46153846153846156,0.6153846153846154,0.4166666666666667,0.5,0.4,34.177215189873415,1.0,0.09523809523809523,0.06666666666666667,0.2857142857142857,0.14285714285714285,0.04878048780487805,0.1111111111111111,0.0625,0.14285714285714285,0.08333333333333333,0.3333333333333333,0.07692307692307693,0.12,1.0,1.0,0.6666666666666666,0.28,0.2857142857142857,0.2857142857142857,0.2,0.2,0.2,0.12,0.3333333333333333,0.3333333333333333,1.0,0.28,0.7142857142857143,0.7142857142857143,1.0,0.16666666666666666,1.0,1.0,0.16666666666666666,0.3333333333333333,0.5,1.0,0.07692307692307693,1.0,0.23076923076923078,0.3333333333333333,0.23076923076923078,0.3333333333333333,0.52,0.7142857142857143,0.45063000000000003,0.4122333333333333,0.4379192307692307,0.15625,0.4375,10.84,24.15,0.4925373134328358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
133,1610612740,David Wesley,David Wesley,133,NOH,12181.0,203,375,382,126,80,63.0,757,1.0,3.0,,1.0,,,,,6.0,32.0,1.0,6.0,,1.0,3.0,9.0,20.0,3.0,6.0,,2.0,7.0,35.0,10.0,26.0,11.0,55.0,368,,4.0,3.0,6.0,13.0,2.0,9.0,1.0,5.0,7.0,14.0,14.0,,30.0,20.0,9.0,12.0,14.0,4.0,30.0,,4.0,8.0,12.0,1.0,13.0,,10.0,8.0,14.0,8.0,18.0,1.0,16.0,4.0,14.0,126,1.0,1.0,1.0,0.38461538461538464,0.5,0.2,0.38461538461538464,0.2,,0.2222222222222222,0.36065573770491804,0.45,0.25,0.39705882352941174,0.5416666666666666,0.3684210526315789,0.4262295081967213,18.303571428571427,0.7142857142857143,0.056338028169014086,,0.1,0.06593406593406594,0.004739336492890996,,,0.04,0.07352941176470588,0.09090909090909091,,0.04918032786885246,0.3333333333333333,0.5,1.0,,,,0.5245901639344263,0.1875,0.1935483870967742,0.09836065573770492,0.16666666666666666,0.2,1.0,0.32786885245901637,0.45,0.45,1.0,0.1,,,,0.6,0.5,1.0,,,0.21428571428571427,0.3333333333333333,0.14285714285714285,,0.47540983606557374,0.45,0.4874803278688525,0.50235,0.45443214285714284,0.23636363636363636,0.2545454545454545,18.66,24.28076923076923,0.336,-23.0,4.0,2.0,1.0,2.0,1.0,1.0,4.0,4.0,1.0,5.0,1.0,4.0,4.0,2.0,1.0,4.0,2.0,2.0,3.0,3.0,0.038461538461538464,0.05714285714285714,0.3333333333333333,0.03125,0.16666666666666666,0.018867924528301886,0.023809523809523808,0.041666666666666664,0.14285714285714285,1.0,0.046875,0.07894736842105263,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
136,1610612740,P.J. Brown,P.J. Brown,136,NOH,15290.0,255,464,468,132,90,80.0,932,11.0,16.0,6.0,8.0,1.0,2.0,1.0,8.0,14.0,47.0,,,,,,,,,,,,26.0,71.0,,,10.0,62.0,459,7.0,11.0,,,16.0,5.0,17.0,,,4.0,14.0,36.0,16.0,,,,9.0,15.0,5.0,36.0,19.0,5.0,31.0,39.0,29.0,68.0,3.0,8.0,6.0,13.0,10.0,16.0,1.0,11.0,2.0,14.0,132,0.6923076923076923,0.9,,,,,,0.36619718309859156,0.6363636363636364,0.29411764705882354,0.36619718309859156,0.6363636363636364,0.29411764705882354,0.40789473684210525,0.6666666666666666,0.3684210526315789,,15.978456014362656,0.6153846153846154,0.17318435754189945,0.1,0.10204081632653061,0.15789473684210525,0.11153846153846154,0.047619047619047616,0.08080808080808081,0.046153846153846156,0.21686746987951808,0.1,0.06976744186046512,0.22535211267605634,0.6875,0.6875,0.36363636363636365,0.11267605633802817,0.125,0.125,0.6619718309859155,0.2978723404255319,0.30434782608695654,,,,,,,,,0.7272727272727273,0.75,,,,,,0.11764705882352941,0.5,,,,,0.22535211267605634,,0.43246901408450705,0.517109090909091,0.41076470588235287,0.25806451612903225,0.22580645161290322,11.883098591549297,,0.28448275862068967,-20.0,2.0,1.0,,6.0,6.0,,4.0,,10.0,3.0,2.0,1.0,5.0,2.0,3.0,4.0,3.0,,4.0,1.0,,0.014084507042253521,,0.02127659574468085,,0.14285714285714285,0.13559322033898305,0.3225806451612903,0.1111111111111111,1.0,0.05405405405405406,0.05405405405405406,12.0,3.0,2.0,1.0,11.0,7.0,4.0,11.0,7.0,0.23076923076923078,0.1836734693877551,0.18181818181818182,0.6363636363636364,,,,,,,,,,,,,True,,,,
1714,1610612740,Robert Traylor,Robert Traylor,1714,NOH,997.0,17,30,33,7,6,2.0,63,2.0,2.0,,,1.0,1.0,1.0,2.0,,2.0,,,,,,,,,,,,3.0,6.0,,,2.0,8.0,34,,,,,,2.0,3.0,,,,4.0,6.0,,,,,,,,,,3.0,1.0,4.0,,4.0,,,,,2.0,2.0,,3.0,,4.0,7,1.0,1.0,,,,,,0.5,,0.6666666666666666,0.5,,0.6666666666666666,0.5714285714285714,,0.6666666666666666,,21.875,,0.09090909090909091,,0.5,0.23529411764705882,,,,0.16666666666666666,,0.4,,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,0.3333333333333333,1.0,,,,,0.3333333333333333,,0.45535,,0.4204666666666667,,0.5,8.433333333333334,,0.23333333333333334,-14.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,0.2857142857142857,0.2857142857142857,,,,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,True,,,,
353,1610612740,Darrell Armstrong,Darrell Armstrong,353,NOH,5388.0,90,155,156,35,27,29.0,311,,1.0,,,,,,,1.0,3.0,1.0,1.0,,,,4.0,18.0,,2.0,1.0,3.0,1.0,4.0,5.0,19.0,,17.0,157,,1.0,,2.0,,1.0,3.0,1.0,3.0,,5.0,,2.0,12.0,18.0,4.0,10.0,13.0,6.0,29.0,2.0,,6.0,6.0,4.0,10.0,1.0,4.0,2.0,8.0,1.0,8.0,1.0,,,5.0,35,,,0.8,0.2631578947368421,,0.3333333333333333,0.2631578947368421,0.25,,0.3333333333333333,0.3695652173913043,,0.4166666666666667,0.3695652173913043,,0.4166666666666667,0.8260869565217391,16.315789473684212,0.5,0.09375,0.03278688524590164,,0.07894736842105263,0.04395604395604396,,0.06666666666666667,0.034482758620689655,0.16,,0.07142857142857142,0.043478260869565216,,,,,,,0.13043478260869565,0.3333333333333333,0.3333333333333333,0.043478260869565216,1.0,1.0,,0.782608695652174,0.2222222222222222,0.25,1.0,,,,,0.6666666666666666,,,,,,,0.5,0.3333333333333333,0.8695652173913043,0.2222222222222222,0.5177760869565218,0.4671,0.4691166666666667,,0.29411764705882354,13.7,24.573684210526316,0.22580645161290322,-13.0,,1.0,2.0,3.0,3.0,,4.0,,2.0,3.0,2.0,1.0,4.0,2.0,,,1.0,,,2.0,0.10526315789473684,0.25,1.0,,,0.06666666666666667,0.06896551724137931,0.1,,,,,,,2.0,,,,,,,,,,,,3.0,0.1111111111111111,,,,,,,,,,True,,,,
1742,1610612740,Shammond Williams,Shammond Williams,1742,NOH,614.0,10,22,22,17,12,3.0,44,2.0,2.0,,,2.0,2.0,,,,,,,,,,,1.0,,,,1.0,2.0,2.0,,1.0,2.0,6.0,21,,,,,,2.0,2.0,,1.0,2.0,6.0,,4.0,,1.0,,2.0,4.0,1.0,10.0,,,,,,,,2.0,,2.0,1.0,3.0,,2.0,1.0,6.0,17,,,,,,,,1.0,,1.0,0.6666666666666666,,0.6666666666666666,0.75,,0.75,0.3333333333333333,24.0,1.0,,,,,,,,,,,,0.6666666666666666,1.0,1.0,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,0.6666666666666666,1.0,,,0.3333333333333333,,1.0,,0.5525166666666667,,0.5525166666666667,,1.0,,24.4,0.7727272727272727,7.0,,,,2.0,1.0,1.0,1.0,,,1.0,,1.0,,2.0,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
2048,1610612740,Jamaal Magloire,Jamaal Magloire,2048,NOH,10921.0,182,332,332,76,50,62.0,664,17.0,28.0,7.0,9.0,3.0,7.0,4.0,17.0,3.0,8.0,,,,,,,1.0,,,,1.0,24.0,53.0,,1.0,11.0,59.0,324,8.0,13.0,,,23.0,4.0,13.0,,1.0,5.0,13.0,32.0,16.0,,1.0,,3.0,4.0,2.0,9.0,10.0,8.0,20.0,32.0,13.0,45.0,3.0,3.0,1.0,8.0,9.0,15.0,1.0,16.0,4.0,13.0,76,0.6666666666666666,0.8,,,,,,0.4528301886792453,0.6153846153846154,0.3076923076923077,0.4444444444444444,0.6153846153846154,0.2857142857142857,0.48360655737704916,0.6764705882352942,0.3611111111111111,0.018518518518518517,16.873449131513645,0.375,0.15267175572519084,0.06993006993006994,0.27586206896551724,0.175,0.06701030927835051,0.06451612903225806,0.02631578947368421,0.14893617021276595,0.16393442622950818,0.2916666666666667,0.11538461538461539,0.5185185185185185,0.6071428571428571,0.68,0.5882352941176471,0.3148148148148148,0.23529411764705882,0.23529411764705882,0.14814814814814814,0.375,0.375,,,,,0.018518518518518517,,,,0.6923076923076923,0.7777777777777778,0.42857142857142855,,,,,0.5,0.42857142857142855,,,0.07142857142857142,,0.5370370370370371,,0.4801444444444445,0.5214727272727273,0.49563571428571424,0.3898305084745763,0.22033898305084745,5.011320754716981,24.9,0.2289156626506024,-16.0,7.0,3.0,,1.0,,1.0,1.0,,3.0,2.0,1.0,1.0,5.0,2.0,1.0,,1.0,,5.0,1.0,,0.05660377358490566,0.10714285714285714,,,0.058823529411764705,0.04878048780487805,0.13043478260869565,0.2,1.0,0.08771929824561403,0.08928571428571429,8.0,4.0,,2.0,7.0,5.0,2.0,7.0,3.0,0.5,0.16666666666666666,0.1,0.42857142857142855,0.75,,,1.0,2.0,,,,,,,,True,,,,
248,1610612740,George Lynch,George Lynch,248,NOH,7294.0,122,228,232,53,42,36.0,460,7.0,15.0,1.0,3.0,3.0,6.0,2.0,6.0,8.0,15.0,1.0,3.0,,,,2.0,7.0,,,,,17.0,36.0,3.0,10.0,5.0,48.0,215,1.0,6.0,,,5.0,4.0,11.0,,,3.0,11.0,26.0,8.0,9.0,7.0,2.0,6.0,8.0,1.0,18.0,7.0,2.0,16.0,21.0,11.0,32.0,,4.0,4.0,6.0,9.0,12.0,,8.0,1.0,11.0,53,0.7647058823529411,0.8125,1.0,0.3,,,0.3,0.4722222222222222,0.16666666666666666,0.36363636363636365,0.4673913043478261,0.16666666666666666,0.36363636363636365,0.48,0.3125,0.4230769230769231,0.21739130434782608,20.8955223880597,0.6666666666666666,0.17582417582417584,0.07777777777777778,0.10526315789473684,0.16363636363636364,0.08620689655172414,0.125,0.06,0.21739130434782608,0.18867924528301888,,,0.32608695652173914,0.4666666666666667,0.5384615384615384,0.7142857142857143,0.13043478260869565,0.3333333333333333,0.3333333333333333,0.32608695652173914,0.5333333333333333,0.5333333333333333,0.06521739130434782,0.3333333333333333,0.3333333333333333,1.0,0.15217391304347827,0.2857142857142857,0.2857142857142857,1.0,0.5,0.3333333333333333,,,,,,0.5454545454545454,0.5,,,,,0.5434782608695652,0.2857142857142857,0.4940771739130435,0.47612000000000004,0.48469090909090906,0.10416666666666667,0.22916666666666666,9.5,24.160000000000004,0.2324561403508772,5.0,3.0,2.0,,2.0,2.0,,5.0,,3.0,2.0,2.0,,2.0,,1.0,1.0,,,3.0,,,0.05555555555555555,0.13333333333333333,,,0.11538461538461539,0.15,0.06666666666666667,0.2857142857142857,1.0,0.061224489795918366,0.07692307692307693,2.0,3.0,1.0,,2.0,2.0,,2.0,,0.42857142857142855,0.08333333333333333,,,,,,,,1.0,1.0,0.16666666666666666,,,,,True,,,,
1884,1610612740,Baron Davis,Baron Davis,1884,NOH,12693.0,212,385,385,86,63,68.0,770,13.0,27.0,2.0,3.0,5.0,7.0,1.0,5.0,9.0,21.0,1.0,3.0,,,1.0,9.0,36.0,2.0,5.0,2.0,5.0,23.0,53.0,10.0,39.0,20.0,96.0,379,4.0,6.0,2.0,5.0,15.0,5.0,12.0,2.0,6.0,7.0,23.0,16.0,30.0,18.0,36.0,9.0,30.0,41.0,19.0,93.0,4.0,4.0,16.0,20.0,6.0,26.0,2.0,7.0,3.0,14.0,2.0,16.0,,27.0,4.0,23.0,86,0.34782608695652173,0.38095238095238093,0.6,0.2564102564102564,0.4,0.3333333333333333,0.2564102564102564,0.4339622641509434,0.6666666666666666,0.4166666666666667,0.41304347826086957,0.6363636363636364,0.4444444444444444,0.46601941747572817,0.6818181818181818,0.5227272727272727,0.42391304347826086,25.107296137339056,0.5,0.10666666666666667,0.025,0.09302325581395349,0.10362694300518134,0.02702702702702703,0.02702702702702703,0.012658227848101266,0.09090909090909091,0.10294117647058823,0.11428571428571428,0.03636363636363636,0.29347826086956524,0.48148148148148145,0.52,0.38461538461538464,0.05434782608695652,0.2,0.2,0.22826086956521738,0.42857142857142855,0.45,0.03260869565217391,0.3333333333333333,0.3333333333333333,1.0,0.391304347826087,0.25,0.25,0.5555555555555556,0.2727272727272727,0.6666666666666666,,,0.45454545454545453,0.4,1.0,0.3888888888888889,0.7142857142857143,0.05555555555555555,,0.2777777777777778,0.4,0.717391304347826,0.25,0.5211228260869565,0.44165,0.5740722222222223,0.15625,0.23958333333333334,7.698113207547171,24.47948717948718,0.22337662337662337,-13.0,1.0,3.0,,11.0,10.0,1.0,10.0,1.0,2.0,10.0,4.0,6.0,7.0,4.0,3.0,2.0,1.0,,10.0,5.0,,0.05660377358490566,0.07407407407407407,0.047619047619047616,,0.03225806451612903,0.038461538461538464,0.14814814814814814,,0.3333333333333333,0.1111111111111111,0.1694915254237288,4.0,,5.0,4.0,5.0,4.0,,5.0,1.0,,0.045454545454545456,,0.2,,12.0,,,,,,,1.0,1.0,0.025,,True,,,,
2561,1610612740,David West,David West,2561,NOH,2506.0,42,72,69,24,14,14.0,141,5.0,7.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,7.0,12.0,,,7.0,21.0,74,2.0,5.0,,,4.0,1.0,2.0,,,3.0,5.0,8.0,6.0,,,,,1.0,,3.0,5.0,1.0,5.0,7.0,6.0,13.0,,,,2.0,3.0,5.0,,9.0,1.0,5.0,24,0.5714285714285714,0.6666666666666666,,,,,,0.5833333333333334,0.4,0.5,0.5833333333333334,0.4,0.5,0.65625,0.4,0.8333333333333334,,20.0,,0.2,0.15625,0.1111111111111111,0.17647058823529413,0.13636363636363635,0.2,0.09090909090909091,0.2727272727272727,0.1,0.125,,0.5833333333333334,0.7142857142857143,0.8333333333333334,0.6,0.3333333333333333,0.25,0.25,0.08333333333333333,1.0,1.0,,,,,,,,,0.4,0.5,,,,,,1.0,0.5,,,,,0.5833333333333334,,0.48616666666666664,0.500625,0.5656000000000001,0.19047619047619047,0.23809523809523808,3.3083333333333336,,0.3333333333333333,2.0,,1.0,,1.0,1.0,,,,1.0,1.0,1.0,,2.0,,,,,,4.0,,,0.08333333333333333,0.14285714285714285,,,0.08333333333333333,0.08333333333333333,0.25,,1.0,0.26666666666666666,0.26666666666666666,2.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,0.18181818181818182,,,,,,1.0,,,,,,,,1.0,True,,,,
