EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PtsAssisted2s,DefTwoPtRebounds,DefRebounds,Rebounds,Assisted2sPct,NonPutbacksAssisted2sPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,LongMidRangePctAssisted,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,FG3A,SecondChanceFG2A,PenaltyFG3A,OffTwoPtRebounds,OffRebounds,FG3APct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,PenaltyCorner3Frequency,AtRimFG3AFrequency,SecondChanceShotQualityAvg,Avg3ptShotDistance,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChancePointsPct,FtPoints,PenaltyFtPoints,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,FTA,TwoPtShootingFoulsDrawn,LiveBallTurnoverPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,on,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,SecondChanceFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,DefThreePtRebounds,FTDefRebounds,SelfOReb,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,LostBallTurnovers,ShootingFouls,Fouls,Offensive Fouls,Technical Free Throw Trips,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,DefThreePtReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,SelfORebPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyArc3Frequency,NonHeaveArc3Accuracy,SecondChanceFtPoints,OffThreePtRebounds,LostBallSteals,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,DefensiveGoaltends,LongMidRangePctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,AtRimPctAssisted,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,BlockedAtRim,RecoveredBlocks,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,ThreePtShootingFoulsDrawnPct,BlockedLongMidRange,Corner3FGM,SecondChanceCorner3FGM,SecondChanceFG3M,FTOffRebounds,Loose Ball Fouls,SecondChanceFg3Pct,OffFTReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Defensive 3 Seconds Violations,SecondChanceArc3FGM,SecondChanceArc3FGA,2pt And 1 Free Throw Trips,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveAttempts
1715,1610612763,Jason Williams,Jason Williams,1715,MEM,286.0,5,1,9,10,9,2.0,1.0,19,1.0,1.0,1.0,1.0,2.0,9.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,9,1.0,1.0,1.0,1.0,1.0,1.0,9.090909090909092,1.0,1.0,1.0,0.3962,0.3962,1.0,14.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,1610612763,Bonzi Wells,Bonzi Wells,1719,MEM,286.0,5,1,9,10,9,2.0,1.0,19,1.0,2.0,1.0,2.0,2.0,9.0,1.0,2.0,2.0,,,,,,2.0,9,0.5,0.5,0.5,0.5,0.5,0.5,18.181818181818183,1.0,0.5,0.5,0.365,0.365,1.0,17.55,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,1610612763,James Posey,James Posey,1899,MEM,46.0,1,2,2,2,2,,,4,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2203,1610612763,Shane Battier,Shane Battier,2203,MEM,286.0,5,1,9,10,9,2.0,1.0,19,,1.0,1.0,2.0,2.0,9.0,1.0,2.0,2.0,2.0,,,,,2.0,9,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,27.272727272727273,0.3333333333333333,,,0.4035333333333333,0.4035333333333333,1.0,14.55,1.0,,,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.5,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.379,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2415,1610612763,Ryan Humphrey,Ryan Humphrey,2415,MEM,286.0,5,1,9,10,9,2.0,1.0,19,,,1.0,1.0,2.0,9.0,1.0,1.0,2.0,2.0,,,,,2.0,9,1.0,1.0,1.0,1.0,1.0,1.0,9.090909090909092,,,,0.6102,0.6102,1.0,1.4,1.0,,1.0,1.0,2.0,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,,1.0,,1.0,1.0,,0.5,0.3333333333333333,0.5,,,,,,1.0,0.6102,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2054,1610612763,Jake Tsakalidis,Jake Tsakalidis,2054,MEM,176.0,3,-3,5,6,5,,1.0,11,,,,,2.0,7.0,,,2.0,,,,,,2.0,5,,,,,1.0,1.0,57.14285714285714,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,0.3333333333333333,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200,1610612763,Pau Gasol,Pau Gasol,2200,MEM,64.0,1,2,2,2,2,2.0,,4,,,,,,2.0,,,,,,,,,,2,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,1610612763,Jason Williams,Jason Williams,1715,MEM,7482.0,125,-34,227,227,47,72.0,19.0,454,2.0,9.0,8.0,24.0,41.0,263.0,1.0,3.0,2.0,14.0,15.0,17.0,3.0,36.0,2.0,47,0.3333333333333333,0.3333333333333333,0.37777777777777777,0.25,0.40425531914893614,0.25,21.686746987951807,0.2,0.2222222222222222,0.2222222222222222,0.5150211111111112,0.3741,0.04878048780487805,9.658333333333333,0.20704845814977973,2.0,4.0,8.0,9.0,0.125,0.125,0.056338028169014086,0.06521739130434782,0.09523809523809523,0.5,2.0,5.0,1.0,,21.0,1.0,1.0,1.0,1.0,0.4666666666666667,0.011764705882352941,0.009259259259259259,,0.1111111111111111,0.4,0.4,0.022222222222222223,,0.6888888888888889,0.606025,25.01904761904762,4.0,10.0,,1.0,,,,,,,,,0.2222222222222222,0.4,0.4444444444444444,0.5,,,,,7.0,,4.0,3.0,3.0,,7.0,2.0,7.0,2.0,0.5714285714285714,0.0425531914893617,0.07692307692307693,False,1.0,6.0,20.0,1.0,6.0,1.0,15.0,3.0,20.0,6.0,1.0,2.0,1.0,1.0,7.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,10.0,1.0,3.0,2.0,0.8333333333333334,0.2857142857142857,0.2857142857142857,0.041666666666666664,0.1,0.16666666666666666,0.09523809523809523,0.03333333333333333,0.06451612903225806,0.2222222222222222,0.03333333333333333,0.4444444444444444,0.3,0.3,0.8333333333333334,0.5,0.25,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,1610612763,Bonzi Wells,Bonzi Wells,1719,MEM,5371.0,90,-30,169,170,72,100.0,17.0,339,5.0,16.0,18.0,34.0,45.0,198.0,8.0,16.0,22.0,22.0,3.0,4.0,1.0,9.0,22.0,72,0.5294117647058824,0.5,0.5142857142857142,0.47058823529411764,0.5357142857142857,0.5238095238095238,27.127659574468087,0.45714285714285713,0.3125,0.3333333333333333,0.46985285714285724,0.43603823529411767,0.4888888888888889,10.420588235294119,0.4260355029585799,14.0,5.0,8.0,10.0,0.3888888888888889,0.3888888888888889,0.08620689655172414,0.1,0.09523809523809523,0.6,5.0,8.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.02857142857142857,0.016129032258064516,0.02666666666666667,,0.22857142857142856,0.625,0.625,0.02857142857142857,0.058823529411764705,0.3142857142857143,0.5143,23.2,8.0,10.0,1.0,1.0,2.0,2.0,1.0,3.0,,0.5,0.5,0.5,0.2857142857142857,0.8,0.8,0.5,1.0,0.11764705882352941,1.0,0.06666666666666667,9.0,6.0,4.0,3.0,5.0,,9.0,5.0,14.0,5.0,0.4444444444444444,0.125,0.1282051282051282,False,,,,,,,,,,,1.0,1.0,,1.0,2.0,,3.0,,,4.0,3.0,1.0,1.0,4.0,8.0,2.0,,1.0,,,,0.029411764705882353,,,0.13636363636363635,0.047619047619047616,0.125,0.125,,,,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0625,0.07692307692307693,0.125,0.14285714285714285,0.375,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,1610612763,James Posey,James Posey,1899,MEM,7664.0,128,-28,230,229,31,54.0,19.0,459,,4.0,14.0,31.0,50.0,246.0,1.0,3.0,4.0,16.0,1.0,4.0,1.0,11.0,4.0,31,0.45161290322580644,0.3333333333333333,0.4189189189189189,0.25,0.5319148936170213,0.4,20.784313725490197,0.10810810810810811,,,0.5328432432432433,0.580375,0.08,4.938709677419355,0.13478260869565217,12.0,11.0,14.0,22.0,0.42857142857142855,0.46153846153846156,0.16417910447761194,0.1411764705882353,0.13043478260869565,,1.0,8.0,3.0,1.0,6.0,3.0,1.0,6.0,8.0,0.16216216216216217,0.06976744186046512,0.07272727272727272,0.07142857142857142,0.21621621621621623,0.125,0.25,0.08108108108108109,0.25,0.6756756756756757,0.45299999999999996,23.616666666666664,13.0,19.0,2.0,2.0,1.0,2.0,3.0,10.0,2.0,1.0,1.0,1.0,0.5135135135135135,0.6842105263157895,0.7647058823529411,0.6666666666666666,1.0,0.5,0.5,0.2,19.0,2.0,3.0,3.0,3.0,,6.0,,21.0,8.0,0.5,0.1956521739130435,0.20512820512820512,False,,1.0,3.0,,1.0,,3.0,,3.0,1.0,6.0,3.0,3.0,,,,1.0,2.0,1.0,9.0,3.0,,,4.0,13.0,2.0,,1.0,1.0,0.16666666666666666,0.16666666666666666,0.1935483870967742,0.10526315789473684,0.2222222222222222,0.05555555555555555,0.03571428571428571,0.19047619047619047,,0.0625,0.08108108108108109,0.3333333333333333,0.3333333333333333,1.0,,,0.3333333333333333,4.0,2.0,6.0,1.0,2.0,1.0,2.0,,,0.08333333333333333,0.058823529411764705,0.07692307692307693,0.46153846153846156,,,1.0,1.0,1.0,2.0,0.5,0.1,0.14285714285714285,0.17391304347826086,1.0,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,
