EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,PenaltyCorner3FGM,Fg2aBlocked,Arc3Assists,LostBallSteals,Loose Ball Fouls,2pt And 1 Free Throw Trips,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,DefArc3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,SecondChanceFtPoints,FTOffRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,Travels,OffensiveGoaltends,ShortMidRangePctBlocked,OffFTReboundPct,OffCorner3ReboundPct,SelfORebPct,SecondChanceArc3FGM,SecondChanceFG3M,BadPassOutOfBoundsTurnovers,Technical Free Throw Trips,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PtsUnassisted3s,BlockedLongMidRange,3SecondViolations,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
109,1610612759,Robert Horry,Robert Horry,109,SAS,4928.0,82,68,159,150,89.0,51,26.0,309,3.0,4.0,1.0,2.0,3.0,4.0,1.0,3.0,1.0,1.0,1.0,4.0,7.0,2.0,3.0,6.0,4.0,7.0,4.0,8.0,7.0,27,115,1.0,2.0,3.0,2.0,3.0,5.0,3.0,7.0,5.0,20.0,6.0,2.0,12.0,2.0,7.0,4.0,4.0,1.0,5.0,1.0,2.0,1.0,1.0,11.0,4.0,7.0,1.0,10.0,2.0,13.0,11.0,24.0,4.0,4.0,2.0,1.0,3.0,1.0,1.0,5.0,1.0,4.0,7.0,14.0,2.0,8.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,20.0,89.0,1.0,0.75,1.0,1.0,0.5,0.42857142857142855,0.5,0.5714285714285714,0.5,0.6,0.6666666666666666,0.2,0.625,0.7105263157894737,0.2,0.6666666666666666,0.5333333333333333,12.244897959183673,0.4,0.25,0.1724137931034483,0.1320754716981132,0.06666666666666667,0.14285714285714285,0.1506849315068493,0.13580246913580246,0.11764705882352941,0.15789473684210525,0.11764705882352941,0.2222222222222222,0.17647058823529413,0.2222222222222222,0.13043478260869565,0.16666666666666666,1.0,0.26666666666666666,0.75,0.75,0.6666666666666666,0.2,0.3333333333333333,0.3333333333333333,1.0,0.06666666666666667,0.4666666666666667,0.5714285714285714,0.5714285714285714,1.0,0.4,0.5,0.2,0.4,0.3333333333333333,0.75,0.08333333333333333,0.5,0.5,0.8,0.5714285714285714,0.48125666666666667,0.4695125,0.4952750000000001,0.11764705882352941,0.2222222222222222,0.07407407407407407,0.7407407407407407,8.028571428571428,25.125,0.559748427672956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1477,1610612759,Bruce Bowen,Bruce Bowen,1477,SAS,8902.0,148,-21,263,267,49.0,22,26.0,530,1.0,8.0,1.0,5.0,1.0,3.0,3.0,9.0,13.0,1.0,1.0,1.0,3.0,,1.0,1.0,5.0,20.0,6.0,16.0,2.0,30,277,1.0,6.0,1.0,2.0,2.0,6.0,2.0,2.0,1.0,11.0,8.0,2.0,18.0,,3.0,1.0,2.0,2.0,4.0,,,,2.0,10.0,,3.0,3.0,9.0,,12.0,3.0,15.0,3.0,2.0,,,1.0,,,1.0,,,4.0,12.0,1.0,5.0,2.0,1.0,1.0,,1.0,1.0,1.0,11.0,49.0,,0.8,0.8,1.0,0.375,1.0,0.375,0.25,0.16666666666666666,0.3333333333333333,0.3888888888888889,0.14285714285714285,0.625,0.39473684210526316,0.14285714285714285,0.6111111111111112,0.4444444444444444,13.175675675675675,,,0.08181818181818182,0.029411764705882353,0.15,,0.09230769230769231,0.023622047244094488,0.030303030303030304,0.03225806451612903,0.02631578947368421,,0.06060606060606061,0.02857142857142857,0.14285714285714285,0.3333333333333333,1.0,0.2222222222222222,0.125,0.16666666666666666,,0.25,0.3333333333333333,0.375,1.0,0.3611111111111111,0.08333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.7142857142857143,0.2,0.14285714285714285,,0.375,0.3333333333333333,0.125,0.125,1.0,0.6666666666666666,0.3333333333333333,0.5168805555555555,0.5342,0.5257375,0.05405405405405406,0.09523809523809523,0.06666666666666667,0.36666666666666664,9.319999999999999,23.462500000000002,0.18631178707224336,1.0,3.0,5.0,1.0,3.0,2.0,1.0,1.0,1.0,0.15,0.25,0.1111111111111111,0.11764705882352941,0.08333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.38461538461538464,0.38461538461538464,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,14288.0,238,-3,436,436,99.0,69,49.0,872,20.0,29.0,3.0,3.0,4.0,6.0,10.0,18.0,,,,,1.0,,,1.0,47.0,87.0,,1.0,38.0,132,434,4.0,6.0,,16.0,9.0,16.0,,1.0,16.0,34.0,46.0,48.0,,6.0,1.0,,11.0,5.0,16.0,1.0,6.0,1.0,4.0,37.0,4.0,12.0,9.0,29.0,6.0,44.0,17.0,61.0,4.0,4.0,13.0,5.0,8.0,8.0,1.0,21.0,2.0,3.0,16.0,23.0,2.0,56.0,23.0,6.0,16.0,10.0,6.0,16.0,11.0,34.0,99.0,2.0,0.48936170212765956,0.5227272727272727,,,,,0.5402298850574713,0.6666666666666666,0.5625,0.5340909090909091,0.6666666666666666,0.5294117647058824,0.5739130434782609,0.7272727272727273,0.6296296296296297,0.011363636363636364,27.14570858283433,0.6190476190476191,0.3157894736842105,0.1870967741935484,0.07894736842105263,0.2727272727272727,0.06896551724137931,0.20212765957446807,0.0761904761904762,0.08695652173913043,0.04,0.10714285714285714,,0.2,0.16666666666666666,0.19642857142857142,0.375,0.6875,0.32954545454545453,0.6896551724137931,0.8,0.65,0.20454545454545456,0.5555555555555556,0.5555555555555556,0.6,,0.011363636363636364,,,,0.5,1.0,,,0.35294117647058826,0.6666666666666666,,0.058823529411764705,,0.3409090909090909,,0.43235113636363637,0.48574,0.42898823529411767,0.21100917431192662,0.21296296296296297,0.12121212121212122,0.25757575757575757,8.105747126436782,24.4,0.22706422018348624,17.0,40.0,,,5.0,4.0,,2.0,2.0,0.05747126436781609,0.13793103448275862,,0.24,0.45454545454545453,0.425,0.4358974358974359,0.23529411764705882,,,,,8.0,1.0,3.0,1.0,1.0,1.0,0.025,0.05,0.16666666666666666,0.08333333333333333,,,,,,,,,,,,,,True,,,
2045,1610612759,Hedo Turkoglu,Hedo Turkoglu,2045,SAS,16300.0,272,9,504,501,137.0,111,59.0,1005,3.0,8.0,,,1.0,2.0,8.0,22.0,14.0,1.0,3.0,7.0,28.0,5.0,2.0,8.0,12.0,39.0,14.0,42.0,11.0,77,492,,4.0,6.0,3.0,3.0,6.0,3.0,11.0,3.0,18.0,14.0,10.0,42.0,,28.0,7.0,9.0,6.0,15.0,1.0,3.0,2.0,4.0,36.0,2.0,2.0,3.0,27.0,10.0,40.0,5.0,45.0,9.0,6.0,7.0,3.0,9.0,4.0,,16.0,,1.0,10.0,20.0,1.0,18.0,7.0,1.0,1.0,,1.0,1.0,,18.0,137.0,4.0,0.5833333333333334,0.5833333333333334,1.0,0.3333333333333333,0.2727272727272727,0.3333333333333333,0.3076923076923077,,0.5,0.4074074074074074,0.15,0.4411764705882353,0.42696629213483145,0.15,0.47368421052631576,0.5185185185185185,17.88756388415673,0.4375,0.43478260869565216,0.15517241379310345,0.011111111111111112,0.075,0.028985507246376812,0.14018691588785046,0.01606425702811245,,0.03636363636363636,,0.022727272727272728,0.0784313725490196,0.15789473684210525,0.21212121212121213,0.07692307692307693,,0.09876543209876543,0.375,0.42857142857142855,0.6666666666666666,0.2716049382716049,0.36363636363636365,0.36363636363636365,0.5,0.1728395061728395,0.345679012345679,0.25,0.25,1.0,,,0.1,0.5,0.11764705882352941,0.5,0.17647058823529413,0.47058823529411764,0.25,0.6172839506172839,0.25,0.5025969135802469,0.5008642857142857,0.5244823529411765,0.07954545454545454,0.15217391304347827,0.03896103896103896,0.23376623376623376,12.515384615384615,24.41904761904762,0.2718253968253968,1.0,9.0,7.0,1.0,2.0,5.0,3.0,2.0,,0.05128205128205128,0.125,,0.07407407407407407,0.1111111111111111,0.1111111111111111,0.125,1.0,0.5,0.5,1.0,0.3333333333333333,,1.0,1.0,2.0,,,0.1111111111111111,0.041666666666666664,0.04,0.018867924528301886,1.0,1.0,5.0,2.0,0.16666666666666666,0.2,1.0,,,,,,,True,,,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,13115.0,219,17,401,398,118.0,76,50.0,799,17.0,30.0,1.0,2.0,4.0,8.0,6.0,25.0,2.0,,2.0,11.0,20.0,2.0,1.0,4.0,25.0,68.0,11.0,22.0,15.0,98,390,2.0,5.0,2.0,10.0,4.0,20.0,1.0,6.0,8.0,19.0,6.0,44.0,9.0,,20.0,11.0,26.0,14.0,40.0,8.0,12.0,5.0,9.0,94.0,1.0,2.0,1.0,10.0,1.0,12.0,3.0,15.0,8.0,6.0,9.0,3.0,8.0,6.0,,17.0,2.0,6.0,,7.0,1.0,23.0,6.0,6.0,1.0,,1.0,1.0,1.0,19.0,118.0,1.0,0.12,0.12,0.2727272727272727,0.5,0.16666666666666666,0.5,0.36764705882352944,0.4,0.2,0.46111111111111114,0.5,0.21153846153846154,0.48514851485148514,0.5555555555555556,0.296875,0.24444444444444444,25.431034482758623,0.5294117647058824,0.047619047619047616,0.06756756756756757,0.013245033112582781,0.03125,0.018867924528301886,0.06111111111111111,0.014705882352941176,0.020833333333333332,0.02040816326530612,,0.029411764705882353,0.043478260869565216,0.0851063829787234,0.07272727272727272,,1.0,0.3333333333333333,0.5666666666666667,0.68,0.11764705882352941,0.2777777777777778,0.24,0.24,0.16666666666666666,0.022222222222222223,0.2222222222222222,0.55,0.55,0.2727272727272727,0.2857142857142857,0.5,,0.2857142857142857,0.3076923076923077,0.5,0.07692307692307693,0.15384615384615385,0.25,0.5777777777777777,0.55,0.49381166666666665,0.4171833333333333,0.47741923076923076,0.06315789473684211,0.0821917808219178,0.10204081632653061,0.19387755102040816,8.769117647058822,24.927272727272726,0.2942643391521197,2.0,13.0,,,7.0,6.0,2.0,1.0,1.0,0.10294117647058823,0.16666666666666666,,0.04,0.14444444444444443,0.15384615384615385,0.18181818181818182,,,,,,3.0,,,1.0,1.0,,0.15384615384615385,,,,1.0,1.0,5.0,,0.5,0.5,1.0,24.0,,,,,,True,,,
1725,1610612759,Rasho Nesterovic,Rasho Nesterovic,1725,SAS,10240.0,171,-25,297,302,50.0,38,34.0,599,7.0,17.0,4.0,12.0,4.0,7.0,7.0,14.0,,,,,,,,,18.0,40.0,,,1.0,37,325,7.0,16.0,,14.0,9.0,14.0,,,,18.0,26.0,10.0,,8.0,,,3.0,2.0,5.0,1.0,1.0,,2.0,12.0,,16.0,1.0,22.0,1.0,24.0,17.0,41.0,1.0,,,,5.0,,,5.0,1.0,,18.0,21.0,,4.0,2.0,,8.0,5.0,2.0,8.0,7.0,18.0,50.0,,0.7222222222222222,0.9285714285714286,,,,,0.45,0.4375,0.6428571428571429,0.45,0.4375,0.6428571428571429,0.44047619047619047,0.4375,0.6428571428571429,,13.702623906705538,,0.14285714285714285,0.2,0.1391304347826087,0.041666666666666664,,0.17164179104477612,0.10884353741496598,0.16216216216216217,0.2222222222222222,0.047619047619047616,,0.20588235294117646,0.19444444444444445,0.2,,0.875,0.425,0.4117647058823529,0.4666666666666667,0.5714285714285714,0.35,0.5,0.5384615384615384,0.8571428571428571,,,,,,0.75,0.3333333333333333,,,0.5,0.5714285714285714,,,,0.425,,0.48218749999999994,0.5482133333333332,0.4776142857142857,0.047619047619047616,0.047619047619047616,0.3783783783783784,0.4864864864864865,7.7125,,0.16835016835016836,4.0,9.0,,,4.0,1.0,1.0,,,0.1,0.11764705882352941,0.07142857142857142,0.05555555555555555,0.225,0.4444444444444444,0.5,0.75,,,,,,1.0,2.0,,,,0.1111111111111111,0.07142857142857142,,0.1111111111111111,,,3.0,,,,,,1.0,1.0,0.25,,,True,,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,6099.0,102,24,203,203,88.0,76,25.0,406,9.0,12.0,2.0,2.0,3.0,4.0,,3.0,6.0,,2.0,5.0,13.0,2.0,2.0,5.0,11.0,22.0,6.0,19.0,23.0,63,182,2.0,3.0,2.0,6.0,3.0,6.0,2.0,7.0,17.0,29.0,12.0,10.0,15.0,,13.0,5.0,8.0,3.0,11.0,1.0,4.0,2.0,2.0,25.0,2.0,3.0,4.0,10.0,,14.0,5.0,19.0,10.0,7.0,10.0,8.0,1.0,2.0,,11.0,,1.0,6.0,14.0,,28.0,3.0,7.0,,,,,,29.0,88.0,5.0,0.5454545454545454,0.5454545454545454,0.8333333333333334,0.3157894736842105,0.2857142857142857,0.3157894736842105,0.5,0.6666666666666666,0.5,0.4878048780487805,0.4,0.46153846153846156,0.5769230769230769,0.5,0.6363636363636364,0.4634146341463415,25.925925925925924,0.9090909090909091,,0.17857142857142858,0.04918032786885246,0.3076923076923077,0.05555555555555555,0.2028985507246377,0.05154639175257732,0.041666666666666664,0.058823529411764705,0.05,0.08333333333333333,0.13333333333333333,0.16666666666666666,0.21739130434782608,0.2,,0.2926829268292683,0.75,0.9,0.6666666666666666,0.07317073170731707,,,,0.14634146341463414,0.3170731707317073,0.38461538461538464,0.38461538461538464,0.8,0.4,1.0,,0.4,0.3076923076923077,0.75,0.15384615384615385,0.38461538461538464,0.4,0.7560975609756098,0.38461538461538464,0.5078560975609755,0.48618333333333336,0.4965769230769231,0.1111111111111111,0.125,0.09523809523809523,0.4603174603174603,5.509090909090909,24.49473684210527,0.43349753694581283,2.0,7.0,1.0,,3.0,2.0,3.0,1.0,1.0,0.13636363636363635,0.16666666666666666,,0.375,0.17073170731707318,0.2857142857142857,0.3333333333333333,,0.16666666666666666,0.16666666666666666,1.0,,2.0,,,1.0,,,0.14285714285714285,,,,,,,3.0,,,,3.0,,,1.0,2.0,0.09523809523809523,True,,,
2078,1610612759,Jason Hart,Jason Hart,2078,SAS,1768.0,29,-15,55,56,1.0,15,1.0,111,,,,,,,3.0,7.0,,,,,,,,,4.0,9.0,,,,8,59,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,2.0,,,,1.0,,,1.0,,,,4.0,,,,,,,,,,,1.0,,1.0,1.0,,,,,0.4444444444444444,,,0.4444444444444444,,,0.4444444444444444,,,,17.24137931034483,,,0.07142857142857142,,,,0.05555555555555555,,,,,,,,0.16666666666666666,,,,,,,0.7777777777777778,0.42857142857142855,0.42857142857142855,1.0,,,,,,,,,,,,,,,,,0.39112222222222226,,,,,,,14.555555555555555,,0.01818181818181818,1.0,2.0,,,1.0,,2.0,,,0.1111111111111111,,,,0.2222222222222222,0.5,1.0,1.0,,,,,,,,1.0,,,0.5,,,,,,,,,,,,,,,,,True,,,
2484,1610612759,Devin Brown,Devin Brown,2484,SAS,2596.0,43,5,83,81,29.0,36,16.0,164,3.0,7.0,1.0,3.0,2.0,4.0,,2.0,2.0,1.0,,1.0,1.0,,,,3.0,10.0,1.0,3.0,3.0,12,80,1.0,3.0,1.0,3.0,2.0,5.0,,,1.0,5.0,2.0,4.0,3.0,,1.0,1.0,2.0,,2.0,,1.0,1.0,,4.0,1.0,2.0,1.0,2.0,,3.0,3.0,6.0,2.0,1.0,1.0,1.0,1.0,,1.0,2.0,2.0,,1.0,7.0,,4.0,3.0,,,,,,,5.0,29.0,2.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,0.3333333333333333,0.3,0.3333333333333333,0.4,0.34615384615384615,0.25,0.4,0.42857142857142855,0.375,0.5,0.23076923076923078,14.545454545454545,0.5,,0.1,0.06451612903225806,0.1,0.043478260869565216,0.1,0.05555555555555555,,,0.15384615384615385,0.06666666666666667,,0.18181818181818182,,0.2,,0.5384615384615384,0.42857142857142855,0.75,0.3333333333333333,0.15384615384615385,,,,0.15384615384615385,0.07692307692307693,1.0,1.0,1.0,0.75,0.3333333333333333,0.25,,0.8,0.5,,,,0.7692307692307693,1.0,0.5280576923076923,0.49975,0.5870599999999999,0.21428571428571427,0.2727272727272727,0.25,0.4166666666666667,4.57,23.8,0.3493975903614458,,1.0,,,4.0,,1.0,1.0,2.0,0.4,0.42857142857142855,,,0.07692307692307693,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,True,,,
369,1610612759,Charlie Ward,Charlie Ward,369,SAS,384.0,6,2,15,13,1.0,13,,28,,,,,,,,,1.0,,,1.0,1.0,,,,,,2.0,2.0,,6,10,,,,,,,,,,,,,3.0,,1.0,1.0,1.0,,1.0,,,,1.0,2.0,,,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,0.5,1.0,,1.0,,,,1.5,,,1.5,,,1.0,20.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,1.0,1.0,,,,,,,,,,,1.0,1.0,0.5265,,,,,,,,23.65,0.06666666666666667,,,1.0,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,True,,,
