EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,Corner3FGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,FTOffRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,OffFTReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,LostBallTurnovers,Travels,2pt And 1 Free Throw Trips,BlockedAtRim,BlockedShortMidRange,PtsUnassisted3s,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,LongMidRangePctBlocked,3SecondViolations,on,OffensiveGoaltends
109,1610612759,Robert Horry,Robert Horry,109,SAS,10109.0,168.0,60.0,315,312,162,112,46.0,627,9.0,12.0,5.0,6.0,5.0,7.0,4.0,2.0,4.0,3.0,2.0,2.0,6.0,17.0,2.0,5.0,5.0,14.0,11.0,20.0,6.0,20.0,13.0,53.0,293.0,5.0,6.0,2.0,7.0,4.0,20.0,6.0,12.0,5.0,16.0,11.0,38.0,14.0,8.0,18.0,6.0,17.0,6.0,2.0,3.0,4.0,7.0,1.0,3.0,1.0,1.0,1.0,18.0,7.0,14.0,2.0,22.0,5.0,29.0,21.0,50.0,6.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,6.0,1.0,4.0,9.0,27.0,2.0,3.0,14.0,3.0,4.0,38.0,162,6.0,0.6363636363636364,0.875,1.0,0.3,0.2857142857142857,0.3125,0.3,0.55,0.8333333333333334,0.5,0.5,0.6153846153846154,0.48214285714285715,0.5638297872340425,0.6666666666666666,0.5588235294117647,0.5,0.1,0.08333333333333333,0.25,14.133333333333333,0.16666666666666666,0.25,0.21359223300970873,0.14736842105263157,0.08,0.1320754716981132,0.1875,0.14189189189189189,0.15625,0.1935483870967742,0.09375,0.18181818181818182,0.05,0.21428571428571427,0.20588235294117646,0.21951219512195122,0.07142857142857142,0.09090909090909091,0.3,0.75,0.8181818181818182,0.6666666666666666,0.1,0.1,0.5,0.5,0.5,0.075,0.425,0.35294117647058826,0.35294117647058826,1.0,0.46153846153846156,0.8333333333333334,0.4,0.15384615384615385,0.38461538461538464,0.4,1.0,0.25,0.7142857142857143,0.07142857142857142,0.5,0.35714285714285715,0.8,0.35294117647058826,0.52037875,0.5453850000000001,0.506594642857143,0.06976744186046512,0.13043478260869565,0.37735849056603776,0.7169811320754716,5.875,24.800000000000004,0.5142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1477,1610612759,Bruce Bowen,Bruce Bowen,1477,SAS,7873.0,131.0,21.0,229,233,97,60,35.0,462,3.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,9.0,1.0,4.0,2.0,3.0,,,2.0,3.0,7.0,12.0,5.0,12.0,2.0,31.0,229.0,3.0,3.0,1.0,1.0,,9.0,2.0,6.0,3.0,7.0,1.0,14.0,10.0,4.0,15.0,,3.0,2.0,1.0,4.0,1.0,5.0,1.0,,2.0,1.0,1.0,11.0,1.0,1.0,2.0,6.0,2.0,10.0,3.0,13.0,1.0,1.0,,2.0,,2.0,1.0,,3.0,,,5.0,12.0,,,10.0,1.0,4.0,14.0,97,2.0,0.7142857142857143,0.7142857142857143,1.0,0.4166666666666667,1.0,0.42857142857142855,0.4166666666666667,0.5833333333333334,1.0,0.3333333333333333,0.6041666666666666,1.125,0.5,0.5344827586206896,1.125,0.4375,0.5,0.08333333333333333,0.2,,11.567164179104477,0.6666666666666666,0.14285714285714285,0.07228915662650602,0.0136986301369863,0.09523809523809523,0.030303030303030304,0.07692307692307693,0.018867924528301886,,,0.037037037037037035,,0.1111111111111111,0.05263157894736842,0.06666666666666667,0.08823529411764706,0.14285714285714285,,0.20833333333333334,0.6,0.75,1.0,0.08333333333333333,0.20833333333333334,0.4,0.4,0.5,0.375,0.125,0.6666666666666666,0.6666666666666666,1.0,0.25,1.0,1.0,0.25,,,,0.15384615384615385,0.5,0.3076923076923077,0.23076923076923078,0.6666666666666666,0.7083333333333334,0.6666666666666666,0.5453312499999999,0.5979666666666666,0.5317461538461538,0.04,0.07692307692307693,0.2903225806451613,0.45161290322580644,8.725,23.491666666666664,0.42358078602620086,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07692307692307693,0.09090909090909091,1.0,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.25,,,,,,,,,,,,True,
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,13669.0,228.0,55.0,422,418,162,118,54.0,840,22.0,31.0,2.0,3.0,8.0,11.0,36.0,13.0,25.0,,,,,1.0,,,,1.0,51.0,92.0,,1.0,31.0,133.0,387.0,8.0,12.0,,,7.0,23.0,20.0,36.0,,1.0,10.0,50.0,56.0,46.0,,4.0,1.0,,8.0,19.0,5.0,24.0,4.0,1.0,14.0,,5.0,53.0,5.0,14.0,9.0,27.0,9.0,45.0,19.0,64.0,6.0,4.0,2.0,10.0,2.0,5.0,12.0,,22.0,2.0,6.0,8.0,15.0,2.0,1.0,47.0,21.0,5.0,50.0,162,3.0,0.5490196078431373,0.5714285714285714,,,,,,0.5543478260869565,0.6666666666666666,0.5555555555555556,0.5483870967741935,0.6666666666666666,0.5405405405405406,0.5782608695652174,0.6764705882352942,0.5555555555555556,0.010752688172043012,0.08695652173913043,0.1935483870967742,0.05555555555555555,27.811860940695297,0.45454545454545453,0.34615384615384615,0.20930232558139536,0.1076923076923077,0.2727272727272727,0.08196721311475409,0.2222222222222222,0.09947643979057591,0.11764705882352941,0.10638297872340426,0.10204081632653061,0.05263157894736842,0.13043478260869565,0.2,0.2553191489361702,0.17307692307692307,0.23809523809523808,0.3333333333333333,0.3333333333333333,0.7096774193548387,0.88,0.6363636363636364,0.3870967741935484,0.26881720430107525,0.52,0.52,0.6153846153846154,,0.010752688172043012,,,,0.25,0.6666666666666666,,,,,,0.2972972972972973,0.7272727272727273,,0.02702702702702703,,0.34408602150537637,,0.43804086021505384,0.4323222222222222,0.43327297297297296,0.19090909090909092,0.1926605504587156,0.17293233082706766,0.37593984962406013,8.464130434782609,24.4,0.38388625592417064,16.0,,,,,2.0,5.0,7.0,,7.0,4.0,,0.058823529411764705,0.5714285714285714,0.4444444444444444,0.47058823529411764,0.375,,,,,,,5.0,2.0,4.0,5.0,2.0,,,,,,,True,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,16754.0,279.0,61.0,520,519,220,173,72.0,1039,25.0,35.0,4.0,5.0,11.0,16.0,15.0,2.0,9.0,11.0,,4.0,6.0,24.0,,2.0,2.0,6.0,32.0,59.0,10.0,35.0,36.0,130.0,492.0,4.0,8.0,,2.0,3.0,11.0,14.0,24.0,3.0,10.0,26.0,63.0,32.0,32.0,27.0,4.0,24.0,6.0,7.0,24.0,7.0,31.0,5.0,2.0,11.0,7.0,6.0,69.0,6.0,8.0,11.0,26.0,1.0,38.0,15.0,53.0,17.0,10.0,7.0,15.0,2.0,12.0,6.0,,21.0,1.0,4.0,10.0,30.0,2.0,2.0,44.0,9.0,7.0,63.0,220,8.0,0.5,0.5333333333333333,0.9,0.2857142857142857,,0.3,0.2857142857142857,0.5423728813559322,0.5,0.5833333333333334,0.5,0.4,0.5441176470588235,0.5545454545454546,0.45454545454545453,0.6354166666666666,0.3723404255319149,0.11864406779661017,0.14285714285714285,0.13333333333333333,21.37030995106036,0.7142857142857143,0.02857142857142857,0.15853658536585366,0.04878048780487805,0.275,0.0759493670886076,0.18137254901960784,0.05761316872427984,0.0425531914893617,0.05357142857142857,0.04918032786885246,0.09433962264150944,0.038461538461538464,0.11904761904761904,0.1896551724137931,0.15625,0.28,0.26666666666666666,0.3723404255319149,0.7142857142857143,0.8333333333333334,0.64,0.1595744680851064,0.09574468085106383,0.2222222222222222,0.2222222222222222,,0.11702127659574468,0.2553191489361702,0.25,0.25,0.8333333333333334,0.5,0.8,0.5,,0.2,,,0.47058823529411764,0.6875,0.11764705882352941,0.17647058823529413,0.3333333333333333,0.7446808510638298,0.25,0.5168696808510639,0.4801642857142857,0.5208323529411765,0.10679611650485436,0.13636363636363635,0.08461538461538462,0.4846153846153846,5.172881355932204,24.41142857142857,0.4230769230769231,5.0,4.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.038461538461538464,0.023255813953488372,1.0,0.3333333333333333,0.38461538461538464,,0.36363636363636365,0.36363636363636365,1.0,,,0.25,3.0,,2.0,1.0,,3.0,8.0,2.0,0.05405405405405406,,,True,
2078,1610612759,Jason Hart,Jason Hart,2078,SAS,2748.0,46.0,-4.0,82,81,1,8,6.0,163,2.0,2.0,,,,,4.0,2.0,7.0,,,,,,,,,,6.0,13.0,,,,12.0,78.0,,,,,,,,,,,,,8.0,4.0,,,,,1.0,1.0,,1.0,,,,1.0,,2.0,,,1.0,2.0,,3.0,,3.0,5.0,3.0,2.0,,,,1.0,,1.0,,,1.0,5.0,,,,,,,1,,0.6666666666666666,0.6666666666666666,,,,,,0.46153846153846156,,,0.46153846153846156,,,0.46153846153846156,,,,0.07692307692307693,,0.25,15.730337078651685,,,0.06896551724137931,,0.16666666666666666,,0.08571428571428572,,,,,,,,0.08333333333333333,0.125,0.25,,0.15384615384615385,1.0,1.0,0.5,0.3076923076923077,0.5384615384615384,0.2857142857142857,0.2857142857142857,1.0,,,,,,,,,,,,,,,,,,0.15384615384615385,,0.40524615384615387,,,,,,,11.584615384615384,,0.012195121951219513,2.0,,,,,,1.0,,,,,,,,0.5,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,,True,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,12343.0,206.0,58.0,386,385,200,150,56.0,771,20.0,27.0,1.0,1.0,10.0,16.0,13.0,10.0,26.0,2.0,,2.0,7.0,22.0,,3.0,3.0,7.0,34.0,66.0,7.0,24.0,15.0,104.0,362.0,3.0,8.0,,3.0,4.0,10.0,14.0,33.0,3.0,9.0,8.0,45.0,20.0,48.0,15.0,,22.0,7.0,5.0,28.0,10.0,38.0,7.0,3.0,17.0,5.0,6.0,86.0,,1.0,1.0,6.0,,7.0,1.0,8.0,7.0,4.0,3.0,12.0,2.0,6.0,4.0,,16.0,2.0,10.0,,10.0,3.0,1.0,23.0,8.0,4.0,45.0,200,6.0,0.29411764705882354,0.29411764705882354,0.7142857142857143,0.2916666666666667,,0.3333333333333333,0.2916666666666667,0.5151515151515151,0.375,0.42424242424242425,0.49444444444444446,0.2727272727272727,0.44047619047619047,0.5148514851485149,0.35714285714285715,0.46875,0.26666666666666666,0.07575757575757576,0.037037037037037035,0.3076923076923077,25.82781456953642,0.75,,0.05042016806722689,0.008264462809917356,0.03225806451612903,,0.04666666666666667,0.005494505494505495,,,0.023809523809523808,,,0.0967741935483871,0.02564102564102564,0.04081632653061224,0.05263157894736842,,0.3,0.7407407407407407,0.7692307692307693,0.3,0.14444444444444443,0.28888888888888886,0.38461538461538464,0.38461538461538464,0.3,0.022222222222222223,0.24444444444444444,0.3181818181818182,0.3181818181818182,0.7142857142857143,0.09090909090909091,1.0,1.0,,0.2727272727272727,,,0.38095238095238093,0.625,0.047619047619047616,0.16666666666666666,0.42857142857142855,0.5666666666666667,0.3181818181818182,0.48859722222222235,0.47230000000000005,0.47944761904761907,0.08247422680412371,0.1095890410958904,0.09615384615384616,0.4326923076923077,9.486363636363635,25.416666666666668,0.5181347150259067,4.0,,,,,,,,,,,,,,0.3076923076923077,0.4444444444444444,0.25,,,,,,,6.0,,1.0,,,6.0,,,,,,True,
2484,1610612759,Devin Brown,Devin Brown,2484,SAS,4624.0,77.0,18.0,149,148,64,65,22.0,297,3.0,9.0,,1.0,2.0,4.0,3.0,3.0,4.0,3.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,2.0,8.0,16.0,4.0,7.0,3.0,31.0,143.0,1.0,3.0,1.0,2.0,,5.0,5.0,7.0,2.0,3.0,1.0,17.0,14.0,2.0,12.0,,4.0,4.0,3.0,6.0,,6.0,,,3.0,1.0,2.0,12.0,1.0,1.0,,6.0,1.0,7.0,2.0,9.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,,5.0,1.0,1.0,3.0,13.0,,2.0,6.0,2.0,1.0,17.0,64,5.0,0.875,0.875,1.0,0.5714285714285714,0.5,0.6666666666666666,0.5714285714285714,0.5,0.3333333333333333,0.7142857142857143,0.6086956521739131,0.5,0.8,0.6,0.5,0.7727272727272727,0.30434782608695654,0.1875,0.3333333333333333,,16.483516483516482,0.4,0.07692307692307693,0.13953488372093023,0.0196078431372549,,0.038461538461538464,0.1111111111111111,0.025974025974025976,,0.05555555555555555,,0.07142857142857142,,0.1,0.2222222222222222,0.06666666666666667,,,0.391304347826087,0.3333333333333333,0.5,0.6666666666666666,0.13043478260869565,0.17391304347826086,0.75,0.75,1.0,0.13043478260869565,0.17391304347826086,1.0,1.0,1.0,0.2,,,0.2,0.2,1.0,1.0,0.4,0.5,0.1,0.2,1.0,0.6956521739130435,1.0,0.5172695652173913,0.43953333333333333,0.526175,0.08333333333333333,0.11764705882352941,0.16129032258064516,0.5483870967741935,6.3,23.771428571428572,0.42953020134228187,2.0,,,,,,,1.0,,1.0,,,,,0.6666666666666666,0.6666666666666666,1.0,,,,,,,1.0,,1.0,,1.0,,1.0,,,,,True,
1725,1610612759,Rasho Nesterovic,Rasho Nesterovic,1725,SAS,6821.0,114.0,10.0,203,204,68,56,31.0,407,5.0,9.0,2.0,5.0,3.0,5.0,13.0,5.0,13.0,1.0,,,,,,,,,16.0,35.0,,1.0,,32.0,202.0,4.0,7.0,,,,8.0,7.0,12.0,,,,14.0,24.0,8.0,,6.0,,,3.0,4.0,3.0,7.0,2.0,1.0,3.0,1.0,,17.0,2.0,6.0,2.0,7.0,4.0,13.0,8.0,21.0,2.0,2.0,,,1.0,,1.0,,1.0,,,11.0,18.0,,,4.0,1.0,1.0,14.0,68,1.0,0.75,0.9230769230769231,,,,,,0.45714285714285713,0.5714285714285714,0.5833333333333334,0.4444444444444444,0.5714285714285714,0.5833333333333334,0.42105263157894735,0.5714285714285714,0.5384615384615384,0.027777777777777776,0.08571428571428572,0.2222222222222222,,16.317991631799163,,0.3333333333333333,0.0945945945945946,0.08695652173913043,0.125,0.07142857142857142,0.1,0.08247422680412371,0.13333333333333333,0.1111111111111111,0.037037037037037035,0.043478260869565216,0.2,0.05263157894736842,0.07407407407407407,0.14285714285714285,0.09090909090909091,0.2,0.25,0.5555555555555556,0.7142857142857143,0.6,0.3611111111111111,0.3611111111111111,0.38461538461538464,0.4166666666666667,0.8,0.027777777777777776,,,,,0.7142857142857143,0.4,,,,,,0.4166666666666667,0.6,,,,0.2777777777777778,,0.44658611111111113,0.5466666666666667,0.47747500000000004,0.02702702702702703,0.027777777777777776,0.25,0.4375,9.35142857142857,22.7,0.33497536945812806,6.0,,,,,1.0,,5.0,,5.0,5.0,,0.058823529411764705,1.0,0.46153846153846156,0.46153846153846156,0.8333333333333334,,,,,,,,,,4.0,1.0,,,,,0.07692307692307693,,True,
788,1610612759,Kevin Willis,Kevin Willis,788,SAS,388.0,6.0,1.0,10,11,4,5,2.0,21,,1.0,,,,,1.0,,1.0,,,,,,,,,,,3.0,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,4.0,,4.0,,,,,,,,,,,,1.0,2.0,,,,,,,4,1.0,,,,,,,,,,,,,,,,,,,,,23.076923076923077,,0.6666666666666666,0.5,,,,0.4,,,,,,,,0.5,0.5,,,0.3333333333333333,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,0.4363666666666666,,,,,,,8.0,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
990,1610612759,Malik Rose,Malik Rose,990,SAS,2324.0,39.0,1.0,80,80,33,41,11.0,160,1.0,5.0,,4.0,,2.0,1.0,,2.0,,,,,1.0,,,,1.0,2.0,8.0,,1.0,1.0,5.0,83.0,,4.0,,,,,1.0,4.0,,1.0,1.0,3.0,4.0,,,,1.0,,2.0,2.0,1.0,3.0,1.0,,2.0,,,7.0,4.0,4.0,1.0,2.0,1.0,4.0,10.0,14.0,4.0,3.0,1.0,4.0,1.0,4.0,3.0,,7.0,1.0,1.0,1.0,6.0,,1.0,2.0,,1.0,3.0,33,2.0,1.0,1.0,,,,,,0.25,,0.25,0.2222222222222222,,0.2,0.25,,0.25,0.1111111111111111,0.25,0.4,,17.0,0.5714285714285714,0.2,0.125,0.15384615384615385,0.3333333333333333,0.3333333333333333,0.15789473684210525,0.21052631578947367,0.3,,0.08333333333333333,0.4444444444444444,,0.14285714285714285,0.2,,,0.5,0.5555555555555556,0.2,0.3333333333333333,1.0,0.1111111111111111,0.2222222222222222,,,,,0.1111111111111111,,,,1.0,,,,,,,0.4,,,0.2,,0.6666666666666666,,0.4613777777777778,0.5005,0.39611999999999997,,,,0.6,5.5625,26.5,0.4125,1.0,,,,2.0,1.0,,2.0,,2.0,2.0,0.5,0.25,1.0,1.0,1.0,1.0,,,,,,,,,,2.0,,,,,,,1.0,True,
