EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,DefTwoPtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG3A,PenaltyFG3A,TwoPtAssists,Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,Steals,LostBallSteals,TwoPtShootingFoulsDrawn,SecondChanceArc3Frequency,PenaltyArc3Frequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG3M,PenaltyFG3M,PtsAssisted3s,Fg2aBlocked,DefThreePtRebounds,BadPassSteals,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,DefThreePtReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,FTDefRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,ShortMidRangeFGM,SecondChanceFtPoints,AtRimAssists,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3FGM,PtsUnassisted3s,NonHeaveArc3FGM,LiveBallTurnovers,LostBallTurnovers,Travels,2pt And 1 Free Throw Trips,LiveBallTurnoverPct,OffLongMidRangeReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,ThreePtAssists,Corner3Assists,on,Fg3aBlocked,FTOffRebounds,SelfOReb,BadPassTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,OffFTReboundPct,OffAtRimReboundPct,SelfORebPct,PenaltyAtRimFGM,SecondChanceCorner3FGA,PenaltyArc3FGM,HeaveAttempts,Arc3Assists,Technical Free Throw Trips,BlockedLongMidRange,LongMidRangePctBlocked,OffCorner3ReboundPct,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
1887,1610612750,Wally Szczerbiak,Wally Szczerbiak,1887,MIN,1285.0,21,-9,38,41,19,21,2.0,79,1.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,2.0,4,39,1.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,19,1.0,1.0,0.3333333333333333,0.5,0.16666666666666666,0.5,0.2857142857142857,0.6666666666666666,0.5,17.5,0.2,0.10526315789473684,0.4,0.16666666666666666,0.3333333333333333,0.5,0.5,1.0,0.5,0.5,0.6666666666666666,0.5222416666666666,0.54535,1.0,12.466666666666667,25.833333333333332,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2058,1610612750,Mark Madsen,Mark Madsen,2058,MIN,609.0,10,-7,18,17,4,8,3.0,35,2.0,,,,,2.0,3.0,,,4,21,,,,,2.0,,,,2.0,,,,,,4,0.5,1.0,0.6666666666666666,,0.6666666666666666,,0.6666666666666666,,,14.285714285714286,,,,0.6666666666666666,,,,,,,0.6666666666666666,0.515,,,4.433333333333334,,0.2222222222222222,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.16666666666666666,0.25,0.2,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.3333333333333333,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,1610612750,Darrick Martin,Darrick Martin,239,MIN,805.0,13,-10,26,28,15,20,2.0,54,,,,,2.0,,,2.0,2.0,2,28,,,2.0,2.0,,2.0,,,,,,2.0,,2.0,15,,,,,,,0.3333333333333333,0.5,1.0,10.714285714285714,,,,,,,,,1.0,,1.0,0.48465,0.41805,1.0,,24.65,0.5769230769230769,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,0.55125,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,1610612750,Fred Hoiberg,Fred Hoiberg,697,MIN,1400.0,23,-14,42,46,18,20,4.0,88,1.0,,1.0,1.0,,1.0,2.0,2.0,,5,50,,,,3.0,2.0,,2.0,4.0,4.0,,,,,3.0,18,1.0,1.0,0.5,,0.625,1.5,0.625,1.5,0.5,8.695652173913043,0.2857142857142857,0.26666666666666666,0.2,0.25,0.25,1.0,1.0,1.0,,,0.75,0.5144125,0.49605,0.6,8.95,23.95,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0.25,0.5,0.16666666666666666,0.5,0.5,0.5,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,1610612750,Oliver Miller,Oliver Miller,932,MIN,1851.0,31,-14,57,60,27,32,4.0,117,2.0,1.0,,1.0,,1.0,4.0,,1.0,3,65,,2.0,1.0,1.0,2.0,,3.0,5.0,5.0,7.0,13.0,2.0,,1.0,27,1.0,1.0,0.25,,0.25,,0.3,0.16666666666666666,,13.114754098360656,0.23076923076923078,0.18181818181818182,0.2857142857142857,0.5,0.25,,,,,0.5,0.5,0.451075,0.48555000000000004,0.3333333333333333,7.824999999999999,,0.47368421052631576,1.0,,,1.0,,,,,,,,,,,,,,,,,0.5,1.0,1.0,0.25,,,,,,,,1.0,1.0,,1.0,2.0,,,1.0,,,,0.2,0.2,,,,,,,,1.0,1.0,,,,,,0.25,0.5,0.1111111111111111,,0.14285714285714285,,,,,,,,1.0,1.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,0.2,0.5,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,1610612750,Latrell Sprewell,Latrell Sprewell,84,MIN,1457.0,24,-9,44,45,19,23,2.0,89,,,1.0,4.0,3.0,2.0,5.0,3.0,2.0,6,53,1.0,3.0,2.0,4.0,4.0,3.0,,1.0,1.0,,,2.0,1.0,4.0,19,1.0,1.0,0.4,0.3333333333333333,0.25,0.25,0.3333333333333333,0.4,0.375,19.565217391304348,,0.05555555555555555,,,0.5,0.25,0.25,1.0,0.375,,0.375,0.41776250000000004,0.3512375,0.6666666666666666,17.78,27.96666666666667,0.4318181818181818,,,,1.0,,,2.0,,,,,,,,1.0,,,,,,,,,0.125,,,0.3333333333333333,,1.0,,1.0,4.0,4.0,1.0,1.0,8.0,1.0,,,,0.25,,,,,,,,,,,,1.0,1.0,,,,,,,0.125,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,1610612750,Kevin Garnett,Kevin Garnett,708,MIN,1222.0,20,-4,38,42,22,23,1.0,80,,,1.0,3.0,1.0,4.0,12.0,1.0,5.0,16,41,2.0,5.0,3.0,7.0,6.0,1.0,1.0,5.0,6.0,1.0,1.0,7.0,1.0,7.0,22,0.75,0.75,0.3333333333333333,0.4,0.4230769230769231,0.4,0.5,0.5,0.07692307692307693,46.15384615384615,0.1111111111111111,0.125,,,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,0.07692307692307693,,0.07692307692307693,0.38465,0.37916,0.4375,10.933333333333332,25.5,0.5789473684210527,,,,9.0,,,,2.0,,,1.0,1.0,,,,0.07142857142857142,,0.05555555555555555,,,,,,0.6923076923076923,,,,,,,,1.0,1.0,,1.0,2.0,,,3.0,,,,0.2,0.21428571428571427,,,,,1.0,,,,1.0,,,1.0,,1.0,,,0.14285714285714285,,0.16666666666666666,,,,,,,,3.0,,1.0,2.0,1.0,,,,,,,,,0.75,0.5,,3.0,,,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.5,0.16666666666666666,1.0,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,1610612750,Sam Cassell,Sam Cassell,208,MIN,329.0,5,3,11,11,4,4,,22,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,7,15,,,2.0,2.0,2.0,1.0,,,,,,2.0,1.0,2.0,4,1.0,1.0,1.0,,1.25,,1.1666666666666667,1.0,0.5,27.272727272727273,,,,,0.5,1.0,1.0,1.0,0.5,,0.5,0.457425,,0.2857142857142857,20.3,25.9,0.36363636363636365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,2.0,7.0,,,,,,,,,,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,1610612750,Gary Trent,Gary Trent,718,MIN,237.0,4,-8,8,8,4,7,2.0,16,,,,1.0,,1.0,3.0,,,2,11,,1.0,,,,,,1.0,1.0,,,,,,4,,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,30.0,,,,,0.3333333333333333,,,,,,,0.36273333333333335,0.3635,,9.566666666666666,,0.5,,,,2.0,1.0,1.0,2.0,2.0,,,,,1.0,1.0,1.0,,,,,,,,,0.6666666666666666,,,1.0,,,,,,,,,,,,,,,0.3773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,1.0,,,0.5,0.5,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2239,1610612750,Trenton Hassell,Trenton Hassell,2239,MIN,60.0,1,2,3,2,3,2,,5,,,1.0,1.0,,1.0,1.0,,,2,2,1.0,1.0,,2.0,2.0,,,,,,,,,2.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,33.333333333333336,,,,,1.0,1.0,1.0,1.0,,,,0.427,0.427,1.0,21.6,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
