EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTDefRebounds,DefFTReboundPct,BadPassOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,BlockedLongMidRange,ShortMidRangePctBlocked,PtsUnassisted3s,FTOffRebounds,LostBallTurnovers,Travels,Defensive 3 Seconds Violations,OffFTReboundPct,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,HeaveAttempts,SelfOReb,StepOutOfBoundsTurnovers,OffensiveGoaltends,SelfORebPct,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceAtRimPctAssisted,on,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3SecondViolations,LongMidRangePctBlocked,Arc3PctBlocked,DefensiveGoaltends
1506,1610612754,Austin Croshere,Austin Croshere,1506,IND,12833.0,214,24,377,367,128,142,54,744,8.0,19.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,10.0,1.0,8.0,1.0,3.0,7.0,16.0,1.0,2.0,3.0,6.0,11.0,31,8.0,24.0,17.0,63.0,353,3.0,9.0,1.0,2.0,1.0,10.0,4.0,5,4.0,9.0,7.0,27.0,12.0,10.0,24.0,6.0,16.0,7.0,7.0,7.0,5.0,12.0,4.0,1.0,3.0,2.0,2.0,29.0,4.0,9.0,3.0,24.0,27.0,13.0,40.0,4.0,3.0,1.0,3.0,3.0,3.0,2.0,6.0,1.0,2.0,8.0,17,1.0,1.0,21.0,1.0,10.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,27.0,128,4.0,0.5454545454545454,0.75,1.0,0.3333333333333333,0.5,0.4444444444444444,0.3333333333333333,0.3548387096774194,0.3333333333333333,0.8,0.41818181818181815,0.4090909090909091,0.7142857142857143,0.47692307692307695,0.4166666666666667,0.7222222222222222,0.43636363636363634,0.22580645161290322,0.3684210526315789,16.099773242630384,0.5,0.1643835616438356,0.06870229007633588,0.09090909090909091,0.07017543859649122,0.15083798882681565,0.06914893617021277,0.034482758620689655,0.06060606060606061,0.125,0.08108108108108109,0.05,0.14285714285714285,0.21951219512195122,0.14285714285714285,0.07692307692307693,0.14285714285714285,0.6666666666666666,0.34545454545454546,0.42105263157894735,0.6666666666666666,0.5,0.03636363636363636,0.5,0.5,1.0,0.18181818181818182,0.2,0.2,0.5,0.14545454545454545,0.125,0.125,1.0,0.2909090909090909,0.4375,0.4375,1.0,0.5454545454545454,0.3333333333333333,0.18181818181818182,0.5,1.0,0.14285714285714285,1.0,0.21428571428571427,0.3333333333333333,0.42857142857142855,0.5,0.7818181818181819,0.4375,0.49100363636363636,0.5113555555555556,0.4251142857142857,0.15384615384615385,0.24390243902439024,0.15873015873015872,0.42857142857142855,7.196774193548385,25.08333333333334,0.3395225464190981,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1513,1610612754,Scot Pollard,Scot Pollard,1513,IND,733.0,12,-6,26,24,19,12,4,50,,,,,,,,,,2.0,,,,,,,,,,,,2,,,2.0,2.0,29,,,,,1.0,1.0,,2,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,2.0,3.0,1.0,4.0,1.0,1.0,,,,,,,,,1.0,2,,,4.0,,2.0,,,,,,,,1.0,19,1.0,,,,,,,,,,,,,,0.25,0.5,0.16666666666666666,,,,13.793103448275863,,0.2857142857142857,0.125,,,0.25,0.1,,0.5,,,,,,0.3333333333333333,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.3646,,0.3646,0.5,0.5,0.5,0.5,16.7,,0.7307692307692307,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1533,1610612754,Anthony Johnson,Anthony Johnson,1533,IND,7936.0,132,30,227,225,76,94,36,452,3.0,8.0,,1.0,2.0,2.0,3.0,6.0,4.0,10.0,1.0,2.0,1.0,1.0,,6.0,,,,1.0,10.0,24,1.0,8.0,4.0,27.0,199,,2.0,,,,,4.0,9,1.0,2.0,2.0,13.0,10.0,10.0,3.0,,6.0,,2.0,8.0,7.0,15.0,3.0,4.0,5.0,2.0,1.0,37.0,1.0,3.0,2.0,8.0,11.0,4.0,15.0,4.0,1.0,3.0,1.0,1.0,3.0,,4.0,1.0,,3.0,11,1.0,2.0,8.0,1.0,2.0,1.0,,,,,1.0,,13.0,76,3.0,0.5,0.5,1.0,0.125,,0.5,0.125,0.4166666666666667,,0.4444444444444444,0.359375,,0.5,0.38571428571428573,,0.5,0.25,0.08333333333333333,0.125,14.606741573033709,0.25,0.08888888888888889,0.0375,0.1,0.03125,0.09090909090909091,0.03571428571428571,,,0.09375,0.045454545454545456,,0.08571428571428572,0.05,0.11428571428571428,0.125,,,0.25,0.375,0.42857142857142855,0.3333333333333333,0.1875,0.5,0.6,0.6666666666666666,0.3125,0.4,0.4,0.5,0.0625,0.5,0.5,1.0,0.1875,,,,0.5,,,,,0.18181818181818182,1.0,0.09090909090909091,1.0,0.09090909090909091,,0.5,,0.45745625000000006,0.4417,0.40961363636363635,0.06060606060606061,0.08,,0.48148148148148145,9.862499999999999,24.75,0.33480176211453744,1.0,0.08333333333333333,1.0,1.0,2.0,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,True,,,,,,,
1886,1610612754,Jonathan Bender,Jonathan Bender,1886,IND,4634.0,77,12,144,138,56,52,25,282,4.0,6.0,2.0,2.0,1.0,2.0,2.0,7.0,1.0,3.0,1.0,3.0,,2.0,3.0,6.0,,,1.0,2.0,7.0,16,4.0,9.0,5.0,31.0,132,2.0,3.0,,,3.0,7.0,2.0,4,1.0,4.0,3.0,10.0,4.0,10.0,9.0,2.0,6.0,3.0,3.0,,1.0,1.0,,1.0,,,,3.0,1.0,3.0,1.0,7.0,8.0,5.0,13.0,1.0,,1.0,3.0,,4.0,,7.0,,4.0,2.0,4,,2.0,7.0,,3.0,7.0,,,6.0,1.0,7.0,6.0,10.0,56,,0.2857142857142857,0.3333333333333333,0.75,0.4444444444444444,,0.25,0.4444444444444444,0.4375,0.6666666666666666,0.5,0.52,0.6666666666666666,0.4375,0.5535714285714286,0.7,0.5,0.36,0.1875,0.3333333333333333,20.114942528735632,0.42857142857142855,0.12962962962962962,0.06,0.1111111111111111,0.05,0.12698412698412698,0.05714285714285714,0.05555555555555555,0.06666666666666667,0.058823529411764705,0.07142857142857142,,0.037037037037037035,0.125,0.2631578947368421,0.14285714285714285,,0.8571428571428571,0.24,0.6666666666666666,1.0,0.5,0.28,0.2857142857142857,0.3333333333333333,,0.12,0.3333333333333333,0.3333333333333333,,0.12,0.3333333333333333,0.3333333333333333,1.0,0.24,0.5,0.5,0.6666666666666666,0.6666666666666666,1.0,,,,0.25,0.5,0.25,,0.25,0.5,0.6,0.5,0.46792399999999995,0.43645,0.49926874999999993,0.1111111111111111,0.16666666666666666,0.22580645161290322,0.3225806451612903,8.575,24.811111111111114,0.3888888888888889,,,1.0,1.0,1.0,,0.14285714285714285,3.0,1.0,3.0,1.0,1.0,0.125,,,,,,,,,,,,True,,,,,,,
2410,1610612754,Fred Jones,Fred Jones,2410,IND,6323.0,105,18,181,176,54,59,31,357,3.0,4.0,,,1.0,1.0,,1.0,4.0,9.0,1.0,3.0,1.0,1.0,5.0,6.0,2.0,3.0,2.0,2.0,7.0,14,6.0,9.0,,32.0,161,,,2.0,3.0,,6.0,1.0,2,3.0,3.0,,11.0,2.0,12.0,9.0,,6.0,5.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,,,10.0,1.0,,4.0,7.0,11.0,1.0,12.0,1.0,1.0,,1.0,1.0,3.0,,4.0,1.0,,8.0,17,1.0,2.0,,,,2.0,,,,,2.0,2.0,11.0,54,2.0,0.14285714285714285,0.14285714285714285,0.5,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.5,,0.5,0.6956521739130435,1.0,1.1,0.6956521739130435,1.0,1.1,0.391304347826087,0.07142857142857142,0.25,12.38532110091743,0.25,0.09859154929577464,,0.2222222222222222,0.037037037037037035,0.12359550561797752,0.010101010101010102,,,,0.05263157894736842,,0.06666666666666667,0.1875,0.08,0.2,0.3333333333333333,1.0,0.17391304347826086,0.75,1.0,0.3333333333333333,0.043478260869565216,,,,0.391304347826087,0.4444444444444444,0.4444444444444444,,0.13043478260869565,0.3333333333333333,0.5,1.0,0.2608695652173913,0.8333333333333334,0.8333333333333334,0.4,,,1.0,0.6666666666666666,,0.2,1.0,0.2,1.0,0.4,1.0,0.5652173913043478,0.8333333333333334,0.481641304347826,0.53205,0.52792,,,0.1875,0.34375,12.778571428571427,24.722222222222218,0.2983425414364641,,,1.0,,,2.0,,9.0,,,,,,1.0,0.1111111111111111,0.3333333333333333,,,,,,,,,True,,,,,,,
72,1610612754,Kenny Anderson,Kenny Anderson,72,IND,922.0,15,-14,30,30,22,12,2,60,,1.0,,,,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,2.0,5,,,,4.0,31,,,,,,,2.0,4,,,,4.0,,4.0,,,,,2.0,1.0,,1.0,,,,1.0,,2.0,,,1.0,,1.0,,1.0,1.0,1.0,,5.0,4.0,,,5.0,,4.0,,2,,,,,,,,,,,,,4.0,22,1.0,,,,,,,,0.4,,0.5,0.4,,0.5,0.4,,0.5,,0.4,1.0,31.25,1.0,,,1.0,,0.058823529411764705,,,,,,,,,,1.0,,,0.2,,,,0.6,0.3333333333333333,0.5,,0.2,1.0,1.0,,,,,,,,,,,,,,,0.25,,,,,,0.2,,0.44117999999999996,,0.45135,,,,1.0,8.42,,0.7333333333333333,,,,,,,0.3333333333333333,,,1.0,,,,,,,,,,,,,,,True,,,,,,,
1733,1610612754,Al Harrington,Al Harrington,1733,IND,5395.0,90,17,152,149,49,37,21,301,14.0,25.0,4.0,8.0,3.0,5.0,1.0,6.0,,3.0,,,,,,1.0,,,,1.0,15.0,34,,1.0,5.0,35.0,117,4.0,8.0,,,2.0,10.0,3.0,6,,1.0,2.0,8.0,10.0,20.0,,6.0,,,3.0,3.0,1.0,4.0,1.0,,1.0,2.0,,9.0,2.0,9.0,1.0,14.0,19.0,11.0,30.0,5.0,3.0,2.0,2.0,,4.0,,6.0,1.0,1.0,5.0,14,1.0,2.0,10.0,,4.0,1.0,,,1.0,,1.0,1.0,8.0,49,,0.3333333333333333,0.4166666666666667,,,,,,0.4411764705882353,0.5,0.5,0.42857142857142855,0.5,0.42857142857142855,0.4375,0.45454545454545453,0.4444444444444444,0.02857142857142857,0.08823529411764706,0.12,25.69832402234637,0.3333333333333333,0.208955223880597,0.14754098360655737,0.06666666666666667,0.09090909090909091,0.18292682926829268,0.13253012048192772,0.3,0.05,0.09523809523809523,,0.2222222222222222,0.3,0.0625,0.19047619047619047,,0.3333333333333333,1.0,0.7142857142857143,0.56,0.6363636363636364,0.2857142857142857,0.17142857142857143,0.16666666666666666,0.16666666666666666,1.0,0.08571428571428572,,,,,,,,0.02857142857142857,,,,1.0,0.5,,,,0.7142857142857143,0.6,,,0.14285714285714285,,0.7428571428571429,,0.5164294117647058,0.5150714285714286,0.5099833333333333,0.10256410256410256,0.10526315789473684,0.2857142857142857,0.22857142857142856,4.223529411764706,42.8,0.3223684210526316,4.0,0.5714285714285714,,,1.0,,,,,2.0,,,,,,,1.0,2.0,1.0,1.0,0.125,,,,True,,,,,,,
1897,1610612754,Metta World Peace,Metta World Peace,1897,IND,8399.0,140,24,240,235,82,89,30,475,6.0,15.0,1.0,2.0,1.0,4.0,5.0,11.0,5.0,14.0,3.0,7.0,,2.0,4.0,11.0,,,1.0,1.0,16.0,40,7.0,18.0,12.0,65.0,225,2.0,3.0,,,6.0,10.0,5.0,16,1.0,3.0,9.0,22.0,6.0,26.0,18.0,2.0,11.0,4.0,2.0,5.0,5.0,10.0,2.0,3.0,1.0,,4.0,25.0,1.0,6.0,5.0,17.0,25.0,7.0,32.0,4.0,4.0,,6.0,1.0,6.0,,12.0,3.0,3.0,2.0,12,2.0,4.0,18.0,,5.0,1.0,,,,1.0,1.0,,22.0,82,2.0,0.1875,0.2,0.8571428571428571,0.3888888888888889,,0.3333333333333333,0.3888888888888889,0.4,0.6666666666666666,0.3125,0.45689655172413796,0.6666666666666666,0.34210526315789475,0.48507462686567165,0.7142857142857143,0.44,0.3103448275862069,0.05,0.13333333333333333,28.727272727272727,0.5,0.18478260869565216,0.0759493670886076,0.22727272727272727,0.02857142857142857,0.19298245614035087,0.06140350877192982,0.11904761904761904,,0.041666666666666664,,0.08333333333333333,0.23529411764705882,0.15625,0.15384615384615385,0.2222222222222222,0.25,,0.25862068965517243,0.4,0.46153846153846156,0.3333333333333333,0.1896551724137931,0.45454545454545453,0.45454545454545453,,0.2413793103448276,0.35714285714285715,0.35714285714285715,0.2,0.1206896551724138,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.1896551724137931,0.36363636363636365,0.36363636363636365,1.0,0.6666666666666666,0.5,,,,0.21052631578947367,0.25,0.10526315789473684,,0.05263157894736842,1.0,0.5689655172413793,0.36363636363636365,0.4609681034482758,0.4446666666666667,0.43494210526315785,0.07936507936507936,0.1111111111111111,0.15384615384615385,0.3384615384615385,9.370000000000001,24.755555555555556,0.3416666666666667,3.0,0.2727272727272727,1.0,,4.0,,,3.0,,5.0,1.0,1.0,,,,,,4.0,,,0.12121212121212122,,,,True,,,,,,,
397,1610612754,Reggie Miller,Reggie Miller,397,IND,5469.0,91,12,166,158,48,69,20,324,1.0,2.0,,,,1.0,1.0,3.0,4.0,4.0,4.0,6.0,1.0,2.0,,6.0,,1.0,,3.0,6.0,9,4.0,12.0,4.0,28.0,161,,,,2.0,,,1.0,2,1.0,5.0,3.0,8.0,10.0,2.0,12.0,,6.0,,2.0,7.0,1.0,8.0,1.0,,6.0,1.0,,17.0,,2.0,1.0,5.0,7.0,2.0,9.0,3.0,3.0,,,,4.0,,4.0,,3.0,2.0,8,,2.0,5.0,1.0,,1.0,,,,1.0,1.0,1.0,8.0,48,,0.8333333333333334,0.8333333333333334,1.0,0.3333333333333333,,0.2,0.3333333333333333,0.6666666666666666,,0.5,0.5714285714285714,,0.35714285714285715,0.5869565217391305,,0.4444444444444444,0.5714285714285714,0.2222222222222222,0.5,14.210526315789474,,0.07936507936507936,0.0392156862745098,0.07142857142857142,,0.07792207792207792,0.025,0.06896551724137931,,,,,0.05,,0.18181818181818182,0.1,,1.0,0.09523809523809523,0.5,1.0,1.0,0.14285714285714285,0.3333333333333333,0.5,1.0,0.19047619047619047,1.0,1.0,0.75,0.2857142857142857,0.6666666666666666,0.6666666666666666,1.0,0.2857142857142857,,,,,,0.5,,,0.14285714285714285,,0.2857142857142857,0.5,0.42857142857142855,,0.6666666666666666,,0.47644761904761906,0.585,0.44444285714285714,,,,0.2857142857142857,12.777777777777779,24.46666666666667,0.2891566265060241,1.0,0.16666666666666666,1.0,,2.0,,0.3333333333333333,,,,,,,,,,,,1.0,,,1.0,0.5,,True,,,,,,,
979,1610612754,Jermaine O'Neal,Jermaine O'Neal,979,IND,6859.0,114,2,197,194,59,90,29,391,12.0,19.0,6.0,7.0,2.0,3.0,5.0,12.0,6.0,12.0,,1.0,,,,,,,,,23.0,43,,1.0,17.0,63.0,203,6.0,7.0,,1.0,1.0,13.0,2.0,6,,,13.0,17.0,30.0,16.0,,10.0,,,5.0,3.0,1.0,4.0,1.0,,3.0,,,9.0,3.0,6.0,4.0,15.0,21.0,9.0,30.0,1.0,1.0,,6.0,1.0,2.0,,8.0,1.0,4.0,7.0,13,,1.0,21.0,,7.0,7.0,,,6.0,1.0,7.0,4.0,17.0,59,3.0,0.6521739130434783,0.8333333333333334,,,,,,0.5348837209302325,0.8571428571428571,0.3333333333333333,0.5227272727272727,0.75,0.3333333333333333,0.5943396226415094,0.7222222222222222,0.6538461538461539,0.022727272727272728,0.11627906976744186,0.2631578947368421,26.406926406926406,0.75,0.19480519480519481,0.08955223880597014,0.2,0.09090909090909091,0.1958762886597938,0.09,0.1388888888888889,0.07142857142857142,,0.13043478260869565,,0.16,0.2222222222222222,0.2,0.26666666666666666,,0.5714285714285714,0.4318181818181818,0.631578947368421,0.8571428571428571,0.5833333333333334,0.2727272727272727,0.4166666666666667,0.4166666666666667,0.6,0.2727272727272727,0.5,0.5,0.8333333333333334,0.022727272727272728,,,,,,,,0.875,0.8571428571428571,,,,0.5,0.6666666666666666,,,,,0.45454545454545453,,0.463521590909091,0.5884916666666666,0.46940000000000004,0.14583333333333334,0.14893617021276595,0.20634920634920634,0.2698412698412698,7.7372093023255815,22.5,0.29949238578680204,2.0,0.4,,3.0,5.0,,,,,5.0,1.0,1.0,,,,,,1.0,,,0.0625,1.0,0.125,0.16666666666666666,True,,,,,,,
