EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,ShootingFouls,Fouls,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG3A,FtPoints,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3A,PenaltyFtPoints,PtsUnassisted2s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,FTOffRebounds,DefThreePtRebounds,FTDefRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedLongMidRange,BlockedShortMidRange,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,HeaveMakes,NonHeaveArc3FGM,StepOutOfBoundsTurnovers,Technical Free Throw Trips,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LongMidRangePctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Clear Path Fouls,Fg3aBlocked,Blocked3s,BlockedArc3,BlockedCorner3,FG3APctBlocked,Corner3PctBlocked,3SecondViolations,Defensive 3 Seconds Violations,on
1032,1610612765,Darvin Ham,Darvin Ham,1032,DET,899.0,15,-2.0,29,34,26,22,1.0,63,1.0,2.0,1.0,1.0,1.0,1.0,2,2.0,29,1.0,1.0,1,2.0,2.0,2.0,1.0,1,2.0,3,1.0,1.0,3.0,1.0,1.0,1.0,2.0,26,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,6.25,0.06666666666666667,0.2857142857142857,0.05263157894736842,0.2222222222222222,0.6666666666666666,0.1111111111111111,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.6587000000000001,0.5916,0.7258,1.0,0.55,0.896551724137931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1112,1610612765,Ben Wallace,Ben Wallace,1112,DET,41901.0,698,161.0,1248,1250,421,360,170.0,2498,58.0,100.0,31.0,21.0,34.0,72.0,151,179.0,1134,36.0,24.0,46,64.0,96.0,53.0,119.0,171,66.0,237,7.0,24.0,45.0,41.0,30.0,41.0,64.0,421,5.0,0.6666666666666666,0.8135593220338984,0.4768211920529801,0.5217391304347826,0.47058823529411764,0.5106382978723404,0.4710526315789474,0.49230769230769234,15.020576131687243,0.24740124740124741,0.1079429735234216,0.23943661971830985,0.10416666666666667,0.13815789473684212,0.21686746987951808,0.109375,0.6535947712418301,0.58,0.651685393258427,0.6379310344827587,0.8611111111111112,0.723404255319149,0.6176470588235294,0.6666666666666666,0.509494407894737,0.52810625,0.5273978260869563,0.3575418994413408,4.3827814569536425,0.3373397435897436,18.0,5.0,23.0,9.0,28.0,2.0,1.0,2.0,35.0,19.0,9.0,47.0,1.0,16.0,48.0,26.0,1.0,1.0,15.0,28.0,6.0,34.0,2.0,4.0,18.0,4.0,6.0,74.0,12.0,1.0,34.0,18.0,31.0,23.0,8.0,14.0,2.0,8.0,15.0,5.0,6.0,2.0,29.0,3.0,11.0,6.0,3.0,80.0,5.0,31.0,11.0,4.0,7.0,28.0,2.0,2.0,0.5277777777777778,0.5277777777777778,0.47959183673469385,0.013071895424836602,0.09933774834437085,0.11,0.17391304347826086,0.4827586206896552,0.375,0.021739130434782608,0.21518987341772153,0.09022556390977443,0.09285714285714286,0.09547738693467336,0.0891089108910891,0.09375,0.20707070707070707,0.358974358974359,0.19811320754716982,0.25,0.6829268292682927,0.1503267973856209,0.21739130434782608,0.2631578947368421,0.6,0.1830065359477124,0.32142857142857145,0.32142857142857145,0.8888888888888888,0.013071895424836602,0.5806451612903226,0.16666666666666666,0.02127659574468085,0.17318435754189945,0.1751412429378531,0.26256983240223464,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1497,1610612765,Chauncey Billups,Chauncey Billups,1497,DET,42904.0,715,110.0,1285,1285,420,346,165.0,2570,34.0,72.0,7.0,10.0,27.0,68.0,162,328.0,1209,9.0,19.0,49,123.0,38.0,10.0,26.0,43,10.0,53,3.0,18.0,45.0,1.0,,1.0,123.0,420,6.0,0.27941176470588236,0.2835820895522388,0.41975308641975306,0.3877551020408163,0.46169354838709675,0.43333333333333335,0.5436241610738255,0.5754716981132075,23.154362416107382,0.05394190871369295,0.019880715705765408,0.06356589147286822,0.015527950310559006,0.04242424242424243,0.06976744186046512,0.022388059701492536,0.2903225806451613,0.4722222222222222,0.53125,0.2647058823529412,0.3181818181818182,0.36,0.37037037037037035,0.6370967741935484,0.4913680161943319,0.5312789473684211,0.4819331081081081,0.375,8.860493827160495,0.32684824902723736,2.0,10.0,27.0,24.0,63.0,71.0,23.0,86.0,99.0,2.0,7.0,20.0,26.0,58.0,98.0,2.0,1.0,69.0,11.0,96.0,16.0,112.0,7.0,9.0,38.0,20.0,38.0,240.0,,,15.0,2.0,28.0,16.0,12.0,31.0,6.0,16.0,17.0,2.0,15.0,1.0,48.0,4.0,14.0,3.0,3.0,109.0,5.0,32.0,23.0,1.0,,1.0,,,0.2222222222222222,0.29545454545454547,0.38,0.3467741935483871,0.06790123456790123,0.1111111111111111,0.07407407407407407,0.6458333333333334,0.04081632653061224,,0.09202453987730061,,0.014285714285714285,0.005050505050505051,,,0.061855670103092786,0.017241379310344827,0.09259259259259259,0.09090909090909091,1.0,0.10887096774193548,0.37037037037037035,0.4,0.4,0.2540322580645161,0.38095238095238093,0.3870967741935484,0.25,0.2862903225806452,0.2857142857142857,,0.30666666666666664,0.11636363636363636,0.1693121693121693,0.06097560975609756,25.752325581395347,8.0,15.0,1.0,2.0,1.0,3.0,23.0,2.0,11.0,8.0,31.0,3.0,13.0,9.0,60.0,33.0,1.0,22.0,1.0,4.0,0.6451612903225806,0.36046511627906974,0.23076923076923078,0.34615384615384615,0.35294117647058826,0.015873015873015872,0.06048387096774194,0.5333333333333333,0.5333333333333333,0.875,0.323943661971831,0.323943661971831,0.5652173913043478,0.09090909090909091,0.5,1.0,0.5,0.18181818181818182,1.0,0.04,0.3333333333333333,0.34782608695652173,0.3188405797101449,,,,,,,,,,True
1888,1610612765,Richard Hamilton,Richard Hamilton,1888,DET,42206.0,703,156.0,1258,1258,412,347,167.0,2516,44.0,74.0,11.0,16.0,22.0,119.0,260,351.0,1153,30.0,32.0,66,132.0,142.0,17.0,48.0,64,22.0,86,7.0,15.0,54.0,1.0,,1.0,132.0,412,7.0,0.5966386554621849,0.6173913043478261,0.4576923076923077,0.48484848484848486,0.4652777777777778,0.5256410256410257,0.5242424242424243,0.6201923076923077,26.01235415236788,0.09876543209876543,0.034764826175869123,0.09345794392523364,0.03565640194489465,0.03355704697986577,0.1301775147928994,0.04929577464788732,0.2569444444444444,0.5945945945945946,0.6666666666666666,0.6363636363636364,0.34375,0.28205128205128205,0.7272727272727273,0.3541666666666667,0.4556648601398601,0.4819021739130434,0.45480263157894724,0.37606837606837606,10.298461538461538,0.3275039745627981,7.0,33.0,72.0,42.0,114.0,14.0,4.0,28.0,83.0,14.0,4.0,38.0,12.0,50.0,96.0,8.0,1.0,13.0,15.0,62.0,15.0,77.0,10.0,5.0,42.0,6.0,14.0,169.0,5.0,,12.0,4.0,20.0,9.0,11.0,31.0,4.0,16.0,18.0,2.0,15.0,3.0,49.0,4.0,18.0,1.0,9.0,97.0,7.0,28.0,21.0,,1.0,1.0,,,0.4666666666666667,0.53125,0.5588235294117647,0.09722222222222222,0.057692307692307696,0.10810810810810811,0.06944444444444445,0.6326530612244898,0.08333333333333333,,0.07692307692307693,0.0390625,0.041379310344827586,0.03076923076923077,0.030612244897959183,0.06666666666666667,0.09045226130653267,0.06779661016949153,0.08571428571428572,0.058823529411764705,1.0,0.25,0.4583333333333333,0.4925373134328358,0.5757575757575758,0.3958333333333333,0.3684210526315789,0.375,0.5714285714285714,0.04861111111111111,0.6363636363636364,0.2857142857142857,0.05128205128205128,0.09061488673139159,0.099644128113879,0.10826210826210826,25.882142857142856,9.0,14.0,1.0,1.0,5.0,8.0,1.0,1.0,1.0,1.0,10.0,2.0,2.0,6.0,27.0,3.0,,1.0,,6.0,0.9,0.35714285714285715,1.0,0.5,0.37037037037037035,0.017543859649122806,0.04861111111111111,0.6428571428571429,0.6428571428571429,0.8888888888888888,0.07142857142857142,0.07142857142857142,1.0,0.03125,1.0,,0.03125,1.0,1.0,0.10256410256410256,0.625,0.25,0.07692307692307693,1.0,,,,,,,,,True
2419,1610612765,Tayshaun Prince,Tayshaun Prince,2419,DET,48016.0,800,127.0,1442,1446,518,435,188.0,2888,50.0,73.0,21.0,16.0,26.0,74.0,163,228.0,1342,30.0,23.0,56,91.0,90.0,32.0,55.0,96,41.0,137,6.0,31.0,61.0,29.0,24.0,31.0,91.0,518,8.0,0.6081081081081081,0.6818181818181818,0.4539877300613497,0.4107142857142857,0.4410377358490566,0.4266666666666667,0.47890295358649787,0.4945054945054945,15.292712066905617,0.10223048327137546,0.0570409982174688,0.1070931849791377,0.055710306406685235,0.06111111111111111,0.12690355329949238,0.056074766355140186,0.3443396226415094,0.684931506849315,0.7692307692307693,0.58,0.5384615384615384,0.3466666666666667,0.6153846153846154,0.5754716981132075,0.494913679245283,0.5337220588235294,0.5012586666666666,0.3991228070175439,7.7079754601227,0.3592233009708738,13.0,7.0,37.0,17.0,53.0,27.0,7.0,49.0,41.0,15.0,2.0,38.0,19.0,27.0,58.0,16.0,,27.0,16.0,40.0,13.0,53.0,6.0,7.0,21.0,8.0,11.0,119.0,8.0,1.0,22.0,19.0,25.0,16.0,9.0,11.0,5.0,6.0,8.0,1.0,5.0,,19.0,1.0,5.0,4.0,2.0,55.0,4.0,24.0,5.0,,5.0,21.0,,,0.5,0.46153846153846156,0.4634146341463415,0.23113207547169812,0.09815950920245399,0.1095890410958904,0.13513513513513514,0.5789473684210527,0.3333333333333333,0.018867924528301886,0.12154696132596685,0.050955414012738856,0.043209876543209874,0.0639269406392694,0.05,0.05405405405405406,0.09259259259259259,0.08,0.14049586776859505,0.08333333333333333,0.6774193548387096,0.17452830188679244,0.1891891891891892,0.21875,0.42857142857142855,0.25,0.32075471698113206,0.34,0.7647058823529411,0.12735849056603774,0.6190476190476191,0.15384615384615385,0.09333333333333334,0.10344827586206896,0.13114754098360656,0.16666666666666666,24.506122448979593,6.0,22.0,1.0,3.0,4.0,12.0,7.0,1.0,6.0,2.0,13.0,2.0,9.0,6.0,36.0,3.0,,7.0,,1.0,0.9230769230769231,0.2653061224489796,0.2222222222222222,0.3157894736842105,0.2653061224489796,0.05660377358490566,0.10377358490566038,0.2727272727272727,0.3,1.0,0.25925925925925924,0.25925925925925924,0.8571428571428571,0.07692307692307693,0.3333333333333333,1.0,0.15384615384615385,0.16666666666666666,1.0,0.16,0.3333333333333333,0.2857142857142857,0.25925925925925924,,2.0,2.0,1.0,1.0,0.04081632653061224,0.09090909090909091,,,True
283,1610612765,Lindsey Hunter,Lindsey Hunter,283,DET,6734.0,112,-23.0,213,220,127,98,26.0,433,1.0,2.0,,,1.0,4.0,12,13.0,215,1.0,2.0,6,6.0,6.0,2.0,9.0,11,3.0,14,,4.0,14.0,1.0,1.0,1.0,6.0,127,4.0,0.75,0.75,0.3333333333333333,0.3333333333333333,0.2619047619047619,0.25,0.29545454545454547,0.3333333333333333,10.8,0.13432835820895522,0.023529411764705882,0.11578947368421053,0.02586206896551724,,0.1111111111111111,,0.09523809523809523,0.5,0.5,,,0.125,,0.5238095238095238,0.42868809523809515,0.4780333333333333,0.37525,0.46153846153846156,14.175000000000002,0.596244131455399,,,3.0,3.0,7.0,6.0,1.0,9.0,2.0,1.0,,2.0,2.0,2.0,2.0,,,6.0,1.0,7.0,1.0,8.0,1.0,,3.0,2.0,2.0,17.0,1.0,,2.0,,4.0,1.0,3.0,4.0,1.0,4.0,1.0,,,,5.0,1.0,3.0,,,2.0,,,1.0,,,1.0,,,1.0,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.08333333333333333,,0.3333333333333333,0.8,,,0.07142857142857142,0.03225806451612903,0.04,0.037037037037037035,0.041666666666666664,,0.17391304347826086,0.125,0.05555555555555555,0.1,1.0,0.14285714285714285,,,,0.3333333333333333,0.42857142857142855,0.42857142857142855,1.0,0.2857142857142857,,,0.125,,,0.15384615384615385,24.755555555555556,1.0,3.0,,,,1.0,,,2.0,,1.0,,2.0,,3.0,,,,,,1.0,0.1111111111111111,,,0.1111111111111111,,0.14285714285714285,0.3333333333333333,0.3333333333333333,1.0,,,,,,,0.6666666666666666,,,0.125,,,,,,,,,,,,,True
2229,1610612765,Mike James,Mike James,2229,DET,3877.0,65,19.0,126,127,74,85,17.0,253,6.0,8.0,,3.0,5.0,7.0,16,26.0,110,,3.0,9,9.0,4.0,,4.0,7,,7,,3.0,8.0,,,,9.0,74,3.0,0.2857142857142857,0.2857142857142857,0.4375,0.3333333333333333,0.5227272727272727,0.25,0.5652173913043478,0.34615384615384615,19.463087248322147,0.10256410256410256,,0.12962962962962962,,,0.16666666666666666,,0.36363636363636365,0.75,0.75,0.3333333333333333,,0.4166666666666667,0.6,0.6363636363636364,0.46997272727272715,0.41505,0.47975833333333334,0.34615384615384615,6.425,0.5873015873015873,,1.0,4.0,,4.0,4.0,2.0,6.0,3.0,,,3.0,3.0,3.0,10.0,,,4.0,,7.0,1.0,8.0,1.0,,2.0,3.0,2.0,17.0,,,3.0,,2.0,,2.0,5.0,,3.0,1.0,,2.0,,6.0,1.0,4.0,,1.0,4.0,2.0,2.0,1.0,,,,,,,1.5,1.5,0.2727272727272727,,,,0.8333333333333334,,,0.2,,,,,,,0.16666666666666666,0.2727272727272727,,,0.18181818181818182,0.25,0.25,,0.18181818181818182,,,,0.18181818181818182,,,0.16666666666666666,0.09090909090909091,0.125,0.11538461538461539,25.983333333333334,1.0,2.0,,,,1.0,2.0,1.0,1.0,,3.0,1.0,1.0,,9.0,,,2.0,,,1.0,0.5,1.0,,0.5,,0.09090909090909091,0.5,0.5,1.0,0.5,0.5,1.0,,,,1.0,1.0,1.0,0.08333333333333333,,,0.5,,,,,,,,,,True
722,1610612765,Corliss Williamson,Corliss Williamson,722,DET,4417.0,74,-8.0,146,139,92,72,15.0,285,8.0,17.0,4.0,6.0,8.0,12.0,29,38.0,151,5.0,9.0,15,29.0,14.0,5.0,2.0,9,6.0,15,,4.0,17.0,1.0,1.0,1.0,29.0,92,5.0,0.5833333333333334,0.7777777777777778,0.41379310344827586,0.6,0.41379310344827586,0.6,0.5277777777777778,0.725,24.85207100591716,0.06451612903225806,0.08771929824561403,0.16666666666666666,0.0821917808219178,0.08,,,0.5862068965517241,0.47058823529411764,0.5714285714285714,0.625,0.8,0.5333333333333333,0.75,0.5862068965517241,0.4756103448275862,0.5554600000000001,0.45339333333333337,0.7631578947368421,4.462068965517241,0.6301369863013698,3.0,4.0,10.0,,2.0,,,,14.0,4.0,,8.0,,11.0,10.0,6.0,,,4.0,,,,,,,,,,1.0,,6.0,1.0,,,,1.0,,1.0,5.0,1.0,,,6.0,,4.0,3.0,4.0,15.0,1.0,7.0,1.0,,,1.0,,,0.8,0.8,0.8,,0.13793103448275862,0.17647058823529413,0.1,0.16666666666666666,0.2,,0.35294117647058826,0.0625,0.05,0.16666666666666666,0.07692307692307693,,0.11764705882352941,,0.36363636363636365,0.3333333333333333,1.0,0.3448275862068966,0.4,0.4444444444444444,0.5,0.06896551724137931,,,,,0.75,,,0.2,0.2,0.21052631578947367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
739,1610612765,Rasheed Wallace,Rasheed Wallace,739,DET,38421.0,640,105.0,1139,1144,350,269,156.0,2283,37.0,63.0,19.0,14.0,22.0,83.0,184,239.0,1067,29.0,27.0,50,77.0,126.0,26.0,68.0,102,35.0,137,5.0,35.0,64.0,35.0,26.0,36.0,77.0,350,4.0,0.7590361445783133,0.8181818181818182,0.45108695652173914,0.54,0.42436974789915966,0.42857142857142855,0.4613899613899614,0.48125,21.81818181818182,0.1607565011820331,0.05869074492099323,0.17192982456140352,0.0595446584938704,0.06293706293706294,0.16447368421052633,0.03787878787878788,0.2647058823529412,0.5873015873015873,0.6166666666666667,0.7297297297297297,0.5588235294117647,0.3142857142857143,0.6363636363636364,0.49159663865546216,0.45829264705882355,0.5117649999999999,0.45316071428571425,0.32217573221757323,8.895652173913042,0.30728709394205445,6.0,21.0,58.0,25.0,63.0,42.0,14.0,54.0,37.0,10.0,7.0,30.0,20.0,17.0,40.0,12.0,,42.0,9.0,27.0,2.0,29.0,1.0,1.0,15.0,6.0,6.0,60.0,8.0,1.0,30.0,4.0,8.0,5.0,3.0,16.0,3.0,7.0,13.0,3.0,9.0,,29.0,2.0,5.0,7.0,6.0,48.0,6.0,19.0,8.0,2.0,7.0,26.0,1.0,,0.3448275862068966,0.3382352941176471,0.39473684210526316,0.226890756302521,0.04891304347826087,0.047619047619047616,0.10344827586206896,0.5517241379310345,0.09090909090909091,0.025,0.20408163265306123,0.0625,0.06666666666666667,0.05,0.0625,0.0625,0.13450292397660818,0.2,0.17525773195876287,0.26,0.7222222222222222,0.24369747899159663,0.3620689655172414,0.40384615384615385,0.7142857142857143,0.2647058823529412,0.3968253968253968,0.3968253968253968,0.84,0.17647058823529413,0.3157894736842105,0.16666666666666666,0.2,0.07569721115537849,0.09644670050761421,0.12552301255230125,25.596296296296302,4.0,12.0,,2.0,,6.0,8.0,1.0,3.0,2.0,12.0,1.0,5.0,2.0,27.0,9.0,,8.0,,,0.75,0.2222222222222222,0.2,0.1,0.2222222222222222,,0.05042016806722689,0.3333333333333333,0.3333333333333333,0.5,0.19047619047619047,0.19047619047619047,0.875,0.058823529411764705,,,0.08823529411764706,0.3333333333333333,1.0,0.08571428571428572,,0.14285714285714285,0.19047619047619047,,,1.0,1.0,,,,1.0,1.0,True
2246,1610612765,Mehmet Okur,Mehmet Okur,2246,DET,6111.0,102,-16.0,185,189,82,82,22.0,374,7.0,14.0,3.0,3.0,4.0,15.0,30,44.0,184,5.0,8.0,10,27.0,22.0,2.0,14.0,19,6.0,25,,4.0,7.0,5.0,3.0,5.0,27.0,82,2.0,0.7333333333333333,0.7857142857142857,0.5,0.8,0.5,0.8636363636363636,0.5365853658536586,0.7941176470588235,20.46511627906977,0.1891891891891892,0.030303030303030304,0.2,0.05434782608695652,,0.125,,0.42424242424242425,0.5,0.7777777777777778,0.8571428571428571,0.6,0.36363636363636365,0.75,0.5151515151515151,0.47657272727272737,0.4476,0.45399999999999996,0.6136363636363636,7.346666666666666,0.44324324324324327,1.0,6.0,8.0,2.0,8.0,2.0,,3.0,11.0,2.0,1.0,5.0,1.0,8.0,8.0,2.0,,2.0,5.0,3.0,,3.0,,,1.0,2.0,,6.0,3.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,,1.0,3.0,,1.0,1.0,,16.0,,7.0,1.0,,2.0,4.0,,,0.4,0.4,0.4166666666666667,0.09090909090909091,0.16666666666666666,0.35714285714285715,,0.3333333333333333,0.08333333333333333,0.125,0.25,0.11538461538461539,0.043478260869565216,0.037037037037037035,0.09090909090909091,0.25,0.2222222222222222,0.26666666666666666,0.21428571428571427,0.5,0.8,0.24242424242424243,0.75,0.75,0.5,0.24242424242424243,0.25,0.25,1.0,0.06060606060606061,0.3333333333333333,,,0.175,0.1891891891891892,0.11363636363636363,25.46666666666667,1.0,1.0,,,1.0,1.0,,,,,1.0,,,1.0,3.0,,,,,,1.0,0.3333333333333333,,1.0,0.3333333333333333,,0.030303030303030304,1.0,1.0,1.0,,,,,,,,,,0.09090909090909091,1.0,,,,,,,,,,,,True
