EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,HeaveAttempts,NonHeaveArc3FGA,DefThreePtRebounds,FTDefRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,Corner3FGM,Corner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,Steals,LostBallSteals,Travels,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,Technical Free Throw Trips,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,DefTwoPtReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,PtsPutbacks,ThreePtAssists,Arc3Assists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,DefCorner3ReboundPct,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,Fg3aBlocked,SelfOReb,BadPassSteals,LostBallTurnovers,PenaltyFg3Pct,FG3APctBlocked,Arc3PctBlocked,SelfORebPct,PenaltyArc3Accuracy,Corner3Assists,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,ShortMidRangePctAssisted,ShortMidRangeAssists,OffShortMidRangeReboundPct,SecondChanceFtPoints,LostBallOutOfBoundsTurnovers,FTOffRebounds,OffFTReboundPct,on,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Corner3PctBlocked,3SecondViolations,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,BlockedLongMidRange,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends
120,1610612740,Steven Smith,Steven Smith,120,NOH,1235.0,21.0,-16.0,38.0,38,15.0,11,5.0,76,2.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,4.0,8.0,2.0,2.0,10.0,45.0,1.0,1.0,2.0,2.0,5.0,1.0,2.0,6.0,2.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,2.0,1.0,6.0,15.0,1.0,0.25,0.25,0.5,1.0,0.4,0.4,1.0,0.3333333333333333,0.45454545454545453,1.0,0.42857142857142855,0.2,30.232558139534884,0.5,0.5,0.3333333333333333,0.08333333333333333,0.3333333333333333,0.2,1.0,1.0,0.5,0.4,0.5,0.5,0.2,0.2,1.0,1.0,1.0,0.16666666666666666,1.0,0.16666666666666666,0.4,0.41725,0.5835,0.4311583333333333,0.2,0.6,9.4,32.35,0.39473684210526316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
133,1610612740,David Wesley,David Wesley,133,NOH,3862.0,64.0,-29.0,114.0,117,52.0,31,18.0,231,1.0,4.0,,1.0,,,,,9.0,11.0,2.0,3.0,13.0,13.0,2.0,20.0,112.0,,2.0,3.0,1.0,6.0,2.0,2.0,4.0,6.0,,,11.0,,,6.0,6.0,2.0,,2.0,2.0,4.0,1.0,4.0,,3.0,1.0,4.0,52.0,,1.0,1.0,0.23076923076923078,,0.16666666666666666,0.34615384615384615,0.3,0.125,0.37037037037037035,0.3,0.2222222222222222,0.5,22.794117647058822,0.5,,,0.1111111111111111,,0.15384615384615385,0.25,0.3333333333333333,1.0,,,,0.34615384615384615,0.4230769230769231,0.2,,,,,0.25,0.6538461538461539,0.4962615384615384,0.5033000000000001,0.42336875,0.15,0.2,13.815384615384614,24.56153846153846,0.45614035087719296,2.0,1.0,2.0,3.0,1.0,3.0,4.0,1.0,3.0,12.0,3.0,2.0,3.0,3.0,1.0,2.0,6.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.3076923076923077,0.3333333333333333,0.3076923076923077,0.15384615384615385,0.25,0.1111111111111111,0.14634146341463414,0.1875,0.14285714285714285,0.1111111111111111,0.2222222222222222,0.25,1.0,0.07692307692307693,0.5,0.5,1.0,0.2727272727272727,0.2727272727272727,1.0,0.6,0.3333333333333333,1.0,0.2727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
136,1610612740,P.J. Brown,P.J. Brown,136,NOH,5388.0,90.0,-13.0,155.0,156,35.0,27,29.0,311,3.0,3.0,1.0,1.0,,,,4.0,19.0,,,7.0,26.0,,,14.0,157.0,1.0,1.0,2.0,,5.0,,,,12.0,2.0,,,1.0,1.0,10.0,20.0,2.0,1.0,2.0,2.0,4.0,4.0,6.0,1.0,1.0,,,35.0,1.0,0.8571428571428571,1.0,0.2692307692307692,1.0,,0.2692307692307692,1.0,,0.2692307692307692,1.0,,,15.789473684210527,0.5,0.5,0.08333333333333333,0.11842105263157894,0.1,0.11538461538461539,1.0,1.0,0.6666666666666666,0.15384615384615385,,,0.7307692307692307,,1.0,1.0,,,,,0.11538461538461539,0.4090269230769231,0.5542,0.403,0.14285714285714285,,13.5,,0.22580645161290322,4.0,,,,,,,,,,,,2.0,5.0,,2.0,13.0,8.0,,,,2.0,1.0,1.0,,,,,,,,,0.125,0.10344827586206896,0.1,0.16,0.21052631578947367,0.21052631578947367,1.0,,,,,,,,,,,,2.0,3.0,3.0,5.0,5.0,10.0,1.0,1.0,6.0,3.0,3.0,6.0,4.0,0.08196721311475409,0.16666666666666666,0.10989010989010989,0.125,0.1,0.13793103448275862,1.0,0.6666666666666666,0.038461538461538464,0.038461538461538464,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1714,1610612740,Robert Traylor,Robert Traylor,1714,NOH,1426.0,24.0,-6.0,42.0,47,1.0,10,2.0,89,2.0,2.0,,,1.0,1.0,,,2.0,,,2.0,4.0,,1.0,5.0,38.0,,,,1.0,1.0,,,2.0,4.0,,,,2.0,,7.0,7.0,,,,1.0,1.0,2.0,6.0,,1.0,,2.0,1.0,1.0,1.0,1.0,0.5,,1.0,0.5,,1.0,0.625,,1.0,,11.11111111111111,,,0.2857142857142857,0.25925925925925924,0.2,0.5,1.0,1.0,1.0,,,,0.5,,,,,1.0,1.0,,0.5,0.49550000000000005,,0.5113,,0.4,7.825,,0.023809523809523808,,,,,,,,,,,,,1.0,1.0,,1.0,2.0,5.0,,,,,,1.0,,,,,,,,,0.25,0.25,,0.375,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,1.0,0.25,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
353,1610612740,Darrell Armstrong,Darrell Armstrong,353,NOH,8992.0,150.0,-25.0,264.0,268,61.0,53,36.0,532,,2.0,,,,,,,7.0,23.0,5.0,3.0,9.0,25.0,3.0,24.0,255.0,,1.0,,1.0,4.0,5.0,2.0,7.0,4.0,2.0,,23.0,1.0,1.0,9.0,15.0,8.0,2.0,3.0,5.0,13.0,2.0,10.0,1.0,3.0,1.0,7.0,61.0,2.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,,0.25,0.3088235294117647,,0.2777777777777778,0.32857142857142857,,0.35,0.7352941176470589,15.635179153094464,0.6153846153846154,0.09090909090909091,0.03225806451612903,0.05714285714285714,0.04,0.058823529411764705,,,,,,,0.20588235294117646,0.6764705882352942,,,,,,0.5555555555555556,0.7941176470588235,0.5273485294117647,0.5206500000000001,0.4913166666666667,,0.2916666666666667,15.11111111111111,24.532000000000004,0.23106060606060605,3.0,1.0,2.0,4.0,,4.0,5.0,,4.0,12.0,4.0,1.0,12.0,16.0,5.0,7.0,36.0,7.0,6.0,2.0,1.0,,1.0,1.0,1.0,0.8,0.2,,0.2,0.1111111111111111,0.5,,0.06422018348623854,0.024390243902439025,0.058823529411764705,0.09803921568627451,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.058823529411764705,0.5,0.5,,0.17391304347826086,0.19047619047619047,1.0,0.8,,,0.17391304347826086,,4.0,4.0,3.0,3.0,6.0,,,,,,,,0.030612244897959183,0.06976744186046512,0.0425531914893617,,0.06818181818181818,0.07692307692307693,,,,,,1.0,1.0,3.0,2.0,1.0,4.0,5.0,0.2,0.08,0.08695652173913043,0.043478260869565216,0.2,,,,,,,,,,,True,,,,,,,,,,,,,
2048,1610612740,Jamaal Magloire,Jamaal Magloire,2048,NOH,5301.0,88.0,-20.0,159.0,162,43.0,39,21.0,321,5.0,12.0,2.0,4.0,1.0,4.0,2.0,7.0,1.0,1.0,1.0,8.0,20.0,1.0,8.0,24.0,156.0,3.0,5.0,6.0,1.0,6.0,1.0,3.0,5.0,8.0,8.0,,1.0,8.0,3.0,19.0,23.0,2.0,,1.0,2.0,4.0,3.0,9.0,2.0,10.0,1.0,5.0,43.0,2.0,0.5,0.6666666666666666,0.4,0.6,0.16666666666666666,0.38095238095238093,0.6,0.14285714285714285,0.46153846153846156,0.6,0.2777777777777778,0.047619047619047616,16.39344262295082,0.5,0.42857142857142855,0.42105263157894735,0.1951219512195122,0.4375,0.5714285714285714,0.4166666666666667,0.5555555555555556,0.2,0.3333333333333333,0.2857142857142857,0.3333333333333333,0.047619047619047616,0.047619047619047616,0.8,0.5,,0.5714285714285714,0.25,0.14285714285714285,0.6190476190476191,0.47494761904761906,0.5218,0.45827142857142855,0.25,0.20833333333333334,3.595,24.9,0.27044025157232704,1.0,,,,,,,,,,,4.0,2.0,3.0,1.0,1.0,7.0,8.0,1.0,,1.0,1.0,,1.0,,,,,,0.2,0.25,,0.12698412698412698,0.14285714285714285,0.1,0.125,1.0,1.0,1.0,,,,,,,,,,,,4.0,1.0,,1.0,3.0,4.0,,4.0,3.0,2.0,1.0,3.0,1.0,0.05172413793103448,0.038461538461538464,0.047619047619047616,0.125,0.037037037037037035,0.045454545454545456,,0.3333333333333333,0.16,0.16666666666666666,0.3333333333333333,,,,,,1.0,1.0,,,,,,1.0,1.0,0.14285714285714285,1.0,,,,,,,True,,,,,,,,,,,,,
2561,1610612740,David West,David West,2561,NOH,5185.0,86.0,-10.0,152.0,153,37.0,25,17.0,305,7.0,10.0,1.0,2.0,2.0,3.0,2.0,10.0,2.0,,,10.0,22.0,,7.0,27.0,140.0,2.0,6.0,4.0,2.0,5.0,,3.0,7.0,10.0,10.0,,,4.0,2.0,17.0,22.0,1.0,,,3.0,4.0,5.0,9.0,,9.0,1.0,7.0,37.0,,0.5,0.5555555555555556,0.45454545454545453,0.3333333333333333,0.4,0.45454545454545453,0.3333333333333333,0.4,0.5192307692307693,0.3333333333333333,0.5833333333333334,,17.441860465116278,0.25,0.2222222222222222,0.19047619047619047,0.1875,0.2222222222222222,0.45454545454545453,0.7,0.7777777777777778,0.5714285714285714,0.45454545454545453,0.2,0.2222222222222222,0.09090909090909091,,0.3333333333333333,0.5,,0.6,0.6666666666666666,,0.45454545454545453,0.4742227272727272,0.47078,0.47892,0.14814814814814814,0.25925925925925924,5.2272727272727275,,0.24342105263157895,1.0,,,,,,,,,,,2.0,4.0,7.0,2.0,1.0,17.0,11.0,2.0,1.0,3.0,,2.0,,,,,,,0.09090909090909091,0.1,,0.1864406779661017,0.18181818181818182,0.25,0.1724137931034483,0.5,0.5,1.0,,,,,,,,,,,,2.0,3.0,2.0,1.0,4.0,5.0,1.0,4.0,3.0,3.0,,3.0,2.0,0.07017543859649122,0.047619047619047616,0.0641025641025641,0.05555555555555555,0.05,0.05263157894736842,,0.6666666666666666,0.16,0.16,,,,,,,1.0,1.0,,,,,,1.0,,0.1,,1.0,0.10526315789473684,,,,,True,,,,,,,,,,,,,
278,1610612740,Stacey Augmon,Stacey Augmon,278,NOH,5909.0,98.0,-20.0,173.0,175,34.0,38,20.0,348,2.0,7.0,,2.0,,1.0,5.0,11.0,11.0,1.0,1.0,12.0,29.0,1.0,5.0,29.0,167.0,,2.0,2.0,2.0,4.0,1.0,1.0,5.0,12.0,12.0,,1.0,1.0,1.0,6.0,8.0,4.0,2.0,2.0,5.0,9.0,2.0,6.0,1.0,6.0,1.0,5.0,34.0,,0.5,0.5,0.41379310344827586,,0.5,0.4,,0.4,0.4393939393939394,0.3333333333333333,0.4166666666666667,0.03333333333333333,21.31979695431472,0.4444444444444444,0.1111111111111111,0.045454545454545456,0.05102040816326531,0.05555555555555555,0.23333333333333334,0.2857142857142857,0.4,1.0,0.36666666666666664,0.45454545454545453,0.45454545454545453,0.36666666666666664,0.03333333333333333,1.0,,,0.2,,0.2,0.26666666666666666,0.4366172413793103,,0.4495,0.06896551724137931,0.1724137931034483,10.120689655172411,35.0,0.19653179190751446,5.0,,,,,,,,,,,2.0,3.0,3.0,3.0,,6.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.06896551724137931,0.2857142857142857,,0.05263157894736842,,,0.10810810810810811,0.45454545454545453,0.45454545454545453,0.6,,,,,,,,,,,,,,,1.0,1.0,2.0,,2.0,,,,,,0.015873015873015872,0.038461538461538464,0.02247191011235955,0.05555555555555555,,0.041666666666666664,,,0.0625,0.06451612903225806,,,,,,,2.0,2.0,,,,,,,,,0.2,,,2.0,1.0,,,True,,,,,,,,,,,,,
1884,1610612740,Baron Davis,Baron Davis,1884,NOH,5388.0,90.0,5.0,158.0,155,16.0,21,23.0,313,7.0,12.0,1.0,1.0,,,1.0,2.0,8.0,19.0,2.0,11.0,22.0,21.0,9.0,55.0,147.0,2.0,3.0,8.0,,,2.0,1.0,1.0,6.0,16.0,,19.0,,,6.0,8.0,4.0,2.0,3.0,3.0,7.0,1.0,8.0,,12.0,,1.0,16.0,3.0,0.2727272727272727,0.3,0.5,0.6666666666666666,,0.5348837209302325,0.5,,0.5729166666666666,0.5714285714285714,0.16666666666666666,0.4883720930232558,29.41176470588235,0.5714285714285714,,,0.06593406593406594,,0.27906976744186046,0.5833333333333334,0.6363636363636364,0.2857142857142857,0.046511627906976744,0.5,0.5,0.18604651162790697,0.4418604651162791,0.14285714285714285,1.0,,,,1.0,0.7674418604651163,0.519260465116279,0.43573000000000006,0.507225,0.14545454545454545,0.01818181818181818,7.627272727272728,24.571428571428573,0.10126582278481013,3.0,1.0,2.0,7.0,1.0,4.0,8.0,1.0,4.0,15.0,7.0,3.0,7.0,11.0,3.0,3.0,26.0,6.0,4.0,2.0,,,1.0,1.0,,0.625,0.38095238095238093,0.25,0.38095238095238093,0.13636363636363635,0.08333333333333333,0.25,0.0821917808219178,0.06666666666666667,0.1111111111111111,0.08823529411764706,0.375,0.5,0.3333333333333333,0.046511627906976744,0.5,0.5,1.0,0.3684210526315789,0.3684210526315789,0.5714285714285714,0.5714285714285714,0.25,1.0,0.3684210526315789,2.0,4.0,4.0,1.0,1.0,2.0,2.0,7.0,1.0,1.0,,1.0,1.0,0.018518518518518517,0.030303030303030304,0.022988505747126436,0.047619047619047616,,0.03333333333333333,,1.0,0.14583333333333334,0.25925925925925924,,,,9.0,,,2.0,1.0,,,,,,,,,,1.0,,1.0,,,,True,,,,,,,,,,,,,
248,1610612740,George Lynch,George Lynch,248,NOH,2270.0,38.0,9.0,65.0,68,11.0,9,9.0,133,3.0,5.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,2.0,,7.0,12.0,3.0,2.0,22.0,58.0,1.0,2.0,4.0,1.0,1.0,,2.0,4.0,10.0,4.0,,2.0,1.0,,6.0,11.0,3.0,,3.0,,3.0,4.0,5.0,,2.0,,4.0,11.0,,0.7142857142857143,0.8333333333333334,0.5833333333333334,0.5,1.0,0.6666666666666666,0.5,1.0,0.6875,0.6666666666666666,1.0,0.2,25.333333333333332,1.0,,0.1111111111111111,0.15,0.16666666666666666,0.3333333333333333,0.6,0.75,0.6666666666666666,0.13333333333333333,0.5,0.5,0.3333333333333333,0.13333333333333333,1.0,0.5,,1.0,1.0,,0.5333333333333333,0.47402000000000005,0.58795,0.5162,0.18181818181818182,0.18181818181818182,9.566666666666665,24.26666666666667,0.16923076923076924,3.0,,1.0,2.0,,,2.0,,,6.0,2.0,1.0,3.0,3.0,2.0,,6.0,5.0,1.0,,,,1.0,,,1.0,0.6666666666666666,,0.6666666666666666,0.08333333333333333,0.2,,0.16129032258064516,0.14285714285714285,,0.21052631578947367,0.6,0.6,1.0,0.06666666666666667,,,,1.0,1.0,1.0,,,,1.0,2.0,,,2.0,2.0,5.0,,1.0,1.0,1.0,,1.0,,0.09090909090909091,0.2857142857142857,0.13793103448275862,0.14285714285714285,,0.4,,,0.0625,0.07692307692307693,,,,,,,1.0,,,,,,,,,,,1.0,0.2,2.0,,1.0,0.5,True,,,,,,,,,,,,,
