EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,Blocked2s,BlockedShortMidRange,Blocks,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FtPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PenaltyPoints,DefThreePtRebounds,FTDefRebounds,DefRebounds,LostBallTurnovers,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,SecondChanceTsPct,PenaltyTsPct,DefFTReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffAtRimReboundPct,DefArc3ReboundPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,PenaltyAtRimFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceFG3A,PenaltyFG3A,PtsUnassisted2s,PenaltyTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,Corner3Frequency,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,SecondChanceAtRimFGM,PenaltyAtRimFGM,ShortMidRangeFGM,LongMidRangeFGM,SecondChanceFG2M,PenaltyFG2M,PtsPutbacks,OffThreePtRebounds,DefTwoPtRebounds,BlockedAtRim,RecoveredBlocks,DefensiveGoaltends,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,DefTwoPtReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3M,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Fg2aBlocked,LongMidRangeAssists,SelfOReb,SecondChanceTurnovers,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,DefAtRimReboundPct,DefCorner3ReboundPct,SelfORebPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Technical Free Throw Trips,DefShortMidRangeReboundPct,on,Corner3FGM,ShortMidRangePctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Travels,SecondChanceAtRimPctAssisted,LostBallOutOfBoundsTurnovers,Corner3Assists,PenaltyCorner3FGM,PenaltyCorner3Accuracy,OffCorner3ReboundPct
1000,1610612752,Shandon Anderson,Shandon Anderson,1000,NYK,2263.0,38,-12.0,68,66,21.0,31.0,11.0,134,2.0,4.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,4.0,78,2.0,1.0,4.0,1.0,3.0,1.0,4.0,1.0,2.0,1.0,9.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,7.0,2.0,1.0,1.0,1.0,21.0,2.0,1.0,1.0,0.3333333333333333,0.2857142857142857,0.2857142857142857,0.14285714285714285,11.25,0.5,0.03571428571428571,0.029411764705882353,0.08333333333333333,0.5714285714285714,0.5,0.5,1.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.5,0.7142857142857143,0.5186928571428571,0.568,0.3741,3.9166666666666665,23.8,0.3088235294117647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1737,1610612752,Nazr Mohammed,Nazr Mohammed,1737,NYK,977.0,16,-6.0,31,31,9.0,15.0,5.0,62,1.0,1.0,,,,,1.0,1.0,,6.0,34,,,2.0,,,,,,,,,1.0,1.0,4.0,1.0,1.0,,1.0,,,,1.0,1.0,2.0,,,,,9.0,,1.0,1.0,1.0,1.0,0.75,,13.88888888888889,1.0,0.1,0.07692307692307693,,1.0,1.0,1.0,1.0,,,,,1.0,0.5493,,,,,0.2903225806451613,4.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,1.0,6.0,2.0,1.0,3.0,0.5,0.75,1.0,0.4,0.4,0.5,0.5,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
2421,1610612752,Frank Williams,Frank Williams,2421,NYK,1843.0,31,-14.0,55,56,20.0,29.0,8.0,111,1.0,3.0,,,1.0,1.0,1.0,4.0,4.0,4.0,64,,1.0,,1.0,2.0,,2.0,,2.0,,4.0,,,,1.0,,1.0,3.0,,3.0,1.0,4.0,1.0,5.0,,,,,20.0,2.0,,,0.25,0.125,0.2222222222222222,0.5,20.3125,0.75,,,,0.375,0.3333333333333333,0.3333333333333333,,,0.125,0.125,,0.875,0.5629,0.5865,0.7295,4.1,23.575,0.36363636363636365,2.0,,,,,,,,,3.0,2.0,,,,,,,,,,0.2222222222222222,0.4,,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.375,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
2552,1610612752,Michael Sweetney,Michael Sweetney,2552,NYK,3390.0,56,-29.0,100,101,31.0,51.0,16.0,201,4.0,5.0,3.0,3.0,3.0,,6.0,11.0,,16.0,125,3.0,4.0,8.0,,,,,,,,,3.0,4.0,10.0,,,,,,,,,3.0,7.0,1.0,1.0,,1.0,31.0,2.0,0.6666666666666666,1.0,0.5454545454545454,0.5454545454545454,0.6153846153846154,,11.111111111111112,,0.08108108108108109,0.0851063829787234,,0.45454545454545453,0.8,0.8,0.5,0.2727272727272727,0.2727272727272727,,1.0,0.45454545454545453,0.46074545454545457,0.5603333333333333,0.46087500000000003,6.572727272727274,,0.31,4.0,,4.0,3.0,9.0,,2.0,6.0,,6.0,4.0,,9.0,0.6666666666666666,0.9,0.6666666666666666,,0.14285714285714285,0.2,,0.3076923076923077,0.3076923076923077,0.25,0.5625,2.0,,,,,,4.0,,,2.0,,,0.5,,2.0,2.0,1.0,1.0,2.0,3.0,4.0,1.0,4.0,1.0,1.0,1.0,0.6666666666666666,0.75,0.6666666666666666,0.75,0.2,0.1,0.09090909090909091,0.14285714285714285,0.4,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
950,1610612752,Stephon Marbury,Stephon Marbury,950,NYK,2480.0,41,-22.0,73,74,19.0,36.0,13.0,147,4.0,6.0,1.0,4.0,9.0,5.0,10.0,19.0,5.0,29.0,96,2.0,4.0,6.0,5.0,4.0,1.0,5.0,1.0,2.0,,11.0,2.0,2.0,4.0,1.0,1.0,,2.0,,1.0,,2.0,1.0,1.0,,,,,19.0,,0.3,0.3333333333333333,0.5263157894736842,0.5416666666666666,0.5576923076923077,0.20833333333333334,32.18390804597701,1.0,0.0625,0.05263157894736842,0.07142857142857142,0.25,0.6666666666666666,0.8,0.25,0.16666666666666666,0.375,0.20833333333333334,0.3333333333333333,0.4583333333333333,0.4582041666666666,0.5042333333333334,0.47947999999999996,9.852631578947369,25.36,0.2602739726027397,3.0,,7.0,,7.0,1.0,,2.0,1.0,4.0,2.0,,7.0,1.1666666666666667,0.7,,0.14285714285714285,0.1,,,0.07692307692307693,0.09523809523809523,0.2413793103448276,0.2413793103448276,2.0,,,,1.0,1.0,14.0,,,,,,0.4,,1.0,2.0,1.0,5.0,2.0,2.0,2.0,,1.0,,,,1.0,0.5,1.1666666666666667,0.7,0.07692307692307693,,0.1,,,,0.25,0.25,,0.5555555555555556,0.625,0.4,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,0.5,0.4,1.0,1.0,0.4,0.10526315789473684,0.16666666666666666,0.1111111111111111,0.25,0.5,0.2,0.4,0.4,0.5,0.3333333333333333,1.0,1.0,0.2,1.0,0.4,,,True,,,,,,,,,,,,
358,1610612752,Anfernee Hardaway,Anfernee Hardaway,358,NYK,2680.0,45,-27.0,78,80,20.0,41.0,12.0,158,3.0,5.0,,4.0,7.0,2.0,5.0,16.0,2.0,18.0,105,,5.0,6.0,2.0,5.0,,5.0,,3.0,,10.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,,2.0,1.0,4.0,1.0,2.0,,,,,20.0,,0.6,0.6,0.3125,0.3611111111111111,0.39473684210526316,0.1111111111111111,25.555555555555554,0.75,0.038461538461538464,0.029411764705882353,,0.2777777777777778,0.6,0.6,0.6666666666666666,0.2222222222222222,0.3888888888888889,0.1111111111111111,,0.3888888888888889,0.4517638888888888,,0.44488000000000005,10.1375,25.4,0.2564102564102564,5.0,2.0,2.0,,2.0,1.0,,2.0,1.0,5.0,1.0,,2.0,1.0,0.2,,0.16666666666666666,0.1,,0.25,0.05263157894736842,0.058823529411764705,0.1111111111111111,0.1111111111111111,2.0,,,,,,4.0,3.0,1.0,,,,0.4,,,1.0,1.0,1.0,,1.0,,,1.0,,,,,0.2,,0.2,0.07142857142857142,,0.14285714285714285,,0.16666666666666666,,0.25,0.25,,0.14285714285714285,0.14285714285714285,1.0,,0.5,1.0,,,,,1.0,,,3.0,,1.0,,2.0,1.0,,1.0,0.5,,,0.5,,,,,,0.08333333333333333,0.5,0.5,1.0,,,,,,0.5,3.0,,True,,,,,,,,,,,,
2035,1610612752,DerMarr Johnson,DerMarr Johnson,2035,NYK,396.0,7,-6.0,11,12,11.0,12.0,3.0,23,,,,1.0,1.0,1.0,,2.0,1.0,,13,,2.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,11.0,,,,,,,0.3333333333333333,21.428571428571427,,,,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.389,,0.389,15.15,25.3,1.0,,,,,,,,1.0,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,0.5,,,,0.5,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,True,,,,,,,,,,,,
452,1610612752,Vin Baker,Vin Baker,452,NYK,1085.0,18,-12.0,32,33,15.0,25.0,6.0,65,2.0,3.0,1.0,,,,2.0,3.0,,9.0,43,1.0,1.0,2.0,,,,,,,,,2.0,2.0,4.0,1.0,1.0,,,,,1.0,1.0,2.0,3.0,,,,,15.0,,0.5,1.0,0.6666666666666666,0.6666666666666666,0.6428571428571429,,21.05263157894737,,0.15384615384615385,0.13333333333333333,0.14285714285714285,1.0,0.6666666666666666,1.0,0.5,,,,1.0,1.0,0.5346666666666667,0.5486,0.4942,,,0.46875,5.0,1.0,3.0,3.0,3.0,1.0,,2.0,,8.0,3.0,1.0,3.0,0.75,0.375,,1.0,0.3333333333333333,0.5,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,,,,,,2.0,,1.0,,,,1.0,,1.0,,,,1.0,,2.0,,1.0,,,,1.0,,1.0,,0.2,,,,0.25,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
87,1610612752,Dikembe Mutombo,Dikembe Mutombo,87,NYK,1138.0,19,-9.0,32,32,7.0,11.0,5.0,64,2.0,2.0,2.0,1.0,,,2.0,3.0,,7.0,41,2.0,,,,,,,,,,,2.0,2.0,4.0,,,,1.0,,,,1.0,2.0,2.0,,2.0,,2.0,7.0,,,,0.6666666666666666,0.6666666666666666,0.875,,13.157894736842104,1.0,0.15384615384615385,0.125,,0.6666666666666666,1.0,1.0,,0.3333333333333333,,,1.0,0.6666666666666666,0.4842666666666667,0.5589500000000001,,2.466666666666667,,0.21875,3.0,1.0,5.0,2.0,2.0,,,2.0,1.0,3.0,2.0,,2.0,1.25,1.0,,,0.125,0.3333333333333333,,0.5,0.5,0.7142857142857143,0.2857142857142857,,,,,,,4.0,,,1.0,,,,,2.0,,,,2.0,,4.0,,2.0,2.0,1.0,,1.0,,1.0,,0.14285714285714285,,,,0.2,0.5,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,True,,,,,,,,,,,,
703,1610612752,Kurt Thomas,Kurt Thomas,703,NYK,413.0,7,-10.0,12,13,,,,25,,,,,1.0,,1.0,1.0,,2.0,17,,,2.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,8.333333333333334,,,,,,,,,,1.0,,,,0.4157,,,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
