EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked3s,BlockedArc3,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,PenaltyFG2M,PenaltyFG2A,PtsUnassisted3s,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,FTDefRebounds,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Offensive Fouls,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,SecondChanceFg3Pct,PenaltyFg2Pct,SecondChanceEfgPct,DefFTReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceAtRimFGM,SecondChanceFG2M,PtsPutbacks,HeaveAttempts,Fg3aBlocked,FTOffRebounds,SelfOReb,LostBallTurnovers,Travels,2pt And 1 Free Throw Trips,BlockedShortMidRange,OffensiveGoaltends,3SecondViolations,SecondChanceFg2Pct,FG3APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffFTReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,DefensiveGoaltends,Defensive 3 Seconds Violations,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Corner3PctBlocked,on
1506,1610612754,Austin Croshere,Austin Croshere,1506,IND,5395.0,90,17,152,149,49,37,21,301,3.0,8.0,3.0,1.0,5.0,1.0,7.0,1.0,3.0,1.0,5.0,1.0,1.0,2.0,3.0,14,2.0,12.0,10.0,22.0,117,5.0,1.0,1.0,1.0,2.0,5.0,3.0,9.0,4.0,2.0,6.0,5.0,1.0,3.0,2.0,2.0,4.0,2.0,2.0,10.0,1.0,6.0,1.0,11.0,12.0,7.0,19.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,4.0,10,1.0,13.0,1.0,6.0,1.0,1.0,1.0,1.0,9.0,49,2.0,0.6666666666666666,0.6666666666666666,1.0,0.16666666666666666,0.4,0.16666666666666666,0.21428571428571427,0.23076923076923078,0.6,0.328125,0.07142857142857142,0.5714285714285714,0.46153846153846156,0.21428571428571427,0.375,19.553072625698324,0.6666666666666666,0.16417910447761194,0.09836065573770492,0.06666666666666667,0.045454545454545456,0.14634146341463414,0.08433734939759036,0.1,0.05,0.14285714285714285,0.1111111111111111,0.13333333333333333,0.125,0.23809523809523808,0.08333333333333333,1.0,0.3076923076923077,0.375,0.6,0.6666666666666666,0.038461538461538464,0.19230769230769232,0.2692307692307692,0.14285714285714285,0.14285714285714285,1.0,0.19230769230769232,0.2,0.2,1.0,0.5,0.16666666666666666,0.6,0.3333333333333333,0.4,0.5,0.7692307692307693,0.2,0.49390961538461536,0.4883416666666666,0.45738,0.1875,0.3,0.045454545454545456,0.4090909090909091,7.442857142857142,24.450000000000003,0.3223684210526316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1533,1610612754,Anthony Johnson,Anthony Johnson,1533,IND,16214.0,270,17,473,473,149,144,57,946,3.0,7.0,,11.0,22.0,2.0,3.0,,,3.0,11.0,,,1.0,16.0,40,5.0,14.0,11.0,58.0,421,1.0,1.0,1.0,4.0,,1.0,5.0,15.0,12.0,20.0,12.0,11.0,3.0,1.0,15.0,8.0,23.0,6.0,8.0,54.0,1.0,2.0,4.0,20.0,25.0,3.0,28.0,11.0,5.0,6.0,3.0,3.0,7.0,,10.0,1.0,8.0,24,1.0,12.0,2.0,3.0,,,4.0,1.0,15.0,149,1.0,0.375,0.375,0.8,0.35714285714285715,,0.35714285714285715,0.4,0.4351851851851852,0.38461538461538464,0.4745762711864407,0.6666666666666666,0.46875,0.25925925925925924,0.025,0.14285714285714285,12.849162011173185,0.3,0.09259259259259259,0.0106951871657754,0.08888888888888889,0.016666666666666666,0.09195402298850575,0.012145748987854251,,,0.02564102564102564,0.05263157894736842,0.13793103448275862,0.07692307692307693,0.05194805194805195,0.11428571428571428,0.25,0.12962962962962962,0.42857142857142855,0.5,0.3333333333333333,0.2037037037037037,0.4074074074074074,0.05555555555555555,0.6666666666666666,0.6666666666666666,1.0,0.2037037037037037,0.2727272727272727,0.2727272727272727,0.6666666666666666,,,,,0.07692307692307693,,0.3888888888888889,0.2727272727272727,0.4438944444444445,0.50935,0.39286923076923075,0.05263157894736842,0.06976744186046512,0.06896551724137931,0.25862068965517243,12.7525,24.849999999999998,0.3150105708245243,1.0,2.0,6.0,7.0,1.0,1.0,1.0,5.0,12.0,3.0,2.0,4.0,3.0,1.0,2.0,1.0,1.0,4.0,2.0,4.0,2.0,2.0,1.0,0.4166666666666667,0.75,0.05263157894736842,0.5454545454545454,0.5454545454545454,0.3333333333333333,0.3181818181818182,0.3181818181818182,0.42857142857142855,0.5,1.0,1.0,0.15384615384615385,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1733,1610612754,Al Harrington,Al Harrington,1733,IND,25753.0,429,46,771,771,266,227,91,1542,46.0,77.0,25.0,24.0,34.0,2.0,3.0,2.0,2.0,,2.0,,,2.0,58.0,135,2.0,5.0,30.0,152.0,692,29.0,,6.0,30.0,2.0,4.0,10.0,46.0,52.0,64.0,3.0,1.0,,9.0,6.0,6.0,12.0,6.0,3.0,30.0,5.0,26.0,6.0,55.0,69.0,33.0,102.0,23.0,8.0,15.0,10.0,3.0,18.0,1.0,28.0,13.0,12.0,56,7.0,55.0,,27.0,,,9.0,4.0,46.0,266,6.0,0.4482758620689655,0.5416666666666666,0.5,0.4,0.5,0.5,0.42962962962962964,0.4357142857142857,0.4864864864864865,0.46060606060606063,0.4166666666666667,0.5111111111111111,0.03571428571428571,0.06666666666666667,0.09090909090909091,22.08237986270023,0.35714285714285715,0.16516516516516516,0.08813559322033898,0.08955223880597014,0.05319148936170213,0.1525,0.07969151670951156,0.14444444444444443,0.08235294117647059,0.05,0.1111111111111111,0.183206106870229,0.0963855421686747,0.19327731092436976,0.07142857142857142,0.4444444444444444,0.55,0.5974025974025974,0.6571428571428571,0.391304347826087,0.17142857142857143,0.24285714285714285,0.02142857142857143,0.6666666666666666,0.6666666666666666,0.5,0.014285714285714285,,,,0.8620689655172413,,0.05405405405405406,1.0,0.05405405405405406,,0.5857142857142857,,0.4914276978417266,0.5297037037037037,0.49102638888888894,0.1656441717791411,0.17088607594936708,0.19736842105263158,0.3026315789473684,6.787407407407408,27.3,0.3450064850843061,14.0,20.0,5.0,7.0,,,,15.0,33.0,3.0,,2.0,1.0,8.0,2.0,2.0,2.0,7.0,2.0,9.0,7.0,,,0.45454545454545453,0.41379310344827586,0.32,0.20833333333333334,0.21739130434782608,0.4,0.20588235294117646,0.21212121212121213,0.8571428571428571,,,,0.5405405405405406,0.7,12.0,12.0,20.0,1.0,1.0,2.0,6.0,7.0,2.0,4.0,2.0,1.0,3.0,0.41379310344827586,0.2,0.041666666666666664,0.029411764705882353,0.5,0.06451612903225806,0.029850746268656716,0.18181818181818182,0.08695652173913043,0.48,0.08333333333333333,,,,,,,True
1886,1610612754,Jonathan Bender,Jonathan Bender,1886,IND,9204.0,153,18,268,269,80,58,36,537,5.0,13.0,3.0,10.0,12.0,1.0,4.0,,3.0,6.0,15.0,,1.0,2.0,14.0,35,7.0,19.0,9.0,58.0,245,4.0,,1.0,3.0,1.0,5.0,3.0,16.0,10.0,18.0,21.0,15.0,6.0,5.0,5.0,1.0,6.0,,3.0,13.0,,6.0,2.0,11.0,13.0,6.0,19.0,1.0,1.0,,4.0,3.0,3.0,,7.0,3.0,9.0,15,,12.0,,7.0,,,12.0,7.0,16.0,80,3.0,0.35714285714285715,0.38461538461538464,1.0,0.3684210526315789,0.2,0.3684210526315789,0.4,0.4537037037037037,0.4642857142857143,0.4915254237288136,0.3,0.5,0.35185185185185186,0.14285714285714285,0.3076923076923077,21.428571428571427,0.5714285714285714,0.08461538461538462,0.05825242718446602,0.08,,0.08387096774193549,0.046153846153846156,0.0967741935483871,0.03125,0.05,,0.07547169811320754,0.08571428571428572,0.09523809523809523,0.1,0.5833333333333334,0.24074074074074073,0.38461538461538464,0.5555555555555556,0.4,0.18518518518518517,0.2222222222222222,0.07407407407407407,0.25,0.25,1.0,0.2777777777777778,0.4,0.4,1.0,0.75,,0.21428571428571427,,0.14285714285714285,0.5,0.5925925925925926,0.4,0.4649185185185185,0.4777,0.4567964285714285,0.11864406779661017,0.175,0.05172413793103448,0.27586206896551724,9.502857142857142,25.157894736842103,0.29850746268656714,1.0,5.0,4.0,5.0,,,,5.0,9.0,,1.0,,2.0,,1.0,,,,,12.0,9.0,1.0,,0.5555555555555556,0.25,,0.4,0.4444444444444444,0.25,0.4166666666666667,0.4166666666666667,0.4,,,,0.35714285714285715,0.2,1.0,1.0,2.0,,,,1.0,1.0,2.0,2.0,2.0,,,0.25,,0.1,,,,,,0.03571428571428571,0.3333333333333333,,1.0,1.0,,,,,True
1897,1610612754,Metta World Peace,Metta World Peace,1897,IND,17077.0,285,13,509,509,212,176,62,1018,22.0,39.0,7.0,19.0,30.0,2.0,8.0,1.0,4.0,7.0,26.0,2.0,3.0,8.0,37.0,88,9.0,34.0,32.0,133.0,469,8.0,2.0,9.0,25.0,4.0,12.0,21.0,67.0,22.0,52.0,21.0,26.0,7.0,11.0,18.0,8.0,26.0,7.0,6.0,60.0,,8.0,6.0,26.0,38.0,8.0,46.0,13.0,8.0,5.0,7.0,1.0,10.0,,17.0,9.0,4.0,22,3.0,43.0,,19.0,,,10.0,6.0,67.0,212,7.0,0.2972972972972973,0.3235294117647059,0.7777777777777778,0.2647058823529412,0.3333333333333333,0.2647058823529412,0.42045454545454547,0.4139344262295082,0.46,0.46830985915492956,0.8333333333333334,0.5317460317460317,0.2786885245901639,0.125,0.20512820512820512,27.288428324697755,0.4117647058823529,0.12206572769953052,0.04081632653061224,0.14634146341463414,,0.12598425196850394,0.030418250950570342,0.0847457627118644,0.04081632653061224,0.011363636363636364,,0.0875,0.10526315789473684,0.17105263157894737,0.14285714285714285,0.6,0.319672131147541,0.5641025641025641,0.7096774193548387,0.45454545454545453,0.1557377049180328,0.2459016393442623,0.06557377049180328,0.25,0.25,1.0,0.21311475409836064,0.2692307692307692,0.2692307692307692,0.7142857142857143,0.7,0.2,0.08,0.25,0.16,0.375,0.5983606557377049,0.2692307692307692,0.47157107438016527,0.5205333333333333,0.4809673469387756,0.1386861313868613,0.18446601941747573,0.18796992481203006,0.5037593984962406,8.950000000000001,25.31176470588235,0.4165029469548134,10.0,18.0,5.0,10.0,,,2.0,17.0,38.0,6.0,1.0,2.0,10.0,6.0,4.0,,3.0,2.0,5.0,10.0,5.0,1.0,1.0,0.4473684210526316,0.8,0.3333333333333333,0.2631578947368421,0.3125,,0.3333333333333333,0.3333333333333333,0.1,,,,0.36,0.5555555555555556,5.0,5.0,6.0,,,,3.0,6.0,4.0,4.0,4.0,,,0.625,,0.15789473684210525,,,,,0.16666666666666666,0.05084745762711865,0.7142857142857143,,,,2.0,1.0,0.5,,True
2410,1610612754,Fred Jones,Fred Jones,2410,IND,13195.0,220,38,385,390,110,99,47,775,3.0,6.0,,4.0,14.0,1.0,5.0,1.0,1.0,9.0,15.0,5.0,1.0,4.0,11.0,24,10.0,20.0,5.0,57.0,336,1.0,6.0,,11.0,2.0,5.0,,8.0,12.0,10.0,24.0,15.0,9.0,2.0,10.0,5.0,15.0,3.0,7.0,35.0,1.0,1.0,9.0,18.0,27.0,2.0,29.0,7.0,5.0,2.0,2.0,1.0,5.0,,7.0,2.0,8.0,23,1.0,7.0,,4.0,,,6.0,4.0,8.0,110,3.0,0.5454545454545454,0.5454545454545454,0.8,0.5,0.4,0.5,0.4583333333333333,0.5909090909090909,0.5,0.6063829787234043,0.7857142857142857,0.5,0.45454545454545453,0.08333333333333333,,12.217194570135748,0.2857142857142857,0.1016949152542373,0.006756756756756757,0.225,0.02,0.12442396313364056,0.010101010101010102,,,0.017241379310344827,,0.04225352112676056,0.175,0.12121212121212122,0.21212121212121213,0.6666666666666666,0.13636363636363635,0.5,0.5,0.6666666666666666,0.09090909090909091,0.3181818181818182,0.11363636363636363,0.2,0.25,1.0,0.3409090909090909,0.6,0.6,0.7777777777777778,,0.7142857142857143,0.125,1.0,0.5,0.25,0.5909090909090909,0.6,0.48152954545454546,0.4885,0.50154375,0.0851063829787234,0.14814814814814814,0.19298245614035087,0.14035087719298245,12.991666666666665,25.06,0.2857142857142857,,1.0,1.0,7.0,,1.0,3.0,1.0,3.0,6.0,2.0,1.0,2.0,,1.0,,,3.0,,6.0,3.0,2.0,0.5,0.3333333333333333,0.7857142857142857,,0.25,0.3333333333333333,1.0,0.5,0.5384615384615384,0.42857142857142855,0.14285714285714285,,,0.125,,,1.0,,,1.0,,,1.0,1.0,1.0,1.0,,,1.0,0.05,0.25,0.07142857142857142,,,0.02702702702702703,0.2857142857142857,,,,,,3.0,0.6,0.3333333333333333,0.2,True
397,1610612754,Reggie Miller,Reggie Miller,397,IND,9761.0,163,30,308,299,107,92,34,607,,1.0,,4.0,8.0,3.0,8.0,1.0,3.0,8.0,22.0,2.0,4.0,10.0,1.0,13,11.0,30.0,15.0,50.0,266,,2.0,1.0,4.0,5.0,13.0,10.0,25.0,2.0,,33.0,22.0,8.0,2.0,17.0,3.0,20.0,2.0,10.0,43.0,,,3.0,10.0,13.0,,13.0,9.0,5.0,4.0,4.0,4.0,7.0,,11.0,3.0,1.0,8,,16.0,6.0,1.0,,,1.0,,25.0,107,1.0,1.0,1.0,1.0,0.36666666666666664,0.38461538461538464,0.36666666666666664,0.07692307692307693,0.4069767441860465,0.4411764705882353,0.46875,0.75,0.5476190476190477,0.6976744186046512,0.15384615384615385,1.0,17.151162790697676,0.36363636363636365,0.08333333333333333,,0.13043478260869565,,0.09090909090909091,,,,,,,0.1111111111111111,0.15555555555555556,0.15,,0.023255813953488372,,,,0.09302325581395349,0.18604651162790697,0.18604651162790697,0.375,0.375,1.0,0.5116279069767442,0.36363636363636365,0.38095238095238093,1.0,,1.0,0.17647058823529413,0.3333333333333333,0.5882352941176471,0.4,0.7209302325581395,0.36363636363636365,0.5041546511627907,0.579,0.5074264705882353,0.022727272727272728,0.07142857142857142,0.08,0.5,15.523076923076921,25.113333333333333,0.3474025974025974,,1.0,1.0,,,,1.0,,4.0,,1.0,3.0,4.0,,4.0,,1.0,2.0,4.0,1.0,1.0,,0.5,,0.75,,0.25,0.3333333333333333,1.0,,,,,,,0.058823529411764705,,,,,,1.0,,,,,,,,,,0.03333333333333333,0.25,,0.045454545454545456,,,,,,,,,1.0,0.5,1.0,,True
979,1610612754,Jermaine O'Neal,Jermaine O'Neal,979,IND,17153.0,286,55,519,527,180,157,58,1046,24.0,36.0,3.0,51.0,40.0,,,,,,1.0,,,,58.0,127,,1.0,44.0,160.0,467,12.0,,11.0,27.0,,,30.0,66.0,78.0,38.0,,1.0,,11.0,4.0,4.0,8.0,1.0,2.0,20.0,3.0,11.0,13.0,37.0,58.0,16.0,74.0,4.0,3.0,1.0,8.0,2.0,9.0,,17.0,5.0,13.0,25,3.0,62.0,1.0,20.0,,,19.0,15.0,66.0,180,4.0,0.6724137931034483,0.7222222222222222,,,,,0.4566929133858268,0.453125,0.4864864864864865,0.5095541401273885,0.7105263157894737,0.5892857142857143,0.0078125,0.08661417322834646,0.2222222222222222,29.879101899827287,0.47058823529411764,0.16017316017316016,0.057291666666666664,0.2765957446808511,0.05172413793103448,0.17985611510791366,0.056,0.0392156862745098,0.03508771929824561,0.08333333333333333,0.13333333333333333,0.13414634146341464,0.2,0.15730337078651685,0.28205128205128205,0.7894736842105263,0.28125,0.6666666666666666,0.8571428571428571,0.7083333333333334,0.3984375,0.3125,,,,,0.0078125,,,,0.25,,,,,,0.2890625,,0.42498320312500004,0.4297875,0.4448891891891892,0.1388888888888889,0.13986013986013987,0.16875,0.4125,9.692913385826772,24.8,0.3468208092485549,8.0,14.0,21.0,13.0,,,,18.0,37.0,,3.0,2.0,,8.0,1.0,,3.0,4.0,13.0,19.0,14.0,,,0.4864864864864865,0.6666666666666666,0.6153846153846154,0.4117647058823529,0.4375,0.5714285714285714,0.325,0.325,0.7692307692307693,,,,0.3783783783783784,0.5714285714285714,3.0,8.0,8.0,,,2.0,1.0,6.0,4.0,4.0,5.0,,,0.6666666666666666,,0.058823529411764705,,,0.09523809523809523,0.023255813953488372,0.25,0.01694915254237288,1.0,,1.0,4.0,,,,,True
2224,1610612754,Jamaal Tinsley,Jamaal Tinsley,2224,IND,9419.0,157,35,298,295,123,89,33,593,5.0,11.0,,6.0,6.0,1.0,3.0,,1.0,4.0,15.0,,2.0,5.0,10.0,23,5.0,18.0,3.0,38.0,268,1.0,,,,2.0,6.0,3.0,15.0,4.0,16.0,12.0,14.0,4.0,4.0,23.0,7.0,30.0,5.0,16.0,67.0,,,,13.0,13.0,1.0,14.0,14.0,7.0,7.0,7.0,5.0,4.0,,11.0,4.0,8.0,24,,3.0,1.0,,1.0,1.0,1.0,1.0,15.0,123,5.0,0.2,0.2,0.8,0.2777777777777778,0.3333333333333333,0.29411764705882354,0.43478260869565216,0.4268292682926829,0.46153846153846156,0.44047619047619047,,0.5,0.43902439024390244,0.17391304347826086,0.36363636363636365,15.773809523809524,0.6363636363636364,0.11607142857142858,,,,0.1,,,,,,0.05,0.06451612903225806,0.21951219512195122,,1.0,0.2682926829268293,0.45454545454545453,0.7142857142857143,0.4,0.14634146341463414,0.14634146341463414,0.07317073170731707,0.3333333333333333,0.5,1.0,0.36585365853658536,0.26666666666666666,0.26666666666666666,0.75,,,0.07692307692307693,,0.38461538461538464,0.4,0.7073170731707317,0.2857142857142857,0.5258412499999999,0.3616,0.5483615384615385,,,,0.39473684210526316,7.908695652173913,25.96111111111111,0.412751677852349,2.0,6.0,3.0,2.0,,,,3.0,7.0,3.0,2.0,5.0,2.0,,3.0,,,,1.0,,,,,0.42857142857142855,,,0.5,0.5,,0.3333333333333333,0.3333333333333333,,,,,0.46153846153846156,0.3333333333333333,,,,1.0,1.0,1.0,,2.0,,,,,,,0.05555555555555555,,,,0.06666666666666667,,,,,,,,,,,0.3333333333333333,True
72,1610612754,Kenny Anderson,Kenny Anderson,72,IND,395.0,7,-13,9,12,2,3,1,21,,1.0,,1.0,1.0,,,,,,,,,,,3,,,,,15,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1,,,,,,,,,,2,,,,,,,,,,,,,,,0.3333333333333333,1.0,30.0,,,,,,,,,,,,,,,,,0.3333333333333333,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,0.3333333333333333,,0.43603333333333333,,0.5499,,,,,10.6,,0.2222222222222222,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
