EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,DefThreePtRebounds,DefRebounds,Rebounds,PenaltyOffPossExcludingTakeFouls,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,Steals,LostBallSteals,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,AtRimFGA,PenaltyAtRimFGA,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,AtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,on,SecondChanceOffPoss,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsUnassisted2s,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FTA,Technical Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg3ptShotDistance,SecondChanceFtPoints,Fg2aBlocked,Fg3aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,BadPassSteals,LostBallTurnovers,Travels,SecondChanceTurnovers,Offensive Fouls,TwoPtShootingFoulsDrawn,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PtsPutbacks,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,OffAtRimReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangePctBlocked,ShortMidRangePctAssisted,PtsUnassisted3s,Arc3PctBlocked,LostBallOutOfBoundsTurnovers,3SecondViolations,Defensive 3 Seconds Violations,FTOffRebounds,StepOutOfBoundsTurnovers,OffFTReboundPct,ThreePtShootingFoulsDrawn,BlockedLongMidRange,ThreePtShootingFoulsDrawnPct
120,1610612740,Steven Smith,Steven Smith,120,NOH,124.0,2,-2,4,5,4,5,9,4,1.0,1.0,1.0,4,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,1610612740,Robert Traylor,Robert Traylor,1714,NOH,124.0,2,-2,4,5,4,5,9,4,,,,4,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,1.0,1.0,1.0,1.0,0.3187,0.3187,1.0,16.4,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742,1610612740,Shammond Williams,Shammond Williams,1742,NOH,124.0,2,-2,4,5,4,5,9,4,,,,4,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,50.0,,,,,0.5948,0.5948,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466,1610612740,Maurice Carter,Maurice Carter,2466,NOH,124.0,2,-2,4,5,4,5,9,4,,,,4,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,25.0,,,,,0.5798,0.5798,,,1.0,1.0,,,,,1.0,1.0,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,1610612740,George Lynch,George Lynch,248,NOH,124.0,2,-2,4,5,4,5,9,4,,,,4,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,1610612740,Steven Smith,Steven Smith,120,NOH,2571.0,43,-12,82,81,37,27,163,82,2.0,5.0,7.0,37,0.25,0.125,0.2857142857142857,0.45121951219512196,1.0,5.0,6.0,15.0,32.0,3.0,7.0,14.0,4.0,,,,14.0,0.3333333333333333,0.3333333333333333,0.4,0.42857142857142855,0.5769230769230769,0.46153846153846156,0.5925925925925926,0.5,31.578947368421055,0.19230769230769232,0.2,0.2,,0.45063000000000003,0.4379192307692307,0.4375,10.84,3.0,1.0,1.0,1.0,3.0,1.0,0.11538461538461539,0.07692307692307693,0.5384615384615384,1.0,1.0,1.0,2.0,False,12.0,3.0,1.0,1.0,1.0,2.0,7.0,1.0,3.0,1.0,1.0,3.0,5.0,8.0,1.0,2.0,1.0,3.0,6.0,11.0,2.0,1.0,3.0,1.0,3.0,5.0,2.0,6.0,2.0,8.0,18.0,1.0,7.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,0.5454545454545454,0.3333333333333333,0.3333333333333333,0.6,0.3333333333333333,0.4166666666666667,0.4166666666666667,0.4230769230769231,0.6666666666666666,0.25,0.08333333333333333,0.05555555555555555,0.0425531914893617,0.08333333333333333,0.05263157894736842,0.14285714285714285,0.07142857142857142,0.07692307692307693,1.0,1.0,0.6666666666666666,0.2692307692307692,0.2857142857142857,0.2857142857142857,0.11538461538461539,0.3333333333333333,0.3333333333333333,1.0,0.3076923076923077,0.625,0.625,1.0,0.16666666666666666,1.0,1.0,0.16666666666666666,0.3333333333333333,0.5,1.0,1.0,0.23076923076923078,0.3333333333333333,0.23076923076923078,0.3333333333333333,0.7142857142857143,0.4122333333333333,0.15625,25.60909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,1610612740,David Wesley,David Wesley,133,NOH,14602.0,243,-20,450,450,161,102,900,430,5.0,15.0,16.0,161,0.08928571428571429,0.07009345794392523,0.08695652173913043,0.35777777777777775,11.0,39.0,13.0,44.0,74.0,3.0,12.0,20.0,24.0,5.0,4.0,,20.0,0.9230769230769231,0.9230769230769231,0.29545454545454547,0.25,0.39864864864864863,0.25,0.4397590361445783,0.4,18.53932584269663,0.527027027027027,0.28205128205128205,0.2894736842105263,0.9090909090909091,0.4864864864864865,0.4518916666666667,0.2702702702702703,18.118181818181817,5.0,,,5.0,16.0,5.0,0.06756756756756757,,0.47297297297297297,14.0,17.0,5.0,37.0,False,71.0,2.0,,1.0,,,,2.0,7.0,,1.0,3.0,9.0,23.0,3.0,6.0,,3.0,11.0,30.0,15.0,,4.0,3.0,6.0,13.0,1.0,6.0,11.0,2.0,33.0,,23.0,9.0,,10.0,,1.0,,11.0,9.0,9.0,21.0,1.0,21.0,3.0,6.0,3.0,1.0,0.36666666666666664,0.5,0.16666666666666666,0.36666666666666664,,0.45,0.5416666666666666,0.40540540540540543,0.6875,,0.06329113924050633,,0.00411522633744856,,,0.058823529411764705,0.075,,0.4,0.5,1.0,,,,0.0945945945945946,0.2857142857142857,0.3333333333333333,1.0,0.3108108108108108,0.391304347826087,0.391304347826087,1.0,0.1,,,,0.6,0.5,1.0,,0.16666666666666666,0.3333333333333333,0.16666666666666666,,0.391304347826087,0.50235,0.17567567567567569,24.33,4.0,2.0,1.0,3.0,2.0,1.0,5.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,0.03333333333333333,0.045454545454545456,0.2,0.02564102564102564,0.14285714285714285,0.016129032258064516,0.02,0.037037037037037035,0.1,0.03896103896103896,0.06382978723404255,,,,,,,,,,,,,,,,,,,,,,,
136,1610612740,P.J. Brown,P.J. Brown,136,NOH,15290.0,255,-20,464,468,132,90,932,459,5.0,39.0,68.0,132,0.10204081632653061,0.15789473684210525,0.1,0.28448275862068967,14.0,47.0,26.0,71.0,62.0,5.0,17.0,14.0,36.0,3.0,1.0,,14.0,0.6923076923076923,0.9,0.36619718309859156,0.29411764705882354,0.36619718309859156,0.29411764705882354,0.40789473684210525,0.3684210526315789,15.978456014362656,0.6619718309859155,0.2978723404255319,0.30434782608695654,1.0,0.43246901408450705,0.41076470588235287,0.22580645161290322,11.883098591549297,16.0,2.0,2.0,5.0,13.0,4.0,0.22535211267605634,0.11764705882352941,0.22535211267605634,9.0,15.0,5.0,36.0,False,80.0,11.0,6.0,8.0,1.0,1.0,8.0,,,,,,,,,,,,,,10.0,7.0,11.0,,,16.0,,,4.0,16.0,,,,,19.0,31.0,3.0,29.0,3.0,8.0,6.0,10.0,16.0,1.0,11.0,,2.0,1.0,,,,,,0.6363636363636364,0.6363636363636364,0.6666666666666666,,0.6153846153846154,0.23076923076923078,0.17318435754189945,0.1,0.11153846153846154,0.047619047619047616,0.08080808080808081,0.046153846153846156,0.21686746987951808,0.06976744186046512,0.6875,0.6875,0.36363636363636365,0.11267605633802817,0.125,0.125,,,,,,,,,0.7272727272727273,0.75,,,,,,0.5,,,,,,0.517109090909091,0.25806451612903225,,2.0,1.0,,6.0,6.0,,4.0,,10.0,2.0,2.0,,3.0,3.0,4.0,,0.014084507042253521,,0.02127659574468085,,0.14285714285714285,0.13559322033898305,0.3225806451612903,0.1111111111111111,0.05405405405405406,0.05405405405405406,12.0,1.0,11.0,7.0,4.0,11.0,7.0,0.1836734693877551,0.18181818181818182,0.6363636363636364,,,,,,,,,,,,,
1714,1610612740,Robert Traylor,Robert Traylor,1714,NOH,2193.0,37,-17,67,68,14,19,135,64,4.0,9.0,10.0,14,0.2857142857142857,0.25,0.2727272727272727,0.208955223880597,,2.0,3.0,8.0,8.0,2.0,4.0,4.0,6.0,2.0,,,4.0,1.0,1.0,0.375,0.5,0.375,0.5,0.4444444444444444,0.5,14.666666666666666,0.25,,,,0.46787500000000004,0.428025,0.5,6.9125000000000005,3.0,1.0,,1.0,2.0,1.0,0.375,0.25,0.375,1.0,1.0,1.0,2.0,False,5.0,2.0,,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,1.0,5.0,,1.0,,1.0,1.0,3.0,8.0,,3.0,,,1.0,,,,,,,,,,0.5,,0.22727272727272727,0.043478260869565216,0.03333333333333333,0.2,,0.2222222222222222,0.3333333333333333,,0.6666666666666666,0.6666666666666666,1.0,0.375,0.3333333333333333,0.5,,,,,,,,,1.0,,,,,,,1.0,,,,,,0.5602,,,,1.0,,,,,,,,2.0,,,,1.0,2.0,,0.125,,,,,,,0.3333333333333333,0.2222222222222222,0.2222222222222222,,1.0,1.0,1.0,,1.0,1.0,,,1.0,0.3333333333333333,1.0,,,,,,,,,,,
353,1610612740,Darrell Armstrong,Darrell Armstrong,353,NOH,8992.0,150,-25,264,268,61,53,532,255,1.0,9.0,15.0,61,0.03225806451612903,0.05714285714285714,0.04,0.23106060606060605,3.0,7.0,3.0,9.0,24.0,1.0,4.0,7.0,4.0,6.0,2.0,,7.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.25,0.3088235294117647,0.2777777777777778,0.32857142857142857,0.35,15.635179153094464,0.20588235294117646,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.5273485294117647,0.4913166666666667,0.2916666666666667,15.11111111111111,2.0,,2.0,5.0,13.0,1.0,0.058823529411764705,,0.7941176470588235,12.0,16.0,7.0,36.0,False,36.0,,,,,,,1.0,2.0,,,,4.0,23.0,,4.0,1.0,5.0,5.0,25.0,3.0,,1.0,,4.0,,1.0,5.0,2.0,2.0,12.0,,23.0,4.0,3.0,7.0,1.0,6.0,1.0,8.0,3.0,2.0,10.0,1.0,3.0,1.0,1.0,2.0,0.8,0.2,,0.2,0.2,,,,0.7352941176470589,0.6153846153846154,0.09090909090909091,0.06422018348623854,0.030612244897959183,0.0425531914893617,,0.06818181818181818,0.024390243902439025,0.09803921568627451,0.043478260869565216,,,,,,,0.058823529411764705,0.5,0.5,,0.6764705882352942,0.17391304347826086,0.19047619047619047,1.0,,,,,0.8,,,,,,0.5555555555555556,0.2,0.17391304347826086,0.5206500000000001,,24.532000000000004,,1.0,2.0,4.0,4.0,,5.0,,3.0,4.0,5.0,1.0,,1.0,,0.08,0.1111111111111111,0.5,,,0.06976744186046512,0.07692307692307693,0.058823529411764705,,,,,,,,,,,,,,,,3.0,0.08695652173913043,,,,,,,,,
