EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,FG2M,FG2A,Points,OpponentPoints,PtsUnassisted2s,Steals,BadPassSteals,Fouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,EfgPct,TsPct,Usage,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyOffPossPct,ShortMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Offensive Fouls,PenaltyPointsExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,ShortMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PtsAssisted2s,PtsPutbacks,Fg2aBlocked,ThreePtAssists,Corner3Assists,ShortMidRangeAssists,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallTurnovers,Loose Ball Fouls,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,ShortMidRangeFGM,SecondChanceFtPoints,Arc3Assists,OffThreePtRebounds,Travels,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,BlockedAtRim,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PtsUnassisted3s,SecondChanceAtRimPctAssisted,ShortMidRangePctBlocked,OffCorner3ReboundPct,DefensiveGoaltends,Blocked3s,BlockedArc3,on,BlockedLongMidRange,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,SecondChanceArc3FGM,LostBallOutOfBoundsTurnovers,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveAttempts,Technical Free Throw Trips,Corner3PctBlocked
1904,1610612747,Devean George,Devean George,1904,LAL,181.0,3,1.0,6,7,2,4,2.0,13,1.0,1.0,1.0,1.0,2.0,8,2.0,1.0,1.0,1.0,2,1.0,1.0,1.0,14.285714285714285,1.0,1.0,1.0,1.0,0.8813,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
2416,1610612747,Kareem Rush,Kareem Rush,2416,LAL,1319.0,22,-3.0,43,44,17,18,4.0,87,,2.0,,3.0,3.0,46,,,,3.0,17,,0.3,0.3,14.285714285714286,0.4,,,0.8,0.52114,0.3953488372093023,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,0.5,1.0,0.5,1.5,1.5,0.4,0.5,0.2,0.4,0.5,0.5,1.0,1.0,1.0,0.5,0.5046,1.0,2.966666666666667,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
296,1610612747,Rick Fox,Rick Fox,296,LAL,8845.0,147,-28.0,270,276,94,112,31.0,546,5.0,7.0,7.0,13.0,18.0,274,4.0,3.0,2.0,21.0,94,0.5384615384615384,0.425,0.42857142857142855,9.836065573770492,0.35,0.7142857142857143,0.8333333333333334,0.7,0.5212899999999999,0.34814814814814815,2.0,,5.0,,3.0,1.0,7.0,1.0,5.0,12.0,3.0,5.0,,17.0,18.0,9.0,3.0,37.0,7.0,4.0,2.0,9.0,1.0,1.0,7.0,1.0,12.0,1.0,0.14285714285714285,0.2,0.14285714285714285,0.5,0.5,0.35,0.7777777777777778,0.1,0.25,,,,0.2727272727272727,,,0.5467590909090908,0.6666666666666666,7.684615384615385,24.657142857142862,1.0,2.0,2.0,3.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,5.0,4.0,6.0,1.0,10.0,2.0,1.0,1.0,1.0,5.0,4.0,2.0,1.0,9.0,7.0,17.0,6.0,23.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,0.7142857142857143,0.8333333333333334,0.5,0.5,0.6666666666666666,0.625,0.625,0.07692307692307693,0.14285714285714285,0.5384615384615384,0.11764705882352941,0.1,0.03773584905660377,0.03225806451612903,0.08264462809917356,0.030303030303030304,0.06666666666666667,0.07142857142857142,0.03125,0.18604651162790697,0.045454545454545456,0.09090909090909091,0.8,0.2,0.5,0.5,0.5,0.1,0.5,0.5,1.0,0.5,0.5,0.25,1.0,1.0,0.25,0.2727272727272727,0.6666666666666666,0.18181818181818182,0.5,0.56995,0.047619047619047616,0.07142857142857142,0.2777777777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
406,1610612747,Shaquille O'Neal,Shaquille O'Neal,406,LAL,6962.0,116,-15.0,217,215,57,74,25.0,432,20.0,30.0,27.0,49.0,66.0,217,10.0,2.0,2.0,15.0,57,0.5510204081632653,0.5510204081632653,0.515625,29.21810699588477,0.6122448979591837,0.6666666666666666,0.7142857142857143,0.6122448979591837,0.5048244897959184,0.2626728110599078,19.0,,,,,,,,,16.0,,,,8.0,9.0,1.0,6.0,19.0,3.0,1.0,4.0,7.0,,3.0,10.0,1.0,16.0,,,,,0.5,0.4444444444444444,,0.42857142857142855,0.3877551020408163,,,,,,,,0.49772,0.24242424242424243,3.3591836734693876,,3.0,6.0,3.0,5.0,,,,,,,,,,12.0,4.0,8.0,,,12.0,5.0,10.0,6.0,44.0,6.0,2.0,1.0,,1.0,11.0,1.0,3.0,21.0,1.0,25.0,13.0,38.0,1.0,,,2.0,1.0,34.0,14.0,6.0,4.0,6.0,2.0,0.8148148148148148,0.9166666666666666,,0.5,0.5,0.5,0.46153846153846156,0.04081632653061224,0.06666666666666667,0.1,0.058823529411764705,0.2876712328767123,0.13253012048192772,0.1111111111111111,0.24,0.1188118811881188,0.08,0.13043478260869565,0.2857142857142857,0.23529411764705882,0.05,0.05,0.75,,,,,,,,,0.75,0.5,,,,,0.5,0.6,,,0.5625571428571429,0.23728813559322035,0.23728813559322035,0.18181818181818182,7.0,4.0,1.0,1.0,1.0,4.0,5.0,2.0,4.0,2.0,1.0,0.05555555555555555,0.17142857142857143,0.1,0.45454545454545453,0.2857142857142857,0.6666666666666666,0.3684210526315789,0.3684210526315789,1.0,,,,,,,,True,,,,,,,,,,,,,,,
965,1610612747,Derek Fisher,Derek Fisher,965,LAL,2852.0,48,-21.0,93,92,39,41,11.0,185,,2.0,3.0,10.0,16.0,99,,1.0,,4.0,39,0.3,0.46875,0.47058823529411764,19.23076923076923,0.125,,,0.5,0.44866562499999996,0.41935483870967744,1.0,2.0,3.0,1.0,1.0,3.0,6.0,1.0,3.0,6.0,6.0,3.0,2.0,2.0,3.0,1.0,,7.0,3.0,1.0,,3.0,,3.0,2.0,,6.0,0.6666666666666666,0.5,0.3333333333333333,0.5,0.35714285714285715,0.375,0.375,1.0,0.0625,0.1875,0.6666666666666666,0.6666666666666666,0.5,0.14285714285714285,1.0,0.6666666666666666,0.4370428571428571,0.375,14.26,24.51666666666667,,,,,3.0,7.0,1.0,3.0,,,,2.0,,1.0,,,,,,1.0,4.0,1.0,6.0,,,1.0,1.0,1.0,1.0,,1.0,2.0,,3.0,1.0,4.0,1.0,1.0,,2.0,,2.0,,,,,,1.0,1.0,,,0.25,,,,,,,0.08333333333333333,0.02857142857142857,0.07142857142857142,0.07894736842105263,0.023255813953488372,0.1,,0.14285714285714285,0.07692307692307693,0.08333333333333333,0.1111111111111111,,0.4375,0.42857142857142855,0.42857142857142855,1.0,0.1875,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,0.2857142857142857,,,,,,,,,,,,1.0,,,,,,,,,,,,,,3.0,,,,,,,True,,,,,,,,,,,,,,,
252,1610612747,Karl Malone,Karl Malone,252,LAL,7028.0,117,-13.0,207,213,63,76,23.0,420,6.0,11.0,18.0,44.0,44.0,213,2.0,5.0,2.0,7.0,63,0.4090909090909091,0.4090909090909091,0.4489795918367347,23.728813559322035,0.25,0.5454545454545454,0.6666666666666666,0.25,0.4282704545454546,0.30434782608695654,4.0,,,,,,,,,15.0,,,,7.0,9.0,4.0,2.0,20.0,1.0,1.0,6.0,7.0,1.0,3.0,1.0,4.0,15.0,,,,,0.45454545454545453,0.5357142857142857,,0.14285714285714285,0.09090909090909091,,,,,,,,0.44793636363636363,0.3409090909090909,12.272727272727273,,2.0,4.0,3.0,3.0,10.0,29.0,,,,,,,,8.0,3.0,6.0,,,7.0,5.0,11.0,5.0,34.0,2.0,2.0,2.0,,1.0,4.0,,8.0,12.0,2.0,22.0,4.0,26.0,1.0,3.0,1.0,,,13.0,6.0,,,,1.0,0.9444444444444444,1.0,,0.5,0.45454545454545453,0.5,0.5833333333333334,0.045454545454545456,0.18181818181818182,0.2222222222222222,,0.15789473684210525,0.047058823529411764,0.38095238095238093,0.20618556701030927,0.03773584905660377,0.13636363636363635,0.043478260869565216,0.03571428571428571,0.16666666666666666,0.375,0.041666666666666664,0.8333333333333334,0.6590909090909091,0.3448275862068966,0.3448275862068966,1.0,,,,,0.6666666666666666,0.5,,,,,0.2727272727272727,1.0,,,0.49651666666666666,0.1276595744680851,0.1276595744680851,0.1590909090909091,2.0,1.0,2.0,,1.0,3.0,2.0,,,,,,,,0.4166666666666667,0.4,,0.5,0.5,1.0,,0.5,,,,,,True,,,,,,,,,,,,,,,
56,1610612747,Gary Payton,Gary Payton,56,LAL,6563.0,109,-13.0,195,202,58,73,22.0,397,6.0,8.0,9.0,20.0,24.0,187,2.0,3.0,2.0,8.0,58,0.45,0.4,0.4,15.454545454545453,0.26666666666666666,0.75,0.8571428571428571,0.6,0.48454833333333336,0.29743589743589743,6.0,1.0,7.0,,1.0,2.0,10.0,,1.0,6.0,6.0,7.0,1.0,19.0,20.0,8.0,7.0,41.0,2.0,2.0,2.0,4.0,,1.0,4.0,1.0,6.0,1.0,0.2,,0.2,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.5,0.2,0.23333333333333334,0.14285714285714285,0.14285714285714285,1.0,0.14285714285714285,,0.14285714285714285,0.47936428571428574,0.25,7.410000000000001,25.11,1.0,1.0,2.0,2.0,1.0,6.0,1.0,3.0,,,,,1.0,,1.0,2.0,,1.0,2.0,3.0,6.0,,16.0,,2.0,1.0,1.0,4.0,,,1.0,7.0,,8.0,1.0,9.0,,1.0,,,1.0,,,,,,,0.8888888888888888,0.8888888888888888,,0.5,0.5,0.3333333333333333,0.3333333333333333,0.1,0.125,,,0.09859154929577464,,0.04,0.08333333333333333,0.009900990099009901,,,0.15384615384615385,0.09375,0.0625,,0.8333333333333334,0.2,0.16666666666666666,0.16666666666666666,1.0,0.1,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,,,,0.3333333333333333,0.2857142857142857,1.0,,,0.39725,,,0.08333333333333333,2.0,,,1.0,,,,,,,,0.05,,,,,,0.3333333333333333,0.4,1.0,,1.0,0.16666666666666666,0.1111111111111111,,,,True,,,,,,,,,,,,,,,
977,1610612747,Kobe Bryant,Kobe Bryant,977,LAL,6970.0,116,-22.0,207,212,68,86,25.0,419,7.0,12.0,17.0,39.0,61.0,213,12.0,5.0,3.0,5.0,68,0.4358974358974359,0.425531914893617,0.5350877192982456,25.95744680851064,0.2553191489361702,0.5833333333333334,0.5833333333333334,0.425531914893617,0.47274468085106386,0.3285024154589372,9.0,,3.0,,1.0,2.0,8.0,1.0,2.0,19.0,6.0,3.0,,8.0,11.0,5.0,1.0,25.0,1.0,,3.0,4.0,,1.0,1.0,,19.0,1.0,0.25,0.5,0.25,0.28125,0.4523809523809524,0.1702127659574468,0.25,0.19148936170212766,0.06382978723404255,,,,0.0625,,,0.45717499999999994,0.3114754098360656,10.341025641025642,24.25,1.0,1.0,1.0,5.0,5.0,18.0,2.0,5.0,,,1.0,1.0,,21.0,1.0,3.0,,,2.0,3.0,14.0,10.0,22.0,2.0,1.0,3.0,2.0,2.0,1.0,,1.0,6.0,,7.0,2.0,9.0,2.0,2.0,2.0,1.0,,23.0,9.0,,,,1.0,0.6470588235294118,0.6875,,0.3333333333333333,0.21428571428571427,0.3333333333333333,0.3333333333333333,0.02564102564102564,,,,0.08,0.011904761904761904,0.05,0.07368421052631578,0.018867924528301886,0.043478260869565216,,0.11538461538461539,0.05405405405405406,,0.07407407407407407,0.2857142857142857,0.3829787234042553,0.2777777777777778,0.2777777777777778,1.0,0.10638297872340426,0.4,0.4,1.0,0.3333333333333333,1.0,,,,,0.3125,0.2,0.0625,1.0,0.47395000000000004,0.16666666666666666,0.1956521739130435,0.03278688524590164,5.0,,1.0,1.0,1.0,2.0,3.0,,,,,0.045454545454545456,,0.08333333333333333,0.08333333333333333,0.14285714285714285,,0.5555555555555556,0.625,0.8,,,0.1111111111111111,,1.0,,,True,,,,,,,,,,,,,,,
2098,1610612747,Slava Medvedenko,Slava Medvedenko,2098,LAL,2021.0,34,-22.0,59,64,27,25,8.0,123,1.0,3.0,3.0,14.0,7.0,64,,,,4.0,27,0.21428571428571427,0.21428571428571427,0.25,23.188405797101453,0.21428571428571427,0.3333333333333333,0.3333333333333333,0.21428571428571427,0.4276714285714286,0.4576271186440678,3.0,,,,,,,,,3.0,,,,1.0,1.0,,,2.0,2.0,,,2.0,1.0,,1.0,,3.0,,,,,0.2,0.3,,1.0,0.21428571428571427,,,,,,,,0.43482000000000004,0.42857142857142855,13.400000000000002,,,1.0,1.0,1.0,2.0,8.0,,,,,,,,1.0,,2.0,,,,1.0,5.0,1.0,6.0,,,,,1.0,4.0,1.0,3.0,3.0,,6.0,5.0,11.0,1.0,,,2.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,0.2,,,,,,0.25,0.1875,0.13333333333333333,0.375,0.25,0.11764705882352941,0.2222222222222222,,0.6666666666666666,0.1111111111111111,0.25,0.09090909090909091,1.0,0.5714285714285714,0.25,0.25,1.0,,,,,0.5,,,,,,0.2,1.0,,,0.48435,0.07142857142857142,0.07142857142857142,,,,,,,1.0,,,,,,,0.15384615384615385,,,0.5,,,,,,,,,,1.0,1.0,True,,,,,,,,,,,,,,,
2567,1610612747,Brian Cook,Brian Cook,2567,LAL,338.0,6,7.0,13,13,13,13,,26,,,1.0,1.0,2.0,9,2.0,,,1.0,13,1.0,1.0,1.0,7.692307692307692,,,,,0.3688,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,2.0,,,,,1.0,1.0,,,1.0,,,,,,,,0.3688,1.0,13.7,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,,2.0,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,,,1.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,True,,,,,,,,,,,,,,,
