EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,PtsAssisted2s,Fg2aBlocked,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG2APctBlocked,LongMidRangePctBlocked,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,PenaltyFG2M,PenaltyPoints,PtsUnassisted2s,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,Steals,LostBallSteals,Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,AtRimPctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,FtPoints,PenaltyFtPoints,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Loose Ball Fouls,Offensive Fouls,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,NonShootingPenaltyNonTakeFouls,ShortMidRangePctAssisted,SecondChanceAtRimFGM,Corner3FGA,Arc3FGA,FG3A,SecondChanceFG2M,SecondChancePoints,NonHeaveArc3FGA,Arc3Assists,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,DefAtRimReboundPct,Corner3Frequency,Arc3Frequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChancePointsPct,Avg3ptShotDistance,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,FG3M,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Arc3FGM,PenaltyArc3FGA,PtsUnassisted3s,NonHeaveArc3FGM,Technical Free Throw Trips,ShortMidRangePctBlocked,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,PtsPutbacks,PenaltyArc3FGM,Arc3PctAssisted,PenaltyArc3Accuracy,on,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,HeaveAttempts,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceFtPoints,LostBallOutOfBoundsTurnovers,BlockedAtRim,RecoveredBlocks,BlocksRecoveredPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,DefCorner3ReboundPct,DefensiveGoaltends,ThreePtShootingFoulsDrawn,OffensiveGoaltends,ThreePtShootingFoulsDrawnPct
2403,1610612743,Nene,Nene,2403,DEN,165.0,3,-6,4,5,,1,,9,,,,,,7,,,,,,1.0,1.0,1.0,,,,,,,,,,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1720,1610612743,Michael Doleac,Michael Doleac,1720,DEN,2455.0,41,15,78,76,29.0,35,13.0,154,3.0,5.0,4.0,8.0,8.0,70,2.0,4.0,8.0,1.0,,3.0,3.0,5.0,29.0,1.0,1.0,0.5,0.5,0.5,0.125,,9.67741935483871,0.13043478260869565,,0.125,,,0.625,0.6,0.6,1.0,0.43263749999999995,0.38029999999999997,0.44947499999999996,12.0125,0.3717948717948718,1.0,3.0,,1.0,2.0,,,2.0,4.0,,3.0,,3.0,,2.0,,1.0,6.0,1.0,,2.0,,,,8.0,,,,4.0,0.5,0.5,0.5,0.3333333333333333,,0.03225806451612903,0.05263157894736842,0.08333333333333333,,,,,0.375,0.3333333333333333,0.5,1.0,,,,,0.5,0.5,0.375,,,0.5,,,,,,1.0,,3.0,,,,,,,2.0,,,,,,2.0,4.0,,,1.0,1.0,,,,,,1.0,1.0,1.0,,1.0,0.5,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1.0,0.14285714285714285,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,
1763,1610612743,Ryan Bowen,Ryan Bowen,1763,DEN,321.0,5,10,11,12,11.0,9,1.0,23,1.0,1.0,1.0,1.0,2.0,7,,1.0,2.0,,,,,,11.0,1.0,1.0,1.0,1.0,1.0,,,8.333333333333334,,,,,,1.0,1.0,1.0,1.0,0.4664,,0.4664,20.9,1.0,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,
1863,1610612743,Earl Boykins,Earl Boykins,1863,DEN,5165.0,86,14,161,161,65.0,73,34.0,322,11.0,19.0,13.0,31.0,47.0,157,2.0,11.0,4.0,5.0,3.0,1.0,4.0,7.0,65.0,0.15384615384615385,0.16666666666666666,0.41935483870967744,0.45555555555555555,0.4895833333333333,0.16129032258064516,,27.1356783919598,0.0196078431372549,0.25,0.06349206349206349,0.1,0.375,0.4222222222222222,0.5789473684210527,0.5789473684210527,0.18181818181818182,0.45488409090909093,0.41505,0.4473166666666667,13.561290322580646,0.40372670807453415,,5.0,,,2.0,2.0,7.0,4.0,26.0,22.0,10.0,1.0,11.0,,3.0,1.0,6.0,23.0,3.0,,3.0,,2.0,2.0,3.0,6.0,,1.0,26.0,0.36363636363636365,0.5263157894736842,0.5909090909090909,0.6,,0.0410958904109589,0.031914893617021274,0.045454545454545456,,0.05555555555555555,,,0.1111111111111111,,,,0.15555555555555556,0.2857142857142857,0.4,,0.10526315789473684,,0.4222222222222222,0.021739130434782608,0.03125,0.5531914893617021,6.0,6.0,,1.0,1.0,6.0,4.0,1.0,,,2.0,1.0,1.0,1.0,1.0,,,,14.0,14.0,2.0,7.0,13.0,1.0,5.0,5.0,,,,,,1.0,1.1666666666666667,1.1666666666666667,0.3111111111111111,0.8333333333333334,,,0.3111111111111111,,,0.14893617021276595,26.50714285714286,,,,5.0,4.0,8.0,3.0,0.2,0.35714285714285715,0.5,0.38461538461538464,,,,,,5.0,8.0,12.0,5.0,,0.2857142857142857,0.35714285714285715,0.35714285714285715,0.42105263157894735,0.38461538461538464,2.0,4.0,0.2,0.5,False,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,
1889,1610612743,Andre Miller,Andre Miller,1889,DEN,8831.0,147,-15,277,274,40.0,46,44.0,551,6.0,12.0,32.0,60.0,72.0,287,14.0,2.0,28.0,2.0,3.0,3.0,8.0,21.0,40.0,0.4375,0.4666666666666667,0.5333333333333333,0.5161290322580645,0.5538461538461539,0.03333333333333333,,22.32415902140673,0.027777777777777776,0.13043478260869565,0.04580152671755725,,0.17647058823529413,0.1935483870967742,0.5,0.5,0.3333333333333333,0.5134459677419355,0.5625625000000001,0.5101166666666667,6.1883333333333335,0.1444043321299639,20.0,31.0,12.0,1.0,1.0,6.0,17.0,1.0,2.0,36.0,9.0,4.0,13.0,,4.0,1.0,4.0,30.0,9.0,2.0,13.0,3.0,7.0,1.0,13.0,10.0,4.0,7.0,2.0,0.5,0.3333333333333333,0.3333333333333333,0.03225806451612903,0.2222222222222222,0.07086614173228346,0.08609271523178808,0.10526315789473684,,0.08064516129032258,0.05263157894736842,0.1111111111111111,0.5,0.6451612903225806,0.6666666666666666,0.55,0.27419354838709675,0.35294117647058826,0.375,0.8571428571428571,0.3333333333333333,1.0,0.532258064516129,0.1076923076923077,0.1111111111111111,0.027777777777777776,8.0,,6.0,2.0,5.0,8.0,1.0,5.0,2.0,1.0,,,,,2.0,0.16666666666666666,6.0,,2.0,2.0,7.0,15.0,2.0,4.0,3.0,1.0,2.0,1.0,1.0,,,0.5,0.5,0.5357142857142857,0.03225806451612903,0.375,,,0.03225806451612903,0.5,0.3333333333333333,0.20833333333333334,26.700000000000003,,,,,,1.0,,,,,,,,,,,,1.0,,,,0.058823529411764705,,,0.3333333333333333,,4.0,,,,False,4.0,0.16666666666666666,0.2,,,,,,,,,1.0,1.0,,,,,,,,,,,,
2365,1610612743,Chris Andersen,Chris Andersen,2365,DEN,1205.0,20,10,36,39,15.0,14,7.0,75,,1.0,2.0,5.0,4.0,32,1.0,1.0,2.0,1.0,,5.0,6.0,11.0,15.0,0.5,1.0,0.4,0.4,0.4,0.2,,15.909090909090908,0.23809523809523808,,0.20833333333333334,0.3333333333333333,,0.2,,,,0.54592,0.5676,0.5371,3.06,0.4166666666666667,2.0,4.0,1.0,,1.0,,,,,2.0,1.0,1.0,2.0,,,,1.0,5.0,4.0,1.0,5.0,,1.0,,1.0,,,,,,,,0.25,0.5,0.2857142857142857,0.2777777777777778,0.3333333333333333,,0.4,0.2727272727272727,,0.8,0.5,0.6666666666666666,0.5,,,,1.0,1.0,,0.8,,,,,,1.0,,1.0,2.0,,1.0,,,,2.0,,2.0,,,1.0,,,,1.0,2.0,,1.0,1.0,1.0,,,1.0,,,1.0,1.0,1.0,,0.5,,,,1.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,False,1.0,0.25,0.25,,,,,,,,,,1.0,2.0,1.0,0.5,,,,,,,,,
2206,1610612743,Rodney White,Rodney White,2206,DEN,1046.0,17,-17,35,34,13.0,13,5.0,69,,6.0,1.0,8.0,2.0,46,2.0,3.0,,1.0,,,1.0,2.0,13.0,,,0.125,0.09090909090909091,0.09090909090909091,0.125,,29.26829268292683,,,,,,0.5454545454545454,,,,0.4612772727272727,0.5944,0.45165,14.05,0.37142857142857144,1.0,2.0,2.0,1.0,1.0,,,1.0,2.0,2.0,,,,,,,,,,1.0,1.0,,1.0,,2.0,,,,2.0,0.3333333333333333,0.2,0.2,0.5,0.5,,0.041666666666666664,,,,,,0.18181818181818182,0.5,1.0,,,,,1.0,0.2,1.0,0.45454545454545453,,,1.0,,,1.0,,1.0,1.0,1.0,,,1.0,,,,,1.0,,1.0,,3.0,3.0,1.0,2.0,3.0,,,,,,,,,0.5,0.5,0.5,0.2727272727272727,,,,0.2727272727272727,0.5,,1.0,24.933333333333337,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,0.4,,,,,,False,1.0,0.16666666666666666,0.2,,,,,,,,,,,,,,,,,,,,,,
468,1610612743,Jon Barry,Jon Barry,468,DEN,4309.0,72,-15,135,135,39.0,44,28.0,270,2.0,5.0,4.0,9.0,16.0,146,4.0,,4.0,1.0,2.0,8.0,10.0,13.0,39.0,0.5,0.5,0.4444444444444444,0.4666666666666667,0.5,0.1111111111111111,,11.242603550295858,0.1509433962264151,0.2222222222222222,0.16129032258064516,0.2,0.3333333333333333,0.3333333333333333,0.4,0.4,0.5,0.5263366666666668,0.3958333333333333,0.5511,11.755555555555555,0.28888888888888886,1.0,3.0,,,,1.0,1.0,,3.0,4.0,6.0,1.0,7.0,,5.0,,1.0,15.0,2.0,,3.0,,3.0,2.0,4.0,3.0,1.0,2.0,3.0,,1.5,1.5,0.3333333333333333,,0.03333333333333333,0.0379746835443038,0.05,0.07692307692307693,,0.24,,0.2,0.3333333333333333,0.5,1.0,0.06666666666666667,1.0,1.0,,,,0.6,0.125,0.2,0.1875,2.0,,1.0,1.0,2.0,3.0,,1.0,,,,,,,1.0,,,,6.0,6.0,2.0,4.0,6.0,1.0,1.0,,1.0,,,,,0.5,0.5,0.5,0.4,0.3333333333333333,,,0.4,,,0.25,25.0,,,,2.0,1.0,1.0,6.0,1.0,0.3333333333333333,1.0,0.3333333333333333,,,,,,2.0,1.0,,2.0,,,0.3333333333333333,0.4,1.0,0.3333333333333333,,1.0,1.0,1.0,False,1.0,0.05263157894736842,0.05555555555555555,,,,,,,,,,1.0,,,,1.0,0.16666666666666666,0.16666666666666666,,,,,,
2403,1610612743,Nene,Nene,2403,DEN,7799.0,130,-28,244,243,45.0,46,37.0,487,2.0,10.0,16.0,36.0,39.0,265,2.0,5.0,26.0,,3.0,8.0,12.0,24.0,45.0,0.8125,0.8125,0.4444444444444444,0.4444444444444444,0.4642857142857143,,,17.832167832167833,0.08333333333333333,0.13043478260869565,0.09243697478991597,0.038461538461538464,0.11764705882352941,0.2777777777777778,0.2,0.2,1.0,0.4725944444444444,0.3961,0.53246,7.705555555555555,0.18442622950819673,11.0,16.0,,2.0,3.0,3.0,10.0,2.0,7.0,6.0,12.0,3.0,15.0,,8.0,,4.0,33.0,9.0,1.0,12.0,2.0,5.0,3.0,21.0,13.0,1.0,4.0,7.0,0.4,0.4,0.3888888888888889,,0.125,0.08108108108108109,0.08888888888888889,0.18518518518518517,0.06896551724137931,0.03636363636363636,0.045454545454545456,0.1,0.4444444444444444,0.6875,0.6875,0.7272727272727273,0.2777777777777778,0.3,0.3,,0.6,0.6666666666666666,0.4444444444444444,0.10256410256410256,0.10256410256410256,0.1794871794871795,7.0,3.0,2.0,,5.0,9.0,2.0,6.0,,2.0,3.0,3.0,2.0,3.0,1.0,1.0,,,,,1.0,4.0,,3.0,4.0,1.0,3.0,2.0,3.0,1.0,,0.5,0.5,0.6666666666666666,,0.4444444444444444,0.19230769230769232,,,,,0.10256410256410256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,3.0,0.125,0.05,,,,,,,,,2.0,,1.0,1.0,0.3333333333333333,,,,0.5,0.16666666666666666,,,,
702,1610612743,Voshon Lenard,Voshon Lenard,702,DEN,7893.0,132,5,250,253,48.0,65,36.0,503,11.0,24.0,18.0,43.0,70.0,263,10.0,7.0,14.0,5.0,2.0,6.0,8.0,12.0,48.0,0.3888888888888889,0.4375,0.4186046511627907,0.5,0.5149253731343284,0.11627906976744186,,24.91349480968858,0.06,0.125,0.06896551724137931,0.038461538461538464,0.08333333333333333,0.38095238095238093,0.4583333333333333,0.4583333333333333,0.5454545454545454,0.49426904761904766,0.42334285714285713,0.5000153846153845,12.220930232558139,0.192,5.0,13.0,5.0,2.0,3.0,2.0,6.0,2.0,19.0,22.0,9.0,1.0,10.0,,5.0,1.0,3.0,21.0,2.0,,4.0,,4.0,2.0,9.0,11.0,1.0,5.0,19.0,0.2857142857142857,0.6153846153846154,0.6333333333333333,0.3076923076923077,,0.019801980198019802,0.032520325203252036,,0.045454545454545456,0.02,0.0425531914893617,,0.20634920634920634,0.38461538461538464,0.5555555555555556,0.2,0.09523809523809523,0.3333333333333333,0.4,0.5,0.23076923076923078,0.6666666666666666,0.5238095238095238,0.07462686567164178,0.10638297872340426,0.2714285714285714,7.0,3.0,2.0,,,5.0,,6.0,,,,,,,1.0,,2.0,4.0,16.0,20.0,3.0,6.0,16.0,1.0,5.0,2.0,3.0,,1.0,,,0.3,0.3,0.3,0.31746031746031744,1.0,0.1111111111111111,0.06349206349206349,0.25396825396825395,0.4,,0.08571428571428572,24.580000000000002,,,,9.0,4.0,6.0,24.0,0.8888888888888888,0.45,0.6666666666666666,0.45,,,,,,9.0,6.0,3.0,9.0,2.0,0.16666666666666666,0.5625,0.6428571428571429,0.46153846153846156,0.5625,4.0,4.0,0.8888888888888888,0.6666666666666666,False,2.0,0.09090909090909091,0.1111111111111111,,,,,,,,,,,,,,2.0,0.1,0.125,,0.25,,,,
948,1610612743,Marcus Camby,Marcus Camby,948,DEN,9871.0,165,-20,311,313,65.0,78,54.0,624,6.0,21.0,23.0,46.0,53.0,334,10.0,14.0,30.0,1.0,2.0,28.0,38.0,49.0,65.0,0.6521739130434783,0.7894736842105263,0.5,0.48936170212765956,0.5196078431372549,0.021739130434782608,,15.32258064516129,0.24778761061946902,0.08333333333333333,0.21897810218978103,0.18518518518518517,0.11764705882352941,0.44680851063829785,0.2857142857142857,0.2857142857142857,1.0,0.49978260869565216,0.4969888888888889,0.5087642857142857,9.556521739130433,0.2090032154340836,15.0,20.0,5.0,4.0,5.0,2.0,5.0,7.0,17.0,16.0,8.0,1.0,9.0,,5.0,,3.0,19.0,10.0,8.0,11.0,1.0,4.0,2.0,18.0,13.0,5.0,8.0,17.0,0.5,0.5,0.5,0.05,0.8,0.06944444444444445,0.06395348837209303,0.06818181818181818,0.06896551724137931,0.07042253521126761,0.3050847457627119,0.045454545454545456,0.425531914893617,0.75,0.7894736842105263,0.6,0.10638297872340426,0.4,0.4,0.5,0.35714285714285715,0.8,0.44680851063829785,0.16,0.16326530612244897,0.32075471698113206,7.0,3.0,2.0,,,6.0,1.0,9.0,2.0,,1.0,7.0,1.0,7.0,1.0,,3.0,,1.0,1.0,5.0,10.0,,1.0,6.0,4.0,2.0,,,,,0.5,0.5,0.45454545454545453,0.02127659574468085,1.0,0.18518518518518517,,0.02127659574468085,0.6,,0.18867924528301888,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,False,1.0,0.03571428571428571,0.041666666666666664,,,,,1.0,,,,,,6.0,4.0,0.5714285714285714,,,,,,1.0,,,
2546,1610612743,Carmelo Anthony,Carmelo Anthony,2546,DEN,5880.0,98,-24,182,185,40.0,37,31.0,367,1.0,14.0,9.0,31.0,36.0,203,6.0,5.0,12.0,2.0,5.0,17.0,22.0,26.0,40.0,0.6666666666666666,0.75,0.2903225806451613,0.3,0.391304347826087,0.06451612903225806,,25.68807339449541,0.24285714285714285,0.2777777777777778,0.25,0.35,0.23076923076923078,0.35,0.07142857142857142,0.07142857142857142,1.0,0.51234375,0.5957,0.46558,9.13225806451613,0.21978021978021978,8.0,13.0,5.0,1.0,2.0,,4.0,1.0,8.0,6.0,7.0,,7.0,,5.0,1.0,1.0,14.0,4.0,,4.0,1.0,2.0,2.0,9.0,14.0,1.0,4.0,8.0,0.2,0.2,0.5,0.15384615384615385,,0.0449438202247191,0.038834951456310676,,0.05,0.06976744186046512,0.24242424242424243,0.037037037037037035,0.325,0.6153846153846154,0.7272727272727273,0.625,0.1,,,0.7142857142857143,0.4,0.5,0.55,0.11363636363636363,0.11764705882352941,0.2222222222222222,12.0,6.0,,2.0,7.0,10.0,3.0,3.0,,2.0,2.0,,,,2.0,,3.0,,9.0,9.0,3.0,8.0,9.0,,3.0,1.0,2.0,,2.0,,,0.5,0.42857142857142855,0.5,0.225,0.3,0.11764705882352941,,0.225,0.6,0.6666666666666666,0.2222222222222222,24.844444444444445,,,,2.0,,,3.0,0.5,0.2222222222222222,,0.2222222222222222,,,,,,2.0,,3.0,2.0,,,0.2222222222222222,0.2222222222222222,,0.2222222222222222,2.0,,0.5,,False,,,,,1.0,,1.0,,,0.14285714285714285,,2.0,1.0,,,,,,,,0.4,,1.0,1.0,0.1
